osmid,name,highway,oneway,reversed,length,geometry,ref,access,bridge,maxspeed
38714176,Rue du Nord,residential,False,True,449.5969999999999,"LINESTRING (7.6434013 48.2238428, 7.6433625 48.2239413, 7.6432502 48.2240113, 7.6432493 48.224048, 7.6434322 48.2242084, 7.643502 48.2242517, 7.643652 48.2243627, 7.6438141 48.2244677, 7.6439945 48.2245737, 7.6441308 48.2246383, 7.6443354 48.2247241, 7.6444703 48.2247796, 7.6445597 48.224821, 7.6446475 48.2248695, 7.6447233 48.2249169, 7.6448127 48.2249835, 7.6449051 48.2250724, 7.6449855 48.2251663, 7.6450839 48.2252672, 7.6451491 48.2253187, 7.6452264 48.2253661, 7.6453552 48.2254398, 7.645787 48.2256377, 7.6460371 48.2257477, 7.6462098 48.2258174, 7.6465644 48.2259345, 7.6467538 48.2260001, 7.6470128 48.2261107, 7.647211 48.2261943, 7.6473 48.2262278, 7.6473825 48.2262499, 7.6474586 48.2262614, 7.6475539 48.2262635, 7.6476396 48.2262492, 7.6477104 48.2262257)",,,,
357816294,Rue du Canal d'Alsace,tertiary,False,False,201.263,"LINESTRING (7.6434013 48.2238428, 7.643479 48.2238378, 7.6435711 48.2238207, 7.6437192 48.2237771, 7.6457037 48.2230484, 7.6458017 48.223008)",D 611,,,
357816294,Rue du Canal d'Alsace,tertiary,False,True,67.904,"LINESTRING (7.6434013 48.2238428, 7.64333 48.2238328, 7.643239 48.2238107, 7.6431168 48.2237672, 7.6427589 48.2236023, 7.6426732 48.2235716, 7.6426014 48.2235552)",D 611,,,
38714175,Rue du 19e Chasseurs,residential,False,False,249.921,"LINESTRING (7.6458017 48.223008, 7.6456684 48.2228849, 7.6449196 48.2220459, 7.6443545 48.2213558, 7.6440475 48.2210923)",,,,
38714176,Rue du Nord,residential,False,False,86.72599999999998,"LINESTRING (7.6458017 48.223008, 7.6462383 48.2233276, 7.6464264 48.2235318, 7.6465114 48.223624)",,,,
357816294,Rue du Canal d'Alsace,tertiary,False,False,117.224,"LINESTRING (7.6458017 48.223008, 7.6458927 48.2229604, 7.6469442 48.2222792)",D 611,,,
357816294,Rue du Canal d'Alsace,tertiary,False,True,201.263,"LINESTRING (7.6458017 48.223008, 7.6457037 48.2230484, 7.6437192 48.2237771, 7.6435711 48.2238207, 7.643479 48.2238378, 7.6434013 48.2238428)",D 611,,,
38714184,Rue de la Digue,residential,False,False,86.979,"LINESTRING (7.649212 48.2210779, 7.6503621 48.2212351)",,,,
38714180,Rue du Canal d'Alsace,tertiary,False,False,344.07099999999997,"LINESTRING (7.649212 48.2210779, 7.6493237 48.2210115, 7.6494378 48.2209346, 7.6496325 48.220794, 7.6499303 48.2205692, 7.6500791 48.2204482, 7.6501748 48.2203681, 7.650188 48.2203547, 7.6502662 48.2202749, 7.6503627 48.2201677, 7.6504373 48.2200727, 7.650454 48.2200514, 7.6505375 48.2199423, 7.6514296 48.2186892, 7.6515518 48.2185674, 7.6516815 48.2184946)",D 611,,,
38714180,Rue du Canal d'Alsace,tertiary,False,True,97.34899999999999,"LINESTRING (7.649212 48.2210779, 7.6482418 48.2215731, 7.6481704 48.2216116)",D 611,,,
38714172,Rue du Canal d'Alsace,residential,False,False,7.285,"LINESTRING (7.6413118 48.223915, 7.6413536 48.2239743)",,destination,,
357816293,Rue du Canal d'Alsace,tertiary,True,False,24.058,"LINESTRING (7.6413118 48.223915, 7.6413885 48.2238931, 7.6414779 48.2238749, 7.6416204 48.2238487)",D 611,,,
38714172,Rue du Canal d'Alsace,residential,False,True,83.596,"LINESTRING (7.6418339 48.2246546, 7.6413631 48.2239878, 7.6413536 48.2239743)",,destination,,
357816298,Rue du Tilleul,residential,False,True,28.831,"LINESTRING (7.6408724 48.2223357, 7.6412567 48.2222948)",,,,
38714176,Rue du Nord,residential,False,False,58.842,"LINESTRING (7.6465114 48.223624, 7.6469014 48.224085)",,,,
38715083,Rue de la Mairie,residential,False,True,51.895,"LINESTRING (7.6465114 48.223624, 7.6471337 48.2234097)",,,,
38714176,Rue du Nord,residential,False,True,86.726,"LINESTRING (7.6465114 48.223624, 7.6464264 48.2235318, 7.6462383 48.2233276, 7.6458017 48.223008)",,,,
38714175,Rue du 19e Chasseurs,residential,False,False,84.392,"LINESTRING (7.6440475 48.2210923, 7.643101 48.22067)",,,,
38714175,Rue du 19e Chasseurs,residential,False,True,249.921,"LINESTRING (7.6440475 48.2210923, 7.6443545 48.2213558, 7.6449196 48.2220459, 7.6456684 48.2228849, 7.6458017 48.223008)",,,,
38716821,Rue des Jardins,residential,False,True,83.042,"LINESTRING (7.6440475 48.2210923, 7.6441919 48.2210121, 7.6448288 48.2208242, 7.6450055 48.2207196)",,,,
38714177,Rue de la Dordogne,residential,False,False,106.228,"LINESTRING (7.6469442 48.2222792, 7.645931 48.2216032)",,,,
357816294,Rue du Canal d'Alsace,tertiary,False,False,82.285,"LINESTRING (7.6469442 48.2222792, 7.6470535 48.222216, 7.6476825 48.2218524, 7.647788 48.2217982)",D 611,,,
357816294,Rue du Canal d'Alsace,tertiary,False,True,117.224,"LINESTRING (7.6469442 48.2222792, 7.6458927 48.2229604, 7.6458017 48.223008)",D 611,,,
38714177,Rue de la Dordogne,residential,False,True,106.228,"LINESTRING (7.645931 48.2216032, 7.6469442 48.2222792)",,,,
38716825,Rue de la Dordogne,residential,False,False,28.432,"LINESTRING (7.645931 48.2216032, 7.6456683 48.2217896)",,,,
38714177,Rue de la Dordogne,residential,False,False,70.036,"LINESTRING (7.645931 48.2216032, 7.6456098 48.2213821, 7.6456394 48.2213176, 7.6458736 48.2211163)",,,,
38716825,Rue de la Dordogne,residential,False,True,64.745,"LINESTRING (7.645931 48.2216032, 7.646087 48.221487, 7.646131 48.2214282, 7.6460973 48.2213474, 7.6459451 48.2211651, 7.6458736 48.2211163)",,,,
38714181,Rue de la Mairie,residential,False,False,30.833,"LINESTRING (7.647788 48.2217982, 7.6478495 48.22186, 7.6479045 48.2219211, 7.647999 48.222037)",,,,
38714182,Rue du 42e Régiment d'Infanterie de Forteresse,residential,False,False,239.607,"LINESTRING (7.647788 48.2217982, 7.6477046 48.2217113, 7.6476466 48.2216379, 7.6476061 48.2215864, 7.6475712 48.221527, 7.6474722 48.2213432, 7.6474325 48.2212877, 7.6473788 48.2212286, 7.6473082 48.2211676, 7.6471744 48.2210729, 7.6469339 48.2209245, 7.6466976 48.2207935, 7.6465189 48.2207005, 7.6463493 48.2206224, 7.6461184 48.2205259, 7.6458575 48.2204212, 7.6455757 48.220311)",,,,
"[38714179, 38714180, 357816294]",Rue du Canal d'Alsace,tertiary,False,False,35.118,"LINESTRING (7.647788 48.2217982, 7.6478467 48.2217711, 7.6478972 48.2217461, 7.6481704 48.2216116)",D 611,,yes,
357816294,Rue du Canal d'Alsace,tertiary,False,True,82.285,"LINESTRING (7.647788 48.2217982, 7.6476825 48.2218524, 7.6470535 48.222216, 7.6469442 48.2222792)",D 611,,,
38714181,Rue de la Mairie,residential,False,False,155.731,"LINESTRING (7.647999 48.222037, 7.6480816 48.2221393, 7.6484547 48.2226009, 7.6489149 48.2229463, 7.6489275 48.2230045, 7.6487987 48.2231005, 7.6487445 48.2231226, 7.6486968 48.2231398, 7.6486513 48.2231506)",,,,
38714181,Rue de la Mairie,residential,False,True,30.833,"LINESTRING (7.647999 48.222037, 7.6479045 48.2219211, 7.6478495 48.22186, 7.647788 48.2217982)",,,,
"[38715074, 38715075, 38714183]",Rue de la Mairie,residential,False,True,51.434,"LINESTRING (7.647999 48.222037, 7.6480764 48.2219899, 7.6481276 48.2219462, 7.6481412 48.2219237, 7.6481499 48.221896, 7.6481704 48.2216116)",,,yes,
38714180,Rue du Canal d'Alsace,tertiary,False,False,97.34899999999999,"LINESTRING (7.6481704 48.2216116, 7.6482418 48.2215731, 7.649212 48.2210779)",D 611,,,
"[38714179, 38714180, 357816294]",Rue du Canal d'Alsace,tertiary,False,True,35.117999999999995,"LINESTRING (7.6481704 48.2216116, 7.6478972 48.2217461, 7.6478467 48.2217711, 7.647788 48.2217982)",D 611,,yes,
