osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,access,width,tunnel
"[4605929, 4605927]",True,"['Richard Nordraaks gate', 'St. Jørgens gate']",residential,50,False,129.819,"LINESTRING (5.3337978 60.3913374, 5.3338849 60.3913724, 5.3340099 60.3914226, 5.3341438 60.3914821, 5.3343251 60.3915605, 5.3344769 60.3916268, 5.3346496 60.3917037, 5.3348083 60.3917714, 5.3349553 60.3918365, 5.3349859 60.3918718, 5.3349604 60.3919355, 5.334803 60.3920225, 5.334552 60.3921642)",,,,,
194859590,False,Kong Oscars gate,primary,40,True,27.865000000000002,"LINESTRING (5.3337978 60.3913374, 5.3336811 60.3913948, 5.3334408 60.3915154)",585,,,,
4073693,False,Zander Kaaes gate,unclassified,,False,90.82100000000001,"LINESTRING (5.3330618 60.3908836, 5.3332166 60.3908217, 5.3332932 60.3907915, 5.3336364 60.3906561, 5.3337533 60.390613, 5.333822 60.3905877, 5.3340425 60.3905039, 5.3340844 60.3904879, 5.3343652 60.3903813)",,,,,
193658492,False,Strømgaten,primary,50,False,34.024,"LINESTRING (5.3330618 60.3908836, 5.3331225 60.3909286, 5.333405 60.3911383)",577,,,,
193658494,True,Strømgaten,primary,50,False,86.281,"LINESTRING (5.3330618 60.3908836, 5.3328838 60.3908242, 5.3328246 60.3907902, 5.3325475 60.3906314, 5.3324123 60.3905447, 5.332163 60.390393, 5.3321184 60.390367, 5.3320239 60.3903296, 5.3319979 60.3903192)",577,1,,,
333781383,False,Kaigaten,primary,50,True,5.975,"LINESTRING (5.3320918 60.3902921, 5.3319979 60.3903192)",577,2,,,
"[1089392717, 4040543]",True,Strømgaten,primary,50,False,85.46,"LINESTRING (5.3320918 60.3902921, 5.3321128 60.3903042, 5.3321892 60.3903477, 5.3322416 60.3903786, 5.3324094 60.3904369, 5.3326571 60.3905866, 5.3329756 60.3907901, 5.3330618 60.3908836)",577,1,,,
4605931,False,Heggebakken,unclassified,,False,37.671,"LINESTRING (5.3310276 60.3929163, 5.3311318 60.3929331, 5.3311876 60.3929439, 5.3312337 60.3929549, 5.3314171 60.3930145, 5.331533 60.3930546, 5.3316241 60.3930794)",,1,,,
"[3506362, 984821941]",False,Kong Oscars gate,primary,40,False,83.61500000000001,"LINESTRING (5.3310276 60.3929163, 5.3311761 60.3928162, 5.3312931 60.3927526, 5.3314989 60.3926387, 5.3319129 60.3923882, 5.3319952 60.3923364)",585,,,,
1177313104,False,Nygaten,primary,40,False,30.2,"LINESTRING (5.3310276 60.3929163, 5.3308757 60.3928927, 5.3308108 60.3928736, 5.3306693 60.3928167, 5.330579 60.3927688)",585,2,,,
4717282,False,Domkirkegaten,unclassified,,False,53.114,"LINESTRING (5.3286839 60.3928653, 5.3287805 60.3929582, 5.3291353 60.3932877)",,,,,
"[4936997, 4936990]",False,"['Allehelgens gate', 'Nygaten']",primary,30,True,130.078,"LINESTRING (5.3286839 60.3928653, 5.3288341 60.3928067, 5.3289419 60.3927642, 5.3294637 60.3925902, 5.3296735 60.3925188, 5.3297966 60.3924886, 5.3298477 60.3924825, 5.3299088 60.3924806, 5.3299827 60.3924876, 5.3300491 60.3925045, 5.3305381 60.3927471, 5.330579 60.3927688)",585,2,,,
194859585,False,Allehelgens gate,primary,30,False,38.173,"LINESTRING (5.3286839 60.3928653, 5.328554 60.3929092, 5.3283718 60.3929744, 5.3282485 60.3930095, 5.3280975 60.3930483)",585,3,,,
"[427691571, 3506255]",True,Småstrandgaten,primary,30,False,68.408,"LINESTRING (5.3271733 60.3931588, 5.326996 60.3931711, 5.3268524 60.3931882, 5.3267066 60.3932151, 5.3263253 60.3932942, 5.3262123 60.3933178, 5.3260042 60.3933621)",577,2,,,
"[984438272, 9649862, 1177313138, 488690103, 3506297]",False,"['Bryggen', 'Slottsgaten']",primary,"['50', '30']",False,273.281,"LINESTRING (5.3204261 60.3982973, 5.3206045 60.3982103, 5.3206879 60.3981673, 5.3207868 60.3981182, 5.3208456 60.3980887, 5.3209417 60.3980404, 5.3212616 60.3978794, 5.321451 60.3977849, 5.3215802 60.3977159, 5.3216502 60.3976509, 5.3217117 60.3975773, 5.3217977 60.3975125, 5.321902 60.3974551, 5.3219815 60.3974179, 5.3224354 60.3972225, 5.3229408 60.3969942, 5.3230591 60.3969417, 5.3235075 60.3967416, 5.323608 60.3966987, 5.3238296 60.3966358, 5.3239749 60.3966087)",577,"['2', '3']",yes,,
10573529,False,Sandbrogaten,tertiary,50,True,41.887,"LINESTRING (5.3204261 60.3982973, 5.3205479 60.3983656, 5.3205907 60.3983922, 5.3207546 60.3985163, 5.3207689 60.3985269, 5.3207825 60.3985369, 5.3208719 60.3986021)",,,,,
225959813,False,Nikolaikirkeallmenningen,unclassified,,True,15.689,"LINESTRING (5.3239749 60.3966087, 5.3240472 60.3966761, 5.3240559 60.3966842, 5.3241085 60.3967334)",,,,,
"[984438272, 9649862, 1177313138, 488690103, 3506297]",False,"['Bryggen', 'Slottsgaten']",primary,"['50', '30']",True,273.281,"LINESTRING (5.3239749 60.3966087, 5.3238296 60.3966358, 5.323608 60.3966987, 5.3235075 60.3967416, 5.3230591 60.3969417, 5.3229408 60.3969942, 5.3224354 60.3972225, 5.3219815 60.3974179, 5.321902 60.3974551, 5.3217977 60.3975125, 5.3217117 60.3975773, 5.3216502 60.3976509, 5.3215802 60.3977159, 5.321451 60.3977849, 5.3212616 60.3978794, 5.3209417 60.3980404, 5.3208456 60.3980887, 5.3207868 60.3981182, 5.3206879 60.3981673, 5.3206045 60.3982103, 5.3204261 60.3982973)",577,"['2', '3']",yes,,
488690111,False,Bryggen,primary,30,False,67.452,"LINESTRING (5.3239749 60.3966087, 5.3240857 60.396586, 5.32419 60.3965508, 5.3248856 60.3962086)",577,2,yes,,
4079004,False,Strandgaten,secondary,30,False,53.101000000000006,"LINESTRING (5.320296 60.3949495, 5.3203487 60.3949323, 5.320409 60.3949127, 5.320585 60.394853, 5.3209632 60.3947115, 5.3210751 60.3946672)",5347,2,,,
"[4042128, 37856978]",True,"['Østre Murallmenningen', 'Valkendorfsgaten']",secondary,30,False,88.01800000000001,"LINESTRING (5.320296 60.3949495, 5.3202535 60.3949082, 5.3202395 60.3948967, 5.3200251 60.3947209, 5.3199956 60.3946849, 5.319995 60.3946466, 5.3200401 60.3945985, 5.320377 60.3944158, 5.3204711 60.3943566, 5.3205626 60.394298)",5347,2,,,
192012933,False,Østre Murallmenningen,secondary,50,True,20.487000000000002,"LINESTRING (5.320296 60.3949495, 5.3202583 60.3949666, 5.3201936 60.3950237, 5.3201079 60.3951071)",5348,,,,
"[481351297, 26491277, 160731518, 477137679]",True,"['Østre Murallmenningen', 'Strandkaien']",secondary,30,False,155.833,"LINESTRING (5.3227952 60.3947112, 5.3226782 60.3947494, 5.3225584 60.3947892, 5.3225474 60.3947929, 5.3220946 60.3949432, 5.3216941 60.3950762, 5.3210938 60.3952839, 5.3210243 60.3953058, 5.3209498 60.3953253, 5.3208921 60.3953387, 5.320859 60.3953348, 5.3208281 60.3953242, 5.3205574 60.3951309)",5347,"['2', '3']",,,
4071428,True,Lodin Lepps gate,unclassified,,False,77.669,"LINESTRING (5.3248856 60.3962086, 5.3250031 60.3962663, 5.3251876 60.3963522, 5.3253895 60.3964406, 5.3258321 60.3966403, 5.3259261 60.3966814)",,,,,
488690111,False,Bryggen,primary,30,False,76.303,"LINESTRING (5.3248856 60.3962086, 5.325184 60.3960417, 5.3254951 60.3958516, 5.3255281 60.395828, 5.3257564 60.3956746)",577,2,yes,,
488690111,False,Bryggen,primary,30,True,67.452,"LINESTRING (5.3248856 60.3962086, 5.32419 60.3965508, 5.3240857 60.396586, 5.3239749 60.3966087)",577,2,yes,,
124832499,False,Torget,primary,30,False,17.556,"LINESTRING (5.3257564 60.3956746, 5.3258179 60.3956354, 5.3258613 60.3956058, 5.3259518 60.3955497)",577,2,yes,,
391336855,False,Finnegårdsgaten,unclassified,,False,11.126,"LINESTRING (5.3257564 60.3956746, 5.3258541 60.3957164, 5.3259073 60.3957413)",,,,,
488690111,False,Bryggen,primary,30,True,76.303,"LINESTRING (5.3257564 60.3956746, 5.3255281 60.395828, 5.3254951 60.3958516, 5.325184 60.3960417, 5.3248856 60.3962086)",577,2,yes,,
124832499,False,Torget,primary,30,True,17.556,"LINESTRING (5.3259518 60.3955497, 5.3258613 60.3956058, 5.3258179 60.3956354, 5.3257564 60.3956746)",577,2,yes,,
"[269849490, 481351299, 507725327]",True,Torget,primary,30,False,163.006,"LINESTRING (5.3259518 60.3955497, 5.3259275 60.3954394, 5.3258991 60.3953636, 5.3258249 60.3952361, 5.325649 60.3949868, 5.325634 60.3949648, 5.3253137 60.3945032, 5.3251813 60.3943152, 5.325157 60.3942773, 5.3250718 60.394153)",577,2,yes,,
"[443298369, 499492932, 4338445]",True,"['Bryggesporden', 'Kong Oscars gate']",tertiary,30,False,131.101,"LINESTRING (5.326552 60.3955669, 5.3266689 60.3955411, 5.3267598 60.395515, 5.3268507 60.3954889, 5.3269734 60.3954608, 5.3273475 60.3953761, 5.3277544 60.3952885, 5.3281275 60.3951806, 5.3283873 60.3950705, 5.3285617 60.3949928, 5.3286017 60.3949795)",,,,,
1177313023,True,Vetrlidsallmenningen,secondary_link,30,False,21.682000000000002,"LINESTRING (5.326552 60.3955669, 5.3266565 60.3955866, 5.3267249 60.3956067, 5.3268025 60.3956385, 5.3268379 60.395686)",5342,,,,
202149838,False,Vetrlidsallmenningen,secondary,30,True,39.277,"LINESTRING (5.3273599 60.3959274, 5.3268379 60.395686)",5342,3,,,
"[391337094, 3648508, 202149838]",False,"['Vetrlidsallmenningen', 'Øvregaten']",secondary,30,"[False, True]",111.21199999999999,"LINESTRING (5.3273599 60.3959274, 5.3282592 60.3962883, 5.3282837 60.3963213, 5.3282707 60.3963484, 5.3282248 60.3963774, 5.3281849 60.3963975, 5.3281722 60.3964042, 5.3280998 60.3964428, 5.3280329 60.3964792, 5.3279516 60.3965233, 5.3277732 60.3966178)",5342,"['2', '3']",,,
984438869,True,Lodin Lepps gate,unclassified,,False,65.705,"LINESTRING (5.3268108 60.3970791, 5.3259261 60.3966814)",,,,,
3648508,False,Øvregaten,secondary,30,False,74.004,"LINESTRING (5.3268108 60.3970791, 5.32667 60.3971403, 5.3265752 60.3971822, 5.3264739 60.3972272, 5.326311 60.3973012, 5.3261219 60.3973832, 5.3259575 60.3974505, 5.325896 60.3974772, 5.3258402 60.3975003, 5.3257979 60.3975178)",5342,,,,
3648508,False,Øvregaten,secondary,30,True,73.731,"LINESTRING (5.3268108 60.3970791, 5.326903 60.3970396, 5.3269891 60.3970027, 5.3271974 60.3969121, 5.3274195 60.3968045, 5.3276318 60.3966934, 5.3277732 60.3966178)",5342,,,,
3648508,False,Øvregaten,secondary,30,False,73.731,"LINESTRING (5.3277732 60.3966178, 5.3276318 60.3966934, 5.3274195 60.3968045, 5.3271974 60.3969121, 5.3269891 60.3970027, 5.326903 60.3970396, 5.3268108 60.3970791)",5342,,,,
"[3648508, 202149838, 391337094]",False,"['Vetrlidsallmenningen', 'Øvregaten']",secondary,30,"[False, True]",111.212,"LINESTRING (5.3277732 60.3966178, 5.3279516 60.3965233, 5.3280329 60.3964792, 5.3280998 60.3964428, 5.3281722 60.3964042, 5.3281849 60.3963975, 5.3282248 60.3963774, 5.3282707 60.3963484, 5.3282837 60.3963213, 5.3282592 60.3962883, 5.3273599 60.3959274)",5342,"['2', '3']",,,
5004934,True,Finnegårdsgaten,unclassified,,False,68.722,"LINESTRING (5.3277732 60.3966178, 5.3277044 60.396573, 5.3276231 60.3965336, 5.3274764 60.3964685, 5.3273272 60.3963979, 5.3271908 60.3963345, 5.3270199 60.3962587, 5.326931 60.3962078, 5.3268934 60.3961807)",,,,6,
133729499,True,Christies gate,trunk,30,False,34.743,"LINESTRING (5.3242509 60.3900475, 5.3245303 60.3903278)",E 16,2,,,
4698776,True,Foreningsgaten,trunk,30,False,75.555,"LINESTRING (5.3242509 60.3900475, 5.3240898 60.3900879, 5.3237398 60.3901778, 5.3231498 60.3903294, 5.3230358 60.3903652)",E 16,2,,,
"[133616146, 194777595, 86149275, 394366902]",True,Christies gate,"['trunk', 'primary']",30,False,199.84,"LINESTRING (5.3248146 60.3906418, 5.324939 60.3907641, 5.325073 60.3908919, 5.3254002 60.391211, 5.3256195 60.3914139, 5.3257988 60.391592, 5.3259929 60.3917871, 5.3260719 60.3918713, 5.3260857 60.3918851, 5.3260982 60.3918984, 5.3261505 60.3919505, 5.3263896 60.3921716, 5.3264199 60.3921987, 5.3264685 60.3922422)","['E 16', '577']","['2', '3']",,,
"[371878922, 4079085]",False,Teatergaten,secondary,30,False,87.59100000000001,"LINESTRING (5.3184802 60.3924888, 5.3183372 60.3923765, 5.3180431 60.3921231, 5.3179806 60.3920805, 5.3177077 60.3918944, 5.3175868 60.3918404)",5347,3,,,
598973869,False,Teatergaten,secondary,30,True,55.131,"LINESTRING (5.3184802 60.3924888, 5.3185475 60.3925406, 5.3190256 60.392905)",5347,3,,,
4607228,False,Teatergaten,secondary,30,False,20.31,"LINESTRING (5.3192121 60.3930627, 5.3190525 60.3929266, 5.3190256 60.392905)",5347,3,,,
"[508587016, 3505702, 508587015]",False,Jon Smørs gate,secondary,30,True,156.47899999999998,"LINESTRING (5.3192121 60.3930627, 5.319317 60.3931776, 5.3193489 60.3932153, 5.3194062 60.3932806, 5.3196131 60.393509, 5.3197802 60.3936758, 5.319829 60.3937195, 5.3199457 60.3938229, 5.3200985 60.3939468, 5.3204511 60.3942111, 5.3205626 60.394298)",5347,3,,,
4338465,False,Markeveien,secondary,30,True,43.96,"LINESTRING (5.320699 60.3933186, 5.3212147 60.3931564, 5.3213714 60.3931043)",5348,,,,
"[617861409, 4042133, 477131542]",False,Fortunen,unclassified,,True,62.92100000000001,"LINESTRING (5.320699 60.3933186, 5.3207853 60.3933882, 5.3208607 60.3934468, 5.3210313 60.3935773, 5.3210472 60.3935895, 5.3210674 60.3936054, 5.3212419 60.3937433, 5.3212641 60.3937604, 5.321311 60.3937969)",,,,,building_passage
"[508587016, 3505702, 508587015]",False,Jon Smørs gate,secondary,30,False,156.479,"LINESTRING (5.3205626 60.394298, 5.3204511 60.3942111, 5.3200985 60.3939468, 5.3199457 60.3938229, 5.319829 60.3937195, 5.3197802 60.3936758, 5.3196131 60.393509, 5.3194062 60.3932806, 5.3193489 60.3932153, 5.319317 60.3931776, 5.3192121 60.3930627)",5347,3,,,
4607229,True,Jon Smørs gate,secondary,30,False,49.78,"LINESTRING (5.3205626 60.394298, 5.3206555 60.3943657, 5.3209861 60.3946024, 5.3210751 60.3946672)",5347,2,,,
4951014,True,Valkendorfsgaten,unclassified,30,False,70.002,"LINESTRING (5.3205626 60.394298, 5.3206724 60.3942435, 5.3207463 60.3942068, 5.3209415 60.3940813, 5.3212439 60.3938921, 5.3212849 60.3938523, 5.321311 60.3937969)",,,,,
3506362,False,Kong Oscars gate,primary,40,False,65.801,"LINESTRING (5.3319952 60.3923364, 5.3321583 60.3922372, 5.3323899 60.3920964, 5.3327597 60.3918809)",585,,,,
"[3506362, 984821941]",False,Kong Oscars gate,primary,40,True,83.615,"LINESTRING (5.3319952 60.3923364, 5.3319129 60.3923882, 5.3314989 60.3926387, 5.3312931 60.3927526, 5.3311761 60.3928162, 5.3310276 60.3929163)",585,,,,
"[4713312, 720018482, 720018483]",False,Molløesmauet,residential,30,False,102.47300000000001,"LINESTRING (5.3319952 60.3923364, 5.3322543 60.3924512, 5.3326748 60.3926376, 5.3328985 60.3927368, 5.3330567 60.392807, 5.3331332 60.3928409, 5.3332053 60.3929203, 5.3332356 60.392998)",,,,,
4071431,False,Skostredet,living_street,,True,79.257,"LINESTRING (5.329036 60.3946819, 5.3288147 60.3945879, 5.328563 60.3944621, 5.3280458 60.3941652)",,,,,
202149837,True,Kong Oscars gate,tertiary,30,False,95.565,"LINESTRING (5.329036 60.3946819, 5.3294453 60.3942902, 5.329828 60.3939167)",,,,,
4343093,False,Olav Kyrres gate,unclassified,,True,48.297,"LINESTRING (5.3260042 60.3933621, 5.3260498 60.3934241, 5.3262013 60.3935738, 5.32633 60.3937116, 5.3263714 60.3937564)",,,,,
124830899,True,Småstrandgaten,primary,30,False,52.878,"LINESTRING (5.3260042 60.3933621, 5.325404 60.393493, 5.3251221 60.3935524)",577,2,,,
4071403,False,Sparebanksgaten,living_street,,True,47.908,"LINESTRING (5.3280458 60.3941652, 5.3275487 60.3945192)",,,,,
4071431,False,Skostredet,living_street,,False,79.25699999999999,"LINESTRING (5.3280458 60.3941652, 5.328563 60.3944621, 5.3288147 60.3945879, 5.329036 60.3946819)",,,,,
4071431,False,Skostredet,living_street,,True,31.481,"LINESTRING (5.3280458 60.3941652, 5.3279783 60.3941241, 5.3278228 60.3940292, 5.3277188 60.3939341)",,,,,
4071431,False,Skostredet,living_street,,False,31.481,"LINESTRING (5.3277188 60.3939341, 5.3278228 60.3940292, 5.3279783 60.3941241, 5.3280458 60.3941652)",,,,,
