osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,access,width,tunnel
4344020,True,Bankgaten,living_street,,False,67.922,"LINESTRING (5.3277188 60.3939341, 5.3275153 60.3939897, 5.3268855 60.3941972, 5.3268207 60.3942169, 5.3267169 60.3942839)",,,,,
"[192165244, 25942574]",False,"['Østre Skostredet', 'Skostredet']",living_street,,"[False, True]",104.033,"LINESTRING (5.3277188 60.3939341, 5.32768 60.3938891, 5.328232 60.3937503, 5.3292794 60.3934868)",,,,,
496113664,False,Rådhusgaten,unclassified,,True,3.86,"LINESTRING (5.3253351 60.3925424, 5.3253968 60.3925258)",,,,,
1192958278,True,Olav Kyrres gate,primary,30,False,50.379000000000005,"LINESTRING (5.3253351 60.3925424, 5.3252899 60.3924919, 5.3251525 60.3923364, 5.3250158 60.3921823, 5.3249672 60.3921274)",585,2,,,
"[9172251, 1192958279]",False,Rådhusgaten,unclassified,,False,49.281,"LINESTRING (5.3253351 60.3925424, 5.3252795 60.3925589, 5.325225 60.3925758, 5.3251956 60.3925842, 5.3245604 60.3927658)",,,,,
"[496112181, 86149269, 496112182]",True,Olav Kyrres gate,trunk,50,False,150.918,"LINESTRING (5.3249672 60.3921274, 5.3249247 60.3920882, 5.3249093 60.3920727, 5.3246078 60.39177, 5.3244991 60.3916653, 5.3243231 60.3914942, 5.3241437 60.39134, 5.3240041 60.3912193, 5.3238422 60.3910559, 5.3237492 60.3909707, 5.3236952 60.390925)",E 16,2,,,
192314796,False,Starvhusgaten,unclassified,,False,44.67400000000001,"LINESTRING (5.3249672 60.3921274, 5.3248496 60.3921567, 5.3245549 60.3922336, 5.3242459 60.3923129)",,,,,
27124811,False,Teatergaten,secondary,30,True,60.86,"LINESTRING (5.3175868 60.3918404, 5.3175171 60.3918083, 5.3174916 60.3917862, 5.3171265 60.3914709, 5.3170098 60.3913754)",5350,2,,,
"[371878922, 4079085]",False,Teatergaten,secondary,30,True,87.591,"LINESTRING (5.3175868 60.3918404, 5.3177077 60.3918944, 5.3179806 60.3920805, 5.3180431 60.3921231, 5.3183372 60.3923765, 5.3184802 60.3924888)",5347,3,,,
4071401,False,Nedre Korskirkeallmenningen,unclassified,,False,78.55300000000001,"LINESTRING (5.3286017 60.3949795, 5.3285845 60.394933, 5.3285647 60.3949194, 5.3284993 60.3948855, 5.3277036 60.3945811, 5.3275487 60.3945192)",,,,,
25413986,False,Øvre Korskirkeallmenningen,unclassified,,False,70.301,"LINESTRING (5.3286017 60.3949795, 5.3286173 60.3949996, 5.3286367 60.395014, 5.3287397 60.3950529, 5.3288066 60.3950778, 5.3289168 60.3951167, 5.3290136 60.3951513, 5.3290826 60.3951738, 5.3291438 60.3951944, 5.3292484 60.3952207, 5.3295302 60.395283, 5.3296759 60.3953007)",,,,,
202149837,True,Kong Oscars gate,tertiary,30,False,40.798,"LINESTRING (5.3286017 60.3949795, 5.3288406 60.3948118, 5.329036 60.3946819)",,,,,
"[445009357, 4071397]",False,Øvre Korskirkesmauet,living_street,,False,60.35,"LINESTRING (5.3293355 60.3955998, 5.3287781 60.3954182, 5.328624 60.3953683, 5.3284981 60.3954731)",,,,,
719121348,False,Lille Øvregaten,living_street,,False,38.339,"LINESTRING (5.3293355 60.3955998, 5.3294553 60.3955204, 5.3296028 60.395391, 5.3296759 60.3953007)",,,,,
"[719121347, 719121348, 3505159]",False,Lille Øvregaten,living_street,,True,55.613,"LINESTRING (5.3293355 60.3955998, 5.3292088 60.3956885, 5.3291129 60.3957626, 5.3287778 60.3959936, 5.3287549 60.3960094)",,,,,
3505159,False,Lille Øvregaten,living_street,,True,27.787,"LINESTRING (5.3287549 60.3960094, 5.3284516 60.3962094)",,,,,
445007265,False,Nedre Hamburgersmauet,living_street,,True,35.237,"LINESTRING (5.3287549 60.3960094, 5.3281946 60.3958551)",,,,,
"[719121347, 719121348, 3505159]",False,Lille Øvregaten,living_street,,False,55.613,"LINESTRING (5.3287549 60.3960094, 5.3287778 60.3959936, 5.3291129 60.3957626, 5.3292088 60.3956885, 5.3293355 60.3955998)",,,,,
"[445007265, 4713102]",False,Nedre Hamburgersmauet,living_street,,False,30.596999999999998,"LINESTRING (5.3277271 60.3957056, 5.3279229 60.3957714, 5.3281946 60.3958551)",,,,,
3505159,False,Lille Øvregaten,living_street,,False,27.787,"LINESTRING (5.3284516 60.3962094, 5.3287549 60.3960094)",,,,,
"[4936997, 4936990]",False,"['Allehelgens gate', 'Nygaten']",primary,30,False,130.078,"LINESTRING (5.330579 60.3927688, 5.3305381 60.3927471, 5.3300491 60.3925045, 5.3299827 60.3924876, 5.3299088 60.3924806, 5.3298477 60.3924825, 5.3297966 60.3924886, 5.3296735 60.3925188, 5.3294637 60.3925902, 5.3289419 60.3927642, 5.3288341 60.3928067, 5.3286839 60.3928653)",585,2,,,
1177313104,False,Nygaten,primary,40,True,30.199999999999996,"LINESTRING (5.330579 60.3927688, 5.3306693 60.3928167, 5.3308108 60.3928736, 5.3308757 60.3928927, 5.3310276 60.3929163)",585,2,,,
3506362,False,Kong Oscars gate,primary,40,True,41.276,"LINESTRING (5.333269 60.391608, 5.3327597 60.3918809)",585,,,,
1089392714,False,Kong Oscars gate,primary,40,False,13.968,"LINESTRING (5.333269 60.391608, 5.3334408 60.3915154)",585,,,,
"[4079006, 477131543]",True,Fortunen,unclassified,30,False,75.774,"LINESTRING (5.321311 60.3937969, 5.3214507 60.3938104, 5.3215123 60.3938226, 5.3217163 60.3938902, 5.3217263 60.3938935, 5.3218728 60.3939918, 5.3222001 60.3942114, 5.3222676 60.3942567)",,,,,
"[617861409, 4042133, 477131542]",False,Fortunen,unclassified,,False,62.921,"LINESTRING (5.321311 60.3937969, 5.3212641 60.3937604, 5.3212419 60.3937433, 5.3210674 60.3936054, 5.3210472 60.3935895, 5.3210313 60.3935773, 5.3208607 60.3934468, 5.3207853 60.3933882, 5.320699 60.3933186)",,,,,building_passage
"[9851980, 4713093, 477131548]",True,"['Strandgaten', 'Christian Michelsens gate']",tertiary,30,False,169.093,"LINESTRING (5.3222676 60.3942567, 5.322347 60.3942329, 5.32312 60.394001, 5.3231326 60.3939982, 5.3233952 60.3939195, 5.3235685 60.393867, 5.3235011 60.3938068, 5.3234205 60.3937566, 5.3232648 60.3936934, 5.3228318 60.3935541, 5.3224691 60.393443, 5.3223479 60.3934058)",,,,,
477131543,True,Fortunen,unclassified,30,False,58.26,"LINESTRING (5.3222676 60.3942567, 5.3223324 60.3943106, 5.3227173 60.394644, 5.3227431 60.3946664, 5.3227952 60.3947112)",,,,,
4042129,False,Markeveien,unclassified,30,False,83.036,"LINESTRING (5.3218206 60.3929631, 5.3223956 60.3928073, 5.3231442 60.3926025)",5348,,,,
"[4042132, 28138557, 28138558]",False,"['Engen', 'Øvre Ole Bulls plass', 'Veiten']",unclassified,30,False,157.99799999999996,"LINESTRING (5.3218206 60.3929631, 5.3217494 60.3928968, 5.3215369 60.3926991, 5.3212861 60.3924655, 5.321238 60.3924209, 5.3210811 60.3922743, 5.3210422 60.3922389, 5.321004 60.3922041, 5.3209487 60.3921538, 5.320822 60.3920385, 5.3206221 60.3918838, 5.3204613 60.3917887, 5.3203768 60.3917383)",,,,8,
1176667179,False,Markeveien,unclassified,,False,29.255,"LINESTRING (5.3218206 60.3929631, 5.3215321 60.3930569, 5.3213714 60.3931043)",5348,,,,
4697844,True,Håkonsgaten,secondary,30,False,66.88,"LINESTRING (5.3170098 60.3913754, 5.3171816 60.3913205, 5.3178834 60.3910979, 5.3179785 60.3910231)",5350,,,,
27124811,False,Teatergaten,secondary,30,False,60.86000000000001,"LINESTRING (5.3170098 60.3913754, 5.3171265 60.3914709, 5.3174916 60.3917862, 5.3175171 60.3918083, 5.3175868 60.3918404)",5350,2,,,
4079090,True,Nordahl Bruns gate,unclassified,,False,74.485,"LINESTRING (5.3225094 60.3912497, 5.3226014 60.391224, 5.3232639 60.3910402, 5.3235905 60.390953, 5.3236317 60.390942, 5.3236952 60.390925)",,,,,
4234553,False,Torggaten,unclassified,,False,51.856,"LINESTRING (5.3225094 60.3912497, 5.3227619 60.3914978, 5.3229433 60.3916638)",,,,,
4192210,True,Nordahl Bruns gate,unclassified,,False,69.191,"LINESTRING (5.3236952 60.390925, 5.3237941 60.3909087, 5.3242692 60.3907911, 5.3245337 60.3907235, 5.3246942 60.3906768, 5.3248146 60.3906418)",,,,,
"[533527936, 4311249]",True,Olav Kyrres gate,trunk,50,False,72.03399999999999,"LINESTRING (5.3236952 60.390925, 5.3236333 60.390874, 5.3234006 60.3906824, 5.323291 60.3905921, 5.3232732 60.3905774, 5.3230894 60.3904158, 5.3230358 60.3903652)",E 16,2,,,
10573529,False,Sandbrogaten,tertiary,50,False,41.887,"LINESTRING (5.3208719 60.3986021, 5.3207825 60.3985369, 5.3207689 60.3985269, 5.3207546 60.3985163, 5.3205907 60.3983922, 5.3205479 60.3983656, 5.3204261 60.3982973)",,,,,
4071427,True,Rosenkrantzgaten,unclassified,,False,76.98,"LINESTRING (5.3259261 60.3966814, 5.326128 60.3965696, 5.3263621 60.3964465, 5.3266363 60.3963065, 5.3268151 60.396219, 5.3268934 60.3961807)",,2,,,
5004935,False,Rosenkrantzgaten,unclassified,,True,70.37,"LINESTRING (5.3259261 60.3966814, 5.3256109 60.3968523, 5.3250633 60.3971492)",,,,,
25413986,False,Øvre Korskirkeallmenningen,unclassified,,True,70.30100000000002,"LINESTRING (5.3296759 60.3953007, 5.3295302 60.395283, 5.3292484 60.3952207, 5.3291438 60.3951944, 5.3290826 60.3951738, 5.3290136 60.3951513, 5.3289168 60.3951167, 5.3288066 60.3950778, 5.3287397 60.3950529, 5.3286367 60.395014, 5.3286173 60.3949996, 5.3286017 60.3949795)",,,,,
719121348,False,Lille Øvregaten,living_street,,True,38.339,"LINESTRING (5.3296759 60.3953007, 5.3296028 60.395391, 5.3294553 60.3955204, 5.3293355 60.3955998)",,,,,
1016900578,True,Domkirkeplassen,unclassified,,False,10.502,"LINESTRING (5.3302667 60.3940896, 5.3303733 60.394168)",,,,,
4071403,False,Sparebanksgaten,living_street,,False,47.908,"LINESTRING (5.3275487 60.3945192, 5.3280458 60.3941652)",,,,,
"[4071401, 443298975]",False,Nedre Korskirkeallmenningen,unclassified,,False,63.45099999999999,"LINESTRING (5.3275487 60.3945192, 5.3274595 60.3945959, 5.3273604 60.3945619, 5.3267826 60.3943066, 5.3267169 60.3942839)",,,,,
4071401,False,Nedre Korskirkeallmenningen,unclassified,,True,78.553,"LINESTRING (5.3275487 60.3945192, 5.3277036 60.3945811, 5.3284993 60.3948855, 5.3285647 60.3949194, 5.3285845 60.394933, 5.3286017 60.3949795)",,,,,
