osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,width,bridge
"[24930136, 53219894]",Nürnberger Straße,residential,30,False,False,73.806,"LINESTRING (11.1427942 49.3585796, 11.1427064 49.3586552, 11.142609 49.3588197, 11.1425972 49.3588502, 11.1425935 49.3589579, 11.1425313 49.3590988, 11.1424631 49.359196)",,,,
"[36102716, 28854373, 36102719]",Nürnberger Straße,secondary,50,False,True,80.99600000000001,"LINESTRING (11.1427942 49.3585796, 11.1426949 49.3585259, 11.1424571 49.3582606, 11.1422307 49.3579574)",St 2239,,,
54266193,Sperbersloher Straße,residential,50,False,False,60.067,"LINESTRING (11.150472 49.3525523, 11.150125 49.3527585, 11.1499698 49.3528525, 11.1498836 49.3529306)",,,,
36102186,Hauptstraße,residential,30,False,True,20.884,"LINESTRING (11.1447932 49.3550018, 11.1446767 49.3551736)",,,,
144938539,Untere Rathausgasse,residential,30,False,True,186.174,"LINESTRING (11.1447932 49.3550018, 11.1445494 49.3549696, 11.1441829 49.3549499, 11.1438345 49.3549905, 11.1436323 49.3550141, 11.1434299 49.3550365, 11.1432188 49.3550544, 11.1428331 49.3549969, 11.14264 49.35524, 11.1425517 49.3553273)",,destination,,
874874716,Sperbersloher Straße,residential,30,False,True,27.297,"LINESTRING (11.1447932 49.3550018, 11.1449138 49.3548632, 11.145018 49.3548101)",,,,
28854373,Nürnberger Straße,secondary,50,False,False,122.32100000000001,"LINESTRING (11.1406612 49.3553868, 11.1407529 49.3555029, 11.1408187 49.3557054, 11.1408534 49.3559114, 11.1408838 49.3560897, 11.1409462 49.3562634, 11.1410822 49.3564399)",St 2239,,,
144938506,Doktorsbuck,residential,30,False,True,133.15,"LINESTRING (11.1406612 49.3553868, 11.1400633 49.3557556, 11.1398691 49.3558441, 11.1396311 49.3559274, 11.1393093 49.3560052, 11.1391709 49.3560631)",,destination,2.4,
"[28854371, 28854370, 144938515]",Hauptstraße,residential,30,False,False,84.158,"LINESTRING (11.1406612 49.3553868, 11.1409707 49.3553098, 11.1411449 49.3552606, 11.1414444 49.3551764, 11.1414744 49.3551701, 11.1417463 49.3551189)",,,,yes
36102184,Hauptstraße,residential,30,False,False,26.869,"LINESTRING (11.141935 49.355113, 11.1422876 49.3551881)",,,,
28854371,Hauptstraße,residential,30,False,True,13.744,"LINESTRING (11.141935 49.355113, 11.1417874 49.3551128, 11.1417463 49.3551189)",,,,
35910190,Enßerweg,residential,,False,True,61.78800000000001,"LINESTRING (11.141935 49.355113, 11.1418978 49.354771, 11.1418334 49.3547176, 11.1418271 49.3546398, 11.1418272 49.3545728)",,,,
36102184,Hauptstraße,residential,30,False,False,22.791,"LINESTRING (11.1425517 49.3553273, 11.1427514 49.3554857)",,,,
