osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,bridge
58946916,An den Mühlen,residential,False,False,64.471,,,"LINESTRING (8.2118207 49.6385599, 8.2118241 49.6379801)",,
555820736,An den Mühlen,tertiary,False,True,274.802,2,50,"LINESTRING (8.2118207 49.6385599, 8.2080637 49.6381266)",,
"[295437536, 47922085]",Woogstraße,residential,False,True,451.716,,,"LINESTRING (8.2118207 49.6385599, 8.211836 49.6386703, 8.2128222 49.6386666, 8.2136636 49.6386323, 8.2147802 49.6385167, 8.2161848 49.6383374, 8.2168055 49.6380765, 8.2174672 49.6379308, 8.2177293 49.6378858)",,
295617912,An den Mühlen,tertiary,False,False,384.11999999999995,2,50,"LINESTRING (8.2118207 49.6385599, 8.2123862 49.6385655, 8.2131037 49.6385684, 8.2133612 49.6385597, 8.2136321 49.638538, 8.2140572 49.6384737, 8.2144032 49.6383981, 8.2146299 49.6383391, 8.2148431 49.6382748, 8.2150376 49.6381949, 8.2154198 49.6380386, 8.2160017 49.6378208, 8.2160593 49.6378012, 8.2162084 49.6377459, 8.2164565 49.6376538, 8.2165369 49.6376226, 8.2165892 49.6376, 8.2166241 49.6375731, 8.2166456 49.6375522, 8.2166617 49.6375253, 8.2166724 49.6374992, 8.2166758 49.6374826)",,
47922087,Moltkestraße,residential,False,False,12.022,,30,"LINESTRING (8.2130583 49.635041, 8.2130405 49.6349335)",,
119061470,Kriegsheimer Straße,tertiary,False,True,10.59,2,50,"LINESTRING (8.2130583 49.635041, 8.2131017 49.635132)",K 37,
26262083,Hauptstraße,residential,False,True,106.64699999999999,2,30,"LINESTRING (8.2130583 49.635041, 8.2128828 49.6350644, 8.2116079 49.6352346)",,
119061472,Wormser Straße,tertiary,False,False,112.331,2,50,"LINESTRING (8.2130583 49.635041, 8.2132889 49.6350077, 8.2145769 49.6348104)",K 37,
32383121,Denkmalstraße,residential,False,False,19.305,,30,"LINESTRING (8.208392 49.6360617, 8.2084104 49.6358885)",,
289273119,Hauptstraße,residential,False,True,70.35900000000001,2,30,"LINESTRING (8.208392 49.6360617, 8.2076479 49.6360551, 8.2074152 49.6360604)",,
"[555820730, 555820731]",Hauptstraße,residential,False,False,205.531,2,30,"LINESTRING (8.208392 49.6360617, 8.2089836 49.6360658, 8.2093366 49.6360682, 8.2093984 49.6360626, 8.2096905 49.6360418, 8.2099114 49.636005, 8.2099421 49.635994, 8.2101213 49.6359164, 8.2105381 49.6356603, 8.2108807 49.6354246)",,
