osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,access
"[78144454, 1013732907, 78144429, 78167730, 31253980, 78144446]",1,,Leipziger Straße,residential,20,"['4.5', '6']",True,False,253.30599999999998,"LINESTRING (12.6909752 51.0545627, 12.6911032 51.0545681, 12.6912615 51.0545735, 12.6915359 51.0545829, 12.6915835 51.0545845, 12.6917516 51.0545905, 12.6921745 51.0546057, 12.6923511 51.0546124, 12.6924769 51.0546185, 12.6925587 51.0546275, 12.6926652 51.054641, 12.6928266 51.0546705, 12.6929611 51.0546904, 12.693091 51.0547029, 12.6933558 51.0547175, 12.6934542 51.0547176, 12.6935305 51.0547176, 12.6937012 51.0547103, 12.6938266 51.0547001, 12.6938698 51.0546853, 12.693919 51.0546778, 12.6939603 51.0546706, 12.6939721 51.0546691, 12.6940778 51.0546558, 12.6942626 51.0546186, 12.6945393 51.054553)",,
"[30742083, 85937539, 85937501]",2,B 7,"['Altenburger Straße', 'Grimmaische Straße']",primary,50,6.0,False,False,309.098,"LINESTRING (12.6885698 51.0550011, 12.6885957 51.0550307, 12.6886008 51.0550537, 12.6885971 51.0550819, 12.6885906 51.055107, 12.6885151 51.0552544, 12.688483 51.0553292, 12.6884796 51.0553415, 12.6884626 51.055402, 12.6884616 51.055472, 12.6884707 51.0555203, 12.6884858 51.0555535, 12.6885196 51.0556011, 12.6885276 51.0556068, 12.6885795 51.0556456, 12.6887165 51.05575, 12.6889212 51.0558942, 12.6891588 51.0560695, 12.6893079 51.0561849, 12.6894418 51.0563005, 12.6895367 51.0564079, 12.6895956 51.0564721, 12.6896003 51.0564772, 12.6897917 51.0567489, 12.6898699 51.0568691, 12.6900447 51.0571477, 12.6902223 51.0574178, 12.6902381 51.057443)",,
86545465,1,,Leipziger Straße,residential,20,5.0,True,False,62.525999999999996,"LINESTRING (12.6885698 51.0550011, 12.6885841 51.054991, 12.6886816 51.054957, 12.6891102 51.0548359, 12.6892904 51.0547498, 12.6893396 51.0547228)",,
"[102672070, 30621398]",1,,Badergasse,living_street,,3.5,False,False,80.072,"LINESTRING (12.6934441 51.0543515, 12.6933926 51.054149, 12.6933472 51.0539658, 12.6933297 51.0538508, 12.6933116 51.0537074, 12.6932965 51.0536378)",,
"[1073004480, 78144431, 78167728, 340291923, 78144439, 103110047]",1,,Nikolaistraße,residential,20,4.5,True,False,183.444,"LINESTRING (12.6934441 51.0543515, 12.6933362 51.0543423, 12.693046 51.0543572, 12.6928707 51.054365, 12.6926841 51.0543733, 12.692534 51.0543787, 12.6920232 51.0543974, 12.6918388 51.0544021, 12.6917321 51.0544048, 12.6912906 51.0544157, 12.6911918 51.05442, 12.6911419 51.0544232, 12.6910936 51.0544308, 12.691053 51.0544404, 12.6910179 51.0544555, 12.6909896 51.0544786, 12.6909775 51.0545108, 12.6909752 51.0545627)",,
"[48627057, 48627058, 86545387, 86545386]",2,K 7943,Bruchheimer Straße,tertiary,50,5.5,False,False,76.387,"LINESTRING (12.6963476 51.0506581, 12.6963863 51.0506839, 12.6964304 51.0507133, 12.6964937 51.050759, 12.6966383 51.0508611, 12.6967505 51.0509473, 12.6968136 51.0509975, 12.6969215 51.0510834, 12.6969358 51.0510947, 12.6970415 51.051188)",yes,
"[106413370, 106413371]",2,,Paul-Guenther-Platz,living_street,,4.5,False,True,327.1239999999999,"LINESTRING (12.6963476 51.0506581, 12.696225 51.050779, 12.6961129 51.0509009, 12.6958964 51.0511607, 12.6957241 51.0513671, 12.6956785 51.0514129, 12.6956217 51.0514561, 12.6954298 51.0515529, 12.6953176 51.0516044, 12.6949691 51.0517699, 12.6946704 51.0519088, 12.6944553 51.0520089, 12.6940981 51.0521751, 12.6940314 51.0522046, 12.6935862 51.0524015, 12.6934628 51.0524495, 12.6933483 51.0524836, 12.6932233 51.0525103, 12.6931792 51.0525173, 12.6929515 51.0525535)",,
340277394,2,K 7943,Bruchheimer Straße,tertiary,50,5.5,False,True,43.033,"LINESTRING (12.6963476 51.0506581, 12.6961879 51.0505701, 12.6961065 51.0505258, 12.695883 51.0504042)",,
30819224,2,,Gartenstraße,residential,30,5.25,False,False,62.43000000000001,"LINESTRING (12.6956237 51.0502888, 12.6953117 51.0504421, 12.6952597 51.0504677, 12.6949201 51.0506346)",,
340277394,2,K 7943,Bruchheimer Straße,tertiary,50,5.5,False,False,22.251,"LINESTRING (12.6956237 51.0502888, 12.6957766 51.0503493, 12.6958562 51.0503904, 12.695883 51.0504042)",,
30819224,2,,Gartenstraße,residential,30,5.25,False,True,177.00799999999998,"LINESTRING (12.6929005 51.0515949, 12.6930114 51.0515426, 12.6930809 51.0515099, 12.693181 51.0514627, 12.6933188 51.0513977, 12.6934667 51.0513279, 12.6935431 51.0512919, 12.6936501 51.0512414, 12.6938218 51.0511605, 12.6938988 51.0511242, 12.6940384 51.0510573, 12.6941814 51.0509887, 12.6942441 51.0509586, 12.6943653 51.0509006, 12.6946821 51.0507487, 12.6947833 51.0507002, 12.6948265 51.0506795, 12.6948766 51.0506554, 12.6949201 51.0506346)",,
"[1072549272, 48627048]",2,,Gartenstraße,residential,30,5.25,False,False,123.472,"LINESTRING (12.6929005 51.0515949, 12.6928435 51.0516201, 12.692733 51.051669, 12.6925837 51.0517324, 12.6924418 51.051784, 12.69242 51.0517905, 12.6923748 51.0518046, 12.6922504 51.0518435, 12.692069 51.051889, 12.6920519 51.0518933, 12.6919295 51.0519066, 12.6917865 51.0519231, 12.6916976 51.051935, 12.6916455 51.0519375, 12.691359 51.0519544, 12.6913473 51.0519536, 12.6912698 51.0519483)",,
"[48627048, 1072549272]",2,,Gartenstraße,residential,30,5.25,False,True,123.472,"LINESTRING (12.6912698 51.0519483, 12.6913473 51.0519536, 12.691359 51.0519544, 12.6916455 51.0519375, 12.6916976 51.051935, 12.6917865 51.0519231, 12.6919295 51.0519066, 12.6920519 51.0518933, 12.692069 51.051889, 12.6922504 51.0518435, 12.6923748 51.0518046, 12.69242 51.0517905, 12.6924418 51.051784, 12.6925837 51.0517324, 12.692733 51.051669, 12.6928435 51.0516201, 12.6929005 51.0515949)",,
"[30621401, 1072549271]",1,,Blumenweg,residential,30,3.5,True,False,269.78,"LINESTRING (12.6949201 51.0506346, 12.694773 51.0505077, 12.6946716 51.0504285, 12.6946203 51.0503856, 12.6945467 51.0503521, 12.6944579 51.0503348, 12.6943729 51.050328, 12.6942745 51.0503269, 12.6941703 51.0503306, 12.6940964 51.0503369, 12.6939601 51.0503497, 12.6938901 51.0503713, 12.6938378 51.0503886, 12.6935899 51.0505266, 12.6934457 51.0506024, 12.6934118 51.0506202, 12.6934023 51.0506252, 12.6931626 51.0507511, 12.6931151 51.0507761, 12.6929815 51.0508463, 12.6926525 51.0510192, 12.692617 51.0510389, 12.6926123 51.0510525, 12.692612 51.0510748, 12.6926278 51.0511087, 12.6926883 51.0512382, 12.6928246 51.0515305, 12.6929005 51.0515949)",,
30819224,2,,Gartenstraße,residential,30,5.25,False,False,177.00799999999998,"LINESTRING (12.6949201 51.0506346, 12.6948766 51.0506554, 12.6948265 51.0506795, 12.6947833 51.0507002, 12.6946821 51.0507487, 12.6943653 51.0509006, 12.6942441 51.0509586, 12.6941814 51.0509887, 12.6940384 51.0510573, 12.6938988 51.0511242, 12.6938218 51.0511605, 12.6936501 51.0512414, 12.6935431 51.0512919, 12.6934667 51.0513279, 12.6933188 51.0513977, 12.693181 51.0514627, 12.6930809 51.0515099, 12.6930114 51.0515426, 12.6929005 51.0515949)",,
30819224,2,,Gartenstraße,residential,30,5.25,False,True,62.43000000000001,"LINESTRING (12.6949201 51.0506346, 12.6952597 51.0504677, 12.6953117 51.0504421, 12.6956237 51.0502888)",,
30621399,2,,Paul-Guenther-Platz,living_street,,5.0,False,False,45.894000000000005,"LINESTRING (12.6923057 51.052628, 12.692573 51.0525972, 12.6929515 51.0525535)",,
30662646,1,,Rosental,living_street,,3.0,False,True,131.021,"LINESTRING (12.6970415 51.051188, 12.6969289 51.0512522, 12.6969057 51.0513037, 12.696893 51.0514009, 12.6968949 51.0514944, 12.6968894 51.0516256, 12.6968827 51.0516496, 12.6968435 51.0517711, 12.6968006 51.0518439, 12.69678 51.0518724, 12.6967316 51.0519141, 12.6966527 51.0519834, 12.6965719 51.0520449, 12.6964572 51.0521347, 12.6963673 51.0522024, 12.6963426 51.0522277)",,destination
"[48627057, 86545386, 86545387, 48627058]",2,K 7943,Bruchheimer Straße,tertiary,50,5.5,False,True,76.38699999999999,"LINESTRING (12.6970415 51.051188, 12.6969358 51.0510947, 12.6969215 51.0510834, 12.6968136 51.0509975, 12.6967505 51.0509473, 12.6966383 51.0508611, 12.6964937 51.050759, 12.6964304 51.0507133, 12.6963863 51.0506839, 12.6963476 51.0506581)",yes,
102672069,2,K 7943,Bruchheimer Straße,tertiary,50,5.5,False,False,57.064,"LINESTRING (12.6970415 51.051188, 12.6971409 51.0512752, 12.6972252 51.0513493, 12.6972366 51.0513602, 12.697389 51.0515056, 12.6975004 51.0516123)",,
"[103110048, 30621405]",1,,Promenadenweg,residential,50,"['3.8', '3.0']",False,False,139.353,"LINESTRING (12.6932965 51.0536378, 12.6932419 51.0536564, 12.6929658 51.0537275, 12.6927074 51.0537909, 12.6924172 51.0538294, 12.6922616 51.0538386, 12.6921121 51.0538358, 12.6919573 51.0538169, 12.6917796 51.0537941, 12.6913696 51.0537565)",,
"[550601827, 86545389, 48627054, 1123074398, 1123074399]",1,,"['Badergasse', 'Paul-Guenther-Platz']",living_street,,"['2.5', '3.5', '3']",False,False,122.97399999999999,"LINESTRING (12.6932965 51.0536378, 12.6932587 51.0535055, 12.6931659 51.0531864, 12.6930804 51.052919, 12.6930577 51.0528514, 12.693048 51.0528226, 12.6930304 51.0527749, 12.6929894 51.0526573, 12.692979 51.0526257, 12.6929515 51.0525535)",yes,
"[30621398, 102672070]",1,,Badergasse,living_street,,3.5,False,True,80.072,"LINESTRING (12.6932965 51.0536378, 12.6933116 51.0537074, 12.6933297 51.0538508, 12.6933472 51.0539658, 12.6933926 51.054149, 12.6934441 51.0543515)",,
"[103110048, 30621405]",1,,Promenadenweg,residential,50,"['3.8', '3.0']",False,True,139.353,"LINESTRING (12.6913696 51.0537565, 12.6917796 51.0537941, 12.6919573 51.0538169, 12.6921121 51.0538358, 12.6922616 51.0538386, 12.6924172 51.0538294, 12.6927074 51.0537909, 12.6929658 51.0537275, 12.6932419 51.0536564, 12.6932965 51.0536378)",,
"[30624856, 78167731]",2,,Katharinenplatz,residential,20,5.5,False,False,49.348,"LINESTRING (12.6965409 51.0538026, 12.6964339 51.0537049, 12.6963558 51.0536336, 12.6961103 51.0534516)",,
"[827299140, 25889189, 78144426, 1073020555, 78144447]",1,,"['Querstraße', 'Katharinenstraße']",residential,20,"['4.5', '3.5']",True,False,192.558,"LINESTRING (12.6965409 51.0538026, 12.6965836 51.0537963, 12.6968182 51.0537514, 12.6970794 51.0537127, 12.6972526 51.0537045, 12.6975135 51.0536752, 12.6978676 51.0536321, 12.6981031 51.0535988, 12.6983945 51.0535469, 12.6984354 51.0535301, 12.6984446 51.053517, 12.6984496 51.0535107, 12.698462 51.0534952, 12.6984635 51.0534704, 12.6984455 51.0534132, 12.6983885 51.0533048, 12.6982536 51.0530485)",,
"[30624856, 78167731]",2,,Katharinenplatz,residential,20,5.5,False,True,49.348,"LINESTRING (12.6961103 51.0534516, 12.6963558 51.0536336, 12.6964339 51.0537049, 12.6965409 51.0538026)",,
"[561956170, 561956173, 561956176, 561956179, 37838268]",1,,"['Markt', 'Chemnitzer Straße']",residential,20,"['5.0', '4.0']",True,False,147.00400000000002,"LINESTRING (12.6961103 51.0534516, 12.6959894 51.0535214, 12.6958142 51.0536083, 12.6957747 51.0536277, 12.6956221 51.0537036, 12.6955302 51.0537491, 12.6954338 51.0537969, 12.6952641 51.0538811, 12.6952151 51.0539052, 12.6952006 51.0539124, 12.6950664 51.0539791, 12.6950566 51.0539843, 12.6949135 51.0540605, 12.6947447 51.0541139, 12.6945655 51.0541683, 12.6944043 51.0542112)",,
340277394,2,K 7943,Bruchheimer Straße,tertiary,50,5.5,False,False,43.033,"LINESTRING (12.695883 51.0504042, 12.6961065 51.0505258, 12.6961879 51.0505701, 12.6963476 51.0506581)",,
340277394,2,K 7943,Bruchheimer Straße,tertiary,50,5.5,False,True,22.250999999999998,"LINESTRING (12.695883 51.0504042, 12.6958562 51.0503904, 12.6957766 51.0503493, 12.6956237 51.0502888)",,
1075268871,1,,Bruchheimer Straße,residential,50,3.5,False,False,82.98599999999999,"LINESTRING (12.695883 51.0504042, 12.6961142 51.0502676, 12.6962265 51.0502333, 12.6963324 51.0502087, 12.6964581 51.0501823, 12.6965968 51.0501645, 12.6967899 51.0501255, 12.6968808 51.0500944, 12.6969108 51.0500679)",,
1075268871,1,,Bruchheimer Straße,residential,50,3.5,False,True,82.986,"LINESTRING (12.6969108 51.0500679, 12.6968808 51.0500944, 12.6967899 51.0501255, 12.6965968 51.0501645, 12.6964581 51.0501823, 12.6963324 51.0502087, 12.6962265 51.0502333, 12.6961142 51.0502676, 12.695883 51.0504042)",,
1075268873,1,,Bruchheimer Straße,residential,50,3.0,False,False,65.644,"LINESTRING (12.6969108 51.0500679, 12.696972 51.0500998, 12.6970453 51.0501814, 12.6972241 51.0504288, 12.697313 51.0505183, 12.6973674 51.0505787)",,
1075268873,1,,Bruchheimer Straße,residential,50,3.0,False,True,65.644,"LINESTRING (12.6973674 51.0505787, 12.697313 51.0505183, 12.6972241 51.0504288, 12.6970453 51.0501814, 12.696972 51.0500998, 12.6969108 51.0500679)",,
30624868,1,,August-Bebel-Straße,residential,30,4.0,False,False,10.132,"LINESTRING (12.6983687 51.0573675, 12.6983407 51.0572781)",,
"[206148099, 836869771, 1139167533, 274658583, 274658584]",2,B 7,Eisenbahnstraße,primary,50,6.0,False,True,131.46599999999998,"LINESTRING (12.6983687 51.0573675, 12.6981703 51.05745, 12.6981404 51.0574632, 12.6980753 51.0574918, 12.6978501 51.0575908, 12.69757 51.057714, 12.6974834 51.0577535, 12.6974412 51.0577728, 12.6971204 51.0579146, 12.6970076 51.0579655, 12.6969158 51.0580086, 12.6968288 51.0580463)",,
"[206148098, 262226444, 836869773]","['2', '3']",B 7,Eisenbahnstraße,primary,50,"['7.0', '6.0', '9.5']",False,False,206.41000000000003,"LINESTRING (12.6983687 51.0573675, 12.6984279 51.0573431, 12.6988128 51.0571773, 12.6994719 51.0568765, 12.7002621 51.0565075, 12.7004451 51.0564157, 12.7006206 51.0563135, 12.7007215 51.0562493)",,
"[78144443, 78144452, 30624869]",1,,Robert-Koch-Straße,residential,30,"['4', '3.5']",True,False,123.136,"LINESTRING (12.6982011 51.0557994, 12.69833 51.0557572, 12.6984261 51.0557447, 12.6985977 51.0557286, 12.6986549 51.0557232, 12.6988726 51.0556994, 12.6989078 51.0556955, 12.6992966 51.0556529, 12.6993264 51.0556496, 12.6994361 51.0556376, 12.6997246 51.055606, 12.6999238 51.0555886)",,
"[107589289, 30624882, 1072761067]",1,,Robert-Koch-Straße,residential,30,4.0,True,False,174.453,"LINESTRING (12.6982011 51.0557994, 12.697771 51.0558562, 12.6977526 51.0558586, 12.6977145 51.0558636, 12.6973336 51.0559123, 12.6971792 51.055932, 12.6969884 51.0559582, 12.6967376 51.0559926, 12.696131 51.0560757, 12.6960672 51.0560845, 12.6959462 51.0560762, 12.6957539 51.056084)",,
340291913,3,B 7,Colditzer Straße,primary,50,9.5,False,True,24.835,"LINESTRING (12.6999238 51.0555886, 12.6998964 51.0555379, 12.6998739 51.0554606, 12.6998534 51.0553703)",,
"[262226442, 720844494]","['2', '3']",B 7,Colditzer Straße,primary,50,"['7.0', '9.0']",False,False,93.39699999999999,"LINESTRING (12.6999238 51.0555886, 12.699982 51.0556777, 12.7000563 51.0557696, 12.7001258 51.0558415, 12.7001697 51.0558828, 12.7002102 51.055921, 12.7003003 51.055995, 12.7004025 51.0560676, 12.700541 51.0561486, 12.700577 51.0561716, 12.7007215 51.0562493)",,
30624883,2,,Hospitalstraße,residential,30,5.0,False,False,68.41799999999999,"LINESTRING (12.6957539 51.056084, 12.6956292 51.0561019, 12.6953827 51.0561368, 12.6952281 51.0561633, 12.6950433 51.0562128, 12.6948254 51.0562717)",,
"[48231204, 25834822]",2,,Bahnhofstraße,residential,"['20', '30']","['6.6', '7.2']",False,True,197.32299999999998,"LINESTRING (12.6957539 51.056084, 12.6956746 51.0558868, 12.6955821 51.055602, 12.6955323 51.0554432, 12.6955188 51.0554146, 12.6954714 51.0552953, 12.6954059 51.0551846, 12.695319 51.0550867, 12.6952927 51.0550615, 12.6952824 51.0550475, 12.6952469 51.0550176, 12.6951867 51.0549742, 12.6950491 51.0548973, 12.6949082 51.0548311, 12.6948138 51.0547832, 12.6947891 51.0547706, 12.6946313 51.0546742, 12.6945393 51.054553)",,
"[561833928, 31012920, 104763154, 561833927]",2,,Bahnhofstraße,residential,"['50', '30']",5.5,False,False,217.31000000000003,"LINESTRING (12.6957539 51.056084, 12.6957918 51.0561776, 12.6958318 51.056297, 12.6958802 51.0564412, 12.6959147 51.0565442, 12.695948 51.0566434, 12.6959603 51.0566803, 12.6959741 51.0567215, 12.6959841 51.0567512, 12.6960348 51.0569023, 12.6960574 51.0569697, 12.6961145 51.05714, 12.6961304 51.0571875, 12.6961626 51.0572834, 12.6961699 51.0573051, 12.6961885 51.0573608, 12.6962607 51.0575795, 12.6963207 51.0577814, 12.6963664 51.0579182, 12.6963803 51.0579639, 12.6963925 51.0579965)",,
"[31012920, 104763154, 561833928, 561833927]",2,,Bahnhofstraße,residential,"['50', '30']",5.5,False,True,217.31000000000003,"LINESTRING (12.6963925 51.0579965, 12.6963803 51.0579639, 12.6963664 51.0579182, 12.6963207 51.0577814, 12.6962607 51.0575795, 12.6961885 51.0573608, 12.6961699 51.0573051, 12.6961626 51.0572834, 12.6961304 51.0571875, 12.6961145 51.05714, 12.6960574 51.0569697, 12.6960348 51.0569023, 12.6959841 51.0567512, 12.6959741 51.0567215, 12.6959603 51.0566803, 12.695948 51.0566434, 12.6959147 51.0565442, 12.6958802 51.0564412, 12.6958318 51.056297, 12.6957918 51.0561776, 12.6957539 51.056084)",,
1107409684,2,,Louis-Petermann-Straße,residential,30,5.5,False,False,126.09299999999998,"LINESTRING (12.6963925 51.0579965, 12.696262 51.0580112, 12.6961732 51.0580101, 12.696097 51.0579993, 12.6959808 51.0579827, 12.6956033 51.0579322, 12.6953382 51.0578906, 12.6951062 51.0578488, 12.6948365 51.0577851, 12.6946627 51.057727)",,
1139167532,2,,Bahnhofstraße,residential,50,5.5,False,False,22.956,"LINESTRING (12.6963925 51.0579965, 12.6964514 51.0581094, 12.6964842 51.0581571, 12.6965114 51.0581884)",,
"[30668601, 1250838530]",1,,Eisenbahnstraße,residential,50,3.5,True,False,31.324999999999996,"LINESTRING (12.6963925 51.0579965, 12.6966006 51.0580402, 12.6967183 51.0580476, 12.6967254 51.0580475, 12.6968288 51.0580463)",,
30624871,2,,Louis-Petermann-Straße,residential,30,5.5,False,True,2.092,"LINESTRING (12.6924629 51.0576155, 12.6924924 51.0576187)",,
