osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge
25825941,Sedanstraße,residential,30,False,False,63.267,"LINESTRING (7.8150232 51.6787362, 7.8149939 51.6786895, 7.814766 51.6783258, 7.8147035 51.6782031)",,,
25825942,Westhofenstraße,residential,30,False,True,64.521,"LINESTRING (7.8150232 51.6787362, 7.8150586 51.6787804, 7.8150772 51.6788028, 7.8151057 51.6788372, 7.8151875 51.6789222, 7.8152617 51.6789949, 7.8152696 51.6790044, 7.8153873 51.6791261, 7.8154336 51.679183, 7.8154681 51.6792451)",2,,
"[312883691, 312883692]",Südring,primary,50,True,False,159.301,"LINESTRING (7.8150232 51.6787362, 7.8156124 51.6785465, 7.8158622 51.6784703, 7.8160907 51.6783991, 7.8164625 51.6782801, 7.8169319 51.6781706, 7.8171176 51.6781392)",2,B 63,
"[625278997, 24664637]",Bismarckstraße,tertiary,30,False,False,151.298,"LINESTRING (7.8147896 51.6772609, 7.8150544 51.6773001, 7.8152547 51.6773262, 7.8154164 51.6773441, 7.8155871 51.6773567, 7.8157679 51.6773605, 7.8159659 51.6773534, 7.8169574 51.6772638)","['2', '3']",,
25825941,Sedanstraße,residential,30,False,True,104.936,"LINESTRING (7.8147896 51.6772609, 7.8147863 51.6773072, 7.814725 51.6779678, 7.8147035 51.6782031)",,,
168431623,Sedanstraße,residential,30,False,False,89.039,"LINESTRING (7.8147896 51.6772609, 7.8147957 51.6772091, 7.8148337 51.6768052, 7.814867 51.6764616)",2,,
197476406,Friedrichstraße,tertiary,30,False,True,143.683,"LINESTRING (7.8147896 51.6772609, 7.8143367 51.6772057, 7.8141098 51.6771878, 7.8138327 51.6771825, 7.8133075 51.6772094, 7.8131933 51.677218, 7.8127219 51.6772505)",2,,
24541880,Theodor-Heuss-Platz,secondary,50,False,False,54.343999999999994,"LINESTRING (7.8211414 51.6775255, 7.8211298 51.6776976, 7.821113 51.6778236, 7.8210896 51.6780131)",3,K 3,
24541881,Theodor-Heuss-Platz,tertiary,50,False,False,63.312000000000005,"LINESTRING (7.8211414 51.6775255, 7.8212382 51.6775537, 7.8213229 51.6775699, 7.8214349 51.6775832, 7.8215494 51.6775905, 7.8216566 51.6775873, 7.8217903 51.6775734, 7.8218569 51.6775627, 7.8220267 51.6775224)",3,K 1,
"[796918864, 45991305, 960813548]",Theodor-Heuss-Platz,secondary,50,False,True,110.18699999999998,"LINESTRING (7.8211414 51.6775255, 7.8211561 51.6773264, 7.8211632 51.6772107, 7.8211726 51.6771234, 7.8211897 51.6770437, 7.8212123 51.6769564, 7.821267 51.6767769, 7.8212722 51.6767631, 7.821294 51.6766984, 7.8213259 51.6766284, 7.8213786 51.6765512)",3,K 3,
"[354138792, 354138793]",Bismarckstraße,tertiary,50,False,True,151.294,"LINESTRING (7.8211414 51.6775255, 7.8210325 51.6774889, 7.820923 51.6774598, 7.8208167 51.6774363, 7.8206376 51.6774034, 7.8205773 51.6773946, 7.8204748 51.6773822, 7.820294 51.6773628, 7.8201291 51.6773524, 7.8197636 51.6773284, 7.8191246 51.6772876, 7.8189993 51.6772792)","['2', '3']",,
22874222,Hohe Straße,residential,30,True,False,159.19199999999998,"LINESTRING (7.814867 51.6764616, 7.8142237 51.676449, 7.8136368 51.6764334, 7.8132635 51.6764264, 7.8130998 51.6764262, 7.8129352 51.6764333, 7.8125609 51.6764518)",,,
168431623,Sedanstraße,residential,30,False,True,89.03900000000002,"LINESTRING (7.814867 51.6764616, 7.8148337 51.6768052, 7.8147957 51.6772091, 7.8147896 51.6772609)",2,,
22874222,Hohe Straße,residential,30,True,False,147.621,"LINESTRING (7.8170044 51.676424, 7.8168416 51.6764093, 7.8149928 51.6764579, 7.814867 51.6764616)",,,
30017994,Hohe Straße,residential,30,False,False,143.76999999999998,"LINESTRING (7.8170044 51.676424, 7.8171532 51.676414, 7.8173612 51.6764001, 7.8177411 51.6763916, 7.818108 51.6763822, 7.819086 51.6763571)",,,
440659979,Goethestraße,primary,50,False,False,93.443,"LINESTRING (7.8170044 51.676424, 7.8169743 51.6768436, 7.8169574 51.6772638)",3,B 63,
"[687024092, 355110205, 355110206]",Ferdinand-Poggel-Straße,residential,30,False,False,73.943,"LINESTRING (7.8111073 51.6765356, 7.8111341 51.6766115, 7.811215 51.6768735, 7.8113123 51.6771883)",2,,
"[355110204, 355110206, 355110207]",Ferdinand-Poggel-Straße,residential,30,False,True,51.738,"LINESTRING (7.8111073 51.6765356, 7.8110804 51.676459, 7.810986 51.6761764, 7.8109542 51.6760801)",2,,
"[686970344, 687024089, 687024090, 687024091]",Hohe Straße,residential,30,True,False,134.685,"LINESTRING (7.8111073 51.6765356, 7.8102599 51.6767085, 7.8099313 51.6767739, 7.8096903 51.676819, 7.8095972 51.6768963, 7.8095872 51.6769453, 7.8096122 51.6770048, 7.8096861 51.6770711)",1,,
22874222,Hohe Straße,residential,30,True,False,100.681,"LINESTRING (7.8125609 51.6764518, 7.8112603 51.6765212, 7.8111073 51.6765356)",,,
30017992,Heinrich-Reinköster-Straße,residential,30,False,False,89.614,"LINESTRING (7.8125609 51.6764518, 7.8126707 51.6771175, 7.812703 51.6772013, 7.8127219 51.6772505)",2,,
22876738,Borbergstraße,residential,30,False,True,102.70700000000001,"LINESTRING (7.8189993 51.6772792, 7.8190053 51.6772149, 7.819086 51.6763571)",2,,
"[354138792, 354138793]",Bismarckstraße,tertiary,50,False,False,151.29399999999998,"LINESTRING (7.8189993 51.6772792, 7.8191246 51.6772876, 7.8197636 51.6773284, 7.8201291 51.6773524, 7.820294 51.6773628, 7.8204748 51.6773822, 7.8205773 51.6773946, 7.8206376 51.6774034, 7.8208167 51.6774363, 7.820923 51.6774598, 7.8210325 51.6774889, 7.8211414 51.6775255)","['2', '3']",,
"[354138793, 254810313]",Bismarckstraße,tertiary,50,False,True,141.094,"LINESTRING (7.8189993 51.6772792, 7.8183131 51.6772443, 7.8179091 51.6772338, 7.8178305 51.6772342, 7.8177781 51.6772335, 7.817561 51.6772371, 7.8171934 51.6772504, 7.8169574 51.6772638)","['2', '3']",,
"[686970347, 140222965]",Schwarzer Weg,residential,50,False,True,78.268,"LINESTRING (7.8095277 51.6763111, 7.8095301 51.6764821, 7.8095282 51.6766306, 7.8094934 51.6767825, 7.8094559 51.6768591, 7.8094134 51.6769387, 7.8093882 51.6770039)",3,,
"[687024088, 22886670]",Feidikstraße,residential,30,False,True,101.661,"LINESTRING (7.8095277 51.6763111, 7.8096218 51.6762958, 7.8107846 51.6761064, 7.8109542 51.6760801)",2,,
"[30708540, 22886671]","['Feidikstraße', 'Grünstraße']",residential,30,False,False,130.594,"LINESTRING (7.8210342 51.6764282, 7.8211225 51.6759187, 7.8211438 51.6758261, 7.8211687 51.6757804, 7.8211945 51.6757693, 7.8212262 51.6757638, 7.8212586 51.6757652, 7.8212897 51.675772, 7.8217323 51.6758796, 7.821828 51.6759049, 7.8219474 51.6759364)",,,
30017994,Hohe Straße,residential,30,False,True,136.667,"LINESTRING (7.8210342 51.6764282, 7.8209142 51.6763854, 7.8207776 51.6763502, 7.8206404 51.6763311, 7.8201441 51.6763341, 7.8197924 51.6763427, 7.819086 51.6763571)",,,
45991306,Hohe Straße,residential,30,False,False,27.406000000000002,"LINESTRING (7.8210342 51.6764282, 7.8212313 51.6765001, 7.8212626 51.6765111, 7.8213786 51.6765512)",,,
