osmid,ref,name,highway,oneway,reversed,length,bridge,maxspeed,geometry,lanes,width
23066853,,Lindenstraße,residential,False,False,141.014,,50,"LINESTRING (14.0818717 53.6780988, 14.0816414 53.6781143, 14.0797445 53.6782426)",,
38182044,,Hans-Fischer-Straße,residential,False,False,56.94799999999999,,50,"LINESTRING (14.0818717 53.6780988, 14.0819218 53.6782239, 14.0819617 53.678306, 14.0820212 53.678415, 14.082181 53.6785723)",,
23062059,,Am Markt,residential,False,False,238.51200000000003,,30,"LINESTRING (14.076535 53.6819617, 14.076569 53.6819156, 14.07693 53.6814447, 14.0771683 53.6811523, 14.077241 53.6810477, 14.0773492 53.680904, 14.0774388 53.680782, 14.0775443 53.6806502, 14.0775846 53.6805898, 14.0776032 53.6805071, 14.0775875 53.680444, 14.0775188 53.680327, 14.0774388 53.6802372, 14.0774101 53.680205, 14.07734 53.6799793)",,
23068480,L 32,Bahnhofstraße,secondary,False,False,116.287,,50,"LINESTRING (14.076535 53.6819617, 14.0759143 53.6818961, 14.0756597 53.6818599, 14.0753465 53.6817977, 14.0749224 53.6815968)",2,
23068480,L 32,Bahnhofstraße,secondary,False,True,104.938,,50,"LINESTRING (14.076535 53.6819617, 14.0770472 53.6819975, 14.0775823 53.6820813, 14.0778438 53.6821284, 14.0780779 53.6821818)",2,
"[369818521, 23062059]",,Am Markt,residential,False,False,127.325,,30,"LINESTRING (14.07734 53.6799793, 14.0773357 53.6799759, 14.0772241 53.679888, 14.0771519 53.6797653, 14.0771582 53.6797101, 14.0772126 53.6795965, 14.0772418 53.679411, 14.077184 53.6792473, 14.0769208 53.6789074)",,
23062059,,Am Markt,residential,False,True,238.512,,30,"LINESTRING (14.07734 53.6799793, 14.0774101 53.680205, 14.0774388 53.6802372, 14.0775188 53.680327, 14.0775875 53.680444, 14.0776032 53.6805071, 14.0775846 53.6805898, 14.0775443 53.6806502, 14.0774388 53.680782, 14.0773492 53.680904, 14.077241 53.6810477, 14.0771683 53.6811523, 14.07693 53.6814447, 14.076569 53.6819156, 14.076535 53.6819617)",,
436497140,,Hans-Fischer-Straße,residential,False,True,119.412,,,"LINESTRING (14.07734 53.6799793, 14.0775867 53.6799045, 14.0787004 53.6795669, 14.0789569 53.6794935)",,
"[369818521, 23062059]",,Am Markt,residential,False,True,127.32499999999999,,30,"LINESTRING (14.0769208 53.6789074, 14.077184 53.6792473, 14.0772418 53.679411, 14.0772126 53.6795965, 14.0771582 53.6797101, 14.0771519 53.6797653, 14.0772241 53.679888, 14.0773357 53.6799759, 14.07734 53.6799793)",,
"[1228746211, 26145989]",,Lindenstraße,residential,False,"[False, True]",126.06700000000001,,50,"LINESTRING (14.0769208 53.6789074, 14.0768459 53.6789324, 14.0756052 53.6794175, 14.0754375 53.6794622, 14.0752838 53.6794829)",,
"[1228746211, 23066853]",,Lindenstraße,residential,False,True,200.498,,50,"LINESTRING (14.0769208 53.6789074, 14.0769949 53.6788752, 14.0781548 53.6785793, 14.0785106 53.6784885, 14.0785943 53.6784693, 14.0797445 53.6782426)",,
23068480,L 32,Bahnhofstraße,secondary,False,True,116.287,,50,"LINESTRING (14.0749224 53.6815968, 14.0753465 53.6817977, 14.0756597 53.6818599, 14.0759143 53.6818961, 14.076535 53.6819617)",2,
"[1228746880, 1231168337]",L 32,Bahnhofstraße,secondary,False,False,103.642,,50,"LINESTRING (14.0749224 53.6815968, 14.0747644 53.6815343, 14.0745353 53.681468, 14.0741856 53.6813836, 14.0736985 53.6813146, 14.0734551 53.6812801)",2,
1228746881,,Karl-Marx-Straße,residential,False,False,98.08599999999998,,,"LINESTRING (14.0749224 53.6815968, 14.0749665 53.6815478, 14.0750187 53.6814501, 14.0750676 53.6811329, 14.0750468 53.6807275)",,
1228746881,,Karl-Marx-Straße,residential,False,False,139.493,,,"LINESTRING (14.0750468 53.6807275, 14.0751455 53.6799086, 14.0752838 53.6794829)",,
1228746881,,Karl-Marx-Straße,residential,False,True,98.086,,,"LINESTRING (14.0750468 53.6807275, 14.0750676 53.6811329, 14.0750187 53.6814501, 14.0749665 53.6815478, 14.0749224 53.6815968)",,
25013055,L 28,Stettiner Straße,secondary,False,False,145.913,,,"LINESTRING (14.0833861 53.6793569, 14.0825737 53.6798764, 14.0823141 53.680022, 14.0819785 53.6801651, 14.0817692 53.6802449)",,
25013055,L 28,Stettiner Straße,secondary,False,True,188.189,,,"LINESTRING (14.0833861 53.6793569, 14.0845999 53.6786069, 14.0847342 53.678541, 14.0849142 53.6784526, 14.0850954 53.6783854, 14.0852586 53.6783249, 14.085516 53.6782474)",,
25013056,,Stettiner Straße,residential,False,False,152.76799999999997,,,"LINESTRING (14.0833861 53.6793569, 14.0834341 53.6793757, 14.0835781 53.6794432, 14.0837837 53.6794463, 14.0841742 53.6794045, 14.084464 53.6793593, 14.0847224 53.6792881, 14.0849955 53.6792204, 14.0852423 53.6791536, 14.0853206 53.6791289, 14.0853987 53.6790749, 14.0854617 53.6790179)",,
25013056,,Stettiner Straße,residential,False,True,152.76799999999997,,,"LINESTRING (14.0854617 53.6790179, 14.0853987 53.6790749, 14.0853206 53.6791289, 14.0852423 53.6791536, 14.0849955 53.6792204, 14.0847224 53.6792881, 14.084464 53.6793593, 14.0841742 53.6794045, 14.0837837 53.6794463, 14.0835781 53.6794432, 14.0834341 53.6793757, 14.0833861 53.6793569)",,
"[1228746211, 26145989]",,Lindenstraße,residential,False,"[False, True]",126.06700000000001,,50,"LINESTRING (14.0752838 53.6794829, 14.0754375 53.6794622, 14.0756052 53.6794175, 14.0768459 53.6789324, 14.0769208 53.6789074)",,
1228746881,,Karl-Marx-Straße,residential,False,True,139.493,,,"LINESTRING (14.0752838 53.6794829, 14.0751455 53.6799086, 14.0750468 53.6807275)",,
23066853,,Lindenstraße,residential,False,False,85.697,,50,"LINESTRING (14.0831578 53.677982, 14.0818717 53.6780988)",,
23066853,,Lindenstraße,residential,False,True,107.604,,50,"LINESTRING (14.0831578 53.677982, 14.083793 53.6779147, 14.0839635 53.6778975, 14.0847691 53.6778224)",,
37740921,,Luckower Straße,residential,False,True,4.964,,,"LINESTRING (14.0838096 53.6847237, 14.0838486 53.6847619)",,
37740921,,Luckower Straße,residential,False,False,247.732,,,"LINESTRING (14.0838096 53.6847237, 14.0831292 53.6840913, 14.0829467 53.683995, 14.081258 53.683453, 14.0811845 53.6834364, 14.0811134 53.683436, 14.080933 53.6834424)",,
38049755,,Seestraße,residential,False,False,83.573,,,"LINESTRING (14.0838096 53.6847237, 14.084689 53.6846109, 14.0850472 53.6845577)",,
37740921,,Luckower Straße,residential,False,False,181.711,,,"LINESTRING (14.0852348 53.6861749, 14.0838486 53.6847619)",,
38182043,,Max-Matern-Straße,residential,False,False,154.262,,,"LINESTRING (14.0845851 53.6782931, 14.0843789 53.6782533, 14.0837903 53.6783392, 14.0832252 53.6786377, 14.0826163 53.678909)",,
38182043,,Max-Matern-Straße,residential,False,True,109.237,,,"LINESTRING (14.0785655 53.6808728, 14.0787287 53.6807827, 14.0789016 53.6807034, 14.0789178 53.6806966, 14.0791335 53.6805891, 14.0792969 53.6805134, 14.0794929 53.6804224, 14.0797077 53.6803259, 14.0798572 53.6802574)",,
54238931,,Hans-Fischer-Straße,residential,False,False,47.156,,,"LINESTRING (14.082181 53.6785723, 14.0826163 53.678909)",,5
38182044,,Hans-Fischer-Straße,residential,False,True,56.94799999999999,,50,"LINESTRING (14.082181 53.6785723, 14.0820212 53.678415, 14.0819617 53.678306, 14.0819218 53.6782239, 14.0818717 53.6780988)",,
436497140,,Hans-Fischer-Straße,residential,False,False,236.32199999999997,,,"LINESTRING (14.082181 53.6785723, 14.0818379 53.6786887, 14.0816493 53.6787546, 14.0814418 53.6788227, 14.0812093 53.6789025, 14.0809914 53.6789707, 14.0808095 53.6790294, 14.0804547 53.6791386, 14.0802416 53.6791875, 14.0800124 53.6792419, 14.0798014 53.679286, 14.0795675 53.679333, 14.0793242 53.6793941, 14.0791101 53.6794489, 14.0789569 53.6794935)",,
38182045,,Verbindungsstraße,residential,False,False,103.59100000000001,,,"LINESTRING (14.0789569 53.6794935, 14.0795041 53.679959, 14.0798572 53.6802574)",,
436497140,,Hans-Fischer-Straße,residential,False,False,119.412,,,"LINESTRING (14.0789569 53.6794935, 14.0787004 53.6795669, 14.0775867 53.6799045, 14.07734 53.6799793)",,
436497140,,Hans-Fischer-Straße,residential,False,True,236.322,,,"LINESTRING (14.0789569 53.6794935, 14.0791101 53.6794489, 14.0793242 53.6793941, 14.0795675 53.679333, 14.0798014 53.679286, 14.0800124 53.6792419, 14.0802416 53.6791875, 14.0804547 53.6791386, 14.0808095 53.6790294, 14.0809914 53.6789707, 14.0812093 53.6789025, 14.0814418 53.6788227, 14.0816493 53.6787546, 14.0818379 53.6786887, 14.082181 53.6785723)",,
38182043,,Max-Matern-Straße,residential,False,False,109.23700000000001,,,"LINESTRING (14.0798572 53.6802574, 14.0797077 53.6803259, 14.0794929 53.6804224, 14.0792969 53.6805134, 14.0791335 53.6805891, 14.0789178 53.6806966, 14.0789016 53.6807034, 14.0787287 53.6807827, 14.0785655 53.6808728)",,
38182043,,Max-Matern-Straße,residential,False,True,236.569,,,"LINESTRING (14.0798572 53.6802574, 14.0801157 53.6801641, 14.080385 53.6800507, 14.0804168 53.6800376, 14.0806722 53.6799255, 14.0811405 53.6797079, 14.0813402 53.6796232, 14.0815094 53.6795338, 14.0818175 53.6793777, 14.0819637 53.6793061, 14.0823216 53.6791189, 14.0823678 53.6790959, 14.0826163 53.678909)",,
38182045,,Verbindungsstraße,residential,False,True,103.59100000000001,,,"LINESTRING (14.0798572 53.6802574, 14.0795041 53.679959, 14.0789569 53.6794935)",,
"[1228746211, 23066853]",,Lindenstraße,residential,False,False,200.498,,50,"LINESTRING (14.0797445 53.6782426, 14.0785943 53.6784693, 14.0785106 53.6784885, 14.0781548 53.6785793, 14.0769949 53.6788752, 14.0769208 53.6789074)",,
23066853,,Lindenstraße,residential,False,True,141.014,,50,"LINESTRING (14.0797445 53.6782426, 14.0816414 53.6781143, 14.0818717 53.6780988)",,
54238931,,Hans-Fischer-Straße,residential,False,True,47.156,,,"LINESTRING (14.0826163 53.678909, 14.082181 53.6785723)",,5
38182043,,Max-Matern-Straße,residential,False,False,236.569,,,"LINESTRING (14.0826163 53.678909, 14.0823678 53.6790959, 14.0823216 53.6791189, 14.0819637 53.6793061, 14.0818175 53.6793777, 14.0815094 53.6795338, 14.0813402 53.6796232, 14.0811405 53.6797079, 14.0806722 53.6799255, 14.0804168 53.6800376, 14.080385 53.6800507, 14.0801157 53.6801641, 14.0798572 53.6802574)",,
38182043,,Max-Matern-Straße,residential,False,True,154.262,,,"LINESTRING (14.0826163 53.678909, 14.0832252 53.6786377, 14.0837903 53.6783392, 14.0843789 53.6782533, 14.0845851 53.6782931)",,
"[1231167376, 25013055]",L 28,Stettiner Straße,secondary,False,False,267.057,,,"LINESTRING (14.0817692 53.6802449, 14.0813979 53.6803842, 14.0809893 53.6805409, 14.080742 53.6806558, 14.080423 53.6808221, 14.0796589 53.6812521, 14.0792624 53.6814734, 14.0789883 53.681633, 14.0786878 53.6817949)",,
25013055,L 28,Stettiner Straße,secondary,False,True,145.913,,,"LINESTRING (14.0817692 53.6802449, 14.0819785 53.6801651, 14.0823141 53.680022, 14.0825737 53.6798764, 14.0833861 53.6793569)",,
38049755,,Seestraße,residential,False,True,83.573,,,"LINESTRING (14.0850472 53.6845577, 14.084689 53.6846109, 14.0838096 53.6847237)",,
56182158,,Am Bahnhof,residential,True,False,125.85100000000001,,,"LINESTRING (14.0734551 53.6812801, 14.0735429 53.6812313, 14.0741524 53.6808731, 14.0745014 53.6808084, 14.0748824 53.6807334, 14.0750468 53.6807275)",,
"[1228746880, 1231168337]",L 32,Bahnhofstraße,secondary,False,True,103.642,,50,"LINESTRING (14.0734551 53.6812801, 14.0736985 53.6813146, 14.0741856 53.6813836, 14.0745353 53.681468, 14.0747644 53.6815343, 14.0749224 53.6815968)",2,
1228747267,L 32,Bahnhofstraße,secondary,False,True,12.769,,50,"LINESTRING (14.0780779 53.6821818, 14.0782517 53.6822327)",2,
23068480,L 32,Bahnhofstraße,secondary,False,False,104.93800000000002,,50,"LINESTRING (14.0780779 53.6821818, 14.0778438 53.6821284, 14.0775823 53.6820813, 14.0770472 53.6819975, 14.076535 53.6819617)",2,
"[174633265, 1228747847]",L 28,Stettiner Straße,secondary,False,True,59.244,,,"LINESTRING (14.0780779 53.6821818, 14.0781967 53.6820747, 14.0783705 53.6819611, 14.0785061 53.6818798, 14.0785987 53.6818366, 14.0786878 53.6817949)",3,
37740921,,Luckower Straße,residential,False,False,4.964,,,"LINESTRING (14.0838486 53.6847619, 14.0838096 53.6847237)",,
37740921,,Luckower Straße,residential,False,True,181.711,,,"LINESTRING (14.0838486 53.6847619, 14.0852348 53.6861749)",,
78147538,,Mühlenweg,residential,False,True,242.145,,,"LINESTRING (14.0838486 53.6847619, 14.0836309 53.6848401, 14.0803604 53.6849672, 14.080251 53.6849109)",,
78147538,,Mühlenweg,residential,False,False,242.145,,,"LINESTRING (14.080251 53.6849109, 14.0803604 53.6849672, 14.0836309 53.6848401, 14.0838486 53.6847619)",,
"[174633265, 1228747847]",L 28,Stettiner Straße,secondary,False,False,59.24400000000001,,,"LINESTRING (14.0786878 53.6817949, 14.0785987 53.6818366, 14.0785061 53.6818798, 14.0783705 53.6819611, 14.0781967 53.6820747, 14.0780779 53.6821818)",3,
1229146803,L 28,Stettiner Straße,secondary,False,False,56.933,,,"LINESTRING (14.0786878 53.6817949, 14.0785611 53.6819078, 14.078445 53.6819962, 14.0783213 53.6821132, 14.0782517 53.6822327)",,
"[1231167376, 25013055]",L 28,Stettiner Straße,secondary,False,True,267.05699999999996,,,"LINESTRING (14.0786878 53.6817949, 14.0789883 53.681633, 14.0792624 53.6814734, 14.0796589 53.6812521, 14.080423 53.6808221, 14.080742 53.6806558, 14.0809893 53.6805409, 14.0813979 53.6803842, 14.0817692 53.6802449)",,
