osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
10906095,3,B 171,Markt,primary,50,False,False,56.09,"LINESTRING (13.1633229 50.6499519, 13.1638328 50.6503391)",,
24697524,,,Markt,residential,,False,False,62.31,"LINESTRING (13.1633229 50.6499519, 13.1626355 50.6503041)",,
362256893,3,B 171,Annaberger Straße,primary,50,False,True,73.862,"LINESTRING (13.1633229 50.6499519, 13.1626257 50.6494561)",,
26551161,,,Lorbeerstraße,residential,,True,False,73.258,"LINESTRING (13.1633229 50.6499519, 13.1634992 50.6498488, 13.1640907 50.649508)",,
24697524,,,Markt,residential,,False,True,57.035,"LINESTRING (13.1620063 50.6506265, 13.1626355 50.6503041)",,
25735278,,,Wolkensteiner Straße,residential,,False,False,74.644,"LINESTRING (13.1620063 50.6506265, 13.1613414 50.6501041)",,
48012180,2,,Ratsstraße,tertiary,50,False,False,74.262,"LINESTRING (13.1620063 50.6506265, 13.1611848 50.6510445)",7,
26518317,,,Am Roten Turm,residential,,False,False,81.496,"LINESTRING (13.166191 50.6521494, 13.1670262 50.6516427)",,
362256901,2,B 171,Freiberger Straße,primary,50,False,True,125.809,"LINESTRING (13.166191 50.6521494, 13.1650357 50.6512871)",,
"[362256899, 362256901]","['2', '3']",B 171,Freiberger Straße,primary,50,False,False,49.99,"LINESTRING (13.166191 50.6521494, 13.1662315 50.6521812, 13.1666424 50.6524961)",,
362256902,2,B 171,Freiberger Straße,primary,50,False,True,97.643,"LINESTRING (13.1682866 50.6537819, 13.1679728 50.6535232, 13.1674302 50.6530918)",,
"[26552057, 84159021]",3,,Dr.-Wilhelm-Külz-Allee,residential,,False,False,39.484,"LINESTRING (13.1594062 50.6469094, 13.1596018 50.6468423, 13.1597968 50.646798, 13.1598752 50.6467921, 13.1599267 50.6467916)",6,
"[534155464, 534155465, 26553518, 5463184, 534155450]","['4', '2']",S 221,"['Reitzenhainer Straße', 'Annaberger Straße']",secondary,50,False,True,259.878,"LINESTRING (13.1594062 50.6469094, 13.1594987 50.6470474, 13.1595573 50.6471973, 13.1596144 50.6473928, 13.1596246 50.6474645, 13.1596333 50.6475564, 13.1596394 50.6475913, 13.159653 50.6476691, 13.1596912 50.6478507, 13.159709 50.6478962, 13.1597293 50.6479379, 13.1597368 50.6479528, 13.1598801 50.6481235, 13.1599286 50.6481558, 13.1600756 50.6482236, 13.1602517 50.6482705, 13.1605069 50.6483107, 13.1607337 50.6483576, 13.1608787 50.6483901, 13.1611968 50.6484836, 13.1613897 50.6485787)","['9', '6.5']",
"[26551299, 731990941, 145170790]",,,Bahnhof,residential,50,False,False,430.932,"LINESTRING (13.1613897 50.6485787, 13.1614681 50.6485156, 13.1616017 50.648439, 13.1616777 50.6484084, 13.1617623 50.6483945, 13.1618635 50.6483933, 13.1619631 50.6483982, 13.1623379 50.6484385, 13.1631287 50.6485375, 13.1633769 50.6485649, 13.1636187 50.6485924, 13.1643983 50.6486667, 13.1651039 50.6487354, 13.1659048 50.648816, 13.1660197 50.6488256, 13.1661178 50.6488493, 13.1661748 50.6488708, 13.1662626 50.648915, 13.1663491 50.6489441, 13.1664139 50.6489655, 13.1665144 50.6489851, 13.1666353 50.6490086, 13.1667415 50.649025, 13.1670137 50.6490758, 13.167079 50.6491007, 13.1671175 50.6491265, 13.167176 50.6491799)",,
"[534155464, 534155465, 26553518, 5463184, 534155450]","['4', '2']",S 221,"['Reitzenhainer Straße', 'Annaberger Straße']",secondary,50,False,False,259.878,"LINESTRING (13.1613897 50.6485787, 13.1611968 50.6484836, 13.1608787 50.6483901, 13.1607337 50.6483576, 13.1605069 50.6483107, 13.1602517 50.6482705, 13.1600756 50.6482236, 13.1599286 50.6481558, 13.1598801 50.6481235, 13.1597368 50.6479528, 13.1597293 50.6479379, 13.159709 50.6478962, 13.1596912 50.6478507, 13.159653 50.6476691, 13.1596394 50.6475913, 13.1596333 50.6475564, 13.1596246 50.6474645, 13.1596144 50.6473928, 13.1595573 50.6471973, 13.1594987 50.6470474, 13.1594062 50.6469094)","['9', '6.5']",
"[28349210, 362256894]","['2', '3']",B 171,Annaberger Straße,primary,50,False,False,130.857,"LINESTRING (13.1613897 50.6485787, 13.1615317 50.6486683, 13.1619274 50.6489408, 13.1626257 50.6494561)",,
"[687549442, 362256925]","['2', '3']",B 171,Poststraße,primary,50,False,True,111.23400000000001,"LINESTRING (13.1613897 50.6485787, 13.1612389 50.6486926, 13.1610679 50.6488037, 13.1608456 50.6489439, 13.1607573 50.6489923, 13.1602473 50.6492659)",,
"[25735290, 534155477]",,,Hanischallee,residential,30,False,False,160.598,"LINESTRING (13.1573421 50.6498515, 13.1573616 50.6497881, 13.1573933 50.6497424, 13.157469 50.6496554, 13.157579 50.6495383, 13.1576895 50.6493742, 13.157735 50.6493258, 13.1577831 50.6492809, 13.1578357 50.6492399, 13.1580622 50.6490692, 13.1582738 50.6489213, 13.1586125 50.6486715)",,
"[731795993, 362256924]","['2', '3']",B 171,Poststraße,primary,50,False,False,107.133,"LINESTRING (13.1573421 50.6498515, 13.1577429 50.6498533, 13.1582421 50.6498685, 13.1583899 50.6498718, 13.1584832 50.6498733, 13.1586225 50.6498743, 13.1587385 50.6498671, 13.1588588 50.6498548)",,
25735278,,,Wolkensteiner Straße,residential,,False,True,74.644,"LINESTRING (13.1613414 50.6501041, 13.1620063 50.6506265)",,
26556208,,,Katharinenstraße,residential,,False,False,54.714,"LINESTRING (13.1613414 50.6501041, 13.1619526 50.6498009)",,
25735278,,,Wolkensteiner Straße,residential,,False,False,99.88999999999999,"LINESTRING (13.1613414 50.6501041, 13.1609064 50.6497534, 13.1607127 50.6496112, 13.1604421 50.6494102)",,
26550727,,,Katharinenstraße,residential,,True,False,73.056,"LINESTRING (13.1613414 50.6501041, 13.1608192 50.6503919, 13.1605635 50.6505381)",,
26551125,,,Katharinenstraße,residential,,False,False,76.407,"LINESTRING (13.1626257 50.6494561, 13.1634094 50.6489815)",,
26556208,,,Katharinenstraße,residential,,False,True,61.009,"LINESTRING (13.1626257 50.6494561, 13.1619526 50.6498009)",,
362256893,3,B 171,Annaberger Straße,primary,50,False,False,73.862,"LINESTRING (13.1626257 50.6494561, 13.1633229 50.6499519)",,
"[28349210, 362256894]","['2', '3']",B 171,Annaberger Straße,primary,50,False,True,130.857,"LINESTRING (13.1626257 50.6494561, 13.1619274 50.6489408, 13.1615317 50.6486683, 13.1613897 50.6485787)",,
25735278,,,Wolkensteiner Straße,residential,,False,True,21.121,"LINESTRING (13.1602473 50.6492659, 13.1604421 50.6494102)",,
362256924,2,B 171,Poststraße,primary,50,False,True,80.667,"LINESTRING (13.1602473 50.6492659, 13.1599259 50.649442, 13.1594648 50.6496862, 13.1593672 50.6497289)",,
"[687549442, 362256925]","['2', '3']",B 171,Poststraße,primary,50,False,False,111.23400000000001,"LINESTRING (13.1602473 50.6492659, 13.1607573 50.6489923, 13.1608456 50.6489439, 13.1610679 50.6488037, 13.1612389 50.6486926, 13.1613897 50.6485787)",,
25727387,,,Töpferstraße,residential,,True,False,57.478,"LINESTRING (13.1611848 50.6510445, 13.1617166 50.6514363)",,
25735397,,,Töpferstraße,residential,,True,False,71.34,"LINESTRING (13.1611848 50.6510445, 13.1605635 50.6505381)",,
48012180,2,,Ratsstraße,tertiary,50,False,True,74.262,"LINESTRING (13.1611848 50.6510445, 13.1620063 50.6506265)",7,
"[26553736, 48012180, 52599174, 301093967]",2,,"['Zschopauer Straße', 'Ratsstraße', 'Am Zschopauer Tor']",tertiary,50,False,False,378.582,"LINESTRING (13.1611848 50.6510445, 13.1606465 50.6512832, 13.1597865 50.651652, 13.1596842 50.6517017, 13.1595736 50.6518265, 13.1595427 50.6518901, 13.159544 50.6519621, 13.159574 50.6520416, 13.159637 50.6521136, 13.1597431 50.6521851, 13.1598269 50.6522291, 13.1600143 50.6523412, 13.1602623 50.6524999, 13.1603139 50.652553, 13.1603506 50.6526096, 13.1603709 50.652665, 13.1603688 50.6527149, 13.1603361 50.6527956, 13.1602452 50.6528777, 13.1601732 50.6529513, 13.1600751 50.6530198, 13.1597563 50.6532265, 13.1593723 50.6535001)","['7', '8']",
25727387,,,Töpferstraße,residential,,True,False,58.338,"LINESTRING (13.1617166 50.6514363, 13.1622468 50.6518391)",,
"[25727386, 731795995, 731795994, 24477223]",,,"['Markt', 'Amtsstraße']",residential,,True,False,132.125,"LINESTRING (13.1617166 50.6514363, 13.1625224 50.651027, 13.1625913 50.6510729, 13.1629069 50.6513035, 13.1630769 50.6514283)",,
25727387,,,Töpferstraße,residential,,True,False,74.75,"LINESTRING (13.1622468 50.6518391, 13.1629143 50.6523614)",,
33562407,,,Zschopauer Straße,residential,,True,False,123.856,"LINESTRING (13.1622468 50.6518391, 13.1609013 50.6525553)",,
48012177,,,Zschopauer Straße,residential,,False,True,74.24,"LINESTRING (13.1622468 50.6518391, 13.1630769 50.6514283)",,
33645863,1,,Trebrastraße,residential,50,False,False,30.66,"LINESTRING (13.1624024 50.654007, 13.1627597 50.6538498)",5,
"[534155374, 235963119]",1,,Turnvater-Jahn-Weg,residential,,False,False,176.807,"LINESTRING (13.1624024 50.654007, 13.1623781 50.6540694, 13.1622499 50.6542673, 13.1622033 50.6543111, 13.1621405 50.6543458, 13.1618181 50.6544887, 13.1613182 50.6546904, 13.1605577 50.6550148)",4,
60500333,,K 8130,Goethering,tertiary,50,False,True,208.302,"LINESTRING (13.1666424 50.6524961, 13.1668848 50.6523895, 13.1674283 50.6520865, 13.1677938 50.6518144, 13.16839 50.65138, 13.1686858 50.6511534)",,
"[60500362, 362256902]","['2', '3']",B 171,Freiberger Straße,primary,50,False,False,86.447,"LINESTRING (13.1666424 50.6524961, 13.1671696 50.6529007, 13.1674302 50.6530918)",,
"[362256899, 362256901]","['2', '3']",B 171,Freiberger Straße,primary,50,False,True,49.99,"LINESTRING (13.1666424 50.6524961, 13.1662315 50.6521812, 13.166191 50.6521494)",,
25727386,,,Amtsstraße,residential,,True,False,129.597,"LINESTRING (13.1602909 50.6521719, 13.1609596 50.6518188, 13.1617166 50.6514363)",,
"[180136939, 25727438]",,,Zschopauer Straße,residential,,False,True,60.717999999999996,"LINESTRING (13.1602909 50.6521719, 13.1606179 50.652385, 13.1608504 50.6525365, 13.1609013 50.6525553)",,
33562400,,,Am Frischen Brunnen,residential,,True,False,73.078,"LINESTRING (13.1609013 50.6525553, 13.1616132 50.653033)",,
"[180136939, 25727438]",,,Zschopauer Straße,residential,,False,False,60.718,"LINESTRING (13.1609013 50.6525553, 13.1608504 50.6525365, 13.1606179 50.652385, 13.1602909 50.6521719)",,
"[180136945, 33399028, 534155406]",,,"['Zschopauer Straße', 'Schillerlinde']",residential,,True,False,217.063,"LINESTRING (13.1609013 50.6525553, 13.1608039 50.6526278, 13.160654 50.6527049, 13.1606253 50.6527235, 13.1612039 50.653119, 13.1618143 50.6535556, 13.162245 50.6538782, 13.1624024 50.654007)",,
25727436,2,,Kirchstraße,residential,,False,False,66.218,"LINESTRING (13.1629143 50.6523614, 13.1621844 50.6527362)",,
25727436,2,,Kirchstraße,residential,,False,True,74.399,"LINESTRING (13.1629143 50.6523614, 13.1637392 50.6519441)",,
"[324972874, 25735276, 33645863]",1,,"['Töpferstraße', 'Trebrastraße']",residential,50,False,"[False, True]",199.70499999999998,"LINESTRING (13.1629143 50.6523614, 13.1634478 50.6527663, 13.164072 50.6532473, 13.1641901 50.6533566, 13.1636775 50.6535387, 13.1634842 50.6536074)",5,
25727436,2,,Kirchstraße,residential,,False,False,52.065,"LINESTRING (13.1621844 50.6527362, 13.1616132 50.653033)",,
25727436,2,,Kirchstraße,residential,,False,True,66.218,"LINESTRING (13.1621844 50.6527362, 13.1629143 50.6523614)",,
25727437,,,Friesengasse,residential,,True,False,131.544,"LINESTRING (13.1621844 50.6527362, 13.1624617 50.6529565, 13.1627695 50.6531742, 13.163384 50.653642)",,
25727436,2,,Kirchstraße,residential,,False,True,52.065,"LINESTRING (13.1616132 50.653033, 13.1621844 50.6527362)",,
33562400,,,Am Frischen Brunnen,residential,,True,False,121.652,"LINESTRING (13.1616132 50.653033, 13.1622912 50.6535436, 13.1623615 50.6535895, 13.1627597 50.6538498)",,
33645863,1,,Trebrastraße,residential,50,False,False,49.709,"LINESTRING (13.1627597 50.6538498, 13.163384 50.653642)",5,
33645863,1,,Trebrastraße,residential,50,False,True,30.66,"LINESTRING (13.1627597 50.6538498, 13.1624024 50.654007)",5,
33645863,1,,Trebrastraße,residential,50,False,True,8.044,"LINESTRING (13.1634842 50.6536074, 13.163384 50.653642)",5,
"[324972874, 25735276, 33645863]",1,,"['Töpferstraße', 'Trebrastraße']",residential,50,False,"[False, True]",199.70499999999998,"LINESTRING (13.1634842 50.6536074, 13.1636775 50.6535387, 13.1641901 50.6533566, 13.164072 50.6532473, 13.1634478 50.6527663, 13.1629143 50.6523614)",5,
26518318,2,,Kirchstraße,residential,,False,True,74.651,"LINESTRING (13.1650357 50.6512871, 13.1658274 50.6508413)",,
362256901,2,B 171,Freiberger Straße,primary,50,False,False,125.809,"LINESTRING (13.1650357 50.6512871, 13.166191 50.6521494)",,
25727436,2,,Kirchstraße,residential,,False,False,57.339,"LINESTRING (13.1650357 50.6512871, 13.1646038 50.6515228, 13.1644123 50.6516181)",,
48012178,3,B 171,Freiberger Straße,primary,50,False,True,74.47999999999999,"LINESTRING (13.1650357 50.6512871, 13.1644474 50.6508271, 13.1643718 50.6507661)",,
26554008,2,,Bergstraße,residential,,False,True,73.958,"LINESTRING (13.1630769 50.6514283, 13.1637392 50.6519441)",5,
48012177,,,Zschopauer Straße,residential,,False,False,74.24,"LINESTRING (13.1630769 50.6514283, 13.1622468 50.6518391)",,
"[33561984, 354385509, 731795996, 731795997, 731795998]",1,,Markt,residential,,False,True,117.296,"LINESTRING (13.1630769 50.6514283, 13.1634731 50.6512211, 13.163627 50.6511465, 13.1637133 50.6511029, 13.1638423 50.6510372, 13.1640502 50.6509305, 13.1643718 50.6507661)",12,
26551280,1,,Herzog-Heinrich-Straße,residential,,False,True,72.797,"LINESTRING (13.1643718 50.6507661, 13.1644487 50.6507267, 13.1651625 50.6503451)",6,
"[33561984, 354385509, 731795996, 731795997, 731795998]",1,,Markt,residential,,False,False,117.296,"LINESTRING (13.1643718 50.6507661, 13.1640502 50.6509305, 13.1638423 50.6510372, 13.1637133 50.6511029, 13.163627 50.6511465, 13.1634731 50.6512211, 13.1630769 50.6514283)",12,
48012178,3,B 171,Freiberger Straße,primary,50,False,False,74.47999999999999,"LINESTRING (13.1643718 50.6507661, 13.1644474 50.6508271, 13.1650357 50.6512871)",,
362256914,3,B 171,Markt,primary,50,False,True,60.816,"LINESTRING (13.1643718 50.6507661, 13.1643325 50.6507364, 13.1638328 50.6503391)",,
25727436,2,,Kirchstraße,residential,,False,False,74.399,"LINESTRING (13.1637392 50.6519441, 13.1629143 50.6523614)",,
25727436,2,,Kirchstraße,residential,,False,True,59.716,"LINESTRING (13.1637392 50.6519441, 13.1644123 50.6516181)",,
26554008,2,,Bergstraße,residential,,False,False,73.958,"LINESTRING (13.1637392 50.6519441, 13.1630769 50.6514283)",5,
"[26554008, 534156449, 33535524]",2,,"['Bergstraße', 'Am Lindenhäuschen']",residential,,False,True,187.134,"LINESTRING (13.1637392 50.6519441, 13.1647113 50.6526766, 13.1649095 50.652827, 13.1652299 50.6526589, 13.1655541 50.6524901)",5,
10906095,3,B 171,Markt,primary,50,False,True,56.09,"LINESTRING (13.1638328 50.6503391, 13.1633229 50.6499519)",,
362256914,3,B 171,Markt,primary,50,False,False,60.816,"LINESTRING (13.1638328 50.6503391, 13.1643325 50.6507364, 13.1643718 50.6507661)",,
145170788,,,Hanischallee,residential,30,False,True,82.836,"LINESTRING (13.1594599 50.6481674, 13.1593586 50.6482853, 13.1586125 50.6486715)",,
