osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge,maxspeed
"[1018398600, 320307170, 320304914]",K 8271,Mengener Straße,tertiary,False,True,101.07,"LINESTRING (9.1172988 47.9930694, 9.1170216 47.9928775, 9.1167786 47.9927372, 9.1167113 47.9927075, 9.1166299 47.9926715, 9.116561 47.992645, 9.116485 47.9926266, 9.1164275 47.9926211, 9.1163526 47.9926238, 9.116252 47.9926485, 9.116199 47.9926669)","['2', '3']",,,
27663253,L 195,Mengener Straße,secondary,False,False,141.137,"LINESTRING (9.1183329 47.9941293, 9.11816 47.993892, 9.1179548 47.9936685, 9.1179261 47.9936363, 9.1178332 47.9935498, 9.1174396 47.9931913, 9.1172988 47.9930694)",2,,,50
155420190,K 8220,Ziegelbühlstraße,tertiary,False,False,36.025,"LINESTRING (9.1106708 47.9955123, 9.1105614 47.9958279)",2,,,
42239268,,Westenbergstraße,residential,False,False,106.30600000000001,"LINESTRING (9.1106708 47.9955123, 9.1094719 47.9955381, 9.1092452 47.9955159)",,,,
1245384215,K 8220,Ziegelbühlstraße,tertiary,False,True,83.717,"LINESTRING (9.1106708 47.9955123, 9.1107496 47.9952477, 9.1108038 47.9950414, 9.1107681 47.9949147, 9.1107272 47.9948647, 9.1106106 47.9948247)",2,,,
89795664,,Bergstraße,residential,False,True,159.519,"LINESTRING (9.1102918 47.9965083, 9.1106851 47.9965469, 9.1115599 47.9966342, 9.1123771 47.9968174)",,,,
155420190,K 8220,Ziegelbühlstraße,tertiary,False,False,162.605,"LINESTRING (9.1102918 47.9965083, 9.1102775 47.9966122, 9.1102706 47.9966835, 9.1102856 47.9969173, 9.1104027 47.9977862, 9.1104066 47.9979663)",2,,,
155420190,K 8220,Ziegelbühlstraße,tertiary,False,True,27.418,"LINESTRING (9.1102918 47.9965083, 9.1103273 47.9963863, 9.1103741 47.9962681)",2,,,
155420190,K 8220,Ziegelbühlstraße,tertiary,False,True,162.605,"LINESTRING (9.1104066 47.9979663, 9.1104027 47.9977862, 9.1102856 47.9969173, 9.1102706 47.9966835, 9.1102775 47.9966122, 9.1102918 47.9965083)",2,,,
113505329,K 8218,Tuttlinger Straße,tertiary,False,True,36.398,"LINESTRING (9.1063862 47.9939018, 9.1059245 47.9940099)",,,,
129017176,K 8218,Stockacher Straße,tertiary,False,False,161.007,"LINESTRING (9.1063862 47.9939018, 9.106719 47.9939074, 9.1068402 47.993913, 9.1071571 47.9939552, 9.10816 47.99412, 9.1084833 47.9942157)",,,,
150192111,,Stockacher Straße,unclassified,False,False,117.986,"LINESTRING (9.1063862 47.9939018, 9.1056623 47.9930158, 9.1056264 47.9929705)",,,,
110142973,,Abraham-a-Sancta-Clara-Straße,residential,False,True,32.629,"LINESTRING (9.1065325 47.9915308, 9.1069452 47.9914317)",,,,
"[1257593674, 150192111, 150192103]",,Stockacher Straße,unclassified,False,"[False, True]",174.24699999999999,"LINESTRING (9.1065325 47.9915308, 9.1064444 47.9916845, 9.1064124 47.9917434, 9.1062461 47.9920421, 9.1060651 47.9923241, 9.1059322 47.9924821, 9.1057833 47.9926476, 9.1056785 47.9928661, 9.105634 47.9929523, 9.1056264 47.9929705)",,,yes,
110142973,,Abraham-a-Sancta-Clara-Straße,residential,False,False,32.629,"LINESTRING (9.1069452 47.9914317, 9.1065325 47.9915308)",,,,
"[113137233, 1126074767]",,Abraham-a-Sancta-Clara-Straße,residential,False,True,82.88,"LINESTRING (9.1069452 47.9914317, 9.1070214 47.9914143, 9.107314 47.9913475, 9.1075125 47.9912322, 9.1078577 47.9910275)",,,,
"[42509898, 1245590967]",,Am Feldweg,residential,False,False,188.14,"LINESTRING (9.1069452 47.9914317, 9.1068562 47.9912513, 9.1067891 47.9911154, 9.1060263 47.9900612, 9.1059041 47.9898924)",,,,30
"[42509898, 1245590967]",,Am Feldweg,residential,False,True,188.14,"LINESTRING (9.1059041 47.9898924, 9.1060263 47.9900612, 9.1067891 47.9911154, 9.1068562 47.9912513, 9.1069452 47.9914317)",,,,30
"[320307168, 1018398602, 40021366]",,Mengener Straße,tertiary,False,False,29.279,"LINESTRING (9.1145907 47.9935063, 9.1146343 47.9934787, 9.1146943 47.9934463, 9.1147161 47.9934326, 9.1147441 47.9934151, 9.1147805 47.9933931, 9.1148131 47.9933734, 9.1148837 47.9933307)","['2', '3']",,,
1257593664,,Stachus,tertiary,True,False,25.57,"LINESTRING (9.1145907 47.9935063, 9.1146323 47.9935429, 9.1146532 47.9935867, 9.1146511 47.9936327, 9.1146261 47.9936755, 9.1145811 47.9937103)",1,roundabout,,
"[71904569, 320307166, 320307167]",,Jahnstraße,residential,False,False,30.936,"LINESTRING (9.1143964 47.9934752, 9.1143812 47.9934423, 9.1143625 47.9934016, 9.1143449 47.9933632, 9.1142741 47.9932093)",2,,,
1257593663,,Stachus,tertiary,True,False,15.375,"LINESTRING (9.1143964 47.9934752, 9.1144997 47.9934736, 9.1145907 47.9935063)",1,roundabout,,
"[1257593659, 320307162, 320307163]",,Bahnhofstraße,residential,False,True,72.28,"LINESTRING (9.1145811 47.9937103, 9.1146047 47.993734, 9.1146686 47.993798, 9.114681 47.9938279, 9.1147155 47.9939109, 9.1148018 47.9940819, 9.1149386 47.9943112)",2,,,
1257593665,,Stachus,tertiary,True,False,19.334,"LINESTRING (9.1145811 47.9937103, 9.114525 47.9937322, 9.1144614 47.993741, 9.1143969 47.9937359, 9.1143381 47.9937174)",1,roundabout,,
42239256,,Zimmernstraße,residential,False,False,58.937,"LINESTRING (9.1119119 47.9975498, 9.1122554 47.9970722)",,,,
42239256,,Zimmernstraße,residential,False,True,99.605,"LINESTRING (9.1119119 47.9975498, 9.1114949 47.998401)",,,,
89795651,,Beethovenstraße,residential,False,False,55.91,"LINESTRING (9.1119119 47.9975498, 9.1126633 47.9975494)",,,,
142272441,,Messostraße,residential,False,True,53.646,"LINESTRING (9.1144227 47.9974653, 9.1141185 47.9970279)",,,,
89795651,,Beethovenstraße,residential,False,True,131.44299999999998,"LINESTRING (9.1144227 47.9974653, 9.1137835 47.997527, 9.1126633 47.9975494)",,,,
"[1257593674, 150192103, 150192111]",,Stockacher Straße,unclassified,False,"[False, True]",174.247,"LINESTRING (9.1056264 47.9929705, 9.105634 47.9929523, 9.1056785 47.9928661, 9.1057833 47.9926476, 9.1059322 47.9924821, 9.1060651 47.9923241, 9.1062461 47.9920421, 9.1064124 47.9917434, 9.1064444 47.9916845, 9.1065325 47.9915308)",,,yes,
150192111,,Stockacher Straße,unclassified,False,True,117.986,"LINESTRING (9.1056264 47.9929705, 9.1056623 47.9930158, 9.1063862 47.9939018)",,,,
42239270,,Siemensweg,residential,False,False,30.498,"LINESTRING (9.108325 47.9954246, 9.1080001 47.9955918)",,,,
116522881,,Westenbergstraße,residential,False,True,69.221,"LINESTRING (9.108325 47.9954246, 9.1092452 47.9955159)",,,,
116522881,,Westenbergstraße,residential,False,False,69.221,"LINESTRING (9.1092452 47.9955159, 9.108325 47.9954246)",,,,
42239268,,Westenbergstraße,residential,False,True,106.30600000000001,"LINESTRING (9.1092452 47.9955159, 9.1094719 47.9955381, 9.1106708 47.9955123)",,,,
42303840,,Mühlenweg,residential,False,True,86.982,"LINESTRING (9.1092452 47.9955159, 9.1093696 47.9954104, 9.1095386 47.9952978, 9.1101611 47.9950431)",,,,
42239270,,Siemensweg,residential,False,True,30.498,"LINESTRING (9.1080001 47.9955918, 9.108325 47.9954246)",,,,
42239270,,Siemensweg,residential,False,False,115.665,"LINESTRING (9.1080001 47.9955918, 9.1070819 47.9956722, 9.1065157 47.9958546)",,,,
89795684,,Badenwerkstraße,residential,False,False,125.389,"LINESTRING (9.1080001 47.9955918, 9.1079938 47.9961531, 9.1078536 47.9967116)",,,,
89795684,,Badenwerkstraße,residential,False,False,60.257,"LINESTRING (9.1075115 47.9977404, 9.1072193 47.9982458)",,,,
89795684,,Badenwerkstraße,residential,False,True,8.258,"LINESTRING (9.1075115 47.9977404, 9.1075393 47.9976685)",,,,
89795684,,Badenwerkstraße,residential,False,True,60.257,"LINESTRING (9.1072193 47.9982458, 9.1075115 47.9977404)",,,,
42239271,,,residential,False,False,66.629,"LINESTRING (9.1084228 47.9977661, 9.1075393 47.9976685)",,,,
42303840,,Mühlenweg,residential,False,False,86.982,"LINESTRING (9.1101611 47.9950431, 9.1095386 47.9952978, 9.1093696 47.9954104, 9.1092452 47.9955159)",,,,
428741520,,Conradin-Kreutzer-Straße,residential,False,False,41.492,"LINESTRING (9.1135356 47.994499, 9.1139811 47.9947234)",,,,
116522823,,Grabenbachstraße,tertiary,False,False,36.569,"LINESTRING (9.1135356 47.994499, 9.1137695 47.9942879, 9.1138264 47.9942339)",2,,,
116522823,,Grabenbachstraße,tertiary,False,True,207.248,"LINESTRING (9.1135356 47.994499, 9.113491 47.9945356, 9.1134514 47.9945649, 9.1133415 47.9946461, 9.1132046 47.9947285, 9.1129999 47.9948387, 9.1127836 47.994902, 9.1125636 47.9949147, 9.1121992 47.9948344, 9.1118417 47.9947362, 9.1116929 47.9946887, 9.1116436 47.9946719, 9.111179 47.9945133, 9.1111091 47.9944929)",2,,,
79299354,,Conradin-Kreutzer-Straße,residential,True,False,51.419,"LINESTRING (9.1122454 47.994014, 9.1128578 47.9942282)",,,,
89795659,,Schloßstraße,residential,False,False,14.565,"LINESTRING (9.1122454 47.994014, 9.1120631 47.9939663)",,,,
89795665,,Hauptstraße,residential,True,False,29.505000000000003,"LINESTRING (9.1122454 47.994014, 9.1120248 47.9941623, 9.1119647 47.9942014)",,,,
89795677,,Brahmsweg,residential,False,True,55.102,"LINESTRING (9.1126359 47.9980446, 9.1126633 47.9975494)",,,,
113137233,,Abraham-a-Sancta-Clara-Straße,residential,False,True,46.648,"LINESTRING (9.1078577 47.9910275, 9.1083613 47.9907777)",,,,
108127826,,Dr.-Conrad-Gröber-Straße,residential,False,True,161.921,"LINESTRING (9.1078577 47.9910275, 9.1085077 47.9912753, 9.1097913 47.9916938)",,,,
"[113137233, 1126074767]",,Abraham-a-Sancta-Clara-Straße,residential,False,False,82.88000000000001,"LINESTRING (9.1078577 47.9910275, 9.1075125 47.9912322, 9.107314 47.9913475, 9.1070214 47.9914143, 9.1069452 47.9914317)",,,,
89795684,,Badenwerkstraße,residential,False,False,59.19,"LINESTRING (9.1077388 47.9971532, 9.1075393 47.9976685)",,,,
89795684,,Badenwerkstraße,residential,False,True,49.842,"LINESTRING (9.1077388 47.9971532, 9.1078295 47.996807, 9.1078536 47.9967116)",,,,
89795675,,,residential,False,False,57.763999999999996,"LINESTRING (9.1103741 47.9962681, 9.1098762 47.9963217, 9.1096746 47.9962981, 9.1096417 47.9962942, 9.1096084 47.9962899)",,,,
155420190,K 8220,Ziegelbühlstraße,tertiary,False,False,27.418,"LINESTRING (9.1103741 47.9962681, 9.1103273 47.9963863, 9.1102918 47.9965083)",2,,,
155420190,K 8220,Ziegelbühlstraße,tertiary,False,True,50.894,"LINESTRING (9.1103741 47.9962681, 9.110478 47.9960203, 9.1105614 47.9958279)",2,,,
155420190,K 8220,Ziegelbühlstraße,tertiary,False,True,36.025,"LINESTRING (9.1105614 47.9958279, 9.1106708 47.9955123)",2,,,
155420190,K 8220,Ziegelbühlstraße,tertiary,False,False,50.894,"LINESTRING (9.1105614 47.9958279, 9.110478 47.9960203, 9.1103741 47.9962681)",2,,,
110142992,,Jahnstraße,residential,False,True,51.129,"LINESTRING (9.1096749 47.9900684, 9.1100826 47.9904385)",,,,30
113137236,,Abraham-a-Sancta-Clara-Straße,residential,False,False,86.691,"LINESTRING (9.1096749 47.9900684, 9.1087687 47.9905583)",,,,30
89795675,,,residential,False,True,57.763999999999996,"LINESTRING (9.1096084 47.9962899, 9.1096417 47.9962942, 9.1096746 47.9962981, 9.1098762 47.9963217, 9.1103741 47.9962681)",,,,
89795635,,Mozartstraße,residential,False,True,138.718,"LINESTRING (9.1141185 47.9970279, 9.1122554 47.9970722)",,,,
142272441,,Messostraße,residential,False,False,53.646,"LINESTRING (9.1141185 47.9970279, 9.1144227 47.9974653)",,,,
"[42239256, 142272441, 142272437]",,"['Messostraße', 'Schubertstraße', 'Zimmernstraße']",residential,False,True,183.84699999999998,"LINESTRING (9.1141185 47.9970279, 9.1137631 47.9965168, 9.1134765 47.9965089, 9.1126055 47.9965433, 9.1123771 47.9968174)",,,,
89795651,,Beethovenstraße,residential,False,True,55.91,"LINESTRING (9.1126633 47.9975494, 9.1119119 47.9975498)",,,,
89795677,,Brahmsweg,residential,False,False,55.102,"LINESTRING (9.1126633 47.9975494, 9.1126359 47.9980446)",,,,
89795651,,Beethovenstraße,residential,False,False,131.44299999999998,"LINESTRING (9.1126633 47.9975494, 9.1137835 47.997527, 9.1144227 47.9974653)",,,,
89795650,,Uhlandstraße,residential,False,True,115.567,"LINESTRING (9.1100826 47.9904385, 9.1113453 47.9898335)",,,,30
110142992,,Jahnstraße,residential,False,False,51.129,"LINESTRING (9.1100826 47.9904385, 9.1096749 47.9900684)",,,,30
110142992,,Jahnstraße,residential,False,True,73.179,"LINESTRING (9.1100826 47.9904385, 9.1106382 47.9909815)",,,,30
89795638,,Grabenstraße,residential,False,False,70.471,"LINESTRING (9.1109349 47.9922741, 9.1116751 47.9918788)",,,,
108127826,,Dr.-Conrad-Gröber-Straße,residential,False,False,106.202,"LINESTRING (9.1109349 47.9922741, 9.1105647 47.9919773, 9.1098197 47.9917042)",,,,
116522831,,Grabenstraße,residential,False,True,48.782,"LINESTRING (9.1109349 47.9922741, 9.1112528 47.9925889, 9.1113045 47.9926364)",,,,
89795674,,Sandbühlweg,residential,False,False,134.349,"LINESTRING (9.1158985 47.9923653, 9.1159887 47.9918858, 9.1160285 47.9916961, 9.1161592 47.991484, 9.1162194 47.9914017, 9.1162591 47.9913589, 9.1163514 47.9912092)",,,,
"[320304911, 320304910, 1255970423]",K 8271,Schnerkinger Straße,tertiary,False,False,40.307,"LINESTRING (9.1158985 47.9923653, 9.1160751 47.9925426, 9.1161592 47.992627, 9.116199 47.9926669)",2,,,50
110143006,,Abraham-a-Sancta-Clara-Straße,residential,False,False,38.914,"LINESTRING (9.1087687 47.9905583, 9.1083613 47.9907777)",,,,
113137236,,Abraham-a-Sancta-Clara-Straße,residential,False,True,86.691,"LINESTRING (9.1087687 47.9905583, 9.1096749 47.9900684)",,,,30
108127266,,Friedrich-Ebert-Straße,residential,False,True,125.784,"LINESTRING (9.1087687 47.9905583, 9.1094743 47.9910045, 9.1099166 47.9911966, 9.1101088 47.9911948)",,,,
89795674,,Sandbühlweg,residential,False,True,108.244,"LINESTRING (9.1170081 47.9903417, 9.1169131 47.9904986, 9.1165992 47.9909174, 9.1163514 47.9912092)",,,,
42239256,,Zimmernstraße,residential,False,False,99.605,"LINESTRING (9.1114949 47.998401, 9.1119119 47.9975498)",,,,
89795681,,Fuchsgasse,residential,False,True,60.241,"LINESTRING (9.1121925 47.9933402, 9.1125087 47.993135, 9.1127608 47.9929546)",,,,
116522831,,Grabenstraße,residential,False,False,34.1,"LINESTRING (9.1121925 47.9933402, 9.112103 47.9932596, 9.111859 47.9931336)",,,,
116522831,,Grabenstraße,residential,False,True,16.191,"LINESTRING (9.1121925 47.9933402, 9.1122136 47.9933823, 9.1122412 47.9934818)",,,,
42239270,,Siemensweg,residential,False,True,115.665,"LINESTRING (9.1065157 47.9958546, 9.1070819 47.9956722, 9.1080001 47.9955918)",,,,
89795638,,Grabenstraße,residential,False,True,70.471,"LINESTRING (9.1116751 47.9918788, 9.1109349 47.9922741)",,,,
116522864,,Jahnstraße,residential,False,False,51.947,"LINESTRING (9.1116751 47.9918788, 9.1115761 47.9917946, 9.1112569 47.9915048)",2,,,
116522864,,Jahnstraße,residential,False,True,88.863,"LINESTRING (9.1116751 47.9918788, 9.1120168 47.9921874, 9.1121583 47.99229, 9.1123763 47.9924336, 9.1124545 47.9924812)",2,,,
79299384,,Hauptstraße,residential,True,False,66.00800000000001,"LINESTRING (9.1142741 47.9932093, 9.1139298 47.9933348, 9.1137239 47.9934098, 9.1136089 47.9934618, 9.1134977 47.993495)",,,,
116522864,,Jahnstraße,residential,False,False,112.561,"LINESTRING (9.1142741 47.9932093, 9.1142349 47.9931266, 9.1142143 47.9930832, 9.1140956 47.9929726, 9.1139371 47.9928903, 9.1130696 47.9927045)",2,,,
"[71904569, 320307166, 320307167]",,Jahnstraße,residential,False,True,30.936,"LINESTRING (9.1142741 47.9932093, 9.1143449 47.9933632, 9.1143625 47.9934016, 9.1143812 47.9934423, 9.1143964 47.9934752)",2,,,
116522864,,Jahnstraße,residential,False,False,58.498,"LINESTRING (9.1112569 47.9915048, 9.1107936 47.9910798)",2,,,
"[108127264, 89795658]",,"['Heinrich-Heine-Straße', 'Feuerbachstraße']",residential,False,False,171.008,"LINESTRING (9.1112569 47.9915048, 9.1123334 47.9909574, 9.1118314 47.9904208)",,,,30
116522864,,Jahnstraße,residential,False,True,51.947,"LINESTRING (9.1112569 47.9915048, 9.1115761 47.9917946, 9.1116751 47.9918788)",2,,,
89795681,,Fuchsgasse,residential,False,False,36.075,"LINESTRING (9.1130696 47.9927045, 9.1127608 47.9929546)",,,,
116522864,,Jahnstraße,residential,False,False,52.116,"LINESTRING (9.1130696 47.9927045, 9.1129531 47.9926705, 9.1124545 47.9924812)",2,,,
116522864,,Jahnstraße,residential,False,True,112.561,"LINESTRING (9.1130696 47.9927045, 9.1139371 47.9928903, 9.1140956 47.9929726, 9.1142143 47.9930832, 9.1142349 47.9931266, 9.1142741 47.9932093)",2,,,
89795676,,Carl-Hauser-Straße,residential,False,False,40.144,"LINESTRING (9.1156917 47.9904038, 9.1155825 47.9903692, 9.1155256 47.9903353, 9.1154824 47.990293, 9.1154656 47.9902516, 9.115471 47.9901983, 9.1155256 47.9901253)",,,,
89795676,,Carl-Hauser-Straße,residential,False,True,46.941,"LINESTRING (9.1156917 47.9904038, 9.1157208 47.9903577, 9.1157587 47.9903012, 9.1157877 47.9902465, 9.115777 47.9901942, 9.115718 47.9901449, 9.1156483 47.9901213, 9.1155781 47.9901153, 9.1155256 47.9901253)",,,,
89795676,,Carl-Hauser-Straße,residential,False,True,102.35,"LINESTRING (9.1156917 47.9904038, 9.1158138 47.9905287, 9.1159953 47.9908077, 9.1163514 47.9912092)",,,,
89795636,,,residential,False,False,60.307,"LINESTRING (9.1101088 47.9911948, 9.1097913 47.9916938)",,,,
108127266,,Friedrich-Ebert-Straße,residential,False,False,125.784,"LINESTRING (9.1101088 47.9911948, 9.1099166 47.9911966, 9.1094743 47.9910045, 9.1087687 47.9905583)",,,,
108127266,,Friedrich-Ebert-Straße,residential,False,True,53.835,"LINESTRING (9.1101088 47.9911948, 9.1103747 47.9910979, 9.1106143 47.9910785, 9.1107936 47.9910798)",,,,
89795674,,Sandbühlweg,residential,False,False,108.24399999999999,"LINESTRING (9.1163514 47.9912092, 9.1165992 47.9909174, 9.1169131 47.9904986, 9.1170081 47.9903417)",,,,
89795674,,Sandbühlweg,residential,False,True,134.349,"LINESTRING (9.1163514 47.9912092, 9.1162591 47.9913589, 9.1162194 47.9914017, 9.1161592 47.991484, 9.1160285 47.9916961, 9.1159887 47.9918858, 9.1158985 47.9923653)",,,,
89795676,,Carl-Hauser-Straße,residential,False,False,102.35,"LINESTRING (9.1163514 47.9912092, 9.1159953 47.9908077, 9.1158138 47.9905287, 9.1156917 47.9904038)",,,,
42239256,,Zimmernstraße,residential,False,True,29.744,"LINESTRING (9.1123771 47.9968174, 9.1122554 47.9970722)",,,,
"[42239256, 142272441, 142272437]",,"['Messostraße', 'Schubertstraße', 'Zimmernstraße']",residential,False,False,183.84699999999998,"LINESTRING (9.1123771 47.9968174, 9.1126055 47.9965433, 9.1134765 47.9965089, 9.1137631 47.9965168, 9.1141185 47.9970279)",,,,
89795664,,Bergstraße,residential,False,False,159.519,"LINESTRING (9.1123771 47.9968174, 9.1115599 47.9966342, 9.1106851 47.9965469, 9.1102918 47.9965083)",,,,
89795655,,Wilhelm-Kraut-Straße,residential,False,False,80.897,"LINESTRING (9.1124545 47.9924812, 9.1121339 47.9927868, 9.1119598 47.9929431, 9.1117995 47.9930607)",,,,
116522864,,Jahnstraße,residential,False,False,88.863,"LINESTRING (9.1124545 47.9924812, 9.1123763 47.9924336, 9.1121583 47.99229, 9.1120168 47.9921874, 9.1116751 47.9918788)",2,,,
116522864,,Jahnstraße,residential,False,True,52.116,"LINESTRING (9.1124545 47.9924812, 9.1129531 47.9926705, 9.1130696 47.9927045)",2,,,
42239256,,Zimmernstraße,residential,False,False,29.744,"LINESTRING (9.1122554 47.9970722, 9.1123771 47.9968174)",,,,
42239256,,Zimmernstraße,residential,False,True,58.937,"LINESTRING (9.1122554 47.9970722, 9.1119119 47.9975498)",,,,
89795635,,Mozartstraße,residential,False,False,138.718,"LINESTRING (9.1122554 47.9970722, 9.1141185 47.9970279)",,,,
89795666,,Bernhard-Welte-Weg,residential,False,True,121.292,"LINESTRING (9.1094701 47.9968521, 9.1086614 47.9967818, 9.1078536 47.9967116)",,,,
89795670,,Goldöschstraße,residential,False,True,75.028,"LINESTRING (9.1075536 47.9896479, 9.1065815 47.989469)",,,,30
113137232,,Raiffeisenstraße,residential,False,False,141.26500000000001,"LINESTRING (9.1075536 47.9896479, 9.1075524 47.989789, 9.1076428 47.9898967, 9.108199 47.9906309, 9.1083613 47.9907777)",,,,30
116522831,,Grabenstraße,residential,False,True,9.237,"LINESTRING (9.1117995 47.9930607, 9.111859 47.9931336)",,,,
89795655,,Wilhelm-Kraut-Straße,residential,False,True,80.89699999999999,"LINESTRING (9.1117995 47.9930607, 9.1119598 47.9929431, 9.1121339 47.9927868, 9.1124545 47.9924812)",,,,
116522831,,Grabenstraße,residential,False,False,62.784,"LINESTRING (9.1117995 47.9930607, 9.1115803 47.9929715, 9.1115244 47.9929441, 9.1114144 47.9928543, 9.1113682 47.9927846, 9.1113045 47.9926364)",,,,
113505331,,Adlerplatz,tertiary,False,True,54.108000000000004,"LINESTRING (9.1111091 47.9944929, 9.1109443 47.9945322, 9.1107967 47.9946379, 9.1107074 47.9947162, 9.1106106 47.9948247)",,,,
116522823,,Grabenbachstraße,tertiary,False,False,207.24800000000002,"LINESTRING (9.1111091 47.9944929, 9.111179 47.9945133, 9.1116436 47.9946719, 9.1116929 47.9946887, 9.1118417 47.9947362, 9.1121992 47.9948344, 9.1125636 47.9949147, 9.1127836 47.994902, 9.1129999 47.9948387, 9.1132046 47.9947285, 9.1133415 47.9946461, 9.1134514 47.9945649, 9.113491 47.9945356, 9.1135356 47.994499)",2,,,
110142992,,Jahnstraße,residential,False,False,15.913,"LINESTRING (9.1107936 47.9910798, 9.1106382 47.9909815)",,,,30
116522864,,Jahnstraße,residential,False,True,58.498,"LINESTRING (9.1107936 47.9910798, 9.1112569 47.9915048)",2,,,
108127266,,Friedrich-Ebert-Straße,residential,False,False,53.835,"LINESTRING (9.1107936 47.9910798, 9.1106143 47.9910785, 9.1103747 47.9910979, 9.1101088 47.9911948)",,,,
89795641,,Hebelstraße,residential,False,False,108.497,"LINESTRING (9.1118314 47.9904208, 9.1106382 47.9909815)",,,,30
108127264,,Feuerbachstraße,residential,False,False,74.655,"LINESTRING (9.1118314 47.9904208, 9.1113453 47.9898335)",,,,30
"[108127264, 89795658]",,"['Heinrich-Heine-Straße', 'Feuerbachstraße']",residential,False,True,171.008,"LINESTRING (9.1118314 47.9904208, 9.1123334 47.9909574, 9.1112569 47.9915048)",,,,30
89795636,,,residential,False,True,60.307,"LINESTRING (9.1097913 47.9916938, 9.1101088 47.9911948)",,,,
108127826,,Dr.-Conrad-Gröber-Straße,residential,False,True,2.409,"LINESTRING (9.1097913 47.9916938, 9.1098197 47.9917042)",,,,
108127826,,Dr.-Conrad-Gröber-Straße,residential,False,False,161.921,"LINESTRING (9.1097913 47.9916938, 9.1085077 47.9912753, 9.1078577 47.9910275)",,,,
89795641,,Hebelstraße,residential,False,True,108.497,"LINESTRING (9.1106382 47.9909815, 9.1118314 47.9904208)",,,,30
110142992,,Jahnstraße,residential,False,False,73.179,"LINESTRING (9.1106382 47.9909815, 9.1100826 47.9904385)",,,,30
110142992,,Jahnstraße,residential,False,True,15.913,"LINESTRING (9.1106382 47.9909815, 9.1107936 47.9910798)",,,,30
89795666,,Bernhard-Welte-Weg,residential,False,False,121.292,"LINESTRING (9.1078536 47.9967116, 9.1086614 47.9967818, 9.1094701 47.9968521)",,,,
89795684,,Badenwerkstraße,residential,False,False,49.842,"LINESTRING (9.1078536 47.9967116, 9.1078295 47.996807, 9.1077388 47.9971532)",,,,
89795684,,Badenwerkstraße,residential,False,True,125.389,"LINESTRING (9.1078536 47.9967116, 9.1079938 47.9961531, 9.1080001 47.9955918)",,,,
89795670,,Goldöschstraße,residential,False,False,75.028,"LINESTRING (9.1065815 47.989469, 9.1075536 47.9896479)",,,,30
