osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,ref,maxspeed,width,bridge,access
123085775,Am Wallmoor,residential,False,True,49.206,"LINESTRING (8.903182 52.4961057, 8.9035517 52.4963985, 8.903637 52.4964501)",,,,,3,,
171932369,Am Wallmoor,residential,False,False,108.64099999999999,"LINESTRING (8.903182 52.4961057, 8.9026725 52.4963729, 8.9025514 52.4963627, 8.9020459 52.4959773)",,,,,,,
171932369,Am Wallmoor,residential,False,True,95.037,"LINESTRING (8.903182 52.4961057, 8.9035124 52.4959157, 8.9036692 52.4958652, 8.9043885 52.4956946)",,,,,,,
24384130,Bremer Straße,tertiary,False,False,50.181999999999995,"LINESTRING (8.9072763 52.4999022, 8.9072752 52.4998279, 8.9072714 52.4997853, 8.9072267 52.4996811, 8.9071038 52.499551, 8.9070958 52.4994746)",2,,L 348,,,,
1154368492,,tertiary,True,False,14.023,"LINESTRING (8.9072763 52.4999022, 8.9073009 52.4999071, 8.907322 52.4999162, 8.9073377 52.4999287, 8.9073467 52.4999435, 8.9073481 52.4999593, 8.9073418 52.4999745, 8.9073283 52.499988, 8.9073089 52.4999985)",,roundabout,,,,,
232074087,Lerchenweg,residential,False,True,52.852,"LINESTRING (8.9124233 52.4999018, 8.912806 52.5003161)",,,,,,,
232074060,Kiebitzweg,residential,False,True,77.925,"LINESTRING (8.9112833 52.5000329, 8.9113286 52.5001666, 8.9117154 52.5006794)",1,,,,,,
87824160,Berliner Ring,residential,False,False,31.015,"LINESTRING (8.912806 52.5003161, 8.913198 52.5001717)",1,,,,,,
232074087,Lerchenweg,residential,False,False,52.852,"LINESTRING (8.912806 52.5003161, 8.9124233 52.4999018)",,,,,,,
87824160,Berliner Ring,residential,False,True,51.538,"LINESTRING (8.912806 52.5003161, 8.9124378 52.500464, 8.9121633 52.5005644)",1,,,,,,
232074053,Brachvogelsteg,residential,False,False,76.316,"LINESTRING (8.9137501 52.5007701, 8.913198 52.5001717)",,,,,,,
171932362,Wiesengrund,residential,False,False,68.385,"LINESTRING (8.9113628 52.4950314, 8.9105772 52.4946448)",,,,,,,
171932362,Wiesengrund,residential,False,True,22.028,"LINESTRING (8.9113628 52.4950314, 8.9116159 52.4951559)",,,,,,,
234184226,Wiesengrund,residential,False,True,37.836,"LINESTRING (8.9113628 52.4950314, 8.9110176 52.495299)",,,,,,,
234184226,Wiesengrund,residential,False,False,37.836,"LINESTRING (8.9110176 52.495299, 8.9113628 52.4950314)",,,,,,,
123085682,Burgstraße,tertiary,False,False,66.86,"LINESTRING (8.9002925 52.4966829, 8.9006164 52.4964111, 8.9007487 52.4962885, 8.9007835 52.4961716)",2,,,50,,,
123085682,Burgstraße,tertiary,False,True,386.21900000000005,"LINESTRING (8.9002925 52.4966829, 8.8997112 52.4971703, 8.8995613 52.497323, 8.8994397 52.497548, 8.8994657 52.4978065, 8.899614 52.4980452, 8.8998661 52.4981932, 8.9021347 52.4992332)",2,,,50,,,
469203169,Kuhdamm,residential,False,False,116.49099999999999,"LINESTRING (8.9002925 52.4966829, 8.9010743 52.4970322, 8.9011332 52.4970727, 8.901152 52.4971209, 8.9011399 52.4972132, 8.9011614 52.4972507, 8.9012271 52.4972785, 8.9014993 52.4973267)",1,,,30,,,
469203169,Kuhdamm,residential,False,True,116.491,"LINESTRING (8.9014993 52.4973267, 8.9012271 52.4972785, 8.9011614 52.4972507, 8.9011399 52.4972132, 8.901152 52.4971209, 8.9011332 52.4970727, 8.9010743 52.4970322, 8.9002925 52.4966829)",1,,,30,,,
497666306,Amselsteg,living_street,False,False,23.292,"LINESTRING (8.9113837 52.5009947, 8.9112645 52.5007982)",,,,,,,
87824160,Berliner Ring,residential,False,False,27.42,"LINESTRING (8.9117901 52.5006603, 8.9121633 52.5005644)",1,,,,,,
87824160,Berliner Ring,residential,False,True,5.484,"LINESTRING (8.9117901 52.5006603, 8.9117154 52.5006794)",1,,,,,,
497666286,Kleibersteg,living_street,False,True,23.31,"LINESTRING (8.9117901 52.5006603, 8.9118974 52.5008595)",,,,,,,
497666286,Kleibersteg,living_street,False,False,23.31,"LINESTRING (8.9118974 52.5008595, 8.9117901 52.5006603)",,,,,,,
497668876,,living_street,False,True,39.491,"LINESTRING (8.904114 52.5000856, 8.9036523 52.5003027)",,,,,,,
24416221,Burgstraße,tertiary,False,False,31.774,"LINESTRING (8.904114 52.5000856, 8.9041595 52.5000961, 8.9044101 52.5001093, 8.9045786 52.5001)",,,,50,,,
"[24384129, 123085682, 24416221, 123085686]",Burgstraße,tertiary,False,"[False, True]",164.548,"LINESTRING (8.904114 52.5000856, 8.9039706 52.5000525, 8.9038201 52.499999, 8.9035281 52.4998678, 8.9033043 52.4997664, 8.9028199 52.4995419, 8.9026438 52.4994594, 8.9025789 52.4994295, 8.9021347 52.4992332)",2,,,50,,yes,
497668884,,living_street,False,True,81.63999999999999,"LINESTRING (8.9044275 52.5006211, 8.9048995 52.5004202, 8.9045803 52.5001541, 8.9045786 52.5001)",,,,,,,
497668876,,living_street,False,False,39.491,"LINESTRING (8.9036523 52.5003027, 8.904114 52.5000856)",,,,,,,
24416221,Burgstraße,tertiary,False,False,177.99500000000003,"LINESTRING (8.9045786 52.5001, 8.9047885 52.5000706, 8.9059363 52.4999404, 8.9062744 52.4999154, 8.9065264 52.4999152, 8.9067715 52.4999241, 8.9070472 52.4999533, 8.9070761 52.499956, 8.9071754 52.4999581)",,,,50,,,
24416221,Burgstraße,tertiary,False,True,31.774,"LINESTRING (8.9045786 52.5001, 8.9044101 52.5001093, 8.9041595 52.5000961, 8.904114 52.5000856)",,,,50,,,
497668884,,living_street,False,False,81.64,"LINESTRING (8.9045786 52.5001, 8.9045803 52.5001541, 8.9048995 52.5004202, 8.9044275 52.5006211)",,,,,,,
39812883,Berggartenstraße,residential,False,False,16.7,"LINESTRING (8.9085958 52.5005824, 8.9086691 52.5007258)",,,,,,,
"[1165399673, 21359862]","['Am Bahnhof', 'Auf der Kuckucksweide']",residential,False,False,62.943,"LINESTRING (8.9085958 52.5005824, 8.9087233 52.5005407, 8.9089269 52.5003706, 8.9091688 52.5001473)",,,,,,,
"[1165399672, 1165399673, 37825532]",Am Bahnhof,residential,False,True,103.165,"LINESTRING (8.9085958 52.5005824, 8.9084536 52.5005456, 8.9083195 52.500511, 8.9081432 52.5004606, 8.9080087 52.5004054, 8.9077064 52.5001788, 8.9076604 52.5001453, 8.9076066 52.5001196, 8.907533 52.500105, 8.9074782 52.5001008, 8.9073638 52.5001055)",,,,,,,
39812883,Berggartenstraße,residential,False,True,271.644,"LINESTRING (8.9118046 52.5025196, 8.9115645 52.5025121, 8.9113272 52.5024823, 8.9111418 52.5024371, 8.9110022 52.5023563, 8.9108413 52.5022451, 8.9100742 52.5017378, 8.9088772 52.5009507)",,,,,,,
168276543,Am Brahmberg,residential,False,False,145.87099999999998,"LINESTRING (8.9118046 52.5025196, 8.911836 52.5021638, 8.9118662 52.502021, 8.9119319 52.5019335, 8.9120024 52.5018433, 8.9120857 52.5017661, 8.912233 52.5016693, 8.912392 52.5016046, 8.9128004 52.5014877)",1,,,,,,
168276543,Am Brahmberg,residential,False,True,83.33500000000001,"LINESTRING (8.9118046 52.5025196, 8.9118129 52.5027518, 8.9118378 52.5029557, 8.9119438 52.5032617)",1,,,,,,
87824015,Zur Kleinbahn,residential,False,False,23.154,"LINESTRING (8.9094319 52.5030092, 8.9093468 52.5029819, 8.9092385 52.5029688, 8.9091068 52.5029881)",,,,,,,
87824015,Zur Kleinbahn,residential,False,True,190.219,"LINESTRING (8.9094319 52.5030092, 8.9099525 52.5032146, 8.9101518 52.5033048, 8.9105982 52.5034791, 8.9107968 52.5034959, 8.911068 52.5034455, 8.9117906 52.5032848, 8.9119438 52.5032617)",,,,,,,
620719051,Gartenweg,residential,False,False,126.17599999999999,"LINESTRING (8.9094319 52.5030092, 8.9098368 52.5026062, 8.9097995 52.502557, 8.9096399 52.5024591, 8.9096117 52.5024085, 8.9093904 52.5022664, 8.9093368 52.5022501, 8.9090337 52.5022517)",,,,,,,
35894655,Straße zur Sparkasse,residential,False,False,41.815,"LINESTRING (8.9071873 52.4971344, 8.9075224 52.4968185)",,,,,,,
675257275,Straße zur Sparkasse,residential,False,False,79.374,"LINESTRING (8.9071873 52.4971344, 8.9082065 52.4974873)",,,,,,,
35894655,Straße zur Sparkasse,residential,False,True,84.172,"LINESTRING (8.9071873 52.4971344, 8.907119 52.4971988, 8.9069644 52.4973446, 8.9068836 52.4974207, 8.9066342 52.4976525, 8.9064891 52.4977599)",,,,,,,
675257275,Straße zur Sparkasse,residential,False,True,79.374,"LINESTRING (8.9082065 52.4974873, 8.9071873 52.4971344)",,,,,,,
23089891,Raiffeisenstraße,residential,False,False,82.514,"LINESTRING (8.9090337 52.5022517, 8.909027 52.5027464, 8.9090388 52.5028249, 8.9090717 52.5029184, 8.9091068 52.5029881)",,,,,,,
23089891,Raiffeisenstraße,residential,False,True,144.673,"LINESTRING (8.9090337 52.5022517, 8.9090417 52.5018443, 8.9090158 52.5017773, 8.9089547 52.5017194, 8.9088582 52.5016851, 8.9086804 52.5016483, 8.9085872 52.5016084, 8.9085252 52.5015535, 8.9085025 52.5014889, 8.9085065 52.5011173)",,,,,,,
620719051,Gartenweg,residential,False,True,126.17600000000002,"LINESTRING (8.9090337 52.5022517, 8.9093368 52.5022501, 8.9093904 52.5022664, 8.9096117 52.5024085, 8.9096399 52.5024591, 8.9097995 52.502557, 8.9098368 52.5026062, 8.9094319 52.5030092)",,,,,,,
24416221,Burgstraße,tertiary,False,True,177.99500000000003,"LINESTRING (8.9071754 52.4999581, 8.9070761 52.499956, 8.9070472 52.4999533, 8.9067715 52.4999241, 8.9065264 52.4999152, 8.9062744 52.4999154, 8.9059363 52.4999404, 8.9047885 52.5000706, 8.9045786 52.5001)",,,,50,,,
1154368492,,tertiary,True,False,10.581,"LINESTRING (8.9071754 52.4999581, 8.9071787 52.4999392, 8.9071928 52.4999222, 8.907216 52.4999094, 8.907245 52.4999024, 8.9072763 52.4999022)",,roundabout,,,,,
23286038,Bremer Straße,residential,False,True,12.693,"LINESTRING (8.9073638 52.5001055, 8.9073659 52.5000913, 8.9073506 52.5000579, 8.9073352 52.5000245, 8.9073089 52.4999985)",2,,,50,,,
"[1165399672, 1165399673, 37825532]",Am Bahnhof,residential,False,False,103.165,"LINESTRING (8.9073638 52.5001055, 8.9074782 52.5001008, 8.907533 52.500105, 8.9076066 52.5001196, 8.9076604 52.5001453, 8.9077064 52.5001788, 8.9080087 52.5004054, 8.9081432 52.5004606, 8.9083195 52.500511, 8.9084536 52.5005456, 8.9085958 52.5005824)",,,,,,,
"[1165407194, 1165651886]",Bremer Straße,residential,False,False,304.018,"LINESTRING (8.9073638 52.5001055, 8.9073577 52.5001465, 8.9073433 52.5001956, 8.9073401 52.5003749, 8.907332 52.5008262, 8.9073094 52.5014293, 8.9072963 52.5017772, 8.9072805 52.5019505, 8.9070657 52.5023685, 8.9068451 52.5027976)",2,,,50,,,
23286038,Bremer Straße,residential,False,False,12.693000000000001,"LINESTRING (8.9073089 52.4999985, 8.9073352 52.5000245, 8.9073506 52.5000579, 8.9073659 52.5000913, 8.9073638 52.5001055)",2,,,50,,,
1154368492,,tertiary,True,False,12.066,"LINESTRING (8.9073089 52.4999985, 8.9072757 52.5000063, 8.9072401 52.5000053, 8.9072081 52.4999956, 8.9071853 52.499979, 8.9071754 52.4999581)",,roundabout,,,,,
