osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,width
175336682,St 2154,Tillystraße,secondary,50,False,True,112.258,"LINESTRING (12.5240767 49.5801242, 12.5236351 49.58035, 12.5234287 49.5804881, 12.5232233 49.580642, 12.5229882 49.580839)",,,
631456001,St 2154,Schönseer Straße,secondary,50,False,True,113.28300000000002,"LINESTRING (12.5240767 49.5801242, 12.5241696 49.580077, 12.5243536 49.5799519, 12.524441 49.5798495, 12.5245254 49.5797213, 12.5246352 49.5795322, 12.524754 49.579231)",,,
1096204477,St 2155,Böhmer Straße,secondary,50,False,False,259.212,"LINESTRING (12.5240767 49.5801242, 12.5242412 49.5802019, 12.5244223 49.5802593, 12.5246494 49.5803075, 12.5249115 49.5803421, 12.5254108 49.5803836, 12.5258789 49.5803951, 12.5263764 49.5803759, 12.5267575 49.5803258, 12.5270912 49.5802896, 12.5275749 49.5802563)",2,,
631455997,St 2155,Bahnhofstraße,secondary,50,False,True,29.144,"LINESTRING (12.5205981 49.5826156, 12.5202062 49.5826799)",,,
27824838,St 2154,Waidhauser Straße,secondary,50,False,True,98.336,"LINESTRING (12.5205981 49.5826156, 12.520551 49.5826952, 12.5205025 49.5827957, 12.520482 49.5828731, 12.5204876 49.5829566, 12.5205088 49.5832234, 12.5204866 49.5833042, 12.5204437 49.5833665, 12.5203948 49.5834141, 12.520331 49.5834534)",,,
80228935,NEW 34,Brennerstraße,tertiary,50,False,True,29.533,"LINESTRING (12.5205981 49.5826156, 12.5205846 49.5825585, 12.5205025 49.5823576)",,,
153592017,St 2154,Marktplatz,secondary,50,False,False,65.254,"LINESTRING (12.5205981 49.5826156, 12.5208851 49.5825779, 12.5209971 49.5825597, 12.5210811 49.5825283, 12.5211893 49.5824895, 12.5212659 49.5824472, 12.5213853 49.5823637)",,,
"[80228944, 80228932, 993583149]",St 2155,"['Bahnhofstraße', 'Moosbacher Straße']",secondary,50,False,False,144.883,"LINESTRING (12.5165838 49.5810962, 12.5166957 49.5810956, 12.5168074 49.581113, 12.5168983 49.5811399, 12.5169756 49.5811711, 12.5170401 49.581216, 12.5171018 49.5812721, 12.5171398 49.581324, 12.5171689 49.5813639, 12.5171888 49.5813954, 12.5172348 49.5814685, 12.5173849 49.5816253, 12.5175179 49.5817666, 12.5176306 49.5818661, 12.5177232 49.5819482, 12.5178498 49.5820244)",2,,
153591793,,Kapellenstraße,unclassified,50,False,False,136.33100000000002,"LINESTRING (12.5165838 49.5810962, 12.5165179 49.5810078, 12.5164169 49.5809252, 12.5161582 49.5807569, 12.5160434 49.580644, 12.5158854 49.5804654, 12.5157741 49.5802966, 12.515616 49.5800575)",,,
153591748,,Bahnhofstraße,residential,,False,False,83.36,"LINESTRING (12.5178498 49.5820244, 12.5177136 49.5820766, 12.5175923 49.582123, 12.5167701 49.5822802)",,,
"[153591913, 31672005, 153591910]",St 2155,Bahnhofstraße,secondary,50,False,False,91.426,"LINESTRING (12.5178498 49.5820244, 12.5181816 49.5822078, 12.5184223 49.5823409, 12.5185275 49.5824032, 12.5185753 49.582435, 12.5187452 49.5825394, 12.5188047 49.5825642)",2,yes,
"[80228944, 80228932, 993583149]",St 2155,"['Bahnhofstraße', 'Moosbacher Straße']",secondary,50,False,True,144.88300000000004,"LINESTRING (12.5178498 49.5820244, 12.5177232 49.5819482, 12.5176306 49.5818661, 12.5175179 49.5817666, 12.5173849 49.5816253, 12.5172348 49.5814685, 12.5171888 49.5813954, 12.5171689 49.5813639, 12.5171398 49.581324, 12.5171018 49.5812721, 12.5170401 49.581216, 12.5169756 49.5811711, 12.5168983 49.5811399, 12.5168074 49.581113, 12.5166957 49.5810956, 12.5165838 49.5810962)",2,,
29423861,,Loisbachstraße,residential,50,False,False,87.007,"LINESTRING (12.5188047 49.5825642, 12.5188476 49.5826944, 12.5189886 49.5829581, 12.5190277 49.5830132, 12.519212 49.5832988)",,,
"[153591913, 31672005, 153591910]",St 2155,Bahnhofstraße,secondary,50,False,True,91.426,"LINESTRING (12.5188047 49.5825642, 12.5187452 49.5825394, 12.5185753 49.582435, 12.5185275 49.5824032, 12.5184223 49.5823409, 12.5181816 49.5822078, 12.5178498 49.5820244)",2,yes,
"[175501986, 631455997]",St 2155,Bahnhofstraße,secondary,50,False,False,104.578,"LINESTRING (12.5188047 49.5825642, 12.5188611 49.5825836, 12.518978 49.5826165, 12.5194749 49.5827096, 12.5195726 49.5827226, 12.5196265 49.5827282, 12.5197023 49.5827327, 12.5197844 49.582732, 12.5199489 49.5827155, 12.5202062 49.5826799)",2,,
27824848,St 2154,Waidhauser Straße,secondary,50,False,True,5.856,"LINESTRING (12.520331 49.5834534, 12.520263 49.5834822)",2,,
27824838,St 2154,Waidhauser Straße,secondary,50,False,False,98.336,"LINESTRING (12.520331 49.5834534, 12.5203948 49.5834141, 12.5204437 49.5833665, 12.5204866 49.5833042, 12.5205088 49.5832234, 12.5204876 49.5829566, 12.520482 49.5828731, 12.5205025 49.5827957, 12.520551 49.5826952, 12.5205981 49.5826156)",,,
29072476,,Singerstraße,residential,50,False,False,8.639,"LINESTRING (12.520331 49.5834534, 12.5203631 49.583493, 12.5203759 49.5835249)",,,
26809671,,Pfarrer-Bayer-Straße,residential,50,False,False,12.915,"LINESTRING (12.5223903 49.5830192, 12.5222597 49.5829397)",,,4.5
26809671,,Pfarrer-Bayer-Straße,residential,50,False,True,82.06,"LINESTRING (12.5223903 49.5830192, 12.522714 49.5832003, 12.5230076 49.5833311, 12.52331 49.583451)",,,4.5
30321382,,Obere Bachgasse,residential,,False,False,129.379,"LINESTRING (12.5223903 49.5830192, 12.5229784 49.582794, 12.5234731 49.5825889, 12.5236731 49.5825208, 12.5239584 49.5824639)",,,
30321382,,Obere Bachgasse,residential,,False,True,129.37900000000002,"LINESTRING (12.5239584 49.5824639, 12.5236731 49.5825208, 12.5234731 49.5825889, 12.5229784 49.582794, 12.5223903 49.5830192)",,,
153591790,,Heubachgasse,residential,,False,False,163.608,"LINESTRING (12.5239584 49.5824639, 12.5238069 49.5823886, 12.5235823 49.5821843, 12.5232569 49.5818914, 12.5231608 49.581805, 12.5230771 49.581754, 12.5230049 49.5817214, 12.5224981 49.5816459, 12.5222918 49.5815571)",,,
153591790,,Heubachgasse,residential,,False,True,23.692,"LINESTRING (12.5239584 49.5824639, 12.5241547 49.5825377, 12.5242358 49.5825775)",,,
27176514,,Schellenbachstraße,residential,,False,False,202.85,"LINESTRING (12.5242358 49.5825775, 12.5243536 49.5825481, 12.5246445 49.5824756, 12.5251635 49.5823715, 12.5254444 49.582338, 12.5257758 49.5823358, 12.526127 49.5823575, 12.5269584 49.5825069)",,,
