osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,junction,bridge,width
24972061,True,L 82,Koblenzer Straße,secondary,False,78.026,"LINESTRING (7.2538724 50.5434595, 7.2540582 50.5434506, 7.2542608 50.5434382, 7.2549724 50.5433987)",,,,,
26257215,True,,Koblenzer Straße,residential,False,43.528,"LINESTRING (7.2538724 50.5434595, 7.2536767 50.5434616, 7.2532598 50.5434953)",,,,,
55790596,False,L 82,Rheinstraße,secondary,False,234.88,"LINESTRING (7.2538724 50.5434595, 7.2537431 50.5433266, 7.2535191 50.5430892, 7.2534136 50.5429676, 7.253261 50.5428476, 7.2529738 50.5426747, 7.2527028 50.5425089, 7.2524244 50.5423526, 7.2522231 50.542234, 7.2519912 50.5421324, 7.2515442 50.5420183)",,,,,
162393310,False,L 82,Rheinstraße,secondary,True,64.191,"LINESTRING (7.2538724 50.5434595, 7.2539525 50.5435761, 7.254002 50.5436422, 7.2542571 50.5439824)",,,,,
34546650,False,,Kaiserstraße,living_street,False,44.937,"LINESTRING (7.2460066 50.5437388, 7.2466314 50.5438141)",,,,,
177223861,False,K 44,Wallstraße,tertiary,False,49.807,"LINESTRING (7.2460066 50.5437388, 7.2458526 50.5441759)",30,,,,
177223861,False,K 44,Wallstraße,tertiary,True,55.159,"LINESTRING (7.2460066 50.5437388, 7.2461168 50.5434526, 7.2462155 50.5432612)",30,,,,
"[26257212, 26257213]",True,,"['Bachovenstraße', 'Markt']",living_street,False,32.505,"LINESTRING (7.2491183 50.5445621, 7.2492101 50.5445581, 7.2493727 50.5445717, 7.2495343 50.5446021, 7.2495688 50.5446073)",,,,,
27185521,True,,Markt,living_street,False,45.317,"LINESTRING (7.2491183 50.5445621, 7.249159 50.5444682, 7.2492508 50.5443108, 7.2492794 50.5442279, 7.2492483 50.544174)",,,,,
36938283,False,,Im Allen,residential,False,53.169999999999995,"LINESTRING (7.2518213 50.5445063, 7.2515621 50.5443743, 7.2515013 50.5443478, 7.2514745 50.5443111, 7.251441 50.5442088, 7.2513912 50.5441844, 7.2513377 50.5441748)",,,,,
71267260,True,,Judengasse,residential,False,124.01400000000001,"LINESTRING (7.2518213 50.5445063, 7.2519335 50.5443997, 7.2520734 50.5442691, 7.2520921 50.5442538, 7.2521537 50.544204, 7.2526593 50.5436297, 7.2526905 50.5435437)",,,,,
26257215,True,,Koblenzer Straße,residential,False,117.889,"LINESTRING (7.2526905 50.5435437, 7.2526043 50.5435383, 7.2522336 50.5434961, 7.2519109 50.5434683, 7.2516867 50.5434644, 7.251033 50.5434921)",,,,,
34371206,True,,Koblenzer Straße,residential,False,57.589,"LINESTRING (7.251033 50.5434921, 7.2502198 50.5435263)",,,,,
26257216,True,,Tuchergasse,living_street,False,110.162,"LINESTRING (7.251033 50.5434921, 7.2510509 50.5433772, 7.2512361 50.5428333, 7.2513515 50.5425231)",,,,,
55790596,False,L 82,Rheinstraße,secondary,False,87.985,"LINESTRING (7.2515442 50.5420183, 7.2504002 50.541706)",,,,,
56457438,False,,Tuchergasse,residential,False,24.162,"LINESTRING (7.2515442 50.5420183, 7.2516487 50.5418114)",,,,,
55790596,False,L 82,Rheinstraße,secondary,True,234.88,"LINESTRING (7.2515442 50.5420183, 7.2519912 50.5421324, 7.2522231 50.542234, 7.2524244 50.5423526, 7.2527028 50.5425089, 7.2529738 50.5426747, 7.253261 50.5428476, 7.2534136 50.5429676, 7.2535191 50.5430892, 7.2537431 50.5433266, 7.2538724 50.5434595)",,,,,
71267246,True,,Ausdorferstraße,residential,False,26.781,"LINESTRING (7.247445 50.5429643, 7.2471404 50.542821)",,,,,
36938286,False,,Eulengasse,living_street,True,241.82000000000002,"LINESTRING (7.247445 50.5429643, 7.2477644 50.5426975, 7.2478675 50.5426232, 7.2482473 50.5424124, 7.2485952 50.5421859, 7.2490442 50.5417942, 7.2490691 50.5417831, 7.2490959 50.5417812, 7.2496455 50.5419388, 7.2499305 50.5420217)",,,,,
36938284,True,,Ausdorferstraße,living_street,False,44.741,"LINESTRING (7.2492483 50.544174, 7.2488847 50.5438446)",,,,,
34371207,True,,Koblenzer Straße,living_street,False,27.872,"LINESTRING (7.2492483 50.544174, 7.2493974 50.5439989, 7.249435 50.5439532)",,,,,
"[178852972, 188266591]",False,L 82,Barbarossastraße,secondary,False,107.697,"LINESTRING (7.2487749 50.5458828, 7.2479918 50.5458846, 7.2478188 50.5458812, 7.2476802 50.5458783, 7.2473927 50.5458712, 7.2472512 50.5458681)",50,2,,,
"[772280074, 772280075, 29223477]",False,,Jahnstraße,residential,True,118.077,"LINESTRING (7.2487749 50.5458828, 7.2487566 50.5460827, 7.2487537 50.5461147, 7.2486752 50.5469428)",30,,,,
"[188266592, 772280076]",False,L 82,Barbarossastraße,secondary,True,48.007000000000005,"LINESTRING (7.2487749 50.5458828, 7.2490158 50.5458871, 7.2494537 50.5459006)",50,2,,,
44962164,False,L 82,Kölner Straße,secondary,True,27.398,"LINESTRING (7.245889 50.5457647, 7.2458568 50.5457852, 7.2458177 50.54581, 7.2457918 50.5458265, 7.2456203 50.5459423)",50,2,,,
101516139,True,,,secondary,False,17.471,"LINESTRING (7.245889 50.5457647, 7.2458657 50.5457398, 7.2458555 50.545714, 7.2458575 50.5456684, 7.2458957 50.545618)",,1,roundabout,,
177223861,False,K 44,Wallstraße,tertiary,True,166.05,"LINESTRING (7.2458957 50.545618, 7.2458641 50.5455923, 7.2458205 50.5455567, 7.2457121 50.5454441, 7.245673 50.5453616, 7.2456526 50.5452965, 7.2456373 50.5451737, 7.245657 50.544968, 7.2458526 50.5441759)",30,,,,
177284842,True,,,secondary,False,15.404,"LINESTRING (7.2458957 50.545618, 7.2459397 50.5455976, 7.2459915 50.5455868, 7.246046 50.5455866, 7.2460979 50.5455972)",,1,roundabout,,
101516141,True,,,secondary,False,24.195,"LINESTRING (7.2461769 50.5457439, 7.246146 50.5457714, 7.2460976 50.5457945, 7.2460509 50.5458019, 7.2459889 50.5458022, 7.2459356 50.5457912, 7.245889 50.5457647)",,1,roundabout,,
"[115480500, 188266590, 188266591]",False,L 82,Barbarossastraße,secondary,True,78.268,"LINESTRING (7.2461769 50.5457439, 7.2462032 50.5457521, 7.2462567 50.5457688, 7.2463164 50.5457875, 7.2464281 50.5458194, 7.2464443 50.5458223, 7.2465188 50.5458355, 7.2465932 50.5458443, 7.2466802 50.5458546, 7.2467415 50.5458563, 7.2468389 50.5458574, 7.2472512 50.5458681)",50,2,,,
27273399,True,,Mühlenbachstraße,living_street,False,23.287999999999997,"LINESTRING (7.2460979 50.5455972, 7.2463298 50.5454962, 7.2463707 50.5454797)",,,,,
177284842,True,,,secondary,False,19.016,"LINESTRING (7.2460979 50.5455972, 7.2461416 50.5456171, 7.2461737 50.5456445, 7.2461912 50.5456769, 7.2461923 50.5457111, 7.2461769 50.5457439)",,1,roundabout,,
27273457,False,,Friedrich-Ebert-Straße,residential,False,49.708,"LINESTRING (7.2458526 50.5441759, 7.2451751 50.5440556)",,,,,
177223861,False,K 44,Wallstraße,tertiary,True,49.807,"LINESTRING (7.2458526 50.5441759, 7.2460066 50.5437388)",30,,,,
177223861,False,K 44,Wallstraße,tertiary,False,166.04999999999998,"LINESTRING (7.2458526 50.5441759, 7.245657 50.544968, 7.2456373 50.5451737, 7.2456526 50.5452965, 7.245673 50.5453616, 7.2457121 50.5454441, 7.2458205 50.5455567, 7.2458641 50.5455923, 7.2458957 50.545618)",30,,,,
30326280,False,,Am Hellenberg,residential,False,120.19300000000001,"LINESTRING (7.2430397 50.5434241, 7.2429062 50.5436183, 7.2428427 50.5437857, 7.2428186 50.543995, 7.2428187 50.5441519, 7.2428519 50.5443191, 7.2429172 50.5444752)",,,,,
"[27273457, 70930269]",False,,Friedrich-Ebert-Straße,residential,True,167.427,"LINESTRING (7.2430397 50.5434241, 7.24345 50.5436022, 7.2438886 50.5437578, 7.2443284 50.5438755, 7.2446506 50.5439483, 7.2451751 50.5440556)",,,,,
"[70788153, 70930271]",False,,Königsberger Straße,residential,True,127.317,"LINESTRING (7.2430397 50.5434241, 7.2434755 50.5428701, 7.2438181 50.5423917)",,,,,
128791320,False,K 44,Westumer Straße,tertiary,False,152.66699999999997,"LINESTRING (7.2442039 50.5417478, 7.2449616 50.5419139, 7.2453453 50.5420116, 7.2455995 50.5420885, 7.2458388 50.5421599, 7.2460413 50.5422246, 7.2461848 50.542286)",50,2,,,
128791320,False,K 44,Westumer Straße,tertiary,True,119.165,"LINESTRING (7.2442039 50.5417478, 7.2432395 50.5415278, 7.24294 50.5414518, 7.242625 50.5413719)",50,2,,,
30326280,False,,Am Hellenberg,residential,True,91.80199999999999,"LINESTRING (7.243425 50.5452351, 7.2430736 50.5447148, 7.2429172 50.5444752)",,,,,
44962163,False,,Am Hellenberg,residential,False,116.49899999999998,"LINESTRING (7.243425 50.5452351, 7.2436356 50.5454229, 7.2438345 50.5456078, 7.2440923 50.5457865, 7.2443993 50.5459058, 7.2445774 50.5459514)",,,,,
44962163,False,,Am Hellenberg,residential,True,29.362,"LINESTRING (7.2449809 50.5460145, 7.2445774 50.5459514)",,,,,
162393332,False,,Landskroner Straße,residential,True,37.02,"LINESTRING (7.2449809 50.5460145, 7.2445164 50.5461685)",,,,,
"[44962162, 115480502]",False,,Landskroner Straße,residential,False,51.902,"LINESTRING (7.2449809 50.5460145, 7.2453624 50.5458794, 7.2453845 50.545874, 7.2454028 50.5458719, 7.2454367 50.5458712, 7.245485 50.5458758, 7.2455107 50.545882, 7.2455314 50.5458904, 7.2456203 50.5459423)",,,,,
44962164,False,L 82,Kölner Straße,secondary,False,27.398,"LINESTRING (7.2456203 50.5459423, 7.2457918 50.5458265, 7.2458177 50.54581, 7.2458568 50.5457852, 7.245889 50.5457647)",50,2,,,
"[44962162, 115480502]",False,,Landskroner Straße,residential,True,51.902,"LINESTRING (7.2456203 50.5459423, 7.2455314 50.5458904, 7.2455107 50.545882, 7.245485 50.5458758, 7.2454367 50.5458712, 7.2454028 50.5458719, 7.2453845 50.545874, 7.2453624 50.5458794, 7.2449809 50.5460145)",,,,,
204040114,False,L 82,Kölner Straße,secondary,True,75.785,"LINESTRING (7.2456203 50.5459423, 7.2455392 50.5460028, 7.2454128 50.5461209, 7.2453652 50.5461781, 7.2453323 50.5462177, 7.245172 50.5465523)",50,2,,,
30326209,False,,Welfenstraße,residential,True,160.827,"LINESTRING (7.242773 50.5478353, 7.2426002 50.5466623, 7.2425599 50.5463953)",,,,,
162393318,False,,Hohenstaufenstraße,residential,False,105.622,"LINESTRING (7.242773 50.5478353, 7.2436667 50.5477835, 7.2442639 50.5477725)",,,,,
30326209,False,,Welfenstraße,residential,False,160.827,"LINESTRING (7.2425599 50.5463953, 7.2426002 50.5466623, 7.242773 50.5478353)",,,,,
162393332,False,,Landskroner Straße,residential,False,140.669,"LINESTRING (7.2425599 50.5463953, 7.2437369 50.5462855, 7.2444453 50.5461829, 7.2445164 50.5461685)",,,,,
162393332,False,,Landskroner Straße,residential,False,37.02,"LINESTRING (7.2445164 50.5461685, 7.2449809 50.5460145)",,,,,
30326207,False,,Kuhbachweg,residential,False,179.357,"LINESTRING (7.2445164 50.5461685, 7.2444327 50.5464765, 7.2442639 50.5477725)",,,,,
30326207,False,,Kuhbachweg,residential,True,24.525,"LINESTRING (7.2445164 50.5461685, 7.2445468 50.546069, 7.2445774 50.5459514)",,,,,
