osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref
60774090,2,Schulstraße,residential,30,False,True,109.407,"LINESTRING (12.9673914 53.2272409, 12.9689637 53.2269543)",
60774090,2,Schulstraße,residential,30,False,False,109.407,"LINESTRING (12.9689637 53.2269543, 12.9673914 53.2272409)",
289603393,3,Schulstraße,residential,30,False,True,31.041,"LINESTRING (12.9689637 53.2269543, 12.9692715 53.2267446)",
"[289603392, 224918438]",3,Schulstraße,residential,30,False,False,366.07,"LINESTRING (12.9689637 53.2269543, 12.9673717 53.2281099, 12.9679078 53.2291376, 12.9682046 53.2297065, 12.9682651 53.2298226)",
77815997,1,Schulstraße,residential,,False,False,167.22899999999998,"LINESTRING (12.9704388 53.2254299, 12.9702755 53.2257565, 12.9702012 53.2258776, 12.9700869 53.226015, 12.9697091 53.2264146, 12.9692715 53.2267446)",
77815989,,Am Kirchberg,residential,,False,True,65.932,"LINESTRING (12.9700143 53.2241972, 12.9701772 53.2241485, 12.9702472 53.2240739, 12.9702446 53.2239637, 12.9700947 53.2239015, 12.969955 53.2238817, 12.969801 53.223894)",
710569210,2,Dorfstraße Wustrow,primary,50,False,True,36.620000000000005,"LINESTRING (12.9700143 53.2241972, 12.9699182 53.2240414, 12.969801 53.223894)",B 122
"[387422776, 710569210]",2,Dorfstraße Wustrow,primary,50,False,False,312.14300000000003,"LINESTRING (12.9700143 53.2241972, 12.9702957 53.2247446, 12.9704164 53.2249684, 12.9705183 53.2251985, 12.9705452 53.2253401, 12.9705518 53.2256908, 12.9705507 53.2257242, 12.9705485 53.2259025, 12.9705248 53.2263851, 12.9704553 53.2266678, 12.9703449 53.2269478)",B 122
1229717333,2,Dorfstraße Wustrow,primary,,False,False,59.028,"LINESTRING (12.9703449 53.2269478, 12.9701298 53.2274628)",B 122
77816016,3,Schulstraße,residential,30,False,True,75.105,"LINESTRING (12.9703449 53.2269478, 12.9701127 53.2269221, 12.9695307 53.2268049, 12.9692715 53.2267446)",
"[387422776, 710569210]",2,Dorfstraße Wustrow,primary,50,False,True,312.14300000000003,"LINESTRING (12.9703449 53.2269478, 12.9704553 53.2266678, 12.9705248 53.2263851, 12.9705485 53.2259025, 12.9705507 53.2257242, 12.9705518 53.2256908, 12.9705452 53.2253401, 12.9705183 53.2251985, 12.9704164 53.2249684, 12.9702957 53.2247446, 12.9700143 53.2241972)",B 122
289603393,3,Schulstraße,residential,30,False,False,31.041,"LINESTRING (12.9692715 53.2267446, 12.9689637 53.2269543)",
77815997,1,Schulstraße,residential,,False,True,167.22899999999998,"LINESTRING (12.9692715 53.2267446, 12.9697091 53.2264146, 12.9700869 53.226015, 12.9702012 53.2258776, 12.9702755 53.2257565, 12.9704388 53.2254299)",
77816016,3,Schulstraße,residential,30,False,False,75.10499999999999,"LINESTRING (12.9692715 53.2267446, 12.9695307 53.2268049, 12.9701127 53.2269221, 12.9703449 53.2269478)",
77815989,,Am Kirchberg,residential,,False,False,65.932,"LINESTRING (12.969801 53.223894, 12.969955 53.2238817, 12.9700947 53.2239015, 12.9702446 53.2239637, 12.9702472 53.2240739, 12.9701772 53.2241485, 12.9700143 53.2241972)",
710569210,2,Dorfstraße Wustrow,primary,50,False,False,36.620000000000005,"LINESTRING (12.969801 53.223894, 12.9699182 53.2240414, 12.9700143 53.2241972)",B 122
92673958,,Am Kalkberg,residential,,True,False,31.032,"LINESTRING (12.9714523 53.227721, 12.9712816 53.2279807)",
712150541,2,Dorfstraße Wustrow,primary,,False,True,148.69,"LINESTRING (12.9695936 53.2287609, 12.9701298 53.2274628)",B 122
92673958,,Am Kalkberg,residential,,True,False,46.531,"LINESTRING (12.9712816 53.2279807, 12.9711948 53.2281128, 12.9710844 53.2283813)",
116648331,,Am Kalkberg,residential,,True,False,59.138999999999996,"LINESTRING (12.9712816 53.2279807, 12.9714558 53.2282076, 12.9710844 53.2283813)",
116648332,,Am Kalkberg,residential,,False,False,92.601,"LINESTRING (12.9701298 53.2274628, 12.9714683 53.2276897)",
712150541,2,Dorfstraße Wustrow,primary,,False,False,148.69,"LINESTRING (12.9701298 53.2274628, 12.9695936 53.2287609)",B 122
1229717333,2,Dorfstraße Wustrow,primary,,False,True,59.028,"LINESTRING (12.9701298 53.2274628, 12.9703449 53.2269478)",B 122
116648332,,Am Kalkberg,residential,,False,True,92.601,"LINESTRING (12.9714683 53.2276897, 12.9701298 53.2274628)",
92673958,,Am Kalkberg,residential,,True,False,151.684,"LINESTRING (12.9710844 53.2283813, 12.9708622 53.228922, 12.9707334 53.2289734, 12.9695936 53.2287609)",
337139406,,Am Turmbusch,residential,,False,False,205.76000000000005,"LINESTRING (12.9657299 53.2296886, 12.9658874 53.2297989, 12.9665211 53.2301736, 12.9666901 53.2302483, 12.9668072 53.2302506, 12.9670895 53.2301311, 12.9673756 53.2300391, 12.9676614 53.2299724, 12.9678825 53.2299207, 12.9682651 53.2298226)",
"[289603392, 224918438]",3,Schulstraße,residential,30,False,True,366.07,"LINESTRING (12.9682651 53.2298226, 12.9682046 53.2297065, 12.9679078 53.2291376, 12.9673717 53.2281099, 12.9689637 53.2269543)",
337139406,,Am Turmbusch,residential,,False,True,205.76,"LINESTRING (12.9682651 53.2298226, 12.9678825 53.2299207, 12.9676614 53.2299724, 12.9673756 53.2300391, 12.9670895 53.2301311, 12.9668072 53.2302506, 12.9666901 53.2302483, 12.9665211 53.2301736, 12.9658874 53.2297989, 12.9657299 53.2296886)",
