osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,width,lanes,junction,access
"[376929360, 155283413]","['Am Schlößchen', 'Kirchstraße']",residential,False,"[False, True]",163.964,"LINESTRING (10.2321282 50.4591484, 10.2320931 50.459124, 10.2320784 50.4590867, 10.2321063 50.4589665, 10.2321354 50.4588989, 10.2321712 50.4588313, 10.2322218 50.4587438, 10.2322459 50.4586821, 10.2322293 50.4586358, 10.2321649 50.4585916, 10.2320842 50.4585571, 10.2319798 50.4585257, 10.231929 50.4584952, 10.231911 50.4584598, 10.2319109 50.4583953, 10.2319109 50.458369, 10.2319108 50.458302, 10.2318685 50.4578021)",,,,,,,
155283456,Bleichgarten,residential,False,False,119.46300000000001,"LINESTRING (10.2369851 50.4575138, 10.2368936 50.4577084, 10.2365215 50.4585468)",,,,,,,
155283456,Bleichgarten,residential,False,True,119.46300000000001,"LINESTRING (10.2365215 50.4585468, 10.2368936 50.4577084, 10.2369851 50.4575138)",,,,,,,
235011147,Paulinenstraße,primary,False,False,75.637,"LINESTRING (10.2365215 50.4585468, 10.23632 50.4585153, 10.2358692 50.4584647, 10.2354749 50.458411)",B 285,50,,,,,
74149656,,residential,False,False,50.435,"LINESTRING (10.2331578 50.4564992, 10.2331624 50.4564341, 10.23318 50.4563242, 10.2332243 50.4560477)",,DE:urban,,,,,
74149656,,residential,False,True,45.293,"LINESTRING (10.2331578 50.4564992, 10.2331076 50.45672, 10.2330681 50.4569025)",,DE:urban,,,,,
"[40952403, 479129309]",Gartenstraße,residential,False,False,155.959,"LINESTRING (10.2331578 50.4564992, 10.2338088 50.4565369, 10.2350807 50.4566067, 10.2353525 50.4566207)",,50,,,2,,
479129309,Gartenstraße,residential,False,True,175.88799999999998,"LINESTRING (10.2331578 50.4564992, 10.2309845 50.4563432, 10.2306887 50.4563233)",,50,,,2,,
479129310,Torgasse,tertiary,True,False,13.326,"LINESTRING (10.2304217 50.4565402, 10.2303194 50.4564396)",NES 34,,,,1,,
"[41042792, 155283449, 74152602, 41042794]",Torgasse,tertiary,False,True,141.662,"LINESTRING (10.2304217 50.4565402, 10.230463 50.4566447, 10.2304671 50.4566644, 10.2304957 50.4568903, 10.2304729 50.4569889, 10.2303991 50.4571061, 10.2302895 50.4572263, 10.2302266 50.4573712, 10.2301844 50.4577748)",NES 34,50,yes,,,,
48948455,,tertiary,True,False,5.586,"LINESTRING (10.2302991 50.4562318, 10.2303712 50.4562522)",NES 34,50,,,1,roundabout,
479129311,Auf der Bündt,residential,True,False,9.494,"LINESTRING (10.2302991 50.4562318, 10.2303806 50.456164)",,,,,1,,
"[938942169, 48948455]",,tertiary,True,False,21.073999999999998,"LINESTRING (10.2303194 50.4564396, 10.2302614 50.4564445, 10.2302282 50.4564415, 10.2301747 50.4564264, 10.2301465 50.4564113, 10.2301141 50.4563802, 10.230101 50.4563484)",NES 34,50,,,1,roundabout,
48948455,,tertiary,True,False,15.203,"LINESTRING (10.2301186 50.4562885, 10.2301539 50.4562587, 10.2301937 50.4562413, 10.2302498 50.4562307, 10.2302991 50.4562318)",NES 34,50,,,1,roundabout,
74149656,,residential,False,True,50.435,"LINESTRING (10.2332243 50.4560477, 10.23318 50.4563242, 10.2331624 50.4564341, 10.2331578 50.4564992)",,DE:urban,,,,,
155283405,Alexanderstraße,residential,False,False,94.608,"LINESTRING (10.2266983 50.458171, 10.2267417 50.4584822, 10.2268164 50.4590185)",,,,6,,,
954763292,Marktstraße,primary,False,True,253.23900000000003,"LINESTRING (10.2266983 50.458171, 10.2271491 50.4580206, 10.2274673 50.45795, 10.2278534 50.4579277, 10.2281689 50.4579122, 10.2284747 50.457894, 10.2285029 50.4578918, 10.2286288 50.4578821, 10.2294203 50.4578211, 10.2299761 50.4577874, 10.2301844 50.4577748)",B 285,50,,,,,
93592307,,residential,False,False,90.184,"LINESTRING (10.2333839 50.4646643, 10.233397 50.4644003, 10.2335418 50.4643542, 10.2340356 50.4643542, 10.2342268 50.4643099)",,,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,False,23.433,"LINESTRING (10.2342268 50.4643099, 10.2342612 50.4645195)",,,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,True,90.25500000000001,"LINESTRING (10.2342268 50.4643099, 10.2341588 50.4640729, 10.2340906 50.4638442, 10.2340832 50.4638119, 10.2340605 50.4637118, 10.2340048 50.4635107)",,,,,,,
93592307,,residential,False,True,90.184,"LINESTRING (10.2342268 50.4643099, 10.2340356 50.4643542, 10.2335418 50.4643542, 10.233397 50.4644003, 10.2333839 50.4646643)",,,,,,,
938942168,,tertiary,True,False,8.62,"LINESTRING (10.2304363 50.4563479, 10.2304205 50.4563838, 10.2304046 50.4564007, 10.2303813 50.4564149)",NES 34,50,,,1,roundabout,
"[41042795, 967515725]",,tertiary,True,False,14.684999999999999,"LINESTRING (10.230101 50.4563484, 10.2299795 50.4562991, 10.2299261 50.4562774)",NES 34,50,,,1,,
48948455,,tertiary,True,False,6.844,"LINESTRING (10.230101 50.4563484, 10.2301052 50.4563112, 10.2301186 50.4562885)",NES 34,50,,,1,roundabout,
938942168,,tertiary,True,False,7.353,"LINESTRING (10.2303712 50.4562522, 10.2304107 50.4562797, 10.2304297 50.4563059)",NES 34,50,,,1,roundabout,
163126426,Asternweg,residential,False,False,51.948,"LINESTRING (10.2398175 50.4621983, 10.2397465 50.4619891, 10.239779 50.4617368)",,50,,,,,yes
163128655,Zur Neusitz,residential,False,False,61.025999999999996,"LINESTRING (10.2379596 50.4630696, 10.2379395 50.4630183, 10.2379243 50.462882, 10.2379206 50.4628288, 10.2379397 50.4627763, 10.2379614 50.4627303, 10.2379801 50.4626811, 10.2379358 50.4625302)",,50,,,,,yes
163128742,Lehmgrube,residential,False,False,72.73,"LINESTRING (10.2388857 50.4628045, 10.2387611 50.4625952, 10.2387289 50.4625269, 10.2386653 50.4624539, 10.2385424 50.4623919, 10.2382802 50.4623372)",,50,,,,,yes
163128954,Unterm Pfaffensteig,residential,False,False,65.378,"LINESTRING (10.2369059 50.4633172, 10.2369112 50.4632349, 10.2369265 50.4631347, 10.236927 50.4630945, 10.2369588 50.4630557, 10.237038 50.4629471, 10.2370634 50.462856, 10.2370277 50.4627497)",,50,,,,,yes
"[155283410, 24606338]","['Hohe Straße', 'Friedenstraße']",residential,False,"[False, True]",90.969,"LINESTRING (10.2337945 50.4601152, 10.2339429 50.4600175, 10.2341427 50.4597882, 10.2342828 50.4595519, 10.2345327 50.459604)",,50,,,,,
"[155283410, 958823677]",Friedenstraße,residential,False,True,40.635000000000005,"LINESTRING (10.2337945 50.4601152, 10.2335824 50.4601762, 10.2334186 50.4601952, 10.2332443 50.4602036)",,"['50', '30']",,,,,
253623986,Herbartstraße,residential,False,False,99.26599999999999,"LINESTRING (10.2337945 50.4601152, 10.2350834 50.4602609, 10.2351752 50.4602505)",,50,,,,,
734151452,Friedenstraße,residential,False,True,107.387,"LINESTRING (10.2332443 50.4602036, 10.2329431 50.4602115, 10.2317277 50.460224)",,30,,,,,
751014370,Ritter-von-Halt-Straße,residential,False,False,57.849000000000004,"LINESTRING (10.2332443 50.4602036, 10.2332888 50.4605007, 10.2333218 50.4607215)",,30,,,,,
"[155283410, 958823677]",Friedenstraße,residential,False,False,40.635000000000005,"LINESTRING (10.2332443 50.4602036, 10.2334186 50.4601952, 10.2335824 50.4601762, 10.2337945 50.4601152)",,"['50', '30']",,,,,
761740218,Gebrüder-Grimm-Straße,residential,False,False,58.058,"LINESTRING (10.230885 50.4621657, 10.2317035 50.4621322)",,30,,,,,
174663703,Gebrüder-Grimm-Straße,residential,False,True,180.54399999999998,"LINESTRING (10.230885 50.4621657, 10.2308734 50.4627692, 10.2307536 50.4628374, 10.2303877 50.4628693, 10.229536 50.4628839, 10.2293282 50.4629308)",,,,,,,
"[761740218, 174663702]",Gebrüder-Grimm-Straße,residential,False,"[False, True]",177.052,"LINESTRING (10.230885 50.4621657, 10.2297761 50.4622018, 10.2293393 50.4622152, 10.2288461 50.462232, 10.2285605 50.4622302, 10.2283866 50.4622353)",,30,,,,,
174663703,Gebrüder-Grimm-Straße,residential,False,False,180.54399999999998,"LINESTRING (10.2293282 50.4629308, 10.229536 50.4628839, 10.2303877 50.4628693, 10.2307536 50.4628374, 10.2308734 50.4627692, 10.230885 50.4621657)",,,,,,,
155283431,Burgstraße,residential,False,True,64.215,"LINESTRING (10.2280607 50.4636553, 10.2280927 50.4634849, 10.2281685 50.4630819)",,,,,,,
174663711,Wartburgstraße,residential,False,True,258.025,"LINESTRING (10.2280607 50.4636553, 10.2312475 50.4636798, 10.2317056 50.4636721)",,,,,,,
74149656,,residential,False,False,45.293,"LINESTRING (10.2330681 50.4569025, 10.2331076 50.45672, 10.2331578 50.4564992)",,DE:urban,,,,,
155283457,Sulzweg,residential,False,True,8.273,"LINESTRING (10.2351752 50.4602505, 10.2352329 50.4603152)",,DE:urban,,,,,
155283457,Sulzweg,residential,False,False,85.068,"LINESTRING (10.2351752 50.4602505, 10.2350966 50.4601734, 10.2345327 50.459604)",,DE:urban,,,,,
253623986,Herbartstraße,residential,False,True,99.26599999999999,"LINESTRING (10.2351752 50.4602505, 10.2350834 50.4602609, 10.2337945 50.4601152)",,50,,,,,
479129309,Gartenstraße,residential,False,False,175.88799999999998,"LINESTRING (10.2306887 50.4563233, 10.2309845 50.4563432, 10.2331578 50.4564992)",,50,,,2,,
479129313,Gartenstraße,residential,True,False,18.076999999999998,"LINESTRING (10.2306887 50.4563233, 10.2305772 50.4563342, 10.2304363 50.4563479)",,50,,,,,
479129308,,tertiary,False,False,61.817,"LINESTRING (10.2299261 50.4562774, 10.2290853 50.4561274)",NES 34,20,,,2,,
"[479129312, 967515726]",,tertiary,True,False,13.684,"LINESTRING (10.2299261 50.4562774, 10.2299825 50.4562807, 10.2301186 50.4562885)",NES 34,50,,,1,,
479129314,Torgasse,tertiary,True,False,14.223,"LINESTRING (10.2303813 50.4564149, 10.2304217 50.4565402)",NES 34,50,,,1,,
938942169,,tertiary,True,False,5.232,"LINESTRING (10.2303813 50.4564149, 10.2303623 50.4564265, 10.2303194 50.4564396)",NES 34,50,,,1,roundabout,
820932939,Bahnhofstraße,residential,False,True,126.108,"LINESTRING (10.2338422 50.4559788, 10.2341143 50.4560137, 10.2344433 50.4560081, 10.2348492 50.4559914, 10.2351015 50.4559942, 10.2352149 50.4560395, 10.2354864 50.4562103)",,,,,,,
