osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,junction
"[464729441, 33971231, 33971229, 5118175]","['2', '3']",Potthof,tertiary,50,False,False,212.31799999999998,yes,"LINESTRING (7.3529842 51.9278905, 7.3532279 51.927897, 7.3534923 51.9279437, 7.3536529 51.9279901, 7.3536969 51.9280015, 7.3549439 51.9284019, 7.3550702 51.9284394, 7.355251 51.9285003, 7.3554783 51.9285585, 7.3556547 51.9285807, 7.3558288 51.9285808)",,
"[464729440, 376827427, 6584779]","['2', '3']","['Potthof', 'Daruper Straße']",tertiary,50,False,"[False, True]",142.40800000000002,,"LINESTRING (7.3529842 51.9278905, 7.3528492 51.9279011, 7.3527316 51.927922, 7.3526124 51.9279525, 7.3522254 51.9281197, 7.3519974 51.9282814, 7.3518356 51.9284102, 7.3515022 51.9287216)",K 18,
113521569,,Dülmener Straße,tertiary,50,False,True,64.39099999999999,,"LINESTRING (7.3529842 51.9278905, 7.3529994 51.9277522, 7.3531341 51.927582, 7.3533465 51.9273678)",K 18,
181153022,,Stiftsstraße,unclassified,,False,True,17.429,,"LINESTRING (7.3558288 51.9285808, 7.35585 51.928737)",,
"[464729441, 5118175, 33971229, 33971231]","['2', '3']",Potthof,tertiary,50,False,True,212.318,yes,"LINESTRING (7.3558288 51.9285808, 7.3556547 51.9285807, 7.3554783 51.9285585, 7.355251 51.9285003, 7.3550702 51.9284394, 7.3549439 51.9284019, 7.3536969 51.9280015, 7.3536529 51.9279901, 7.3534923 51.9279437, 7.3532279 51.927897, 7.3529842 51.9278905)",,
"[38220832, 181153018]",2,,tertiary,50,False,False,50.948,,"LINESTRING (7.3558288 51.9285808, 7.3560035 51.92856, 7.3561776 51.9285166, 7.3564426 51.9284666, 7.3565425 51.9284619)",,
5118174,1,,tertiary,50,True,False,31.224999999999994,,"LINESTRING (7.3596249 51.9295063, 7.3596426 51.929477, 7.3596722 51.9294517, 7.3597115 51.9294321, 7.3597579 51.9294196, 7.3598079 51.9294151, 7.3598581 51.9294189, 7.3599049 51.9294308, 7.359945 51.9294498, 7.3599755 51.9294747)",,roundabout
"[38220833, 464729444]","['2', '3']",Mauritzstraße,tertiary,50,False,True,243.45199999999997,,"LINESTRING (7.3596249 51.9295063, 7.359319 51.9294485, 7.3589897 51.9293304, 7.3569278 51.9285109, 7.3568164 51.9284829, 7.3567099 51.9284709, 7.3565425 51.9284619)",,
5118174,1,,tertiary,50,True,False,25.792999999999996,,"LINESTRING (7.3599755 51.9294747, 7.3599934 51.9295015, 7.36 51.9295302, 7.359995 51.929559, 7.3599786 51.9295862, 7.3599519 51.9296101, 7.3599166 51.9296292, 7.3598746 51.9296424, 7.3598288 51.9296488)",,roundabout
5118174,1,,tertiary,50,True,False,24.566,,"LINESTRING (7.3598288 51.9296488, 7.3597776 51.9296476, 7.3597288 51.929638, 7.3596859 51.9296208, 7.3596521 51.9295971, 7.3596297 51.9295688, 7.3596204 51.9295377, 7.3596249 51.9295063)",,roundabout
35923561,,Schapdettener Straße,tertiary,30,False,False,84.751,,"LINESTRING (7.3598288 51.9296488, 7.35984 51.9297731, 7.3598642 51.9298872, 7.3599009 51.9299676, 7.3599084 51.929984, 7.3600483 51.9301111, 7.3601532 51.9301899, 7.3601814 51.9302093, 7.3603323 51.9303145)",,
5168756,,Uphovener Weg,tertiary,50,False,False,113.21499999999999,,"LINESTRING (7.355407 51.9336952, 7.3551795 51.9340776, 7.3550658 51.9343138, 7.3548901 51.9346618)",K 18,
"[558282626, 46588509]",,Hagenstraße,tertiary,30,False,True,253.49499999999998,,"LINESTRING (7.355407 51.9336952, 7.3552275 51.9335307, 7.355065 51.9333768, 7.354878 51.933203, 7.3545373 51.9328786, 7.3543456 51.9326574, 7.3542856 51.9325412, 7.3542783 51.9324082, 7.3543007 51.9321181, 7.3542931 51.9320161, 7.35428 51.9319723, 7.3542491 51.931924, 7.3541721 51.9318865, 7.3539902 51.9318259, 7.3538125 51.931777)",K 18,
160600809,3,Daruper Straße,tertiary,50,False,False,56.538,,"LINESTRING (7.3500771 51.9298766, 7.3505931 51.92948)",K 18,
