osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width,bridge,access,junction
"[151338328, 1258296903]",Poststraße,tertiary,False,False,30.809,"LINESTRING (14.6664256 51.0988024, 14.6664733 51.09891, 14.6664882 51.0989435, 14.666544 51.0990693)",3,K 8610,50,,,,
219000438,Poststraße,tertiary,False,True,87.49000000000001,"LINESTRING (14.6664256 51.0988024, 14.6661997 51.0982601, 14.6661698 51.0981889, 14.6661136 51.0980404)",2,K 8610,50,8,,,
24510712,Jahnstraße,residential,False,False,18.224,"LINESTRING (14.6690386 51.098477, 14.6691099 51.0984379, 14.6692276 51.0983641)",,,,,,,
59452387,Bahnhofstraße,residential,False,True,82.203,"LINESTRING (14.6690386 51.098477, 14.6692694 51.098535, 14.6696426 51.0986506, 14.6698751 51.0987136, 14.6701226 51.0987621)",2,,50,,,,
80373276,Bahnhofstraße,residential,False,False,21.458,"LINESTRING (14.6690386 51.098477, 14.6688938 51.0984715, 14.6687346 51.0984911)",2,,50,,,,
24232107,Neumarkt,tertiary,False,False,66.749,"LINESTRING (14.6633322 51.0956609, 14.6634521 51.0957121, 14.663613 51.095824, 14.6636923 51.0958855, 14.6637926 51.0959646, 14.6638863 51.0960176, 14.6640136 51.096076)",2,K 8681,50,7.5,,,
"[219000435, 660102425, 1258296899, 1258296901]","['Böttchergasse', 'Neumarkt']",residential,False,False,118.689,"LINESTRING (14.6633322 51.0956609, 14.6634578 51.095592, 14.6638688 51.0955386, 14.6640115 51.0955201, 14.6641033 51.0955033, 14.6641398 51.0954676, 14.6641637 51.0953917, 14.6641696 51.0953499, 14.6641664 51.0953205, 14.6641133 51.0952852, 14.6638072 51.0950449)",,,,,,,
1258296898,Neumarkt,tertiary,False,True,19.869,"LINESTRING (14.6633322 51.0956609, 14.6632171 51.0956343, 14.6630558 51.0956258)",2,K 8681,50,7.5,,,
24557196,Bahnhofstraße,living_street,True,False,92.596,"LINESTRING (14.6674165 51.097733, 14.6679574 51.0982196, 14.668319 51.0982951)",,,,,,,
24178060,Poststraße,tertiary,False,True,14.882,"LINESTRING (14.6661136 51.0980404, 14.6660961 51.0979993, 14.6660586 51.0979111)",2,K 8610,50,,,,
24245500,Gartenstraße,living_street,True,False,97.19,"LINESTRING (14.6661136 51.0980404, 14.6673183 51.0977562, 14.6674165 51.097733)",,,,4,,,
219000438,Poststraße,tertiary,False,False,87.49000000000001,"LINESTRING (14.6661136 51.0980404, 14.6661698 51.0981889, 14.6661997 51.0982601, 14.6664256 51.0988024)",2,K 8610,50,8,,,
25070745,Sporgasse,living_street,False,False,70.436,"LINESTRING (14.6654364 51.0957332, 14.6657654 51.096332)",,,,,,,
24245503,Innere Bautzener Straße,living_street,True,False,85.97,"LINESTRING (14.6654364 51.0957332, 14.6644531 51.0960687, 14.6643436 51.0960836)",,,,,,,
1258296888,Altmarkt,living_street,True,False,2.031,"LINESTRING (14.6654364 51.0957332, 14.665448 51.0957181, 14.6654492 51.0957168)",,,,,,,
"[46111936, 46111938, 24530858]",Mühlenstraße,residential,False,True,275.615,"LINESTRING (14.6703852 51.0927069, 14.6703004 51.0926285, 14.6701372 51.092571, 14.6697924 51.0924512, 14.6697534 51.0924327, 14.6693705 51.0921421, 14.6691362 51.0920047, 14.6688635 51.0919257, 14.6687694 51.0919092, 14.6685889 51.0918804, 14.6684923 51.0918371, 14.6682236 51.0916208, 14.6682096 51.0916111, 14.6681502 51.0915636, 14.6679432 51.0914841, 14.66775 51.0914653, 14.6675525 51.0914801, 14.6673115 51.0915137, 14.6672129 51.091534)",,,,,yes,,
"[78032075, 78032085, 132064502]","['Herwigsdorfer Straße', 'Vorwerkstraße']",residential,False,"[False, True]",306.459,"LINESTRING (14.6703852 51.0927069, 14.6703397 51.0927672, 14.6703311 51.0928221, 14.6703576 51.0929089, 14.6704272 51.0930742, 14.670592 51.093328, 14.6707427 51.0935369, 14.6710293 51.0938395, 14.6715289 51.0943702, 14.6721325 51.0950116, 14.672301 51.0951285)",,,50,,,,
132064502,Herwigsdorfer Straße,residential,False,True,293.78499999999997,"LINESTRING (14.6703852 51.0927069, 14.6704682 51.0926714, 14.670922 51.0925243, 14.6715813 51.0922637, 14.6723414 51.0918708, 14.6725489 51.0918191, 14.6727616 51.0917904, 14.6733582 51.0917671, 14.6735661 51.0917288, 14.6737401 51.0916533, 14.6738636 51.0915831, 14.6740077 51.091497)",,,50,,,,
24510712,Jahnstraße,residential,False,True,93.733,"LINESTRING (14.670255 51.0978216, 14.6692276 51.0983641)",,,,,,,
80373272,Jahnstraße,residential,False,False,97.214,"LINESTRING (14.670255 51.0978216, 14.671319 51.0972578)",,,,,,,
"[40915552, 24404897]","['Am Kirschberg', 'Alexander-von-Humboldt-Straße']",residential,False,"[False, True]",144.62400000000002,"LINESTRING (14.670255 51.0978216, 14.6708974 51.0983005, 14.6702027 51.0986802, 14.6701613 51.0987226, 14.6701226 51.0987621)",,,,,,,
"[24404896, 80373273, 78032096]","['Brunnenstraße', 'Alexander-von-Humboldt-Straße']",residential,True,False,507.39699999999993,"LINESTRING (14.670255 51.0978216, 14.6689757 51.0965234, 14.6688032 51.0963727, 14.6687952 51.0963463, 14.6688099 51.0963199, 14.6689286 51.0962571, 14.6692041 51.0961786, 14.6693234 51.0961813, 14.669552 51.0961992, 14.6698785 51.0962364, 14.6700977 51.0962381, 14.6702778 51.0962139, 14.6706509 51.096173, 14.6710106 51.0961721, 14.6710634 51.0961844, 14.6713984 51.0962758, 14.6718198 51.096411, 14.6719846 51.096458, 14.6722968 51.0964899, 14.6727824 51.096539, 14.6728945 51.0965384, 14.6729844 51.0964441)",,,30,,,,
56040476,Pestalozzistraße,residential,False,True,145.58100000000002,"LINESTRING (14.6629001 51.0970827, 14.6630859 51.0973992, 14.6632194 51.0976126, 14.6632268 51.0976244, 14.6636361 51.0983076)",,,50,,,,
58786978,Äußere Bautzener Straße,residential,True,False,128.80700000000002,"LINESTRING (14.6629001 51.0970827, 14.6636067 51.0965534, 14.6639448 51.0963627, 14.6640089 51.0963262, 14.6640353 51.0962916, 14.6640969 51.0962108)",1,,50,,,,
24510711,Blumenstraße,residential,False,False,163.709,"LINESTRING (14.6679309 51.0966589, 14.668942 51.0979872)",,,,,,,
24404616,Brunnenstraße,residential,False,False,87.225,"LINESTRING (14.6679309 51.0966589, 14.6671599 51.0968776, 14.6668475 51.0969623, 14.6667898 51.0969779)",,,,,,,
"[1232196016, 30471587, 32565806]","['Brunnenstraße', 'Brücknerring']",residential,False,False,180.83100000000002,"LINESTRING (14.6679309 51.0966589, 14.668344 51.0964595, 14.6685858 51.0963268, 14.668785 51.0961612, 14.6688735 51.0960075, 14.6688464 51.095812, 14.6688318 51.0957195, 14.668706 51.0953946, 14.6686558 51.0953583, 14.6685995 51.0953165)",,,,,,,
"[46111936, 46111938, 24530858]",Mühlenstraße,residential,False,False,275.61499999999995,"LINESTRING (14.6672129 51.091534, 14.6673115 51.0915137, 14.6675525 51.0914801, 14.66775 51.0914653, 14.6679432 51.0914841, 14.6681502 51.0915636, 14.6682096 51.0916111, 14.6682236 51.0916208, 14.6684923 51.0918371, 14.6685889 51.0918804, 14.6687694 51.0919092, 14.6688635 51.0919257, 14.6691362 51.0920047, 14.6693705 51.0921421, 14.6697534 51.0924327, 14.6697924 51.0924512, 14.6701372 51.092571, 14.6703004 51.0926285, 14.6703852 51.0927069)",,,,,yes,,
"[55625899, 232029279]",Äußere Zittauer Straße,residential,False,False,245.06300000000002,"LINESTRING (14.6672129 51.091534, 14.6670024 51.091609, 14.6668966 51.0916791, 14.6668325 51.0917446, 14.6667839 51.0918232, 14.6667558 51.0919472, 14.6668097 51.0924113, 14.6667921 51.0925288, 14.6667122 51.0927777, 14.6666559 51.0929105, 14.6665235 51.0931792, 14.6665126 51.0932686, 14.6665249 51.0933856, 14.6665415 51.0934403, 14.6665743 51.0935104, 14.6666395 51.0935759)",2,,,5.5,,,
"[24530849, 55625899, 55625900]",Äußere Zittauer Straße,residential,False,True,235.12599999999998,"LINESTRING (14.6672129 51.091534, 14.6671813 51.0914552, 14.6671905 51.0913907, 14.6672498 51.091261, 14.6672855 51.0911965, 14.6674132 51.0910977, 14.6677389 51.0910013, 14.6686035 51.0909855, 14.6688387 51.0909466, 14.6691382 51.0908022, 14.6695518 51.0904001)",,,,5.5,yes,,
80373272,Jahnstraße,residential,False,True,97.214,"LINESTRING (14.671319 51.0972578, 14.670255 51.0978216)",,,,,,,
24557197,Nicolaistraße,living_street,True,False,18.898,"LINESTRING (14.6664558 51.0961945, 14.6666973 51.0961178)",,,,,,,
25149072,Rittergasse,living_street,False,True,10.402999999999999,"LINESTRING (14.6664558 51.0961945, 14.6664085 51.0962022, 14.6663116 51.096218)",,,,,,,
24557197,Nicolaistraße,living_street,True,False,73.871,"LINESTRING (14.6666973 51.0961178, 14.6665647 51.0954587)",,,,,,,
30672728,Nicolaiplatz,living_street,True,False,80.285,"LINESTRING (14.6666973 51.0961178, 14.6667693 51.0961262, 14.6668857 51.096127, 14.6672118 51.0961166, 14.6678426 51.0960798)",,,,4.8,,,
1258296896,Altmarkt,living_street,False,False,5.123,"LINESTRING (14.6665647 51.0954587, 14.6665584 51.0954128)",,,,,,,
176036813,Bankgäßchen,living_street,False,True,72.885,"LINESTRING (14.6660389 51.0955853, 14.6660393 51.095586, 14.6663116 51.096218)",,,,,,,
24557195,Innere Zittauer Straße,living_street,True,False,24.517,"LINESTRING (14.6665155 51.0950978, 14.6665009 51.0948775)",,,,4.3,,,
1258296892,Altmarkt,living_street,False,True,9.832,"LINESTRING (14.6665155 51.0950978, 14.6665275 51.0951859)",,,,,,,
25070745,Sporgasse,living_street,False,True,70.436,"LINESTRING (14.6657654 51.096332, 14.6654364 51.0957332)",,,,,,,
25149072,Rittergasse,living_street,False,False,40.194,"LINESTRING (14.6657654 51.096332, 14.6663116 51.096218)",,,,,,,
25149072,Rittergasse,living_street,False,True,39.766,"LINESTRING (14.6657654 51.096332, 14.6653062 51.0964742, 14.6652556 51.0964913)",,,,,,,
"[151690570, 1233326679]","['Straße der Jugend', 'Teichpromenade']",secondary,False,False,22.975,"LINESTRING (14.6663905 51.0937107, 14.6665672 51.09362, 14.6666395 51.0935759)",2,S 115,50,,,,
"[151689224, 1258296881]",Teichpromenade,secondary,False,True,143.059,"LINESTRING (14.6663905 51.0937107, 14.6661571 51.0938257, 14.6660025 51.0939136, 14.665849 51.0940277, 14.6653391 51.0944466, 14.6650881 51.094642, 14.6650465 51.0946743)",2,S 115,50,,,,
25555393,Handwerkerstraße,residential,False,False,99.891,"LINESTRING (14.6654161 51.0937141, 14.6653165 51.0938283, 14.6651449 51.09399, 14.6649225 51.0942004, 14.6649008 51.094221, 14.6646464 51.094442, 14.6646241 51.0944613)",,,,,,,
29029026,Friedhofstraße,residential,False,True,64.463,"LINESTRING (14.6654161 51.0937141, 14.6652813 51.093644, 14.6651423 51.0935445, 14.6649594 51.0933959, 14.6648426 51.0932655)",,,50,,,,
29029026,Friedhofstraße,residential,False,False,168.332,"LINESTRING (14.6624838 51.0935765, 14.6636052 51.0934219, 14.663819 51.0933918, 14.6648426 51.0932655)",,,50,,,,
29029026,Friedhofstraße,residential,False,False,64.46300000000001,"LINESTRING (14.6648426 51.0932655, 14.6649594 51.0933959, 14.6651423 51.0935445, 14.6652813 51.093644, 14.6654161 51.0937141)",,,50,,,,
29029026,Friedhofstraße,residential,False,True,168.332,"LINESTRING (14.6648426 51.0932655, 14.663819 51.0933918, 14.6636052 51.0934219, 14.6624838 51.0935765)",,,50,,,,
29226117,Martin-Luther-Straße,residential,False,False,141.185,"LINESTRING (14.6648426 51.0932655, 14.6645362 51.092719, 14.6642596 51.0924423, 14.6639346 51.0921414)",,,,,,,
23942201,Bahnhofstraße,living_street,False,True,18.496000000000002,"LINESTRING (14.666722 51.0968171, 14.6667576 51.0969004, 14.6667898 51.0969779)",,,,4.5,,,
29224475,Nicolaiplatz,living_street,False,False,110.598,"LINESTRING (14.666722 51.0968171, 14.6667731 51.0968111, 14.6668826 51.096777, 14.6671997 51.0966599, 14.6674623 51.0965381, 14.6677246 51.0963745, 14.6678328 51.0962837, 14.6678295 51.0961801)",,,,6,,,
46829332,Bahnhofstraße,living_street,True,False,71.682,"LINESTRING (14.666722 51.0968171, 14.6666412 51.0966247, 14.6664558 51.0961945)",,,,4.5,,,
268721718,Nicolaiplatz,living_street,True,False,11.19,"LINESTRING (14.6678295 51.0961801, 14.6678426 51.0960798)",,,,6.2,,,
29224475,Nicolaiplatz,living_street,False,True,110.598,"LINESTRING (14.6678295 51.0961801, 14.6678328 51.0962837, 14.6677246 51.0963745, 14.6674623 51.0965381, 14.6671997 51.0966599, 14.6668826 51.096777, 14.6667731 51.0968111, 14.666722 51.0968171)",,,,6,,,
53024106,Theaterplatz,residential,False,False,6.226,"LINESTRING (14.6674788 51.0937066, 14.6674621 51.0936516)",,,20,,,,
53024106,Theaterplatz,residential,False,True,35.005,"LINESTRING (14.6674788 51.0937066, 14.6679699 51.0936436)",,,20,,,,
"[24530849, 55625899, 55625900]",Äußere Zittauer Straße,residential,False,False,235.126,"LINESTRING (14.6695518 51.0904001, 14.6691382 51.0908022, 14.6688387 51.0909466, 14.6686035 51.0909855, 14.6677389 51.0910013, 14.6674132 51.0910977, 14.6672855 51.0911965, 14.6672498 51.091261, 14.6671905 51.0913907, 14.6671813 51.0914552, 14.6672129 51.091534)",,,,5.5,yes,,
25149072,Rittergasse,living_street,False,False,39.766,"LINESTRING (14.6652556 51.0964913, 14.6653062 51.0964742, 14.6657654 51.096332)",,,,,,,
"[1266543824, 1266543825, 268718083]",Johannisplatz,living_street,True,False,90.564,"LINESTRING (14.6678426 51.0960798, 14.6679829 51.0959398, 14.6679823 51.0958867, 14.6679562 51.0957852, 14.6678901 51.0955279, 14.6678565 51.095397, 14.6678578 51.0953303, 14.6678585 51.0952971)",,,,"['4', '3.5', '4.2']",,,
56040475,Pestalozzistraße,residential,True,False,77.756,"LINESTRING (14.6625047 51.096429, 14.6629001 51.0970827)",,,50,,,,
1235212386,Schulgasse,living_street,True,False,92.12,"LINESTRING (14.6678585 51.0952971, 14.6665647 51.0954587)",,,,,,,
268718081,Johannisstraße,living_street,True,False,64.56,"LINESTRING (14.6678585 51.0952971, 14.6677707 51.0948884, 14.6677327 51.0947219)",,,,,,,
"[40915552, 24404897]","['Alexander-von-Humboldt-Straße', 'Am Kirschberg']",residential,False,"[False, True]",144.624,"LINESTRING (14.6701226 51.0987621, 14.6701613 51.0987226, 14.6702027 51.0986802, 14.6708974 51.0983005, 14.670255 51.0978216)",,,,,,,
59452387,Bahnhofstraße,residential,False,False,82.203,"LINESTRING (14.6701226 51.0987621, 14.6698751 51.0987136, 14.6696426 51.0986506, 14.6692694 51.098535, 14.6690386 51.098477)",2,,50,,,,
24404602,Mozartstraße,residential,False,False,114.616,"LINESTRING (14.672301 51.0951285, 14.672323 51.0951131, 14.6725521 51.0949533, 14.6728295 51.0947758, 14.6734912 51.0945357, 14.6735625 51.0944867)",,,30,,,,
"[78032075, 78032085, 132064502]","['Herwigsdorfer Straße', 'Vorwerkstraße']",residential,False,"[False, True]",306.459,"LINESTRING (14.672301 51.0951285, 14.6721325 51.0950116, 14.6715289 51.0943702, 14.6710293 51.0938395, 14.6707427 51.0935369, 14.670592 51.093328, 14.6704272 51.0930742, 14.6703576 51.0929089, 14.6703311 51.0928221, 14.6703397 51.0927672, 14.6703852 51.0927069)",,,50,,,,
80373275,Vorwerkstraße,residential,False,True,104.038,"LINESTRING (14.672301 51.0951285, 14.6726456 51.0953832, 14.6730182 51.0956206, 14.6731932 51.095728, 14.6732731 51.0958308)",,,,,,,
24404602,Mozartstraße,residential,False,False,140.207,"LINESTRING (14.6735625 51.0944867, 14.6745676 51.0941484, 14.6752666 51.0938259)",,,30,,,,
24404602,Mozartstraße,residential,False,True,114.616,"LINESTRING (14.6735625 51.0944867, 14.6734912 51.0945357, 14.6728295 51.0947758, 14.6725521 51.0949533, 14.672323 51.0951131, 14.672301 51.0951285)",,,30,,,,
30819333,Franz-Schubert-Straße,residential,False,False,28.658,"LINESTRING (14.6755786 51.0924172, 14.6756774 51.0923449, 14.6756864 51.0922703, 14.6756742 51.092183)",,,30,,,,
30819350,Händelstraße,residential,True,False,155.912,"LINESTRING (14.6738645 51.0931116, 14.6742769 51.0927956, 14.6743119 51.0927688, 14.6746689 51.0925398, 14.674924 51.0923951, 14.6750239 51.0923908, 14.6753057 51.0923684, 14.6754513 51.0923773, 14.6755786 51.0924172)",,,,,,,
30819527,Haydnstraße,residential,True,False,363.975,"LINESTRING (14.6738645 51.0931116, 14.673116 51.092702, 14.6729626 51.0926498, 14.672805 51.092676, 14.6727611 51.0927028, 14.672448 51.092894, 14.6719841 51.0932158, 14.6718983 51.0933075, 14.67196 51.093399, 14.6725556 51.0937759, 14.6731798 51.0941709, 14.67327 51.094228, 14.6735625 51.0944867)",,,,,,,
24232111,Handwerkerstraße,residential,False,True,37.83,"LINESTRING (14.6646241 51.0944613, 14.6650465 51.0946743)",,,,7.5,,,
"[25555393, 1235207004]",Handwerkerstraße,residential,False,False,203.38699999999997,"LINESTRING (14.6646241 51.0944613, 14.6645231 51.0945175, 14.6637249 51.0947061, 14.6633889 51.0947962, 14.6633069 51.0948182, 14.663255 51.0948321, 14.662961 51.094911, 14.6626782 51.0950741, 14.6623205 51.0954086, 14.6622823 51.0954443)",,,,,,,
25555393,Handwerkerstraße,residential,False,True,99.891,"LINESTRING (14.6646241 51.0944613, 14.6646464 51.094442, 14.6649008 51.094221, 14.6649225 51.0942004, 14.6651449 51.09399, 14.6653165 51.0938283, 14.6654161 51.0937141)",,,,,,,
24510712,Jahnstraße,residential,False,False,93.733,"LINESTRING (14.6692276 51.0983641, 14.670255 51.0978216)",,,,,,,
24510712,Jahnstraße,residential,False,True,18.224,"LINESTRING (14.6692276 51.0983641, 14.6691099 51.0984379, 14.6690386 51.098477)",,,,,,,
340103686,Wettiner Platz,residential,False,True,46.413,"LINESTRING (14.6692276 51.0983641, 14.669099 51.0981944, 14.668942 51.0979872)",,,,,,,
"[1232196016, 30471587, 32565806]","['Brunnenstraße', 'Brücknerring']",residential,False,True,180.83100000000002,"LINESTRING (14.6685995 51.0953165, 14.6686558 51.0953583, 14.668706 51.0953946, 14.6688318 51.0957195, 14.6688464 51.095812, 14.6688735 51.0960075, 14.668785 51.0961612, 14.6685858 51.0963268, 14.668344 51.0964595, 14.6679309 51.0966589)",,,,,,,
24404889,Vorwerkstraße,residential,False,True,14.545,"LINESTRING (14.6729844 51.0964441, 14.6730769 51.0963269)",,,,,yes,,
53024106,Theaterplatz,residential,False,False,35.005,"LINESTRING (14.6679699 51.0936436, 14.6674788 51.0937066)",,,20,,,,
53024106,Theaterplatz,residential,False,True,13.513,"LINESTRING (14.6679699 51.0936436, 14.6678815 51.0935355)",,,20,,,,
53024105,Brücknerring,residential,False,False,117.215,"LINESTRING (14.6679699 51.0936436, 14.6680458 51.0937043, 14.6681057 51.09377, 14.6682143 51.0939291, 14.6684258 51.0943135, 14.6685431 51.0946264)",,,20,,,,
53024093,Vorwerkstraße,residential,False,True,28.840999999999998,"LINESTRING (14.6754952 51.0957677, 14.6753984 51.0957951, 14.6751606 51.0958624, 14.6751187 51.0958743)",,,,,,,
"[53024138, 455518253]","['Am Alten Friedhof', 'Theaterplatz']",residential,False,True,46.009,"LINESTRING (14.6684057 51.0933513, 14.6678573 51.0935, 14.6678815 51.0935355)",,,20,4,,,
53024093,Vorwerkstraße,residential,False,False,28.840999999999998,"LINESTRING (14.6751187 51.0958743, 14.6751606 51.0958624, 14.6753984 51.0957951, 14.6754952 51.0957677)",,,,,,,
53024097,Vorwerkstraße,residential,False,True,128.98,"LINESTRING (14.6751187 51.0958743, 14.6746998 51.0958655, 14.6736246 51.0958411, 14.6734239 51.0958373, 14.6732731 51.0958308)",,,,,,,
80373277,Vorwerkstraße,residential,False,False,51.401,"LINESTRING (14.6751187 51.0958743, 14.675428 51.0959148, 14.6755862 51.0959744, 14.6757271 51.096093)",,,,,,,
80373277,Vorwerkstraße,residential,False,True,51.400999999999996,"LINESTRING (14.6757271 51.096093, 14.6755862 51.0959744, 14.675428 51.0959148, 14.6751187 51.0958743)",,,,,,,
53024143,Martin-Luther-Straße,residential,False,True,104.133,"LINESTRING (14.6637731 51.0914416, 14.6643328 51.0919648, 14.6639346 51.0921414)",,,,,,,
29226117,Martin-Luther-Straße,residential,False,True,141.185,"LINESTRING (14.6639346 51.0921414, 14.6642596 51.0924423, 14.6645362 51.092719, 14.6648426 51.0932655)",,,,,,,
53024143,Martin-Luther-Straße,residential,False,False,104.133,"LINESTRING (14.6639346 51.0921414, 14.6643328 51.0919648, 14.6637731 51.0914416)",,,,,,,
24510711,Blumenstraße,residential,False,True,163.709,"LINESTRING (14.668942 51.0979872, 14.6679309 51.0966589)",,,,,,,
53959438,Wettiner Platz,living_street,True,False,55.361000000000004,"LINESTRING (14.668942 51.0979872, 14.668688 51.0981127, 14.6683585 51.0982767, 14.668319 51.0982951)",,,,,,,
340103686,Wettiner Platz,residential,False,False,46.413,"LINESTRING (14.668942 51.0979872, 14.669099 51.0981944, 14.6692276 51.0983641)",,,,,,,
1196785584,Bahnhofstraße,living_street,True,False,38.129999999999995,"LINESTRING (14.668319 51.0982951, 14.6685636 51.0983624, 14.6686349 51.0983833, 14.6686762 51.0984125, 14.6687346 51.0984911)",,,,,,,
56040476,Pestalozzistraße,residential,False,False,145.58100000000002,"LINESTRING (14.6636361 51.0983076, 14.6632268 51.0976244, 14.6632194 51.0976126, 14.6630859 51.0973992, 14.6629001 51.0970827)",,,50,,,,
56040495,Robert-Schumann-Straße,residential,False,True,44.131,"LINESTRING (14.6748631 51.0902857, 14.6751574 51.0906369)",,,,,,,
56040495,Robert-Schumann-Straße,residential,False,False,44.131,"LINESTRING (14.6751574 51.0906369, 14.6748631 51.0902857)",,,,,,,
56040495,Robert-Schumann-Straße,residential,False,True,44.664,"LINESTRING (14.6751574 51.0906369, 14.6754572 51.0909917)",,,,,,,
53024105,Brücknerring,residential,False,True,117.215,"LINESTRING (14.6685431 51.0946264, 14.6684258 51.0943135, 14.6682143 51.0939291, 14.6681057 51.09377, 14.6680458 51.0937043, 14.6679699 51.0936436)",,,20,,,,
366517363,Herwigsdorfer Straße,tertiary,False,True,101.494,"LINESTRING (14.6741796 51.0914267, 14.6754572 51.0909917)",2,K 8681,50,,,,
