osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,est_width,bridge,width,junction
"[27418960, 27418998]",,"['Kallenbachstraße', 'Alte Poststraße']",residential,,False,True,106.257,"LINESTRING (6.9351459 50.3807951, 6.9352738 50.3809842, 6.9353383 50.3810568, 6.9354731 50.3812085, 6.9356181 50.3814117, 6.9356416 50.3814506, 6.9356622 50.3814849, 6.9357207 50.3816714)",,,,,
107949763,,Alte Poststraße,residential,,False,False,334.723,"LINESTRING (6.9351459 50.3807951, 6.9349142 50.3808351, 6.9342253 50.381024, 6.9340185 50.3811076, 6.9338624 50.3811724, 6.9337987 50.3811704, 6.9337517 50.3811403, 6.9337427 50.381105, 6.9337985 50.3810286, 6.93385 50.380941, 6.9338967 50.3808175, 6.9339011 50.3807002, 6.9338403 50.3805434, 6.9336082 50.3799443, 6.9335987 50.3799126, 6.9334226 50.3793244, 6.9334153 50.3792681, 6.9334029 50.3791717)",,,,,
27622088,,Mühlenstraße,residential,,False,False,13.744,"LINESTRING (6.9247582 50.3846369, 6.9249031 50.384719)",,,,,
123145227,2,Bahnhofstraße,primary,,False,False,11.985,"LINESTRING (6.9247582 50.3846369, 6.9247683 50.3845819, 6.9247683 50.3845295)",B 257,,,,
123145227,2,Bahnhofstraße,primary,,False,True,64.024,"LINESTRING (6.9247582 50.3846369, 6.9247059 50.3846954, 6.9246583 50.3847415, 6.9244967 50.3848656, 6.924361 50.3849728, 6.9242028 50.3850894)",B 257,,,,
27622088,,Mühlenstraße,residential,,False,True,13.744,"LINESTRING (6.9249031 50.384719, 6.9247582 50.3846369)",,,,,
"[1050469286, 245166662, 245166663, 35883981, 829126457]",,Mühlenstraße,residential,30,False,False,257.863,"LINESTRING (6.9249031 50.384719, 6.9251654 50.3847841, 6.925335 50.384818, 6.9255229 50.3848584, 6.9255825 50.3848712, 6.9256708 50.3848906, 6.9258814 50.3849357, 6.9259146 50.3849395, 6.9259488 50.3849397, 6.9259864 50.3849371, 6.9261104 50.3849256, 6.9262193 50.3849143, 6.926444 50.3848916, 6.9264246 50.3849481, 6.9263649 50.3850827, 6.9262978 50.385211, 6.9262797 50.3852302, 6.9262642 50.3852422, 6.9261776 50.3852761, 6.9259567 50.3853625, 6.9257904 50.3854271, 6.9256477 50.3854824, 6.9255424 50.3855233, 6.9255206 50.385531, 6.9250144 50.3857111)",,,yes,,
346981522,,Mühlenstraße,residential,,False,False,68.269,"LINESTRING (6.9249031 50.384719, 6.9248859 50.3847407, 6.9248414 50.3847971, 6.92478 50.3848748, 6.9247564 50.3849047, 6.9247262 50.3849504, 6.9246767 50.3850251, 6.924651 50.3850639, 6.9245894 50.3851323, 6.9245732 50.3851503, 6.9245629 50.3851578, 6.9245383 50.3851756, 6.9245142 50.3851931, 6.9244703 50.385213, 6.9244163 50.3852375)",,,,,
27418998,,Kallenbachstraße,residential,,False,True,290.63,"LINESTRING (6.9334607 50.3784281, 6.9335432 50.3785171, 6.9336896 50.3786635, 6.9339117 50.3789088, 6.9341306 50.3791728, 6.9343979 50.3795162, 6.9347026 50.3798871, 6.9349297 50.3802576, 6.9351459 50.3807951)",,,,,
103880915,,Zum Eckernbaum,residential,,False,True,324.9069999999999,"LINESTRING (6.9334607 50.3784281, 6.9336442 50.3783873, 6.9338207 50.3783727, 6.9340409 50.3784047, 6.9343109 50.3784929, 6.9345694 50.37862, 6.9348352 50.378783, 6.9349613 50.3788769, 6.9350825 50.3789663, 6.9352057 50.3790958, 6.9354995 50.3793884, 6.9357313 50.3796422, 6.9358428 50.3797479, 6.9360338 50.3798381, 6.9362705 50.3799351, 6.9364227 50.3799758, 6.9365954 50.380002, 6.9367427 50.3800101, 6.9368964 50.3800046)",,,,,
"[833489155, 35884316]",,Dr.-Creutz-Platz,residential,,False,False,43.949999999999996,"LINESTRING (6.9319806 50.3832475, 6.9319135 50.3832851, 6.9316756 50.3833213, 6.9316319 50.3833279, 6.9315167 50.383347, 6.9314709 50.3832749)",,,,,
87289919,,Dr.-Creutz-Platz,residential,,False,False,34.367000000000004,"LINESTRING (6.9319806 50.3832475, 6.9320852 50.3832749, 6.9324553 50.3832535)",,,,,
89743154,,Dr.-Creutz-Platz,residential,,True,False,65.234,"LINESTRING (6.9314709 50.3832749, 6.9312064 50.382713)",,,,,
"[833489155, 35884316]",,Dr.-Creutz-Platz,residential,,False,True,43.95,"LINESTRING (6.9314709 50.3832749, 6.9315167 50.383347, 6.9316319 50.3833279, 6.9316756 50.3833213, 6.9319135 50.3832851, 6.9319806 50.3832475)",,,,,
1110729983,,Dr.-Creutz-Platz,residential,,False,True,10.727,"LINESTRING (6.9311629 50.3826206, 6.9312064 50.382713)",,,,,
89743151,,Dr.-Creutz-Platz,residential,,False,False,35.119,"LINESTRING (6.9311629 50.3826206, 6.9312209 50.382601, 6.9313408 50.3825606, 6.9316008 50.382473)",,,,,
827920289,2,Kirchstraße,residential,30,False,True,145.83700000000005,"LINESTRING (6.9311629 50.3826206, 6.9308541 50.3827475, 6.9307978 50.3827774, 6.9307449 50.3828055, 6.9306524 50.382856, 6.9305947 50.3829036, 6.930584 50.3829124, 6.9305478 50.3829526, 6.9304767 50.3830304, 6.9304271 50.3830697, 6.9303735 50.3830928, 6.9303252 50.3831116, 6.9303118 50.3831168, 6.9302259 50.383139, 6.9301441 50.3831493, 6.9300677 50.3831501, 6.9299041 50.3831296, 6.9298536 50.3831208, 6.9296975 50.3830937, 6.9296667 50.3830518, 6.9296573 50.383009, 6.9296546 50.3829705, 6.9296573 50.3829389)",,,,,
35884319,1,Schwallenberg,residential,30,False,False,25.099,"LINESTRING (6.932395 50.3834921, 6.9322321 50.3836925)",,,,,
35884319,1,Schwallenberg,residential,30,False,True,27.486,"LINESTRING (6.932395 50.3834921, 6.9324566 50.3834066, 6.9324553 50.3832535)",,,,,
35884386,1,Dietrich-Bonhoeffer-Straße,residential,30,False,False,289.624,"LINESTRING (6.932395 50.3834921, 6.9322957 50.3834801, 6.9315662 50.3835681, 6.9312929 50.383594, 6.9311369 50.3836243, 6.9310403 50.3836421, 6.9309944 50.3836505, 6.9306043 50.3837221, 6.930427 50.3837542, 6.9301872 50.3838133, 6.929777 50.3839091, 6.9295837 50.3840076, 6.9294623 50.3841101, 6.9293129 50.384221, 6.9292976 50.3842324, 6.9291559 50.3844369, 6.9290912 50.3845095, 6.9290211 50.3845527, 6.9289539 50.3845896)",,,,,
35884319,1,Schwallenberg,residential,30,False,True,25.099,"LINESTRING (6.9322321 50.3836925, 6.932395 50.3834921)",,,,,
35884319,1,Schwallenberg,residential,30,False,False,71.36699999999999,"LINESTRING (6.9322321 50.3836925, 6.9324135 50.3837344, 6.9325868 50.3837409, 6.9327555 50.3837256, 6.9328905 50.3836906, 6.9330298 50.383642, 6.9331767 50.383594)",,,,,
39761629,1,Kirchbergstraße,residential,30,False,False,311.185,"LINESTRING (6.9322321 50.3836925, 6.9321205 50.383854, 6.9320878 50.383888, 6.9316575 50.3839628, 6.9316028 50.3840114, 6.9316703 50.3840494, 6.9318875 50.3840975, 6.9319898 50.3841737, 6.9320095 50.3842665, 6.9320148 50.3842915, 6.9320233 50.3843533, 6.9320473 50.3845273, 6.932023 50.3845732, 6.9319434 50.3845653, 6.9318503 50.3845428, 6.9317075 50.3844994, 6.9315911 50.3845033, 6.9315081 50.3845188, 6.9314414 50.3845739, 6.9313087 50.3846491, 6.9310015 50.3846864, 6.9307106 50.3847189, 6.930619 50.38475, 6.930566 50.3847662, 6.9305442 50.3847961, 6.9305894 50.3848066, 6.9306997 50.3847942, 6.9307493 50.3847872, 6.9308983 50.3847942, 6.9310139 50.3848152, 6.9312552 50.3848896)",,,,,
35884319,1,Schwallenberg,residential,30,False,False,390.3339999999999,"LINESTRING (6.9331767 50.383594, 6.9331136 50.3836788, 6.9330339 50.3837394, 6.9329861 50.3838698, 6.9329596 50.3841934, 6.9329634 50.3843377, 6.9329744 50.38484, 6.9329765 50.3849374, 6.9329591 50.3849981, 6.9329685 50.3850267, 6.9329993 50.3850455, 6.9330429 50.3850434, 6.9330838 50.3850169, 6.9332533 50.3848185, 6.9333027 50.384681, 6.9335524 50.3843486, 6.933646 50.3842383, 6.9337651 50.3841746, 6.9339451 50.3841593, 6.9341246 50.3841631, 6.9343142 50.3841358, 6.9344933 50.3840816, 6.9346249 50.3840417, 6.9352524 50.3839189)",,,,,
35884319,1,Schwallenberg,residential,30,False,True,71.36699999999999,"LINESTRING (6.9331767 50.383594, 6.9330298 50.383642, 6.9328905 50.3836906, 6.9327555 50.3837256, 6.9325868 50.3837409, 6.9324135 50.3837344, 6.9322321 50.3836925)",,,,,
756088209,,,residential,,False,False,113.883,"LINESTRING (6.9331767 50.383594, 6.9333076 50.3835666, 6.9335126 50.3835303, 6.9337498 50.3835019, 6.9340362 50.3834732, 6.9343364 50.3834033, 6.9344638 50.3833348, 6.9346797 50.3832707)",,,,,
"[830322432, 35884319]",1,Schwallenberg,residential,30,False,False,276.316,"LINESTRING (6.9352524 50.3839189, 6.9353704 50.3838732, 6.9356603 50.3836317, 6.9359494 50.3835749, 6.9361941 50.3835715, 6.9365213 50.3835852, 6.9369939 50.3836454, 6.9373769 50.3837795, 6.9376117 50.3838907, 6.9378175 50.3840313, 6.9378872 50.384094, 6.9377614 50.3841078, 6.9376001 50.3841188, 6.9374276 50.3840876, 6.937268 50.3840802, 6.9371259 50.3840959)",,,,,
35884385,,Schwallenberg,residential,,False,False,186.36100000000002,"LINESTRING (6.9352524 50.3839189, 6.935114 50.384025, 6.9351087 50.3840694, 6.9352349 50.3841417, 6.9353514 50.3842074, 6.9354529 50.3842746, 6.9355593 50.3842672, 6.9356474 50.3842716, 6.9357645 50.3842313, 6.9359079 50.3841496, 6.9360395 50.3840633, 6.9362833 50.3839803, 6.9365971 50.3839737, 6.9368913 50.3840088, 6.9371259 50.3840959)",,,,,
35884319,1,Schwallenberg,residential,30,False,True,390.33399999999995,"LINESTRING (6.9352524 50.3839189, 6.9346249 50.3840417, 6.9344933 50.3840816, 6.9343142 50.3841358, 6.9341246 50.3841631, 6.9339451 50.3841593, 6.9337651 50.3841746, 6.933646 50.3842383, 6.9335524 50.3843486, 6.9333027 50.384681, 6.9332533 50.3848185, 6.9330838 50.3850169, 6.9330429 50.3850434, 6.9329993 50.3850455, 6.9329685 50.3850267, 6.9329591 50.3849981, 6.9329765 50.3849374, 6.9329744 50.38484, 6.9329634 50.3843377, 6.9329596 50.3841934, 6.9329861 50.3838698, 6.9330339 50.3837394, 6.9331136 50.3836788, 6.9331767 50.383594)",,,,,
35884386,1,Dietrich-Bonhoeffer-Straße,residential,30,False,True,289.624,"LINESTRING (6.9289539 50.3845896, 6.9290211 50.3845527, 6.9290912 50.3845095, 6.9291559 50.3844369, 6.9292976 50.3842324, 6.9293129 50.384221, 6.9294623 50.3841101, 6.9295837 50.3840076, 6.929777 50.3839091, 6.9301872 50.3838133, 6.930427 50.3837542, 6.9306043 50.3837221, 6.9309944 50.3836505, 6.9310403 50.3836421, 6.9311369 50.3836243, 6.9312929 50.383594, 6.9315662 50.3835681, 6.9322957 50.3834801, 6.932395 50.3834921)",,,,,
35884385,,Schwallenberg,residential,,False,True,186.361,"LINESTRING (6.9371259 50.3840959, 6.9368913 50.3840088, 6.9365971 50.3839737, 6.9362833 50.3839803, 6.9360395 50.3840633, 6.9359079 50.3841496, 6.9357645 50.3842313, 6.9356474 50.3842716, 6.9355593 50.3842672, 6.9354529 50.3842746, 6.9353514 50.3842074, 6.9352349 50.3841417, 6.9351087 50.3840694, 6.935114 50.384025, 6.9352524 50.3839189)",,,,,
"[830322432, 35884319]",1,Schwallenberg,residential,30,False,True,276.316,"LINESTRING (6.9371259 50.3840959, 6.937268 50.3840802, 6.9374276 50.3840876, 6.9376001 50.3841188, 6.9377614 50.3841078, 6.9378872 50.384094, 6.9378175 50.3840313, 6.9376117 50.3838907, 6.9373769 50.3837795, 6.9369939 50.3836454, 6.9365213 50.3835852, 6.9361941 50.3835715, 6.9359494 50.3835749, 6.9356603 50.3836317, 6.9353704 50.3838732, 6.9352524 50.3839189)",,,,,
830322432,1,Schwallenberg,residential,30,False,False,150.708,"LINESTRING (6.9371259 50.3840959, 6.9369602 50.3841598, 6.936839 50.3842143, 6.9367146 50.3842796, 6.9366333 50.384331, 6.9363844 50.3844894, 6.9361533 50.3846359, 6.9359573 50.3847607, 6.9358165 50.3848445, 6.9357325 50.3849207, 6.9356088 50.3850327)",,,,,
354907818,1,Schwallenberg,residential,30,False,False,126.8,"LINESTRING (6.9356088 50.3850327, 6.935285 50.3849323, 6.9348775 50.3849217, 6.9344617 50.3850119, 6.9341888 50.3851989, 6.9340958 50.3852977)",,,,,
830322432,1,Schwallenberg,residential,30,False,True,150.708,"LINESTRING (6.9356088 50.3850327, 6.9357325 50.3849207, 6.9358165 50.3848445, 6.9359573 50.3847607, 6.9361533 50.3846359, 6.9363844 50.3844894, 6.9366333 50.384331, 6.9367146 50.3842796, 6.936839 50.3842143, 6.9369602 50.3841598, 6.9371259 50.3840959)",,,,,
39757434,,Auf dem Birgel,residential,,False,False,76.375,"LINESTRING (6.930829 50.3804186, 6.9311797 50.3805229, 6.9314185 50.3805308, 6.931509 50.3805195, 6.9315516 50.3804625, 6.9316115 50.3803013)",,,,,
39757434,,Auf dem Birgel,residential,,False,False,72.585,"LINESTRING (6.9316115 50.3803013, 6.9311855 50.3798353, 6.9311712 50.3797223)",,,,,
39757434,,Auf dem Birgel,residential,,False,True,76.375,"LINESTRING (6.9316115 50.3803013, 6.9315516 50.3804625, 6.931509 50.3805195, 6.9314185 50.3805308, 6.9311797 50.3805229, 6.930829 50.3804186)",,,,,
397145222,,Birkenweg,residential,,False,True,53.762,"LINESTRING (6.9316115 50.3803013, 6.9320243 50.3802431, 6.9323518 50.3801969)",,,,,
39757432,,Ahornweg,residential,,False,False,64.98400000000001,"LINESTRING (6.9307094 50.3791069, 6.9304723 50.3790508, 6.9302266 50.378759, 6.9301584 50.378678)",,,,,
39757432,,Ahornweg,residential,,False,True,78.682,"LINESTRING (6.9307094 50.3791069, 6.9306868 50.3792464, 6.9311712 50.3797223)",,,,,
397144306,,Eichenweg,residential,,False,False,49.079,"LINESTRING (6.9307094 50.3791069, 6.9310998 50.3789696, 6.9312133 50.3788302)",,,,,
39757434,,Auf dem Birgel,residential,,False,False,137.16,"LINESTRING (6.9312133 50.3788302, 6.9309847 50.3787221, 6.9307066 50.3782627, 6.9307723 50.3781671, 6.9309371 50.3781501, 6.9312975 50.3778878)",,,,,
39757434,,Auf dem Birgel,residential,,False,True,166.50099999999998,"LINESTRING (6.9312133 50.3788302, 6.9319568 50.3791848, 6.9321103 50.3793727, 6.9311712 50.3797223)",,,,,
397144306,,Eichenweg,residential,,False,True,49.079,"LINESTRING (6.9312133 50.3788302, 6.9310998 50.3789696, 6.9307094 50.3791069)",,,,,
105029485,2,Hauptstraße,primary,50,False,True,45.272999999999996,"LINESTRING (6.9289428 50.3826473, 6.9285616 50.3826843, 6.9283142 50.3827178)",B 257,,,,
107196122,2,Hauptstraße,primary,50,False,False,101.61399999999998,"LINESTRING (6.9289428 50.3826473, 6.9290122 50.3826383, 6.9291195 50.3826229, 6.9292181 50.3826028, 6.9293247 50.3825776, 6.9294226 50.3825524, 6.9294642 50.3825403, 6.9295386 50.3825186, 6.9296117 50.3824981, 6.9297036 50.3824647, 6.929784 50.3824301, 6.9298471 50.3824036, 6.9299195 50.3823702, 6.9299785 50.3823364, 6.9300315 50.3823039, 6.9300777 50.3822811, 6.9301388 50.3822567, 6.930199 50.3822326)",B 257,,,,
39757416,1,Hirzensteinstraße,residential,30,False,True,125.142,"LINESTRING (6.9233499 50.379101, 6.9234228 50.3791104, 6.9235051 50.3790972, 6.9236571 50.3790729, 6.923954 50.3790402, 6.9241751 50.3790434, 6.9244107 50.379081, 6.9245959 50.3791419, 6.9247786 50.379215, 6.9249335 50.3793089, 6.9249604 50.3793325)",,,,,
39757412,,Eulenbergstraße,residential,,False,False,42.028000000000006,"LINESTRING (6.9288417 50.3812955, 6.9284373 50.3813957, 6.9282974 50.3814437)",,,,,
58296073,2,Wimbachstraße,tertiary,50,False,False,181.60500000000002,"LINESTRING (6.9288417 50.3812955, 6.9287861 50.3812216, 6.9283693 50.3805349, 6.9282596 50.3803975, 6.9281038 50.3802536, 6.9277229 50.3800376, 6.9275345 50.3799307)",K 18,,,,
58296073,2,Wimbachstraße,tertiary,50,False,True,145.421,"LINESTRING (6.9288417 50.3812955, 6.9291799 50.3814146, 6.92956 50.3815884, 6.9296332 50.3816421, 6.9297119 50.3817271, 6.9298205 50.3818445, 6.9299246 50.3819512, 6.930199 50.3822326)",K 18,,,,
105029485,2,Hauptstraße,primary,50,False,False,45.272999999999996,"LINESTRING (6.9283142 50.3827178, 6.9285616 50.3826843, 6.9289428 50.3826473)",B 257,,,,
105029485,2,Hauptstraße,primary,50,False,True,311.3949999999999,"LINESTRING (6.9283142 50.3827178, 6.927929 50.3828605, 6.9278591 50.3828941, 6.9276793 50.3829806, 6.9274222 50.3830418, 6.9270078 50.3831436, 6.9267351 50.3832175, 6.9266198 50.3832487, 6.9264921 50.3833213, 6.9264043 50.3833711, 6.9261396 50.3835214, 6.9261092 50.3835396, 6.9260864 50.3835532, 6.9259509 50.3836343, 6.9257836 50.3837344, 6.9257048 50.3837822, 6.9255286 50.383889, 6.9253703 50.3839863, 6.9252829 50.38404, 6.9252752 50.384045, 6.9249765 50.3842401, 6.924895 50.3842959, 6.9248312 50.3843538)",B 257,,,,
305769417,,Grabenstraße,residential,,False,False,83.695,"LINESTRING (6.9283142 50.3827178, 6.9287619 50.3832919, 6.9289277 50.3833274)",,,,,
397145599,,Steinweg,residential,,False,True,174.48299999999998,"LINESTRING (6.9269201 50.3852213, 6.9269489 50.3851717, 6.9272177 50.3848856, 6.9276269 50.3845272, 6.9277785 50.3843672, 6.9279664 50.384153, 6.9282488 50.3839402, 6.9282775 50.3839186)",,,,,
123145230,2,Blankenheimer Straße,secondary,50,False,True,20.579,"LINESTRING (6.9243583 50.3845477, 6.9244929 50.3844858, 6.9246056 50.3844524)",L 10,,,,
39757412,,Eulenbergstraße,residential,,False,False,191.751,"LINESTRING (6.9282974 50.3814437, 6.9281852 50.3813872, 6.9281695 50.3813778, 6.9281085 50.381341, 6.9280264 50.3812915, 6.9279052 50.381209, 6.9278325 50.3811715, 6.9277532 50.3811326, 6.9277064 50.3811096, 6.9275815 50.3810842, 6.92743 50.3810914, 6.9272445 50.3811545, 6.927133 50.3812236, 6.9270106 50.3813303, 6.9268869 50.3814842, 6.9266776 50.3818559, 6.9266214 50.3819557)",,,,,
39757412,,Eulenbergstraße,residential,,False,True,42.028000000000006,"LINESTRING (6.9282974 50.3814437, 6.9284373 50.3813957, 6.9288417 50.3812955)",,,,,
39757412,,Eulenbergstraße,residential,,False,True,191.751,"LINESTRING (6.9266214 50.3819557, 6.9266776 50.3818559, 6.9268869 50.3814842, 6.9270106 50.3813303, 6.927133 50.3812236, 6.9272445 50.3811545, 6.92743 50.3810914, 6.9275815 50.3810842, 6.9277064 50.3811096, 6.9277532 50.3811326, 6.9278325 50.3811715, 6.9279052 50.381209, 6.9280264 50.3812915, 6.9281085 50.381341, 6.9281695 50.3813778, 6.9281852 50.3813872, 6.9282974 50.3814437)",,,,,
39757414,,Keltenstraße,residential,,False,False,73.363,"LINESTRING (6.9271428 50.3796157, 6.9270334 50.3796221, 6.9269148 50.3796777, 6.9263583 50.380024)",,,,,
58296073,2,Wimbachstraße,tertiary,50,False,True,45.524,"LINESTRING (6.9271428 50.3796157, 6.9271661 50.379678, 6.9272391 50.3797372, 6.9275345 50.3799307)",K 18,,,,
39757414,,Keltenstraße,residential,,False,True,73.363,"LINESTRING (6.9263583 50.380024, 6.9269148 50.3796777, 6.9270334 50.3796221, 6.9271428 50.3796157)",,,,,
39757416,1,Hirzensteinstraße,residential,30,False,False,59.965999999999994,"LINESTRING (6.9263583 50.380024, 6.9260857 50.3798347, 6.9258916 50.3796999, 6.9257655 50.3796417)",,,,,
58296072,,Keltenstraße,residential,,False,False,185.785,"LINESTRING (6.9263583 50.380024, 6.9262483 50.3801505, 6.9260507 50.3807583, 6.9259064 50.3813816, 6.9258084 50.3816498)",,,,,
397143869,,,residential,,False,True,63.244,"LINESTRING (6.9258084 50.3816498, 6.9249447 50.3815078)",,,,,
58296072,,Keltenstraße,residential,,False,False,230.75599999999997,"LINESTRING (6.9258084 50.3816498, 6.9256697 50.3820477, 6.9255983 50.3821432, 6.9254525 50.3822797, 6.9253066 50.3823868, 6.9250963 50.3825202, 6.9248659 50.3826242, 6.9247076 50.3827041, 6.9244532 50.3827918, 6.9242033 50.38286, 6.9239985 50.3828849, 6.9238333 50.3828833, 6.9237371 50.38285, 6.9236207 50.3827972)",,,,,
58296072,,Keltenstraße,residential,,False,True,185.785,"LINESTRING (6.9258084 50.3816498, 6.9259064 50.3813816, 6.9260507 50.3807583, 6.9262483 50.3801505, 6.9263583 50.380024)",,,,,
39757420,,Johanniterstraße,residential,,False,False,72.112,"LINESTRING (6.9236207 50.3827972, 6.9237554 50.382642, 6.9238572 50.3825268, 6.923913 50.3824286, 6.9239433 50.3822674, 6.9239496 50.3821954)",,,,,
58296072,,Keltenstraße,residential,,False,True,230.75600000000003,"LINESTRING (6.9236207 50.3827972, 6.9237371 50.38285, 6.9238333 50.3828833, 6.9239985 50.3828849, 6.9242033 50.38286, 6.9244532 50.3827918, 6.9247076 50.3827041, 6.9248659 50.3826242, 6.9250963 50.3825202, 6.9253066 50.3823868, 6.9254525 50.3822797, 6.9255983 50.3821432, 6.9256697 50.3820477, 6.9258084 50.3816498)",,,,,
39757416,1,Hirzensteinstraße,residential,30,False,False,125.142,"LINESTRING (6.9249604 50.3793325, 6.9249335 50.3793089, 6.9247786 50.379215, 6.9245959 50.3791419, 6.9244107 50.379081, 6.9241751 50.3790434, 6.923954 50.3790402, 6.9236571 50.3790729, 6.9235051 50.3790972, 6.9234228 50.3791104, 6.9233499 50.379101)",,,,,
39757416,1,Hirzensteinstraße,residential,30,False,True,67.642,"LINESTRING (6.9249604 50.3793325, 6.9250477 50.3794032, 6.925143 50.379451, 6.9252884 50.3795067, 6.9254984 50.3795662, 6.9257655 50.3796417)",,,,,
39757420,,Johanniterstraße,residential,,False,True,259.241,"LINESTRING (6.9249604 50.3793325, 6.9247555 50.3795143, 6.9245701 50.3797228, 6.924444 50.3798914, 6.9243421 50.3800502, 6.9242343 50.3804878, 6.9240973 50.381117, 6.9240107 50.3815447)",,,,,
