osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access,width
"[794447469, 26752199]",False,2,,Rosenbergstraße,residential,,True,89.971,"LINESTRING (6.8282529 50.1978783, 6.828444 50.1980327, 6.8286217 50.1981538, 6.8288464 50.1982981, 6.8289546 50.198367, 6.8291259 50.1984612)",,,,
39980021,False,,,Rosenbergstraße,residential,,False,114.721,"LINESTRING (6.8282529 50.1978783, 6.8283655 50.1978131, 6.8288239 50.1971677, 6.8289745 50.1969638)",,,,
31693657,False,,,Schweizstraße,residential,20,True,119.884,"LINESTRING (6.8325101 50.1983228, 6.8327543 50.1980697, 6.8330171 50.1979373, 6.8331407 50.1977515, 6.8332515 50.1975211, 6.8332715 50.1974658, 6.8332715 50.197428, 6.8332679 50.1973991)",,,,
31693865,False,,,Brühlstraße,residential,,False,148.566,"LINESTRING (6.8369955 50.1961656, 6.8371268 50.1958181, 6.8371985 50.1955891, 6.8372154 50.1953844, 6.8372231 50.1948444)",,,,
61930072,False,,,Alte Darscheider Straße,residential,,False,99.616,"LINESTRING (6.8369955 50.1961656, 6.8367691 50.1961273, 6.8362889 50.1960454, 6.8362011 50.1960346, 6.8361461 50.196032, 6.8360891 50.1960351, 6.8360509 50.1960423, 6.8360147 50.1960518, 6.8359758 50.1960672, 6.8359523 50.196084, 6.8359302 50.1961046, 6.835892 50.1961467, 6.8358789 50.1961613, 6.8358648 50.1961726, 6.835845 50.1961853, 6.8358239 50.1961962, 6.8357958 50.1962068, 6.8357656 50.1962141, 6.8357434 50.1962168)",,,,
31693865,False,,,Brühlstraße,residential,,True,148.566,"LINESTRING (6.8372231 50.1948444, 6.8372154 50.1953844, 6.8371985 50.1955891, 6.8371268 50.1958181, 6.8369955 50.1961656)",,,,
591087276,False,2,B 257,Mehrener Straße,primary,50,True,30.085,"LINESTRING (6.8372231 50.1948444, 6.8371156 50.194854, 6.8368089 50.1948974)",,,,
31693866,False,,,Im Lohpesch,residential,30,False,121.915,"LINESTRING (6.8356023 50.1973061, 6.8358021 50.1973082, 6.8358692 50.1973048, 6.8359436 50.1972962, 6.8360147 50.1972846, 6.8360844 50.1972636, 6.8361434 50.1972447, 6.8362028 50.1972179, 6.8362672 50.1971837, 6.8363228 50.1971434, 6.8363644 50.1971069, 6.836406 50.1970599, 6.8364395 50.1970095, 6.8364757 50.1969545, 6.8365927 50.1967472, 6.8367188 50.1966201)",,,,
"[794466592, 35954302]",False,,,Bahnhofstraße,residential,"['50', '30']",False,122.191,"LINESTRING (6.8356023 50.1973061, 6.8356405 50.1965575, 6.8356452 50.196509, 6.8356563 50.1964692, 6.835666 50.1964401, 6.8356842 50.1964017, 6.8357136 50.1963508, 6.8357287 50.1963214, 6.8357371 50.1962993, 6.8357424 50.1962782, 6.8357461 50.1962583, 6.8357468 50.1962366, 6.8357434 50.1962168)",,,,
"[67557436, 35954302]",False,2,,Bahnhofstraße,residential,30,True,117.505,"LINESTRING (6.8356023 50.1973061, 6.8355896 50.1974181, 6.8355761 50.1974902, 6.8355574 50.197546, 6.8355319 50.1976057, 6.8354917 50.1976765, 6.8353976 50.1978153, 6.8350078 50.1982786)",,,,
26231027,True,1,L 46,,secondary,50,False,21.660999999999998,"LINESTRING (6.8363439 50.1946779, 6.8363848 50.1947765, 6.8364136 50.194837, 6.8364346 50.1948633)",,,,
591056767,False,2,B 257,Mehrener Straße,primary,50,True,54.333,"LINESTRING (6.8361905 50.1951736, 6.8360645 50.1953585, 6.8358865 50.1956218)",,,,
591087272,True,1,B 257,Mehrener Straße,primary,50,False,25.490000000000002,"LINESTRING (6.8361905 50.1951736, 6.8362862 50.195032, 6.8363199 50.1949952, 6.8363287 50.1949634)",,,,
31687763,False,2,,Auf'm Weiher,residential,,True,248.773,"LINESTRING (6.8265271 50.1983807, 6.8265783 50.198398, 6.8270187 50.1985469, 6.827096 50.1985759, 6.8272136 50.1986182, 6.8272477 50.1986562, 6.8272634 50.1987111, 6.8272544 50.1987652, 6.8268792 50.1993048, 6.8268442 50.1993394, 6.8267257 50.1994352, 6.8264249 50.1996722, 6.8258738 50.20006)",,,,
"[626275880, 187189161]",False,"['2', '3']",,Trierer Straße,residential,50,False,126.15999999999998,"LINESTRING (6.8265271 50.1983807, 6.8265653 50.1983306, 6.8268752 50.1979574, 6.8269538 50.1978508, 6.8272095 50.1975215, 6.8272483 50.1974699, 6.8273104 50.1973638)",,,,
187189161,False,2,,Trierer Straße,residential,50,True,138.899,"LINESTRING (6.8265271 50.1983807, 6.8263024 50.1985974, 6.826114 50.198738, 6.8258723 50.1988833, 6.8257333 50.1989674, 6.8257023 50.1989856, 6.8256399 50.1990168, 6.8254932 50.1990852, 6.8254333 50.1991134, 6.8252783 50.1991856, 6.8252373 50.1992047, 6.8251456 50.1992474)",,,,
39886071,False,,,Arensbergstraße,residential,20,False,95.19200000000001,"LINESTRING (6.831676 50.1947551, 6.832085 50.1951183, 6.8322297 50.1952392, 6.8324244 50.1952951, 6.8325858 50.195355)",,,,
"[857195666, 39980010]",True,,,Wirichstraße,residential,30,False,60.86,"LINESTRING (6.831676 50.1947551, 6.8319864 50.1946018, 6.8321336 50.1945072, 6.8322308 50.1944196, 6.8322728 50.1943712)",,,,
39886071,False,,,Arensbergstraße,residential,20,True,95.19200000000001,"LINESTRING (6.8325858 50.195355, 6.8324244 50.1952951, 6.8322297 50.1952392, 6.832085 50.1951183, 6.831676 50.1947551)",,,,
92651901,False,1,,Arensbergstraße,residential,20,False,23.89,"LINESTRING (6.8325858 50.195355, 6.8327003 50.1953931, 6.832798 50.1954238, 6.832888 50.1954482)",,,,
92651905,True,,,Lindenstraße,residential,20,False,25.378,"LINESTRING (6.8325858 50.195355, 6.8323237 50.1953988, 6.8322475 50.1954238)",,,,
39980021,False,,,Rosenbergstraße,residential,,True,114.72099999999999,"LINESTRING (6.8289745 50.1969638, 6.8288239 50.1971677, 6.8283655 50.1978131, 6.8282529 50.1978783)",,,,
75092638,False,,,Maria-Hilf-Straße,residential,30,False,168.812,"LINESTRING (6.833168 50.192173, 6.8332171 50.1922848, 6.8333218 50.1925468, 6.8333391 50.192771, 6.8333295 50.1929709, 6.8333233 50.1931005, 6.833292 50.1932623, 6.8332784 50.1933326, 6.8331587 50.1935442, 6.8330954 50.1936556)",,,,
"[25663696, 86935593]",False,2,,Burgfriedstraße,residential,20,True,72.04399999999998,"LINESTRING (6.8316678 50.1961922, 6.8316018 50.1961359, 6.8315676 50.1961132, 6.831552 50.1961056, 6.831524 50.1961012, 6.831475 50.196099, 6.8314261 50.196099, 6.831353 50.1960964, 6.831292 50.1960896, 6.831239 50.196081, 6.8311639 50.1960617, 6.8310995 50.1960381, 6.831058 50.1960157, 6.8310298 50.1959943, 6.8310003 50.1959518, 6.8309701 50.195902, 6.8309393 50.1958633, 6.8309141 50.1958438)",,,,
30021085,False,2,,Waldenbungert,residential,20,False,107.61799999999998,"LINESTRING (6.8316678 50.1961922, 6.8317522 50.1961806, 6.8318425 50.1961733, 6.831933 50.1961668, 6.8320175 50.1961582, 6.8321288 50.1961402, 6.8322127 50.1961252, 6.8323025 50.196114, 6.8323689 50.1961102, 6.8324608 50.1961089, 6.8325339 50.1961158, 6.832625 50.1961334, 6.8327095 50.1961561, 6.8328014 50.1961977, 6.8328557 50.1962265, 6.8329241 50.1962707, 6.8329731 50.1963132, 6.8330154 50.1963585)",,,,
551427485,False,2,,Michel-Reineke-Straße,residential,,True,49.584999999999994,"LINESTRING (6.8248241 50.1988519, 6.8249383 50.1989856, 6.8250603 50.199145, 6.8251226 50.1992206, 6.8251456 50.1992474)",,,,
624480532,False,,,Michel-Reineke-Straße,residential,,False,75.00399999999999,"LINESTRING (6.8248241 50.1988519, 6.8245116 50.19843, 6.8243727 50.1982424)",,,,
"[62143867, 644553068, 644553070]",False,,,Michel-Reineke-Straße,residential,,True,87.556,"LINESTRING (6.8248241 50.1988519, 6.8246451 50.1989077, 6.8244275 50.1989783, 6.8243071 50.1990051, 6.8241634 50.1990272, 6.824017 50.1990391, 6.8238128 50.1990362, 6.8236543 50.1990223)",,,,
"[62143867, 644553068, 644553070]",False,,,Michel-Reineke-Straße,residential,,False,87.55600000000001,"LINESTRING (6.8236543 50.1990223, 6.8238128 50.1990362, 6.824017 50.1990391, 6.8241634 50.1990272, 6.8243071 50.1990051, 6.8244275 50.1989783, 6.8246451 50.1989077, 6.8248241 50.1988519)",,,,
62143868,False,2,,Freiherr-vom-Stein-Straße,residential,,True,55.69,"LINESTRING (6.823598 50.1981744, 6.8242122 50.1982352, 6.8243727 50.1982424)",,,,
"[62143866, 1004370645, 1004370646]",True,,,Michel-Reineke-Straße,residential,,False,138.85999999999999,"LINESTRING (6.823598 50.1981744, 6.82359 50.1981807, 6.8231886 50.1984991, 6.8229596 50.1986808, 6.8229545 50.198721, 6.8229741 50.1987593, 6.8230455 50.1988152, 6.8231963 50.1988892, 6.8233479 50.1989487, 6.8234995 50.1989909, 6.8236543 50.1990223)",,,,4
"[27740584, 27740585]",False,,,Bahnhofstraße,residential,,True,18.188,"LINESTRING (6.8346761 50.1959184, 6.8347348 50.1959351, 6.8349109 50.1959829)",,yes,,
62145052,False,,,Zum Hotzendrees,residential,,False,91.106,"LINESTRING (6.8346761 50.1959184, 6.8345895 50.196063, 6.8344934 50.1962151, 6.8344259 50.1964556, 6.8344392 50.1967115)",,,,
326081504,False,,,Bahnhofstraße,residential,,False,69.339,"LINESTRING (6.8346761 50.1959184, 6.8344216 50.1958458, 6.8342537 50.195785, 6.8341203 50.1957093, 6.8340095 50.1956358, 6.8339336 50.1955422)",,,,
62145052,False,,,Zum Hotzendrees,residential,,True,91.106,"LINESTRING (6.8344392 50.1967115, 6.8344259 50.1964556, 6.8344934 50.1962151, 6.8345895 50.196063, 6.8346761 50.1959184)",,,,
688240524,True,1,,Bitburger Straße,primary,50,False,13.046,"LINESTRING (6.8259461 50.2005923, 6.8259407 50.2005632, 6.8259455 50.200534, 6.8259602 50.2005062, 6.8259841 50.2004812)",roundabout,,,
688736882,True,1,,Bitburger Straße,primary,50,False,4.134,"LINESTRING (6.8262864 50.2004643, 6.8263235 50.2004929)",roundabout,,,
290065999,True,1,,Bitburger Straße,primary,50,False,13.475999999999999,"LINESTRING (6.8263286 50.2006261, 6.8263012 50.2006508, 6.8262657 50.2006709, 6.8262241 50.2006853, 6.8261784 50.2006932)",roundabout,,,
275014495,True,1,,Leopoldstraße,residential,,False,25.727999999999998,"LINESTRING (6.8261469 50.20043, 6.8261909 50.2004034, 6.8262059 50.2003874, 6.8263184 50.2002671, 6.8263609 50.2002471)",,,,
688736882,True,1,,Bitburger Straße,primary,50,False,10.854000000000001,"LINESTRING (6.8261469 50.20043, 6.8261974 50.2004339, 6.8262448 50.2004456, 6.8262864 50.2004643)",roundabout,,,
27233243,True,1,B 257,Mehrener Straße,primary,50,False,62.434000000000005,"LINESTRING (6.8358865 50.1956218, 6.8357985 50.1957915, 6.8356789 50.1959411, 6.8355468 50.1960839, 6.8355164 50.1961285)",,,,
591056767,False,2,B 257,Mehrener Straße,primary,50,False,54.333,"LINESTRING (6.8358865 50.1956218, 6.8360645 50.1953585, 6.8361905 50.1951736)",,,,
187859096,False,,,,residential,,True,33.898,"LINESTRING (6.8262708 50.2002284, 6.8258738 50.20006)",,,,4
688736885,True,1,,Bitburger Straße,primary,50,False,7.601,"LINESTRING (6.8259956 50.2006521, 6.8259738 50.2006341, 6.8259571 50.200614, 6.8259461 50.2005923)",roundabout,,,
591087273,True,1,B 257,Mehrener Straße,primary,50,False,26.261000000000003,"LINESTRING (6.8364389 50.194999, 6.8363502 50.1950619, 6.8361905 50.1951736)",,,,
688240519,True,1,B 257,Mehrener Straße,primary,50,False,9.331,"LINESTRING (6.8364389 50.194999, 6.8364061 50.1949989, 6.836375 50.1949924, 6.8363483 50.1949802, 6.8363287 50.1949634)",roundabout,,,
688498569,True,1,B 257,Mehrener Straße,primary,50,False,7.367000000000001,"LINESTRING (6.8364346 50.1948633, 6.8364679 50.1948692, 6.8364964 50.1948816, 6.8365174 50.1948991)",roundabout,,,
688240520,True,1,B 257,Mehrener Straße,primary,50,False,4.67,"LINESTRING (6.8364971 50.1949807, 6.8364702 50.1949927, 6.8364389 50.194999)",roundabout,,,
688498571,True,1,B 257,Mehrener Straße,primary,50,False,7.032,"LINESTRING (6.8363287 50.1949634, 6.8363179 50.1949435, 6.8363171 50.1949224, 6.8363264 50.1949022)",roundabout,,,
31687544,False,,,Jahnstraße,residential,,True,18.196,"LINESTRING (6.8256926 50.1967864, 6.8259482 50.1967886)",,,,
"[37121659, 51072566]",False,2,B 257,,primary,"['50', '60']",True,410.287,"LINESTRING (6.8351104 50.1967089, 6.8350782 50.1967634, 6.8349947 50.1969048, 6.8349476 50.1969864, 6.8347746 50.1972685, 6.8345912 50.1975113, 6.8343485 50.1977813, 6.8341524 50.197979, 6.8334438 50.1986771, 6.8331843 50.1989453, 6.8329473 50.1992296, 6.8329063 50.1992925, 6.8327321 50.1995602, 6.8325542 50.1998903, 6.8325165 50.1999846)",,,,
591056765,True,1,B 257,,primary,50,False,54.791,"LINESTRING (6.8351104 50.1967089, 6.8351523 50.1965347, 6.835272 50.1962653, 6.8352734 50.1962289)",,,,
591087275,True,1,L 46,,secondary,50,False,25.043,"LINESTRING (6.8363264 50.1949022, 6.8363218 50.1947922, 6.8363439 50.1946779)",,,,
688498571,True,1,B 257,Mehrener Straße,primary,50,False,9.386,"LINESTRING (6.8363264 50.1949022, 6.8363449 50.1948847, 6.8363708 50.1948717, 6.8364017 50.1948643, 6.8364346 50.1948633)",roundabout,,,
591087277,True,1,B 257,Mehrener Straße,primary,50,False,21.126,"LINESTRING (6.8365174 50.1948991, 6.8365993 50.1949001, 6.8367031 50.1948837, 6.8368089 50.1948974)",,,,
688498572,True,1,B 257,Mehrener Straße,primary,50,False,9.82,"LINESTRING (6.8365174 50.1948991, 6.8365285 50.19492, 6.8365286 50.1949421, 6.8365178 50.1949631, 6.8364971 50.1949807)",roundabout,,,
26752197,False,2,,Borngasse,residential,30,False,70.837,"LINESTRING (6.8291717 50.1959887, 6.8292649 50.1960465, 6.8293274 50.1960745, 6.8294848 50.1961749, 6.8295566 50.1962347, 6.8297088 50.1963553, 6.8298214 50.1964664)",,,,
175656043,False,3,,Abt-Richard-Straße,residential,50,False,68.316,"LINESTRING (6.8291717 50.1959887, 6.8292136 50.195957, 6.8292552 50.1959313, 6.8293327 50.1958845, 6.8294039 50.1958466, 6.829503 50.1958018, 6.8297413 50.1957022, 6.8299602 50.195653)",,,,
"[794447466, 794447467, 23471586]",False,2,,Abt-Richard-Straße,residential,"['50', '30']",True,204.684,"LINESTRING (6.8291717 50.1959887, 6.8291076 50.196006, 6.8290383 50.1960273, 6.8289845 50.1960487, 6.8289457 50.1960642, 6.8288237 50.1961295, 6.8281426 50.1965942, 6.8280379 50.1966661, 6.8278257 50.1968524, 6.8276136 50.1970385, 6.8274625 50.197192, 6.8274391 50.1972205, 6.8273104 50.1973638)",,,,
31693657,False,,,Schweizstraße,residential,20,False,119.88400000000001,"LINESTRING (6.8332679 50.1973991, 6.8332715 50.197428, 6.8332715 50.1974658, 6.8332515 50.1975211, 6.8331407 50.1977515, 6.8330171 50.1979373, 6.8327543 50.1980697, 6.8325101 50.1983228)",,,,
794447464,False,,,Schweizstraße,residential,20,False,28.582,"LINESTRING (6.8332679 50.1973991, 6.833305 50.1973803, 6.8333459 50.197349, 6.8333747 50.1973048, 6.8333942 50.197246, 6.8334086 50.1971686)",,,,
"[794447464, 794447473, 794447472]",False,1,,"['Schweizstraße', 'Bahnhofsweg']",residential,20,"[False, True]",260.96900000000005,"LINESTRING (6.8332679 50.1973991, 6.8332292 50.1974125, 6.8331192 50.1974469, 6.832839 50.1975422, 6.83267 50.1975971, 6.8325258 50.1976323, 6.8323293 50.1976778, 6.8321583 50.1977147, 6.831876 50.197777, 6.8316346 50.1978177, 6.8315334 50.1978375, 6.8314026 50.1978688, 6.8312397 50.1979169, 6.8311103 50.1979487, 6.8309695 50.197971, 6.8308789 50.197977, 6.8307944 50.1979727, 6.830737 50.1979658, 6.8305418 50.1979252, 6.8303384 50.1978584, 6.8301394 50.1977813, 6.8298888 50.1976855)",,,,
31693639,False,,,Arensbergstraße,residential,20,False,6.731,"LINESTRING (6.832888 50.1954482, 6.8328718 50.1954787, 6.8328496 50.1955032)",,,,
"[37121112, 794447465]",False,2,,Arensbergstraße,residential,"['20', '50']",False,76.725,"LINESTRING (6.832888 50.1954482, 6.832904 50.1954508, 6.8329355 50.1954534, 6.8329657 50.1954521, 6.8330012 50.1954448, 6.8330441 50.1954345, 6.8331166 50.1954233, 6.8331836 50.1954229, 6.833248 50.1954289, 6.8333204 50.1954414, 6.8334404 50.1954658, 6.8336369 50.1955053, 6.833763 50.1955247, 6.8338435 50.1955357, 6.8339336 50.1955422)",,,,
92651901,False,1,,Arensbergstraße,residential,20,True,23.89,"LINESTRING (6.832888 50.1954482, 6.832798 50.1954238, 6.8327003 50.1953931, 6.8325858 50.195355)",,,,
31693654,False,1,,Waldenbungert,residential,20,False,74.51,"LINESTRING (6.8327223 50.1969983, 6.8327571 50.1969481, 6.8327934 50.1968704, 6.8328732 50.196651, 6.8329261 50.1964914, 6.8329442 50.1964463, 6.8329764 50.1964008, 6.8330154 50.1963585)",,,,
30021085,False,2,,Waldenbungert,residential,20,False,95.79000000000002,"LINESTRING (6.8330154 50.1963585, 6.8330468 50.1963922, 6.8330991 50.1964566, 6.8331769 50.1965802, 6.8332118 50.1966562, 6.8332373 50.1967296, 6.833252 50.1968395, 6.8332808 50.1969584, 6.8333513 50.1971228, 6.8333794 50.1971576, 6.8334086 50.1971686)",,,,
30021085,False,2,,Waldenbungert,residential,20,True,107.61799999999998,"LINESTRING (6.8330154 50.1963585, 6.8329731 50.1963132, 6.8329241 50.1962707, 6.8328557 50.1962265, 6.8328014 50.1961977, 6.8327095 50.1961561, 6.832625 50.1961334, 6.8325339 50.1961158, 6.8324608 50.1961089, 6.8323689 50.1961102, 6.8323025 50.196114, 6.8322127 50.1961252, 6.8321288 50.1961402, 6.8320175 50.1961582, 6.831933 50.1961668, 6.8318425 50.1961733, 6.8317522 50.1961806, 6.8316678 50.1961922)",,,,
31693654,False,1,,Waldenbungert,residential,20,True,74.50999999999999,"LINESTRING (6.8330154 50.1963585, 6.8329764 50.1964008, 6.8329442 50.1964463, 6.8329261 50.1964914, 6.8328732 50.196651, 6.8327934 50.1968704, 6.8327571 50.1969481, 6.8327223 50.1969983)",,,,
30021085,False,2,,Waldenbungert,residential,20,True,95.79,"LINESTRING (6.8334086 50.1971686, 6.8333794 50.1971576, 6.8333513 50.1971228, 6.8332808 50.1969584, 6.833252 50.1968395, 6.8332373 50.1967296, 6.8332118 50.1966562, 6.8331769 50.1965802, 6.8330991 50.1964566, 6.8330468 50.1963922, 6.8330154 50.1963585)",,,,
31693651,False,1,,Schweizstraße,residential,20,False,193.98699999999997,"LINESTRING (6.8334086 50.1971686, 6.8334116 50.1971164, 6.8334022 50.1970305, 6.8333808 50.1969077, 6.833366 50.1968107, 6.8333673 50.1967313, 6.8333861 50.1965557, 6.8333922 50.1964677, 6.8333734 50.1963458, 6.8333566 50.1962368, 6.8333392 50.19616, 6.833299 50.1960728, 6.8332279 50.1959861, 6.8331166 50.1958578, 6.8330408 50.1957603, 6.8329956 50.1956888, 6.8329838 50.1956616, 6.8329704 50.1956281, 6.8329375 50.1955817, 6.832895 50.1955403, 6.8328496 50.1955032)",,,,
794447464,False,,,Schweizstraße,residential,20,True,28.581999999999997,"LINESTRING (6.8334086 50.1971686, 6.8333942 50.197246, 6.8333747 50.1973048, 6.8333459 50.197349, 6.833305 50.1973803, 6.8332679 50.1973991)",,,,
31693639,False,,,Arensbergstraße,residential,20,True,61.912,"LINESTRING (6.8322458 50.1959038, 6.8323596 50.1958269, 6.8325487 50.195695, 6.8328496 50.1955032)",,,,
"[31693641, 26752201, 302705303]",False,,,Lindenstraße,residential,20,"[False, True]",121.16899999999998,"LINESTRING (6.8309141 50.1958438, 6.8309601 50.1958183, 6.8310077 50.1958007, 6.8310761 50.1957835, 6.8311947 50.1957644, 6.831402 50.1957422, 6.8315403 50.1957242, 6.8317855 50.1956994, 6.8318734 50.1956878, 6.8319391 50.1956835, 6.8320229 50.1956869, 6.8320765 50.1956852, 6.8321188 50.1956809, 6.8321516 50.1956723, 6.8321751 50.1956603, 6.8321979 50.1956436, 6.8322167 50.1956234, 6.8322308 50.1956011, 6.8322355 50.1955762, 6.8322294 50.1955247, 6.8322254 50.1954865, 6.8322328 50.1954547, 6.8322475 50.1954238)",,,,
39981426,False,2,,Lindenstraße,residential,20,True,75.57199999999999,"LINESTRING (6.8309141 50.1958438, 6.8308937 50.195832, 6.8308414 50.1958118, 6.8307911 50.1958002, 6.8307207 50.1957921, 6.8306141 50.1957865, 6.8305242 50.1957882, 6.8304136 50.1957964, 6.8303385 50.1958015, 6.8302887 50.1957991, 6.8302593 50.1957977, 6.8301883 50.1957844, 6.8301319 50.1957685, 6.8300795 50.1957376, 6.8299602 50.195653)",,,,
"[25663696, 86935593]",False,2,,Burgfriedstraße,residential,20,False,72.044,"LINESTRING (6.8309141 50.1958438, 6.8309393 50.1958633, 6.8309701 50.195902, 6.8310003 50.1959518, 6.8310298 50.1959943, 6.831058 50.1960157, 6.8310995 50.1960381, 6.8311639 50.1960617, 6.831239 50.196081, 6.831292 50.1960896, 6.831353 50.1960964, 6.8314261 50.196099, 6.831475 50.196099, 6.831524 50.1961012, 6.831552 50.1961056, 6.8315676 50.1961132, 6.8316018 50.1961359, 6.8316678 50.1961922)",,,,
"[31693641, 26752201, 302705303]",False,,,Lindenstraße,residential,20,"[False, True]",121.16899999999998,"LINESTRING (6.8322475 50.1954238, 6.8322328 50.1954547, 6.8322254 50.1954865, 6.8322294 50.1955247, 6.8322355 50.1955762, 6.8322308 50.1956011, 6.8322167 50.1956234, 6.8321979 50.1956436, 6.8321751 50.1956603, 6.8321516 50.1956723, 6.8321188 50.1956809, 6.8320765 50.1956852, 6.8320229 50.1956869, 6.8319391 50.1956835, 6.8318734 50.1956878, 6.8317855 50.1956994, 6.8315403 50.1957242, 6.831402 50.1957422, 6.8311947 50.1957644, 6.8310761 50.1957835, 6.8310077 50.1958007, 6.8309601 50.1958183, 6.8309141 50.1958438)",,,,
31693866,False,,,Im Lohpesch,residential,30,True,121.915,"LINESTRING (6.8367188 50.1966201, 6.8365927 50.1967472, 6.8364757 50.1969545, 6.8364395 50.1970095, 6.836406 50.1970599, 6.8363644 50.1971069, 6.8363228 50.1971434, 6.8362672 50.1971837, 6.8362028 50.1972179, 6.8361434 50.1972447, 6.8360844 50.1972636, 6.8360147 50.1972846, 6.8359436 50.1972962, 6.8358692 50.1973048, 6.8358021 50.1973082, 6.8356023 50.1973061)",,,,
61930072,False,,,Alte Darscheider Straße,residential,,True,99.616,"LINESTRING (6.8357434 50.1962168, 6.8357656 50.1962141, 6.8357958 50.1962068, 6.8358239 50.1961962, 6.835845 50.1961853, 6.8358648 50.1961726, 6.8358789 50.1961613, 6.835892 50.1961467, 6.8359302 50.1961046, 6.8359523 50.196084, 6.8359758 50.1960672, 6.8360147 50.1960518, 6.8360509 50.1960423, 6.8360891 50.1960351, 6.8361461 50.196032, 6.8362011 50.1960346, 6.8362889 50.1960454, 6.8367691 50.1961273, 6.8369955 50.1961656)",,,,
61934019,False,2,,Bahnhofstraße,residential,50,False,16.516,"LINESTRING (6.8357434 50.1962168, 6.8357089 50.1962183, 6.8356777 50.1962159, 6.8356427 50.1962097, 6.8355809 50.196195, 6.8355214 50.1961803)",,,,
"[794466592, 35954302]",False,,,Bahnhofstraße,residential,"['50', '30']",True,122.191,"LINESTRING (6.8357434 50.1962168, 6.8357468 50.1962366, 6.8357461 50.1962583, 6.8357424 50.1962782, 6.8357371 50.1962993, 6.8357287 50.1963214, 6.8357136 50.1963508, 6.8356842 50.1964017, 6.835666 50.1964401, 6.8356563 50.1964692, 6.8356452 50.196509, 6.8356405 50.1965575, 6.8356023 50.1973061)",,,,
1238159814,False,1,,Wohnmobilpark am Lieserbogen,living_street,,False,41.014,"LINESTRING (6.8325165 50.1999846, 6.8319529 50.1999078)",,,customers,
"[37121659, 51072566]",False,2,B 257,,primary,"['50', '60']",False,410.287,"LINESTRING (6.8325165 50.1999846, 6.8325542 50.1998903, 6.8327321 50.1995602, 6.8329063 50.1992925, 6.8329473 50.1992296, 6.8331843 50.1989453, 6.8334438 50.1986771, 6.8341524 50.197979, 6.8343485 50.1977813, 6.8345912 50.1975113, 6.8347746 50.1972685, 6.8349476 50.1969864, 6.8349947 50.1969048, 6.8350782 50.1967634, 6.8351104 50.1967089)",,,,
1238159814,False,1,,Wohnmobilpark am Lieserbogen,living_street,,True,41.014,"LINESTRING (6.8319529 50.1999078, 6.8325165 50.1999846)",,,customers,
