osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,junction
152796686,True,Unnaer Straße,residential,30,False,122.288,"LINESTRING (7.7936374 51.4388786, 7.7931899 51.4391102, 7.7930452 51.4391517, 7.7926366 51.439404, 7.7924636 51.4395228, 7.7923625 51.4396237)",,,,
157158186,True,Nordwall,residential,,False,53.218,"LINESTRING (7.7936374 51.4388786, 7.7938102 51.438993, 7.7939054 51.4390367, 7.7940037 51.4390724, 7.7942485 51.4391618)",,,,
714389221,False,Bodelschwinghstraße,residential,50,True,8.691,"LINESTRING (7.7891065 51.4394333, 7.7890485 51.4395026)",,,,
714389221,False,Bodelschwinghstraße,residential,50,False,61.108000000000004,"LINESTRING (7.7891065 51.4394333, 7.7893393 51.4391317, 7.7895113 51.4389455)",,,,
714389221,False,Bodelschwinghstraße,residential,50,False,123.968,"LINESTRING (7.7882214 51.4404911, 7.7890485 51.4395026)",,,,
157158139,False,Schwitter Weg,residential,50,True,44.366,"LINESTRING (7.7967927 51.4392294, 7.7967187 51.439325, 7.7965243 51.4395916)",2,,,
157158165,False,Ostwall,residential,50,False,34.549,"LINESTRING (7.7967927 51.4392294, 7.7968698 51.4391817, 7.7971466 51.4390106)",3,,,
364915720,False,Werringser Straße,residential,,True,353.085,"LINESTRING (7.7967927 51.4392294, 7.7969337 51.4393026, 7.7975616 51.4396285, 7.7985209 51.439905, 7.7992348 51.4400911, 7.7995671 51.4401746, 7.8005746 51.4404227, 7.8007711 51.4404702, 7.801044 51.4405038, 7.8013764 51.4405053)",2,,,
1216216069,False,Nordwall,residential,50,False,22.079,"LINESTRING (7.7967927 51.4392294, 7.7966879 51.4392008, 7.7965954 51.4391755, 7.7964931 51.4391674)",2,,,
42967285,True,Märkische Straße,primary,50,False,20.933,"LINESTRING (7.7882041 51.4416052, 7.7883001 51.4416481, 7.7883605 51.4417016, 7.7883779 51.4417496)",2,B 7,,
151222901,True,Unnaer Straße,residential,50,False,31.33,"LINESTRING (7.7882041 51.4416052, 7.7882974 51.441593, 7.7886022 51.4414775)",1,B 7,,
1073110934,False,Bodelschwinghstraße,residential,50,False,26.197,"LINESTRING (7.7895113 51.4389455, 7.7896947 51.4387395)",,,,
157158173,False,Hördinger Kamp,residential,30,False,112.863,"LINESTRING (7.7895113 51.4389455, 7.789778 51.4390429, 7.7907718 51.4395837)",,,,
714389221,False,Bodelschwinghstraße,residential,50,True,61.108000000000004,"LINESTRING (7.7895113 51.4389455, 7.7893393 51.4391317, 7.7891065 51.4394333)",,,,
157158134,True,Brückstraße,residential,30,False,69.393,"LINESTRING (7.7997671 51.4342248, 7.800636 51.4345347)",2,,,
317408123,False,Kolpingstraße,residential,,True,122.887,"LINESTRING (7.7997671 51.4342248, 7.7989028 51.4351897)",,,,
157158135,True,Brückstraße,residential,30,False,75.177,"LINESTRING (7.800636 51.4345347, 7.8015837 51.4348634)",2,,,
738180686,False,Wilhelmstraße,residential,50,True,123.485,"LINESTRING (7.800636 51.4345347, 7.7997339 51.4354923)",,,,
157158192,True,Wilhelmstraße,residential,50,False,130.046,"LINESTRING (7.800636 51.4345347, 7.8008593 51.4342961, 7.8015813 51.4335245)",2,,,
738180686,False,Wilhelmstraße,residential,50,False,123.485,"LINESTRING (7.7997339 51.4354923, 7.800636 51.4345347)",,,,
738180687,True,Kapellenstraße,residential,30,False,66.717,"LINESTRING (7.7997339 51.4354923, 7.7989028 51.4351897)",,,,
24604819,False,Wilhelmstraße,residential,50,True,41.95,"LINESTRING (7.7997339 51.4354923, 7.7996375 51.4355956, 7.7994307 51.4358188)",,,,
155258354,False,Kolpingstraße,residential,,False,10.733,"LINESTRING (7.7982051 51.435833, 7.7983084 51.4357611)",,,,
"[738180689, 24564602, 26306278]",False,"['Hauptstraße', 'Pastoratstraße']",living_street,,False,246.029,"LINESTRING (7.7982051 51.435833, 7.7979286 51.4360343, 7.7981059 51.4361384, 7.7982464 51.4362312, 7.7983315 51.4363267, 7.7983768 51.436416, 7.7983939 51.4364903, 7.7983924 51.4365982, 7.7983712 51.4366989, 7.7983187 51.4368528, 7.7982607 51.436972, 7.7981005 51.4372564, 7.7976406 51.4377805)",,,,
"[157325512, 157325507]",True,Südwall,residential,,False,126.10299999999998,"LINESTRING (7.7982051 51.435833, 7.7978126 51.4356778, 7.7976879 51.4356462, 7.7975592 51.4356225, 7.7974203 51.4356019, 7.7972851 51.4355933, 7.7971758 51.4355944, 7.7970415 51.435609, 7.7968825 51.4356304, 7.7967378 51.4356528, 7.7966726 51.4356523, 7.796621 51.4356491, 7.7965515 51.4356403, 7.7964941 51.4356265)",,,yes,
24564605,True,Ostwall,residential,,False,84.638,"LINESTRING (7.7988424 51.4364739, 7.7988036 51.4363936, 7.7987424 51.4362961, 7.7986445 51.4361889, 7.7985016 51.4360643, 7.7982051 51.435833)",,,,
24604819,False,Wilhelmstraße,residential,50,False,83.5,"LINESTRING (7.7988424 51.4364739, 7.7989011 51.4363983, 7.7993123 51.4359483, 7.7994307 51.4358188)",,,,
"[738180688, 310825977]",False,Ostwall,residential,50,True,238.17999999999998,"LINESTRING (7.7988424 51.4364739, 7.7987834 51.4365521, 7.7987536 51.4366211, 7.7987408 51.4366918, 7.7987139 51.4367878, 7.7986898 51.4368744, 7.7986447 51.4369822, 7.7986253 51.4370287, 7.7985468 51.4372063, 7.7985081 51.4372835, 7.7984728 51.4373599, 7.7983324 51.4375933, 7.7979054 51.4381875, 7.7977352 51.4384928)",,,,
"[600390268, 23360742]",True,Westwall,residential,,False,98.892,"LINESTRING (7.7928251 51.4364057, 7.7927897 51.4364634, 7.7927322 51.4366403, 7.7927215 51.4366866, 7.7927194 51.4367157, 7.7927108 51.4368367, 7.7927204 51.4369608, 7.7927408 51.4372233, 7.7927589 51.4372853)",,,,
49728158,True,Kapellenstraße,residential,30,False,78.112,"LINESTRING (7.8007255 51.435826, 7.8001553 51.4356341, 7.7997339 51.4354923)",,,,
155258402,False,Twiete,residential,30,True,122.458,"LINESTRING (7.8007255 51.435826, 7.8008931 51.4356357, 7.8015837 51.4348634)",2,,,
152796614,True,An der Stadtmauer,living_street,,False,56.947,"LINESTRING (7.7947748 51.4388776, 7.7946308 51.438854, 7.7944909 51.4388211, 7.7944095 51.4387988, 7.7943386 51.4387717, 7.7940738 51.438628)",,,,
157325483,False,Apothekergasse,living_street,,False,57.519000000000005,"LINESTRING (7.7947748 51.4388776, 7.7949235 51.4388061, 7.7955188 51.4386562)",,,,
158216550,False,An der Stadtmauer,living_street,,False,60.02,"LINESTRING (7.7947748 51.4388776, 7.795246 51.4388985, 7.7956379 51.4388762)",,,,
24728708,False,Apothekergasse,living_street,,False,25.861,"LINESTRING (7.7955188 51.4386562, 7.7955884 51.4387637, 7.7956379 51.4388762)",,,,
24728708,False,Apothekergasse,living_street,,True,39.664,"LINESTRING (7.7955188 51.4386562, 7.7955629 51.4386308, 7.7955692 51.4385921, 7.7954596 51.4384837, 7.7953909 51.4383376)",,,,
157325483,False,Apothekergasse,living_street,,True,57.519000000000005,"LINESTRING (7.7955188 51.4386562, 7.7949235 51.4388061, 7.7947748 51.4388776)",,,,
158216550,False,An der Stadtmauer,living_street,,False,70.539,"LINESTRING (7.7956379 51.4388762, 7.7966448 51.4387841)",,,,
24728708,False,Apothekergasse,living_street,,True,25.861,"LINESTRING (7.7956379 51.4388762, 7.7955884 51.4387637, 7.7955188 51.4386562)",,,,
158216550,False,An der Stadtmauer,living_street,,True,60.02,"LINESTRING (7.7956379 51.4388762, 7.795246 51.4388985, 7.7947748 51.4388776)",,,,
24855958,False,Bittfahrt,residential,30,True,61.434999999999995,"LINESTRING (7.7985428 51.4382932, 7.7979614 51.4384866, 7.7978501 51.438496, 7.7977352 51.4384928)",,,,
"[24856001, 1224974251, 1246252214, 1246252215, 751120248, 310825978]",False,Krankenhausweg,residential,"['20', '30']",False,267.69599999999997,"LINESTRING (7.7985428 51.4382932, 7.7984613 51.4382016, 7.7984415 51.4381066, 7.7984838 51.4380518, 7.7989763 51.4377005, 7.7991352 51.4375637, 7.7992976 51.4374562, 7.7995345 51.4373183, 7.7995708 51.4372836, 7.7995875 51.4372635, 7.7996144 51.4372009, 7.7996277 51.4371621, 7.7996626 51.4371152, 7.7997114 51.4370856, 7.7997189 51.437081, 7.7999035 51.4369677, 7.7999678 51.4369282, 7.8001851 51.4368435, 7.8008141 51.4366325, 7.8009085 51.4365967)",,,,
751120249,False,Bittfahrt,residential,30,False,40.251000000000005,"LINESTRING (7.7985428 51.4382932, 7.7987284 51.4382586, 7.7988158 51.4382591, 7.7991096 51.4382956)",,,,
157589419,False,Fuchshöhlenweg,residential,30,False,82.597,"LINESTRING (7.7991096 51.4382956, 7.7992679 51.4384253, 7.7999687 51.4388066)",2,,,
751120249,False,Bittfahrt,residential,30,True,40.251000000000005,"LINESTRING (7.7991096 51.4382956, 7.7988158 51.4382591, 7.7987284 51.4382586, 7.7985428 51.4382932)",,,,
1094770182,False,Bittfahrt,residential,,False,23.968,"LINESTRING (7.7991096 51.4382956, 7.79921 51.4382798, 7.7992837 51.4382527, 7.7993756 51.4381736)",,,,
