osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,tunnel
29257080,,living_street,,,False,True,91.033,"LINESTRING (7.0357441 51.2822522, 7.0354972 51.2821147, 7.0352657 51.2819195, 7.0350916 51.2817174, 7.0350406 51.2816451, 7.0350243 51.2815857)",,Nordstraße,
29257081,,living_street,,,False,False,44.965,"LINESTRING (7.0360257 51.2818882, 7.0357441 51.2822522)",,Nordstraße,
26462759,1,residential,30,,True,False,77.431,"LINESTRING (7.0360257 51.2818882, 7.0357577 51.2818178, 7.0353771 51.281703, 7.0351754 51.2816421, 7.0351465 51.2816334, 7.0350243 51.2815857)",,Wilhelmstraße,
"[29257080, 29257082, 29257083]",,"['residential', 'living_street']",,,False,"[False, True]",343.365,"LINESTRING (7.0343371 51.2826541, 7.0344813 51.2827558, 7.0346905 51.282916, 7.0347555 51.2830094, 7.0347967 51.2831073, 7.0348015 51.283269, 7.0348675 51.2833236, 7.0350208 51.2833512, 7.0353551 51.2833315, 7.0359332 51.2833118, 7.0366028 51.2832916, 7.036574 51.2829067, 7.0360896 51.282525, 7.0357441 51.2822522)",,"['Nordstraße', 'Flügelskämpchen']",
29257082,,residential,,,False,True,49.007,"LINESTRING (7.0343371 51.2826541, 7.0339413 51.2825198, 7.0338186 51.2824669, 7.0337227 51.2824397)",,Flügelskämpchen,
29406737,,residential,,,False,False,24.223000000000003,"LINESTRING (7.0343371 51.2826541, 7.0345198 51.2826378, 7.034567 51.2826236, 7.0346641 51.2825895)",,Flügelskämpchen,
29257099,,residential,,,False,False,112.754,"LINESTRING (7.032531 51.2825133, 7.0325863 51.2825913, 7.0326464 51.2827923, 7.03272 51.2831399, 7.032763 51.2835125)",,Am Pütt,
"[28454346, 180870602, 180870605]",,residential,,,True,False,88.293,"LINESTRING (7.032531 51.2825133, 7.032605 51.2824944, 7.0327684 51.2824558, 7.0332411 51.2823504, 7.0334832 51.2823613, 7.0337227 51.2824397)",,"['Zur Loev', 'Velberter Straße']",
29257099,,residential,,,False,True,112.75399999999999,"LINESTRING (7.032763 51.2835125, 7.03272 51.2831399, 7.0326464 51.2827923, 7.0325863 51.2825913, 7.032531 51.2825133)",,Am Pütt,
"[180870556, 29257100]",,residential,,,False,False,178.14799999999997,"LINESTRING (7.0317063 51.2826977, 7.0317433 51.2828971, 7.0317659 51.2830374, 7.0317499 51.2831704, 7.0317542 51.2832755, 7.0317815 51.2833756, 7.0317674 51.2833937, 7.0316101 51.2834244, 7.0313461 51.2834211, 7.0310216 51.2834153, 7.0306913 51.283412, 7.0304053 51.2834033, 7.0303514 51.2834303)",,Julius-Imig-Straße,
180870605,,residential,,,True,False,60.936,"LINESTRING (7.0317063 51.2826977, 7.031784 51.2826831, 7.0319662 51.2826368, 7.0323602 51.282552, 7.032531 51.2825133)",,Zur Loev,
"[29257100, 180870556]",,residential,,,False,True,178.148,"LINESTRING (7.0303514 51.2834303, 7.0304053 51.2834033, 7.0306913 51.283412, 7.0310216 51.2834153, 7.0313461 51.2834211, 7.0316101 51.2834244, 7.0317674 51.2833937, 7.0317815 51.2833756, 7.0317542 51.2832755, 7.0317499 51.2831704, 7.0317659 51.2830374, 7.0317433 51.2828971, 7.0317063 51.2826977)",,Julius-Imig-Straße,
"[314341009, 622018011, 1206055511]",2,residential,30,,False,False,65.012,"LINESTRING (7.033408 51.2801937, 7.0335316 51.2802023, 7.0336554 51.2802109, 7.0339416 51.2802769, 7.0341945 51.2803566, 7.0342505 51.280373, 7.0342829 51.2803824)",,Goethestraße,
314341009,2,residential,30,,False,True,89.762,"LINESTRING (7.033408 51.2801937, 7.0328313 51.2801483, 7.0321262 51.2801965)",,Goethestraße,
"[588480576, 29264185, 30132563]",2,living_street,,,False,True,167.311,"LINESTRING (7.033408 51.2801937, 7.0333794 51.2804298, 7.0333479 51.2804906, 7.0333073 51.280569, 7.0331927 51.2807387, 7.0331359 51.2809051, 7.0330848 51.2810953, 7.0330634 51.2812207, 7.0330356 51.2813829, 7.033054 51.2814801, 7.0330892 51.281666)",,Wiedenhofer Straße,
31645057,3,secondary,50,,False,True,9.178,"LINESTRING (7.0390865 51.2829878, 7.0392148 51.2829685)",L 403,Mettmanner Straße,
"[31645057, 314341034]",3,secondary,50,,False,False,108.946,"LINESTRING (7.0390865 51.2829878, 7.0389652 51.2830125, 7.0387993 51.2830573, 7.038654 51.2831089, 7.0383099 51.2832326, 7.0378805 51.2833787, 7.0377823 51.2834013, 7.0376848 51.2834172)",L 403,Mettmanner Straße,
29315474,,living_street,,,False,False,77.09,"LINESTRING (7.0279555 51.2781261, 7.0273601 51.2782677, 7.0269201 51.2783734)",,Gerhart-Hauptmann-Straße,
"[213573723, 29315475, 213573724]",,residential,,,False,False,94.881,"LINESTRING (7.0307251 51.280092, 7.0305439 51.2794397, 7.0305114 51.2793354, 7.030479 51.2792529)",,Halfmannstraße,yes
29406737,,residential,,,False,True,24.223,"LINESTRING (7.0346641 51.2825895, 7.034567 51.2826236, 7.0345198 51.2826378, 7.0343371 51.2826541)",,Flügelskämpchen,
29068481,,residential,,,False,False,69.669,"LINESTRING (7.0322924 51.2781581, 7.0332492 51.2779728)",,Tannenbergstraße,
29068481,,residential,,,False,True,45.59,"LINESTRING (7.0322924 51.2781581, 7.0316673 51.2782814)",,Tannenbergstraße,
29068481,,residential,,,False,True,69.669,"LINESTRING (7.0332492 51.2779728, 7.0322924 51.2781581)",,Tannenbergstraße,
29068481,,residential,,,False,False,62.286,"LINESTRING (7.0332492 51.2779728, 7.0337099 51.2778755, 7.034117 51.2779015)",,Tannenbergstraße,
314341013,1,unclassified,50,,True,False,23.031,"LINESTRING (7.0391896 51.2831839, 7.0391377 51.2831114, 7.0390865 51.2829878)",,Henry-Ford II-Straße,
23413805,1,secondary,50,,True,False,126.133,"LINESTRING (7.0375401 51.2822975, 7.0391867 51.2827729)",L 199,Wilhelmstraße,
"[314482808, 314482809, 145073902]","['2', '3']",secondary,"['50', '30']",,False,False,273.806,"LINESTRING (7.0385873 51.2790529, 7.0387236 51.2791019, 7.0396708 51.2792464, 7.039862 51.2793024, 7.0400062 51.2794003, 7.0400607 51.2795115, 7.0400651 51.2795365, 7.0400547 51.2796108, 7.0400219 51.2796951, 7.0399454 51.2797854, 7.0397514 51.2799631, 7.0390749 51.2805383, 7.0389395 51.2806678)",L 199,Düsseler Straße,
145073902,2,secondary,50,,False,True,214.32800000000003,"LINESTRING (7.0385873 51.2790529, 7.0385222 51.278982, 7.0385239 51.2788818, 7.0385866 51.2788106, 7.0386101 51.2787839, 7.039013 51.2785704, 7.0390658 51.2785196, 7.0393789 51.2782183, 7.0399647 51.2775228, 7.0399907 51.2774268)",L 199,Düsseler Straße,
33816423,,residential,,,True,False,77.338,"LINESTRING (7.0371542 51.2799502, 7.0363932 51.2804573)",,Parkstraße,
33816424,,residential,,,True,False,141.056,"LINESTRING (7.0371542 51.2799502, 7.0372204 51.279902, 7.0383773 51.2791846, 7.0385226 51.2790935, 7.0385873 51.2790529)",,Parkstraße,
145073897,,residential,,,True,False,148.015,"LINESTRING (7.0389395 51.2806678, 7.0383886 51.2804281, 7.0375545 51.2801487, 7.0371542 51.2799502)",,August-Thyssen-Straße,
314482809,2,secondary,30,,False,False,94.00999999999999,"LINESTRING (7.0389395 51.2806678, 7.0387843 51.2808086, 7.0381694 51.2813626)",L 199,Düsseler Straße,
"[314482808, 314482809, 145073902]","['2', '3']",secondary,"['50', '30']",,False,True,273.806,"LINESTRING (7.0389395 51.2806678, 7.0390749 51.2805383, 7.0397514 51.2799631, 7.0399454 51.2797854, 7.0400219 51.2796951, 7.0400547 51.2796108, 7.0400651 51.2795365, 7.0400607 51.2795115, 7.0400062 51.2794003, 7.039862 51.2793024, 7.0396708 51.2792464, 7.0387236 51.2791019, 7.0385873 51.2790529)",L 199,Düsseler Straße,
314482809,2,secondary,30,,False,False,34.455,"LINESTRING (7.0381694 51.2813626, 7.0378807 51.2816144)",L 199,Düsseler Straße,
314482809,2,secondary,30,,False,True,94.00999999999999,"LINESTRING (7.0381694 51.2813626, 7.0387843 51.2808086, 7.0389395 51.2806678)",L 199,Düsseler Straße,
145073899,,residential,30,,False,False,54.951,"LINESTRING (7.039063 51.2814897, 7.0393437 51.2814301, 7.0396667 51.281488, 7.0397318 51.2815778)",,Beethovenstraße,
145073900,,residential,30,,True,False,64.49000000000001,"LINESTRING (7.039063 51.2814897, 7.0388276 51.2814955, 7.0382711 51.2813827, 7.0381694 51.2813626)",,Beethovenstraße,
145073900,,residential,30,,True,False,47.537,"LINESTRING (7.0397318 51.2815778, 7.039063 51.2814897)",,Beethovenstraße,
145073899,,residential,30,,False,True,54.95100000000001,"LINESTRING (7.0397318 51.2815778, 7.0396667 51.281488, 7.0393437 51.2814301, 7.039063 51.2814897)",,Beethovenstraße,
145073904,2,secondary,30,,False,True,24.927,"LINESTRING (7.0378807 51.2816144, 7.0376905 51.2818044)",L 199,Düsseler Straße,
314482809,2,secondary,30,,False,True,34.455,"LINESTRING (7.0378807 51.2816144, 7.0381694 51.2813626)",L 199,Düsseler Straße,
145073904,2,secondary,30,,False,False,24.927,"LINESTRING (7.0376905 51.2818044, 7.0378807 51.2816144)",L 199,Düsseler Straße,
145073909,,residential,,,True,False,159.953,"LINESTRING (7.0376905 51.2818044, 7.0398604 51.282281)",,Mozartstraße,
145073904,2,secondary,30,,False,True,54.742999999999995,"LINESTRING (7.0376905 51.2818044, 7.0374147 51.2820988, 7.0373901 51.2821299, 7.0373288 51.2822398)",L 199,Düsseler Straße,
23413805,1,secondary,50,,True,False,16.036,"LINESTRING (7.0373288 51.2822398, 7.0375401 51.2822975)",L 199,Wilhelmstraße,
26462759,1,residential,30,,True,False,98.705,"LINESTRING (7.0373288 51.2822398, 7.0371672 51.2821962, 7.0360257 51.2818882)",,Wilhelmstraße,
145073904,2,secondary,30,,False,False,54.742999999999995,"LINESTRING (7.0373288 51.2822398, 7.0373901 51.2821299, 7.0374147 51.2820988, 7.0376905 51.2818044)",L 199,Düsseler Straße,
131896289,1,residential,30,,True,False,19.28,"LINESTRING (7.0373543 51.2824115, 7.0373795 51.282365, 7.0374148 51.2823346, 7.0375401 51.2822975)",,Bahnhofstraße,
314341005,1,residential,30,,True,False,19.355,"LINESTRING (7.0373543 51.2824115, 7.0373252 51.2823282, 7.0373203 51.2822934, 7.0373288 51.2822398)",L 199,Bahnhofstraße,
"[131288520, 449238099, 30034155, 314341031]","['2', '3']",secondary,50,,False,False,246.688,"LINESTRING (7.0376848 51.2834172, 7.0375036 51.2834415, 7.0373852 51.2834501, 7.0368668 51.2834712, 7.0365068 51.2834904, 7.035466 51.2835281, 7.0350251 51.2835444, 7.0347957 51.2835506, 7.0341491 51.2835756)",L 403,Mettmanner Straße,
"[145073898, 314341004]","['2', '1']",residential,"['50', '30']",,True,False,114.169,"LINESTRING (7.0376848 51.2834172, 7.0374404 51.282686, 7.0373961 51.2825449, 7.0373543 51.2824115)",L 199,Bahnhofstraße,
"[31645057, 314341034]",3,secondary,50,,False,True,108.94599999999998,"LINESTRING (7.0376848 51.2834172, 7.0377823 51.2834013, 7.0378805 51.2833787, 7.0383099 51.2832326, 7.038654 51.2831089, 7.0387993 51.2830573, 7.0389652 51.2830125, 7.0390865 51.2829878)",L 403,Mettmanner Straße,
177212462,,residential,,,False,False,86.969,"LINESTRING (7.0374457 51.2808638, 7.0369063 51.2807225, 7.0363932 51.2804573)",,Conrad-Verlohr-Straße,
25279836,,residential,30,,False,True,61.663,"LINESTRING (7.0278272 51.2854543, 7.0273332 51.2859148)",,Bergstraße,
181061675,,residential,30,,False,True,60.528,"LINESTRING (7.0278272 51.2854543, 7.026993 51.2852991)",,Zur Hotzepar,
181061666,,residential,30,,False,False,177.186,"LINESTRING (7.0278272 51.2854543, 7.0279111 51.285364, 7.0279931 51.2852715, 7.0281292 51.285102, 7.0285364 51.2845936, 7.0289188 51.2841211, 7.0289931 51.2840378)",,Bergstraße,
213569429,,residential,,,False,True,79.724,"LINESTRING (7.0329935 51.2794737, 7.0327441 51.2787739)",,Am Höfchen,
131288522,2,secondary,50,,False,False,27.916,"LINESTRING (7.0341491 51.2835756, 7.0339958 51.2835818, 7.033936 51.2835838, 7.0337484 51.2835902)",L 403,Mettmanner Straße,
"[131288520, 449238099, 30034155, 314341031]","['2', '3']",secondary,50,,False,True,246.68799999999996,"LINESTRING (7.0341491 51.2835756, 7.0347957 51.2835506, 7.0350251 51.2835444, 7.035466 51.2835281, 7.0365068 51.2834904, 7.0368668 51.2834712, 7.0373852 51.2834501, 7.0375036 51.2834415, 7.0376848 51.2834172)",L 403,Mettmanner Straße,
449238100,,secondary_link,,,True,False,39.49600000000001,"LINESTRING (7.0341491 51.2835756, 7.0339983 51.2836298, 7.0339411 51.2836442, 7.033897 51.2836545, 7.0338112 51.2836847, 7.0337334 51.283735, 7.0336804 51.2837681)",,,
131288522,2,secondary,50,,False,False,5.663,"LINESTRING (7.0337484 51.2835902, 7.0336671 51.283593)",L 403,Mettmanner Straße,
131288522,2,secondary,50,,False,True,27.915999999999997,"LINESTRING (7.0337484 51.2835902, 7.033936 51.2835838, 7.0339958 51.2835818, 7.0341491 51.2835756)",L 403,Mettmanner Straße,
"[26214601, 699118625]",,"['living_street', 'residential']",30,,False,True,158.307,"LINESTRING (7.0316366 51.2816919, 7.0316267 51.2816519, 7.0316084 51.2815779, 7.0315744 51.2813988, 7.0315343 51.2812427, 7.0314016 51.2807615, 7.0313933 51.2807229, 7.0313834 51.2806843, 7.0313735 51.2806457, 7.0313697 51.2806303, 7.031285 51.2802855)",,Schwanenstraße,
