osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge,width
26075727,Alte Dorfstraße,residential,False,False,34.527,"LINESTRING (11.222273 52.0273802, 11.2222132 52.0273449, 11.2221673 52.0273143, 11.222097 52.0272883, 11.2220317 52.0272863, 11.221825 52.0272852)",,,,,,
30857622,Hornhäuser Straße,primary,False,False,36.842,"LINESTRING (11.222273 52.0273802, 11.2222947 52.0273716, 11.2224274 52.0273303, 11.2226984 52.027254, 11.2227598 52.0272392)",2,B 246,50,,,
30857622,Hornhäuser Straße,primary,False,True,75.253,"LINESTRING (11.222273 52.0273802, 11.2217676 52.0276333, 11.2216339 52.0276934, 11.2215383 52.0277324, 11.2214678 52.0277589, 11.2213916 52.0277826)",2,B 246,50,,,
25422704,,primary,True,False,19.993000000000002,"LINESTRING (11.2237734 52.0270412, 11.223787 52.0270106, 11.2238138 52.0269836, 11.2238518 52.0269622, 11.2238979 52.0269482, 11.2239486 52.0269426, 11.2239832 52.026945)",1,,,roundabout,,
30857622,Hornhäuser Straße,primary,False,True,73.66199999999999,"LINESTRING (11.2237734 52.0270412, 11.2236368 52.0270389, 11.223579 52.0270403, 11.2235211 52.0270462, 11.2234764 52.0270571, 11.2229962 52.0271819, 11.2228184 52.0272238, 11.2227598 52.0272392)",2,B 246,50,,,
9867227,Berliner Straße,primary,False,False,52.596000000000004,"LINESTRING (11.2247886 52.0290782, 11.2248882 52.0290817, 11.2250907 52.0290678, 11.2255514 52.0290278)",3,B 246,,,,
25621112,Gartenstraße,residential,True,False,145.193,"LINESTRING (11.2247886 52.0290782, 11.2245872 52.0290782, 11.2241069 52.0291164, 11.2240355 52.0291252, 11.2234591 52.0292093, 11.2232733 52.0292275, 11.2230756 52.0292414, 11.2228873 52.0292552, 11.2227553 52.02926, 11.222693 52.0292622)",,,30,,,
"[318868910, 1097781479]",Lindenstraße,residential,False,True,139.882,"LINESTRING (11.2247886 52.0290782, 11.2248877 52.0292173, 11.2249034 52.029249, 11.224991 52.0294122, 11.2252688 52.029943, 11.225336 52.0300713, 11.2253822 52.030163, 11.2254375 52.0302704)","['2', '3']",,,,,
"[26075723, 361576251, 318868911]",Lindenstraße,primary,False,True,110.20200000000003,"LINESTRING (11.2247886 52.0290782, 11.2246887 52.0290447, 11.22464 52.0290047, 11.2245869 52.0289523, 11.2244213 52.0287894, 11.2243293 52.0286822, 11.2243171 52.0286648, 11.2242555 52.0285805, 11.2242063 52.0285067, 11.2241449 52.0283849, 11.2240783 52.0282124)","['2', '3']",B 246,,,,
"[1256861354, 26083787]",Burgbreite,residential,False,False,219.05200000000002,"LINESTRING (11.2244065 52.0257752, 11.2243186 52.0257048, 11.2242691 52.0256812, 11.2242271 52.0256663, 11.2241216 52.0256426, 11.2240301 52.0256354, 11.2238972 52.0256382, 11.2237058 52.025648, 11.2235763 52.0256449, 11.2234336 52.0256324, 11.2233143 52.0256156, 11.2232195 52.0255965, 11.2231258 52.0255736, 11.2230693 52.0255586, 11.222862 52.0254863, 11.2227568 52.0254473, 11.2226539 52.0254149, 11.2225761 52.0253992, 11.2224489 52.0253905, 11.2223095 52.0253911, 11.2220874 52.0253955, 11.2218504 52.0254011, 11.2216157 52.0254065, 11.2213777 52.0254127)",,,,,,
"[323698092, 1256781732]",Seilerweg,residential,False,False,31.216,"LINESTRING (11.2244065 52.0257752, 11.2244954 52.0257523, 11.22455 52.0257433, 11.2247352 52.025723, 11.2248475 52.0257071)",2,,,,,
"[1256781732, 23048199]",Seilerweg,residential,False,True,136.83599999999998,"LINESTRING (11.2244065 52.0257752, 11.2243435 52.0258005, 11.2242822 52.0258381, 11.2242481 52.0258667, 11.2242065 52.0259119, 11.2241836 52.0259465, 11.2241647 52.0260091, 11.2241069 52.0262989, 11.2240756 52.0264657, 11.2240708 52.02649, 11.2240687 52.0264986, 11.2240375 52.0266353, 11.2240158 52.0267548, 11.2239941 52.026874, 11.2239832 52.026945)",2,,,,,
24554576,Magdeburger Straße,residential,True,False,121.98900000000002,"LINESTRING (11.230041 52.0277796, 11.2298961 52.0277118, 11.22949 52.0275257, 11.2288956 52.0272453, 11.2286698 52.0271625, 11.2285961 52.0271393)",,,30,,,
24554582,Pienestraße,residential,True,False,178.292,"LINESTRING (11.230041 52.0277796, 11.2300331 52.0277388, 11.2300459 52.0277033, 11.2302275 52.0268448, 11.2303575 52.0262277, 11.2303632 52.0261899)",,,30,,,
25642573,Obere Mauerstraße,residential,False,True,127.709,"LINESTRING (11.230041 52.0277796, 11.2300156 52.0278097, 11.229845 52.0279692, 11.2297696 52.0280296, 11.2297166 52.0280617, 11.229651 52.0280898, 11.2295508 52.028123, 11.2294452 52.0281499, 11.2293309 52.0281727, 11.2292402 52.0281849, 11.2291304 52.0281958, 11.2287672 52.0282214, 11.2285328 52.0282316, 11.2284632 52.0282374)",,,30,,,
"[25653533, 1256862502]",Mittelstraße,residential,False,False,66.126,"LINESTRING (11.2285961 52.0271393, 11.2286286 52.0270843, 11.2286667 52.0270345, 11.2287261 52.0269634, 11.2290242 52.0266066)",,,30,,,
1256862702,Brauwinkel,residential,False,True,29.802,"LINESTRING (11.2285961 52.0271393, 11.2285707 52.0271735, 11.2284373 52.0273888)",,,30,,,
"[24554580, 1256806022, 1256806023]",Steintreppe,residential,True,False,78.59,"LINESTRING (11.2282997 52.0280931, 11.2282693 52.0281061, 11.2282324 52.0281113, 11.2280829 52.0281061, 11.2275994 52.0281048, 11.2271588 52.0281037)",,,30,,,
1256805757,Brauwinkel,residential,False,True,16.853,"LINESTRING (11.2282997 52.0280931, 11.2283227 52.0281342, 11.2283235 52.0282423)",,,30,,,
"[1256862701, 1256862702, 25616471]",Brauwinkel,residential,False,False,79.65699999999998,"LINESTRING (11.2282997 52.0280931, 11.2283126 52.028069, 11.2283171 52.0280454, 11.2283183 52.0279919, 11.2283253 52.0276822, 11.2283295 52.0276216, 11.2283435 52.027553, 11.2283757 52.0274857, 11.2283922 52.0274597, 11.2284373 52.0273888)",,,30,,,
24554579,Obere Mauerstraße,residential,True,False,98.669,"LINESTRING (11.2271588 52.0281037, 11.2271563 52.0282639, 11.2271854 52.0282812, 11.2272356 52.0282859, 11.2276047 52.0282731, 11.2280855 52.0282591, 11.2283235 52.0282423)",,,30,,,
24554581,Steintreppe,residential,False,False,57.874,"LINESTRING (11.2271588 52.0281037, 11.2268644 52.0280968, 11.2263135 52.0280838)",,,30,,,
24554581,Steintreppe,residential,False,True,57.874,"LINESTRING (11.2263135 52.0280838, 11.2268644 52.0280968, 11.2271588 52.0281037)",,,30,,,
1256797221,Kornstraße,residential,True,False,6.83,"LINESTRING (11.2303632 52.0261899, 11.2304626 52.0261956)",,,30,,,
25422016,Puschkinstraße,secondary,False,True,77.96500000000002,"LINESTRING (11.2313154 52.0261984, 11.231343 52.0261153, 11.2313708 52.0260622, 11.2314156 52.0260094, 11.2314548 52.0259708, 11.2315109 52.0259258, 11.231597 52.0258697, 11.2316922 52.025809, 11.2317635 52.0257625, 11.2318229 52.0257198, 11.2318804 52.0256706, 11.2319333 52.0256244)",2,L 24,,,,
"[318868912, 1256782009]",Puschkinstraße,secondary,False,False,200.299,"LINESTRING (11.2313154 52.0261984, 11.2313029 52.0262741, 11.2312883 52.0263876, 11.2312641 52.0265825, 11.2312587 52.0266243, 11.2312388 52.0267952, 11.2312315 52.0268491, 11.2311919 52.0271638, 11.2311669 52.0273012, 11.2311394 52.0274321, 11.2311301 52.0274779, 11.231093 52.0277395, 11.2310643 52.0279928)","['2', '3']",L 24,,,,
25654247,Lindenstraße,residential,False,False,44.339,"LINESTRING (11.2255639 52.0307534, 11.2255611 52.0306815, 11.2255571 52.0306436, 11.2255447 52.030567, 11.225527 52.0304848, 11.2255159 52.0304441, 11.2255051 52.0304209, 11.2254803 52.0303592)",2,,,,,
"[83351156, 1256782447]",Magdeburger Straße,primary,False,False,190.197,"LINESTRING (11.2338681 52.029898, 11.2334611 52.0295358, 11.2333084 52.0294039, 11.2331002 52.0292019, 11.2330478 52.0291597, 11.2329636 52.0291045, 11.2328609 52.0290533, 11.2326643 52.0289872, 11.2322767 52.0288664, 11.2321157 52.0288157, 11.2319188 52.0287408)",2,B 246,,,,
1097781479,Lindenstraße,residential,False,False,10.299,"LINESTRING (11.2254803 52.0303592, 11.2254375 52.0302704)",2,,,,,
25654247,Lindenstraße,residential,False,True,44.339,"LINESTRING (11.2254803 52.0303592, 11.2255051 52.0304209, 11.2255159 52.0304441, 11.225527 52.0304848, 11.2255447 52.030567, 11.2255571 52.0306436, 11.2255611 52.0306815, 11.2255639 52.0307534)",2,,,,,
"[963460355, 1097781478]",Lüneburger Straße,unclassified,False,False,151.36,"LINESTRING (11.2254803 52.0303592, 11.2255877 52.0303371, 11.2256888 52.0303151, 11.2257505 52.0303016, 11.2258749 52.0302836, 11.226 52.0302782, 11.2261183 52.0302788, 11.2262712 52.0302791, 11.2264586 52.0302785, 11.2265694 52.0302715, 11.2267037 52.0302545, 11.226944 52.0302296, 11.2271329 52.0302256, 11.2272002 52.0302249, 11.2274565 52.0302308, 11.2276662 52.0302291)","['2', '3']",,,,,
25380099,Lüneburger Straße,unclassified,False,True,162.40499999999997,"LINESTRING (11.2276662 52.0302291, 11.2276669 52.0301387, 11.2276704 52.0298403, 11.2276774 52.029653, 11.2276814 52.0294963, 11.2276896 52.0292611, 11.2276917 52.029228, 11.2276952 52.0291997, 11.2277082 52.0291734, 11.2278606 52.0290372, 11.2278802 52.0290114, 11.2278913 52.0289872, 11.227896 52.0289329, 11.2278949 52.0288776, 11.2278869 52.028803)",,,,,,
"[963460355, 1097781478]",Lüneburger Straße,unclassified,False,True,151.35999999999999,"LINESTRING (11.2276662 52.0302291, 11.2274565 52.0302308, 11.2272002 52.0302249, 11.2271329 52.0302256, 11.226944 52.0302296, 11.2267037 52.0302545, 11.2265694 52.0302715, 11.2264586 52.0302785, 11.2262712 52.0302791, 11.2261183 52.0302788, 11.226 52.0302782, 11.2258749 52.0302836, 11.2257505 52.0303016, 11.2256888 52.0303151, 11.2255877 52.0303371, 11.2254803 52.0303592)","['2', '3']",,,,,
"[1256861714, 25380047]",Lüneburger Straße,unclassified,False,False,336.646,"LINESTRING (11.2276662 52.0302291, 11.2284052 52.0302291, 11.2292288 52.030228, 11.2293236 52.0302292, 11.229391 52.0302253, 11.2294751 52.0302149, 11.2295405 52.0301917, 11.2295818 52.0301585, 11.2296 52.030119, 11.2296026 52.0299712, 11.2296305 52.0299247, 11.229681 52.0298866, 11.229754 52.0298612, 11.2298354 52.0298578, 11.2302311 52.0298597, 11.2305942 52.0298492, 11.2319791 52.0297519, 11.2320742 52.0297368, 11.2321534 52.0297232)",2,,,,,
25380099,Lüneburger Straße,unclassified,False,False,162.405,"LINESTRING (11.2278869 52.028803, 11.2278949 52.0288776, 11.227896 52.0289329, 11.2278913 52.0289872, 11.2278802 52.0290114, 11.2278606 52.0290372, 11.2277082 52.0291734, 11.2276952 52.0291997, 11.2276917 52.029228, 11.2276896 52.0292611, 11.2276814 52.0294963, 11.2276774 52.029653, 11.2276704 52.0298403, 11.2276669 52.0301387, 11.2276662 52.0302291)",,,,,,
"[361576248, 963460408]",Berliner Straße,primary,False,False,231.57899999999998,"LINESTRING (11.2278869 52.028803, 11.2280188 52.0287954, 11.2282105 52.0287801, 11.2283831 52.0287653, 11.2285733 52.0287529, 11.2288129 52.0287372, 11.2290274 52.0287227, 11.229229 52.0287002, 11.22946 52.0286694, 11.2296121 52.0286465, 11.2297586 52.0286211, 11.2299335 52.0285844, 11.2302128 52.0285185, 11.2307322 52.0283977, 11.2308194 52.0283774, 11.2308774 52.028365, 11.2311568 52.0283107)","['2', '3']",B 246,,,,
"[361576249, 318868909]",Berliner Straße,primary,False,True,130.246,"LINESTRING (11.2278869 52.028803, 11.2276708 52.0288121, 11.2273124 52.0288372, 11.2268632 52.0288821, 11.2261003 52.0289633, 11.2260047 52.0289739)","['2', '3']",B 246,,,,
25422016,Puschkinstraße,secondary,False,False,77.96499999999999,"LINESTRING (11.2319333 52.0256244, 11.2318804 52.0256706, 11.2318229 52.0257198, 11.2317635 52.0257625, 11.2316922 52.025809, 11.231597 52.0258697, 11.2315109 52.0259258, 11.2314548 52.0259708, 11.2314156 52.0260094, 11.2313708 52.0260622, 11.231343 52.0261153, 11.2313154 52.0261984)",2,L 24,,,,
"[25422018, 25760497, 25760498, 1256781846, 25690524]",Bodestraße,secondary,False,False,274.4920000000001,"LINESTRING (11.2319333 52.0256244, 11.2319692 52.0255827, 11.2319987 52.0255237, 11.2320285 52.0254466, 11.2320637 52.0253189, 11.2320844 52.0251924, 11.2321056 52.0250684, 11.232115 52.0249528, 11.2321153 52.0249117, 11.2321238 52.0246264, 11.232123 52.0245018, 11.2321293 52.0241523, 11.2321302 52.0240832, 11.2321252 52.0240146, 11.2321182 52.0239734, 11.2320938 52.023875, 11.232084 52.0238399, 11.2320763 52.0238104, 11.2320421 52.0236974, 11.2320074 52.0236073, 11.2319575 52.0234722, 11.2319004 52.0233293, 11.2318422 52.0231885)",2,L 24,,,yes,
