osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,width,junction,access
8597609,True,B 275,Saarstraße,primary,50,False,83.305,"LINESTRING (8.758632 50.3320962, 8.758762 50.332114, 8.7589084 50.3321514, 8.759463 50.3323284, 8.7596767 50.3324262)",,,,
60438022,True,,Mainzer-Tor-Anlage,residential,30,False,14.493,"LINESTRING (8.7510604 50.3308143, 8.7509519 50.33081, 8.7508566 50.3308063)",,,,
437499911,False,,Kaiserstraße,tertiary,50,True,108.70599999999999,"LINESTRING (8.7510604 50.3308143, 8.751104 50.3309139, 8.7511284 50.3309696, 8.7511455 50.3310124, 8.7512998 50.3313993, 8.7514536 50.3317591)",3,,,
8014815,True,,Ludwigstraße,residential,30,False,186.874,"LINESTRING (8.7535381 50.3338243, 8.7537647 50.3339129, 8.7539127 50.3339707, 8.755101 50.3344351, 8.7557804 50.3347051)",,6,,
8067955,False,,Goetheplatz,residential,30,True,75.321,"LINESTRING (8.7535381 50.3338243, 8.7535711 50.3337478, 8.7534329 50.3333964, 8.7533906 50.3332944, 8.7533936 50.3331642)",,4,,
5196787,True,,Bismarckstraße,residential,30,False,122.427,"LINESTRING (8.7557804 50.3347051, 8.7548958 50.3356503)",,6,,
34141191,True,,Bismarckstraße,residential,30,False,106.996,"LINESTRING (8.7557804 50.3347051, 8.7564983 50.3339436, 8.756556 50.33388)",,6.3,,
6836965,True,,Haagstraße,residential,30,False,107.096,"LINESTRING (8.7548958 50.3356503, 8.7550589 50.3356918, 8.7552434 50.335755, 8.7553097 50.3357851, 8.7553853 50.3358195, 8.755841 50.3360265, 8.7561591 50.336171)",,,,
6837457,True,,Färbergasse,residential,30,False,84.304,"LINESTRING (8.7548958 50.3356503, 8.7548489 50.3356956, 8.7548317 50.3357561, 8.7547797 50.336325, 8.7547859 50.3363974)",,4,,
117942446,False,,Kaiserstraße,tertiary,50,True,54.513,"LINESTRING (8.7531541 50.3357883, 8.75336 50.3362606)",3,,,
"[371106736, 27915171]",True,,Haagstraße,residential,30,False,126.866,"LINESTRING (8.7531541 50.3357883, 8.7534736 50.3357187, 8.7536658 50.3356816, 8.7537665 50.3356653, 8.7543645 50.3356061, 8.7544881 50.3356029, 8.7546203 50.3356068, 8.7547675 50.3356264, 8.7548958 50.3356503)",,4.4,,
"[55255042, 1046517036, 771025750]",False,,Kaiserstraße,tertiary,50,False,73.741,"LINESTRING (8.7531541 50.3357883, 8.7531288 50.3357323, 8.7531102 50.335691, 8.7531 50.3356677, 8.7530801 50.3356222, 8.7529629 50.3353561, 8.7529356 50.3352941, 8.7528936 50.3351971, 8.7528752 50.3351495)",2,,,
5196790,True,,Dieffenbachstraße,residential,30,False,94.49,"LINESTRING (8.7514536 50.3317591, 8.7515233 50.3317471, 8.7526354 50.3315613, 8.7527421 50.3315457)",,,,
6866398,False,,Dieffenbachstraße,residential,30,True,62.111,"LINESTRING (8.7514536 50.3317591, 8.751361 50.3317759, 8.7513429 50.3317792, 8.7510064 50.3318406, 8.7506127 50.3319136)",,,,
55868204,False,,Kaiserstraße,tertiary,50,True,200.18,"LINESTRING (8.7514536 50.3317591, 8.7520327 50.3331469, 8.752058 50.3332075, 8.7521779 50.3334951, 8.7521795 50.3334987)",2,,,
437499911,False,,Kaiserstraße,tertiary,50,False,108.70599999999999,"LINESTRING (8.7514536 50.3317591, 8.7512998 50.3313993, 8.7511455 50.3310124, 8.7511284 50.3309696, 8.751104 50.3309139, 8.7510604 50.3308143)",3,,,
27028946,False,,Bismarckstraße,residential,,True,7.705,"LINESTRING (8.7566705 50.3337605, 8.7566146 50.3338199)",,,,
27028946,False,,Bismarckstraße,residential,,False,7.871,"LINESTRING (8.756556 50.33388, 8.7566146 50.3338199)",,,,
5196785,True,,Mainzer-Tor-Anlage,residential,30,False,177.808,"LINESTRING (8.756556 50.33388, 8.7565192 50.3338783, 8.7564898 50.333877, 8.7564178 50.3338423, 8.7559578 50.3334279, 8.7551521 50.3326928, 8.7550597 50.3326195)",,,,
5196783,True,,Schützenrain,residential,30,False,133.705,"LINESTRING (8.7533936 50.3331642, 8.7537361 50.3330921, 8.7539553 50.3330376, 8.7541785 50.3329717, 8.7543319 50.33292, 8.754394 50.3328991, 8.7545513 50.3328478, 8.7550065 50.3326437, 8.7550597 50.3326195)",,,,
8067955,False,,Goetheplatz,residential,30,False,75.321,"LINESTRING (8.7533936 50.3331642, 8.7533906 50.3332944, 8.7534329 50.3333964, 8.7535711 50.3337478, 8.7535381 50.3338243)",,4,,
27028946,False,,Bismarckstraße,residential,,False,7.705,"LINESTRING (8.7566146 50.3338199, 8.7566705 50.3337605)",,,,
27028946,False,,Bismarckstraße,residential,,True,7.871,"LINESTRING (8.7566146 50.3338199, 8.756556 50.33388)",,,,
"[6835907, 437510331]",False,,Haingraben,residential,30,False,210.66400000000004,"LINESTRING (8.7566146 50.3338199, 8.7567149 50.3338543, 8.7567633 50.3338703, 8.7571218 50.3339891, 8.7579213 50.334254, 8.7579611 50.3342673, 8.7584422 50.3344275, 8.7585431 50.3344605, 8.7586486 50.3344962, 8.7589049 50.3345816, 8.7591078 50.3346259, 8.759164 50.3346382, 8.7592707 50.3346592)",3,8,,
6837077,True,,Schnurgasse,residential,30,False,16.638,"LINESTRING (8.7573278 50.3367492, 8.7570988 50.3367172)",,,,
8597549,False,,Haagstraße,residential,30,False,41.198,"LINESTRING (8.7573278 50.3367492, 8.7577126 50.3368874, 8.757786 50.3369242, 8.7578164 50.3369459)",,,,
34141192,True,,Hanauer Straße,residential,30,False,138.201,"LINESTRING (8.7573278 50.3367492, 8.7573812 50.3366942, 8.7583391 50.3356871)",,,,
