osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width
38060542,Kölner Straße,residential,30,False,False,131.699,,"LINESTRING (7.0411588 50.8130728, 7.0417488 50.8119486)",
1266212143,Spicher Straße,tertiary,50,False,False,63.549,2,"LINESTRING (7.0411588 50.8130728, 7.0403115 50.8128728)",
22965355,Spicher Straße,tertiary,50,False,True,65.95,,"LINESTRING (7.0411588 50.8130728, 7.0414094 50.8131371, 7.0416028 50.8131868, 7.0417691 50.8132295, 7.0420284 50.8132961)",
23205392,Kölner Straße,tertiary,30,False,False,111.818,,"LINESTRING (7.0411588 50.8130728, 7.0410792 50.8132247, 7.0406466 50.8140249)",
23205390,Weidenstraße,residential,30,False,False,55.774,,"LINESTRING (7.0416866 50.8098065, 7.0408929 50.8098133)",
38060542,Kölner Straße,residential,30,False,True,130.081,,"LINESTRING (7.0416866 50.8098065, 7.0419675 50.8103817, 7.0421573 50.8107215, 7.0421896 50.8108302, 7.0422025 50.8109268)",
"[23205389, 828104710]",Rheinwerft,residential,30,False,False,93.898,,"LINESTRING (7.031636 50.8145428, 7.031987 50.8146723, 7.0322492 50.8147691, 7.0328031 50.8149539)",
23205387,Rathausstraße,residential,30,False,False,46.145,,"LINESTRING (7.0317042 50.8169166, 7.0319985 50.8165456)",
23205387,Rathausstraße,residential,30,False,True,2.131,,"LINESTRING (7.0317042 50.8169166, 7.0316915 50.816934)",
24829241,Holunderweg,residential,,False,False,63.915000000000006,,"LINESTRING (7.0317042 50.8169166, 7.031201 50.8167656, 7.0308824 50.81667)",
23205387,Rathausstraße,residential,30,False,False,80.362,,"LINESTRING (7.032429 50.8156344, 7.0324319 50.8156262, 7.032508 50.8154081, 7.0326239 50.8152297, 7.0328031 50.8149539)",
23205387,Rathausstraße,residential,30,False,True,71.19500000000001,,"LINESTRING (7.032429 50.8156344, 7.032335 50.8158412, 7.0321493 50.8162498)",
23205401,Bergstraße,residential,30,False,True,250.926,,"LINESTRING (7.032429 50.8156344, 7.0333766 50.8157575, 7.0337658 50.8158081, 7.0341287 50.8158552, 7.0346429 50.8159903, 7.0348801 50.8160759, 7.03575 50.8163956)",
23205387,Rathausstraße,residential,30,False,True,80.36200000000001,,"LINESTRING (7.0328031 50.8149539, 7.0326239 50.8152297, 7.032508 50.8154081, 7.0324319 50.8156262, 7.032429 50.8156344)",
23205388,Rathausstraße,residential,30,False,False,114.129,,"LINESTRING (7.0328031 50.8149539, 7.0328553 50.8148755, 7.033027 50.8146175, 7.0331588 50.8144967, 7.0333178 50.8143772, 7.033683 50.8141027)",
"[23205389, 828104710]",Rheinwerft,residential,30,False,True,93.898,,"LINESTRING (7.0328031 50.8149539, 7.0322492 50.8147691, 7.031987 50.8146723, 7.031636 50.8145428)",
23205390,Weidenstraße,residential,30,False,True,40.688,,"LINESTRING (7.0387972 50.8095463, 7.0393599 50.8096327)",
50509303,Hauptstraße,tertiary,50,False,True,60.814,,"LINESTRING (7.0387972 50.8095463, 7.0387707 50.8096156, 7.0385862 50.8100767)",
24828341,Blankenbergweg,residential,,False,False,118.058,,"LINESTRING (7.038406 50.8105713, 7.0399614 50.8109729)",
50509303,Hauptstraße,tertiary,50,False,False,56.437999999999995,,"LINESTRING (7.038406 50.8105713, 7.0384095 50.8105625, 7.0384247 50.8105251, 7.0384446 50.8104697, 7.0385154 50.8102732, 7.0385862 50.8100767)",
"[23205393, 50509303]",Hauptstraße,tertiary,50,False,True,94.05799999999999,,"LINESTRING (7.038406 50.8105713, 7.0382362 50.8108928, 7.0381925 50.8109702, 7.0381587 50.8110301, 7.0380542 50.811145, 7.037874 50.8113433)",
23205392,Kölner Straße,tertiary,30,False,True,133.834,,"LINESTRING (7.0400277 50.8151632, 7.0406466 50.8140249)",
23205403,Schellenberg,residential,30,False,False,80.963,,"LINESTRING (7.0400277 50.8151632, 7.0411202 50.8153949)",
23205392,Kölner Straße,tertiary,30,False,False,277.118,,"LINESTRING (7.0400277 50.8151632, 7.0397495 50.8156029, 7.0396476 50.8157528, 7.0395183 50.815943, 7.0394975 50.8159917, 7.0394602 50.8160792, 7.0391924 50.8164491, 7.0391361 50.8165239, 7.0388874 50.8168686, 7.038864 50.816901, 7.0386476 50.8172166, 7.0385942 50.8172944, 7.0384928 50.8174569)",
23205403,Schellenberg,residential,30,False,True,70.876,,"LINESTRING (7.0400277 50.8151632, 7.0392396 50.8149936, 7.0391656 50.8149754, 7.0390763 50.8149517)",
23205401,Bergstraße,residential,30,False,False,59.995,,"LINESTRING (7.0384928 50.8174569, 7.0377408 50.8172012)",
23205401,Bergstraße,residential,30,False,True,35.805,,"LINESTRING (7.0384928 50.8174569, 7.0389442 50.8176064)",
23205392,Kölner Straße,tertiary,30,False,True,277.118,,"LINESTRING (7.0384928 50.8174569, 7.0385942 50.8172944, 7.0386476 50.8172166, 7.038864 50.816901, 7.0388874 50.8168686, 7.0391361 50.8165239, 7.0391924 50.8164491, 7.0394602 50.8160792, 7.0394975 50.8159917, 7.0395183 50.815943, 7.0396476 50.8157528, 7.0397495 50.8156029, 7.0400277 50.8151632)",
