osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width,access
23425507,False,2,L 1138,Mühlstraße,secondary,50,False,327.94,"LINESTRING (9.198826 48.9361808, 9.1981753 48.9354244, 9.1975482 48.9348433, 9.1971804 48.9345371, 9.1968365 48.9342826, 9.1965351 48.9340956, 9.1962648 48.933958, 9.1960887 48.9338778)",,,
"[1035813225, 23540955]",False,,,August-Müller-Straße,residential,30,True,409.42400000000004,"LINESTRING (9.198826 48.9361808, 9.1987454 48.9362039, 9.1986132 48.936224, 9.1985279 48.9362193, 9.1984087 48.9361864, 9.1982742 48.9361132, 9.1981316 48.9360286, 9.1978024 48.9358157, 9.197473 48.9355869, 9.197177 48.9353634, 9.1969351 48.935168, 9.1967306 48.9349862, 9.1965678 48.9347691, 9.1964083 48.9345281, 9.1962779 48.9343898, 9.1961285 48.9342908, 9.1960302 48.9342448, 9.1959077 48.9341963, 9.1957592 48.9341579, 9.1955417 48.9341214, 9.1952799 48.9340953, 9.1950197 48.9340702, 9.1947444 48.9340574)",,,
23425507,False,2,L 1138,Mühlstraße,secondary,50,False,202.613,"LINESTRING (9.1960887 48.9338778, 9.195766 48.9337676, 9.1955748 48.9337107, 9.195332 48.9336564, 9.1948362 48.9335615, 9.1941491 48.9334671, 9.1934336 48.9333893)",,,
23425507,False,2,L 1138,Mühlstraße,secondary,50,True,327.94,"LINESTRING (9.1960887 48.9338778, 9.1962648 48.933958, 9.1965351 48.9340956, 9.1968365 48.9342826, 9.1971804 48.9345371, 9.1975482 48.9348433, 9.1981753 48.9354244, 9.198826 48.9361808)",,,
"[301158552, 23540130, 1035813267]",False,,,Klingenstraße,residential,30,False,173.47899999999998,"LINESTRING (9.1960887 48.9338778, 9.1961306 48.9338309, 9.1962083 48.9337293, 9.196249 48.9334951, 9.1963348 48.9333542, 9.1963715 48.9333037, 9.1964592 48.9331837, 9.1965601 48.9330804, 9.1969233 48.9327409, 9.1971304 48.9324987)",yes,,
30252791,False,3,L 1138,,secondary,50,False,36.995,"LINESTRING (9.1879487 48.9330801, 9.1874835 48.9329486)",,,
"[23314090, 1035813197]",False,3,K 1600,Bilfinger Straße,tertiary,50,False,29.195,"LINESTRING (9.1879487 48.9330801, 9.1879116 48.9331131, 9.1878144 48.9331912, 9.1877058 48.9332885)",,,
301158553,False,3,L 1138,Mühlstraße,secondary,50,True,26.407,"LINESTRING (9.1879487 48.9330801, 9.1881011 48.9331068, 9.1882987 48.9331395)",,,
306563573,False,3,K 1600,Am Pflaster,tertiary,50,True,24.544,"LINESTRING (9.1879487 48.9330801, 9.1880403 48.933006, 9.1881619 48.9329095)",,,
23314007,False,,,Westenfeldstraße,residential,30,False,7.258,"LINESTRING (9.1984382 48.936756, 9.1984472 48.936821)",,,
1077239156,False,,,Geisinger Straße,residential,30,True,17.506,"LINESTRING (9.1984382 48.936756, 9.1981989 48.9367647)",,,
23314024,False,,,Geisinger Straße,residential,30,False,63.245000000000005,"LINESTRING (9.1927874 48.9361506, 9.1928627 48.9361976, 9.1929363 48.9362358, 9.1930094 48.9362592, 9.193111 48.9362697, 9.1935899 48.9363157)",,,
23424637,False,,,Württemberger Straße,residential,30,False,49.42400000000001,"LINESTRING (9.1927874 48.9361506, 9.1928579 48.9361104, 9.192907 48.9360611, 9.1930667 48.9357543)",,,
23424637,False,,,Württemberger Straße,residential,30,True,25.073,"LINESTRING (9.1927874 48.9361506, 9.1926938 48.9361749, 9.1926128 48.9361848, 9.192453 48.9361925)",,,
1035813247,False,,,Württemberger Straße,residential,30,False,6.853,"LINESTRING (9.1881166 48.9368527, 9.1882091 48.936863)",,,
1035813247,False,,,Württemberger Straße,residential,30,True,100.489,"LINESTRING (9.1881166 48.9368527, 9.1871828 48.936734, 9.1868985 48.9367103, 9.1867605 48.9367079)",,,
"[1035813249, 23516730]",False,,,Friedenstraße,residential,30,True,152.012,"LINESTRING (9.1881166 48.9368527, 9.1880109 48.937273, 9.1878414 48.9379304, 9.1879319 48.9379412, 9.1882562 48.9379605)",,,
1035813247,False,,,Württemberger Straße,residential,30,True,31.732,"LINESTRING (9.1892137 48.9369889, 9.1887853 48.9369415)",,,
"[23314028, 1035813246, 23316111]",False,,,Württemberger Straße,residential,30,False,136.199,"LINESTRING (9.1892137 48.9369889, 9.1894346 48.9370057, 9.189555 48.9369975, 9.1897453 48.9369726, 9.1898321 48.9369394, 9.1900654 48.9368501, 9.1901162 48.9368294, 9.1908357 48.9365411, 9.1908424 48.9365343, 9.1908766 48.9365185)",yes,6.4,
1035813248,False,,,Beihinger Straße,residential,30,False,105.731,"LINESTRING (9.1892137 48.9369889, 9.1891802 48.9371021, 9.1890509 48.9374274, 9.1890134 48.9375441, 9.1889502 48.9379219)",,,
27071377,False,,,Goethestraße,residential,30,False,78.472,"LINESTRING (9.1867605 48.9367079, 9.1866584 48.9367033, 9.1857022 48.9365887)",,,
28481408,False,,K 1600,Bilfinger Straße,tertiary,50,True,171.404,"LINESTRING (9.1867605 48.9367079, 9.186918 48.9363569, 9.1870244 48.9360137, 9.1870588 48.9356258, 9.187068 48.9354885, 9.1870696 48.9354641, 9.187088 48.9351895)",,,
28481409,False,2,K 1600,Bilfinger Straße,tertiary,50,False,115.754,"LINESTRING (9.1867605 48.9367079, 9.1867066 48.9368025, 9.1865831 48.9370354, 9.1864595 48.9372773, 9.1862952 48.937702)",,,
1035813247,False,,,Württemberger Straße,residential,30,False,100.489,"LINESTRING (9.1867605 48.9367079, 9.1868985 48.9367103, 9.1871828 48.936734, 9.1881166 48.9368527)",,,
23424519,False,,,Hardtstraße,residential,30,True,44.447,"LINESTRING (9.1908766 48.9365185, 9.1912012 48.9368566)",,4.6,
"[23424637, 1035813246]",False,,,Württemberger Straße,residential,30,False,122.40400000000001,"LINESTRING (9.1908766 48.9365185, 9.1909539 48.936484, 9.1912285 48.9363764, 9.1915616 48.9362902, 9.1918312 48.9362497, 9.1921434 48.9362169, 9.192453 48.9361925)",,6.4,
"[23314028, 1035813246, 23316111]",False,,,Württemberger Straße,residential,30,True,136.199,"LINESTRING (9.1908766 48.9365185, 9.1908424 48.9365343, 9.1908357 48.9365411, 9.1901162 48.9368294, 9.1900654 48.9368501, 9.1898321 48.9369394, 9.1897453 48.9369726, 9.189555 48.9369975, 9.1894346 48.9370057, 9.1892137 48.9369889)",yes,6.4,
