osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed
"[627734185, 39227314, 39227340, 44800742]",2,St 2377,Kemptener Straße,secondary,False,True,108.599,yes,"LINESTRING (10.419027 47.8456746, 10.4189452 47.8456273, 10.4189004 47.84561, 10.4188764 47.8455989, 10.4186113 47.8454936, 10.4181519 47.8452676, 10.4178562 47.8450982)",
44800743,2,St 2012,Oberer Markt,secondary,False,True,46.428,,"LINESTRING (10.419027 47.8456746, 10.4190741 47.8456369, 10.4191243 47.8455864, 10.4193068 47.8453042)",
44800745,2,St 2012,Oberer Markt,secondary,False,False,31.547,,"LINESTRING (10.419027 47.8456746, 10.4190658 47.845723, 10.4190827 47.845796, 10.4190937 47.8459507)",50
627734185,2,St 2377,Kemptener Straße,secondary,False,True,32.654,,"LINESTRING (10.4167947 47.8439122, 10.4166346 47.8436389)",
26126532,,,Öschweg,residential,False,True,75.136,,"LINESTRING (10.4167947 47.8439122, 10.4161288 47.8440482, 10.4160475 47.8440756, 10.4158511 47.8441418)",30
627734185,2,St 2377,Kemptener Straße,secondary,False,False,110.687,,"LINESTRING (10.4167947 47.8439122, 10.4170829 47.8444148, 10.4172042 47.8445746, 10.4173504 47.8447414, 10.4174244 47.8448092)",
"[44800744, 44800745]",2,St 2012,Oberer Markt,secondary,False,True,49.13000000000001,,"LINESTRING (10.419513 47.846453, 10.4194446 47.846399, 10.4193512 47.846342, 10.4192662 47.8462865, 10.4191888 47.8462105, 10.4191218 47.8461051)",50
62193422,2,St 2012,Oberer Markt,secondary,False,False,40.81,,"LINESTRING (10.419513 47.846453, 10.419559 47.8465259, 10.4195937 47.8466256, 10.4195958 47.8466889, 10.4195732 47.8467759, 10.419553 47.8468069)",
62193422,2,St 2012,Oberer Markt,secondary,False,True,40.81,,"LINESTRING (10.419553 47.8468069, 10.4195732 47.8467759, 10.4195958 47.8466889, 10.4195937 47.8466256, 10.419559 47.8465259, 10.419513 47.846453)",
"[598617756, 26126165]",2,St 2012,"['Unterer Markt', 'Oberer Markt']",secondary,False,False,31.49,,"LINESTRING (10.419553 47.8468069, 10.4193953 47.8469391, 10.419274 47.8470187)",
62193423,2,St 2012,Unterer Markt,secondary,False,False,51.188,,"LINESTRING (10.4189325 47.847488, 10.4187102 47.8479235)",
"[24722400, 200733387, 1043676376]",,OAL 5,Krankenhausstraße,tertiary,False,False,83.22399999999999,yes,"LINESTRING (10.4189325 47.847488, 10.4183992 47.8474158, 10.4179656 47.8473827, 10.4178545 47.8473777, 10.4178311 47.8473767)",
26126165,2,St 2012,Unterer Markt,secondary,False,True,58.242,,"LINESTRING (10.4189325 47.847488, 10.4190313 47.847309, 10.419105 47.8472172, 10.419274 47.8470187)",
627718940,,St 2012,Unterer Markt,secondary,False,False,72.292,,"LINESTRING (10.4178891 47.8498997, 10.4179231 47.8494009, 10.4179478 47.849251)",
26126418,,,An der Günz,residential,False,False,89.333,,"LINESTRING (10.4178311 47.8473767, 10.4181465 47.8466017)",
200733387,,OAL 5,Krankenhausstraße,tertiary,False,False,4.95,,"LINESTRING (10.4178311 47.8473767, 10.4177652 47.8473716)",
"[1043676376, 200733387, 24722400]",,OAL 5,Krankenhausstraße,tertiary,False,True,83.22399999999999,yes,"LINESTRING (10.4178311 47.8473767, 10.4178545 47.8473777, 10.4179656 47.8473827, 10.4183992 47.8474158, 10.4189325 47.847488)",
26126033,,,Krankenhausstraße,unclassified,False,False,70.624,,"LINESTRING (10.4150742 47.8477908, 10.4150074 47.8477623, 10.4149333 47.8477479, 10.4141432 47.8477457)",
26126037,,OAL 5,Forstweg,tertiary,False,False,61.834999999999994,,"LINESTRING (10.4150742 47.8477908, 10.4147663 47.8480253, 10.414685 47.8481068, 10.4145936 47.8482387)",
200733387,,OAL 5,Krankenhausstraße,tertiary,False,True,87.72,,"LINESTRING (10.4150742 47.8477908, 10.4154162 47.8476455, 10.4157144 47.8475188, 10.4160742 47.8473763)",
