osmid,bridge,lanes,ref,name,highway,est_width,oneway,reversed,length,maxspeed,geometry,width,junction,tunnel
"[315611849, 11773620]",yes,7,B 12,Schanzlbrücke,primary,30 m,False,False,149.005,50,"LINESTRING (13.4556506 48.5755754, 13.4554194 48.576474, 13.4552963 48.5768947)",,,
"[24152665, 24553589, 315611847]",yes,"['5', '3']",,Fritz-Schäffer-Promenade,residential,,False,True,346.19,50,"LINESTRING (13.4556506 48.5755754, 13.4558688 48.575602, 13.4579561 48.5758331, 13.4587304 48.5759305, 13.4591176 48.5759857, 13.4599126 48.5761082, 13.4600468 48.5761273, 13.4601268 48.5761306, 13.4601563 48.576129, 13.4601879 48.5761237, 13.4602137 48.5761132, 13.4602344 48.5760988, 13.4602474 48.5760832)",,,
"[8118080, 27355974, 1110028457, 7623849, 72868752, 72865940, 108322935]",yes,"['3', '7', '6', '5', '8']",,"['Ludwigsplatz', 'Am Schanzl']",primary,,False,True,257.44900000000007,50,"LINESTRING (13.4556506 48.5755754, 13.4556847 48.5754179, 13.4556933 48.5753782, 13.4557137 48.5752839, 13.455747 48.57513, 13.4557782 48.5749857, 13.4557904 48.5749328, 13.4557991 48.5749004, 13.4558098 48.5748671, 13.4558212 48.5748405, 13.4558381 48.5748108, 13.4558505 48.5747889, 13.4558762 48.5747575, 13.4558983 48.5747398, 13.4559231 48.5747265, 13.4559455 48.5747192, 13.4561036 48.5746902, 13.4562329 48.5746687, 13.4562548 48.5746651, 13.4563496 48.5746502, 13.4563932 48.574644, 13.4564495 48.5746351, 13.4565059 48.5746178, 13.4566426 48.5745486, 13.4567432 48.5744856, 13.456928 48.5743499, 13.4572295 48.5741178, 13.4572746 48.5740748, 13.4573107 48.5740295, 13.4573281 48.5739951, 13.4573437 48.5739584, 13.4573494 48.5738785, 13.4573536 48.5737958)",,,
"[7623841, 313762274]",,"['2', '3']",St 2125,Karolinenplatz,primary,,False,False,84.842,50,"LINESTRING (13.4607844 48.571847, 13.4608507 48.5718514, 13.460944 48.5718755, 13.4610162 48.5719055, 13.4613092 48.5720271, 13.4617552 48.5722459)",,,
"[24728104, 108277170]",,2,,Innstraße,tertiary,,False,True,238.19799999999998,30,"LINESTRING (13.4607844 48.571847, 13.4605162 48.5716859, 13.4602792 48.5715392, 13.4599417 48.5713593, 13.4595038 48.5711261, 13.4591373 48.5708996, 13.4588931 48.5707482, 13.4587882 48.5706833, 13.4585069 48.5705161, 13.4584617 48.5704923, 13.4583524 48.5704349)",,,
"[51854057, 313762278, 313762279]",,"['2', '3']",,Nikolastraße,primary,,False,True,93.669,50,"LINESTRING (13.4607844 48.571847, 13.4606418 48.5719171, 13.4603318 48.5720695, 13.4602675 48.5721011, 13.460019 48.5722233, 13.4597625 48.5723494)",,,
104036921,,2,St 2125,Gottfried-Schäffer-Straße,primary,,False,True,83.40899999999999,50,"LINESTRING (13.4639593 48.5735081, 13.4638853 48.5734853, 13.4638135 48.5734569, 13.4637432 48.5734273, 13.4636686 48.5733891, 13.4635087 48.5732986, 13.4631186 48.573062, 13.4630807 48.5730393)",,,
"[1081593066, 174669195]",,2,St 2125,Gottfried-Schäffer-Straße,primary,,False,False,80.333,50,"LINESTRING (13.4639593 48.5735081, 13.4640422 48.5735267, 13.4641379 48.5735425, 13.4642877 48.5735575, 13.4644313 48.5735643, 13.4647254 48.5735626, 13.4648859 48.5735573, 13.4650403 48.5735455)",,,
"[7623837, 9717134, 169070751]",yes,2,St 2125,"['Marienbrücke', 'Mariahilfstraße', 'Gottfried-Schäffer-Straße']",primary,,False,True,273.963,50,"LINESTRING (13.4661127 48.571189, 13.4660652 48.5712948, 13.4660323 48.5714293, 13.4659643 48.5716067, 13.4658938 48.5717567, 13.4657901 48.5719773, 13.465684 48.5722029, 13.4655801 48.5724238, 13.4654715 48.5726548, 13.4653665 48.5728781, 13.4652615 48.5731015, 13.4651556 48.5733265, 13.46511 48.5734236, 13.4651062 48.5734374, 13.4650781 48.5735014, 13.4650403 48.5735455)",12 m,,
37091829,,,,Lederergasse,residential,,False,True,38.456,30,"LINESTRING (13.4661127 48.571189, 13.4660643 48.5711822, 13.4656006 48.5711198)",,,
169070752,,,St 2125,Mariahilfstraße,primary,,False,False,55.804,50,"LINESTRING (13.4661127 48.571189, 13.4661792 48.5711325, 13.4662294 48.5710957, 13.466264 48.571053, 13.4664537 48.5707454)",,,
169070752,,,St 2125,Mariahilfstraße,primary,,False,True,55.804,50,"LINESTRING (13.4664537 48.5707454, 13.466264 48.571053, 13.4662294 48.5710957, 13.4661792 48.5711325, 13.4661127 48.571189)",,,
24152667,yes,5,B 12,Schanzlbrücke,primary,30,False,False,30.592,50,"LINESTRING (13.4552963 48.5768947, 13.4552004 48.5771624)",,,
"[11773619, 315611845, 118495638]",yes,"['2', '1']",,Angerstraße,primary_link,,True,False,255.596,50,"LINESTRING (13.4552963 48.5768947, 13.4553934 48.5769909, 13.4554318 48.5770197, 13.4554668 48.5770371, 13.4555392 48.5770555, 13.4556459 48.5770738, 13.4577472 48.5773498, 13.4582726 48.5774438, 13.4585772 48.5775154)",,,
"[315611849, 11773620]",yes,7,B 12,Schanzlbrücke,primary,30 m,False,True,149.005,50,"LINESTRING (13.4552963 48.5768947, 13.4554194 48.576474, 13.4556506 48.5755754)",,,
51854057,,3,,Nikolastraße,primary,,False,False,52.313,50,"LINESTRING (13.4591918 48.57263, 13.4597625 48.5723494)",,,
"[6100986, 313762275, 313762276, 47931759]",,"['2', '3']",,"['Kleiner Exerzierplatz', 'Lupingäßchen']",tertiary,,False,False,200.112,,"LINESTRING (13.4591918 48.57263, 13.4588972 48.5723584, 13.4585063 48.571998, 13.4584664 48.5719627, 13.4583309 48.5718564, 13.458104 48.5717027, 13.4580182 48.5716581, 13.4575644 48.5714223, 13.4575039 48.571396, 13.4573533 48.5713259)",,,
"[7623844, 313762277, 7623847, 108322902, 150353239, 150353240]",,"['4', '2', '3']",,"['Ludwigsplatz', 'Nikolastraße']",primary,,False,"[False, True]",195.025,50,"LINESTRING (13.4591918 48.57263, 13.4588043 48.5728205, 13.4586758 48.5728837, 13.4582313 48.5731046, 13.4580091 48.573209, 13.4577116 48.5733488, 13.4575281 48.5734476, 13.4575152 48.5734568, 13.457443 48.5735109, 13.4574182 48.5735352, 13.4573955 48.5735623, 13.457374 48.5736027, 13.4573576 48.5736451, 13.4573542 48.5736841, 13.4573525 48.5737254, 13.4573536 48.5737958)",,,
