osmid,oneway,name,highway,reversed,length,ref,maxspeed,lanes,geometry,bridge,width
9703962,True,Martinstraße,residential,False,62.599,,,,"LINESTRING (13.4746575 51.1613515, 13.4740348 51.161757)",,
"[51105488, 24034491]",False,Poststraße,secondary,True,112.01100000000001,S 177,50,2,"LINESTRING (13.4746575 51.1613515, 13.4745129 51.1612974, 13.4739915 51.1610522, 13.4738001 51.1609608, 13.4736845 51.1609072, 13.4735085 51.1608367, 13.4734643 51.1608209, 13.4734044 51.1607901, 13.4733563 51.160763)",,
"[256943312, 256943313, 241162111]",False,Poststraße,secondary,False,164.049,S 177,50,"['2', '3']","LINESTRING (13.4746575 51.1613515, 13.4749979 51.1614446, 13.4754681 51.1615605, 13.4756152 51.1615979, 13.4761283 51.161698, 13.4764503 51.1617673, 13.4765105 51.1617873, 13.4768386 51.1618963)",,
"[319116002, 24034979, 257045566, 257045567]",False,Uferstraße,primary,False,152.40900000000005,B 6,50,"['4', '3']","LINESTRING (13.4768386 51.1618963, 13.4767662 51.161976, 13.4765724 51.1621653, 13.4765293 51.1622077, 13.4764322 51.1623032, 13.4762872 51.1624465, 13.4762497 51.1624819, 13.4761976 51.1625309, 13.4760518 51.1626721, 13.4760242 51.1626991, 13.4757495 51.1629691, 13.4757076 51.1630109, 13.4756657 51.1630527)",,
"[256943312, 256943313, 241162111]",False,Poststraße,secondary,True,164.04899999999998,S 177,50,"['2', '3']","LINESTRING (13.4768386 51.1618963, 13.4765105 51.1617873, 13.4764503 51.1617673, 13.4761283 51.161698, 13.4756152 51.1615979, 13.4754681 51.1615605, 13.4749979 51.1614446, 13.4746575 51.1613515)",,
237742255,False,Markt,living_street,True,43.364,,,,"LINESTRING (13.4708462 51.1630173, 13.4702413 51.1629268)",,
"[47458073, 47458075, 47458076]",False,Markt,living_street,True,113.153,,,,"LINESTRING (13.4708462 51.1630173, 13.4708037 51.1631467, 13.4707559 51.1633391, 13.4705763 51.1633167, 13.4701971 51.1632562, 13.4702337 51.1629831, 13.4702413 51.1629268)",,
994045473,True,Markt,living_street,False,44.795,,,,"LINESTRING (13.4708462 51.1630173, 13.470309 51.1627964)",,
8496049,True,Marktgasse,living_street,False,66.393,,,,"LINESTRING (13.4708462 51.1630173, 13.4709585 51.1629357, 13.4711156 51.1628312, 13.4715554 51.1626228)",,
24034595,False,An der Frauenkirche,living_street,True,39.599,,,,"LINESTRING (13.47032 51.1627201, 13.469978 51.1624358)",,
237742261,False,Fleischergasse,living_street,False,8.519,,,,"LINESTRING (13.47032 51.1627201, 13.4703111 51.1627756, 13.470309 51.1627964)",,
24034592,False,Görnische Gasse,living_street,False,28.866,,,,"LINESTRING (13.4711087 51.1621996, 13.4709618 51.1620675, 13.470893 51.1619789)",,
24773234,True,Fleischergasse,living_street,False,80.128,,,,"LINESTRING (13.4711087 51.1621996, 13.4710416 51.162227, 13.4709297 51.162291, 13.4708037 51.1623634, 13.470478 51.1626043, 13.47032 51.1627201)",,
8496038,True,Webergasse,living_street,False,71.032,,,,"LINESTRING (13.4698168 51.1618875, 13.4694098 51.1613019)",,
8496042,False,Schlossergasse,living_street,False,58.164,,,,"LINESTRING (13.4698168 51.1618875, 13.4699189 51.1618555, 13.4700171 51.1618142, 13.4704738 51.1615685)",,
24772779,False,Jüdenbergstraße,living_street,True,33.149,,,,"LINESTRING (13.4694098 51.1613019, 13.4698247 51.1611564)",,
237742257,False,Jüdenbergstraße,living_street,False,30.389,,,,"LINESTRING (13.4694098 51.1613019, 13.4691381 51.1613919, 13.4690492 51.1614501)",,
24772779,False,Jüdenbergstraße,living_street,False,33.149,,,,"LINESTRING (13.4698247 51.1611564, 13.4694098 51.1613019)",,
237742263,True,Görnische Gasse,living_street,False,6.494,,,,"LINESTRING (13.4698247 51.1611564, 13.4697925 51.1611016)",,
8496042,False,Schlossergasse,living_street,True,58.164,,,,"LINESTRING (13.4704738 51.1615685, 13.4700171 51.1618142, 13.4699189 51.1618555, 13.4698168 51.1618875)",,
296554359,True,Görnische Gasse,living_street,False,64.999,,,,"LINESTRING (13.4704738 51.1615685, 13.4701577 51.1614135, 13.4700608 51.1613613, 13.4698247 51.1611564)",,
24034594,True,Rosengasse,living_street,False,128.636,,,,"LINESTRING (13.4690492 51.1614501, 13.4690631 51.1614699, 13.4691656 51.1616232, 13.4693266 51.1618011, 13.4697391 51.1622965, 13.4697903 51.1623357, 13.4698503 51.1623743, 13.469978 51.1624358)",,
237742257,False,Jüdenbergstraße,living_street,True,30.389,,,,"LINESTRING (13.4690492 51.1614501, 13.4691381 51.1613919, 13.4694098 51.1613019)",,
24034595,False,An der Frauenkirche,living_street,False,39.599,,,,"LINESTRING (13.469978 51.1624358, 13.47032 51.1627201)",,
8496038,True,Webergasse,living_street,False,62.367000000000004,,,,"LINESTRING (13.469978 51.1624358, 13.4699067 51.1623074, 13.4698778 51.162218, 13.4698244 51.1620405, 13.4698168 51.1618875)",,
"[47458070, 845308671]",False,Kleinmarkt,living_street,False,65.094,,,,"LINESTRING (13.4716947 51.1625024, 13.4721077 51.1627059, 13.4721205 51.1627117, 13.472208 51.1627539, 13.4724218 51.1628693)",,
