osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,bridge
"[23729497, 1062949481]",2,S 100;S 95,Oststraße,secondary,50,False,False,46.028000000000006,"LINESTRING (14.0929273 51.2740615, 14.0930938 51.2741268, 14.0931206 51.2741344, 14.0931922 51.2741547, 14.0935175 51.2742469)",,,
35953281,2,S 100;S 95,Bahnhofstraße,secondary,50,False,True,86.809,"LINESTRING (14.0929273 51.2740615, 14.0928369 51.2739619, 14.09276 51.2737598, 14.0926884 51.273512, 14.0926069 51.2733118)",,,
386192308,,,,residential,,False,False,29.521,"LINESTRING (14.0929273 51.2740615, 14.0928324 51.2741391, 14.0926693 51.2742723)",,,
1245923724,2,S 100;S 95,Oststraße,secondary,50,False,False,86.045,"LINESTRING (14.0935175 51.2742469, 14.0945979 51.2746237)",,,
"[28860232, 411086283]",,,Robert-Koch-Platz,residential,30,True,False,90.54700000000001,"LINESTRING (14.0935175 51.2742469, 14.0935611 51.2741902, 14.0938422 51.2737679, 14.0939644 51.2735574, 14.0940086 51.2734931)",,,
"[23729497, 1062949481]",2,S 100;S 95,Oststraße,secondary,50,False,True,46.028,"LINESTRING (14.0935175 51.2742469, 14.0931922 51.2741547, 14.0931206 51.2741344, 14.0930938 51.2741268, 14.0929273 51.2740615)",,,
50880578,,,Bönischplatz,secondary,50,True,False,10.546,"LINESTRING (14.0914046 51.2712436, 14.0913646 51.2712438, 14.0913253 51.2712392, 14.0912609 51.2712196)",roundabout,,
50880578,,,Bönischplatz,secondary,50,True,False,8.692,"LINESTRING (14.0912609 51.2712196, 14.0912163 51.2711923, 14.0911865 51.2711579)",roundabout,,
"[53100424, 396445137]",,S 100,,secondary,,True,False,13.258,"LINESTRING (14.0912609 51.2712196, 14.0911212 51.2712414, 14.0910755 51.2712471)",,,
24585527,,,Rosa-Luxemburg-Straße,tertiary,30,True,False,81.322,"LINESTRING (14.0936536 51.2691155, 14.0947353 51.2693927)",,,
58728204,,S 95,Pulsnitzer Straße,secondary,30,False,True,61.478,"LINESTRING (14.0936536 51.2691155, 14.0938665 51.2685789)",,,
58728204,,S 95,Pulsnitzer Straße,secondary,30,False,False,80.655,"LINESTRING (14.0936536 51.2691155, 14.0935472 51.2692784, 14.0932343 51.2697917)",,,
1245923724,2,S 100;S 95,Oststraße,secondary,50,False,True,86.045,"LINESTRING (14.0945979 51.2746237, 14.0935175 51.2742469)",,,
28422175,,,Zwingerstraße,residential,30,False,False,80.477,"LINESTRING (14.0932343 51.2697917, 14.0942952 51.2700802)",,,
398360814,,,Zwingerstraße,residential,,False,True,46.027,"LINESTRING (14.0932343 51.2697917, 14.0926281 51.2696259)",,,
484594750,,S 95,Pulsnitzer Straße,secondary,30,False,False,73.484,"LINESTRING (14.0932343 51.2697917, 14.0925888 51.2703148)",,,
58728204,,S 95,Pulsnitzer Straße,secondary,30,False,True,80.655,"LINESTRING (14.0932343 51.2697917, 14.0935472 51.2692784, 14.0936536 51.2691155)",,,
396441078,,,Bautzner Straße,tertiary,30,False,False,0.197,"LINESTRING (14.0983484 51.2707266, 14.0983499 51.2707281)",,,
29115964,,,Elstraer Straße,residential,,False,False,72.111,"LINESTRING (14.0983484 51.2707266, 14.0984874 51.2706711, 14.0992903 51.2704588)",,,
24654953,,,Bautzner Straße,tertiary,30,False,False,70.906,"LINESTRING (14.0984626 51.2708545, 14.0986884 51.2710963, 14.0989484 51.2714148)",,,
24654953,,,Bautzner Straße,tertiary,30,False,True,16.094,"LINESTRING (14.0984626 51.2708545, 14.0984223 51.2708093, 14.0983499 51.2707281)",,,
150765068,,,Grüne Straße,residential,,False,False,87.59299999999999,"LINESTRING (14.0984626 51.2708545, 14.0979024 51.2709895, 14.0972726 51.2711104)",,,
18778379,,,Poststraße,residential,30,False,True,29.182000000000002,"LINESTRING (14.0929569 51.2731838, 14.092816 51.2732743, 14.092734 51.2732903, 14.0926069 51.2733118)",,,
150765071,,,Haberkornstraße,residential,30,True,False,80.841,"LINESTRING (14.0929569 51.2731838, 14.093442 51.2733265, 14.0937044 51.2734037, 14.0940086 51.2734931)",,,
"[24654842, 396441087]",,,Poststraße,residential,30,False,True,195.864,"LINESTRING (14.0929569 51.2731838, 14.0932531 51.2727557, 14.0933636 51.2725959, 14.0934283 51.2725024, 14.0936168 51.2722408, 14.0940978 51.2715735)",,,
484594750,,S 95,Pulsnitzer Straße,secondary,30,False,True,73.484,"LINESTRING (14.0925888 51.2703148, 14.0932343 51.2697917)",,,
22322500,,,Theaterstraße,residential,30,True,False,99.05799999999999,"LINESTRING (14.0925888 51.2703148, 14.0933221 51.2705143, 14.0939083 51.2706486)",,,
484594750,,S 95,Pulsnitzer Straße,secondary,30,False,False,90.00699999999999,"LINESTRING (14.0925888 51.2703148, 14.0923984 51.2704981, 14.0922468 51.2706657, 14.0920648 51.2709905, 14.0920212 51.2710372)",,,
612024078,,,Bautzner Straße,tertiary,,False,False,91.283,"LINESTRING (14.0989484 51.2714148, 14.1002575 51.2713588)",,,
24654953,,,Bautzner Straße,tertiary,30,False,True,70.906,"LINESTRING (14.0989484 51.2714148, 14.0986884 51.2710963, 14.0984626 51.2708545)",,,
612024078,,,Bautzner Straße,tertiary,,False,True,58.314,"LINESTRING (14.1010943 51.2713281, 14.1002575 51.2713588)",,,
22322514,,,Breite Straße,residential,30,False,False,48.131,"LINESTRING (14.1010943 51.2713281, 14.1013024 51.2713734, 14.1013271 51.2713756, 14.1014414 51.2713858, 14.1017697 51.2714128)",,,
28985749,,,Hoyerswerdaer Straße,tertiary,,True,False,19.055,"LINESTRING (14.099884 51.2741894, 14.0997536 51.2740387)",,,
87606278,,,Jahnstraße,residential,,False,True,113.16300000000001,"LINESTRING (14.099884 51.2741894, 14.1000252 51.2741453, 14.1004275 51.274158, 14.1014935 51.2741691)",,,
28985808,,,Töpferstraße,residential,,False,False,71.641,"LINESTRING (14.0994929 51.2724818, 14.0996512 51.2724602, 14.0999257 51.2724523, 14.1003312 51.2724898, 14.1005143 51.2724878)",,,
225886461,,,Hoyerswerdaer Straße,tertiary,,True,False,124.709,"LINESTRING (14.0994929 51.2724818, 14.0993029 51.2720158, 14.0991468 51.2717533, 14.0989484 51.2714148)",,,
45769029,,,Haydnstraße,residential,,False,True,102.909,"LINESTRING (14.0969088 51.2732969, 14.0962934 51.2741385)",,,
"[29136153, 543921283]",,,Lessingplatz,residential,,True,False,183.868,"LINESTRING (14.0969088 51.2732969, 14.0957578 51.2729819, 14.095794 51.2729315, 14.0961219 51.2724664, 14.0961573 51.2724036, 14.0963127 51.272187)",,,
29136442,,,Lessingplatz,residential,,False,False,127.04299999999999,"LINESTRING (14.0969088 51.2732969, 14.0970729 51.2730556, 14.0978346 51.2732498, 14.0979028 51.2732547, 14.0979516 51.273244, 14.0979691 51.2732157, 14.0980176 51.2729574)",,,
22688117,,,Beethovenstraße,residential,,True,False,136.624,"LINESTRING (14.0986981 51.2738035, 14.0969088 51.2732969)",,,
45769029,,,Haydnstraße,residential,,False,False,102.909,"LINESTRING (14.0962934 51.2741385, 14.0969088 51.2732969)",,,
150765069,,,Haberkornstraße,residential,30,False,True,85.686,"LINESTRING (14.0962934 51.2741385, 14.0951764 51.2738137)",,,
58728209,,S 95,Pulsnitzer Straße,secondary,30,False,False,168.10000000000002,"LINESTRING (14.0931852 51.2661494, 14.0935019 51.2665976, 14.0936059 51.2668641, 14.0937195 51.2673621, 14.0938224 51.2675978)",,,
31144307,,S 95,Weststraße,secondary,50,False,False,12.945,"LINESTRING (14.0920212 51.2710372, 14.0918354 51.2710309)",,,
484594750,,S 95,Pulsnitzer Straße,secondary,30,False,True,90.007,"LINESTRING (14.0920212 51.2710372, 14.0920648 51.2709905, 14.0922468 51.2706657, 14.0923984 51.2704981, 14.0925888 51.2703148)",,,
27539741,,,Feldstraße,residential,30,False,False,89.69800000000001,"LINESTRING (14.0912747 51.2710018, 14.0911772 51.2709286, 14.0910388 51.2708247, 14.0908306 51.2707262, 14.0904054 51.2705894, 14.0902246 51.2705779)",,,
50880578,,,Bönischplatz,secondary,50,True,False,18.063,"LINESTRING (14.0912747 51.2710018, 14.0913329 51.2709866, 14.0913957 51.270983, 14.0914609 51.2709921, 14.0915181 51.2710136)",roundabout,,
50880578,,,Bönischplatz,secondary,50,True,False,7.961,"LINESTRING (14.09151 51.2712175, 14.0914602 51.2712351, 14.0914046 51.2712436)",roundabout,,
98609802,,S 100;S 95,,secondary,50,True,False,13.436,"LINESTRING (14.09151 51.2712175, 14.0915005 51.2713104, 14.0914981 51.2713381)",,,
22322500,,,Theaterstraße,residential,30,True,False,81.029,"LINESTRING (14.0939083 51.2706486, 14.0950208 51.2708644)",,,
28829913,,,Klosterstraße,residential,30,True,False,68.696,"LINESTRING (14.0939083 51.2706486, 14.0942952 51.2700802)",,,
24654425,,,Zur Schule,residential,,False,False,53.23,"LINESTRING (14.0950208 51.2708644, 14.0953423 51.27043)",,,
118696280,,S 95,Pulsnitzer Straße,secondary,30,False,False,14.827,"LINESTRING (14.0938224 51.2675978, 14.093881 51.267726)",,,
