osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge,width
25215988,Bendenstraße,residential,False,False,126.727,"LINESTRING (6.7821923 50.6592672, 6.7820816 50.6592239, 6.7815527 50.6589856, 6.7814914 50.6589578, 6.7812498 50.6588497, 6.7811692 50.6588097, 6.7809252 50.6586851, 6.7808279 50.6586528, 6.7808165 50.6586471, 6.7807319 50.6586048)",,,,,
"[31916649, 342932941]",Gerberstraße,tertiary,False,True,140.5,"LINESTRING (6.7821923 50.6592672, 6.7823279 50.6591643, 6.7824928 50.6590495, 6.7830003 50.6587044, 6.7831577 50.6586072, 6.7833639 50.6584726, 6.7834115 50.6584427, 6.7834836 50.658398, 6.7835661 50.6583529)","['2', '3']",50,,,
929700410,Gerberstraße,tertiary,False,False,36.261,"LINESTRING (6.7821923 50.6592672, 6.7820097 50.6594119, 6.7818659 50.6595192)",2,50,,,
"[19053836, 342932942]",Gerberstraße,tertiary,False,False,273.49,"LINESTRING (6.7872564 50.6577904, 6.7871384 50.6577634, 6.7870624 50.657751, 6.7870128 50.6577423, 6.7869366 50.6577358, 6.7868666 50.6577323, 6.78677 50.6577318, 6.7866972 50.6577354, 6.7866004 50.6577442, 6.7864813 50.657759, 6.7863156 50.6577862, 6.7856904 50.6578778, 6.7856431 50.6578847, 6.785033 50.6579697, 6.7847615 50.6580076, 6.7845518 50.6580431, 6.7844425 50.6580639, 6.7843503 50.658083, 6.7842138 50.6581145, 6.7841161 50.658141, 6.7840434 50.6581626, 6.7839533 50.6581936, 6.7838321 50.6582398, 6.7837722 50.6582636, 6.7836627 50.6583075, 6.7835661 50.6583529)","['2', '3']",50,,,
514607687,,tertiary,True,False,14.388000000000002,"LINESTRING (6.7872564 50.6577904, 6.7872681 50.6577656, 6.7872858 50.6577422, 6.787309 50.657721, 6.7873371 50.6577022, 6.7873695 50.6576865)",,,roundabout,,
20637264,Wilhelmstraße,tertiary,True,False,67.898,"LINESTRING (6.7873695 50.6576865, 6.7873925 50.6576291, 6.7873886 50.6575803, 6.787376 50.6575213, 6.7873589 50.6574489, 6.7873521 50.657402, 6.7873479 50.6573482, 6.7873451 50.6572866, 6.7873512 50.6572161, 6.7873575 50.6571657, 6.7873638 50.6571345, 6.7873664 50.6571113, 6.7873686 50.65708)",1,50,,,
514607687,,tertiary,True,False,14.109,"LINESTRING (6.7873695 50.6576865, 6.7874047 50.6576744, 6.7874424 50.6576659, 6.7874817 50.6576611, 6.7875217 50.6576602, 6.7875615 50.657663)",,,roundabout,,
510228692,Alte Gerberstraße,residential,False,True,44.236000000000004,"LINESTRING (6.7873793 50.6579678, 6.7873239 50.6580019, 6.7872937 50.6580201, 6.7872621 50.6580342, 6.7872293 50.6580444, 6.7871946 50.6580504, 6.7871428 50.6580541, 6.7870863 50.6580559, 6.7867979 50.6580657)",,50,,,
514607687,,tertiary,True,False,22.998,"LINESTRING (6.7873793 50.6579678, 6.7873458 50.657953, 6.7873164 50.6579351, 6.7872917 50.6579145, 6.7872725 50.6578916, 6.7872591 50.6578673, 6.7872519 50.6578418, 6.7872509 50.657816, 6.7872564 50.6577904)",,,roundabout,,
25158530,Kommerner Straße,tertiary,True,False,33.599,"LINESTRING (6.7831504 50.6602485, 6.7830732 50.6602556, 6.7830303 50.6602582, 6.7829601 50.6602509, 6.7828175 50.6602251, 6.7826877 50.6601991)",1,50,,,
25332919,Bendengasse,living_street,False,False,55.02,"LINESTRING (6.7831504 50.6602485, 6.7831769 50.6601896, 6.7831861 50.6601594, 6.7832188 50.6600669, 6.7832534 50.6599784, 6.7832674 50.6599617, 6.7833016 50.6599254, 6.783352 50.6598868, 6.7834611 50.6598071)",,,,,
1249987328,Frauenberger Straße,tertiary,False,True,4.521,"LINESTRING (6.7831504 50.6602485, 6.7831725 50.6602582, 6.7831839 50.660265, 6.7831954 50.6602766)",2,50,,,
24749211,Bergerstraße,residential,False,True,221.821,"LINESTRING (6.7808351 50.6644117, 6.7809771 50.6644025, 6.7810408 50.6644084, 6.7811213 50.6644161, 6.7814237 50.6644365, 6.7816027 50.664445, 6.7817174 50.6644488, 6.7817784 50.664448, 6.7818413 50.6644433, 6.7819092 50.6644365, 6.7819802 50.6644242, 6.7820706 50.6644073, 6.7837088 50.6641119, 6.7838982 50.6640798)",,50,,,
33130368,Frauenberger Straße,tertiary,False,False,95.713,"LINESTRING (6.7808351 50.6644117, 6.7809114 50.6643642, 6.7810086 50.664298, 6.7812865 50.6640966, 6.7816576 50.663829, 6.781739 50.6637696)",,50,,,
168554835,Malmedyer Straße,residential,False,True,24.116999999999997,"LINESTRING (6.7808351 50.6644117, 6.7807779 50.6643817, 6.7807095 50.6643426, 6.7806277 50.6642916, 6.7805876 50.6642624)",,,,,
1082413743,Bahnhofstraße,residential,False,True,13.103,"LINESTRING (6.791024 50.6595573, 6.7911499 50.6594706)",,,,,
"[24019000, 1090012300]",Veybachstraße,residential,True,False,57.440000000000005,"LINESTRING (6.791024 50.6595573, 6.7910468 50.6595717, 6.7910689 50.6595968, 6.791085 50.6596343, 6.7911034 50.6596623, 6.7911183 50.6596787, 6.7913045 50.6597875, 6.7914567 50.6598765, 6.7915021 50.6598977, 6.7915768 50.6599186)",,"['20', '30']",,,
"[551250544, 20637513, 25189350]",Veybachstraße,residential,False,True,217.41,"LINESTRING (6.791024 50.6595573, 6.7909998 50.6595487, 6.7909643 50.6595419, 6.7909241 50.6595367, 6.7908926 50.6595322, 6.7908624 50.6595232, 6.7908251 50.6595073, 6.7907778 50.6594762, 6.7906686 50.6594028, 6.7899602 50.6589332, 6.7894991 50.6586333, 6.7894529 50.658595, 6.7893728 50.6584957, 6.7892569 50.6584033, 6.7891364 50.6583086, 6.7890973 50.6582776, 6.7890643 50.6582534, 6.7890239 50.6582224, 6.789 50.6582069, 6.7889486 50.6581689, 6.7889265 50.6581516)",,20,,,
25058839,Kälkstraße,residential,False,True,90.79299999999999,"LINESTRING (6.7901115 50.6605905, 6.790131 50.6606364, 6.7902743 50.6607666, 6.7903461 50.6608459, 6.7904259 50.6609171, 6.790453 50.6609436, 6.7904768 50.6609727, 6.7906271 50.6612066, 6.7906574 50.6612625, 6.790684 50.6613153)",,,,,
"[1018824308, 80295004, 1018824309, 24018998]",Gansweide,residential,False,False,95.82300000000001,"LINESTRING (6.7912985 50.6601848, 6.7912848 50.6602463, 6.7912878 50.6603171, 6.7912985 50.6603497, 6.791313 50.6603781, 6.7913371 50.6604048, 6.7914232 50.6604708, 6.7915615 50.660569, 6.7916726 50.6606496, 6.7918074 50.6607446, 6.7919176 50.6608222, 6.791962 50.6608534, 6.7920003 50.6608805)",,"['20', '50']",,,
24716349,Wilhelmstraße,tertiary,True,False,283.522,"LINESTRING (6.7912985 50.6601848, 6.7912047 50.6601686, 6.791127 50.6601414, 6.7910483 50.660101, 6.7906528 50.6598387, 6.7902455 50.6595707, 6.7896023 50.6591538, 6.7889624 50.6587295, 6.7884536 50.658398)",,20,,,
"[96307274, 24018999]",Kölner Straße,tertiary,False,True,55.598,"LINESTRING (6.7912985 50.6601848, 6.791663 50.6602141, 6.7917185 50.660219, 6.7920813 50.660246)",2,"['20', '30']",,,
"[96307274, 24018999]",Kölner Straße,tertiary,False,False,55.598,"LINESTRING (6.7920813 50.660246, 6.7917185 50.660219, 6.791663 50.6602141, 6.7912985 50.6601848)",2,"['20', '30']",,,
"[547984081, 1018824307]",Kölner Straße,tertiary,False,True,135.815,"LINESTRING (6.7920813 50.660246, 6.7930491 50.6603182, 6.7931132 50.6603219, 6.7933933 50.660343, 6.7937252 50.6603616, 6.7939961 50.6603812)",2,30,,,
