osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,lanes,bridge,access,width,tunnel
"[363369266, 363369267, 34830003, 389536985, 389536986]",False,,Öhringer Straße,residential,False,126.04399999999998,,"LINESTRING (9.5744045 49.2040693, 9.5746321 49.2038189, 9.5746456 49.2038041, 9.5748034 49.2036456, 9.5748895 49.2035642, 9.5749374 49.2035213, 9.5750221 49.2034456, 9.5751196 49.2033514, 9.5753585 49.2032075, 9.5754375 49.2031694)",,yes,,,
"[40112412, 40112413]",False,L 1051,Öhringer Straße,secondary,False,205.361,50,"LINESTRING (9.5754375 49.2031694, 9.5751302 49.2029015, 9.574728 49.2025465, 9.5745047 49.2023381, 9.5741401 49.2019979, 9.5737448 49.2016916)",2,,,,
40125668,False,,Fischgärten,residential,False,145.548,,"LINESTRING (9.5754375 49.2031694, 9.5756362 49.2032011, 9.5757771 49.2032633, 9.5759112 49.2033266, 9.5761258 49.2034122, 9.5762652 49.2034587, 9.5763524 49.2034771, 9.5765804 49.2034999, 9.5768337 49.2035234, 9.577012 49.2035281, 9.577149 49.2035568, 9.5772927 49.2035947)",,,destination,,
"[966143384, 363369269, 363369270]",False,L 1051,Öhringer Straße,secondary,True,183.72,50,"LINESTRING (9.5754375 49.2031694, 9.5764009 49.2039669, 9.5765073 49.2040497, 9.5770367 49.2044488)",2,yes,,,
"[363369266, 363369267, 34830003, 389536985, 389536986]",False,,Öhringer Straße,residential,True,126.04400000000001,,"LINESTRING (9.5754375 49.2031694, 9.5753585 49.2032075, 9.5751196 49.2033514, 9.5750221 49.2034456, 9.5749374 49.2035213, 9.5748895 49.2035642, 9.5748034 49.2036456, 9.5746456 49.2038041, 9.5746321 49.2038189, 9.5744045 49.2040693)",,yes,,,
34830009,False,,Sophienbergstraße,residential,True,77.40599999999999,30,"LINESTRING (9.5756404 49.205938, 9.5756826 49.2059458, 9.5763485 49.2060694, 9.576665 49.206129)",,,,,
34830009,False,,Sophienbergstraße,residential,False,77.406,30,"LINESTRING (9.576665 49.206129, 9.5763485 49.2060694, 9.5756826 49.2059458, 9.5756404 49.205938)",,,,,
170280984,False,K 2354,Friedrichsruher Straße,tertiary,False,96.679,,"LINESTRING (9.576665 49.206129, 9.5770727 49.2058854, 9.5772417 49.2057978, 9.5774348 49.2056944, 9.5776789 49.2055665)",,,,,
170280984,False,K 2354,Friedrichsruher Straße,tertiary,True,95.309,,"LINESTRING (9.576665 49.206129, 9.5762949 49.2063936, 9.5760642 49.2065758, 9.5758282 49.2067879)",,,,,
34830010,False,,Eichendorffstraße,residential,False,38.474,,"LINESTRING (9.5758282 49.2067879, 9.576175 49.2070494)",,,,,
170280984,False,K 2354,Friedrichsruher Straße,tertiary,True,59.135,,"LINESTRING (9.5758282 49.2067879, 9.575391 49.2072365)",,,,,
170280984,False,K 2354,Friedrichsruher Straße,tertiary,False,95.309,,"LINESTRING (9.5758282 49.2067879, 9.5760642 49.2065758, 9.5762949 49.2063936, 9.576665 49.206129)",,,,,
34830010,False,,Eichendorffstraße,residential,True,38.474,,"LINESTRING (9.576175 49.2070494, 9.5758282 49.2067879)",,,,,
34830010,False,,Eichendorffstraße,residential,False,55.47,,"LINESTRING (9.576175 49.2070494, 9.5764248 49.2073879, 9.5764803 49.2075055)",,,,,
34830022,False,,Schwabstraße,residential,False,145.609,,"LINESTRING (9.576175 49.2070494, 9.5763633 49.2070161, 9.5765814 49.2069775, 9.5770427 49.2069609, 9.5775067 49.2069679, 9.5778366 49.2069985, 9.5781543 49.2070399)",,,,,
34830010,False,,Eichendorffstraße,residential,False,27.146,,"LINESTRING (9.5764803 49.2075055, 9.5765938 49.2077381)",,,,,
34830010,False,,Eichendorffstraße,residential,True,55.47,,"LINESTRING (9.5764803 49.2075055, 9.5764248 49.2073879, 9.576175 49.2070494)",,,,,
34830020,False,,Scheffelstraße,residential,False,138.87,,"LINESTRING (9.5764803 49.2075055, 9.5752661 49.2079008, 9.5755268 49.2082209)",,,,,
34830010,False,,Eichendorffstraße,residential,False,73.053,,"LINESTRING (9.5765938 49.2077381, 9.5768975 49.2083644)",,,,,
34830010,False,,Eichendorffstraße,residential,True,27.146,,"LINESTRING (9.5765938 49.2077381, 9.5764803 49.2075055)",,,,,
34830023,False,,Stifterstraße,residential,False,130.193,,"LINESTRING (9.5765938 49.2077381, 9.5767838 49.2077162, 9.5774233 49.2076424, 9.5783619 49.2075473)",,,,,
34830010,False,,Eichendorffstraße,residential,True,73.053,,"LINESTRING (9.5768975 49.2083644, 9.5765938 49.2077381)",,,,,
34830010,False,,Eichendorffstraße,residential,False,62.324000000000005,,"LINESTRING (9.5768975 49.2083644, 9.5769633 49.2087399, 9.5769877 49.2088579, 9.5770078 49.20892)",,,,,
34830024,False,,Lämmlestraße,residential,False,124.46699999999998,,"LINESTRING (9.5768975 49.2083644, 9.5770137 49.2083481, 9.577604 49.208265, 9.5785626 49.2081017)",,,,,
34830025,False,,Uhlandstraße,residential,True,9.366,,"LINESTRING (9.5771367 49.2089219, 9.5770078 49.20892)",,,,,
34830025,False,,Uhlandstraße,residential,False,67.13,,"LINESTRING (9.5771367 49.2089219, 9.5772787 49.2089124, 9.5776279 49.208889, 9.5780374 49.2088026)",,,,,
34830028,False,,Mörikestraße,residential,True,37.33,,"LINESTRING (9.5771367 49.2089219, 9.5771815 49.2090356, 9.5770605 49.2092391)",,,,,
34830025,False,,Uhlandstraße,residential,True,57.689,,"LINESTRING (9.578794 49.208645, 9.5780374 49.2088026)",,,,,
34830011,False,,Hölderlinstraße,residential,False,62.707,,"LINESTRING (9.578794 49.208645, 9.5786564 49.2083224, 9.5785626 49.2081017)",,,,,
34830025,False,,Uhlandstraße,residential,False,62.041,,"LINESTRING (9.578794 49.208645, 9.5793229 49.208534, 9.5796145 49.2084923)",,,,,
34830011,False,,Hölderlinstraße,residential,False,63.347,,"LINESTRING (9.5785626 49.2081017, 9.5783619 49.2075473)",,,,,
34830011,False,,Hölderlinstraße,residential,True,62.707,,"LINESTRING (9.5785626 49.2081017, 9.5786564 49.2083224, 9.578794 49.208645)",,,,,
34830024,False,,Lämmlestraße,residential,True,124.467,,"LINESTRING (9.5785626 49.2081017, 9.577604 49.208265, 9.5770137 49.2083481, 9.5768975 49.2083644)",,,,,
34830011,False,,Hölderlinstraße,residential,False,58.401,,"LINESTRING (9.5783619 49.2075473, 9.5781543 49.2070399)",,,,,
34830011,False,,Hölderlinstraße,residential,True,63.347,,"LINESTRING (9.5783619 49.2075473, 9.5785626 49.2081017)",,,,,
34830023,False,,Stifterstraße,residential,True,130.193,,"LINESTRING (9.5783619 49.2075473, 9.5774233 49.2076424, 9.5767838 49.2077162, 9.5765938 49.2077381)",,,,,
34830011,False,,Hölderlinstraße,residential,True,58.401,,"LINESTRING (9.5781543 49.2070399, 9.5783619 49.2075473)",,,,,
34830021,False,,Bernbachstraße,residential,False,220.022,,"LINESTRING (9.5781543 49.2070399, 9.5786473 49.2070826, 9.578972 49.2071269, 9.5791806 49.2073856, 9.5793998 49.2078508, 9.5795697 49.2082673, 9.5796145 49.2084923)",,,,,
34830022,False,,Schwabstraße,residential,True,145.609,,"LINESTRING (9.5781543 49.2070399, 9.5778366 49.2069985, 9.5775067 49.2069679, 9.5770427 49.2069609, 9.5765814 49.2069775, 9.5763633 49.2070161, 9.576175 49.2070494)",,,,,
34830018,False,,Goethestraße,residential,False,25.268,,"LINESTRING (9.575838 49.2081194, 9.5755268 49.2082209)",,,,,
34830018,False,,Goethestraße,residential,True,25.268,,"LINESTRING (9.5755268 49.2082209, 9.575838 49.2081194)",,,,,
34830020,False,,Scheffelstraße,residential,True,138.87,,"LINESTRING (9.5755268 49.2082209, 9.5752661 49.2079008, 9.5764803 49.2075055)",,,,,
34830021,False,,Bernbachstraße,residential,True,220.02200000000005,,"LINESTRING (9.5796145 49.2084923, 9.5795697 49.2082673, 9.5793998 49.2078508, 9.5791806 49.2073856, 9.578972 49.2071269, 9.5786473 49.2070826, 9.5781543 49.2070399)",,,,,
34830025,False,,Uhlandstraße,residential,True,62.041,,"LINESTRING (9.5796145 49.2084923, 9.5793229 49.208534, 9.578794 49.208645)",,,,,
34830025,False,,Uhlandstraße,residential,False,57.689,,"LINESTRING (9.5780374 49.2088026, 9.578794 49.208645)",,,,,
34830025,False,,Uhlandstraße,residential,True,67.13,,"LINESTRING (9.5780374 49.2088026, 9.5776279 49.208889, 9.5772787 49.2089124, 9.5771367 49.2089219)",,,,,
34830028,False,,Mörikestraße,residential,False,37.33,,"LINESTRING (9.5770605 49.2092391, 9.5771815 49.2090356, 9.5771367 49.2089219)",,,,,
30979150,False,K 2356,Bahnhofstraße,tertiary,False,60.413,50,"LINESTRING (9.5854192 49.2055972, 9.5850722 49.2056744, 9.5850028 49.2057064, 9.5849542 49.2057288, 9.5846922 49.2058495)",,,,7.5,
265497810,False,,Querstraße,residential,True,41.664,,"LINESTRING (9.5854192 49.2055972, 9.5853199 49.2053465, 9.5853152 49.205311, 9.5853045 49.2052312)",,,,6,
24524556,False,K 2354,Am Schwanensee,tertiary,True,96.82499999999999,,"LINESTRING (9.5772927 49.2035947, 9.5772501 49.2036909, 9.5770367 49.2044488)",,,,,
40125668,False,,Fischgärten,residential,True,145.548,,"LINESTRING (9.5772927 49.2035947, 9.577149 49.2035568, 9.577012 49.2035281, 9.5768337 49.2035234, 9.5765804 49.2034999, 9.5763524 49.2034771, 9.5762652 49.2034587, 9.5761258 49.2034122, 9.5759112 49.2033266, 9.5757771 49.2032633, 9.5756362 49.2032011, 9.5754375 49.2031694)",,,destination,,
"[33072481, 40125686]",False,K 2354,"['Am Schwanensee', 'Eschelbacher Straße']",tertiary,False,171.2,,"LINESTRING (9.5772927 49.2035947, 9.5773971 49.2034999, 9.5775299 49.2034105, 9.577672 49.2033327, 9.5777559 49.2032935, 9.5778518 49.2032583, 9.5781734 49.2031754, 9.5785004 49.20311, 9.5788569 49.2030516, 9.5792188 49.2030142, 9.5793845 49.2030014)",,,,,
"[33072481, 40125686]",False,K 2354,"['Eschelbacher Straße', 'Am Schwanensee']",tertiary,True,171.2,,"LINESTRING (9.5793845 49.2030014, 9.5792188 49.2030142, 9.5788569 49.2030516, 9.5785004 49.20311, 9.5781734 49.2031754, 9.5778518 49.2032583, 9.5777559 49.2032935, 9.577672 49.2033327, 9.5775299 49.2034105, 9.5773971 49.2034999, 9.5772927 49.2035947)",,,,,
40125670,False,K 2354,Eschelbacher Straße,tertiary,False,75.26299999999999,,"LINESTRING (9.5793845 49.2030014, 9.5801174 49.2029372, 9.5802253 49.2029196, 9.5803152 49.2028902, 9.5803802 49.2028547)",,,,,
"[319190073, 319190074, 319190075]",False,,Eschelbacher Straße,residential,False,197.223,,"LINESTRING (9.5793845 49.2030014, 9.5794388 49.2031318, 9.5794026 49.2034753, 9.5793985 49.2035708, 9.5794321 49.2037066, 9.5794551 49.2041615, 9.5794616 49.2042911, 9.5793779 49.204382, 9.5792912 49.204476, 9.5792041 49.2045903, 9.5792795 49.2047136)",,,,,building_passage
30979150,False,K 2356,Bahnhofstraße,tertiary,True,60.413,50,"LINESTRING (9.5846922 49.2058495, 9.5849542 49.2057288, 9.5850028 49.2057064, 9.5850722 49.2056744, 9.5854192 49.2055972)",,,,7.5,
"[723894192, 40125694]",False,K 2356,"['Bahnhofstraße', 'Südtangente']",tertiary,False,330.98299999999995,50,"LINESTRING (9.5846922 49.2058495, 9.5845653 49.2059085, 9.5843852 49.2059524, 9.5843156 49.2059617, 9.5838207 49.2060277, 9.5832296 49.2061046, 9.5831666 49.2061117, 9.5825221 49.2061933, 9.5821922 49.2062213, 9.5819233 49.2062376, 9.5816752 49.2062483, 9.5814312 49.2062501, 9.5810302 49.2062352, 9.5805888 49.2062071, 9.5802272 49.2061617)",,,,,
40551987,False,,Bahnhofstraße,residential,True,108.08800000000001,,"LINESTRING (9.5846922 49.2058495, 9.5845337 49.2057335, 9.5844131 49.2056957, 9.5843973 49.2056907, 9.5842408 49.205655, 9.5839133 49.2056027, 9.5836513 49.2055599, 9.5835495 49.2055481, 9.5833304 49.2055242)",,,,6,
"[40363168, 638211233, 40363173, 40363174]",False,,"['Öhringer Straße', 'Unteres Weidenfeld']",residential,True,154.061,,"LINESTRING (9.57442 49.2003232, 9.574582 49.2003793, 9.5747668 49.2004515, 9.5747932 49.2004766, 9.5748292 49.2005221, 9.5748388 49.2005832, 9.5748388 49.2006366, 9.5748244 49.2006805, 9.5747432 49.2008553, 9.5747023 49.20096, 9.574605 49.2010804, 9.5742832 49.2013476, 9.5741561 49.2014296)",,,,,yes
"[40363168, 638211233, 40363173, 40363174]",False,,"['Öhringer Straße', 'Unteres Weidenfeld']",residential,False,154.061,,"LINESTRING (9.5741561 49.2014296, 9.5742832 49.2013476, 9.574605 49.2010804, 9.5747023 49.20096, 9.5747432 49.2008553, 9.5748244 49.2006805, 9.5748388 49.2006366, 9.5748388 49.2005832, 9.5748292 49.2005221, 9.5747932 49.2004766, 9.5747668 49.2004515, 9.574582 49.2003793, 9.57442 49.2003232)",,,,,yes
40363168,False,,Öhringer Straße,residential,True,29.699,,"LINESTRING (9.5741561 49.2014296, 9.5739801 49.2015502, 9.5738615 49.2016141)",,,,,
40363169,False,,,residential,False,33.717,,"LINESTRING (9.5741561 49.2014296, 9.5744209 49.2016427, 9.5744486 49.201665)",,,,,
40363170,False,,Steinstraße,residential,False,94.33200000000001,,"LINESTRING (9.5755215 49.2012006, 9.5753098 49.2012427, 9.5748035 49.2015013, 9.5744486 49.201665)",,,,,
40363169,False,,,residential,True,33.717,,"LINESTRING (9.5744486 49.201665, 9.5744209 49.2016427, 9.5741561 49.2014296)",,,,,
40363170,False,,Steinstraße,residential,True,94.33200000000001,,"LINESTRING (9.5744486 49.201665, 9.5748035 49.2015013, 9.5753098 49.2012427, 9.5755215 49.2012006)",,,,,
638211229,False,,Steinstraße,residential,False,42.19,,"LINESTRING (9.5744486 49.201665, 9.5746492 49.2017578, 9.574796 49.2018238, 9.5748808 49.2019099)",,,,,
40363168,False,,Öhringer Straße,residential,True,12.089,,"LINESTRING (9.5738615 49.2016141, 9.5737448 49.2016916)",,,,,
40363168,False,,Öhringer Straße,residential,False,29.699,,"LINESTRING (9.5738615 49.2016141, 9.5739801 49.2015502, 9.5741561 49.2014296)",,,,,
40363171,False,,Öhringer Straße,residential,True,71.64699999999999,,"LINESTRING (9.5738615 49.2016141, 9.5736187 49.2014671, 9.573506 49.2013385, 9.5735428 49.2012238, 9.5736261 49.2010705)",,,,,
40363182,False,,Falkenstraße,residential,False,35.946,,"LINESTRING (9.5860376 49.2020368, 9.5861159 49.2020772, 9.5861577 49.2021021, 9.5862378 49.2021461, 9.5863251 49.2022127, 9.586376 49.2022686)",,,,,
40363182,False,,Falkenstraße,residential,True,47.341,,"LINESTRING (9.5860376 49.2020368, 9.585863 49.2019536, 9.5857156 49.2018846, 9.5856376 49.2018403, 9.5856255 49.2018309, 9.5855418 49.2017642)",,,,,
40363180,False,,Am Sehner,residential,False,114.86,,"LINESTRING (9.5866198 49.2025836, 9.5864797 49.2026109, 9.5863742 49.2026311, 9.5861195 49.2026597, 9.5857393 49.2026918, 9.5856555 49.2026972, 9.5854809 49.2027084, 9.585279 49.2027215, 9.5851698 49.2027132, 9.5850661 49.2026882)",,,,,
40363182,False,,Falkenstraße,residential,True,39.313,,"LINESTRING (9.5866198 49.2025836, 9.586505 49.2024571, 9.586376 49.2022686)",,,,,
40363182,False,,Falkenstraße,residential,False,39.313,,"LINESTRING (9.586376 49.2022686, 9.586505 49.2024571, 9.5866198 49.2025836)",,,,,
40363182,False,,Falkenstraße,residential,True,35.946,,"LINESTRING (9.586376 49.2022686, 9.5863251 49.2022127, 9.5862378 49.2021461, 9.5861577 49.2021021, 9.5861159 49.2020772, 9.5860376 49.2020368)",,,,,
40363180,False,,Am Sehner,residential,True,114.86,,"LINESTRING (9.5850661 49.2026882, 9.5851698 49.2027132, 9.585279 49.2027215, 9.5854809 49.2027084, 9.5856555 49.2026972, 9.5857393 49.2026918, 9.5861195 49.2026597, 9.5863742 49.2026311, 9.5864797 49.2026109, 9.5866198 49.2025836)",,,,,
33072132,False,,Steige,residential,True,48.801,,"LINESTRING (9.5835313 49.204117, 9.5837247 49.2042524, 9.5838482 49.2044929)",,,,,
33072132,False,,Steige,residential,False,48.801,,"LINESTRING (9.5838482 49.2044929, 9.5837247 49.2042524, 9.5835313 49.204117)",,,,,
33072132,False,,Steige,residential,True,22.088,,"LINESTRING (9.5838482 49.2044929, 9.5838321 49.204549, 9.5837485 49.2046796)",,,,,
40365368,False,,Lerchenstraße,residential,False,36.104,,"LINESTRING (9.5847414 49.2017819, 9.5845986 49.2020929)",,,,,
32703737,False,K 2354,Eschelbacher Straße,tertiary,False,60.301,,"LINESTRING (9.5847414 49.2017819, 9.5848283 49.2017956, 9.5849842 49.2018191, 9.5851406 49.2018306, 9.5852517 49.2018311, 9.5853335 49.2018252, 9.5854097 49.2018113, 9.5854754 49.2017907, 9.5855418 49.2017642)",,,,,
32703737,False,K 2354,Eschelbacher Straße,tertiary,True,169.525,,"LINESTRING (9.5847414 49.2017819, 9.5846129 49.2017616, 9.584172 49.2016918, 9.5836086 49.2016253, 9.5831022 49.2015685, 9.5830007 49.2015561, 9.5824639 49.2014569)",,,,,
40365368,False,,Lerchenstraße,residential,False,99.39399999999999,,"LINESTRING (9.5831342 49.2024771, 9.5829762 49.2024492, 9.5826855 49.2024347, 9.5823841 49.2023931, 9.5821427 49.2023423, 9.5818149 49.20226)",,,,,
40365368,False,,Lerchenstraße,residential,True,139.969,,"LINESTRING (9.5831342 49.2024771, 9.583233 49.2025051, 9.5832791 49.2025185, 9.5833568 49.2025412, 9.5834827 49.2025714, 9.5835033 49.2025763, 9.5837508 49.2025859, 9.5841042 49.2025412, 9.584311 49.2024966, 9.5844461 49.2024061, 9.5845113 49.2023306, 9.5845552 49.2022497, 9.5845904 49.2021375, 9.5845986 49.2020929)",,,,,
40365376,False,,Eulenweg,residential,False,33.191,,"LINESTRING (9.5831342 49.2024771, 9.5831037 49.2025498, 9.5830512 49.2026478, 9.5830322 49.202687, 9.5829633 49.2027509)",,,,,
40365368,False,,Lerchenstraße,residential,True,4.595,,"LINESTRING (9.5817589 49.2022408, 9.5818149 49.20226)",,,,,
24524558,False,,Amselweg,residential,False,109.679,,"LINESTRING (9.5811715 49.2020538, 9.5810401 49.2020251, 9.5797855 49.2016638)",,,,,
"[32703737, 40125670]",False,K 2354,Eschelbacher Straße,tertiary,False,138.191,,"LINESTRING (9.5811715 49.2020538, 9.5813431 49.2018389, 9.5815617 49.201576, 9.5816967 49.2014295, 9.5817566 49.2013981, 9.5818214 49.2013794, 9.5818975 49.2013668, 9.5819694 49.2013668, 9.5824639 49.2014569)",,,,,
40125670,False,K 2354,Eschelbacher Straße,tertiary,True,106.255,,"LINESTRING (9.5811715 49.2020538, 9.5810494 49.2021931, 9.5807557 49.2025338, 9.5805729 49.2026963, 9.5803802 49.2028547)",,,,,
40365376,False,,Eulenweg,residential,True,33.190999999999995,,"LINESTRING (9.5829633 49.2027509, 9.5830322 49.202687, 9.5830512 49.2026478, 9.5831037 49.2025498, 9.5831342 49.2024771)",,,,,
32703737,False,K 2354,Eschelbacher Straße,tertiary,False,169.525,,"LINESTRING (9.5824639 49.2014569, 9.5830007 49.2015561, 9.5831022 49.2015685, 9.5836086 49.2016253, 9.584172 49.2016918, 9.5846129 49.2017616, 9.5847414 49.2017819)",,,,,
"[32703737, 40125670]",False,K 2354,Eschelbacher Straße,tertiary,True,138.191,,"LINESTRING (9.5824639 49.2014569, 9.5819694 49.2013668, 9.5818975 49.2013668, 9.5818214 49.2013794, 9.5817566 49.2013981, 9.5816967 49.2014295, 9.5815617 49.201576, 9.5813431 49.2018389, 9.5811715 49.2020538)",,,,,
40365374,False,,Finkenstraße,residential,False,32.457,,"LINESTRING (9.5824639 49.2014569, 9.5823226 49.2016379, 9.582269 49.2017194)",,,,,
40365368,False,,Lerchenstraße,residential,False,4.595,,"LINESTRING (9.5818149 49.20226, 9.5817589 49.2022408)",,,,,
40365368,False,,Lerchenstraße,residential,True,99.394,,"LINESTRING (9.5818149 49.20226, 9.5821427 49.2023423, 9.5823841 49.2023931, 9.5826855 49.2024347, 9.5829762 49.2024492, 9.5831342 49.2024771)",,,,,
40365374,False,,Finkenstraße,residential,True,68.678,,"LINESTRING (9.5818149 49.20226, 9.582036 49.2019611, 9.582269 49.2017194)",,,,,
40365375,False,,Pfauenstraße,residential,False,30.745,,"LINESTRING (9.585008 49.2021385, 9.5849428 49.2021152, 9.5848499 49.2020984, 9.5847194 49.2020881, 9.5845986 49.2020929)",,,,,
40365368,False,,Lerchenstraße,residential,True,36.104,,"LINESTRING (9.5845986 49.2020929, 9.5847414 49.2017819)",,,,,
40365368,False,,Lerchenstraße,residential,False,139.96900000000002,,"LINESTRING (9.5845986 49.2020929, 9.5845904 49.2021375, 9.5845552 49.2022497, 9.5845113 49.2023306, 9.5844461 49.2024061, 9.584311 49.2024966, 9.5841042 49.2025412, 9.5837508 49.2025859, 9.5835033 49.2025763, 9.5834827 49.2025714, 9.5833568 49.2025412, 9.5832791 49.2025185, 9.583233 49.2025051, 9.5831342 49.2024771)",,,,,
