osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width,lanes
603882753,B 32,Hauptstraße,primary,50,False,False,17.467,"LINESTRING (9.1152949 48.2891826, 9.1154079 48.2892201, 9.1155037 48.2892558)",,,,
622904352,B 32,Hauptstraße,primary,50,False,True,75.197,"LINESTRING (9.1152949 48.2891826, 9.1151689 48.2891499, 9.1150659 48.2891294, 9.1149723 48.2891153, 9.1147501 48.2890969, 9.1142971 48.2890797)",,,,
23484343,,Am Weiher,residential,50,False,True,69.971,"LINESTRING (9.1164821 48.2885143, 9.1164265 48.2884622, 9.1162458 48.2883718, 9.1158984 48.2882676, 9.1156795 48.2881981)",,,,
30930305,K 7102,Hermannsdorfer Straße,tertiary,50,False,False,23.445999999999998,"LINESTRING (9.1164821 48.2885143, 9.1166697 48.2884656, 9.1167774 48.2884378)",,,,
30930305,K 7102,Hermannsdorfer Straße,tertiary,50,False,True,30.195,"LINESTRING (9.1164821 48.2885143, 9.1163118 48.2886324, 9.1162027 48.2887122)",,,,
42681500,K 7102,Hermannsdorfer Straße,tertiary,50,False,False,49.766000000000005,"LINESTRING (9.1175574 48.287789, 9.1177696 48.2877682, 9.1180026 48.2877463, 9.1182254 48.287748)",,,,
247080096,,Am Steig,residential,50,False,False,139.431,"LINESTRING (9.1175574 48.287789, 9.1175557 48.2877478, 9.1175431 48.2874516, 9.1175304 48.2872831, 9.1177994 48.2873006, 9.118649 48.287354)",,,,
"[751235064, 603882755, 42681499]",K 7102,Hermannsdorfer Straße,tertiary,50,False,True,95.18699999999998,"LINESTRING (9.1175574 48.287789, 9.1174749 48.2878351, 9.1174133 48.2879375, 9.1173564 48.2880384, 9.1171128 48.2882831, 9.1169828 48.2883586, 9.1167774 48.2884378)",yes,,,
"[40900166, 603882756, 23484350]",,"['Schloßgasse', 'Im Zinken']",residential,30,False,False,107.06700000000001,"LINESTRING (9.1182254 48.287748, 9.1182362 48.2878734, 9.1182208 48.288002, 9.1182095 48.2881376, 9.1182524 48.2881872, 9.1182961 48.2882292, 9.1183075 48.288291, 9.1182888 48.2884763, 9.1182831 48.2885872, 9.118276 48.2886923)",yes,,,
42681500,K 7102,Hermannsdorfer Straße,tertiary,50,False,False,74.642,"LINESTRING (9.1182254 48.287748, 9.1185853 48.2877541, 9.1192304 48.2878003)",,,,
42681500,K 7102,Hermannsdorfer Straße,tertiary,50,False,True,49.766,"LINESTRING (9.1182254 48.287748, 9.1180026 48.2877463, 9.1177696 48.2877682, 9.1175574 48.287789)",,,,
1218037358,,Im Gäßle,residential,30,False,False,8.455,"LINESTRING (9.1164956 48.2888004, 9.1163848 48.2887818)",,,,
1218037358,,Im Gäßle,residential,30,False,False,15.538,"LINESTRING (9.1163848 48.2887818, 9.1162027 48.2887122)",,,,
1218037358,,Im Gäßle,residential,30,False,True,8.455,"LINESTRING (9.1163848 48.2887818, 9.1164956 48.2888004)",,,,
559605030,,Im Gäßle,residential,30,False,False,41.58,"LINESTRING (9.1163848 48.2887818, 9.1164811 48.2888889, 9.1165134 48.2891371)",,,,
1218037358,,Im Gäßle,residential,30,False,True,15.538,"LINESTRING (9.1162027 48.2887122, 9.1163848 48.2887818)",,,,
30930305,K 7102,Hermannsdorfer Straße,tertiary,50,False,False,30.195,"LINESTRING (9.1162027 48.2887122, 9.1163118 48.2886324, 9.1164821 48.2885143)",,,,
30930305,K 7102,Hermannsdorfer Straße,tertiary,50,False,True,86.856,"LINESTRING (9.1162027 48.2887122, 9.1161694 48.2887332, 9.1158884 48.2888973, 9.1157911 48.288943, 9.1157082 48.288973, 9.1155855 48.2890019, 9.1155025 48.289027, 9.1154325 48.2890555, 9.1153707 48.2890969, 9.1153224 48.289147, 9.1152949 48.2891826)",,,,
23484343,,Am Weiher,residential,50,False,False,69.971,"LINESTRING (9.1156795 48.2881981, 9.1158984 48.2882676, 9.1162458 48.2883718, 9.1164265 48.2884622, 9.1164821 48.2885143)",,,,
23484346,,Im Gäßle,residential,30,False,False,116.574,"LINESTRING (9.1167774 48.2884378, 9.116833 48.2885212, 9.1168851 48.2886741, 9.116899 48.2888061, 9.1170207 48.2888166, 9.1172639 48.2888617, 9.1175248 48.2888908, 9.1177086 48.2889208, 9.1178446 48.2889941)",,,,
30930305,K 7102,Hermannsdorfer Straße,tertiary,50,False,True,23.445999999999998,"LINESTRING (9.1167774 48.2884378, 9.1166697 48.2884656, 9.1164821 48.2885143)",,,,
"[751235064, 603882755, 42681499]",K 7102,Hermannsdorfer Straße,tertiary,50,False,False,95.18700000000001,"LINESTRING (9.1167774 48.2884378, 9.1169828 48.2883586, 9.1171128 48.2882831, 9.1173564 48.2880384, 9.1174133 48.2879375, 9.1174749 48.2878351, 9.1175574 48.287789)",yes,,,
603882757,,Schloßgasse,residential,30,False,True,57.101,"LINESTRING (9.1179989 48.2901222, 9.1180246 48.290085, 9.1181432 48.2899134, 9.1182822 48.2896452)",,,,
620861960,B 32,Hauptstraße,primary,50,False,False,130.579,"LINESTRING (9.1179989 48.2901222, 9.1182728 48.2902015, 9.1185482 48.2902748, 9.1188003 48.2903157, 9.1190774 48.2903532, 9.1194074 48.2903656, 9.1197037 48.2903774)",,,,
620861960,B 32,Hauptstraße,primary,50,False,True,89.464,"LINESTRING (9.1179989 48.2901222, 9.1174821 48.2899576, 9.1169118 48.2897699)",,,,
559605331,,Schloßgasse,residential,30,False,False,34.48,"LINESTRING (9.1182822 48.2896452, 9.1187375 48.2897114)",,,,
40900168,,Schloßgasse,residential,30,False,True,50.735,"LINESTRING (9.1182822 48.2896452, 9.118242 48.2895517, 9.1181957 48.2894191, 9.1181972 48.2892825, 9.1182167 48.2891972)",,,,
603882757,,Schloßgasse,residential,30,False,False,57.101,"LINESTRING (9.1182822 48.2896452, 9.1181432 48.2899134, 9.1180246 48.290085, 9.1179989 48.2901222)",,,,
40900168,,Schloßgasse,residential,30,False,False,50.735,"LINESTRING (9.1182167 48.2891972, 9.1181972 48.2892825, 9.1181957 48.2894191, 9.118242 48.2895517, 9.1182822 48.2896452)",,,,
247080114,,Schloßgasse,residential,30,False,True,37.696,"LINESTRING (9.1182167 48.2891972, 9.1179589 48.2891179, 9.1179098 48.2890805, 9.1178547 48.2890373, 9.1178446 48.2889941)",,,,
603882756,,Schloßgasse,residential,30,False,True,56.576,"LINESTRING (9.1182167 48.2891972, 9.1182714 48.2890287, 9.118276 48.2886923)",,,,
23484346,,Im Gäßle,residential,30,False,True,116.574,"LINESTRING (9.1178446 48.2889941, 9.1177086 48.2889208, 9.1175248 48.2888908, 9.1172639 48.2888617, 9.1170207 48.2888166, 9.116899 48.2888061, 9.1168851 48.2886741, 9.116833 48.2885212, 9.1167774 48.2884378)",,,,
247080111,,Pfarrgasse,residential,30,False,False,110.864,"LINESTRING (9.1178446 48.2889941, 9.1172509 48.289422, 9.1169543 48.2897263, 9.1169118 48.2897699)",,,,
247080111,,Pfarrgasse,residential,30,False,True,46.787,"LINESTRING (9.1178446 48.2889941, 9.1179362 48.2889524, 9.1180814 48.2888704, 9.118276 48.2886923)",,,,
247080114,,Schloßgasse,residential,30,False,False,37.696,"LINESTRING (9.1178446 48.2889941, 9.1178547 48.2890373, 9.1179098 48.2890805, 9.1179589 48.2891179, 9.1182167 48.2891972)",,,,
247080111,,Pfarrgasse,residential,30,False,False,46.787000000000006,"LINESTRING (9.118276 48.2886923, 9.1180814 48.2888704, 9.1179362 48.2889524, 9.1178446 48.2889941)",,,,
603882756,,Schloßgasse,residential,30,False,False,56.576,"LINESTRING (9.118276 48.2886923, 9.1182714 48.2890287, 9.1182167 48.2891972)",,,,
"[23484350, 603882756, 40900166]",,"['Schloßgasse', 'Im Zinken']",residential,30,False,True,107.06700000000001,"LINESTRING (9.118276 48.2886923, 9.1182831 48.2885872, 9.1182888 48.2884763, 9.1183075 48.288291, 9.1182961 48.2882292, 9.1182524 48.2881872, 9.1182095 48.2881376, 9.1182208 48.288002, 9.1182362 48.2878734, 9.1182254 48.287748)",yes,,,
23484351,,St.-Jörgen-Gäßle,residential,30,False,False,110.44699999999999,"LINESTRING (9.1197037 48.2903774, 9.119696 48.2903388, 9.1196899 48.2903086, 9.1196627 48.2902645, 9.1195563 48.2901695, 9.119421 48.2900279, 9.1193179 48.289948, 9.1191712 48.2898684, 9.1189627 48.2898519, 9.1188377 48.2898201, 9.1187624 48.2897617, 9.1187375 48.2897114)",,,,
620861960,B 32,Hauptstraße,primary,50,False,True,130.57899999999998,"LINESTRING (9.1197037 48.2903774, 9.1194074 48.2903656, 9.1190774 48.2903532, 9.1188003 48.2903157, 9.1185482 48.2902748, 9.1182728 48.2902015, 9.1179989 48.2901222)",,,,
559605331,,Schloßgasse,residential,30,False,True,34.48,"LINESTRING (9.1187375 48.2897114, 9.1182822 48.2896452)",,,,
23484351,,St.-Jörgen-Gäßle,residential,30,False,True,110.447,"LINESTRING (9.1187375 48.2897114, 9.1187624 48.2897617, 9.1188377 48.2898201, 9.1189627 48.2898519, 9.1191712 48.2898684, 9.1193179 48.289948, 9.119421 48.2900279, 9.1195563 48.2901695, 9.1196627 48.2902645, 9.1196899 48.2903086, 9.119696 48.2903388, 9.1197037 48.2903774)",,,,
422135296,K 7161,Ambrosius-Heim-Straße,tertiary,50,False,False,49.634,"LINESTRING (9.1094951 48.2897847, 9.1096436 48.29022)",,,,
156643986,K 7161,Ambrosius-Heim-Straße,tertiary,50,False,True,28.858,"LINESTRING (9.1094951 48.2897847, 9.1094711 48.2896219, 9.1094878 48.2895266)",,,,
1081805415,,Zollernstraße,residential,50,False,True,139.79,"LINESTRING (9.1094951 48.2897847, 9.1093476 48.2898231, 9.1084342 48.2902652, 9.1080117 48.2905501)",,,,
319374383,,Hochsteig,residential,,False,True,89.686,"LINESTRING (9.1106834 48.2928125, 9.1113987 48.2934637)",,,,
"[156643984, 622904348]",,Albstraße,residential,,False,False,131.567,"LINESTRING (9.1106834 48.2928125, 9.1109401 48.292757, 9.1120374 48.2925265, 9.1123797 48.2924572)",,,,
603882751,K 7161,Ambrosius-Heim-Straße,tertiary,,False,True,44.431,"LINESTRING (9.1106834 48.2928125, 9.110582 48.2925593, 9.1104991 48.2924333)",,,,
27683183,B 32,,primary,50,True,False,20.981,"LINESTRING (9.1094878 48.2895266, 9.1094528 48.2895233, 9.1094196 48.2895149, 9.10939 48.289502, 9.1093653 48.289485, 9.1093468 48.2894649, 9.1093352 48.2894426, 9.1093313 48.2894192, 9.1093351 48.2893957)",,roundabout,,
156643986,K 7161,Ambrosius-Heim-Straße,tertiary,50,False,False,28.858,"LINESTRING (9.1094878 48.2895266, 9.1094711 48.2896219, 9.1094951 48.2897847)",,,,
620861968,B 32,,primary,50,True,False,6.804,"LINESTRING (9.1093351 48.2893957, 9.1093445 48.2893763, 9.1093592 48.2893584, 9.1093788 48.2893427)",,roundabout,,
622904336,B 32,Josef-Mayer-Straße,primary,50,False,True,194.314,"LINESTRING (9.1093351 48.2893957, 9.1092147 48.2893711, 9.1089423 48.2893886, 9.108373 48.2894413, 9.1083228 48.2894459, 9.1077048 48.2895173, 9.1071872 48.2896081, 9.1070411 48.2896385, 9.1067645 48.2896861)",,,,
27683187,B 32,Hauptstraße,primary,50,False,False,185.20600000000002,"LINESTRING (9.1096374 48.2893699, 9.1097658 48.2893309, 9.1100043 48.2893091, 9.1102873 48.2892817, 9.1105369 48.2892444, 9.1108367 48.2891733, 9.112035 48.2889114)",,,,
620861965,B 32,,primary,50,True,False,24.819,"LINESTRING (9.1096374 48.2893699, 9.1096504 48.2893932, 9.1096551 48.2894178, 9.1096512 48.2894424, 9.1096389 48.2894658, 9.109619 48.2894868, 9.1095923 48.2895041, 9.1095604 48.2895169, 9.109525 48.2895246, 9.1094878 48.2895266)",,roundabout,,
751235061,,Josengasse,living_street,,False,False,36.281,"LINESTRING (9.1128369 48.2885631, 9.1128804 48.2882381)",,,,
622904350,,Josengasse,residential,50,True,False,35.146,"LINESTRING (9.1128369 48.2885631, 9.1128595 48.288616, 9.112886 48.2887278, 9.1128853 48.2888757)",,,,
751235061,,Josengasse,living_street,,False,True,36.281,"LINESTRING (9.1128804 48.2882381, 9.1128369 48.2885631)",,,,
27683225,,St.-Veits-Gasse,residential,30,False,False,108.99000000000001,"LINESTRING (9.1128804 48.2882381, 9.1131364 48.2882313, 9.1135511 48.2881823, 9.114166 48.2880874, 9.1143294 48.288075)",,,,
"[751235061, 622904351]",,Josengasse,"['living_street', 'residential']",,False,False,150.259,"LINESTRING (9.1128804 48.2882381, 9.112877 48.2880109, 9.1127931 48.2878085, 9.1125473 48.2875186, 9.1124747 48.2874637, 9.1124321 48.2874315, 9.1122553 48.2873488, 9.1119777 48.2873233, 9.111775 48.2873176)",,,,
27683227,,Ledergasse,residential,30,False,True,29.625,"LINESTRING (9.1143294 48.288075, 9.1143171 48.2883413)",,,,
27683225,,St.-Veits-Gasse,residential,30,False,True,108.99000000000001,"LINESTRING (9.1143294 48.288075, 9.114166 48.2880874, 9.1135511 48.2881823, 9.1131364 48.2882313, 9.1128804 48.2882381)",,,,
"[38422884, 751235062, 751235063, 27683227, 42681501]",,"['An der Fehla', 'Ledergasse']",residential,30,False,False,297.03,"LINESTRING (9.1143294 48.288075, 9.1143291 48.2879085, 9.1143487 48.2877638, 9.1143821 48.2876384, 9.1144288 48.2874934, 9.1144349 48.2874782, 9.1144685 48.2873869, 9.1144819 48.2873545, 9.1141999 48.2873087, 9.11312 48.2871387, 9.1127434 48.2871623, 9.1125132 48.2871564, 9.111838 48.2871391, 9.1116084 48.2871611)",yes,,,
1218037356,,Ledergasse,residential,30,True,False,18.673,"LINESTRING (9.1142971 48.2890797, 9.1143016 48.2889118)",,,,
622904352,B 32,Hauptstraße,primary,50,False,False,75.197,"LINESTRING (9.1142971 48.2890797, 9.1147501 48.2890969, 9.1149723 48.2891153, 9.1150659 48.2891294, 9.1151689 48.2891499, 9.1152949 48.2891826)",,,,
622904352,B 32,Hauptstraße,primary,50,False,True,78.527,"LINESTRING (9.1142971 48.2890797, 9.1136899 48.2890298, 9.1135898 48.2890109, 9.1135028 48.2889944, 9.1133998 48.2889761, 9.1132599 48.2889431)",,,,
38422883,,Brucksteig,residential,,False,False,19.445,"LINESTRING (9.1116084 48.2871611, 9.1116238 48.2872456, 9.1116587 48.2873323)",,,,
38422883,,Brucksteig,residential,,False,True,77.87299999999999,"LINESTRING (9.1116084 48.2871611, 9.1115709 48.2869806, 9.1115335 48.2868002, 9.1115177 48.2867242, 9.1114183 48.2864735)",,,,
"[38422884, 751235062, 751235063, 27683227, 42681501]",,"['An der Fehla', 'Ledergasse']",residential,30,False,True,297.03,"LINESTRING (9.1116084 48.2871611, 9.111838 48.2871391, 9.1125132 48.2871564, 9.1127434 48.2871623, 9.11312 48.2871387, 9.1141999 48.2873087, 9.1144819 48.2873545, 9.1144685 48.2873869, 9.1144349 48.2874782, 9.1144288 48.2874934, 9.1143821 48.2876384, 9.1143487 48.2877638, 9.1143291 48.2879085, 9.1143294 48.288075)",yes,,,
622904351,,Josengasse,residential,,False,True,8.759,"LINESTRING (9.1116587 48.2873323, 9.111775 48.2873176)",,,,
38422883,,Brucksteig,residential,,False,True,19.445,"LINESTRING (9.1116587 48.2873323, 9.1116238 48.2872456, 9.1116084 48.2871611)",,,,
247080105,,Im Wasen,residential,,False,False,55.340999999999994,"LINESTRING (9.1116587 48.2873323, 9.1114994 48.2873696, 9.1109564 48.2875035)",,,,
247080105,,Im Wasen,residential,,False,False,215.84499999999997,"LINESTRING (9.1109564 48.2875035, 9.1107748 48.2876564, 9.1106372 48.2877621, 9.110382 48.2878744, 9.109909 48.2880422, 9.109193 48.2882321, 9.1091202 48.2883268, 9.109091 48.288458, 9.1091202 48.2886402, 9.1091578 48.2887484)",,,,
247080105,,Im Wasen,residential,,False,True,55.340999999999994,"LINESTRING (9.1109564 48.2875035, 9.1114994 48.2873696, 9.1116587 48.2873323)",,,,
247080105,,Im Wasen,residential,,False,True,68.53,"LINESTRING (9.1093788 48.2893427, 9.1093119 48.2892591, 9.1092691 48.2891696, 9.1091578 48.2887484)",,,,
620861964,B 32,,primary,50,True,False,22.481999999999996,"LINESTRING (9.1093788 48.2893427, 9.1094134 48.2893252, 9.1094537 48.2893145, 9.1094968 48.2893113, 9.1095397 48.2893158, 9.1095792 48.2893277, 9.1096126 48.2893462, 9.1096374 48.2893699)",,roundabout,,
38433316,,Hohlgasse,residential,30,False,True,127.035,"LINESTRING (9.1080117 48.2905501, 9.108203 48.2905541, 9.1085592 48.2904751, 9.1096436 48.29022)",,,,
149914960,,Parkweg,residential,30,False,True,68.485,"LINESTRING (9.1080117 48.2905501, 9.1078109 48.2905556, 9.1077559 48.2905629, 9.1076499 48.2905771, 9.1071022 48.2906563)",,,,
1081805415,,Zollernstraße,residential,50,False,False,139.79,"LINESTRING (9.1080117 48.2905501, 9.1084342 48.2902652, 9.1093476 48.2898231, 9.1094951 48.2897847)",,,,
1081805415,,Zollernstraße,residential,50,False,True,56.81699999999999,"LINESTRING (9.1080117 48.2905501, 9.1078341 48.2906858, 9.1076589 48.2908823, 9.1075914 48.2909745)",,,,
38422883,,Brucksteig,residential,,False,False,77.87299999999999,"LINESTRING (9.1114183 48.2864735, 9.1115177 48.2867242, 9.1115335 48.2868002, 9.1115709 48.2869806, 9.1116084 48.2871611)",,,,
38433297,,Ringelsteinhalde,residential,30,False,False,28.399,"LINESTRING (9.1089903 48.2936249, 9.1093302 48.2937436)",,,6,
38433297,,Ringelsteinhalde,residential,30,False,True,61.754,"LINESTRING (9.1089903 48.2936249, 9.1082408 48.2933804)",,,6,
38422870,,Marie-Theres-Baur-Straße,residential,,False,False,132.598,"LINESTRING (9.1089903 48.2936249, 9.1092651 48.2933489, 9.1095627 48.2929955, 9.1098417 48.2927537, 9.1100253 48.2926641)",,,,
38422870,,Marie-Theres-Baur-Straße,residential,,False,True,43.443,"LINESTRING (9.1104991 48.2924333, 9.1100253 48.2926641)",,,,
603882751,K 7161,Ambrosius-Heim-Straße,tertiary,,False,False,44.431,"LINESTRING (9.1104991 48.2924333, 9.110582 48.2925593, 9.1106834 48.2928125)",,,,
603882751,K 7161,Ambrosius-Heim-Straße,tertiary,,False,True,55.914,"LINESTRING (9.1104991 48.2924333, 9.1103528 48.2921305, 9.1102827 48.2919517)",,,,
38422871,,Marie-Schenk-Straße,residential,30,False,False,121.316,"LINESTRING (9.1082408 48.2933804, 9.1091161 48.2924578)",,,,
38433297,,Ringelsteinhalde,residential,30,False,False,61.754,"LINESTRING (9.1082408 48.2933804, 9.1089903 48.2936249)",,,6,
38433297,,Ringelsteinhalde,residential,30,False,True,51.457,"LINESTRING (9.1082408 48.2933804, 9.1076255 48.2931646)",,,6,
38422871,,Marie-Schenk-Straße,residential,30,False,False,103.033,"LINESTRING (9.1091161 48.2924578, 9.1102827 48.2919517)",,,,
38422871,,Marie-Schenk-Straße,residential,30,False,True,121.316,"LINESTRING (9.1091161 48.2924578, 9.1082408 48.2933804)",,,,
38422872,,Strangenweg,residential,30,False,False,55.543,"LINESTRING (9.1091161 48.2924578, 9.1085424 48.2921356)",,,,
38422871,,Marie-Schenk-Straße,residential,30,False,True,103.033,"LINESTRING (9.1102827 48.2919517, 9.1091161 48.2924578)",,,,
603882751,K 7161,Ambrosius-Heim-Straße,tertiary,,False,False,55.914,"LINESTRING (9.1102827 48.2919517, 9.1103528 48.2921305, 9.1104991 48.2924333)",,,,
"[261520936, 620861963, 603882751]",K 7161,Ambrosius-Heim-Straße,tertiary,50,False,True,64.394,"LINESTRING (9.1102827 48.2919517, 9.1102267 48.2918, 9.1102135 48.2917641, 9.1101865 48.2916853, 9.1101358 48.291548, 9.1100771 48.291389)",,,,
38422872,,Strangenweg,residential,30,False,True,44.478,"LINESTRING (9.1073333 48.2913351, 9.1077502 48.2916233)",,,,
125540722,,Zollernstraße,residential,50,False,False,44.412,"LINESTRING (9.1073333 48.2913351, 9.1075914 48.2909745)",,,,
125540722,,Zollernstraße,residential,50,False,True,30.869,"LINESTRING (9.1073333 48.2913351, 9.1071332 48.2915787)",,,,
38433297,,Ringelsteinhalde,residential,30,False,False,49.346,"LINESTRING (9.1070322 48.2929618, 9.1076255 48.2931646)",,,6,
38422873,,Lindenweg,residential,,False,False,151.23000000000002,"LINESTRING (9.1070322 48.2929618, 9.1074143 48.2924003, 9.1079411 48.2917444)",,,,
38422872,,Strangenweg,residential,30,False,False,19.514,"LINESTRING (9.1079411 48.2917444, 9.1077502 48.2916233)",,,,
38422872,,Strangenweg,residential,30,False,True,62.218999999999994,"LINESTRING (9.1079411 48.2917444, 9.1083616 48.292018, 9.1085424 48.2921356)",,,,
38422873,,Lindenweg,residential,,False,True,151.23000000000002,"LINESTRING (9.1079411 48.2917444, 9.1074143 48.2924003, 9.1070322 48.2929618)",,,,
38433297,,Ringelsteinhalde,residential,30,False,False,51.457,"LINESTRING (9.1076255 48.2931646, 9.1082408 48.2933804)",,,6,
38433297,,Ringelsteinhalde,residential,30,False,True,49.346,"LINESTRING (9.1076255 48.2931646, 9.1070322 48.2929618)",,,6,
38422874,,Birkenweg,residential,,False,False,133.28300000000002,"LINESTRING (9.1076255 48.2931646, 9.1080265 48.2926403, 9.1085424 48.2921356)",,,,
38422872,,Strangenweg,residential,30,False,True,55.543,"LINESTRING (9.1085424 48.2921356, 9.1091161 48.2924578)",,,,
38422872,,Strangenweg,residential,30,False,False,62.218999999999994,"LINESTRING (9.1085424 48.2921356, 9.1083616 48.292018, 9.1079411 48.2917444)",,,,
38422874,,Birkenweg,residential,,False,True,133.28300000000002,"LINESTRING (9.1085424 48.2921356, 9.1080265 48.2926403, 9.1076255 48.2931646)",,,,
38422872,,Strangenweg,residential,30,False,False,44.478,"LINESTRING (9.1077502 48.2916233, 9.1073333 48.2913351)",,,,
38422872,,Strangenweg,residential,30,False,True,19.514,"LINESTRING (9.1077502 48.2916233, 9.1079411 48.2917444)",,,,
38422875,,Gendarmerieweg,residential,30,False,False,175.66500000000002,"LINESTRING (9.1077502 48.2916233, 9.1088301 48.2912777, 9.1099316 48.2910035)",,,,
620861963,K 7161,Ambrosius-Heim-Straße,tertiary,50,False,True,59.368,"LINESTRING (9.1099316 48.2910035, 9.1097427 48.2904846)",,,,
38422875,,Gendarmerieweg,residential,30,False,True,175.66500000000002,"LINESTRING (9.1099316 48.2910035, 9.1088301 48.2912777, 9.1077502 48.2916233)",,,,
620861963,K 7161,Ambrosius-Heim-Straße,tertiary,50,False,False,44.197,"LINESTRING (9.1099316 48.2910035, 9.1099387 48.2910222, 9.1100038 48.2911948, 9.1100771 48.291389)",,,,
38433297,,Ringelsteinhalde,residential,30,False,True,28.399,"LINESTRING (9.1093302 48.2937436, 9.1089903 48.2936249)",,,6,
38433312,,Marie-Theres-Baur-Straße,residential,,False,True,140.921,"LINESTRING (9.1093302 48.2937436, 9.1101765 48.292841, 9.1100253 48.2926641)",,,,
38422870,,Marie-Theres-Baur-Straße,residential,,False,False,43.443,"LINESTRING (9.1100253 48.2926641, 9.1104991 48.2924333)",,,,
38422870,,Marie-Theres-Baur-Straße,residential,,False,True,132.598,"LINESTRING (9.1100253 48.2926641, 9.1098417 48.2927537, 9.1095627 48.2929955, 9.1092651 48.2933489, 9.1089903 48.2936249)",,,,
38433312,,Marie-Theres-Baur-Straße,residential,,False,False,140.921,"LINESTRING (9.1100253 48.2926641, 9.1101765 48.292841, 9.1093302 48.2937436)",,,,
422135296,K 7161,Ambrosius-Heim-Straße,tertiary,50,False,True,49.634,"LINESTRING (9.1096436 48.29022, 9.1094951 48.2897847)",,,,
38433316,,Hohlgasse,residential,30,False,False,127.035,"LINESTRING (9.1096436 48.29022, 9.1085592 48.2904751, 9.108203 48.2905541, 9.1080117 48.2905501)",,,,
"[620861962, 363264815]",,Bahnhofstraße,residential,30,False,False,258.44599999999997,"LINESTRING (9.1096436 48.29022, 9.1098256 48.2901618, 9.1107987 48.2899884, 9.1111014 48.2899449, 9.1115617 48.2898917, 9.1120022 48.2898523, 9.1123417 48.2898343, 9.1126386 48.2898282, 9.1126947 48.2898271, 9.1129446 48.289828, 9.1130635 48.2898285)",,,,
620861963,K 7161,Ambrosius-Heim-Straße,tertiary,50,False,False,30.324,"LINESTRING (9.1096436 48.29022, 9.109715 48.2904157, 9.1097427 48.2904846)",,,,
125540722,,Zollernstraße,residential,50,False,False,30.869,"LINESTRING (9.1071332 48.2915787, 9.1073333 48.2913351)",,,,
73520095,,Eichhalde,residential,,False,False,66.525,"LINESTRING (9.1123797 48.2924572, 9.1122263 48.2918677)",,,,
"[156643984, 622904348]",,Albstraße,residential,,False,True,131.567,"LINESTRING (9.1123797 48.2924572, 9.1120374 48.2925265, 9.1109401 48.292757, 9.1106834 48.2928125)",,,,
156643993,,Fidelisstraße,residential,30,False,True,3.404,"LINESTRING (9.1141137 48.2902291, 9.1140688 48.2902224)",,,,
156643993,,Fidelisstraße,residential,30,False,False,78.739,"LINESTRING (9.1141137 48.2902291, 9.1146344 48.2902998, 9.1151515 48.2903853)",,,,
928776917,,Friedhofweg,residential,30,False,False,54.007000000000005,"LINESTRING (9.1141137 48.2902291, 9.114055 48.2903538, 9.1140065 48.2904768, 9.1139868 48.2906298, 9.1139652 48.2907027)",,,,
73520095,,Eichhalde,residential,,False,True,98.82300000000001,"LINESTRING (9.1118936 48.2901475, 9.111975 48.2905785, 9.1120601 48.2910293)",,,,
156643993,,Fidelisstraße,residential,30,False,False,162.536,"LINESTRING (9.1118936 48.2901475, 9.1126222 48.2901105, 9.1129535 48.2900982, 9.1132398 48.2901077, 9.1135734 48.2901414, 9.113819 48.2901856, 9.1140688 48.2902224)",,,,
