osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,lanes
9588071,368,secondary,50,False,False,36.974000000000004,"LINESTRING (16.607867 49.6296138, 16.6079304 49.629555, 16.6080113 49.629494, 16.6082045 49.6293641)",
259324912,,living_street,,False,True,48.065,"LINESTRING (16.607867 49.6296138, 16.6078439 49.6293939, 16.6078369 49.6291821)",
970992570,368,secondary,50,False,True,9.713000000000001,"LINESTRING (16.607867 49.6296138, 16.6078456 49.6296503, 16.6078372 49.6296983)",2
"[689504424, 689497687]",,residential,,False,False,79.465,"LINESTRING (16.6078372 49.6296983, 16.6077552 49.6296932, 16.6076483 49.6296753, 16.6074884 49.6296404, 16.6071821 49.6295723, 16.6067814 49.6294953)",
970992570,368,secondary,50,False,False,9.713000000000001,"LINESTRING (16.6078372 49.6296983, 16.6078456 49.6296503, 16.607867 49.6296138)",2
"[444961490, 970992570]",368,secondary,50,False,True,112.82499999999999,"LINESTRING (16.6078372 49.6296983, 16.6078252 49.6300033, 16.607822 49.6300839, 16.6078159 49.6302799, 16.6078025 49.6307127)",2
"[259324922, 689459363]",,residential,,False,True,177.264,"LINESTRING (16.6054141 49.6305019, 16.6055622 49.6305874, 16.6057941 49.6306426, 16.6063497 49.6306632, 16.6064766 49.6306703, 16.6066668 49.630682, 16.6071404 49.6307259, 16.6078025 49.6307127)",
"[970992570, 444961490]",368,secondary,50,False,False,112.825,"LINESTRING (16.6078025 49.6307127, 16.6078159 49.6302799, 16.607822 49.6300839, 16.6078252 49.6300033, 16.6078372 49.6296983)",2
444961490,368,secondary,50,False,True,120.213,"LINESTRING (16.6078025 49.6307127, 16.6077848 49.6312824, 16.6077507 49.6317932)",2
"[259324922, 689459363]",,residential,,False,False,177.26399999999998,"LINESTRING (16.6078025 49.6307127, 16.6071404 49.6307259, 16.6066668 49.630682, 16.6064766 49.6306703, 16.6063497 49.6306632, 16.6057941 49.6306426, 16.6055622 49.6305874, 16.6054141 49.6305019)",
363096154,,residential,,False,False,77.349,"LINESTRING (16.6077679 49.6326298, 16.6077199 49.6326952, 16.6077089 49.6327456, 16.6076923 49.6333178)",
444961490,368,secondary,50,False,False,93.347,"LINESTRING (16.6077679 49.6326298, 16.6077453 49.6325724, 16.6077309 49.6325104, 16.6077239 49.632402, 16.6077385 49.6320099, 16.6077507 49.6317932)",2
259324912,,living_street,,False,False,39.128,"LINESTRING (16.6078252 49.6288303, 16.6078369 49.6291821)",
