osmid,oneway,lanes,name,highway,reversed,length,width,geometry,maxspeed,ref,bridge,access
"[1174937545, 24994101]",True,1,Heinrichstraße,residential,False,295.44300000000004,4.9,"LINESTRING (12.5041698 51.1262004, 12.503964 51.1261223, 12.5038729 51.1260811, 12.5037885 51.1260061, 12.5037312 51.125931, 12.5036904 51.125845, 12.5036723 51.1257692, 12.5036778 51.1256855, 12.5036894 51.1256257, 12.5037389 51.1254847, 12.5037392 51.1254131, 12.5037226 51.1253619, 12.5036761 51.1253212, 12.5036061 51.1252804, 12.5034734 51.1252319, 12.5030377 51.1250878, 12.5030039 51.1250755, 12.5026675 51.1249535, 12.5024508 51.1248562, 12.5023365 51.1247917, 12.5021462 51.1246807, 12.5020278 51.1245906, 12.5018382 51.1244446, 12.5016466 51.1243301)",,,,
32789921,False,2,Leipziger Straße,tertiary,False,208.019,,"LINESTRING (12.5041698 51.1262004, 12.5042616 51.1260074, 12.5045826 51.1254614, 12.5047071 51.1252502, 12.5049327 51.1248676, 12.505091 51.1246018, 12.5051859 51.1244421)",50,,,
"[32789921, 680710371]",False,"['2', '3']",Leipziger Straße,tertiary,"[False, True]",59.194,,"LINESTRING (12.5041698 51.1262004, 12.5041299 51.126304, 12.5041016 51.1264213, 12.5040817 51.1265426, 12.5040805 51.1265791, 12.5040881 51.1266408, 12.5041028 51.1267271)",50,,,
138112456,False,2,Leipziger Straße,tertiary,True,75.72699999999999,,"LINESTRING (12.5056122 51.123816, 12.5054646 51.1240337, 12.5054189 51.1240958, 12.5052666 51.1243127, 12.5052395 51.124353, 12.5052075 51.1244031, 12.5051859 51.1244421)",,,,
146896343,False,2,Lausicker Straße,residential,False,57.917,,"LINESTRING (12.5056122 51.123816, 12.5061093 51.123721, 12.5064022 51.1236568)",,,,
1230354595,False,2,Leipziger Straße,tertiary,False,44.284,,"LINESTRING (12.5056122 51.123816, 12.5058457 51.1234965, 12.5058753 51.1234536)",,,,
33889660,False,2,Röthaer Straße,residential,False,44.972,,"LINESTRING (12.5000393 51.128571, 12.5000433 51.1283941, 12.5000852 51.1281681)",50,,,
"[53256692, 24018791]",False,1,Johann-Sebastian-Bach-Straße,residential,True,281.4669999999999,,"LINESTRING (12.5000393 51.128571, 12.4998514 51.1285413, 12.4995302 51.128154, 12.4994733 51.1280853, 12.4993945 51.1279902, 12.499083 51.1276283, 12.4988555 51.127364, 12.4988287 51.1272885, 12.4987847 51.1271591, 12.4987713 51.1270567, 12.4989417 51.1264984, 12.4989494 51.1264733, 12.4989837 51.126358, 12.4989893 51.1263051)",,,,
"[531203209, 33889660]",False,"['2', '3']",Röthaer Straße,residential,True,192.95000000000002,,"LINESTRING (12.5003656 51.1264578, 12.5003137 51.1265986, 12.5003117 51.1268069, 12.5003116 51.1268201, 12.5003187 51.1270294, 12.5003139 51.1276401, 12.5002652 51.1277589, 12.5001764 51.1279061, 12.500107 51.1280539, 12.5000885 51.1281511, 12.5000852 51.1281681)",50,,,
680710373,False,4,Sachsenallee,primary,False,97.354,,"LINESTRING (12.5003656 51.1264578, 12.5002911 51.1264361, 12.5001771 51.1264045, 12.4998342 51.1263137, 12.4997262 51.1262917, 12.4994355 51.1262324, 12.4992398 51.1262014, 12.4990492 51.1261755)",50,B 93;B 176,,
"[958625146, 680710382, 680710390]",False,4,Sachsenallee,primary,True,218.354,12.0,"LINESTRING (12.5003656 51.1264578, 12.5006774 51.1265577, 12.5009139 51.1266337, 12.5013705 51.1267803, 12.5029833 51.1272982, 12.5030263 51.127312, 12.5031513 51.127352)",50,B 93;B 176,,
138112460,False,,Bahnhofstraße,residential,False,10.363,,"LINESTRING (12.4959382 51.1227487, 12.4960558 51.1228056)",,,,
"[138112453, 255575847, 26521641, 255575849, 26521643]",False,2,Bahnhofstraße,residential,True,197.44099999999997,,"LINESTRING (12.4959382 51.1227487, 12.4956689 51.1226077, 12.4955173 51.1225284, 12.4953158 51.122437, 12.4952156 51.1223926, 12.4950956 51.1223394, 12.4947446 51.1221829, 12.4944982 51.1220714, 12.4944865 51.122066, 12.4939851 51.1218356, 12.4938187 51.1217564, 12.4938015 51.1217462, 12.4936851 51.1216773)",30,,yes,yes
"[911446960, 911446959]",True,1,Mühlgasse,residential,False,149.10099999999997,"['4.5', '3.5']","LINESTRING (12.4959382 51.1227487, 12.4961737 51.1225946, 12.496406 51.1224269, 12.4966328 51.1222507, 12.4967666 51.1221578, 12.496828 51.1221233, 12.4968943 51.1220977, 12.4969686 51.1220873, 12.4970604 51.1220899, 12.4972548 51.1221236, 12.4974234 51.1221542, 12.4975941 51.1221816)",,,,
25017985,False,1,Dinterplatz,living_street,True,42.158,,"LINESTRING (12.5004198 51.1234589, 12.5003651 51.1234772, 12.5003121 51.1235097, 12.5001428 51.1237089, 12.5001145 51.1237745)",,,,
124690848,True,1,Dinterplatz,residential,False,44.528,,"LINESTRING (12.5004198 51.1234589, 12.5004409 51.1235554, 12.5004452 51.1236862, 12.5004411 51.1238584)",,,,
141038539,False,1,Dinterplatz,living_street,True,24.629,,"LINESTRING (12.5004411 51.1238584, 12.5001145 51.1237745)",,,,
167875074,True,1,Dinterplatz,residential,False,14.805,,"LINESTRING (12.5004411 51.1238584, 12.5004504 51.1239139, 12.5004724 51.1239408, 12.5005296 51.1239713)",,,,
