osmid,oneway,name,highway,width,reversed,length,geometry,maxspeed,lanes,ref,bridge
36862136,False,Garbenteicher Straße,secondary,,False,52.342,"LINESTRING (8.8106465 50.5206242, 8.8110285 50.520646, 8.8111373 50.5206522, 8.811219 50.5206568, 8.8113839 50.5206662)",50,2,L 3358,
36862136,False,Garbenteicher Straße,secondary,,True,52.342,"LINESTRING (8.8113839 50.5206662, 8.811219 50.5206568, 8.8111373 50.5206522, 8.8110285 50.520646, 8.8106465 50.5206242)",50,2,L 3358,
123105276,False,Zum Wingert,residential,6,True,91.241,"LINESTRING (8.8113839 50.5206662, 8.8113625 50.5209222, 8.8113895 50.5211398, 8.8114477 50.521351, 8.8114878 50.52148)",30,,,
123232646,False,Garbenteicher Straße,secondary,,False,84.595,"LINESTRING (8.8113839 50.5206662, 8.8120475 50.520704, 8.8125757 50.5207341)",50,2,L 3358,
123105276,False,Zum Wingert,residential,6,False,91.241,"LINESTRING (8.8114878 50.52148, 8.8114477 50.521351, 8.8113895 50.5211398, 8.8113625 50.5209222, 8.8113839 50.5206662)",30,,,
123105276,False,Zum Wingert,residential,6,True,65.41499999999999,"LINESTRING (8.8114878 50.52148, 8.8115578 50.5216432, 8.8115871 50.521763, 8.8115982 50.5218697, 8.8115959 50.5219723, 8.8115836 50.5220603)",30,,,
143318999,False,Amtsgerichtsstraße,residential,4.8,False,155.957,"LINESTRING (8.8114878 50.52148, 8.81179 50.5215155, 8.812151 50.5215462, 8.8125744 50.521563, 8.8132137 50.5215733, 8.8136843 50.5215658)",30,,,
143319031,False,Lessingstraße,residential,5.9,False,44.711,"LINESTRING (8.8134669 50.524395, 8.8135747 50.5243021, 8.813629 50.5242175, 8.8136383 50.5241895, 8.8136531 50.5240231)",30,,,
30647395,False,Kreuzweg,residential,5.9,False,85.557,"LINESTRING (8.8136531 50.5240231, 8.814863 50.524042)",30,,,
30647395,False,Kreuzweg,residential,5.9,True,49.601,"LINESTRING (8.8136531 50.5240231, 8.8132873 50.5240009, 8.8129572 50.5239678)",30,,,
143319031,False,Lessingstraße,residential,5.9,True,44.711,"LINESTRING (8.8136531 50.5240231, 8.8136383 50.5241895, 8.813629 50.5242175, 8.8135747 50.5243021, 8.8134669 50.524395)",30,,,
30647395,False,Kreuzweg,residential,5.9,True,81.914,"LINESTRING (8.8160215 50.5240568, 8.814863 50.524042)",30,,,
30647395,False,Kreuzweg,residential,5.9,False,90.6,"LINESTRING (8.8160215 50.5240568, 8.8166419 50.5240637, 8.8167706 50.5240585, 8.8170454 50.5240475, 8.8171462 50.5240434, 8.817302 50.5240438)",30,,,
25275152,True,Kreuzweg,residential,5.2,False,88.952,"LINESTRING (8.8129572 50.5239678, 8.8128108 50.5239505, 8.8123889 50.5238828, 8.8121939 50.5238313, 8.812013 50.5237628, 8.8118056 50.5236712)",30,,,
25275158,False,Langgasse,residential,5.6,False,111.662,"LINESTRING (8.8129572 50.5239678, 8.812961 50.5237017, 8.8129921 50.5233982, 8.8130816 50.522968)",30,,,
30647395,False,Kreuzweg,residential,5.9,False,49.601,"LINESTRING (8.8129572 50.5239678, 8.8132873 50.5240009, 8.8136531 50.5240231)",30,,,
25275158,False,Langgasse,residential,5.6,True,75.666,"LINESTRING (8.8136843 50.5215658, 8.8133795 50.5222181)",30,,,
143318999,False,Amtsgerichtsstraße,residential,4.8,False,216.821,"LINESTRING (8.8136843 50.5215658, 8.813881 50.5215582, 8.8147177 50.5214809, 8.8149324 50.5214421, 8.8155387 50.5213863, 8.8157531 50.5213855, 8.8167171 50.5212964)",30,,,
143318999,False,Amtsgerichtsstraße,residential,4.8,True,155.957,"LINESTRING (8.8136843 50.5215658, 8.8132137 50.5215733, 8.8125744 50.521563, 8.812151 50.5215462, 8.81179 50.5215155, 8.8114878 50.52148)",30,,,
1068839842,False,Langgasse,residential,6.9,False,93.85399999999998,"LINESTRING (8.8136843 50.5215658, 8.8137313 50.5214443, 8.8138817 50.5208619, 8.8139 50.5207337)",30,,,
123232646,False,Garbenteicher Straße,secondary,,False,8.05,"LINESTRING (8.8139 50.5207337, 8.8140136 50.5207288)",50,2,L 3358,
123232646,False,Garbenteicher Straße,secondary,,True,93.749,"LINESTRING (8.8139 50.5207337, 8.8134599 50.5207516, 8.8132564 50.5207517, 8.813079 50.5207516, 8.8128886 50.5207481, 8.8125757 50.5207341)",50,2,L 3358,
1068839842,False,Langgasse,residential,6.9,True,93.854,"LINESTRING (8.8139 50.5207337, 8.8138817 50.5208619, 8.8137313 50.5214443, 8.8136843 50.5215658)",30,,,
25275158,False,Langgasse,residential,5.6,False,86.004,"LINESTRING (8.8130816 50.522968, 8.8133795 50.5222181)",30,,,
25275158,False,Langgasse,residential,5.6,True,111.662,"LINESTRING (8.8130816 50.522968, 8.8129921 50.5233982, 8.812961 50.5237017, 8.8129572 50.5239678)",30,,,
123105277,False,Jahnstraße,residential,4.7,False,84.193,"LINESTRING (8.8130816 50.522968, 8.8140995 50.5230927, 8.8142516 50.5231093)",30,,,
123105277,False,Jahnstraße,residential,4.7,True,133.532,"LINESTRING (8.8130816 50.522968, 8.8127717 50.5229339, 8.8125337 50.5228882, 8.8122717 50.522803, 8.8119154 50.522665, 8.8114104 50.5224427)",30,,,
123105278,False,Gießener Straße,secondary,,False,203.85199999999998,"LINESTRING (8.8171005 50.5231134, 8.8170152 50.5227078, 8.816977 50.5225266, 8.8169234 50.5222745, 8.8169173 50.5222458, 8.8169108 50.5222148, 8.8167171 50.5212964)",50,2,L 3053,
123129332,False,Jahnstraße,residential,6.2,True,125.58900000000001,"LINESTRING (8.8171005 50.5231134, 8.8167148 50.5231418, 8.8163131 50.5231473, 8.8158474 50.5231505, 8.8154682 50.523149, 8.8153267 50.5231479)",30,,,
"[439938211, 28242700]",False,Gießener Straße,secondary,,True,104.435,"LINESTRING (8.8171005 50.5231134, 8.8171939 50.5235568, 8.8172701 50.5238853, 8.8172766 50.5239174, 8.817302 50.5240438)",50,"['2', '3']",L 3053,
91759794,True,Braugasse,residential,,False,32.195,"LINESTRING (8.8194382 50.5193275, 8.8190383 50.519466)",20,,,
143386103,True,Unterstadt,living_street,4.4,False,38.284,"LINESTRING (8.8194382 50.5193275, 8.8197174 50.5196225)",,,,
"[25346632, 187978890, 187978893]",True,Heinrich-Neeb-Straße,residential,"['4.5', '3.5']",False,104.26500000000001,"LINESTRING (8.8201621 50.5178826, 8.8201649 50.5179218, 8.8201491 50.5180712, 8.8201077 50.5182834, 8.8200578 50.5184228, 8.8200522 50.5184318, 8.8199861 50.5185381, 8.8198026 50.5187793)",20,,,
"[85435080, 148624044, 78578637, 148624046, 30676977, 85435034, 85435035]",False,Heinrich-Neeb-Straße,residential,"['6', '6.1', '5.9']",False,224.842,"LINESTRING (8.8201621 50.5178826, 8.8201361 50.5177991, 8.8200914 50.5177244, 8.8197529 50.5171908, 8.8196973 50.5171006, 8.8196058 50.5169548, 8.819588 50.5169265, 8.8194992 50.5167757, 8.8194533 50.5167032, 8.8193265 50.5164966, 8.8191935 50.5162994, 8.8190806 50.516132, 8.8190564 50.5160448, 8.8190633 50.5159939)","['50', '30']",2,,yes
25349733,False,Am Wall,residential,6.1,False,27.56,"LINESTRING (8.8165853 50.5206718, 8.8169329 50.520784)",30,,,
488841485,False,Gießener Straße,secondary,,False,36.248,"LINESTRING (8.8165853 50.5206718, 8.8165172 50.5203487)",50,3,L 3053,
"[975925024, 488841482]",False,Gießener Straße,secondary,,True,70.07499999999999,"LINESTRING (8.8165853 50.5206718, 8.8166493 50.5209753, 8.8167171 50.5212964)",50,3,L 3053,
25349733,False,Am Wall,residential,6.1,False,100.757,"LINESTRING (8.8180555 50.5207939, 8.8181928 50.5207841, 8.818349 50.5207811, 8.8184373 50.5207832, 8.818602 50.5207946, 8.8187685 50.5208162, 8.8189161 50.5208443, 8.8190713 50.5208837, 8.8191174 50.5208936, 8.8192124 50.5209184, 8.8194278 50.5209769)",30,,,
25349733,False,Am Wall,residential,6.1,True,81.57000000000001,"LINESTRING (8.8180555 50.5207939, 8.817985 50.5208016, 8.8177147 50.5208473, 8.8175882 50.5208612, 8.8174685 50.520864, 8.8173576 50.5208601, 8.8172779 50.5208535, 8.8171857 50.5208416, 8.8170918 50.5208247, 8.8169329 50.520784)",30,,,
30648410,True,Liebfrauenberg,living_street,,False,86.497,"LINESTRING (8.8180555 50.5207939, 8.8180598 50.5207221, 8.818084 50.5206552, 8.8181157 50.5205698, 8.8181637 50.520497, 8.8182648 50.520339, 8.8184013 50.5200517)",,,,
25349733,False,Am Wall,residential,6.1,True,100.757,"LINESTRING (8.8194278 50.5209769, 8.8192124 50.5209184, 8.8191174 50.5208936, 8.8190713 50.5208837, 8.8189161 50.5208443, 8.8187685 50.5208162, 8.818602 50.5207946, 8.8184373 50.5207832, 8.818349 50.5207811, 8.8181928 50.5207841, 8.8180555 50.5207939)",30,,,
"[30648416, 129919734]",False,Kirchenplatz,living_street,"['4.5', '4.6']",False,19.917,"LINESTRING (8.8194278 50.5209769, 8.8194816 50.5208908, 8.8194911 50.52083, 8.8195045 50.5208061)",,,,
"[148521551, 148521542, 78578695]",True,Am Wall,residential,"['5.8', '5.6', '5.4']",False,64.238,"LINESTRING (8.8194278 50.5209769, 8.8195954 50.5210224, 8.8201551 50.5211744, 8.8202653 50.5212008)","['20', '30']",,,
123105278,False,Gießener Straße,secondary,,True,203.852,"LINESTRING (8.8167171 50.5212964, 8.8169108 50.5222148, 8.8169173 50.5222458, 8.8169234 50.5222745, 8.816977 50.5225266, 8.8170152 50.5227078, 8.8171005 50.5231134)",50,2,L 3053,
143318999,False,Amtsgerichtsstraße,residential,4.8,True,216.82099999999997,"LINESTRING (8.8167171 50.5212964, 8.8157531 50.5213855, 8.8155387 50.5213863, 8.8149324 50.5214421, 8.8147177 50.5214809, 8.813881 50.5215582, 8.8136843 50.5215658)",30,,,
"[975925024, 488841482]",False,Gießener Straße,secondary,,False,70.07499999999999,"LINESTRING (8.8167171 50.5212964, 8.8166493 50.5209753, 8.8165853 50.5206718)",50,3,L 3053,
25402741,False,Am Gründchen,residential,5.5,False,162.10999999999999,"LINESTRING (8.8125757 50.5207341, 8.8125753 50.5207044, 8.8126186 50.5199685, 8.812646 50.5198837, 8.8127364 50.5196038, 8.8127838 50.5193755, 8.8128359 50.5192927)",30,,,
123232646,False,Garbenteicher Straße,secondary,,False,93.749,"LINESTRING (8.8125757 50.5207341, 8.8128886 50.5207481, 8.813079 50.5207516, 8.8132564 50.5207517, 8.8134599 50.5207516, 8.8139 50.5207337)",50,2,L 3358,
123232646,False,Garbenteicher Straße,secondary,,True,84.595,"LINESTRING (8.8125757 50.5207341, 8.8120475 50.520704, 8.8113839 50.5206662)",50,2,L 3358,
25402741,False,Am Gründchen,residential,5.5,True,162.11,"LINESTRING (8.8128359 50.5192927, 8.8127838 50.5193755, 8.8127364 50.5196038, 8.812646 50.5198837, 8.8126186 50.5199685, 8.8125753 50.5207044, 8.8125757 50.5207341)",30,,,
30677128,False,Am Schlossgarten,residential,,False,107.732,"LINESTRING (8.8128359 50.5192927, 8.8129236 50.5191699, 8.8131015 50.5187916, 8.8131898 50.5187002, 8.8132584 50.5183712)",50,,,
194649016,False,Kolnhäuser Straße,secondary,7.5,False,109.80600000000001,"LINESTRING (8.8128359 50.5192927, 8.8129978 50.5193718, 8.8133071 50.519523, 8.8135019 50.5196032, 8.8137116 50.5196736, 8.8139305 50.5197314, 8.8140498 50.5197585, 8.8141699 50.5197825)",50,,L 3053,
194649016,False,Kolnhäuser Straße,secondary,7.5,True,98.287,"LINESTRING (8.8128359 50.5192927, 8.8124729 50.5191181, 8.8122984 50.5190342, 8.8117301 50.518757)",50,,L 3053,
30649171,True,Löwengasse,living_street,3.4,False,23.007,"LINESTRING (8.8199173 50.5198584, 8.8202091 50.5197668)",,,,
26622018,True,Unterstadt,living_street,,False,27.971,"LINESTRING (8.8199173 50.5198584, 8.8200514 50.5200174, 8.8201076 50.5200789)",,,,
370829230,False,Hüttengasse,living_street,,True,38.52,"LINESTRING (8.8199173 50.5198584, 8.8197295 50.519869, 8.8195789 50.5198675, 8.8193738 50.5198576)",,,,
194649016,False,Kolnhäuser Straße,secondary,7.5,True,66.201,"LINESTRING (8.8117301 50.518757, 8.8109872 50.5183946)",50,,L 3053,
30649551,False,Neuwiesenweg,residential,5.8,True,82.976,"LINESTRING (8.8117301 50.518757, 8.8113522 50.5191765, 8.8111467 50.5194045)",30,,,
194649016,False,Kolnhäuser Straße,secondary,7.5,False,98.287,"LINESTRING (8.8117301 50.518757, 8.8122984 50.5190342, 8.8124729 50.5191181, 8.8128359 50.5192927)",50,,L 3053,
143386103,True,Unterstadt,living_street,4.4,False,29.796,"LINESTRING (8.8197174 50.5196225, 8.8199173 50.5198584)",,,,
30676978,True,Scheuergasse,living_street,3.9,False,40.69,"LINESTRING (8.8197174 50.5196225, 8.82019 50.5194453, 8.8202118 50.5194353)",,,,
30647395,False,Kreuzweg,residential,5.9,False,81.914,"LINESTRING (8.814863 50.524042, 8.8160215 50.5240568)",30,,,
30647395,False,Kreuzweg,residential,5.9,True,85.557,"LINESTRING (8.814863 50.524042, 8.8136531 50.5240231)",30,,,
158083771,False,Ludwigsburg,living_street,,True,9.533,"LINESTRING (8.8202835 50.5202093, 8.8202039 50.5202785)",,,,
158083772,True,Oberstadt,living_street,2.7,False,20.305,"LINESTRING (8.8202835 50.5202093, 8.8204025 50.5202744, 8.8205124 50.5203188)",,,,
30648408,False,Ludwigsburg,living_street,,False,65.11699999999999,"LINESTRING (8.8199471 50.5208045, 8.8199031 50.5207967, 8.8199035 50.5207346, 8.8202039 50.5202785)",,,,
30649903,False,Schloßgasse,living_street,3,False,44.39,"LINESTRING (8.8178252 50.5197644, 8.8178375 50.5195916, 8.8178536 50.5193656)",,,,
"[87194195, 25411916]",False,Braugasse,residential,,"[False, True]",107.52399999999999,"LINESTRING (8.8178252 50.5197644, 8.8171599 50.5198606, 8.8170554 50.519881, 8.8169486 50.5199101, 8.816869 50.5199364, 8.8167776 50.5199734, 8.8166816 50.520014, 8.8166398 50.5200323, 8.8166208 50.5200439, 8.8166034 50.5200524, 8.8164431 50.5201292)","['20', '50']",2,,
506508015,False,Schnorrnberg,residential,,True,6.1240000000000006,"LINESTRING (8.8178252 50.5197644, 8.8178336 50.5197924, 8.8178414 50.5198185)",,,,
129517111,True,Unterstadt,residential,,False,19.97,"LINESTRING (8.819288 50.5191754, 8.8194382 50.5193275)",20,,,
129517145,False,Unterstadt,living_street,6.6,True,12.063,"LINESTRING (8.819288 50.5191754, 8.8192059 50.5190803)",,,,
30648409,False,Schnorrnberg,residential,,False,68.213,"LINESTRING (8.8176712 50.5204189, 8.8177577 50.5201355, 8.817793 50.5198852, 8.8178414 50.5198185)",,,,
30648412,True,Kirchgasse,living_street,3.7,False,34.361000000000004,"LINESTRING (8.8184013 50.5200517, 8.8182208 50.5199969, 8.818131 50.5199608, 8.8181098 50.5199478, 8.8180017 50.5198814)",,,,
119211876,False,Kirchgasse,living_street,3.4,False,102.435,"LINESTRING (8.8184013 50.5200517, 8.8184772 50.5200641, 8.8187641 50.5201109, 8.8189248 50.5201308, 8.8190991 50.5201524, 8.8193793 50.5201815, 8.8195696 50.5201947, 8.8196973 50.520199, 8.8198271 50.5202006)",,,,
370829230,False,Hüttengasse,living_street,,False,97.219,"LINESTRING (8.8180017 50.5198814, 8.8183179 50.5198948, 8.8185319 50.5198894, 8.8186593 50.5198861, 8.818891 50.5198713, 8.8189589 50.519867, 8.8191148 50.5198595, 8.8191475 50.5198579, 8.8193738 50.5198576)",,,,
506508018,False,Hüttengasse,residential,,True,13.475000000000001,"LINESTRING (8.8180017 50.5198814, 8.8179164 50.5198588, 8.8178414 50.5198185)",,,,
"[1217269644, 148628490, 30649908]",False,Hüttengasse,living_street,,False,49.593,"LINESTRING (8.8193738 50.5198576, 8.8192493 50.5197197, 8.819124 50.5195706, 8.8190652 50.5194984, 8.8190548 50.5194858, 8.8190383 50.519466)",,,,
370829230,False,Hüttengasse,living_street,,False,38.519999999999996,"LINESTRING (8.8193738 50.5198576, 8.8195789 50.5198675, 8.8197295 50.519869, 8.8199173 50.5198584)",,,,
370829230,False,Hüttengasse,living_street,,True,97.21900000000001,"LINESTRING (8.8193738 50.5198576, 8.8191475 50.5198579, 8.8191148 50.5198595, 8.8189589 50.519867, 8.818891 50.5198713, 8.8186593 50.5198861, 8.8185319 50.5198894, 8.8183179 50.5198948, 8.8180017 50.5198814)",,,,
30648413,False,Ohlengasse,living_street,,False,95.333,"LINESTRING (8.8207234 50.5203958, 8.8205559 50.5206541, 8.8204239 50.5208918, 8.8202822 50.5211379, 8.8202653 50.5212008)",,,,
158083772,True,Oberstadt,living_street,2.7,False,73.88999999999999,"LINESTRING (8.8207234 50.5203958, 8.8209283 50.5204547, 8.8211033 50.5204992, 8.8211309 50.5205062, 8.8213655 50.5205578, 8.8215316 50.5205871, 8.8217076 50.5206152)",,,,
30648413,False,Ohlengasse,living_street,,True,95.333,"LINESTRING (8.8202653 50.5212008, 8.8202822 50.5211379, 8.8204239 50.5208918, 8.8205559 50.5206541, 8.8207234 50.5203958)",,,,
148521551,True,Am Wall,residential,5.8,False,17.396,"LINESTRING (8.8202653 50.5212008, 8.8203363 50.5212149, 8.8204175 50.5212228, 8.820507 50.5212243)",30,,,
30648414,False,Oberstadt,living_street,3.7,False,51.679,"LINESTRING (8.822179 50.5206612, 8.8223259 50.5206739, 8.8224695 50.5206943, 8.8226067 50.5207281, 8.8227345 50.5207746, 8.8228455 50.5208301)",,,,
30649170,False,Schäfergasse,living_street,,False,75.487,"LINESTRING (8.822179 50.5206612, 8.82218 50.5203643, 8.8222057 50.5201345, 8.8222227 50.5199833)",,,,
78578646,False,Kirchgasse,living_street,,True,11.357,"LINESTRING (8.8199873 50.520193, 8.8198271 50.5202006)",,,,
129517118,False,Kirchgasse,living_street,,False,18.025,"LINESTRING (8.8199873 50.520193, 8.8202039 50.5202785)",,,,
370829232,False,Kirchgasse,living_street,,False,15.684000000000001,"LINESTRING (8.8199873 50.520193, 8.8200102 50.5201477, 8.8200449 50.5201136, 8.8201076 50.5200789)",,,,
78578638,True,Oberstadt,living_street,,False,19.109,"LINESTRING (8.8201076 50.5200789, 8.8201612 50.5201219, 8.8202229 50.5201658, 8.8202835 50.5202093)",,,,
370829232,False,Kirchgasse,living_street,,True,15.684000000000001,"LINESTRING (8.8201076 50.5200789, 8.8200449 50.5201136, 8.8200102 50.5201477, 8.8199873 50.520193)",,,,
"[30648416, 129919734]",False,Kirchenplatz,living_street,"['4.5', '4.6']",True,19.917,"LINESTRING (8.8195045 50.5208061, 8.8194911 50.52083, 8.8194816 50.5208908, 8.8194278 50.5209769)",,,,
129919735,True,Kirchenplatz,living_street,4.4,False,71.087,"LINESTRING (8.8195045 50.5208061, 8.8196892 50.5204612, 8.8198271 50.5202006)",,,,
78578646,False,Kirchgasse,living_street,,False,11.357,"LINESTRING (8.8198271 50.5202006, 8.8199873 50.520193)",,,,
119211876,False,Kirchgasse,living_street,3.4,True,102.435,"LINESTRING (8.8198271 50.5202006, 8.8196973 50.520199, 8.8195696 50.5201947, 8.8193793 50.5201815, 8.8190991 50.5201524, 8.8189248 50.5201308, 8.8187641 50.5201109, 8.8184772 50.5200641, 8.8184013 50.5200517)",,,,
30678119,False,Ringstraße,residential,8.3,False,13.011,"LINESTRING (8.8219766 50.5188876, 8.8219683 50.5188263, 8.822 50.5187746)",30,,,
"[187978882, 1088866557]",False,Am Schwanensee,residential,6.2,True,62.667,"LINESTRING (8.8219766 50.5188876, 8.8219943 50.5189181, 8.8220494 50.518963, 8.8221351 50.519007, 8.8224837 50.5191859, 8.8226296 50.5192608)",30,,,
370829233,False,Mittelgasse,living_street,5.4,True,41.88,"LINESTRING (8.8219766 50.5188876, 8.8219095 50.5189089, 8.8218465 50.5189405, 8.8217917 50.5189861, 8.8216771 50.5191099, 8.8216062 50.5191722)",,,,
30649170,False,Schäfergasse,living_street,,True,34.027,"LINESTRING (8.8226296 50.5192608, 8.82245 50.5194199, 8.8223661 50.5195163)",,,,
"[30677577, 85435031]",False,Am Schwanensee,residential,,True,183.56500000000003,"LINESTRING (8.8226296 50.5192608, 8.822713 50.5193107, 8.8227725 50.5193549, 8.8228215 50.5194026, 8.8228566 50.5194435, 8.8228851 50.5194939, 8.8229033 50.5195391, 8.8229105 50.5195929, 8.8229153 50.5196862, 8.8229661 50.5205732, 8.8229702 50.5206686, 8.8229615 50.5207147, 8.8229368 50.5207584, 8.8228975 50.5207975, 8.8228455 50.5208301)","['50', '30']",,,
"[187978882, 1088866557]",False,Am Schwanensee,residential,6.2,False,62.666999999999994,"LINESTRING (8.8226296 50.5192608, 8.8224837 50.5191859, 8.8221351 50.519007, 8.8220494 50.518963, 8.8219943 50.5189181, 8.8219766 50.5188876)",30,,,
30649170,False,Schäfergasse,living_street,,False,34.027,"LINESTRING (8.8223661 50.5195163, 8.82245 50.5194199, 8.8226296 50.5192608)",,,,
30649170,False,Schäfergasse,living_street,,True,53.036,"LINESTRING (8.8223661 50.5195163, 8.8223099 50.519633, 8.8223003 50.5196574, 8.8222273 50.5199421, 8.8222227 50.5199833)",,,,
30649176,False,Mittelgasse,living_street,3.5,True,39.575,"LINESTRING (8.8223661 50.5195163, 8.8220123 50.5193929, 8.8218848 50.5193355)",,,,
119211874,False,Löwengasse,living_street,3.9,False,46.693,"LINESTRING (8.8202091 50.5197668, 8.8207577 50.519533)",,,,
119211874,False,Löwengasse,living_street,3.9,True,46.693,"LINESTRING (8.8207577 50.519533, 8.8202091 50.5197668)",,,,
30649174,False,Hintergasse,living_street,5.4,False,18.084,"LINESTRING (8.8207577 50.519533, 8.8207179 50.5194793, 8.8207018 50.519418, 8.8206775 50.5193799)",,,,
30649174,False,Hintergasse,living_street,5.4,True,30.279,"LINESTRING (8.8207577 50.519533, 8.820942 50.5197338, 8.8209738 50.5197681)",,,,
119211874,False,Löwengasse,living_street,3.9,False,42.867000000000004,"LINESTRING (8.8207577 50.519533, 8.8211756 50.5193386, 8.8212637 50.519344)",,,,
119211874,False,Löwengasse,living_street,3.9,True,42.867000000000004,"LINESTRING (8.8212637 50.519344, 8.8211756 50.5193386, 8.8207577 50.519533)",,,,
148881611,False,Mittelgasse,living_street,5.3,True,43.008,"LINESTRING (8.8212637 50.519344, 8.8212626 50.5193863, 8.8211545 50.519574, 8.8210441 50.5197004)",,,,
370829233,False,Mittelgasse,living_street,5.4,False,30.875,"LINESTRING (8.8212637 50.519344, 8.8214454 50.5192609, 8.8216062 50.5191722)",,,,
158083772,True,Oberstadt,living_street,2.7,False,17.208,"LINESTRING (8.8205124 50.5203188, 8.8206315 50.5203649, 8.8207234 50.5203958)",,,,
158083772,True,Oberstadt,living_street,2.7,False,20.667,"LINESTRING (8.821889 50.5206378, 8.822179 50.5206612)",,,,
30649174,False,Hintergasse,living_street,5.4,False,123.32800000000002,"LINESTRING (8.821889 50.5206378, 8.8219093 50.5204962, 8.8218942 50.5203978, 8.8218633 50.5203601, 8.8217493 50.5202848, 8.8216685 50.5202034, 8.821629 50.5201635, 8.8215423 50.5200928, 8.8215171 50.5200722, 8.8213039 50.5199586, 8.8210336 50.5198174, 8.8209922 50.5197884, 8.8209738 50.5197681)",,,,
30650253,False,Oberstadt,living_street,,True,41.899,"LINESTRING (8.821889 50.5206378, 8.8218887 50.5209094, 8.8220524 50.5209247)",,,,
30649176,False,Mittelgasse,living_street,3.5,True,26.79,"LINESTRING (8.8218848 50.5193355, 8.8216062 50.5191722)",,,,
30649175,False,Müllereck,living_street,,True,88.64300000000001,"LINESTRING (8.8218848 50.5193355, 8.8218191 50.5193771, 8.8216931 50.5195008, 8.8216088 50.519734, 8.8215007 50.5197538, 8.8214385 50.5197692, 8.8213207 50.5197735, 8.8211968 50.5197583, 8.8210806 50.5197219)",,,,
30649176,False,Mittelgasse,living_street,3.5,False,39.575,"LINESTRING (8.8218848 50.5193355, 8.8220123 50.5193929, 8.8223661 50.5195163)",,,,
30649176,False,Mittelgasse,living_street,3.5,False,26.79,"LINESTRING (8.8216062 50.5191722, 8.8218848 50.5193355)",,,,
370829233,False,Mittelgasse,living_street,5.4,False,41.88,"LINESTRING (8.8216062 50.5191722, 8.8216771 50.5191099, 8.8217917 50.5189861, 8.8218465 50.5189405, 8.8219095 50.5189089, 8.8219766 50.5188876)",,,,
