osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel,junction,access
"[1132274082, 1132273945, 11693426, 1132274083]",2,Klein Nürnberg,tertiary,30,False,False,104.478,"LINESTRING (10.7957735 50.0920685, 10.7957006 50.0921332, 10.7956668 50.0921629, 10.7955893 50.0922221, 10.7955147 50.0923191, 10.795496 50.0923434, 10.7953787 50.0925411, 10.7952146 50.0927474, 10.7951424 50.0928247, 10.7950806 50.0928909)",,,,,
"[180776219, 16110221, 16110222]",2,Gleusdorfer Straße,tertiary,50,False,True,88.203,"LINESTRING (10.7957735 50.0920685, 10.7958359 50.092089, 10.7959122 50.0920881, 10.7960527 50.0920731, 10.7962636 50.092068, 10.7964232 50.0920751, 10.7964881 50.0920852, 10.7965582 50.092096, 10.7969145 50.092198, 10.7969573 50.0922112)",HAS 51,yes,,,
13865403,,Georg-Nadler-Straße,residential,50,False,False,45.097,"LINESTRING (10.7977358 50.0965149, 10.7977257 50.0964298, 10.7977129 50.0962988, 10.7976751 50.0961114)",,,,,
"[975430336, 222431561, 651640169, 651640172, 222266590, 222266591]",2,Coburger Straße,secondary,50,False,False,182.728,"LINESTRING (10.7977358 50.0965149, 10.7975959 50.0965516, 10.7975467 50.0965682, 10.7974821 50.09659, 10.7971523 50.0967335, 10.7966061 50.0970176, 10.7964332 50.0971045, 10.7960212 50.0972985, 10.7958306 50.0973987, 10.7957146 50.0974701, 10.795684 50.0974889)",St 2278,,,,
"[587813314, 651640173]",2,Coburger Straße,secondary,50,False,True,166.446,"LINESTRING (10.7977358 50.0965149, 10.797877 50.0964876, 10.7980347 50.0964668, 10.7981821 50.0964565, 10.7982637 50.0964554, 10.7983545 50.0964561, 10.7985868 50.0964672, 10.7988673 50.096496, 10.799096 50.0965212, 10.7991775 50.0965309, 10.7992158 50.0965368, 10.7996183 50.0965625, 10.7998718 50.0965671, 10.7999902 50.0965692, 10.8000464 50.0965663)",St 2278,,,,
10689995,,Albrecht-Dürer-Straße,residential,50,False,False,92.346,"LINESTRING (10.8008132 50.0972306, 10.8012235 50.0974916, 10.8017767 50.097784)",,,,,
10689995,,Albrecht-Dürer-Straße,residential,50,False,True,74.69,"LINESTRING (10.8008132 50.0972306, 10.8006173 50.0970821, 10.8004581 50.0969439, 10.80031 50.0967774, 10.8002729 50.0967366, 10.8002444 50.0967004, 10.8002362 50.0966751)",,,,,
708168776,,Mozartstraße,residential,,False,False,108.75899999999999,"LINESTRING (10.8008132 50.0972306, 10.8005342 50.0972421, 10.7992901 50.0972092)",,,,,
708168776,,Mozartstraße,residential,,False,True,108.75899999999999,"LINESTRING (10.7992901 50.0972092, 10.8005342 50.0972421, 10.8008132 50.0972306)",,,,,
28053795,2,Gymnasiumstraße,tertiary,50,False,False,94.68599999999999,"LINESTRING (10.8011055 50.0931789, 10.8011032 50.093218, 10.8010811 50.0935657, 10.8010542 50.0937126, 10.8010084 50.0938688, 10.8009415 50.0940204)",,,,,
32446161,,Friedlandstraße,residential,50,False,True,71.474,"LINESTRING (10.8011055 50.0931789, 10.8011253 50.0931355, 10.8013259 50.0927167, 10.8014101 50.0925667)",,,,,
"[422891968, 422891977]",2,Gleusdorfer Straße,tertiary,50,False,False,108.622,"LINESTRING (10.8011055 50.0931789, 10.8009437 50.0931848, 10.8007917 50.0931868, 10.8007083 50.0931846, 10.8006078 50.0931789, 10.8005127 50.093174, 10.8004133 50.0931658, 10.8003221 50.0931551, 10.8001723 50.0931292, 10.8000166 50.0930932, 10.7998326 50.09304, 10.7996455 50.0929741)",HAS 51,,,,
28053795,2,Gymnasiumstraße,tertiary,50,False,True,94.686,"LINESTRING (10.8009415 50.0940204, 10.8010084 50.0938688, 10.8010542 50.0937126, 10.8010811 50.0935657, 10.8011032 50.093218, 10.8011055 50.0931789)",,,,,
"[42220602, 16707815]",,Martin-Luther-Straße,residential,30,False,False,173.576,"LINESTRING (10.8009415 50.0940204, 10.8008765 50.0940095, 10.800384 50.0939557, 10.799877 50.0938627, 10.7988429 50.0936695, 10.7987791 50.0937872, 10.7987618 50.0938293)",,,,,
222431562,2,Gymnasiumstraße,tertiary,50,False,False,79.106,"LINESTRING (10.8009415 50.0940204, 10.800855 50.0941758, 10.8007807 50.0942787, 10.8006722 50.0944216, 10.8005069 50.0946743)",,,,,
"[222417520, 975246348]",,Lützeleberner Straße,residential,30,False,False,127.245,"LINESTRING (10.8005069 50.0946743, 10.8004077 50.094657, 10.7987979 50.0943465)",,,,,
222431562,2,Gymnasiumstraße,tertiary,50,False,True,79.106,"LINESTRING (10.8005069 50.0946743, 10.8006722 50.0944216, 10.8007807 50.0942787, 10.800855 50.0941758, 10.8009415 50.0940204)",,,,,
222431563,2,Gymnasiumstraße,tertiary,50,False,False,204.54500000000002,"LINESTRING (10.8005069 50.0946743, 10.8002587 50.0951403, 10.8001636 50.0953284, 10.8000984 50.0955085, 10.8000569 50.0956995, 10.8000562 50.0957238, 10.8000612 50.0958813, 10.8000879 50.096052, 10.8001469 50.0963048, 10.8001612 50.0963631, 10.8001725 50.09642, 10.8001819 50.0964658)",,,,,
23236532,,Georg-Nadler-Straße,residential,30,False,False,79.108,"LINESTRING (10.7977582 50.0940998, 10.7976222 50.09399, 10.7970681 50.0935429)",,,,,
222436498,,Lützeleberner Straße,residential,30,False,True,62.132000000000005,"LINESTRING (10.7977582 50.0940998, 10.798308 50.0942559, 10.7985669 50.0943045)",,,,,
23186535,,Rittergasse,residential,30,True,False,74.19,"LINESTRING (10.7947077 50.0932893, 10.7955503 50.0936804)",,,,,
11693436,2,Marktplatz,tertiary,30,False,False,68.309,"LINESTRING (10.7947077 50.0932893, 10.7944383 50.0935172, 10.7941629 50.0937939)",,,,,
"[975430339, 975430340, 183526748]",1,Klein Nürnberg,tertiary,30,True,False,23.03,"LINESTRING (10.7947077 50.0932893, 10.7947553 50.0932203, 10.7948096 50.0931631, 10.7948261 50.0931456, 10.7948791 50.0931173)",,,building_passage,,
11693438,2,Kapellenstraße,tertiary,30,False,False,111.173,"LINESTRING (10.7934914 50.0956082, 10.7938093 50.095688, 10.7939331 50.0957356, 10.793987 50.0957658, 10.7941649 50.095906, 10.7941897 50.0959521, 10.7942133 50.095996, 10.7942084 50.0963623)",,,,,
13865404,2,Ritter-von-Schmitt-Straße,tertiary,30,False,False,163.899,"LINESTRING (10.7934914 50.0956082, 10.7931451 50.0955262, 10.7927856 50.0954264, 10.7924733 50.0953401, 10.7923258 50.0952847, 10.7922275 50.0952175, 10.7921709 50.0951621, 10.7921478 50.0950971, 10.7921577 50.0949895, 10.7921843 50.0949053, 10.7921993 50.0948331, 10.792191 50.0947422, 10.7921658 50.0946685)",,,,,
"[1132276021, 183526749, 183526750]",,Spitaltorstraße,tertiary,"['50', '30']",False,True,52.751,"LINESTRING (10.7934914 50.0956082, 10.7934923 50.0953691, 10.7934932 50.0952593, 10.7934942 50.0951338)",,,,,
"[1132276021, 11693437]",,Spitaltorstraße,tertiary,30,False,False,64.602,"LINESTRING (10.7935924 50.0945565, 10.7935648 50.0947167, 10.7935484 50.094817, 10.7935145 50.0949815, 10.793499 50.0950566, 10.7934942 50.0951338)",,,,,
"[144683395, 144683396]",2,Marktplatz,tertiary,30,False,True,94.90599999999999,"LINESTRING (10.7935924 50.0945565, 10.7936092 50.0944734, 10.7936547 50.0943766, 10.7936624 50.0943607, 10.7937447 50.094248, 10.7937772 50.0942102, 10.7938635 50.0941116, 10.7939798 50.0939909, 10.7941409 50.0938171, 10.7941629 50.0937939)",,,,,
42220600,,Braugasse,residential,30,False,False,78.527,"LINESTRING (10.7941629 50.0937939, 10.7951439 50.0941143)",,,,,
11693436,2,Marktplatz,tertiary,30,False,True,68.309,"LINESTRING (10.7941629 50.0937939, 10.7944383 50.0935172, 10.7947077 50.0932893)",,,,,
"[144683395, 144683396]",2,Marktplatz,tertiary,30,False,False,94.906,"LINESTRING (10.7941629 50.0937939, 10.7941409 50.0938171, 10.7939798 50.0939909, 10.7938635 50.0941116, 10.7937772 50.0942102, 10.7937447 50.094248, 10.7936624 50.0943607, 10.7936547 50.0943766, 10.7936092 50.0944734, 10.7935924 50.0945565)",,,,,
16707815,,Martin-Luther-Straße,residential,30,False,True,54.638,"LINESTRING (10.7985669 50.0943045, 10.7987618 50.0938293)",,,,,
222436498,,Lützeleberner Straße,residential,30,False,True,17.127,"LINESTRING (10.7985669 50.0943045, 10.7987979 50.0943465)",,,,,
222436498,,Lützeleberner Straße,residential,30,False,False,62.132000000000005,"LINESTRING (10.7985669 50.0943045, 10.798308 50.0942559, 10.7977582 50.0940998)",,,,,
"[131354780, 23236532]",,Georg-Nadler-Straße,residential,30,False,False,14.082999999999998,"LINESTRING (10.7970681 50.0935429, 10.7970197 50.0935173, 10.7969372 50.0934882, 10.7969014 50.093476)",,,,,
23236532,,Georg-Nadler-Straße,residential,30,False,True,79.108,"LINESTRING (10.7970681 50.0935429, 10.7976222 50.09399, 10.7977582 50.0940998)",,,,,
"[28709812, 42220604]",,Zentstraße,residential,30,False,False,212.48399999999998,"LINESTRING (10.7970681 50.0935429, 10.7970846 50.0934674, 10.7971568 50.0931369, 10.7972158 50.0930907, 10.7973875 50.0930872, 10.7981128 50.0932355, 10.7981143 50.0935897, 10.7981989 50.093662, 10.7985797 50.0937784, 10.7987618 50.0938293)",,,,,
"[1132278230, 1132278229, 16110214]",,Am Bahnhof,unclassified,,False,False,159.409,"LINESTRING (10.7969014 50.093476, 10.7968287 50.0935707, 10.7968146 50.0935892, 10.7967718 50.0936449, 10.7967424 50.0937419, 10.7966888 50.0939187, 10.7966135 50.094157, 10.7965498 50.0943295, 10.7965267 50.0943921, 10.7964685 50.0945498, 10.7964671 50.0945536, 10.7963537 50.0948608)",,,,,
131354780,,Georg-Nadler-Straße,residential,30,False,False,55.262,"LINESTRING (10.7969014 50.093476, 10.796563 50.0933487, 10.7962209 50.0932391)",,,,,
"[23236532, 131354780]",,Georg-Nadler-Straße,residential,30,False,True,14.083,"LINESTRING (10.7969014 50.093476, 10.7969372 50.0934882, 10.7970197 50.0935173, 10.7970681 50.0935429)",,,,,
"[77378347, 144682773, 131354781]",,Georg-Nadler-Straße,residential,30,False,False,68.574,"LINESTRING (10.7962209 50.0932391, 10.7960176 50.0933668, 10.7957682 50.0935244, 10.7956949 50.0935721, 10.7955503 50.0936804)",,,,,
131354780,,Georg-Nadler-Straße,residential,30,False,True,55.262,"LINESTRING (10.7962209 50.0932391, 10.796563 50.0933487, 10.7969014 50.093476)",,,,,
"[1004853499, 16312701]",,Häfnergasse,residential,30,True,False,90.434,"LINESTRING (10.7962209 50.0932391, 10.7957324 50.0931239, 10.7956572 50.0931062, 10.7950806 50.0928909)",,,,,
"[23186532, 144683398]",,Rittergasse,residential,,False,False,56.349,"LINESTRING (10.7955503 50.0936804, 10.7953915 50.093828, 10.7951439 50.0941143)",,,,,
"[144682773, 77378347, 131354781]",,Georg-Nadler-Straße,residential,30,False,True,68.574,"LINESTRING (10.7955503 50.0936804, 10.7956949 50.0935721, 10.7957682 50.0935244, 10.7960176 50.0933668, 10.7962209 50.0932391)",,,,,
42220600,,Braugasse,residential,30,False,True,78.527,"LINESTRING (10.7951439 50.0941143, 10.7941629 50.0937939)",,,,,
"[23186532, 144683398]",,Rittergasse,residential,,False,True,56.349,"LINESTRING (10.7951439 50.0941143, 10.7953915 50.093828, 10.7955503 50.0936804)",,,,,
"[144683397, 144683102, 144683399]",,Rittergasse,residential,,False,False,68.928,"LINESTRING (10.7951439 50.0941143, 10.794953 50.0943036, 10.7948295 50.094426, 10.7946268 50.0946379)",,,,,
"[16707812, 1132276022]",,Rückertgasse,residential,30,True,False,74.39099999999999,"LINESTRING (10.7946268 50.0946379, 10.7942172 50.0946114, 10.794156 50.0946076, 10.7938843 50.0945906, 10.7935924 50.0945565)",,,,,
"[144683397, 144683102, 144683399]",,Rittergasse,residential,,False,True,68.928,"LINESTRING (10.7946268 50.0946379, 10.7948295 50.094426, 10.794953 50.0943036, 10.7951439 50.0941143)",,,,,
"[1132276108, 941868453, 144683103]",,"['Rittergasse', 'Pfarrgasse']",residential,30,False,False,104.39699999999999,"LINESTRING (10.7946268 50.0946379, 10.7945626 50.0947153, 10.7944681 50.0948075, 10.794286 50.0952295, 10.7947388 50.0953156)",,,,,
13865404,2,Ritter-von-Schmitt-Straße,tertiary,30,False,True,163.899,"LINESTRING (10.7921658 50.0946685, 10.792191 50.0947422, 10.7921993 50.0948331, 10.7921843 50.0949053, 10.7921577 50.0949895, 10.7921478 50.0950971, 10.7921709 50.0951621, 10.7922275 50.0952175, 10.7923258 50.0952847, 10.7924733 50.0953401, 10.7927856 50.0954264, 10.7931451 50.0955262, 10.7934914 50.0956082)",,,,,
23186536,,Hirtengasse,residential,30,False,True,41.699,"LINESTRING (10.7921658 50.0946685, 10.792196 50.0946171, 10.7922505 50.0945549, 10.7923559 50.0944622, 10.7924973 50.0943636)",,,,,
"[708039300, 42450380]",2,Neubrückentorstraße,tertiary,"['50', '30']",False,False,41.62,"LINESTRING (10.7921658 50.0946685, 10.7919478 50.0945737, 10.7917877 50.0945102, 10.7916787 50.0944626)",,yes,,,
708039299,,Neubrückentorstraße,tertiary,50,False,False,65.268,"LINESTRING (10.7904002 50.0938535, 10.7895571 50.0936255)",,,,,
180715105,,Mühlgrabenweg,residential,,False,False,177.73999999999998,"LINESTRING (10.7904002 50.0938535, 10.7905644 50.0936132, 10.7906932 50.093436, 10.7907483 50.0933739, 10.7908058 50.0933327, 10.7909131 50.0932742, 10.7910928 50.0931933, 10.7913369 50.0930626, 10.7917795 50.0928354, 10.7919243 50.0927511, 10.7920343 50.092696)",,,,,
"[708039299, 708039300]",,Neubrückentorstraße,tertiary,"['50', '30']",False,True,61.163000000000004,"LINESTRING (10.7904002 50.0938535, 10.7906871 50.0939391, 10.7908943 50.0940129, 10.7911234 50.0941411)",,,,,
13865408,2,Coburger Straße,tertiary,50,False,False,110.94300000000001,"LINESTRING (10.795413 50.0975699, 10.7953449 50.0975739, 10.7951967 50.0975827, 10.7950692 50.0975902, 10.7947365 50.0975619, 10.794511 50.0975115, 10.7940535 50.0973613, 10.7939542 50.0973161)",,,,,
13865410,1,,secondary,50,True,False,27.564,"LINESTRING (10.795413 50.0975699, 10.7954235 50.0975233, 10.7954569 50.0974901, 10.7955111 50.0974664, 10.795574 50.0974588, 10.7956294 50.0974659, 10.795684 50.0974889)",St 2278,,,roundabout,
13865410,1,,secondary,50,True,False,18.485,"LINESTRING (10.7955961 50.0976616, 10.7955342 50.09766, 10.7954817 50.097645, 10.795443 50.097621, 10.7954209 50.0975937, 10.795413 50.0975699)",St 2278,,,roundabout,
187151743,2,,secondary,50,False,False,18.505000000000003,"LINESTRING (10.7955961 50.0976616, 10.7956073 50.0977033, 10.7956402 50.0978256)",St 2278,,,,
13865410,1,,secondary,50,True,False,24.773999999999997,"LINESTRING (10.795684 50.0974889, 10.7957202 50.097525, 10.7957302 50.0975655, 10.7957143 50.0976054, 10.7956879 50.0976301, 10.7956442 50.0976515, 10.7955961 50.0976616)",St 2278,,,roundabout,
"[975430336, 651640169, 222431561, 651640172, 222266590, 222266591]",2,Coburger Straße,secondary,50,False,True,182.72799999999998,"LINESTRING (10.795684 50.0974889, 10.7957146 50.0974701, 10.7958306 50.0973987, 10.7960212 50.0972985, 10.7964332 50.0971045, 10.7966061 50.0970176, 10.7971523 50.0967335, 10.7974821 50.09659, 10.7975467 50.0965682, 10.7975959 50.0965516, 10.7977358 50.0965149)",St 2278,,,,
