osmid,lanes,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge,ref,junction
"[28383650, 28383651, 126413654]",,Rosenwall,tertiary,50,,False,True,66.19,"LINESTRING (10.5341204 52.1645037, 10.5340357 52.1643999, 10.5339929 52.1642783, 10.5339905 52.1641496, 10.5339641 52.1639721, 10.5339283 52.1639296)",yes,,
388537021,,Rosenwall,tertiary,50,,False,True,11.196,"LINESTRING (10.5371777 52.1654995, 10.5370577 52.1654308)",,,
388537019,,Rosenwall,tertiary,50,,False,False,260.476,"LINESTRING (10.5371777 52.1654995, 10.5372793 52.1655836, 10.5375335 52.1658366, 10.5377394 52.1659805, 10.5379766 52.1661067, 10.5382082 52.1662066, 10.5384637 52.1662785, 10.538624 52.1662985, 10.5386704 52.1662991, 10.5387877 52.1663006, 10.5390352 52.1662567, 10.5391889 52.1662015, 10.539348 52.1661309, 10.5396473 52.1659981, 10.5398696 52.1659339, 10.5401538 52.1658731, 10.5402493 52.1658597)",,,
20889459,,Fischerstraße,residential,30,,True,False,152.06400000000002,"LINESTRING (10.5389352 52.1607785, 10.5388387 52.160155, 10.5387994 52.1598082, 10.5387881 52.1594897, 10.5387875 52.1594731, 10.5387852 52.1594147)",,,
25961643,,Fischerstraße,residential,30,,False,False,104.11099999999999,"LINESTRING (10.5389352 52.1607785, 10.5390109 52.1611606, 10.5391385 52.1617064)",,,
28607602,1,Harzstraße,residential,30,,True,False,66.735,"LINESTRING (10.5375291 52.1608685, 10.5378314 52.1608556, 10.5381868 52.1608341, 10.5385022 52.1608083)",,,
32352942,2,Lange Straße,tertiary,50,,False,True,46.763,"LINESTRING (10.5399068 52.1606986, 10.5398205 52.1602814)",,K 88,
32352942,2,Lange Straße,tertiary,50,,False,False,107.585,"LINESTRING (10.5399068 52.1606986, 10.5399386 52.1608537, 10.5399589 52.1609581, 10.5400486 52.161419, 10.5400953 52.1616592)",,K 88,
400867338,1,Harzstraße,residential,30,,True,False,66.868,"LINESTRING (10.5399068 52.1606986, 10.5398206 52.1607057, 10.5389352 52.1607785)",,,
28607602,1,Harzstraße,residential,30,,True,False,29.721,"LINESTRING (10.5385022 52.1608083, 10.5389352 52.1607785)",,,
20889464,,Krumme Straße,residential,30,,True,False,115.58,"LINESTRING (10.5385022 52.1608083, 10.5382336 52.1601155, 10.5381899 52.1600577, 10.5380948 52.1600012, 10.5378106 52.1599477)",,,
20889480,,Maurenstraße,residential,30,,True,False,60.567,"LINESTRING (10.5378106 52.1599477, 10.5376323 52.1604813)",,,
20889464,,Krumme Straße,residential,30,,True,False,77.473,"LINESTRING (10.5378106 52.1599477, 10.5368763 52.1598323, 10.536694 52.1598396)",,,
23345881,,Harztorplatz,residential,30,,False,True,40.840999999999994,"LINESTRING (10.5348402 52.1606579, 10.5348882 52.1610073, 10.5348905 52.1610239)",,,
23345882,,Krumme Straße,residential,30,,True,False,162.78199999999998,"LINESTRING (10.5348402 52.1606579, 10.5348496 52.1606457, 10.5351066 52.1604328, 10.5353128 52.1602568, 10.5357423 52.1600241, 10.5360513 52.159926, 10.536388 52.1598744, 10.536694 52.1598396)",,,
20889486,1,Harzstraße,residential,30,yes,True,False,130.089,"LINESTRING (10.5348905 52.1610239, 10.5367868 52.1608994)",,,
23345881,,Harztorplatz,residential,30,,False,False,40.840999999999994,"LINESTRING (10.5348905 52.1610239, 10.5348882 52.1610073, 10.5348402 52.1606579)",,,
20889463,1,Harztorplatz,residential,30,yes,True,False,29.883,"LINESTRING (10.5345211 52.1609284, 10.534611 52.1609969, 10.5346616 52.1610176, 10.5347057 52.1610266, 10.534775 52.1610348, 10.5348905 52.1610239)",,,
151060096,2,Bahnhofstraße,residential,30,yes,False,True,59.736999999999995,"LINESTRING (10.5345211 52.1609284, 10.5344644 52.1608297, 10.5344218 52.1607647, 10.5343965 52.1607237, 10.5343776 52.1606872, 10.5342894 52.1605233, 10.5342371 52.1604204)",,,
"[99344080, 550514809, 478653204, 27955864]",,"['Kanzleistraße', 'Stadtmarkt']","['living_street', 'residential']",30,,False,"[False, True]",185.413,"LINESTRING (10.5346257 52.1622516, 10.5346712 52.1622579, 10.5353173 52.1623477, 10.5350798 52.1628913, 10.5350424 52.1629769, 10.5351377 52.1629949, 10.5359225 52.1631912)",,,
98501692,,Kreuzstraße,living_street,,,False,False,68.275,"LINESTRING (10.540208 52.1628819, 10.5412042 52.1628221)",,,
32352943,,Breite Herzogstraße,tertiary,30,,False,False,64.18799999999999,"LINESTRING (10.540208 52.1628819, 10.5402204 52.1630517, 10.5402492 52.1634586)",,K 88,
"[706356737, 148670031]",2,"['Breite Herzogstraße', 'Lange Straße']",tertiary,"['50', '30']",,False,True,70.739,"LINESTRING (10.540208 52.1628819, 10.54017 52.1624183, 10.5401661 52.1623713, 10.5401622 52.1622464)",,K 88,
20889498,,Kreuzstraße,residential,30,,True,False,91.77000000000001,"LINESTRING (10.538866 52.1629407, 10.5389497 52.162937, 10.5396828 52.1629049, 10.540208 52.1628819)",,,
"[20889513, 20891902]",,"['Klosterstraße', 'Reichsstraße']",residential,30,,True,False,246.098,"LINESTRING (10.5359225 52.1631912, 10.5359463 52.1631549, 10.5359801 52.1631035, 10.5365232 52.1622771, 10.5366994 52.1622774, 10.536996 52.162321, 10.5384742 52.1625383)",,,
"[27955864, 550514809, 478653204, 99344080]",,"['Stadtmarkt', 'Kanzleistraße']","['residential', 'living_street']",30,,False,"[False, True]",185.41299999999998,"LINESTRING (10.5359225 52.1631912, 10.5351377 52.1629949, 10.5350424 52.1629769, 10.5350798 52.1628913, 10.5353173 52.1623477, 10.5346712 52.1622579, 10.5346257 52.1622516)",,,
20889517,,Brauergildenstraße,residential,30,,False,False,19.86,"LINESTRING (10.5385868 52.1623736, 10.5385214 52.1624693, 10.5384742 52.1625383)",,,
20891898,,Reichsstraße,residential,30,,False,False,39.870999999999995,"LINESTRING (10.5385868 52.1623736, 10.5387788 52.1623759, 10.538986 52.1623754, 10.5391677 52.1623531)",,,
25961708,,Große Kirchstraße,residential,30,,True,False,73.13300000000001,"LINESTRING (10.5385868 52.1623736, 10.5386211 52.1622896, 10.5386583 52.1621983, 10.538714 52.1618868, 10.5387246 52.1617233)",,,
99220812,,Reichsstraße,residential,30,,False,True,127.414,"LINESTRING (10.5385868 52.1623736, 10.5370805 52.162143, 10.5368802 52.1621166, 10.536777 52.1620922)",,,
20891898,,Reichsstraße,residential,30,,False,True,39.870999999999995,"LINESTRING (10.5391677 52.1623531, 10.538986 52.1623754, 10.5387788 52.1623759, 10.5385868 52.1623736)",,,
25961643,,Fischerstraße,residential,30,,False,True,65.812,"LINESTRING (10.5391677 52.1623531, 10.5391617 52.162201, 10.5391828 52.1619747, 10.5391502 52.1617626)",,,
32352944,3,Holzmarkt,residential,30,,False,True,69.108,"LINESTRING (10.5391677 52.1623531, 10.539311 52.1623188, 10.5399924 52.1622608, 10.5401622 52.1622464)",,,
20889519,,Okerstraße,residential,30,,True,False,60.792,"LINESTRING (10.5376428 52.1647924, 10.5373093 52.1652994)",,,
"[23344458, 23344455, 296891047]",,"['Neue Straße', 'Am Alten Tore']","['residential', 'living_street']",30,,False,True,158.51100000000002,"LINESTRING (10.5376428 52.1647924, 10.5365918 52.1645849, 10.5363317 52.1645348, 10.5361327 52.1644962, 10.5362616 52.1642722, 10.5363825 52.1640699)",,,
"[25304771, 25304773]",,Landeshuter Platz,residential,,,True,False,39.493,"LINESTRING (10.5419282 52.1622138, 10.5418034 52.1621835, 10.5417406 52.1621214, 10.5417128 52.1620516, 10.5417486 52.1619256)",,,
29068773,,Landeshuter Platz,residential,,,False,False,52.51,"LINESTRING (10.5419282 52.1622138, 10.5417459 52.1622402, 10.5413916 52.1622914, 10.5411771 52.162317)",,,
23346945,,Ziegenmarkt,residential,30,yes,False,True,165.06099999999998,"LINESTRING (10.5414684 52.1634424, 10.5416188 52.1637881, 10.541615 52.1638285, 10.5415829 52.1638645, 10.5414865 52.1639081, 10.5413843 52.1639551, 10.5413319 52.1639957, 10.5413161 52.1640563, 10.5413213 52.1641125, 10.5413292 52.1641535, 10.5413192 52.1641949, 10.5412595 52.1642373, 10.540876 52.1643428, 10.5403897 52.1644765)",,,
23346946,,Enge Straße,living_street,,,True,False,71.28999999999999,"LINESTRING (10.5414684 52.1634424, 10.5412319 52.162887, 10.5412042 52.1628221)",,,
27955768,,Wallstraße,residential,30,yes,True,False,83.12,"LINESTRING (10.5414684 52.1634424, 10.5407668 52.1634836, 10.5402533 52.1634946)",,,
51326463,,Breite Herzogstraße,tertiary,30,,False,False,4.013,"LINESTRING (10.5402492 52.1634586, 10.5402533 52.1634946)",,K 88,
"[23346944, 125754635]",,Lohenstraße,residential,30,,False,False,66.378,"LINESTRING (10.5402492 52.1634586, 10.539397 52.1634911, 10.5392777 52.1634928)",,,
32352943,,Breite Herzogstraße,tertiary,30,,False,True,64.18799999999999,"LINESTRING (10.5402492 52.1634586, 10.5402204 52.1630517, 10.540208 52.1628819)",,K 88,
20889517,,Brauergildenstraße,residential,30,,False,True,19.86,"LINESTRING (10.5384742 52.1625383, 10.5385214 52.1624693, 10.5385868 52.1623736)",,,
"[478297139, 20889514, 398903491]",,"['Kanzleistraße', 'Brauergildenstraße']",residential,30,,True,False,259.12100000000004,"LINESTRING (10.5384742 52.1625383, 10.5377848 52.1635618, 10.5377323 52.163588, 10.5376676 52.1635879, 10.5368101 52.1634011, 10.5359225 52.1631912)",,,
"[29086845, 23058766]",,Harztorwall,residential,30,,True,False,187.35700000000003,"LINESTRING (10.5338168 52.1596914, 10.5339099 52.159675, 10.5340735 52.159643, 10.5342123 52.1595919, 10.5343075 52.1595405, 10.5350215 52.1590701, 10.5350727 52.1590355, 10.5352128 52.158941, 10.535283 52.1589803, 10.5357705 52.1592424, 10.535856 52.1592886)",,,
"[32352955, 27735022, 27735023]",2,Bahnhofstraße,tertiary,50,yes,False,True,65.356,"LINESTRING (10.5338168 52.1596914, 10.5337682 52.1596219, 10.5337072 52.1595252, 10.5335349 52.1592427, 10.5334707 52.1591434)",yes,,
"[29086835, 625282951]",2,Bahnhofstraße,tertiary,50,yes,False,False,86.155,"LINESTRING (10.5338168 52.1596914, 10.5339598 52.1599202, 10.5341198 52.1601518, 10.5341801 52.1602715, 10.5342371 52.1604204)",,,
11646007,2,Harztorwall,residential,30,yes,False,True,167.874,"LINESTRING (10.535856 52.1592886, 10.5356847 52.1593721, 10.5348461 52.1600293, 10.5343689 52.1603396, 10.5342371 52.1604204)",,,
172098736,,Harztorwall,residential,30,,False,False,206.412,"LINESTRING (10.535856 52.1592886, 10.5359842 52.1592379, 10.5363605 52.1591596, 10.5366405 52.1591353, 10.537063 52.1591765, 10.5387852 52.1594147)",,,
23095614,,Im Rosenwinkel,residential,,,False,True,173.24999999999997,"LINESTRING (10.5337968 52.1658207, 10.5338454 52.1656756, 10.5339429 52.1654521, 10.5339341 52.1654153, 10.5339059 52.1653895, 10.5336347 52.1653379, 10.5335931 52.1653177, 10.5335858 52.1652835, 10.5336512 52.1650412, 10.5337189 52.1648788, 10.5338067 52.1647368, 10.5339944 52.1645729, 10.5341204 52.1645037)",,,
"[296891047, 23344458, 23344455]",,"['Neue Straße', 'Am Alten Tore']","['living_street', 'residential']",30,,False,False,158.51100000000002,"LINESTRING (10.5363825 52.1640699, 10.5362616 52.1642722, 10.5361327 52.1644962, 10.5363317 52.1645348, 10.5365918 52.1645849, 10.5376428 52.1647924)",,,
23344457,,Stobenstraße,living_street,,,True,False,135.954,"LINESTRING (10.534411 52.1638898, 10.5363825 52.1640699)",,,
"[23344456, 23344462, 23344463]",,Stobenstraße,residential,,,False,True,33.746,"LINESTRING (10.534411 52.1638898, 10.5342795 52.1638842, 10.5341592 52.1638931, 10.5340135 52.1639038, 10.5339283 52.1639296)",yes,,
33426361,,Breite Herzogstraße,tertiary,30,,False,True,3.974,"LINESTRING (10.5404187 52.1645075, 10.5403897 52.1644765)",,K 88,
"[23344460, 675401334]",,Neue Straße,residential,30,,True,False,209.618,"LINESTRING (10.5404187 52.1645075, 10.5402913 52.1645605, 10.5396228 52.1648389, 10.5389885 52.1650201, 10.538902 52.1650302, 10.5388211 52.1650326, 10.5387252 52.1650214, 10.5376428 52.1647924)",,,
28816251,2,Am Herzogtore,tertiary,50,,False,False,136.33499999999998,"LINESTRING (10.5404187 52.1645075, 10.5405005 52.1646027, 10.5405276 52.1646654, 10.5405121 52.1647252, 10.5404724 52.1647698, 10.5404187 52.1648262, 10.5403642 52.1649013, 10.5403547 52.1649885, 10.5404078 52.1653814, 10.540425 52.1655084, 10.5404381 52.165605, 10.5404435 52.1656452, 10.5404519 52.1656933)",,K 88,
23345886,,Schloßplatz,living_street,,,False,False,132.311,"LINESTRING (10.5305919 52.1625552, 10.5306194 52.162542, 10.5306568 52.1624961, 10.5306621 52.1624407, 10.5306922 52.1623934, 10.5307487 52.1623614, 10.5310722 52.1623194, 10.5312999 52.1622926, 10.531414 52.1622791, 10.5318178 52.1622609, 10.5320546 52.1622675, 10.5322103 52.1622807, 10.5322251 52.1622825, 10.5323018 52.1622916)",,,
23345891,,Schloßplatz,tertiary,30,,False,False,86.423,"LINESTRING (10.5321066 52.1638058, 10.5321725 52.1636782, 10.5321986 52.1636087, 10.5322075 52.1635195, 10.5322122 52.1634379, 10.5322127 52.1634285, 10.5322006 52.1633331, 10.5321698 52.1631834, 10.532151 52.1631423, 10.5321072 52.1631015, 10.5320874 52.1630897, 10.5320448 52.1630641)",,,
660427896,,Schloßplatz,tertiary,50,,False,False,24.273,"LINESTRING (10.5321066 52.1638058, 10.5322942 52.1638766, 10.5324224 52.1639037)",,,
"[23345914, 887434222]",,Schloßplatz,living_street,7,,False,True,76.793,"LINESTRING (10.5321066 52.1638058, 10.5319532 52.1638093, 10.531879 52.163823, 10.5317618 52.1638662, 10.5317272 52.1639268, 10.5316661 52.1639481, 10.5312101 52.1639573, 10.5310832 52.1639599)",,,
23345903,,Prof.-Paul-Raabe-Platz,living_street,7,,False,False,25.37,"LINESTRING (10.5311154 52.1637326, 10.5310882 52.1639244, 10.5310832 52.1639599)",,,
23345903,,Prof.-Paul-Raabe-Platz,living_street,7,,False,True,25.37,"LINESTRING (10.5310832 52.1639599, 10.5310882 52.1639244, 10.5311154 52.1637326)",,,
"[23345914, 887434222]",,Schloßplatz,living_street,7,,False,False,76.79299999999999,"LINESTRING (10.5310832 52.1639599, 10.5312101 52.1639573, 10.5316661 52.1639481, 10.5317272 52.1639268, 10.5317618 52.1638662, 10.531879 52.163823, 10.5319532 52.1638093, 10.5321066 52.1638058)",,,
"[23345915, 887434223]",,Lessingstraße,"['living_street', 'residential']","['7', '30']",,False,False,189.909,"LINESTRING (10.5310832 52.1639599, 10.5310656 52.1641721, 10.5310627 52.1642074, 10.5310208 52.164571, 10.5309166 52.1652994, 10.5308712 52.1656627)",,,
23345915,,Lessingstraße,residential,30,,False,False,124.993,"LINESTRING (10.5308712 52.1656627, 10.5307422 52.166784)",,,
985174325,,Anna-Vorwerk-Straße,residential,,,False,False,92.681,"LINESTRING (10.5308712 52.1656627, 10.5322284 52.165704)",,,
23345901,,Anna-Vorwerk-Straße,residential,,,False,True,85.10600000000001,"LINESTRING (10.5308712 52.1656627, 10.5301103 52.1656399, 10.5299453 52.1656276, 10.529779 52.1655996, 10.5296496 52.1655564)",,,
"[23345915, 887434223]",,Lessingstraße,"['residential', 'living_street']","['7', '30']",,False,True,189.90900000000002,"LINESTRING (10.5308712 52.1656627, 10.5309166 52.1652994, 10.5310208 52.164571, 10.5310627 52.1642074, 10.5310656 52.1641721, 10.5310832 52.1639599)",,,
23345899,,Leibnizstraße,residential,30,,False,True,63.999,"LINESTRING (10.5322284 52.165704, 10.5321689 52.1662784)",,,
985174325,,Anna-Vorwerk-Straße,residential,,,False,True,92.681,"LINESTRING (10.5322284 52.165704, 10.5308712 52.1656627)",,,
23345899,,Leibnizstraße,residential,30,,False,False,200.621,"LINESTRING (10.5322284 52.165704, 10.5323861 52.1642665, 10.5324224 52.1639037)",,,
23345899,,Leibnizstraße,residential,30,,False,False,63.999,"LINESTRING (10.5321689 52.1662784, 10.5322284 52.165704)",,,
23345915,,Lessingstraße,residential,30,,False,True,124.993,"LINESTRING (10.5307422 52.166784, 10.5308712 52.1656627)",,,
"[223981760, 29086809, 985174315, 675381708]",,Friedrich-Ludwig-Jahn-Platz,residential,30,,False,True,153.508,"LINESTRING (10.5307422 52.166784, 10.5313391 52.1668057, 10.531409 52.1668237, 10.5314312 52.1668623, 10.5314322 52.1669016, 10.5314092 52.1669629, 10.5313566 52.1671031, 10.5307321 52.1670805, 10.5307348 52.1670291, 10.5307376 52.1669374, 10.5307422 52.166784)",,,
"[223981760, 29086809, 985174315, 675381708]",,Friedrich-Ludwig-Jahn-Platz,residential,30,,False,False,153.508,"LINESTRING (10.5307422 52.166784, 10.5307376 52.1669374, 10.5307348 52.1670291, 10.5307321 52.1670805, 10.5313566 52.1671031, 10.5314092 52.1669629, 10.5314322 52.1669016, 10.5314312 52.1668623, 10.531409 52.1668237, 10.5313391 52.1668057, 10.5307422 52.166784)",,,
23345901,,Anna-Vorwerk-Straße,residential,,,False,False,85.10600000000001,"LINESTRING (10.5296496 52.1655564, 10.529779 52.1655996, 10.5299453 52.1656276, 10.5301103 52.1656399, 10.5308712 52.1656627)",,,
23345910,,Sophienstraße,residential,30,,False,False,58.908,"LINESTRING (10.5289232 52.1653225, 10.5288386 52.1650428, 10.5288296 52.1650155, 10.5287607 52.1648022)",,,
23345910,,Sophienstraße,residential,30,,False,True,59.133,"LINESTRING (10.5285894 52.1642809, 10.5287064 52.1646441, 10.5287607 52.1648022)",,,
23345912,,Lauenstraße,residential,30,,True,False,129.727,"LINESTRING (10.5285894 52.1642809, 10.5290074 52.1642453, 10.5290598 52.1642144, 10.5290653 52.1641677, 10.5289371 52.1633551)",,,
11645796,,Dr.-Heinrich-Jasper-Straße,tertiary,50,,False,False,46.727,"LINESTRING (10.5282555 52.1633973, 10.5289371 52.1633551)",,,
23345913,,Sophienstraße,residential,30,,True,False,101.055,"LINESTRING (10.5282555 52.1633973, 10.5282778 52.1634363, 10.528369 52.1635961, 10.5284503 52.1638137, 10.5285894 52.1642809)",,,
23345910,,Sophienstraße,residential,30,,False,False,59.133,"LINESTRING (10.5287607 52.1648022, 10.5287064 52.1646441, 10.5285894 52.1642809)",,,
23345910,,Sophienstraße,residential,30,,False,True,58.908,"LINESTRING (10.5287607 52.1648022, 10.5288296 52.1650155, 10.5288386 52.1650428, 10.5289232 52.1653225)",,,
23345911,,Schützenstraße,residential,30,,False,True,83.977,"LINESTRING (10.5287607 52.1648022, 10.5282017 52.1648608, 10.5276244 52.1649213, 10.5275976 52.1649241, 10.5275473 52.1649302)",,,
11645796,,Dr.-Heinrich-Jasper-Straße,tertiary,50,,False,True,46.727,"LINESTRING (10.5289371 52.1633551, 10.5282555 52.1633973)",,,
"[33262882, 23345883, 123203901, 123203902, 910544031]","['2', '3']","['Lessingplatz', 'Schloßplatz']",tertiary,"['50', '30']",,False,False,215.12300000000002,"LINESTRING (10.5289371 52.1633551, 10.5290155 52.1633511, 10.5291937 52.163334, 10.5301342 52.1632366, 10.5304005 52.163201, 10.5305421 52.1631807, 10.5306279 52.1631678, 10.5306391 52.1631663, 10.5308493 52.1631373, 10.5308806 52.1631336, 10.5310308 52.1631157, 10.5312289 52.1631026, 10.5315162 52.1630974, 10.5318942 52.1630908, 10.5319794 52.1630822, 10.5320448 52.1630641)",yes,,
"[1159169741, 23346246]",,Kleiner Zimmerhof,residential,,,False,False,50.986000000000004,"LINESTRING (10.533743 52.1634071, 10.5337379 52.1634869, 10.5337225 52.163598, 10.5337245 52.1637487, 10.5337633 52.1638627)",,,
"[1159169741, 23346246]",,Kleiner Zimmerhof,residential,,,False,True,50.986,"LINESTRING (10.5337633 52.1638627, 10.5337245 52.1637487, 10.5337225 52.163598, 10.5337379 52.1634869, 10.533743 52.1634071)",,,
28245116,,Schiffwall,tertiary,50,,False,False,13.55,"LINESTRING (10.5337633 52.1638627, 10.5338568 52.1638938, 10.5339283 52.1639296)",,,
28245116,,Schiffwall,tertiary,50,,False,True,91.983,"LINESTRING (10.5337633 52.1638627, 10.53349 52.1638557, 10.5332398 52.1638743, 10.5326908 52.1639152, 10.532544 52.1639158, 10.5324224 52.1639037)",,,
"[23346944, 125754635]",,Lohenstraße,residential,30,,False,True,66.378,"LINESTRING (10.5392777 52.1634928, 10.539397 52.1634911, 10.5402492 52.1634586)",,,
98501692,,Kreuzstraße,living_street,,,False,True,68.275,"LINESTRING (10.5412042 52.1628221, 10.540208 52.1628819)",,,
42813372,,Enge Straße,living_street,,,False,False,48.487,"LINESTRING (10.5412042 52.1628221, 10.5411764 52.1627445, 10.5410364 52.1623984)",,,
23346954,,Karlstraße,residential,,,False,False,11.45,"LINESTRING (10.5408553 52.1615784, 10.5408234 52.1614773)",,,
"[23346956, 26314021]",,"['Landeshuter Platz', 'Karlstraße']",residential,,,True,False,53.977000000000004,"LINESTRING (10.5408553 52.1615784, 10.5409505 52.1619071, 10.541051 52.1619717, 10.5411483 52.1619895)",,,
26314024,,Kannengießerstraße,residential,30,,False,True,52.613,"LINESTRING (10.5408553 52.1615784, 10.5402219 52.1616457, 10.5400953 52.1616592)",,,
29068947,,Landeshuter Platz,residential,,,False,False,7.683,"LINESTRING (10.5411483 52.1619895, 10.5410411 52.1620107)",,,
478653196,,Landeshuter Platz,residential,,,True,False,41.559,"LINESTRING (10.5411483 52.1619895, 10.5415955 52.1619419, 10.5417486 52.1619256)",,,
400867334,,Große Kirchstraße,residential,30,,True,False,5.703,"LINESTRING (10.5387246 52.1617233, 10.5387174 52.1616722)",,,
"[32352955, 27735022, 27735023]",2,Bahnhofstraße,tertiary,50,yes,False,False,65.35600000000001,"LINESTRING (10.5334707 52.1591434, 10.5335349 52.1592427, 10.5337072 52.1595252, 10.5337682 52.1596219, 10.5338168 52.1596914)",yes,,
126413583,,Bahnhof,living_street,,,False,False,168.46699999999998,"LINESTRING (10.5334707 52.1591434, 10.5334101 52.1592007, 10.533413 52.159232, 10.5332382 52.1593046, 10.5330004 52.1595203, 10.5329255 52.1595883, 10.5327122 52.1596747, 10.5325399 52.1597496, 10.5318539 52.1598298, 10.5316584 52.1596351)",,,
126413583,,Bahnhof,living_street,,,False,True,168.46699999999998,"LINESTRING (10.5316584 52.1596351, 10.5318539 52.1598298, 10.5325399 52.1597496, 10.5327122 52.1596747, 10.5329255 52.1595883, 10.5330004 52.1595203, 10.5332382 52.1593046, 10.533413 52.159232, 10.5334101 52.1592007, 10.5334707 52.1591434)",,,
32352942,2,Lange Straße,tertiary,50,,False,False,46.763,"LINESTRING (10.5398205 52.1602814, 10.5399068 52.1606986)",,K 88,
201284807,2,Lange Straße,tertiary,30,,False,True,99.25200000000001,"LINESTRING (10.5398205 52.1602814, 10.5398004 52.160194, 10.5397044 52.1597773, 10.5396749 52.1595788, 10.5396707 52.1595507, 10.5396477 52.1593954)",,K 88,
25961643,,Fischerstraße,residential,30,,False,False,6.3,"LINESTRING (10.5391385 52.1617064, 10.5391502 52.1617626)",,,
26314022,,Kannengießerstraße,residential,30,,True,False,28.295,"LINESTRING (10.5391385 52.1617064, 10.5387246 52.1617233)",,,
