osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width
93642339,True,3,B 104,Friedrich-Engels-Ring,primary,50,False,200.99699999999999,"LINESTRING (13.2630671 53.5533318, 13.2634739 53.5533674, 13.2638756 53.5534111, 13.2644057 53.5534876, 13.2648919 53.5535737, 13.2652756 53.5536599, 13.2655448 53.5537387, 13.265753 53.5538237, 13.2659114 53.5539032)",,
"[116027034, 352665982]",True,"['4', '3']",B 104,Friedrich-Engels-Ring,primary,50,False,120.634,"LINESTRING (13.2660484 53.5539992, 13.2661706 53.554088, 13.2663461 53.5542806, 13.2664767 53.554483, 13.2665665 53.5546734, 13.2666363 53.5548494, 13.2666808 53.555003)",,
"[116017825, 689843686]",True,"['4', '3']",B 104,Friedrich-Engels-Ring,primary,50,False,123.13300000000001,"LINESTRING (13.2576711 53.5602767, 13.2569805 53.560022, 13.2566082 53.5598722, 13.2561111 53.5596708)",,
"[422598562, 263944211, 263944213, 1050422478]",True,"['4', '3']",B 104,Friedrich-Engels-Ring,primary,50,False,241.47900000000004,"LINESTRING (13.2552282 53.5590792, 13.2551243 53.5589607, 13.2546632 53.5584017, 13.2543525 53.5580138, 13.2543294 53.5579823, 13.254266 53.5578904, 13.2541931 53.5577654, 13.2540795 53.5575633, 13.254042 53.5574137, 13.2540173 53.5572608, 13.2540062 53.5570588)",,
"[1058129872, 283172841, 1058129871, 23545319]",True,"['4', '3']",B 104,Friedrich-Engels-Ring,primary,50,False,121.711,"LINESTRING (13.2540442 53.5565645, 13.2540819 53.5562484, 13.2541116 53.5559989, 13.2541158 53.5559638, 13.2541281 53.5558388, 13.2541471 53.5556504, 13.254165 53.5554723)",yes,
23291203,True,3,B 104,Friedrich-Engels-Ring,primary,50,False,171.215,"LINESTRING (13.2604896 53.5534108, 13.2606844 53.5533857, 13.260898 53.5533636, 13.2611354 53.5533413, 13.2613961 53.5533222, 13.2615276 53.5533167, 13.2616251 53.5533141, 13.261964 53.5533098, 13.2620594 53.553309, 13.2625812 53.5533115, 13.2630671 53.5533318)",,
29253665,True,2,B 104,Woldegker Straße,primary,50,False,53.471,"LINESTRING (13.2666521 53.5592266, 13.2666059 53.5592485, 13.2664979 53.5593028, 13.2664609 53.5593214, 13.2664321 53.5593359, 13.266148 53.5594788, 13.2660398 53.5595409)",,
29253666,True,2,L 35,Demminer Straße,secondary,50,False,67.377,"LINESTRING (13.2666521 53.5592266, 13.2666671 53.5592669, 13.2666876 53.5593152, 13.2666993 53.5593419, 13.2667073 53.5593602, 13.2667763 53.5594912, 13.2668368 53.5595859, 13.266914 53.5596899, 13.2669993 53.5597944)",,
4674226,False,,,2.Ringstraße,living_street,,False,123.583,"LINESTRING (13.2613064 53.5602264, 13.2612119 53.5602381, 13.2607168 53.5602572, 13.2605103 53.5602563, 13.2604647 53.5602553, 13.260439 53.5602538, 13.2603174 53.5602405, 13.2600514 53.5601911, 13.2596103 53.5600621, 13.2595161 53.5600326)",,
29170944,False,,,Stargarder Straße,residential,30,True,42.498999999999995,"LINESTRING (13.2613064 53.5602264, 13.2612875 53.5600421, 13.2612673 53.5598449)",,
"[29225036, 672275748]",False,3,,Stargarder Straße,residential,30,"[False, True]",42.584,"LINESTRING (13.2613064 53.5602264, 13.2613097 53.5602801, 13.2613159 53.5605346, 13.2613177 53.5606093)",,
"[4674225, 675682878]",False,,,1.Ringstraße,living_street,,False,300.875,"LINESTRING (13.2613064 53.5602264, 13.2614243 53.5602125, 13.2614785 53.5602089, 13.2622384 53.560165, 13.2627457 53.5601316, 13.2628633 53.5601129, 13.2631425 53.5600522, 13.2632654 53.5600127, 13.2633971 53.5599632, 13.2635895 53.559892, 13.2638928 53.559761, 13.2640664 53.5596671, 13.2642944 53.5595251, 13.2646598 53.5592168, 13.2648746 53.5589782, 13.2649305 53.5589052)",,
"[29170944, 268094181]",False,,,Stargarder Straße,residential,30,False,49.408,"LINESTRING (13.2612214 53.5594014, 13.2612291 53.5594751, 13.2612524 53.5596989, 13.2612673 53.5598449)",,
"[268094179, 268094180, 268094181]",False,,,Stargarder Straße,residential,30,"[False, True]",51.503,"LINESTRING (13.2612214 53.5594014, 13.2612169 53.5593346, 13.2612025 53.5590101, 13.2612013 53.5589686, 13.2612004 53.5589384)",,
"[4674227, 988778749]",True,,,Pontanusstraße,residential,30,False,107.80799999999999,"LINESTRING (13.2612214 53.5594014, 13.2610593 53.5594046, 13.2606994 53.5594107, 13.2606819 53.5594113, 13.2603274 53.5594227, 13.2595908 53.5594439)",,
110401146,False,,,Stargarder Straße,residential,30,True,20.207,"LINESTRING (13.2612004 53.5589384, 13.2611952 53.5587567)",,
"[268094177, 4674213, 268094175]",False,,,Friedländer Straße,residential,30,False,139.89,"LINESTRING (13.2612004 53.5589384, 13.2613698 53.5589366, 13.2615003 53.5589353, 13.2618 53.5589353, 13.2632414 53.5589353, 13.2633183 53.5589353)",,
"[268094179, 268094180, 268094181]",False,,,Stargarder Straße,residential,30,"[False, True]",51.503,"LINESTRING (13.2612004 53.5589384, 13.2612013 53.5589686, 13.2612025 53.5590101, 13.2612169 53.5593346, 13.2612214 53.5594014)",,
110401146,False,,,Stargarder Straße,residential,30,False,80.173,"LINESTRING (13.2611743 53.5580358, 13.2611775 53.5581473, 13.2611929 53.5586794, 13.2611952 53.5587567)",,
110401146,False,,,Stargarder Straße,residential,30,True,205.541,"LINESTRING (13.2611743 53.5580358, 13.2611719 53.5579553, 13.2611684 53.5578334, 13.2611675 53.5576889, 13.2611658 53.5572079, 13.2611654 53.5571106, 13.2611663 53.5570422, 13.2611669 53.5570008, 13.2611775 53.5561874)",,
"[265031873, 265031874, 265031875, 4674217, 265039218]",False,,,Neutorstraße,residential,30,False,144.904,"LINESTRING (13.2611775 53.5561874, 13.2614125 53.5561933, 13.2621996 53.5561963, 13.2623067 53.5561836, 13.2623674 53.5561764, 13.2630423 53.5561679, 13.2630975 53.5561732, 13.2632403 53.5561983, 13.2632975 53.5562045, 13.2633597 53.556206)",,
110401146,False,,,Stargarder Straße,residential,30,False,205.541,"LINESTRING (13.2611775 53.5561874, 13.2611669 53.5570008, 13.2611663 53.5570422, 13.2611654 53.5571106, 13.2611658 53.5572079, 13.2611675 53.5576889, 13.2611684 53.5578334, 13.2611719 53.5579553, 13.2611743 53.5580358)",,
"[110401146, 265039219, 265039220]",False,,,Stargarder Straße,residential,30,True,114.913,"LINESTRING (13.2611775 53.5561874, 13.2611791 53.5560685, 13.2611867 53.5559495, 13.2611962 53.5558032, 13.261209 53.5556037, 13.2612293 53.5552896, 13.2612625 53.555156)",,
265802321,False,,,Kleine Wollweberstraße,residential,30,True,105.497,"LINESTRING (13.2611775 53.5561874, 13.2609946 53.5561837, 13.2606413 53.556177, 13.2596443 53.5561562, 13.2595813 53.5561549)",,
4674222,False,,,Pfaffenstraße,residential,30,False,157.799,"LINESTRING (13.2612625 53.555156, 13.2614522 53.5551538, 13.2616211 53.5551547, 13.2617072 53.555145, 13.2617758 53.5551373, 13.2619663 53.5551405, 13.2628459 53.5551555, 13.2629424 53.555173, 13.2632128 53.5551755, 13.2635481 53.5551825, 13.2636435 53.5551832)",,
4674240,False,,,Schulstraße,residential,30,True,107.475,"LINESTRING (13.2612625 53.555156, 13.2610768 53.555158, 13.2602387 53.5551614, 13.2596355 53.5551638)",,
