osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width
23792314,True,1,Bernburger Straße,secondary,50,False,41.173,"LINESTRING (11.9688185 51.7550214, 11.9689064 51.7549852, 11.9691794 51.7549549, 11.9692826 51.7549399, 11.9693828 51.754913)",
23792316,False,2,Bernburger Straße,secondary,50,True,61.658,"LINESTRING (11.9688185 51.7550214, 11.968685 51.7550438, 11.9679591 51.7551777)",
23792316,False,2,Bernburger Straße,secondary,50,False,61.658,"LINESTRING (11.9679591 51.7551777, 11.968685 51.7550438, 11.9688185 51.7550214)",
15526598,False,,Bärplatz,residential,50,True,40.716,"LINESTRING (11.9801655 51.7505457, 11.9806002 51.750794)",
"[163129563, 172506043]",False,,Bärplatz,residential,50,False,27.731,"LINESTRING (11.9801655 51.7505457, 11.9800839 51.7504677, 11.9799354 51.7503411)",
1072102554,False,2,Hallesche Straße,residential,50,False,25.749,"LINESTRING (11.9718166 51.7478654, 11.9716182 51.7476691)",
16779713,False,,Hallesche Straße,residential,50,True,183.11999999999998,"LINESTRING (11.9718166 51.7478654, 11.9718792 51.7479291, 11.9722584 51.748443, 11.972616 51.7489275, 11.9727339 51.7490836, 11.9729408 51.7493574)",
140126252,False,,Friedhofstraße,residential,,True,127.446,"LINESTRING (11.9718166 51.7478654, 11.9718968 51.7478404, 11.9719514 51.7478261, 11.9721079 51.7477974, 11.9724607 51.7477759, 11.9725591 51.7477727, 11.9727814 51.7477692, 11.9731742 51.7477763, 11.9736419 51.7478084)",
1072102554,False,2,Hallesche Straße,residential,50,True,25.749,"LINESTRING (11.9716182 51.7476691, 11.9718166 51.7478654)",
15526604,False,,Eduardstraße,residential,,False,145.19,"LINESTRING (11.9716182 51.7476691, 11.9715577 51.7476849, 11.9713635 51.7477245, 11.9695258 51.747765)",
15526604,False,,Eduardstraße,residential,,True,142.962,"LINESTRING (11.9674492 51.747771, 11.9695258 51.747765)",
15526607,False,,Kantstraße,residential,,False,75.837,"LINESTRING (11.9674492 51.747771, 11.9664864 51.7481024)",
24835095,False,2,Sebastian-Bach-Straße,residential,50,False,14.913,"LINESTRING (11.9674492 51.747771, 11.9674875 51.747639)",
15526607,False,,Kantstraße,residential,,True,75.837,"LINESTRING (11.9664864 51.7481024, 11.9674492 51.747771)",
24781147,False,,Siebenbrünnenpromenade,residential,50,False,84.637,"LINESTRING (11.9664864 51.7481024, 11.9670229 51.7484263, 11.9671382 51.7485276, 11.9672267 51.748692)",
16779713,False,,Hallesche Straße,residential,50,False,183.12,"LINESTRING (11.9729408 51.7493574, 11.9727339 51.7490836, 11.972616 51.7489275, 11.9722584 51.748443, 11.9718792 51.7479291, 11.9718166 51.7478654)",
47374650,False,,Bärteichpromenade,residential,,True,95.994,"LINESTRING (11.9729408 51.7493574, 11.9728912 51.7493744, 11.9722484 51.7495953, 11.9717114 51.7497645)",
"[47374651, 1187639093]",False,,Bärteichpromenade,residential,30,False,106.164,"LINESTRING (11.9729408 51.7493574, 11.9731902 51.7494301, 11.973352 51.749437, 11.9734726 51.7494422, 11.9735532 51.7494456, 11.9736768 51.7494509, 11.9738054 51.7494564, 11.9744537 51.7494841)",
"[172506043, 163129563]",False,,Bärplatz,residential,50,True,27.731,"LINESTRING (11.9799354 51.7503411, 11.9800839 51.7504677, 11.9801655 51.7505457)",
172506044,False,,Mühlenstraße,residential,50,False,85.92,"LINESTRING (11.9799354 51.7503411, 11.9795149 51.749776, 11.9793891 51.7496472)",
26718692,True,1,Lange Straße,secondary,,False,31.091,"LINESTRING (11.96934 51.7551894, 11.9693455 51.7551006, 11.9693886 51.7549856, 11.9693828 51.754913)",
1184531619,True,1,Lange Straße,secondary,50,False,41.086,"LINESTRING (11.96934 51.7551894, 11.9692431 51.7551635, 11.9691579 51.7551123, 11.969056 51.7550719, 11.9689474 51.7550437, 11.9688185 51.7550214)",
