osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,junction
"[5104536, 1133206274]","['2', '3']",L 160,Johanniswall,secondary,50,False,False,97.509,"LINESTRING (9.2286674 52.9244781, 9.228676 52.9244771, 9.2289717 52.9244425, 9.2290105 52.9244387, 9.2290515 52.9244345, 9.2292027 52.9244202, 9.229373 52.9244018, 9.2295701 52.9243714, 9.2298965 52.9243063, 9.2299953 52.9242784, 9.2300659 52.9242541)",,,
112758035,2,L 160,,secondary,50,True,False,12.757,"LINESTRING (9.2286674 52.9244781, 9.2285406 52.9245311, 9.2285114 52.9245438)",,,
5179009,,,Kleine Wallstraße,residential,30,False,True,90.324,"LINESTRING (9.2307387 52.9238785, 9.2308192 52.9239132, 9.2318429 52.924344)",,,
228595877,2,L 160,Johanniswall,secondary,50,False,False,67.897,"LINESTRING (9.2307387 52.9238785, 9.2309717 52.9236421, 9.2311298 52.9234428, 9.2312021 52.9233367)",,,
228595877,2,L 160,Johanniswall,secondary,50,False,True,36.489999999999995,"LINESTRING (9.2307387 52.9238785, 9.2305616 52.9240155, 9.2303717 52.9241192)",,,
5104220,,,Feldstraße,residential,30,False,True,142.603,"LINESTRING (9.2356347 52.917477, 9.2349099 52.9186827)",,,
5104220,,,Feldstraße,residential,30,False,False,142.603,"LINESTRING (9.2349099 52.9186827, 9.2356347 52.917477)",,,
5106103,,,Georgstraße,residential,30,True,False,186.68200000000002,"LINESTRING (9.2349099 52.9186827, 9.2345371 52.9185614, 9.2329996 52.9184376, 9.2325443 52.9184061, 9.2322556 52.9184004, 9.2321931 52.9183992)",,,
"[29455695, 5107783]",3,L 171,Lindhooper Straße,secondary,50,False,"[False, True]",118.21999999999998,"LINESTRING (9.2312021 52.9233367, 9.2313335 52.9233603, 9.2316964 52.9234038, 9.2326501 52.9235049, 9.2327647 52.9235193, 9.2329319 52.9235409)",,,
"[268935241, 6279775]",,,,residential,,True,False,211.49699999999999,"LINESTRING (9.2312021 52.9233367, 9.2309053 52.9232211, 9.2309271 52.9231351, 9.2313287 52.9215515)",,,
"[197153169, 551860427, 31031068, 551860431]",2,L 160,"['Nikolaiwall', 'Johanniswall']",secondary,50,False,True,288.598,"LINESTRING (9.2312021 52.9233367, 9.2312258 52.9232779, 9.231274 52.923165, 9.2314067 52.9227104, 9.23158 52.9221065, 9.2316235 52.9219626, 9.2317258 52.9216106, 9.2317407 52.9215569, 9.231761 52.9214882, 9.2318094 52.9213217, 9.2318652 52.9211993, 9.2319458 52.9211006, 9.2320594 52.920986, 9.232129 52.9209037, 9.2321805 52.9208255)",,,
228595877,2,L 160,Johanniswall,secondary,50,False,True,67.897,"LINESTRING (9.2312021 52.9233367, 9.2311298 52.9234428, 9.2309717 52.9236421, 9.2307387 52.9238785)",,,
5155208,,,Georgstraße,residential,30,False,True,139.936,"LINESTRING (9.2321931 52.9183992, 9.2321268 52.9183993, 9.2311513 52.9184279, 9.2311214 52.9184273, 9.2301077 52.9184059)",,,
5184970,2,L 160,Nikolaiwall,secondary,50,False,False,165.812,"LINESTRING (9.2321931 52.9183992, 9.2321942 52.9184732, 9.2322 52.919591, 9.2322009 52.9196198, 9.232201 52.9197847, 9.232211 52.9198902)",,,
5108650,,,Marienstraße,residential,30,False,True,135.18,"LINESTRING (9.2358309 52.918987, 9.2352257 52.9198892, 9.2350669 52.920112)",,,
"[760667510, 760636087]",,,Georgstraße,residential,30,True,False,70.411,"LINESTRING (9.2358309 52.918987, 9.2354853 52.9188734, 9.2349099 52.9186827)",,,
19073901,,,Worth,residential,30,False,True,84.881,"LINESTRING (9.2323997 52.9259976, 9.2336654 52.9260201)",,,
5108520,,,Hohe Leuchte,residential,30,False,False,63.504000000000005,"LINESTRING (9.2323997 52.9259976, 9.2325725 52.9259069, 9.2326798 52.9257808, 9.2328674 52.9255124)",,,
5791008,,,Hohe Leuchte,residential,30,False,True,48.905,"LINESTRING (9.2342486 52.9237439, 9.2342015 52.9238413, 9.2340548 52.9241679)",,,
294583349,,L 171,Lindhooper Straße,secondary,50,False,True,91.11500000000001,"LINESTRING (9.2342486 52.9237439, 9.2339742 52.9236975, 9.2329319 52.9235409)",,,
5108520,,,Hohe Leuchte,residential,30,False,False,170.082,"LINESTRING (9.2328674 52.9255124, 9.2329188 52.9254549, 9.2334979 52.9248984, 9.2337413 52.9246628, 9.2338197 52.924539, 9.2340548 52.9241679)",,,
5108520,,,Hohe Leuchte,residential,30,False,True,63.504000000000005,"LINESTRING (9.2328674 52.9255124, 9.2326798 52.9257808, 9.2325725 52.9259069, 9.2323997 52.9259976)",,,
5149187,,,Gartenstraße,residential,30,False,False,131.709,"LINESTRING (9.2328674 52.9255124, 9.2327434 52.9254368, 9.2322717 52.9251679, 9.2314163 52.9247143)",,,
805908628,,,Zollstraße,residential,30,True,False,50.132,"LINESTRING (9.2314163 52.9247143, 9.2318429 52.924344)",,,
5149187,,,Gartenstraße,residential,30,False,True,131.709,"LINESTRING (9.2314163 52.9247143, 9.2322717 52.9251679, 9.2327434 52.9254368, 9.2328674 52.9255124)",,,
"[5819625, 5819629, 127245453]",,,"['Stifthofstraße', 'Piepenbrink']",residential,30,False,False,366.38399999999996,"LINESTRING (9.2300754 52.9214917, 9.2300933 52.9215829, 9.2300817 52.9216883, 9.2300647 52.9218369, 9.23004 52.9219229, 9.2300174 52.9219902, 9.2298798 52.9223256, 9.2298298 52.9224723, 9.2297624 52.92267, 9.2296901 52.9228815, 9.2296348 52.9230558, 9.2296325 52.923096, 9.2296084 52.9232287, 9.2295428 52.9235048, 9.2294735 52.9237117, 9.2294356 52.9238249, 9.2293702 52.9238907, 9.2292521 52.9239502, 9.2291591 52.9239907, 9.2290472 52.9240124, 9.228936 52.9240112, 9.2288291 52.9239941, 9.2286849 52.923971, 9.2281362 52.923869, 9.2280661 52.9238587)",6.5,,
5155208,,,Georgstraße,residential,30,False,False,139.93599999999998,"LINESTRING (9.2301077 52.9184059, 9.2311214 52.9184273, 9.2311513 52.9184279, 9.2321268 52.9183993, 9.2321931 52.9183992)",,,
127245451,,,Obere Straße,residential,30,True,False,110.744,"LINESTRING (9.2301077 52.9184059, 9.2300796 52.9192564, 9.2300666 52.9193459, 9.2300489 52.9194003)",3.5,,
5184972,,,Schleppenföhrerstraße,residential,30,True,False,166.02,"LINESTRING (9.2300489 52.9194003, 9.2309565 52.9196252, 9.2312488 52.9197143, 9.2312791 52.9198539, 9.2314334 52.9198585, 9.2318047 52.9198694, 9.232135 52.9198853, 9.232211 52.9198902)",,,
"[127245451, 166564799]",,,Obere Straße,residential,30,True,False,205.345,"LINESTRING (9.2300489 52.9194003, 9.2300262 52.9194898, 9.2299336 52.9198416, 9.2299489 52.9205691, 9.2299476 52.9205872, 9.2299427 52.9209283, 9.2299266 52.9210035, 9.2298763 52.9212389)",3.5,,
"[5184968, 199012749]",,,Untere Straße,residential,30,False,False,125.002,"LINESTRING (9.2273837 52.9199723, 9.2273911 52.9199181, 9.2274374 52.9198473, 9.2274709 52.9198158, 9.22752 52.9197793, 9.2278233 52.9196014, 9.2279293 52.919471, 9.227984 52.9194037, 9.2279987 52.9193815, 9.2280146 52.9193574, 9.2280903 52.9191418, 9.2281263 52.9189795)",7,,
"[6003691, 6003663]",,,"['Hinter der Mauer', 'Brückstraße']",residential,30,True,False,280.397,"LINESTRING (9.2273837 52.9199723, 9.2279041 52.9199788, 9.227892 52.920289, 9.2278766 52.9204827, 9.2278291 52.9206586, 9.227795 52.9207397, 9.2277573 52.9208265, 9.227528 52.9212866, 9.2274349 52.9214733, 9.2272902 52.9218142, 9.2271514 52.922128)",4.2,,
"[160774065, 5185169]",,,Reeperbahn,residential,30,False,"[False, True]",360.54900000000004,"LINESTRING (9.2273837 52.9199723, 9.2273797 52.9200008, 9.2273845 52.9200657, 9.2274081 52.9203882, 9.2274031 52.9204615, 9.2273928 52.9205404, 9.2273634 52.920632, 9.2272924 52.9207229, 9.2272163 52.9208501, 9.2269442 52.9213882, 9.2267743 52.9217357, 9.2266204 52.9220276, 9.2265941 52.9220774, 9.2265593 52.9221409, 9.226438 52.9223777, 9.2264246 52.9224038, 9.2260668 52.9230899)",5,,
5149189,,,Zollstraße,residential,30,False,False,102.786,"LINESTRING (9.2318429 52.924344, 9.2326373 52.9236501, 9.2327071 52.9235806)",,,
5179009,,,Kleine Wallstraße,residential,30,False,False,90.324,"LINESTRING (9.2318429 52.924344, 9.2308192 52.9239132, 9.2307387 52.9238785)",,,
27759348,,,Conrad-Wode-Straße,residential,30,False,True,17.348,"LINESTRING (9.2288766 52.9257299, 9.2287815 52.9257587, 9.2286437 52.9257979)",,,
69674184,2,B 215,Bremer Straße,primary,50,False,False,77.926,"LINESTRING (9.2288766 52.9257299, 9.2284958 52.9252278, 9.2284439 52.9251604, 9.228392 52.9250929)",,,
