osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,width,lanes,access
38890858,residential,,,False,True,37.655,"LINESTRING (8.5124746 48.3498732, 8.5122261 48.3499289, 8.5121434 48.3499474, 8.5119888 48.3499749)",,Pfarrgasse,4,,
39011138,residential,,,False,True,75.651,"LINESTRING (8.5124746 48.3498732, 8.5126275 48.350004, 8.5129806 48.3501491, 8.5132744 48.3502866)",,Schulzengasse,3,,
38890859,residential,,,False,False,57.884,"LINESTRING (8.5128827 48.3496064, 8.5135356 48.349894)",,Grabenstraße,3,,
38890858,residential,,,False,False,67.404,"LINESTRING (8.5128827 48.3496064, 8.5129476 48.3493938, 8.5129552 48.3493066, 8.5129686 48.3491523, 8.5129479 48.3490056)",,Pfarrgasse,4,,
38890858,residential,,,False,True,20.281,"LINESTRING (8.5128827 48.3496064, 8.5128419 48.3496732, 8.5128144 48.3497166, 8.5127643 48.349744, 8.512741 48.3497568)",,Pfarrgasse,4,,
38890858,residential,,,False,True,67.404,"LINESTRING (8.5129479 48.3490056, 8.5129686 48.3491523, 8.5129552 48.3493066, 8.5129476 48.3493938, 8.5128827 48.3496064)",,Pfarrgasse,4,,
38890861,residential,,,False,True,74.943,"LINESTRING (8.5129479 48.3490056, 8.5127283 48.3490415, 8.5124863 48.3490999, 8.5123158 48.349155, 8.5122153 48.3492012, 8.5120468 48.3492939)",,Brühlstraße,4,,
"[39011521, 240719732]",residential,,,False,False,282.583,"LINESTRING (8.5129479 48.3490056, 8.512932 48.348949, 8.5127967 48.3486474, 8.5127862 48.3485165, 8.5129058 48.3482895, 8.5129513 48.3482324, 8.513107 48.3480369, 8.5135839 48.3475615, 8.5138745 48.3471603, 8.5142378 48.3467282)",,Malischstraße,4,,
26538821,secondary,50,,False,False,33.838,"LINESTRING (8.5060141 48.3504789, 8.5064244 48.3503438)",L 412,Freudenstädter Straße,,,
26538821,secondary,50,,False,True,93.929,"LINESTRING (8.5060141 48.3504789, 8.5048965 48.3508813)",L 412,Freudenstädter Straße,,,
38936769,residential,,,False,True,174.505,"LINESTRING (8.5060141 48.3504789, 8.5053745 48.3495712, 8.5052524 48.3494258, 8.5050779 48.3492908, 8.5048078 48.3491592)",,Krankenhausstraße,4,,
38936769,residential,,,False,False,60.45,"LINESTRING (8.5034364 48.3486594, 8.5041667 48.3489043)",,Krankenhausstraße,4,,
38936769,residential,,,False,True,63.142,"LINESTRING (8.5034364 48.3486594, 8.5026596 48.3484229)",,Krankenhausstraße,4,,
39011141,residential,,,False,False,130.347,"LINESTRING (8.5034364 48.3486594, 8.5042531 48.3476204)",,Beethovenstraße,4,,
39011141,residential,,,False,True,105.135,"LINESTRING (8.5034364 48.3486594, 8.5029106 48.3494549, 8.5028533 48.3495214)",,Beethovenstraße,4,,
26444839,residential,,,False,False,29.716,"LINESTRING (8.5051119 48.3465649, 8.5047501 48.3464483)",,Mühlweg,,,
39011141,residential,,,False,True,133.428,"LINESTRING (8.5051119 48.3465649, 8.5042531 48.3476204)",,Beethovenstraße,4,,
657959461,residential,,,False,False,64.678,"LINESTRING (8.5051119 48.3465649, 8.5054784 48.3460367)",,Goethestraße,,,
26444839,residential,,,False,True,112.038,"LINESTRING (8.5051119 48.3465649, 8.5058186 48.3467689, 8.5065216 48.3469339)",,Mühlweg,,,
39011137,residential,,,False,False,15.694,"LINESTRING (8.5019434 48.3545648, 8.5021482 48.3545274)",,Hansjakob-Weg,3,,
39011137,residential,,,False,True,151.03199999999998,"LINESTRING (8.5019434 48.3545648, 8.5018304 48.3545577, 8.5017406 48.3545321, 8.5014824 48.3543213, 8.5014588 48.3542788, 8.50146 48.3542006, 8.5015417 48.3541458, 8.5019512 48.353955, 8.5019797 48.3538939, 8.5019812 48.3538426, 8.5019683 48.3537801, 8.5019797 48.3537015, 8.5020297 48.3535493)",,Hansjakob-Weg,3,,
357821596,residential,,,False,False,24.215,"LINESTRING (8.513432 48.3501006, 8.5135356 48.349894)",,Enge Gasse,3,,
357821597,residential,,,False,True,63.788,"LINESTRING (8.513432 48.3501006, 8.512741 48.3497568)",,Enge Gasse,,,
357821597,residential,,,False,False,39.615,"LINESTRING (8.513432 48.3501006, 8.5135557 48.3501489, 8.5136655 48.350155, 8.5137569 48.3501398, 8.5138746 48.3500422)",,Enge Gasse,,,
357821636,residential,,,False,True,23.803,"LINESTRING (8.513432 48.3501006, 8.5133821 48.3501755, 8.5132744 48.3502866)",,Schulzengasse,3,,
38890859,residential,,,False,False,29.986,"LINESTRING (8.5135356 48.349894, 8.5138746 48.3500422)",,Grabenstraße,3,,
38890859,residential,,,False,True,57.884,"LINESTRING (8.5135356 48.349894, 8.5128827 48.3496064)",,Grabenstraße,3,,
357821596,residential,,,False,True,24.215,"LINESTRING (8.5135356 48.349894, 8.513432 48.3501006)",,Enge Gasse,3,,
26538821,secondary,50,,False,False,40.323,"LINESTRING (8.5044175 48.351055, 8.5048965 48.3508813)",L 412,Freudenstädter Straße,,,
26538821,secondary,50,,False,True,175.19100000000003,"LINESTRING (8.5044175 48.351055, 8.5034913 48.3513894, 8.5032836 48.3514674, 8.5023552 48.3518317)",L 412,Freudenstädter Straße,,,
39011140,residential,,,False,False,184.916,"LINESTRING (8.5044175 48.351055, 8.5039353 48.3508317, 8.5034709 48.3505318, 8.5033048 48.3504095, 8.5030949 48.3503019, 8.5028805 48.3501921, 8.5024977 48.3499959)",,Daimlerstraße,4,,
38936772,residential,,,False,True,159.57299999999998,"LINESTRING (8.5024977 48.3499959, 8.5018596 48.3505103, 8.5015627 48.3507496, 8.5011241 48.3511032)",,Siemensstraße,4,,
39011140,residential,,,False,True,184.916,"LINESTRING (8.5024977 48.3499959, 8.5028805 48.3501921, 8.5030949 48.3503019, 8.5033048 48.3504095, 8.5034709 48.3505318, 8.5039353 48.3508317, 8.5044175 48.351055)",,Daimlerstraße,4,,
39011141,residential,,,False,False,59.273,"LINESTRING (8.5024977 48.3499959, 8.5026725 48.349824, 8.5028533 48.3495214)",,Beethovenstraße,4,,
26444839,residential,,,False,True,48.689,"LINESTRING (8.5065216 48.3469339, 8.5071552 48.3470539)",,Mühlweg,,,
986846687,residential,,,False,True,49.219,"LINESTRING (8.5065216 48.3469339, 8.5062828 48.3473471)",,Panoramastraße,,,
26444839,residential,,,False,False,112.038,"LINESTRING (8.5065216 48.3469339, 8.5058186 48.3467689, 8.5051119 48.3465649)",,Mühlweg,,,
896239022,residential,,,False,False,127.035,"LINESTRING (8.5057824 48.3482181, 8.5048078 48.3491592)",,Panoramastraße,4,,
986846687,residential,,,False,False,103.671,"LINESTRING (8.5057824 48.3482181, 8.5062828 48.3473471)",,Panoramastraße,,,
39011144,residential,,,False,False,219.099,"LINESTRING (8.5057824 48.3482181, 8.5058239 48.3482476, 8.5063487 48.3484715, 8.5071552 48.3470539)",,Hauffstraße,3,,
39011146,residential,,,False,True,68.719,"LINESTRING (8.5057824 48.3482181, 8.5057408 48.3481887, 8.504982 48.347907)",,Jahnstraße,3,,
26444839,residential,,,False,False,48.689,"LINESTRING (8.5071552 48.3470539, 8.5065216 48.3469339)",,Mühlweg,,,
26444839,residential,,,False,True,47.05,"LINESTRING (8.5071552 48.3470539, 8.5072539 48.3470798, 8.5075329 48.347153, 8.5077374 48.3472238)",,Mühlweg,,,
39011144,residential,,,False,True,219.099,"LINESTRING (8.5071552 48.3470539, 8.5063487 48.3484715, 8.5058239 48.3482476, 8.5057824 48.3482181)",,Hauffstraße,3,,
657959467,residential,,,False,True,73.328,"LINESTRING (8.5071552 48.3470539, 8.5073023 48.3467248, 8.5073613 48.3464111)",,Heinrich-Heine-Straße,,,
986846687,residential,,,False,False,49.219,"LINESTRING (8.5062828 48.3473471, 8.5065216 48.3469339)",,Panoramastraße,,,
986846687,residential,,,False,True,103.671,"LINESTRING (8.5062828 48.3473471, 8.5057824 48.3482181)",,Panoramastraße,,,
39011145,residential,,,False,False,152.894,"LINESTRING (8.5062828 48.3473471, 8.5055448 48.3471484, 8.504982 48.347907)",,Mörikestraße,3,,
39011145,residential,,,False,False,126.206,"LINESTRING (8.504982 48.347907, 8.5041667 48.3489043)",,Mörikestraße,3,,
39011146,residential,,,False,True,62.588,"LINESTRING (8.504982 48.347907, 8.5042531 48.3476204)",,Jahnstraße,3,,
39011145,residential,,,False,True,152.894,"LINESTRING (8.504982 48.347907, 8.5055448 48.3471484, 8.5062828 48.3473471)",,Mörikestraße,3,,
39011146,residential,,,False,False,68.719,"LINESTRING (8.504982 48.347907, 8.5057408 48.3481887, 8.5057824 48.3482181)",,Jahnstraße,3,,
38936769,residential,,,False,True,60.45,"LINESTRING (8.5041667 48.3489043, 8.5034364 48.3486594)",,Krankenhausstraße,4,,
39011145,residential,,,False,True,126.206,"LINESTRING (8.5041667 48.3489043, 8.504982 48.347907)",,Mörikestraße,3,,
38936769,residential,,,False,False,55.219,"LINESTRING (8.5041667 48.3489043, 8.5047804 48.3491459, 8.5048078 48.3491592)",,Krankenhausstraße,4,,
39011141,residential,,,False,False,133.428,"LINESTRING (8.5042531 48.3476204, 8.5051119 48.3465649)",,Beethovenstraße,4,,
39011141,residential,,,False,True,130.347,"LINESTRING (8.5042531 48.3476204, 8.5034364 48.3486594)",,Beethovenstraße,4,,
39011146,residential,,,False,False,62.588,"LINESTRING (8.5042531 48.3476204, 8.504982 48.347907)",,Jahnstraße,3,,
26444839,residential,,,False,True,41.368,"LINESTRING (8.5042467 48.3462856, 8.5047501 48.3464483)",,Mühlweg,,,
39011147,residential,,,False,False,32.733,"LINESTRING (8.5042467 48.3462856, 8.5039595 48.3465097)",,Franz-Schubert-Straße,4,,
39011147,residential,,,False,True,32.733,"LINESTRING (8.5039595 48.3465097, 8.5042467 48.3462856)",,Franz-Schubert-Straße,4,,
39011147,residential,,,False,False,87.97200000000001,"LINESTRING (8.5039595 48.3465097, 8.5038399 48.3466862, 8.5037497 48.3469417, 8.5036659 48.3470683, 8.5034698 48.3472158)",,Franz-Schubert-Straße,4,,
39065282,residential,,,False,False,341.091,"LINESTRING (8.5039595 48.3465097, 8.5037241 48.346428, 8.5033869 48.3462967, 8.5031693 48.3462638, 8.5029583 48.346294, 8.5027722 48.3463765, 8.502433 48.3467449, 8.5023255 48.3468713, 8.5022688 48.3470409, 8.5021995 48.3471493, 8.5020849 48.3472593, 8.5019891 48.34738, 8.5019371 48.3475155, 8.5019346 48.3476764, 8.5019736 48.3477965, 8.5020622 48.3478563, 8.5021725 48.3479104, 8.502463 48.3480071, 8.5027522 48.3481464)",,Johann-Sebastian-Bach-Straße,4,,
39011147,residential,,,False,False,32.302,"LINESTRING (8.5027522 48.3481464, 8.5026564 48.3482843, 8.5026596 48.3484229)",,Franz-Schubert-Straße,4,,
39011147,residential,,,False,True,118.488,"LINESTRING (8.5027522 48.3481464, 8.5029094 48.348036, 8.5030455 48.3478606, 8.5031352 48.3476752, 8.5032237 48.3475719, 8.5033167 48.34733, 8.5034698 48.3472158)",,Franz-Schubert-Straße,4,,
39065282,residential,,,False,True,341.09100000000007,"LINESTRING (8.5027522 48.3481464, 8.502463 48.3480071, 8.5021725 48.3479104, 8.5020622 48.3478563, 8.5019736 48.3477965, 8.5019346 48.3476764, 8.5019371 48.3475155, 8.5019891 48.34738, 8.5020849 48.3472593, 8.5021995 48.3471493, 8.5022688 48.3470409, 8.5023255 48.3468713, 8.502433 48.3467449, 8.5027722 48.3463765, 8.5029583 48.346294, 8.5031693 48.3462638, 8.5033869 48.3462967, 8.5037241 48.346428, 8.5039595 48.3465097)",,Johann-Sebastian-Bach-Straße,4,,
38936769,residential,,,False,False,63.142,"LINESTRING (8.5026596 48.3484229, 8.5034364 48.3486594)",,Krankenhausstraße,4,,
39011147,residential,,,False,False,151.779,"LINESTRING (8.5026596 48.3484229, 8.5023564 48.3489653, 8.5022487 48.3491743, 8.5022621 48.349264, 8.5023425 48.3493313, 8.5026849 48.3494505, 8.5028533 48.3495214)",,Franz-Schubert-Straße,4,,
39011147,residential,,,False,True,32.302,"LINESTRING (8.5026596 48.3484229, 8.5026564 48.3482843, 8.5027522 48.3481464)",,Franz-Schubert-Straße,4,,
39011141,residential,,,False,False,105.135,"LINESTRING (8.5028533 48.3495214, 8.5029106 48.3494549, 8.5034364 48.3486594)",,Beethovenstraße,4,,
39011141,residential,,,False,True,59.273,"LINESTRING (8.5028533 48.3495214, 8.5026725 48.349824, 8.5024977 48.3499959)",,Beethovenstraße,4,,
39011147,residential,,,False,True,151.779,"LINESTRING (8.5028533 48.3495214, 8.5026849 48.3494505, 8.5023425 48.3493313, 8.5022621 48.349264, 8.5022487 48.3491743, 8.5023564 48.3489653, 8.5026596 48.3484229)",,Franz-Schubert-Straße,4,,
39011521,residential,,,False,True,7.58,"LINESTRING (8.5142988 48.3466734, 8.5142378 48.3467282)",,Malischstraße,4,,
39041084,residential,,,False,False,142.70600000000002,"LINESTRING (8.5124515 48.3463393, 8.5125344 48.3463694, 8.5128606 48.3463968, 8.5129235 48.3464189, 8.5130514 48.3464637, 8.5133183 48.3465607, 8.5134832 48.3466207, 8.5136564 48.3466725, 8.5138096 48.3467184, 8.5138652 48.346735, 8.5139271 48.3467535, 8.5142378 48.3467282)",,Zollstocksteige,4,,
251653233,secondary,50,,False,True,30.279,"LINESTRING (8.5124515 48.3463393, 8.512329 48.346435, 8.5121807 48.3465436)",L 412,Rottweiler Straße,,,
39041086,residential,,,False,False,65.144,"LINESTRING (8.5086441 48.3465061, 8.5092322 48.3469425)",,Schillerstraße,4,,
39041088,residential,,,False,False,102.286,"LINESTRING (8.5086441 48.3465061, 8.5078816 48.3472738)",,Schießrain,4,,
"[39041088, 39041085]",residential,,,False,True,224.431,"LINESTRING (8.5086441 48.3465061, 8.5091109 48.3462489, 8.5092047 48.3462387, 8.5092814 48.34626, 8.5099646 48.3468236, 8.510394 48.3470979, 8.5108479 48.3473246)",,"['Wasenstraße', 'Schießrain']",4,,
26444839,residential,,,False,False,12.02,"LINESTRING (8.5078816 48.3472738, 8.5077374 48.3472238)",,Mühlweg,,,
26444839,residential,,,False,True,52.973,"LINESTRING (8.5078816 48.3472738, 8.5084938 48.3475216)",,Mühlweg,,,
39041088,residential,,,False,True,102.286,"LINESTRING (8.5078816 48.3472738, 8.5086441 48.3465061)",,Schießrain,4,,
39041086,residential,,,False,True,99.163,"LINESTRING (8.5101421 48.3475975, 8.5094707 48.3471297, 8.5092322 48.3469425)",,Schillerstraße,4,,
"[357813954, 1254392645]",secondary,50,,False,False,60.474000000000004,"LINESTRING (8.5101421 48.3475975, 8.5104176 48.3474707, 8.5104404 48.3474629, 8.5108479 48.3473246)",L 412,Rottweiler Straße,,,
1254392645,secondary,50,,False,True,64.942,"LINESTRING (8.5101421 48.3475975, 8.5099205 48.3477756, 8.5097504 48.3479715, 8.5096649 48.3480848)",L 412,Rottweiler Straße,,,
39041086,residential,,,False,True,65.144,"LINESTRING (8.5092322 48.3469425, 8.5086441 48.3465061)",,Schillerstraße,4,,
39041086,residential,,,False,False,99.163,"LINESTRING (8.5092322 48.3469425, 8.5094707 48.3471297, 8.5101421 48.3475975)",,Schillerstraße,4,,
39041087,residential,,,False,False,84.719,"LINESTRING (8.5092322 48.3469425, 8.5088198 48.3472153, 8.5084938 48.3475216)",,Kapellenweg,4,,
26444839,residential,,,False,False,52.973,"LINESTRING (8.5084938 48.3475216, 8.5078816 48.3472738)",,Mühlweg,,,
26444839,residential,,,False,True,65.904,"LINESTRING (8.5084938 48.3475216, 8.5087572 48.3476471, 8.5092185 48.347867)",,Mühlweg,,,
39041087,residential,,,False,True,84.719,"LINESTRING (8.5084938 48.3475216, 8.5088198 48.3472153, 8.5092322 48.3469425)",,Kapellenweg,4,,
39231518,residential,,,False,False,193.73700000000002,"LINESTRING (8.5084938 48.3475216, 8.5080261 48.3479734, 8.5079666 48.347999, 8.5078552 48.3479882, 8.5073244 48.3478401, 8.5073015 48.3477987, 8.5073146 48.3477573, 8.5077374 48.3472238)",,Hermann-Hesse-Weg,3,,
251653233,secondary,50,,False,False,30.279,"LINESTRING (8.5121807 48.3465436, 8.512329 48.346435, 8.5124515 48.3463393)",L 412,Rottweiler Straße,,,
357813954,secondary,50,,False,True,132.106,"LINESTRING (8.5121807 48.3465436, 8.5117015 48.3468496, 8.5114109 48.3470585, 8.511192 48.3471911, 8.51088 48.3473158, 8.5108479 48.3473246)",L 412,Rottweiler Straße,,,
26444839,residential,,,False,False,41.368,"LINESTRING (8.5047501 48.3464483, 8.5042467 48.3462856)",,Mühlweg,,,
26444839,residential,,,False,True,29.716,"LINESTRING (8.5047501 48.3464483, 8.5051119 48.3465649)",,Mühlweg,,,
39231514,residential,,,False,False,64.482,"LINESTRING (8.5047501 48.3464483, 8.5051229 48.345924)",,,3,,
38843463,residential,,,False,True,90.165,"LINESTRING (8.5119888 48.3499749, 8.5119837 48.3499937, 8.5119804 48.3500677, 8.5120191 48.3501647, 8.5125864 48.3506536)",,Vordere Gasse,4,,
38843465,residential,,,False,False,40.159,"LINESTRING (8.5119888 48.3499749, 8.5118648 48.3499237, 8.511672 48.3498571, 8.5114945 48.3498366)",,Obere Torstraße,3,,
38890858,residential,,,False,False,37.655,"LINESTRING (8.5119888 48.3499749, 8.5121434 48.3499474, 8.5122261 48.3499289, 8.5124746 48.3498732)",,Pfarrgasse,4,,
39236002,residential,,,False,False,37.968,"LINESTRING (8.5119888 48.3499749, 8.5121945 48.3497605, 8.5122839 48.3496967)",,Kirchplatz,5,,
39236002,residential,,,False,True,37.968,"LINESTRING (8.5122839 48.3496967, 8.5121945 48.3497605, 8.5119888 48.3499749)",,Kirchplatz,5,,
26538821,secondary,50,,False,True,35.553,"LINESTRING (8.506863 48.3502124, 8.5064244 48.3503438)",L 412,Freudenstädter Straße,,,
26538821,secondary,50,,False,False,88.59700000000001,"LINESTRING (8.506863 48.3502124, 8.5074848 48.3500219, 8.5078271 48.3499102, 8.5079464 48.3498713)",L 412,Freudenstädter Straße,,,
39441387,residential,,,False,False,102.57400000000001,"LINESTRING (8.506863 48.3502124, 8.507101 48.3504077, 8.5079798 48.3507384)",,Betzweiler Straße,3,,
38890853,residential,,,False,False,83.456,"LINESTRING (8.5079798 48.3507384, 8.507378 48.3513735)",,Betzweiler Straße,,,
38890853,residential,,,False,True,89.864,"LINESTRING (8.5079798 48.3507384, 8.5084241 48.3502969, 8.5086675 48.350072)",,Betzweiler Straße,,,
39441387,residential,,,False,True,102.57400000000001,"LINESTRING (8.5079798 48.3507384, 8.507101 48.3504077, 8.506863 48.3502124)",,Betzweiler Straße,3,,
38890853,residential,,,False,False,116.422,"LINESTRING (8.5057258 48.3529779, 8.5051611 48.35335, 8.5046214 48.3537245)",,Betzweiler Straße,,,
38890853,residential,,,False,True,88.148,"LINESTRING (8.5057258 48.3529779, 8.5059533 48.3528267, 8.5063841 48.3524346, 8.5064053 48.3524125, 8.5064521 48.3523529)",,Betzweiler Straße,,,
41644534,residential,,,False,False,104.375,"LINESTRING (8.5057258 48.3529779, 8.5060491 48.3531748, 8.5061971 48.3530647, 8.5063403 48.3531327, 8.5066648 48.3534488)",,Galgenbühl,2,,
26538822,secondary,50,roundabout,True,False,18.944,"LINESTRING (8.5017863 48.3519892, 8.5018207 48.3519723, 8.5018611 48.351963, 8.5019038 48.3519621, 8.501945 48.3519696, 8.5019809 48.3519849, 8.5020085 48.3520066)",,,,,
38936772,residential,,,False,False,133.684,"LINESTRING (8.5017863 48.3519892, 8.5016917 48.3519379, 8.5012792 48.3516984, 8.5009541 48.3515096, 8.5008863 48.3514276, 8.5008804 48.3513603, 8.5009228 48.3512657, 8.5011241 48.3511032)",,Siemensstraße,4,,
38936771,residential,,,False,True,121.855,"LINESTRING (8.5011241 48.3511032, 8.5022575 48.3517629, 8.5023552 48.3518317)",,Robert-Bosch-Straße,4,,
38936772,residential,,,False,False,159.57299999999998,"LINESTRING (8.5011241 48.3511032, 8.5015627 48.3507496, 8.5018596 48.3505103, 8.5024977 48.3499959)",,Siemensstraße,4,,
38936772,residential,,,False,True,133.684,"LINESTRING (8.5011241 48.3511032, 8.5009228 48.3512657, 8.5008804 48.3513603, 8.5008863 48.3514276, 8.5009541 48.3515096, 8.5012792 48.3516984, 8.5016917 48.3519379, 8.5017863 48.3519892)",,Siemensstraße,4,,
26538821,secondary,50,,False,True,32.165,"LINESTRING (8.5023552 48.3518317, 8.5020085 48.3520066)",L 412,Freudenstädter Straße,,,
26538821,secondary,50,,False,False,175.19100000000003,"LINESTRING (8.5023552 48.3518317, 8.5032836 48.3514674, 8.5034913 48.3513894, 8.5044175 48.351055)",L 412,Freudenstädter Straße,,,
38936771,residential,,,False,False,121.855,"LINESTRING (8.5023552 48.3518317, 8.5022575 48.3517629, 8.5011241 48.3511032)",,Robert-Bosch-Straße,4,,
38890858,residential,,,False,True,23.56,"LINESTRING (8.512741 48.3497568, 8.5124746 48.3498732)",,Pfarrgasse,4,,
357821597,residential,,,False,False,63.788,"LINESTRING (8.512741 48.3497568, 8.513432 48.3501006)",,Enge Gasse,,,
38890858,residential,,,False,False,20.281,"LINESTRING (8.512741 48.3497568, 8.5127643 48.349744, 8.5128144 48.3497166, 8.5128419 48.3496732, 8.5128827 48.3496064)",,Pfarrgasse,4,,
292576101,residential,30,,False,True,57.333000000000006,"LINESTRING (8.5033302 48.3468294, 8.5032929 48.3468525, 8.5032181 48.3468756, 8.5031782 48.3469142, 8.5031678 48.3469775, 8.5032039 48.3470392, 8.5033109 48.3471197, 8.5034698 48.3472158)",,Brahmsweg,,,
39011147,residential,,,False,False,118.488,"LINESTRING (8.5034698 48.3472158, 8.5033167 48.34733, 8.5032237 48.3475719, 8.5031352 48.3476752, 8.5030455 48.3478606, 8.5029094 48.348036, 8.5027522 48.3481464)",,Franz-Schubert-Straße,4,,
39011147,residential,,,False,True,87.972,"LINESTRING (8.5034698 48.3472158, 8.5036659 48.3470683, 8.5037497 48.3469417, 8.5038399 48.3466862, 8.5039595 48.3465097)",,Franz-Schubert-Straße,4,,
292576101,residential,30,,False,False,57.333,"LINESTRING (8.5034698 48.3472158, 8.5033109 48.3471197, 8.5032039 48.3470392, 8.5031678 48.3469775, 8.5031782 48.3469142, 8.5032181 48.3468756, 8.5032929 48.3468525, 8.5033302 48.3468294)",,Brahmsweg,,,
38255836,tertiary,,,False,False,119.648,"LINESTRING (8.5101972 48.3511673, 8.5100828 48.3513153, 8.5099403 48.3514997, 8.5098509 48.3516311, 8.5096365 48.3519857, 8.5095572 48.3521536)",K 5518,Fürnsaler Straße,4.5,,
38255836,tertiary,,,False,True,38.695,"LINESTRING (8.5101972 48.3511673, 8.5103061 48.351026, 8.5104505 48.3508629)",K 5518,Fürnsaler Straße,4.5,,
293319196,residential,30,,False,True,71.082,"LINESTRING (8.5101972 48.3511673, 8.5104953 48.3512349, 8.5107077 48.3512896, 8.510928 48.3513549, 8.5110715 48.3514248)",,Untere Fürnsaler Straße,,,
38843460,residential,,,False,False,26.033,"LINESTRING (8.5111025 48.3514108, 8.5113626 48.3512529)",,Untere Fürnsaler Straße,4,,
38843460,residential,,,False,True,2.77,"LINESTRING (8.5111025 48.3514108, 8.5110715 48.3514248)",,Untere Fürnsaler Straße,4,,
293319195,residential,30,,False,False,57.977999999999994,"LINESTRING (8.5111025 48.3514108, 8.5111742 48.3514726, 8.5111742 48.351552, 8.5111397 48.351619, 8.5107893 48.3517971)",,Obere Fürnsaler Straße,,,
38843460,residential,,,False,False,2.77,"LINESTRING (8.5110715 48.3514248, 8.5111025 48.3514108)",,Untere Fürnsaler Straße,4,,
38843460,residential,,,False,True,129.809,"LINESTRING (8.5110715 48.3514248, 8.5106129 48.3516317, 8.5099413 48.351994, 8.5098713 48.3520316, 8.5097537 48.3521762)",,Untere Fürnsaler Straße,4,,
293319196,residential,30,,False,False,71.082,"LINESTRING (8.5110715 48.3514248, 8.510928 48.3513549, 8.5107077 48.3512896, 8.5104953 48.3512349, 8.5101972 48.3511673)",,Untere Fürnsaler Straße,,,
293319195,residential,30,,False,True,57.978,"LINESTRING (8.5107893 48.3517971, 8.5111397 48.351619, 8.5111742 48.351552, 8.5111742 48.3514726, 8.5111025 48.3514108)",,Obere Fürnsaler Straße,,,
26444839,residential,,,False,True,12.02,"LINESTRING (8.5077374 48.3472238, 8.5078816 48.3472738)",,Mühlweg,,,
26444839,residential,,,False,False,47.05,"LINESTRING (8.5077374 48.3472238, 8.5075329 48.347153, 8.5072539 48.3470798, 8.5071552 48.3470539)",,Mühlweg,,,
39231518,residential,,,False,True,193.73699999999997,"LINESTRING (8.5077374 48.3472238, 8.5073146 48.3477573, 8.5073015 48.3477987, 8.5073244 48.3478401, 8.5078552 48.3479882, 8.5079666 48.347999, 8.5080261 48.3479734, 8.5084938 48.3475216)",,Hermann-Hesse-Weg,3,,
36129046,residential,50,,False,False,46.666,"LINESTRING (8.5057357 48.3512552, 8.505172 48.3514444)",,Uhlandstraße,4.5,,
357814654,residential,,,False,False,55.631,"LINESTRING (8.5057357 48.3512552, 8.5058996 48.3517435)",,Uhlandstraße,4,,
36129046,residential,50,,False,True,138.12099999999998,"LINESTRING (8.5057357 48.3512552, 8.5064702 48.3510087, 8.5065722 48.3508768, 8.5065829 48.3507377, 8.5064244 48.3503438)",,Uhlandstraße,4.5,,
357814654,residential,,,False,True,55.631,"LINESTRING (8.5058996 48.3517435, 8.5057357 48.3512552)",,Uhlandstraße,4,,
38750108,residential,,,False,True,50.346,"LINESTRING (8.5052894 48.3518904, 8.505172 48.3514444)",,Uhlandstraße,4,,
38552305,residential,,,False,False,80.57,"LINESTRING (8.509412 48.349864, 8.5099447 48.3497903, 8.5104905 48.3498033)",,Obere Torstraße,2.5,,
38552305,residential,,,False,True,60.742999999999995,"LINESTRING (8.509412 48.349864, 8.5093242 48.3498762, 8.5090399 48.349938, 8.5087607 48.3500067, 8.5086675 48.350072)",,Obere Torstraße,2.5,,
"[357821635, 357821598]",residential,,,False,False,127.825,"LINESTRING (8.509412 48.349864, 8.5094822 48.3499802, 8.5095485 48.3500242, 8.5096583 48.3500622, 8.5097749 48.3500713, 8.5101384 48.3500941, 8.5102802 48.3501245, 8.5108567 48.3503793)",,"['Obere Torstraße', 'Fürnsaler Straße']",,,
38890859,residential,,,False,True,29.986,"LINESTRING (8.5138746 48.3500422, 8.5135356 48.349894)",,Grabenstraße,3,,
38890859,residential,,,False,False,114.61,"LINESTRING (8.5138746 48.3500422, 8.5140368 48.3501272, 8.5135769 48.3505779, 8.5131702 48.3503573)",,Grabenstraße,3,,
357821597,residential,,,False,True,39.614999999999995,"LINESTRING (8.5138746 48.3500422, 8.5137569 48.3501398, 8.5136655 48.350155, 8.5135557 48.3501489, 8.513432 48.3501006)",,Enge Gasse,,,
357821636,residential,,,False,False,11.004,"LINESTRING (8.5131702 48.3503573, 8.5132744 48.3502866)",,Schulzengasse,3,,
38890859,residential,,,False,True,114.61,"LINESTRING (8.5131702 48.3503573, 8.5135769 48.3505779, 8.5140368 48.3501272, 8.5138746 48.3500422)",,Grabenstraße,3,,
"[38890857, 357821636]",residential,,,False,True,54.55,"LINESTRING (8.5131702 48.3503573, 8.5130356 48.3504488, 8.5128758 48.3505339, 8.5125864 48.3506536)",,"['Horber Straße', 'Schulzengasse']",3,,
247753001,residential,,,False,False,61.697,"LINESTRING (8.5108567 48.3503793, 8.5106222 48.3506242, 8.5104505 48.3508629)",,Fürnsaler Straße,4.5,,
247753001,residential,,,False,True,66.755,"LINESTRING (8.5108567 48.3503793, 8.5112122 48.350008, 8.5113534 48.3498781)",,Fürnsaler Straße,4.5,,
