osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,tunnel
6073668,Windstraße,residential,30,False,True,62.300999999999995,"LINESTRING (6.6475922 49.7554104, 6.6475118 49.7554537, 6.6469261 49.7557692)",,,,
"[6073356, 1159380061]",Balduinstraße,secondary,50,True,False,122.79599999999999,"LINESTRING (6.6485197 49.7563375, 6.6481213 49.7559106, 6.647646 49.7554601, 6.6475922 49.7554104)",2,L 145,,
6073649,Sichelstraße,residential,30,False,True,34.839,"LINESTRING (6.6485197 49.7563375, 6.6484466 49.7563608, 6.648374 49.7563812, 6.6480841 49.7564751)",,,6.9,
24926929,,secondary_link,,True,False,28.732999999999997,"LINESTRING (6.6485197 49.7563375, 6.6486398 49.7563117, 6.6488681 49.7562145)",1,,,
148822340,Maarstraße,residential,30,False,False,157.06900000000002,"LINESTRING (6.6468722 49.7614875, 6.6468119 49.7615101, 6.6467411 49.7615367, 6.6462577 49.7618446, 6.6456487 49.762228, 6.6452939 49.7624609)",,,,
148822342,Maximinstraße,residential,30,False,True,197.581,"LINESTRING (6.6468722 49.7614875, 6.6469676 49.7614811, 6.64704 49.7614617, 6.6475262 49.761338, 6.6475509 49.7613314, 6.6476417 49.761308, 6.6482306 49.761156, 6.6485101 49.7610803, 6.649425 49.7608324)",,,,
"[972288963, 6073348, 343376110]",Paulinstraße,residential,30,False,True,236.43500000000006,"LINESTRING (6.6468722 49.7614875, 6.6467802 49.7614381, 6.6460238 49.7609005, 6.6458492 49.7607728, 6.6457608 49.7607092, 6.6456411 49.760618, 6.6455916 49.7605792, 6.6453653 49.7603987, 6.6452969 49.7603445, 6.6448337 49.7600225, 6.6448057 49.7599988, 6.6447967 49.7599894, 6.644764 49.7599577, 6.6447311 49.7598846)","['2', '3']",,,
426327752,Paulinstraße,residential,30,False,False,374.1470000000001,"LINESTRING (6.6468722 49.7614875, 6.6473121 49.7617557, 6.6475758 49.7619101, 6.647658 49.761958, 6.6482159 49.7622847, 6.6485198 49.7624721, 6.6487219 49.7626053, 6.6489287 49.7627417, 6.6490505 49.7628192, 6.6493882 49.7630447, 6.6495851 49.7631754, 6.649782 49.7633175, 6.6500057 49.7634451, 6.6500572 49.7634683, 6.6504363 49.763639, 6.65049 49.7636633, 6.6505242 49.7636787, 6.6506984 49.7637603)",2,,,
426327752,Paulinstraße,residential,30,False,True,374.14700000000005,"LINESTRING (6.6506984 49.7637603, 6.6505242 49.7636787, 6.65049 49.7636633, 6.6504363 49.763639, 6.6500572 49.7634683, 6.6500057 49.7634451, 6.649782 49.7633175, 6.6495851 49.7631754, 6.6493882 49.7630447, 6.6490505 49.7628192, 6.6489287 49.7627417, 6.6487219 49.7626053, 6.6485198 49.7624721, 6.6482159 49.7622847, 6.647658 49.761958, 6.6475758 49.7619101, 6.6473121 49.7617557, 6.6468722 49.7614875)",2,,,
48345838,,secondary,50,True,False,16.963,"LINESTRING (6.6492473 49.7580805, 6.6491906 49.7580084, 6.6491697 49.757938)",2,L 145,,
48345839,Theodor-Heuss-Allee,secondary,50,True,False,27.218,"LINESTRING (6.6492473 49.7580805, 6.6492149 49.7580924, 6.6490988 49.7581373, 6.6489271 49.7582112)",2,,,
48964066,,secondary_link,50,False,True,11.357,"LINESTRING (6.6447311 49.7598846, 6.6447209 49.7598276, 6.6447074 49.7597837)",2,,,
"[9362856, 625753456, 490066100, 1112368247, 490066103]",Nordallee,secondary,50,True,False,131.248,"LINESTRING (6.6447311 49.7598846, 6.6446688 49.7599103, 6.6446193 49.7599284, 6.6445058 49.7599711, 6.6443478 49.7600297, 6.6439232 49.760167, 6.6438634 49.7601844, 6.6434185 49.7603218, 6.6431892 49.7603866, 6.6430982 49.7604118)",3,,,
"[972288963, 6073348, 343376110]",Paulinstraße,residential,30,False,False,236.43499999999997,"LINESTRING (6.6447311 49.7598846, 6.644764 49.7599577, 6.6447967 49.7599894, 6.6448057 49.7599988, 6.6448337 49.7600225, 6.6452969 49.7603445, 6.6453653 49.7603987, 6.6455916 49.7605792, 6.6456411 49.760618, 6.6457608 49.7607092, 6.6458492 49.7607728, 6.6460238 49.7609005, 6.6467802 49.7614381, 6.6468722 49.7614875)","['2', '3']",,,
44129316,Christophstraße,secondary,50,True,False,60.837,"LINESTRING (6.6447074 49.7597837, 6.644824 49.7597169, 6.6452935 49.7593893)",2,,,
48964066,,secondary_link,50,False,False,11.357,"LINESTRING (6.6447074 49.7597837, 6.6447209 49.7598276, 6.6447311 49.7598846)",2,,,
384339892,Nordallee,secondary,50,True,False,22.784,"LINESTRING (6.642082 49.7606792, 6.6423498 49.7605694)",2,,,
10655442,Nordallee,secondary,50,False,False,59.341,"LINESTRING (6.642082 49.7606792, 6.6419115 49.7607314, 6.6415915 49.7608295, 6.6413335 49.760905)",3,,,
5583917,Lindenstraße,secondary,,True,False,13.871,"LINESTRING (6.6379458 49.7616149, 6.6378827 49.7617328)",2,,,
286085869,Nordallee,secondary,50,True,False,25.075,"LINESTRING (6.6379458 49.7616149, 6.638071 49.7616135, 6.6382944 49.7616041)",2,,,
"[5583936, 404617490]",Margaretengäßchen,residential,50,True,False,53.992000000000004,"LINESTRING (6.6422994 49.7594362, 6.6420896 49.759195, 6.6419368 49.7590109)","['4', '2']",,,
"[315153898, 315153899, 315153902]",Ostallee,secondary,50,True,False,118.44200000000001,"LINESTRING (6.6488681 49.7562145, 6.6489298 49.7562707, 6.6491303 49.7564533, 6.6494157 49.7567285, 6.6497591 49.7571098)","['4', '2', '3']",L 145,,
6073648,Predigerstraße,residential,50,False,False,42.295,"LINESTRING (6.6449257 49.7552414, 6.6455082 49.7551861)",,,4.1,
