osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,width
"[34139985, 25302242]",2,K 5146,Forchheimer Straße,tertiary,50,False,False,225.64799999999997,"LINESTRING (7.7001509 48.1426319, 7.7001742 48.1426957, 7.7002299 48.1428512, 7.7002373 48.1430187, 7.7001726 48.1431617, 7.7000231 48.1433494, 7.699383 48.1441448, 7.6992784 48.1442665, 7.6992296 48.1443178, 7.6991929 48.1443541, 7.6990852 48.1444583)",,
293464169,,K 5146,Königschaffhauser Straße,tertiary,50,False,True,190.704,"LINESTRING (7.7001509 48.1426319, 7.6995339 48.1427378, 7.6988703 48.1428224, 7.6988157 48.1428294, 7.6985925 48.1428579, 7.6985543 48.1428628, 7.6984067 48.1428816, 7.6982103 48.1429066, 7.6976395 48.1429939)",,
"[39019561, 675623146]",2,,Königschaffhauser Straße,residential,"['50', '30']",False,True,84.60000000000001,"LINESTRING (7.7001509 48.1426319, 7.700374 48.1425874, 7.7007777 48.1425034, 7.7010307 48.1424489, 7.7012387 48.142404)",,
23316288,,,Dielenmarktstraße,residential,20,False,False,51.211,"LINESTRING (7.7055401 48.1416917, 7.7055009 48.1414568, 7.7054958 48.1414332, 7.7054595 48.1412862, 7.705447 48.1412355)",,
31551565,,,Hauptstraße,residential,20,False,True,71.505,"LINESTRING (7.7055401 48.1416917, 7.7059072 48.1416579, 7.706223 48.1416354, 7.7064984 48.1416301)",,
293466884,,,Lehenhofstraße,residential,20,False,True,86.103,"LINESTRING (7.7055401 48.1416917, 7.7056218 48.1421541, 7.705724 48.1424244, 7.705754 48.1424467)",,
918958724,,,Hauptstraße,residential,20,False,True,37.888000000000005,"LINESTRING (7.7055401 48.1416917, 7.7052511 48.1417362, 7.7050774 48.1417584, 7.7050409 48.1417631)",,
23316289,,,Stollbruckstraße,residential,20,False,False,51.78,"LINESTRING (7.704648 48.1405895, 7.7046105 48.140564, 7.7045915 48.1405052, 7.7045443 48.1403759, 7.7044669 48.1401449)",,
31550523,,,Ritterstraße,residential,20,False,False,44.379999999999995,"LINESTRING (7.704648 48.1405895, 7.7042674 48.1407664, 7.7041779 48.1408332)",,
293466875,,,Dielenmarktstraße,residential,20,False,True,46.769,"LINESTRING (7.704648 48.1405895, 7.7047366 48.1406025, 7.7048487 48.1406082, 7.7050297 48.1406152, 7.7052747 48.1406289)",,
"[285330235, 31550158]",,,Lindenplatz,residential,20,False,False,43.842,"LINESTRING (7.7038428 48.1394197, 7.7037357 48.1395978, 7.7036638 48.1397944)",,
167062399,,,Stollbruckstraße,residential,20,False,False,93.00299999999999,"LINESTRING (7.7038428 48.1394197, 7.7037523 48.1393132, 7.7035826 48.1391206, 7.7034959 48.1389786, 7.7033121 48.1386645)",,
293466894,,,Stollbruckstraße,residential,20,False,True,59.617000000000004,"LINESTRING (7.7038428 48.1394197, 7.7039401 48.1394863, 7.7039802 48.1395163, 7.7041765 48.1396635, 7.7043634 48.1398154, 7.7043723 48.1398226)",,
24229759,,,Nächstentalstraße,residential,30,False,False,21.759,"LINESTRING (7.6976395 48.1429939, 7.6976006 48.1429015, 7.6975642 48.1428048)",,
293464169,,K 5146,Königschaffhauser Straße,tertiary,50,False,False,190.704,"LINESTRING (7.6976395 48.1429939, 7.6982103 48.1429066, 7.6984067 48.1428816, 7.6985543 48.1428628, 7.6985925 48.1428579, 7.6988157 48.1428294, 7.6988703 48.1428224, 7.6995339 48.1427378, 7.7001509 48.1426319)",,
918958722,,K 5146,Königschaffhauser Straße,tertiary,50,False,True,117.05199999999999,"LINESTRING (7.6976395 48.1429939, 7.6973135 48.143063, 7.6969888 48.1431424, 7.696939 48.1431546, 7.6968867 48.1431674, 7.6961632 48.1433636)",,
31550760,,,Salzgartenstraße,residential,30,False,False,99.04899999999999,"LINESTRING (7.6970819 48.1419773, 7.6973598 48.1419127, 7.6975992 48.1418538, 7.6979501 48.141779, 7.6983528 48.1417065)",,
293466887,,,Nächstentalstraße,residential,30,False,False,99.472,"LINESTRING (7.6970819 48.1419773, 7.6972275 48.142146, 7.697382 48.1423922, 7.6975359 48.1426659, 7.6975602 48.1427429, 7.6975642 48.1428048)",,
293466888,,,Nächstentalstraße,residential,30,False,True,224.873,"LINESTRING (7.6970819 48.1419773, 7.6970103 48.1418843, 7.6968473 48.1415111, 7.6966515 48.1411444, 7.6966479 48.1411377, 7.69664 48.1411231, 7.6965112 48.1409053, 7.6964162 48.1407446, 7.6963767 48.1406779, 7.6963105 48.1405658, 7.6962548 48.1404714, 7.69613 48.1402609, 7.6960722 48.1401619, 7.6960261 48.1400838)",,
293466891,,,Salzgartenstraße,residential,30,False,True,160.975,"LINESTRING (7.7005105 48.1415595, 7.7000467 48.1415796, 7.6997089 48.141599, 7.6990624 48.1416538, 7.6986375 48.1416853, 7.6983528 48.1417065)",,
31550269,,,Tovarer Straße,residential,30,False,True,19.786,"LINESTRING (7.7008795 48.1407137, 7.7006271 48.1406563)",,
25493316,,,Konrad-Adenauer-Straße,residential,30,False,False,70.33099999999999,"LINESTRING (7.7008795 48.1407137, 7.700986 48.1404774, 7.7010608 48.1403335, 7.7012228 48.1401266)",,
