osmid,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,junction
28034431,L 582,Gronauer Straße,secondary,50,yes,False,True,134.645,"LINESTRING (7.1836181 52.2100814, 7.1818468 52.2095446)",
543953705,,Professor-Gärtner-Straße,tertiary,30,,False,False,144.542,"LINESTRING (7.1836181 52.2100814, 7.1846365 52.2089411)",
94542112,L 582,Gronauer Straße,secondary,50,yes,False,False,169.25599999999997,"LINESTRING (7.1836181 52.2100814, 7.1844336 52.2103384, 7.18453 52.2103657, 7.1852365 52.2105724, 7.1857373 52.2107039, 7.1858683 52.2107184)",
543953702,,Professor-Gärtner-Straße,tertiary,30,,False,False,97.975,"LINESTRING (7.1852249 52.208296, 7.1859323 52.2075289)",
543953705,,Professor-Gärtner-Straße,tertiary,30,,False,True,82.176,"LINESTRING (7.1852249 52.208296, 7.1846365 52.2089411)",
"[33771209, 543953706]",,Marktplatz,residential,,,False,True,82.011,"LINESTRING (7.1852249 52.208296, 7.1854437 52.2083356, 7.1856703 52.2083731, 7.1859042 52.2084118, 7.1863854 52.2084914)",
319300427,,Lautstraße,residential,,,False,False,193.615,"LINESTRING (7.1852249 52.208296, 7.1843601 52.2080098, 7.1838576 52.2078387, 7.1836504 52.2077961, 7.1826242 52.2076212)",
8416208,,Professor-Gärtner-Straße,tertiary,30,,False,False,42.20099999999999,"LINESTRING (7.1872033 52.2061, 7.1872875 52.2060061, 7.1874413 52.2058392, 7.1875057 52.2057688)",
8416208,,Professor-Gärtner-Straße,tertiary,30,,False,True,180.97899999999998,"LINESTRING (7.1872033 52.2061, 7.1871255 52.2061836, 7.1870353 52.2062816, 7.1865914 52.206763, 7.1865657 52.2067919, 7.1859323 52.2075289)",
28034434,,Professor-Katerkamp-Straße,residential,,,False,False,141.71099999999998,"LINESTRING (7.1872033 52.2061, 7.1861467 52.2057326, 7.1860748 52.2057229, 7.1859332 52.2057407, 7.185296 52.205808)",
8416208,,Professor-Gärtner-Straße,tertiary,30,,False,True,42.201,"LINESTRING (7.1875057 52.2057688, 7.1874413 52.2058392, 7.1872875 52.2060061, 7.1872033 52.2061)",
