osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,width,junction
"[413143026, 273431671]",False,,Nindorfer Moorweg,residential,50,True,195.66500000000002,"LINESTRING (10.7310631 53.2872097, 10.7309127 53.2874891, 10.7307661 53.2876586, 10.730584 53.2878133, 10.7303114 53.2879859, 10.7301484 53.2880753, 10.7299816 53.288169, 10.7297676 53.2882848, 10.7294111 53.2884894, 10.7293213 53.2885874)",2,,
273430770,False,,Nindorfer Moorweg,residential,30,True,27.304,"LINESTRING (10.731371 53.2844677, 10.7313412 53.2847126)",,,
29086907,False,,An der Trift,residential,30,True,379.56,"LINESTRING (10.731371 53.2844677, 10.7311496 53.2844832, 10.7304251 53.2845616, 10.7301024 53.2845954, 10.7297712 53.284623, 10.7294 53.2846419, 10.7288791 53.2846539, 10.7281973 53.2846682, 10.726917 53.2846753, 10.7258869 53.2846809, 10.7256875 53.2846998)",,,
273430770,False,,Nindorfer Moorweg,residential,30,False,117.061,"LINESTRING (10.731371 53.2844677, 10.7313671 53.2842742, 10.7312464 53.283418)",,,
26298195,False,K 35,Breetzer Straße,tertiary,50,False,104.508,"LINESTRING (10.7254923 53.2843017, 10.7253719 53.2840221, 10.7251005 53.2833915)",2,,
26298195,False,K 35,Breetzer Straße,tertiary,50,True,46.151,"LINESTRING (10.7254923 53.2843017, 10.725567 53.2844753, 10.7256295 53.2845964, 10.7256875 53.2846998)",2,,
25306538,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,False,149.605,"LINESTRING (10.7351827 53.2899796, 10.7355795 53.28972, 10.7365411 53.2890813, 10.7366916 53.2889813)",,,
25306538,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,True,69.29899999999999,"LINESTRING (10.7351827 53.2899796, 10.7345783 53.2903685, 10.7344731 53.2904362)",,,
29087641,False,,Feldstraße,residential,,True,154.29899999999998,"LINESTRING (10.7351827 53.2899796, 10.7344675 53.289352, 10.734381 53.2892418, 10.7343622 53.2892178, 10.7343393 53.2891886, 10.7340729 53.2888491, 10.7340212 53.2887832)",,,
25306538,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,False,135.03,"LINESTRING (10.7330154 53.2912649, 10.7333709 53.2911267, 10.733611 53.291027, 10.7337959 53.2909324, 10.7339444 53.2908354, 10.7344731 53.2904362)",,,
29200510,False,,Georgstraße,residential,50,False,163.256,"LINESTRING (10.7330154 53.2912649, 10.7329706 53.2911636, 10.732921 53.2908269, 10.7328492 53.2903392, 10.7327485 53.289949, 10.732743 53.2898854, 10.7327732 53.2898102)",,,
981956926,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,True,14.959,"LINESTRING (10.7330154 53.2912649, 10.7329276 53.291291, 10.732815 53.2913261)",,,
29104212,False,,Sückauer Straße,residential,50,True,159.313,"LINESTRING (10.7312202 53.2855887, 10.7321638 53.2856476, 10.732473 53.2856798, 10.7327921 53.2857211, 10.7331034 53.2857747, 10.7335606 53.2858688)",,,
"[273430770, 273431764]",False,,Nindorfer Moorweg,residential,"['50', '30']",False,97.86500000000001,"LINESTRING (10.7312202 53.2855887, 10.7312339 53.285524, 10.7312818 53.2853043, 10.7313085 53.2851816, 10.7313239 53.2850908, 10.7313412 53.2847126)",,,
273431764,False,,Nindorfer Moorweg,residential,50,True,180.87699999999998,"LINESTRING (10.7312202 53.2855887, 10.7311904 53.2857565, 10.7311422 53.2859793, 10.7311239 53.2861424, 10.7311197 53.2863548, 10.7311225 53.2866559, 10.731118 53.2868117, 10.7311158 53.2869852, 10.7310989 53.2870956, 10.7310631 53.2872097)",,,
29087071,False,,Sonnenweg,residential,30,True,260.73600000000005,"LINESTRING (10.7312464 53.283418, 10.7307835 53.2834497, 10.7305051 53.283455, 10.7302756 53.283463, 10.7300441 53.2834843, 10.7295829 53.2835501, 10.7292293 53.2835916, 10.7288294 53.2836245, 10.7285222 53.2836272, 10.7283125 53.2836154, 10.7276802 53.2835671, 10.7273628 53.2835424)",,,
273430770,False,,Nindorfer Moorweg,residential,30,True,117.061,"LINESTRING (10.7312464 53.283418, 10.7313671 53.2842742, 10.731371 53.2844677)",,,
29087639,False,,Industriestraße,residential,50,False,249.314,"LINESTRING (10.738229 53.2837417, 10.7382298 53.283766, 10.7382475 53.2840736, 10.7382315 53.2841931, 10.7381025 53.2844625, 10.7378393 53.2847198, 10.7375958 53.2849048, 10.7373014 53.2850629, 10.7369737 53.2851994, 10.7362613 53.2854567)",,,
29175231,False,,Konauer Straße,residential,30,True,36.394,"LINESTRING (10.738229 53.2837417, 10.738222 53.283712, 10.7381427 53.2834185)",,,
29087639,False,,Industriestraße,residential,50,False,242.684,"LINESTRING (10.734219 53.2861982, 10.7335184 53.2864915, 10.7332829 53.2865929, 10.733213 53.286623, 10.7328022 53.2868, 10.7323844 53.2869803, 10.7323027 53.2870121, 10.7321925 53.2870491, 10.732025 53.2870972, 10.7318223 53.2871439, 10.7316075 53.2871806, 10.7313055 53.2872043, 10.7310631 53.2872097)",,,
29087639,False,,Industriestraße,residential,50,True,158.838,"LINESTRING (10.734219 53.2861982, 10.7348804 53.2859556, 10.7362613 53.2854567)",,,
29104212,False,,Sückauer Straße,residential,50,False,57.766999999999996,"LINESTRING (10.734219 53.2861982, 10.7341489 53.2861378, 10.734007 53.2860454, 10.7337421 53.2859296, 10.7335606 53.2858688)",,,
25306538,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,False,69.29899999999999,"LINESTRING (10.7344731 53.2904362, 10.7345783 53.2903685, 10.7351827 53.2899796)",,,
25306538,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,True,135.03,"LINESTRING (10.7344731 53.2904362, 10.7339444 53.2908354, 10.7337959 53.2909324, 10.733611 53.291027, 10.7333709 53.2911267, 10.7330154 53.2912649)",,,
29200509,False,,Ernst-August-Straße,residential,50,False,136.885,"LINESTRING (10.7344731 53.2904362, 10.7339967 53.2901218, 10.733904 53.2900695, 10.7337847 53.2900181, 10.7336515 53.2899735, 10.7335043 53.2899411, 10.7332067 53.2899034, 10.7329874 53.2898649, 10.7327732 53.2898102)",,,
29087641,False,,Feldstraße,residential,,False,67.891,"LINESTRING (10.7335604 53.2882412, 10.7337311 53.2883859, 10.7340212 53.2887832)",,,
29087641,False,,Feldstraße,residential,,True,179.037,"LINESTRING (10.7335604 53.2882412, 10.7331813 53.2879091, 10.7348752 53.2872503)",,,
31667341,False,,Schröders Garten,residential,,False,109.78200000000001,"LINESTRING (10.7335604 53.2882412, 10.7328196 53.2885571, 10.7322158 53.2888145)",,,
29087641,False,,Feldstraße,residential,,False,179.037,"LINESTRING (10.7348752 53.2872503, 10.7331813 53.2879091, 10.7335604 53.2882412)",,,
29200118,False,,Auf dem Kamp,residential,,False,228.839,"LINESTRING (10.7348752 53.2872503, 10.7354052 53.2877739, 10.7354679 53.2878439, 10.7357006 53.288135, 10.7358812 53.2883715, 10.7359656 53.2884723, 10.7360471 53.2885492, 10.7361271 53.2886182, 10.7362199 53.2886917, 10.7366916 53.2889813)",,,
29087071,False,,Sonnenweg,residential,30,False,260.736,"LINESTRING (10.7273628 53.2835424, 10.7276802 53.2835671, 10.7283125 53.2836154, 10.7285222 53.2836272, 10.7288294 53.2836245, 10.7292293 53.2835916, 10.7295829 53.2835501, 10.7300441 53.2834843, 10.7302756 53.283463, 10.7305051 53.283455, 10.7307835 53.2834497, 10.7312464 53.283418)",,,
29087071,False,,Sonnenweg,residential,30,True,151.554,"LINESTRING (10.7273628 53.2835424, 10.7270047 53.2835145, 10.7266197 53.2834845, 10.7264914 53.2834745, 10.7253347 53.2833844, 10.7251005 53.2833915)",,,
29091207,False,,Am Hühnerbruch,residential,,True,133.795,"LINESTRING (10.7381427 53.2834185, 10.7373574 53.2833458, 10.7369601 53.2833317, 10.7364023 53.2833119, 10.7361416 53.2833027)",,,
29175231,False,,Konauer Straße,residential,30,False,36.394,"LINESTRING (10.7381427 53.2834185, 10.738222 53.283712, 10.738229 53.2837417)",,,
29109717,False,,Teldauer Straße,residential,,True,163.768,"LINESTRING (10.7346922 53.2832502, 10.734688 53.284723)",,,
29091207,False,,Am Hühnerbruch,residential,,False,96.531,"LINESTRING (10.7346922 53.2832502, 10.7356163 53.2832837, 10.7361416 53.2833027)",,,
29091207,False,,Am Hühnerbruch,residential,,True,119.232,"LINESTRING (10.7346922 53.2832502, 10.733906 53.2832035, 10.7334251 53.2831719, 10.7329082 53.2831399)",,,
29091207,False,,Am Hühnerbruch,residential,,False,133.79500000000002,"LINESTRING (10.7361416 53.2833027, 10.7364023 53.2833119, 10.7369601 53.2833317, 10.7373574 53.2833458, 10.7381427 53.2834185)",,,
29091207,False,,Am Hühnerbruch,residential,,True,96.531,"LINESTRING (10.7361416 53.2833027, 10.7356163 53.2832837, 10.7346922 53.2832502)",,,
29104136,False,,Boizenburger Straße,residential,,True,158.61700000000002,"LINESTRING (10.7361416 53.2833027, 10.7362035 53.2841595, 10.7362464 53.2847278)",,,
29109773,False,,Stapeler Weg,residential,,False,175.425,"LINESTRING (10.7329082 53.2831399, 10.7329248 53.2847175)",,,
29091207,False,,Am Hühnerbruch,residential,,False,119.232,"LINESTRING (10.7329082 53.2831399, 10.7334251 53.2831719, 10.733906 53.2832035, 10.7346922 53.2832502)",,,
26298195,False,K 35,Breetzer Straße,tertiary,50,True,25.513,"LINESTRING (10.7250048 53.2831693, 10.7251005 53.2833915)",2,,
29092217,False,,Theodor-Storm-Straße,residential,30,False,83.529,"LINESTRING (10.7250048 53.2831693, 10.7244563 53.2832193, 10.7241593 53.2832379, 10.7237563 53.2832394)",,,
168977363,False,,Moorweide,residential,,False,118.093,"LINESTRING (10.7278954 53.2897075, 10.7276363 53.2895803, 10.7266812 53.288935)",,,
"[1039681843, 300895020]",False,,Am Bleckwerk,secondary,50,True,156.63400000000001,"LINESTRING (10.7278954 53.2897075, 10.7281283 53.2895437, 10.7286558 53.289125, 10.7288942 53.2889394, 10.7292165 53.2886921, 10.7293213 53.2885874)",2,,
29104136,False,,Boizenburger Straße,residential,,False,81.056,"LINESTRING (10.7362613 53.2854567, 10.7362464 53.2847278)",,,
29087639,False,,Industriestraße,residential,50,False,158.838,"LINESTRING (10.7362613 53.2854567, 10.7348804 53.2859556, 10.734219 53.2861982)",,,
29087639,False,,Industriestraße,residential,50,True,249.314,"LINESTRING (10.7362613 53.2854567, 10.7369737 53.2851994, 10.7373014 53.2850629, 10.7375958 53.2849048, 10.7378393 53.2847198, 10.7381025 53.2844625, 10.7382315 53.2841931, 10.7382475 53.2840736, 10.7382298 53.283766, 10.738229 53.2837417)",,,
29104136,False,,Boizenburger Straße,residential,,True,81.056,"LINESTRING (10.7362464 53.2847278, 10.7362613 53.2854567)",,,
29104137,False,,Neuhauser Straße,residential,,True,103.599,"LINESTRING (10.7362464 53.2847278, 10.734688 53.284723)",,,
29104136,False,,Boizenburger Straße,residential,,False,158.61700000000002,"LINESTRING (10.7362464 53.2847278, 10.7362035 53.2841595, 10.7361416 53.2833027)",,,
29104137,False,,Neuhauser Straße,residential,,False,105.274,"LINESTRING (10.7313412 53.2847126, 10.7329248 53.2847175)",,,
273430770,False,,Nindorfer Moorweg,residential,30,False,27.304,"LINESTRING (10.7313412 53.2847126, 10.731371 53.2844677)",,,
"[273430770, 273431764]",False,,Nindorfer Moorweg,residential,"['50', '30']",True,97.865,"LINESTRING (10.7313412 53.2847126, 10.7313239 53.2850908, 10.7313085 53.2851816, 10.7312818 53.2853043, 10.7312339 53.285524, 10.7312202 53.2855887)",,,
29104137,False,,Neuhauser Straße,residential,,False,47.133,"LINESTRING (10.7329248 53.2847175, 10.7336338 53.2847197)",,,
29104137,False,,Neuhauser Straße,residential,,True,105.274,"LINESTRING (10.7329248 53.2847175, 10.7313412 53.2847126)",,,
29109773,False,,Stapeler Weg,residential,,True,175.425,"LINESTRING (10.7329248 53.2847175, 10.7329082 53.2831399)",,,
29104137,False,,Neuhauser Straße,residential,,False,103.599,"LINESTRING (10.734688 53.284723, 10.7362464 53.2847278)",,,
29104137,False,,Neuhauser Straße,residential,,True,13.508,"LINESTRING (10.734688 53.284723, 10.7344848 53.2847223)",,,
29109717,False,,Teldauer Straße,residential,,False,163.768,"LINESTRING (10.734688 53.284723, 10.7346922 53.2832502)",,,
29104212,False,,Sückauer Straße,residential,50,False,159.31300000000002,"LINESTRING (10.7335606 53.2858688, 10.7331034 53.2857747, 10.7327921 53.2857211, 10.732473 53.2856798, 10.7321638 53.2856476, 10.7312202 53.2855887)",,,
29104212,False,,Sückauer Straße,residential,50,True,57.767,"LINESTRING (10.7335606 53.2858688, 10.7337421 53.2859296, 10.734007 53.2860454, 10.7341489 53.2861378, 10.734219 53.2861982)",,,
29109678,False,,Delliner Straße,residential,,True,128.33,"LINESTRING (10.7335606 53.2858688, 10.7335854 53.2858327, 10.7336095 53.2857805, 10.7336145 53.2857056, 10.7336338 53.2847197)",,,
29104137,False,,Neuhauser Straße,residential,,False,13.508,"LINESTRING (10.7344848 53.2847223, 10.734688 53.284723)",,,
29104137,False,,Neuhauser Straße,residential,,True,56.572,"LINESTRING (10.7344848 53.2847223, 10.7336338 53.2847197)",,,
29109613,False,,Sumter Weg,residential,,False,79.122,"LINESTRING (10.7344848 53.2847223, 10.7345003 53.2854338)",,,
29109613,False,,Sumter Weg,residential,,True,79.122,"LINESTRING (10.7345003 53.2854338, 10.7344848 53.2847223)",,,
29104137,False,,Neuhauser Straße,residential,,False,56.572,"LINESTRING (10.7336338 53.2847197, 10.7344848 53.2847223)",,,
29104137,False,,Neuhauser Straße,residential,,True,47.133,"LINESTRING (10.7336338 53.2847197, 10.7329248 53.2847175)",,,
29109678,False,,Delliner Straße,residential,,False,128.33,"LINESTRING (10.7336338 53.2847197, 10.7336145 53.2857056, 10.7336095 53.2857805, 10.7335854 53.2858327, 10.7335606 53.2858688)",,,
29175211,False,,Gartenstraße,residential,50,False,34.077,"LINESTRING (10.730787 53.2915002, 10.731191 53.2915995, 10.7312612 53.2916167)",,,
29175211,False,,Gartenstraße,residential,50,True,137.285,"LINESTRING (10.730787 53.2915002, 10.7303882 53.2914006, 10.7300377 53.2913039, 10.7298048 53.2912303, 10.729174 53.290992, 10.729004 53.2908928)",,,
29175211,False,,Gartenstraße,residential,50,True,34.077,"LINESTRING (10.7312612 53.2916167, 10.731191 53.2915995, 10.730787 53.2915002)",,,
29200509,False,,Ernst-August-Straße,residential,50,False,136.999,"LINESTRING (10.7327732 53.2898102, 10.7320784 53.2895504, 10.7319758 53.2895161, 10.7318588 53.2895003, 10.7317372 53.2895044, 10.7315394 53.2895734, 10.7309821 53.2897771)",,,
29200509,False,,Ernst-August-Straße,residential,50,True,136.885,"LINESTRING (10.7327732 53.2898102, 10.7329874 53.2898649, 10.7332067 53.2899034, 10.7335043 53.2899411, 10.7336515 53.2899735, 10.7337847 53.2900181, 10.733904 53.2900695, 10.7339967 53.2901218, 10.7344731 53.2904362)",,,
29200510,False,,Georgstraße,residential,50,True,163.25600000000003,"LINESTRING (10.7327732 53.2898102, 10.732743 53.2898854, 10.7327485 53.289949, 10.7328492 53.2903392, 10.732921 53.2908269, 10.7329706 53.2911636, 10.7330154 53.2912649)",,,
31667341,False,,Schröders Garten,residential,,True,109.78200000000001,"LINESTRING (10.7322158 53.2888145, 10.7328196 53.2885571, 10.7335604 53.2882412)",,,
29092217,False,,Theodor-Storm-Straße,residential,30,True,83.529,"LINESTRING (10.7237563 53.2832394, 10.7241593 53.2832379, 10.7244563 53.2832193, 10.7250048 53.2831693)",,,
239079021,False,,Sanddeich,residential,30,False,70.518,"LINESTRING (10.7360398 53.2914486, 10.7359129 53.2916052, 10.735537 53.2920068)",,,
1039681841,False,,,residential,30,False,50.172,"LINESTRING (10.7360398 53.2914486, 10.7361271 53.2914661, 10.7366593 53.2914933, 10.7367873 53.2914857)",,,
1039681841,False,,,residential,30,True,50.172000000000004,"LINESTRING (10.7367873 53.2914857, 10.7366593 53.2914933, 10.7361271 53.2914661, 10.7360398 53.2914486)",,,
35382010,False,,Feldstraße,residential,,False,75.414,"LINESTRING (10.7340212 53.2887832, 10.7350256 53.2884678)",,,
29087641,False,,Feldstraße,residential,,False,154.29899999999998,"LINESTRING (10.7340212 53.2887832, 10.7340729 53.2888491, 10.7343393 53.2891886, 10.7343622 53.2892178, 10.734381 53.2892418, 10.7344675 53.289352, 10.7351827 53.2899796)",,,
29087641,False,,Feldstraße,residential,,True,67.891,"LINESTRING (10.7340212 53.2887832, 10.7337311 53.2883859, 10.7335604 53.2882412)",,,
35382010,False,,Feldstraße,residential,,True,75.414,"LINESTRING (10.7350256 53.2884678, 10.7340212 53.2887832)",,,
168977362,False,,Moorweide,residential,,False,56.259,"LINESTRING (10.7272737 53.2885737, 10.7266812 53.288935)",,,
168977362,False,,Moorweide,residential,,True,56.259,"LINESTRING (10.7266812 53.288935, 10.7272737 53.2885737)",,,
"[168977362, 303508884]",False,,Moorweide,"['residential', 'living_street']",,"[False, True]",250.97700000000003,"LINESTRING (10.7266812 53.288935, 10.7264846 53.2890364, 10.7263982 53.2890437, 10.7263215 53.2890359, 10.7262444 53.289009, 10.7252371 53.288321, 10.7252278 53.2882884, 10.7252278 53.2882591, 10.7252746 53.2882184, 10.7255369 53.2881146, 10.7258981 53.2879691, 10.7260961 53.2881284, 10.7263978 53.2883385)",,,
168977363,False,,Moorweide,residential,,True,118.093,"LINESTRING (10.7266812 53.288935, 10.7276363 53.2895803, 10.7278954 53.2897075)",,,
421599518,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,True,3.678,"LINESTRING (10.732815 53.2913261, 10.7327639 53.2913388)",,,
"[25651100, 549797132]",False,L 223,Elbstraße,secondary,50,False,71.888,"LINESTRING (10.732815 53.2913261, 10.732856 53.291362, 10.7328828 53.2913854, 10.7330371 53.2915229, 10.7331802 53.2916858, 10.7333402 53.2918896)",,,
981956926,False,L 222,Fritz-von-dem-Berge-Straße,secondary,50,False,14.959,"LINESTRING (10.732815 53.2913261, 10.7329276 53.291291, 10.7330154 53.2912649)",,,
240158064,False,L 221,Lüneburger Straße,secondary,50,True,173.082,"LINESTRING (10.7293213 53.2885874, 10.7299781 53.2889564, 10.7300921 53.2890311, 10.7303624 53.2892485, 10.7305093 53.2893612, 10.7306145 53.2894484, 10.7309821 53.2897771)",2,,
"[413143026, 273431671]",False,,Nindorfer Moorweg,residential,50,False,195.665,"LINESTRING (10.7293213 53.2885874, 10.7294111 53.2884894, 10.7297676 53.2882848, 10.7299816 53.288169, 10.7301484 53.2880753, 10.7303114 53.2879859, 10.730584 53.2878133, 10.7307661 53.2876586, 10.7309127 53.2874891, 10.7310631 53.2872097)",2,,
273431765,False,L 221,Lüneburger Straße,secondary,50,False,285.045,"LINESTRING (10.7293213 53.2885874, 10.7289009 53.2883551, 10.7288074 53.2883035, 10.7286158 53.2881976, 10.7278934 53.2877937, 10.7277189 53.2876962, 10.7270242 53.2873078, 10.7266413 53.2870937, 10.7264595 53.2869934, 10.7261827 53.2868407)",2,,
"[1039681843, 300895020]",False,,Am Bleckwerk,secondary,50,False,156.634,"LINESTRING (10.7293213 53.2885874, 10.7292165 53.2886921, 10.7288942 53.2889394, 10.7286558 53.289125, 10.7281283 53.2895437, 10.7278954 53.2897075)",2,,
26298195,False,K 35,Breetzer Straße,tertiary,50,True,63.934,"LINESTRING (10.7258381 53.2849079, 10.726261 53.2854243)",2,,
26298195,False,K 35,Breetzer Straße,tertiary,50,False,25.231,"LINESTRING (10.7258381 53.2849079, 10.7257636 53.2848157, 10.7256875 53.2846998)",2,,
26298195,False,K 35,Breetzer Straße,tertiary,50,False,63.934,"LINESTRING (10.726261 53.2854243, 10.7258381 53.2849079)",2,,
26298195,False,K 35,Breetzer Straße,tertiary,50,True,161.161,"LINESTRING (10.726261 53.2854243, 10.7263238 53.2855182, 10.7263619 53.2855993, 10.7263923 53.2857167, 10.7264013 53.2858399, 10.7263869 53.2863212, 10.7263806 53.2864342, 10.7263745 53.286484, 10.7263439 53.2866028, 10.7262855 53.2867127, 10.7261827 53.2868407)",2,,
293311830,False,,Breetzer Straße,living_street,,True,47.456999999999994,"LINESTRING (10.726261 53.2854243, 10.7257058 53.2854347, 10.7256978 53.2855293)",,,
293311830,False,,Breetzer Straße,living_street,,False,47.456999999999994,"LINESTRING (10.7256978 53.2855293, 10.7257058 53.2854347, 10.726261 53.2854243)",,,
