osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge
24682248,K 2023,Seckachtorgasse,tertiary,False,False,13.712,,,"LINESTRING (9.3589611 49.323129, 9.3591494 49.323141)",
"[27403965, 1022033526]",L 1095,Im Haag,secondary,False,False,94.97,3,50,"LINESTRING (9.3589611 49.323129, 9.3590192 49.3229932, 9.3590336 49.3229597, 9.3590692 49.3229047, 9.3591379 49.3228283, 9.3592037 49.3227734, 9.359345 49.3226853, 9.3594855 49.3226301, 9.3596406 49.322582, 9.3596887 49.322567, 9.3597413 49.3225508, 9.3597984 49.3225327)",
"[23065500, 421514149]",L 527,Bittelbronner Straße,secondary,False,False,65.46000000000001,2,50,"LINESTRING (9.3589611 49.323129, 9.3586779 49.3230911, 9.3586267 49.3230849, 9.3583829 49.3230549, 9.3581767 49.3230298, 9.3580732 49.3230373)",
188908250,K 2024,Eisenbahnstraße,tertiary,False,True,125.644,,,"LINESTRING (9.3573242 49.3238678, 9.3572079 49.3238413, 9.3570812 49.3237992, 9.357022 49.3237636, 9.3569852 49.323725, 9.3569522 49.3236708, 9.3569444 49.3236234, 9.3569479 49.3235797, 9.3569724 49.3234817, 9.3571791 49.3230863, 9.35721 49.322958, 9.3572146 49.3228957)",
"[27403963, 1022033525, 188908247]",L 527,Bittelbronner Straße,secondary,False,True,109.431,3,50,"LINESTRING (9.3573242 49.3238678, 9.3574709 49.3236963, 9.3576117 49.3235197, 9.3577284 49.3233598, 9.3578289 49.323204, 9.3578878 49.3231179, 9.3579271 49.3230867, 9.3579987 49.3230553, 9.3580732 49.3230373)",
27048105,,Reichertshäuser Straße,residential,False,True,76.644,,30,"LINESTRING (9.3559741 49.322807, 9.3558628 49.3227651, 9.3555784 49.3227674, 9.3549339 49.3227727)",
793925930,K 2024,Reichertshäuser Straße,tertiary,False,False,20.932000000000002,,,"LINESTRING (9.3559741 49.322807, 9.3560945 49.3227901, 9.356145 49.3227821, 9.3562537 49.3227604)",
793925931,K 2024,Reichertshäuser Straße,tertiary,False,True,37.459,,,"LINESTRING (9.3559741 49.322807, 9.3556543 49.3228384, 9.3555863 49.3228414, 9.3554613 49.3228468)",
"[23775648, 27068205, 23775647]",L 1095,Züttlinger Straße,secondary,False,False,189.32999999999998,2,50,"LINESTRING (9.3623752 49.3225975, 9.3624853 49.322545, 9.3625221 49.3225257, 9.362576 49.3224988, 9.3634279 49.3220762, 9.36359 49.3219953, 9.3636449 49.3219678, 9.3637215 49.3219296, 9.3637975 49.3218917, 9.3639485 49.3218163, 9.3640814 49.32175, 9.3644522 49.3215649)",yes
27067423,,Hauptstraße,residential,False,True,52.61,,,"LINESTRING (9.3623752 49.3225975, 9.3622518 49.3226577, 9.3621458 49.3227005, 9.3619276 49.3227901, 9.3617659 49.3228541)",
"[310825705, 570272491, 1011964769]",L 1095,Im Haag,secondary,False,True,217.84799999999998,3,50,"LINESTRING (9.3623752 49.3225975, 9.3622848 49.3225211, 9.3622506 49.3224921, 9.3619545 49.3222528, 9.3618616 49.322207, 9.3617643 49.3221697, 9.3615856 49.322134, 9.361397 49.322126, 9.3612652 49.3221314, 9.3611445 49.3221511, 9.3610297 49.3221788, 9.3608802 49.3222189, 9.3607688 49.3222495, 9.3599725 49.3224801, 9.3597984 49.3225327)",
