osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,tunnel,access
"[39351296, 44508189, 39351311]",2,Würzburger Straße,tertiary,False,True,277.66,,,"LINESTRING (10.4598542 49.6634803, 10.460194 49.6636199, 10.4603408 49.6636802, 10.4604766 49.663759, 10.4613129 49.6642554, 10.46144 49.6643318, 10.461459 49.6643439, 10.4616361 49.6644733, 10.4617845 49.6645952, 10.4621795 49.6649218, 10.4623923 49.6651525, 10.4624684 49.6652154, 10.462516 49.6652555)",yes,,
"[51155954, 315261275, 315261276, 315261277, 315261278]","['2', '3']",Geiselwinder Straße,secondary,False,True,277.90099999999995,St 2421,50,"LINESTRING (10.4598542 49.6634803, 10.4597783 49.6635966, 10.4596382 49.6638384, 10.4595831 49.663925, 10.4594484 49.6641269, 10.4593968 49.6642095, 10.4591866 49.6645222, 10.459052 49.6647302, 10.4586381 49.6653642, 10.4583531 49.6657826)",,,
46886260,2,Schwarzenberger Straße,secondary,False,False,72.325,St 2261,50,"LINESTRING (10.4673739 49.667417, 10.4680487 49.667899)",,,
"[28798909, 356823989]",,Goethestraße,residential,False,False,178.903,,30,"LINESTRING (10.4673739 49.667417, 10.4671745 49.6682196, 10.4671358 49.668352, 10.4671188 49.6684218, 10.4669962 49.6689112, 10.4669326 49.6689966)",,,
158521524,2,Schwarzenberger Straße,secondary,False,True,20.835,St 2261,50,"LINESTRING (10.4673739 49.667417, 10.4672537 49.6673311, 10.4671796 49.6672781)",,,
35704712,,Landwehrstraße,residential,False,False,67.963,,,"LINESTRING (10.467012 49.6690801, 10.4679418 49.6691871)",,,
356823989,,Goethestraße,residential,False,True,10.902,,,"LINESTRING (10.467012 49.6690801, 10.4669326 49.6689966)",,,
356823989,,Goethestraße,residential,False,False,10.902,,,"LINESTRING (10.4669326 49.6689966, 10.467012 49.6690801)",,,
28798912,,Landwehrstraße,residential,False,True,121.405,,,"LINESTRING (10.4669326 49.6689966, 10.4668308 49.6690265, 10.466525 49.669002, 10.4663609 49.6689713, 10.4661236 49.6688789, 10.4657998 49.6687529, 10.4654098 49.668619)",,,
"[356823989, 28798909]",,Goethestraße,residential,False,True,178.903,,30,"LINESTRING (10.4669326 49.6689966, 10.4669962 49.6689112, 10.4671188 49.6684218, 10.4671358 49.668352, 10.4671745 49.6682196, 10.4673739 49.667417)",,,
28798910,,Bergstraße,residential,False,False,86.465,,,"LINESTRING (10.4629581 49.6684133, 10.4630919 49.6685339, 10.4637339 49.6690063)",,,
28798910,,Bergstraße,residential,False,True,47.958,,,"LINESTRING (10.4629581 49.6684133, 10.4626828 49.668125, 10.4626078 49.6680464)",,,
28798912,,Landwehrstraße,residential,False,False,179.92499999999998,,,"LINESTRING (10.4629581 49.6684133, 10.4640055 49.6684093, 10.4644129 49.6684345, 10.4648022 49.668475, 10.4651164 49.6685315, 10.4654098 49.668619)",,,
28798912,,Landwehrstraße,residential,False,False,121.405,,,"LINESTRING (10.4654098 49.668619, 10.4657998 49.6687529, 10.4661236 49.6688789, 10.4663609 49.6689713, 10.466525 49.669002, 10.4668308 49.6690265, 10.4669326 49.6689966)",,,
28798912,,Landwehrstraße,residential,False,True,179.925,,,"LINESTRING (10.4654098 49.668619, 10.4651164 49.6685315, 10.4648022 49.668475, 10.4644129 49.6684345, 10.4640055 49.6684093, 10.4629581 49.6684133)",,,
35702359,,Siedlungsstraße,residential,False,False,118.815,,30,"LINESTRING (10.4654098 49.668619, 10.4656408 49.6681151, 10.4658626 49.6675915)",,,
24263854,2,Kirchstraße,tertiary,False,False,14.039,,,"LINESTRING (10.4623089 49.6656684, 10.4622942 49.6657943)",,,
24263854,2,Kirchstraße,tertiary,False,True,16.506,,,"LINESTRING (10.4623089 49.6656684, 10.4623468 49.665522)",,,
"[51732098, 35704731]",,Schillerstraße,residential,False,False,144.732,,,"LINESTRING (10.4623089 49.6656684, 10.4627005 49.6657609, 10.4630295 49.665876, 10.463099 49.6659178, 10.4630916 49.6659927, 10.4630882 49.6661481, 10.4628945 49.6664623, 10.4628715 49.6664801, 10.4628302 49.666486, 10.4626711 49.6664503)",,,
"[289390635, 289390636, 26030727]",2,Hauptstraße,tertiary,False,False,57.053,,,"LINESTRING (10.4650304 49.6658738, 10.464811 49.6658362, 10.4647014 49.6658174, 10.4642746 49.6657203)",,building_passage,
26030727,2,Hauptstraße,tertiary,False,True,40.194,,,"LINESTRING (10.4650304 49.6658738, 10.465407 49.6659588, 10.4655523 49.6660016)",,,
45031007,,Wachgasse,residential,False,True,106.202,,,"LINESTRING (10.4650304 49.6658738, 10.4649509 49.6656866, 10.4648539 49.6654993, 10.4645939 49.6652024, 10.4644599 49.6650856, 10.464388 49.6650247)",,,
35320159,,Karl-Lax-Straße,residential,False,False,115.151,,50,"LINESTRING (10.4681016 49.6663413, 10.4684198 49.6659496, 10.4688566 49.6654283)",,,
35702361,,,residential,False,False,136.006,,,"LINESTRING (10.4681016 49.6663413, 10.4679964 49.6664265, 10.4679443 49.6664777, 10.467894 49.666499, 10.4674488 49.666546, 10.4667354 49.6665838, 10.4665896 49.6665983, 10.4663866 49.666695)",,,
158496846,,Adi-Dassler-Straße,residential,False,False,66.155,,,"LINESTRING (10.4681016 49.6663413, 10.467273 49.6662252, 10.4672032 49.6662154)",,,
35700255,,Dr.-Josef-Bulitta-Straße,residential,False,False,162.774,,30,"LINESTRING (10.4675833 49.6637205, 10.4685966 49.6624118)",,,
158496936,,Von-und-zu-Franckenstein-Straße,residential,False,True,49.1,,50,"LINESTRING (10.4675833 49.6637205, 10.4681451 49.663971)",,,
158496936,,Von-und-zu-Franckenstein-Straße,residential,False,False,66.893,,50,"LINESTRING (10.4675833 49.6637205, 10.4675199 49.6636918, 10.4670389 49.6634739, 10.4669503 49.6634338, 10.4668045 49.6633964)",,,
35320162,,Gabersbergstraße,residential,False,False,59.506,,30,"LINESTRING (10.4692702 49.6615536, 10.4685416 49.6613007)",,,
35700255,,Dr.-Josef-Bulitta-Straße,residential,False,True,57.787,,30,"LINESTRING (10.4692702 49.6615536, 10.4689167 49.6620202)",,,
35320162,,Gabersbergstraße,residential,False,True,59.506,,30,"LINESTRING (10.4685416 49.6613007, 10.4692702 49.6615536)",,,
35700252,,Hohlweiler Mühlweg,living_street,False,False,265.151,,,"LINESTRING (10.4685416 49.6613007, 10.4678771 49.6620763, 10.4674266 49.6627763, 10.4668045 49.6633964)",,,
51155955,2,Von-und-zu-Franckenstein-Straße,residential,False,False,26.879,,,"LINESTRING (10.4668045 49.6633964, 10.4664374 49.663352)",,,
35700252,,Hohlweiler Mühlweg,living_street,False,True,265.151,,,"LINESTRING (10.4668045 49.6633964, 10.4674266 49.6627763, 10.4678771 49.6620763, 10.4685416 49.6613007)",,,
158496936,,Von-und-zu-Franckenstein-Straße,residential,False,True,66.893,,50,"LINESTRING (10.4668045 49.6633964, 10.4669503 49.6634338, 10.4670389 49.6634739, 10.4675199 49.6636918, 10.4675833 49.6637205)",,,
35700259,,Pfaffenleitenweg,residential,False,False,60.493,,30,"LINESTRING (10.4681451 49.663971, 10.4686255 49.6635246)",,,
158496936,,Von-und-zu-Franckenstein-Straße,residential,False,False,49.1,,50,"LINESTRING (10.4681451 49.663971, 10.4675833 49.6637205)",,,
35700259,,Pfaffenleitenweg,residential,False,False,51.453,,30,"LINESTRING (10.4686255 49.6635246, 10.4690456 49.6631502)",,,
35700259,,Pfaffenleitenweg,residential,False,True,60.493,,30,"LINESTRING (10.4686255 49.6635246, 10.4681451 49.663971)",,,
35700259,,Pfaffenleitenweg,residential,False,True,51.453,,30,"LINESTRING (10.4690456 49.6631502, 10.4686255 49.6635246)",,,
35700259,,Pfaffenleitenweg,residential,False,False,48.149,,30,"LINESTRING (10.4690456 49.6631502, 10.4691887 49.663023, 10.4693673 49.6629145, 10.4695127 49.6628448)",,,
35700259,,Pfaffenleitenweg,residential,False,True,48.149,,30,"LINESTRING (10.4695127 49.6628448, 10.4693673 49.6629145, 10.4691887 49.663023, 10.4690456 49.6631502)",,,
35884611,,Ziegelbuckweg,residential,False,True,83.064,,30,"LINESTRING (10.4695127 49.6628448, 10.4694013 49.6627382, 10.4692507 49.6626446, 10.4685966 49.6624118)",,,
35700255,,Dr.-Josef-Bulitta-Straße,residential,False,False,57.787,,30,"LINESTRING (10.4689167 49.6620202, 10.4692702 49.6615536)",,,
35700255,,Dr.-Josef-Bulitta-Straße,residential,False,True,49.264,,30,"LINESTRING (10.4689167 49.6620202, 10.4685966 49.6624118)",,,
35320159,,Karl-Lax-Straße,residential,False,True,115.151,,50,"LINESTRING (10.4688566 49.6654283, 10.4684198 49.6659496, 10.4681016 49.6663413)",,,
26206439,2,Schwarzenberger Straße,secondary,False,False,43.158,St 2261,50,"LINESTRING (10.4659777 49.6664111, 10.4662327 49.6665875, 10.4663866 49.666695)",,,
26206439,2,Schwarzenberger Straße,secondary,False,True,56.173,St 2261,50,"LINESTRING (10.4659777 49.6664111, 10.4657002 49.6662157, 10.4655817 49.6661047, 10.4655523 49.6660016)",,,
35702358,,,residential,False,False,60.042,,,"LINESTRING (10.4659777 49.6664111, 10.466131 49.6663366, 10.4664746 49.6663445, 10.4665425 49.6661562)",,,destination
1107776326,,Adi-Dassler-Straße,residential,False,False,8.842,,,"LINESTRING (10.4665425 49.6661562, 10.4664201 49.6661493)",,,
1107776326,,Adi-Dassler-Straße,residential,False,True,48.004,,,"LINESTRING (10.4665425 49.6661562, 10.4672032 49.6662154)",,,
35702358,,,residential,False,True,60.042,,,"LINESTRING (10.4665425 49.6661562, 10.4664746 49.6663445, 10.466131 49.6663366, 10.4659777 49.6664111)",,,destination
26206439,2,Schwarzenberger Straße,secondary,False,True,7.787,St 2261,50,"LINESTRING (10.4664589 49.6667471, 10.4663866 49.666695)",,,
35704708,,Seestraße,residential,False,False,39.467,,,"LINESTRING (10.4664589 49.6667471, 10.4660681 49.6669961)",,,
158521524,2,Schwarzenberger Straße,secondary,False,False,78.591,St 2261,50,"LINESTRING (10.4664589 49.6667471, 10.4671796 49.6672781)",,,
35704708,,Seestraße,residential,False,True,39.467,,,"LINESTRING (10.4660681 49.6669961, 10.4664589 49.6667471)",,,
35702359,,Siedlungsstraße,residential,False,True,67.88,,30,"LINESTRING (10.4660681 49.6669961, 10.4660127 49.6672037, 10.4658626 49.6675915)",,,
35704708,,Seestraße,residential,False,False,275.19599999999997,,,"LINESTRING (10.4660681 49.6669961, 10.4658968 49.66709, 10.4656509 49.6671343, 10.4655425 49.6671538, 10.4649587 49.6672555, 10.4647646 49.6673433, 10.4644596 49.6675974, 10.4644145 49.6676277, 10.4642428 49.6676841, 10.4626073 49.6676771)",,,
24263854,2,Kirchstraße,tertiary,False,False,41.064,,,"LINESTRING (10.4626073 49.6676771, 10.4626078 49.6680464)",,,
24263854,2,Kirchstraße,tertiary,False,True,11.508,,,"LINESTRING (10.4626073 49.6676771, 10.4625785 49.6675753)",,,
35704708,,Seestraße,residential,False,True,275.19599999999997,,,"LINESTRING (10.4626073 49.6676771, 10.4642428 49.6676841, 10.4644145 49.6676277, 10.4644596 49.6675974, 10.4647646 49.6673433, 10.4649587 49.6672555, 10.4655425 49.6671538, 10.4656509 49.6671343, 10.4658968 49.66709, 10.4660681 49.6669961)",,,
35704710,,Siedlungsstraße,residential,False,False,48.845,,,"LINESTRING (10.4658626 49.6675915, 10.465205 49.6677002)",,,
35702359,,Siedlungsstraße,residential,False,False,67.88,,30,"LINESTRING (10.4658626 49.6675915, 10.4660127 49.6672037, 10.4660681 49.6669961)",,,
35702359,,Siedlungsstraße,residential,False,True,118.815,,30,"LINESTRING (10.4658626 49.6675915, 10.4656408 49.6681151, 10.4654098 49.668619)",,,
35704710,,Siedlungsstraße,residential,False,True,48.845,,,"LINESTRING (10.465205 49.6677002, 10.4658626 49.6675915)",,,
35704712,,Landwehrstraße,residential,False,False,61.835,,,"LINESTRING (10.4679418 49.6691871, 10.4685411 49.6695856)",,,
35704712,,Landwehrstraße,residential,False,True,67.963,,,"LINESTRING (10.4679418 49.6691871, 10.467012 49.6690801)",,,
35704714,,Mangoldstraße,residential,False,False,97.14600000000002,,,"LINESTRING (10.4679418 49.6691871, 10.4680064 49.6690379, 10.4680196 49.6685287, 10.4680177 49.6684755, 10.4680195 49.6684521, 10.4680271 49.6683194)",,,
46886260,2,Schwarzenberger Straße,secondary,False,True,72.325,St 2261,50,"LINESTRING (10.4680487 49.667899, 10.4673739 49.667417)",,,
265623015,,Mangoldstraße,residential,True,False,46.772,,,"LINESTRING (10.4680271 49.6683194, 10.4680487 49.667899)",,,
35704714,,Mangoldstraße,residential,False,True,97.146,,,"LINESTRING (10.4680271 49.6683194, 10.4680195 49.6684521, 10.4680177 49.6684755, 10.4680196 49.6685287, 10.4680064 49.6690379, 10.4679418 49.6691871)",,,
51732098,,Schillerstraße,residential,False,False,27.843,,,"LINESTRING (10.4626711 49.6664503, 10.4623042 49.6663709)",,,
35704733,,Schillerstraße,residential,False,False,58.436,,,"LINESTRING (10.4626711 49.6664503, 10.4627423 49.6666097, 10.4628293 49.666641, 10.4632691 49.6667191)",,,
"[51732098, 35704731]",,Schillerstraße,residential,False,True,144.732,,,"LINESTRING (10.4626711 49.6664503, 10.4628302 49.666486, 10.4628715 49.6664801, 10.4628945 49.6664623, 10.4630882 49.6661481, 10.4630916 49.6659927, 10.463099 49.6659178, 10.4630295 49.665876, 10.4627005 49.6657609, 10.4623089 49.6656684)",,,
24263854,2,Kirchstraße,tertiary,False,True,42.326,,,"LINESTRING (10.4623042 49.6663709, 10.4622951 49.6659903)",,,
51732098,,Schillerstraße,residential,False,True,27.843,,,"LINESTRING (10.4623042 49.6663709, 10.4626711 49.6664503)",,,
24263854,2,Kirchstraße,tertiary,False,False,111.803,,,"LINESTRING (10.4623042 49.6663709, 10.4622955 49.6665708, 10.4622689 49.6667949, 10.4623206 49.6670134, 10.4625046 49.6673528)",,,
35704737,,Lange Gasse,residential,False,False,66.113,,,"LINESTRING (10.4623042 49.6663709, 10.4619356 49.6663448, 10.4613882 49.6663307)",,,
35704733,,Schillerstraße,residential,False,True,58.43600000000001,,,"LINESTRING (10.4632691 49.6667191, 10.4628293 49.666641, 10.4627423 49.6666097, 10.4626711 49.6664503)",,,
35704737,,Lange Gasse,residential,False,False,152.68,,,"LINESTRING (10.4613882 49.6663307, 10.4613425 49.6662025, 10.4612328 49.6661255, 10.4612929 49.6659543, 10.4614034 49.6658866, 10.4615631 49.6655942, 10.4616506 49.665568, 10.4616829 49.665537, 10.4618573 49.6655187, 10.4619199 49.6654766, 10.4623468 49.665522)",,,
35704737,,Lange Gasse,residential,False,True,66.113,,,"LINESTRING (10.4613882 49.6663307, 10.4619356 49.6663448, 10.4623042 49.6663709)",,,
43134203,,Lange Gasse,residential,False,False,176.248,,,"LINESTRING (10.4613882 49.6663307, 10.4613781 49.6664475, 10.4613028 49.6666925, 10.4613368 49.6669027, 10.4617882 49.6673327, 10.4618849 49.667382, 10.4620039 49.6673989, 10.4624535 49.6673662, 10.4625046 49.6673528)",,,
24263854,2,Kirchstraße,tertiary,False,False,25.306,,,"LINESTRING (10.4625046 49.6673528, 10.4625785 49.6675753)",,,
24263854,2,Kirchstraße,tertiary,False,True,111.803,,,"LINESTRING (10.4625046 49.6673528, 10.4623206 49.6670134, 10.4622689 49.6667949, 10.4622955 49.6665708, 10.4623042 49.6663709)",,,
43134203,,Lange Gasse,residential,False,True,176.24800000000002,,,"LINESTRING (10.4625046 49.6673528, 10.4624535 49.6673662, 10.4620039 49.6673989, 10.4618849 49.667382, 10.4617882 49.6673327, 10.4613368 49.6669027, 10.4613028 49.6666925, 10.4613781 49.6664475, 10.4613882 49.6663307)",,,
44293535,,Bogenstraße,residential,False,False,240.551,,,"LINESTRING (10.4625046 49.6673528, 10.4625795 49.667331, 10.4629211 49.6672765, 10.4631 49.6672193, 10.4632545 49.6671511, 10.4634981 49.666998, 10.4635546 49.6669625, 10.4636366 49.6668861, 10.4638642 49.666674, 10.4639303 49.6665931, 10.4639914 49.6665203, 10.4639745 49.6664633, 10.4639584 49.6663527, 10.4640094 49.6661743, 10.4642746 49.6657203)",,,
24263854,2,Kirchstraße,tertiary,False,False,11.508,,,"LINESTRING (10.4625785 49.6675753, 10.4626073 49.6676771)",,,
24263854,2,Kirchstraße,tertiary,False,True,25.306,,,"LINESTRING (10.4625785 49.6675753, 10.4625046 49.6673528)",,,
35704734,,Stadtmühlweg,residential,False,False,180.578,,,"LINESTRING (10.4625785 49.6675753, 10.462243 49.6675869, 10.4615998 49.6675218, 10.4614476 49.667529, 10.4613429 49.6675634, 10.4612985 49.6676167, 10.4612719 49.6676857, 10.4613095 49.6679153, 10.4619486 49.668087)",,,
35704734,,Stadtmühlweg,residential,False,False,43.628,,,"LINESTRING (10.4619486 49.668087, 10.4625472 49.668149)",,,
35704736,,Stadtmühlweg,residential,False,False,36.38,,,"LINESTRING (10.4619486 49.668087, 10.4616545 49.6683531)",,,
35704734,,Stadtmühlweg,residential,False,True,180.578,,,"LINESTRING (10.4619486 49.668087, 10.4613095 49.6679153, 10.4612719 49.6676857, 10.4612985 49.6676167, 10.4613429 49.6675634, 10.4614476 49.667529, 10.4615998 49.6675218, 10.462243 49.6675869, 10.4625785 49.6675753)",,,
35704734,,Stadtmühlweg,residential,False,True,43.628,,,"LINESTRING (10.4625472 49.668149, 10.4619486 49.668087)",,,
43134205,2,Kirchstraße,tertiary,False,True,12.214,,,"LINESTRING (10.4625472 49.668149, 10.4626078 49.6680464)",,,
35704736,,Stadtmühlweg,residential,False,True,36.38,,,"LINESTRING (10.4616545 49.6683531, 10.4619486 49.668087)",,,
24263854,2,Kirchstraße,tertiary,False,False,16.506,,,"LINESTRING (10.4623468 49.665522, 10.4623089 49.6656684)",,,
24263854,2,Kirchstraße,tertiary,False,True,32.038,,,"LINESTRING (10.4623468 49.665522, 10.462516 49.6652555)",,,
35704737,,Lange Gasse,residential,False,True,152.68,,,"LINESTRING (10.4623468 49.665522, 10.4619199 49.6654766, 10.4618573 49.6655187, 10.4616829 49.665537, 10.4616506 49.665568, 10.4615631 49.6655942, 10.4614034 49.6658866, 10.4612929 49.6659543, 10.4612328 49.6661255, 10.4613425 49.6662025, 10.4613882 49.6663307)",,,
24263854,2,Kirchstraße,tertiary,False,False,42.326,,,"LINESTRING (10.4622951 49.6659903, 10.4623042 49.6663709)",,,
24263854,2,Kirchstraße,tertiary,False,True,21.794,,,"LINESTRING (10.4622951 49.6659903, 10.4622942 49.6657943)",,,
35704739,,Kirchstraße,residential,False,False,114.445,,,"LINESTRING (10.4622951 49.6659903, 10.4621761 49.6659885, 10.4617011 49.6659708, 10.4616125 49.6658001, 10.4617199 49.6657444, 10.4618963 49.6657569, 10.4622942 49.6657943)",,,
24263854,2,Kirchstraße,tertiary,False,False,21.794,,,"LINESTRING (10.4622942 49.6657943, 10.4622951 49.6659903)",,,
35704739,,Kirchstraße,residential,False,True,114.445,,,"LINESTRING (10.4622942 49.6657943, 10.4618963 49.6657569, 10.4617199 49.6657444, 10.4616125 49.6658001, 10.4617011 49.6659708, 10.4621761 49.6659885, 10.4622951 49.6659903)",,,
24263854,2,Kirchstraße,tertiary,False,True,14.039,,,"LINESTRING (10.4622942 49.6657943, 10.4623089 49.6656684)",,,
289390635,2,Hauptstraße,tertiary,False,False,34.853,,,"LINESTRING (10.4642746 49.6657203, 10.4638329 49.6655918)",,,
44293535,,Bogenstraße,residential,False,True,240.55100000000002,,,"LINESTRING (10.4642746 49.6657203, 10.4640094 49.6661743, 10.4639584 49.6663527, 10.4639745 49.6664633, 10.4639914 49.6665203, 10.4639303 49.6665931, 10.4638642 49.666674, 10.4636366 49.6668861, 10.4635546 49.6669625, 10.4634981 49.666998, 10.4632545 49.6671511, 10.4631 49.6672193, 10.4629211 49.6672765, 10.4625795 49.667331, 10.4625046 49.6673528)",,,
"[289390635, 289390636, 26030727]",2,Hauptstraße,tertiary,False,True,57.053,,,"LINESTRING (10.4642746 49.6657203, 10.4647014 49.6658174, 10.464811 49.6658362, 10.4650304 49.6658738)",,building_passage,
35704755,,Am Ring,residential,False,True,163.766,,,"LINESTRING (10.4620762 49.6698062, 10.4624051 49.669461, 10.4624953 49.6694245, 10.4633305 49.6693709, 10.4634028 49.6693474, 10.4637339 49.6690063)",,,
28798910,,Bergstraße,residential,False,True,85.822,,,"LINESTRING (10.4644736 49.6696117, 10.4637339 49.6690063)",,,
28798910,,Bergstraße,residential,False,False,85.822,,,"LINESTRING (10.4637339 49.6690063, 10.4644736 49.6696117)",,,
28798910,,Bergstraße,residential,False,True,86.465,,,"LINESTRING (10.4637339 49.6690063, 10.4630919 49.6685339, 10.4629581 49.6684133)",,,
35704755,,Am Ring,residential,False,False,163.76600000000002,,,"LINESTRING (10.4637339 49.6690063, 10.4634028 49.6693474, 10.4633305 49.6693709, 10.4624953 49.6694245, 10.4624051 49.669461, 10.4620762 49.6698062)",,,
35700255,,Dr.-Josef-Bulitta-Straße,residential,False,False,49.264,,30,"LINESTRING (10.4685966 49.6624118, 10.4689167 49.6620202)",,,
35700255,,Dr.-Josef-Bulitta-Straße,residential,False,True,162.774,,30,"LINESTRING (10.4685966 49.6624118, 10.4675833 49.6637205)",,,
35884611,,Ziegelbuckweg,residential,False,False,83.064,,30,"LINESTRING (10.4685966 49.6624118, 10.4692507 49.6626446, 10.4694013 49.6627382, 10.4695127 49.6628448)",,,
"[51155954, 315261275, 315261276, 315261277, 315261278]","['2', '3']",Geiselwinder Straße,secondary,False,False,277.901,St 2421,50,"LINESTRING (10.4583531 49.6657826, 10.4586381 49.6653642, 10.459052 49.6647302, 10.4591866 49.6645222, 10.4593968 49.6642095, 10.4594484 49.6641269, 10.4595831 49.663925, 10.4596382 49.6638384, 10.4597783 49.6635966, 10.4598542 49.6634803)",,,
45031004,,Herzoggäßchen,residential,False,False,80.83800000000001,,,"LINESTRING (10.4636142 49.6647301, 10.4633959 49.665036, 10.4632663 49.6651962, 10.4631376 49.6653881)",,,
328547974,,Herzoggäßchen,residential,False,False,108.37900000000002,,,"LINESTRING (10.4636142 49.6647301, 10.4633848 49.6646494, 10.4631621 49.664586, 10.4629853 49.6645254, 10.462944 49.6645136, 10.4627056 49.6644805, 10.462405 49.6644563, 10.4621955 49.6644551)",,,
328547974,,Herzoggäßchen,residential,False,True,58.161,,,"LINESTRING (10.4636142 49.6647301, 10.4637954 49.6648073, 10.4638688 49.6648597, 10.4640629 49.6650249, 10.4641538 49.6651111)",,,
45031007,,Wachgasse,residential,False,False,106.202,,,"LINESTRING (10.464388 49.6650247, 10.4644599 49.6650856, 10.4645939 49.6652024, 10.4648539 49.6654993, 10.4649509 49.6656866, 10.4650304 49.6658738)",,,
235142615,,,residential,False,False,46.376000000000005,,,"LINESTRING (10.4641538 49.6651111, 10.4643649 49.6653069, 10.4645226 49.6654531)",,,
328547974,,Herzoggäßchen,residential,False,False,58.161,,,"LINESTRING (10.4641538 49.6651111, 10.4640629 49.6650249, 10.4638688 49.6648597, 10.4637954 49.6648073, 10.4636142 49.6647301)",,,
"[45031002, 328547974, 328547975]",,Herzoggäßchen,residential,False,True,58.276,,,"LINESTRING (10.4641538 49.6651111, 10.46396 49.6653831, 10.4638679 49.6655211, 10.4638329 49.6655918)",,building_passage,
289390635,2,Hauptstraße,tertiary,False,True,34.853,,,"LINESTRING (10.4638329 49.6655918, 10.4642746 49.6657203)",,,
"[45031002, 328547974, 328547975]",,Herzoggäßchen,residential,False,False,58.275999999999996,,,"LINESTRING (10.4638329 49.6655918, 10.4638679 49.6655211, 10.46396 49.6653831, 10.4641538 49.6651111)",,building_passage,
289390635,2,Hauptstraße,tertiary,False,False,54.955,,,"LINESTRING (10.4638329 49.6655918, 10.4634089 49.6654758, 10.4631376 49.6653881)",,,
45031004,,Herzoggäßchen,residential,False,True,80.83800000000001,,,"LINESTRING (10.4631376 49.6653881, 10.4632663 49.6651962, 10.4633959 49.665036, 10.4636142 49.6647301)",,,
289390635,2,Hauptstraße,tertiary,False,False,47.51599999999999,,,"LINESTRING (10.4631376 49.6653881, 10.462625 49.6653018, 10.4625652 49.6652791, 10.462516 49.6652555)",,,
289390635,2,Hauptstraße,tertiary,False,True,54.955,,,"LINESTRING (10.4631376 49.6653881, 10.4634089 49.6654758, 10.4638329 49.6655918)",,,
315261297,3,Südring,secondary,False,False,37.79,St 2261,50,"LINESTRING (10.4663789 49.66449, 10.4662951 49.6648255)",,,
47695873,,Südring,residential,False,False,99.658,,,"LINESTRING (10.4663789 49.66449, 10.4669165 49.664607, 10.467698 49.6647623)",,,
"[46886261, 235142626, 235142629]","['2', '3']",Südring,secondary,False,True,126.739,St 2261,50,"LINESTRING (10.4663789 49.66449, 10.4664174 49.664182, 10.466428 49.664093, 10.4664466 49.6639376, 10.466442 49.6638388, 10.4664404 49.6636556, 10.4664374 49.663352)",,,
47695873,,Südring,residential,False,True,99.658,,,"LINESTRING (10.467698 49.6647623, 10.4669165 49.664607, 10.4663789 49.66449)",,,
51718608,,Rot-Kreuz-Platz,residential,False,True,29.242,,,"LINESTRING (10.4668925 49.6650107, 10.466765 49.6652604)",,,
1107776326,,Adi-Dassler-Straße,residential,False,True,8.842,,,"LINESTRING (10.4664201 49.6661493, 10.4665425 49.6661562)",,,
