osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,ref,bridge
317561572,2,Alte Altenberger Straße,residential,50,6,False,True,12.552,"LINESTRING (13.6698445 50.8957884, 13.6696775 50.8957478)",,
415441411,,Brauhofstraße,residential,50,,False,True,44.611,"LINESTRING (13.6698445 50.8957884, 13.6698324 50.8958304, 13.6698325 50.8959192, 13.6699067 50.8960434, 13.6699747 50.8961735)",,
197146805,,Badergasse,residential,,,False,True,11.746,"LINESTRING (13.6675711 50.8978847, 13.6674855 50.8977939)",,
"[153094832, 1205182701]",,Große Mühlstraße,residential,50,,False,True,182.351,"LINESTRING (13.6675711 50.8978847, 13.6675535 50.8979497, 13.6675422 50.8979876, 13.6675481 50.8980744, 13.6675419 50.8982412, 13.6675396 50.898327, 13.6675351 50.898456, 13.6675348 50.8984648, 13.6675321 50.8985546, 13.6675313 50.8985808, 13.6675278 50.898685, 13.6674899 50.898851, 13.6674343 50.8989721, 13.6673209 50.8991367, 13.667128 50.8992909, 13.6670403 50.8993611, 13.6669717 50.8994269)",,
257424924,,Niedertorplatz,residential,50,,False,False,27.972,"LINESTRING (13.6675711 50.8978847, 13.6676914 50.8978312, 13.6679285 50.897778)",,
153094872,,Badergasse,residential,20,,True,False,20.189999999999998,"LINESTRING (13.6672405 50.8972209, 13.6672634 50.8972913, 13.6673004 50.8973985)",,
"[26460700, 239612455]",,"['Markt', 'Kirchgässchen']",residential,20,,False,True,132.15,"LINESTRING (13.6672405 50.8972209, 13.6672238 50.8971627, 13.6671747 50.8969971, 13.6670962 50.8967162, 13.6670558 50.8965757, 13.6670307 50.8964655, 13.6670078 50.8963759, 13.6670055 50.8960797, 13.6670034 50.8960452)",,
415444845,,Markt,residential,20,,False,True,31.445,"LINESTRING (13.6672405 50.8972209, 13.6673366 50.89721, 13.6674317 50.8971973, 13.6676184 50.8971719, 13.6676792 50.8971627)",,
25207545,,Kirchplatz,residential,,,False,True,26.78,"LINESTRING (13.6673779 50.8959994, 13.6673074 50.8960068, 13.6671805 50.8960182, 13.6670034 50.8960452)",,
65250522,,Kirchplatz,residential,20,,False,False,29.353,"LINESTRING (13.6673779 50.8959994, 13.6673968 50.8960417, 13.6674429 50.8960776, 13.6675007 50.896104, 13.6676409 50.8961575, 13.6676642 50.8961783)",,
"[65250516, 65250533]",,Kirchplatz,residential,,"['5', '3']",False,False,72.965,"LINESTRING (13.6673779 50.8959994, 13.6673833 50.895919, 13.6674051 50.8958253, 13.6674227 50.8956764, 13.6674877 50.8955065, 13.6675016 50.8954323, 13.6674752 50.8953518)",,
"[25207537, 91899582]",,"['Karl-Marx-Platz', 'Kirchplatz']",residential,,,False,False,44.497,"LINESTRING (13.6674752 50.8953518, 13.6673731 50.8953081, 13.6672218 50.8952039, 13.6671668 50.8951607, 13.6670381 50.8950648)",,
"[65250516, 65250533]",,Kirchplatz,residential,,"['5', '3']",False,True,72.965,"LINESTRING (13.6674752 50.8953518, 13.6675016 50.8954323, 13.6674877 50.8955065, 13.6674227 50.8956764, 13.6674051 50.8958253, 13.6673833 50.895919, 13.6673779 50.8959994)",,
51720525,,Bahnhofstraße,residential,,,False,False,55.123999999999995,"LINESTRING (13.6655314 50.8938791, 13.6655548 50.8938899, 13.6655862 50.8939043, 13.6658386 50.8941002, 13.6660317 50.8942595)",,
"[153094875, 187160911]",,Weißeritzstraße,tertiary,50,,False,False,683.1959999999998,"LINESTRING (13.6655314 50.8938791, 13.6654661 50.8939212, 13.665205 50.8940521, 13.6651424 50.8940844, 13.6647809 50.8942574, 13.6646283 50.894329, 13.664243 50.8945146, 13.6638852 50.8947068, 13.663647 50.8948631, 13.6633359 50.8950876, 13.6630962 50.8952606, 13.6630195 50.8953301, 13.6628881 50.895467, 13.6626953 50.8956734, 13.6624863 50.8958915, 13.6623254 50.8960679, 13.66223 50.8961698, 13.6621595 50.896244, 13.6620614 50.8963547, 13.6620192 50.8964024, 13.6619816 50.8964576, 13.6619677 50.8964942, 13.661943 50.8965567, 13.661934 50.8966043, 13.6619347 50.8966593, 13.6619435 50.8967129, 13.6619709 50.8967689, 13.6620213 50.8968259, 13.6621217 50.896915, 13.6621756 50.8969628, 13.6623975 50.8971635, 13.6626768 50.897395, 13.6629788 50.8976334, 13.6631186 50.8977103, 13.6635821 50.89796, 13.6637018 50.8980437, 13.6637824 50.8981357, 13.6640072 50.8983887, 13.6641087 50.8985185, 13.664215 50.8986371)",K 9010,
"[25032945, 161412275, 161412277]",2,Bahnhofstraße,tertiary,50,,False,True,58.618,"LINESTRING (13.6655314 50.8938791, 13.6655316 50.8937973, 13.6655184 50.8937593, 13.6654942 50.893702, 13.6654373 50.8935927, 13.6654132 50.893544, 13.6653309 50.8933705)",K 9010,yes
25032945,,Bahnhofstraße,tertiary,50,,False,False,9.383,"LINESTRING (13.6652023 50.893, 13.6652111 50.8930842)",K 9010,
"[161956131, 153094861]",2,"['Bahnhofstraße', 'Reichstädter Straße']",secondary,50,,False,False,192.35999999999999,"LINESTRING (13.6652023 50.893, 13.6651449 50.8929855, 13.6649931 50.8929018, 13.6648439 50.8927406, 13.6645328 50.8924294, 13.6643713 50.892271, 13.6643248 50.8922263, 13.6641799 50.8921075, 13.6641302 50.892068, 13.6640788 50.8920326, 13.6639314 50.8919498, 13.6638321 50.8919005, 13.6636322 50.8918182, 13.6634273 50.8917471, 13.663404 50.891739)",S 190,
"[153094840, 258285713]",2,"['Freiberger Straße', 'Freiberger Platz']",secondary,50,,False,True,149.244,"LINESTRING (13.6652023 50.893, 13.6652929 50.8929998, 13.6653892 50.8929754, 13.6661832 50.8926192, 13.6662643 50.8925828, 13.6662876 50.8925724, 13.6663271 50.8925547, 13.6663482 50.8925452, 13.666377 50.8925353, 13.6664221 50.8925156, 13.6665865 50.8924438, 13.6667015 50.8923869, 13.666763 50.8923632, 13.6669396 50.8923235, 13.6669854 50.8922959)",S 190,
25207530,1,Nicolaistraße,residential,,,False,False,118.49299999999998,"LINESTRING (13.6669854 50.8922959, 13.6671121 50.8923065, 13.6671723 50.8922829, 13.6673387 50.8920785, 13.6673984 50.891976, 13.6674497 50.8918991, 13.6674988 50.8918047, 13.6675439 50.8916944, 13.6675788 50.8916126, 13.6676018 50.8915209, 13.6676265 50.8914781, 13.6676501 50.8914506, 13.6676909 50.8914074)",,
"[153094840, 258285713]",2,"['Freiberger Platz', 'Freiberger Straße']",secondary,50,,False,False,149.244,"LINESTRING (13.6669854 50.8922959, 13.6669396 50.8923235, 13.666763 50.8923632, 13.6667015 50.8923869, 13.6665865 50.8924438, 13.6664221 50.8925156, 13.666377 50.8925353, 13.6663482 50.8925452, 13.6663271 50.8925547, 13.6662876 50.8925724, 13.6662643 50.8925828, 13.6661832 50.8926192, 13.6653892 50.8929754, 13.6652929 50.8929998, 13.6652023 50.893)",S 190,
"[161412272, 253589272, 161412274]",1,Alte Altenberger Straße,residential,50,6,False,"[False, True]",91.635,"LINESTRING (13.6669854 50.8922959, 13.6670546 50.8923583, 13.6671849 50.8925145, 13.6671958 50.8925304, 13.6673144 50.8926813, 13.6673546 50.8927477, 13.6673742 50.892795, 13.6673877 50.892852, 13.6673905 50.8928968, 13.667383 50.8929792, 13.6673626 50.8930589)",,yes
243337470,2,Alte Altenberger Straße,secondary,50,,False,True,75.43599999999999,"LINESTRING (13.6669854 50.8922959, 13.6670193 50.8922396, 13.6669136 50.8918782, 13.6668779 50.8917207, 13.6668969 50.8916299)",S 190,
