osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,tunnel
18349683,2,L 60,Lange Straße,secondary,30,False,False,245.27999999999997,"LINESTRING (13.7119876 51.6302634, 13.7120923 51.6303358, 13.7124452 51.6304736, 13.7126301 51.6305673, 13.7129526 51.6309389, 13.7130815 51.6310875, 13.7140624 51.6320165)",,,
23682395,,,Grabenstraße,residential,30,True,False,120.704,"LINESTRING (13.7119876 51.6302634, 13.7118592 51.6303713, 13.7115421 51.6309384, 13.711293 51.6312536)",,,
23410600,,,Jägerstraße,residential,30,False,False,125.109,"LINESTRING (13.7128168 51.6332578, 13.7140118 51.6328195, 13.7142272 51.6327437, 13.7142623 51.6326982, 13.7143247 51.6326531)",,,
145086674,,,Am Wasserturm,residential,30,False,False,97.956,"LINESTRING (13.7128168 51.6332578, 13.7120499 51.6335485, 13.7119255 51.6336219, 13.7118317 51.6336765, 13.7117028 51.6337875)",,,
"[124804737, 479158644, 479158645]",2,L 60,Kirchhainer Straße,secondary,50,False,True,169.995,"LINESTRING (13.7028655 51.635752, 13.702087 51.6355595, 13.7014629 51.6353963, 13.7013402 51.6353659, 13.700944 51.6352796, 13.700579 51.6351844)",7.5,,
23511011,,,Turnhallenstraße,residential,,False,True,458.13700000000006,"LINESTRING (13.7072656 51.6359319, 13.7072096 51.6359032, 13.7063966 51.6354862, 13.7061488 51.6354224, 13.7058928 51.6353913, 13.7057616 51.63537, 13.7056151 51.6353654, 13.7053743 51.6354051, 13.704873 51.6355857, 13.7046967 51.6356119, 13.7044825 51.635607, 13.7041333 51.6355456, 13.7037853 51.6354595, 13.7026376 51.6351181, 13.7020586 51.6348682, 13.7014516 51.6345848)",,,
"[772984937, 222290534, 48869303]",2,,Sonnewalder Straße,residential,50,False,True,52.105000000000004,"LINESTRING (13.7072656 51.6359319, 13.7073538 51.6358764, 13.7074303 51.6358282, 13.7075761 51.6357342, 13.7077261 51.6356419, 13.7077876 51.6355938)",,,
144978344,,,August-Bebel-Straße,residential,30,False,False,135.358,"LINESTRING (13.7098704 51.6333536, 13.7117028 51.6337875)",,,
144978347,,,Karl-Marx-Straße,residential,30,False,False,127.428,"LINESTRING (13.7098704 51.6333536, 13.7098695 51.6334066, 13.7098071 51.6334909, 13.7088718 51.6343054)",,,
144978344,,,August-Bebel-Straße,residential,30,False,True,135.358,"LINESTRING (13.7117028 51.6337875, 13.7098704 51.6333536)",,,
23410325,,,Am Wasserturm,residential,30,True,False,169.948,"LINESTRING (13.7117028 51.6337875, 13.7125784 51.6339286, 13.7140819 51.6341816)",,,
23682389,,,Gartenstraße,residential,30,False,True,149.314,"LINESTRING (13.7117028 51.6337875, 13.7116412 51.6338436, 13.7111174 51.6343209, 13.7109449 51.6344613, 13.7104564 51.6348848)",,,
145086674,,,Am Wasserturm,residential,30,False,True,97.956,"LINESTRING (13.7117028 51.6337875, 13.7118317 51.6336765, 13.7119255 51.6336219, 13.7120499 51.6335485, 13.7128168 51.6332578)",,,
542786920,,,Friedrich-Engels-Straße,residential,30,False,False,72.063,"LINESTRING (13.7104564 51.6348848, 13.7095162 51.6346029)",,,
23682389,,,Gartenstraße,residential,30,False,False,149.314,"LINESTRING (13.7104564 51.6348848, 13.7109449 51.6344613, 13.7111174 51.6343209, 13.7116412 51.6338436, 13.7117028 51.6337875)",,,
542786920,,,Friedrich-Engels-Straße,residential,30,False,True,132.747,"LINESTRING (13.7104564 51.6348848, 13.7114156 51.635176, 13.7121842 51.6354094)",,,
542786920,,,Friedrich-Engels-Straße,residential,30,False,False,55.967,"LINESTRING (13.7095162 51.6346029, 13.7087963 51.6343712)",,,
542786920,,,Friedrich-Engels-Straße,residential,30,False,True,72.063,"LINESTRING (13.7095162 51.6346029, 13.7104564 51.6348848)",,,
23682390,,,Linienstraße,residential,30,True,False,156.771,"LINESTRING (13.7082326 51.6357661, 13.7095162 51.6346029)",,,
23410604,2,,Bahnhofstraße,residential,50,False,False,22.858,"LINESTRING (13.7082326 51.6357661, 13.7080951 51.6356592, 13.7080562 51.6355948)",,,
23687199,,,Friedrich-Engels-Straße,residential,50,False,True,153.969,"LINESTRING (13.7121842 51.6354094, 13.7141875 51.6360188)",,,
15807164,2,,Wilhelm-Liebknecht-Straße,residential,50,False,True,189.207,"LINESTRING (13.7121842 51.6354094, 13.7123459 51.6352953, 13.7129562 51.6349038, 13.7131058 51.6348078, 13.7140262 51.6342173, 13.7140819 51.6341816)",,,
542786920,,,Friedrich-Engels-Straße,residential,30,False,False,132.747,"LINESTRING (13.7121842 51.6354094, 13.7114156 51.635176, 13.7104564 51.6348848)",,,
542786920,,,Friedrich-Engels-Straße,residential,30,False,True,55.967,"LINESTRING (13.7087963 51.6343712, 13.7095162 51.6346029)",,,
"[1213287241, 1213287243]",,,Karl-Marx-Straße,residential,30,True,False,75.714,"LINESTRING (13.7087963 51.6343712, 13.7082129 51.6348616, 13.7081444 51.6348598, 13.7080981 51.6348586)",,,
23687199,,,Friedrich-Engels-Straße,residential,50,False,False,153.969,"LINESTRING (13.7141875 51.6360188, 13.7121842 51.6354094)",,,
18349683,2,L 60,Lange Straße,secondary,30,False,False,80.574,"LINESTRING (13.7140624 51.6320165, 13.7144489 51.6324645, 13.7145031 51.6326783)",,,
18349683,2,L 60,Lange Straße,secondary,30,False,True,245.28,"LINESTRING (13.7140624 51.6320165, 13.7130815 51.6310875, 13.7129526 51.6309389, 13.7126301 51.6305673, 13.7124452 51.6304736, 13.7120923 51.6303358, 13.7119876 51.6302634)",,,
258139515,,,Kleine Calauer Straße,residential,30,False,False,51.129,"LINESTRING (13.7116994 51.6319445, 13.7114426 51.6323758)",,,
23682394,,,Calauer Straße,residential,30,True,False,86.18299999999999,"LINESTRING (13.7116994 51.6319445, 13.7112168 51.6318467, 13.7105652 51.6317071, 13.7105181 51.6316939)",,,
18349683,2,L 60,Lange Straße,secondary,30,False,True,80.574,"LINESTRING (13.7145031 51.6326783, 13.7144489 51.6324645, 13.7140624 51.6320165)",,,
1242285730,,,Jägerstraße,residential,30,False,True,12.692,"LINESTRING (13.7145031 51.6326783, 13.7144313 51.6326633, 13.7143767 51.6326557, 13.7143247 51.6326531)",,,
23682456,,,Berliner Straße,residential,30,False,False,49.024,"LINESTRING (13.7082817 51.6314063, 13.7082144 51.6309674)",,,
145086677,,,Grabenstraße,residential,30,True,False,137.558,"LINESTRING (13.7082817 51.6314063, 13.7083303 51.6314104, 13.7084508 51.6314185, 13.7087539 51.6314199, 13.7091703 51.6314396, 13.710248 51.6315825)",,,
513956001,,,Alexanderplatz,living_street,,False,True,78.049,"LINESTRING (13.7082817 51.6314063, 13.7082359 51.631404, 13.7082142 51.6313964, 13.7075214 51.6313567, 13.7074031 51.6315705)",,,
1033556114,,,Berliner Straße,residential,30,False,True,27.467,"LINESTRING (13.7082817 51.6314063, 13.7083009 51.6314797, 13.7083696 51.631647)",,,
23682456,,,Berliner Straße,residential,30,False,False,6.554,"LINESTRING (13.7082144 51.6309674, 13.7082107 51.6309085)",,,
23682456,,,Berliner Straße,residential,30,False,True,49.024,"LINESTRING (13.7082144 51.6309674, 13.7082817 51.6314063)",,,
23687195,,,Große Ringstraße,residential,30,True,False,157.017,"LINESTRING (13.7082144 51.6309674, 13.708255 51.6309711, 13.7102601 51.6311522, 13.7104657 51.6311703)",,,
145086678,,,Große Ringstraße,residential,30,False,True,7.051,"LINESTRING (13.7105667 51.6311798, 13.7104657 51.6311703)",,,
145086678,,,Große Ringstraße,residential,30,False,False,124.333,"LINESTRING (13.7105667 51.6311798, 13.7107386 51.6310616, 13.7110388 51.630626, 13.7112118 51.6301529)",,,
