osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access,bridge
"[28456129, 318976275, 318976276, 434993140, 434993141, 439107641, 205507964]",False,"['4', '6', '5']",L 569,Bürgerstraße,secondary,50,True,196.474,"LINESTRING (9.9378104 51.5292658, 9.9375979 51.5292465, 9.9374015 51.5292224, 9.937024 51.5291886, 9.9367196 51.5291654, 9.9366047 51.5291566, 9.936202 51.529127, 9.9361951 51.5291265, 9.9357418 51.5290935, 9.9355682 51.5290808, 9.9351691 51.5290526, 9.9349941 51.5290404)",,,
49428469,True,1,,,secondary_link,50,False,58.237,"LINESTRING (9.9380756 51.529272, 9.938334 51.5291806, 9.938467 51.5291476, 9.9385532 51.5291129, 9.9386517 51.5290679, 9.9387921 51.5290013)",,,
49428476,True,3,L 569,Bürgerstraße,secondary,50,False,42.762,"LINESTRING (9.9380756 51.529272, 9.9384568 51.5292875, 9.938491 51.5292899, 9.9386919 51.5293013)",,,
108811700,True,3,,Reinhäuser Landstraße,secondary_link,50,False,6.017,"LINESTRING (9.9387316 51.5293031, 9.9387261 51.5293571)",,,
8093149,True,2,L 569,Geismar Landstraße,secondary,50,False,33.278999999999996,"LINESTRING (9.9387316 51.5293031, 9.9389653 51.5293132, 9.9392105 51.5293308)",,,
108811674,True,3,L 569,Bürgerstraße,secondary,50,False,2.804,"LINESTRING (9.9387261 51.5293571, 9.938686 51.5293534)",,,
8100633,True,2,,Kurze-Geismar-Straße,residential,30,False,27.431,"LINESTRING (9.9387261 51.5293571, 9.9387188 51.5294201, 9.9387122 51.5294772, 9.9387007 51.5295198, 9.9386513 51.529597)",,,
"[313630130, 70905475, 259034847]",False,"['4', '5']",L 564,Reinhäuser Landstraße,secondary,50,True,74.39500000000001,"LINESTRING (9.9387921 51.5290013, 9.9388108 51.5289234, 9.9388427 51.5287965, 9.9388853 51.5286315, 9.9389013 51.5285696, 9.9389132 51.5285267, 9.938928 51.5284735, 9.938957 51.5283402)",,,
259034848,True,3,L 564,Reinhäuser Landstraße,secondary,50,False,33.832,"LINESTRING (9.9387921 51.5290013, 9.9387612 51.5291387, 9.9387531 51.5291691, 9.938741 51.5292271, 9.9387316 51.5293031)",,,
"[388764099, 49428475]",True,1,,,secondary_link,50,False,46.701,"LINESTRING (9.9387921 51.5290013, 9.9390104 51.5291799, 9.9391167 51.52926, 9.9392105 51.5293308)",,,
8093148,True,3,L 569,Geismar Landstraße,secondary,50,False,83.513,"LINESTRING (9.9398835 51.5293336, 9.9398419 51.5293665, 9.9397874 51.5293904, 9.9396905 51.5294104, 9.9395922 51.5294173, 9.9395091 51.5294179, 9.9390262 51.5293824, 9.9389542 51.5293779, 9.9387261 51.5293571)",,,
9246906,False,2,,Keplerstraße,residential,50,False,51.349999999999994,"LINESTRING (9.9398835 51.5293336, 9.9399761 51.5293509, 9.9400794 51.5293671, 9.940254 51.5293708, 9.9406184 51.5293711)",,,
262460026,True,2,L 569,Geismar Landstraße,secondary,50,False,39.586,"LINESTRING (9.9392105 51.5293308, 9.939539 51.5293541, 9.9396139 51.5293558, 9.9396731 51.5293522, 9.9397474 51.5293361, 9.9397707 51.5293259)",,,
24675825,False,2,K 6,Herzberger Landstraße,tertiary,30,False,52.174,"LINESTRING (9.9413009 51.534715, 9.9413682 51.534714, 9.9416985 51.534709, 9.9420515 51.5346776)",,,
25408065,False,,K 6,Theaterplatz,tertiary,30,False,94.83399999999999,"LINESTRING (9.9413009 51.534715, 9.9412853 51.5347573, 9.9412471 51.5348607, 9.9412243 51.5349223, 9.9411652 51.5350822, 9.9411252 51.5351966, 9.9410797 51.5353267, 9.9410025 51.5355474)",,,
"[278053794, 810847506, 350201822]",True,1,,Friedrichstraße,residential,30,False,92.69100000000002,"LINESTRING (9.9400334 51.5344687, 9.9406924 51.5346426, 9.9407627 51.5346611, 9.9409374 51.5346938, 9.9410745 51.5347057, 9.9411124 51.534709, 9.9412288 51.5347127, 9.9413009 51.534715)",7,,
21326756,False,,,Obere Karspüle,residential,30,True,101.84599999999998,"LINESTRING (9.9391329 51.5352883, 9.9388529 51.5356716, 9.9385923 51.5360992, 9.9385827 51.5361134, 9.938569 51.5361339)",5.4,,
24666781,True,,,Obere Karspüle,residential,30,False,110.504,"LINESTRING (9.9391329 51.5352883, 9.9393778 51.535028, 9.9395416 51.5348882, 9.9397386 51.5347202, 9.9400334 51.5344687)",5.2,,
"[350201829, 502849887, 664931903, 12628340, 8427802, 502849884, 511253149, 511253150, 511253151]",True,1,,"['Burgstraße', 'Theaterstraße', 'Friedrichstraße']",residential,30,False,327.67999999999995,"LINESTRING (9.9391329 51.5352883, 9.9388205 51.5352025, 9.9385847 51.5351378, 9.9384544 51.535102, 9.9379625 51.5349711, 9.9378872 51.5349526, 9.9379243 51.5348987, 9.9380079 51.534763, 9.938051 51.5346802, 9.9380939 51.534598, 9.9382581 51.5342829, 9.9383791 51.5340631, 9.9384327 51.5340081, 9.9385133 51.5340313, 9.9393115 51.5342607, 9.9396583 51.5343603, 9.9399251 51.5344369, 9.9400334 51.5344687)","['4.5', '7', '3.5', '6.2']",,
"[502849872, 8574087]",True,1,,Wendenstraße,residential,30,False,107.00299999999999,"LINESTRING (9.9392474 51.5330829, 9.9394438 51.5331012, 9.939609 51.5331259, 9.9398964 51.5331689, 9.9404871 51.5332572, 9.9405251 51.5332629, 9.9406998 51.5332891, 9.9407548 51.5332973)",3.7,,
"[22873818, 388933699]",False,1,,Mauerstraße,"['residential', 'living_street']",30,True,163.199,"LINESTRING (9.9392474 51.5330829, 9.9392367 51.5330163, 9.9392267 51.5329693, 9.9392097 51.5329497, 9.9391784 51.5329338, 9.9388619 51.5328305, 9.9385256 51.532715, 9.9381543 51.5325795, 9.9378961 51.5324865, 9.9374654 51.5323285, 9.9373476 51.5322959)","['4.4', '3.4']",,
"[9499225, 350201829]",True,,,Theaterstraße,residential,30,False,107.476,"LINESTRING (9.9405461 51.5356901, 9.9404722 51.5356706, 9.9403275 51.5356302, 9.9401437 51.5355788, 9.9399324 51.5355181, 9.9395743 51.5354152, 9.9393938 51.5353633, 9.9391329 51.5352883)","['7', '6.3']",,
28538985,False,,,Theaterplatz,residential,30,True,35.852000000000004,"LINESTRING (9.9405461 51.5356901, 9.9406606 51.5356741, 9.9407793 51.5356456, 9.9408683 51.5356117, 9.9410025 51.5355474)",,,
28727920,False,,,Theaterplatz,residential,30,True,50.793,"LINESTRING (9.9405461 51.5356901, 9.9406063 51.5357793, 9.9408303 51.5361113)",,,
"[19888544, 479344556, 22476592, 22476593, 353430366, 353430367]",False,2,,Gartenstraße,residential,30,False,276.05800000000005,"LINESTRING (9.9330228 51.5300542, 9.9329858 51.530073, 9.9328444 51.5301446, 9.9323424 51.5304322, 9.9322129 51.5305071, 9.9321987 51.5305149, 9.9320664 51.5305878, 9.9318482 51.530708, 9.9317512 51.5307614, 9.9316928 51.5307936, 9.9316049 51.530842, 9.9315468 51.530874, 9.9314559 51.5309241, 9.9314098 51.5309495, 9.9313211 51.5309983, 9.9312252 51.5310533, 9.9310999 51.5311229, 9.9309779 51.5311906, 9.9309215 51.5312211, 9.9308074 51.5312827, 9.9306106 51.531389, 9.9305118 51.5314359, 9.9304232 51.5314652, 9.9300475 51.5315338, 9.92991 51.5315639)",6,destination,yes
"[22515985, 479344555, 479344558]",False,,,Hospitalstraße,residential,30,False,36.663,"LINESTRING (9.9330228 51.5300542, 9.9329769 51.5300533, 9.9329001 51.5300519, 9.9324945 51.5300292)","['5.2', '7.5']",,
"[479344552, 479344553, 479344554, 171876040, 479344557]",False,,,Hospitalstraße,residential,30,True,113.71,"LINESTRING (9.9330228 51.5300542, 9.9330403 51.5300456, 9.9331033 51.5300145, 9.9331711 51.5299899, 9.9332489 51.5299683, 9.9333046 51.5299617, 9.9333143 51.5299606, 9.9333769 51.5299582, 9.9334042 51.5299572, 9.9335615 51.5299533, 9.9335828 51.5299528, 9.9340593 51.5299416, 9.9346245 51.5299418)","['4.5', '5.4', '4.7']",,
171871044,False,,,Kurze Straße,residential,30,False,60.825,"LINESTRING (9.9361738 51.5302728, 9.9358884 51.5307902)",5.8,,
"[82514723, 48231270]",True,2,,Hospitalstraße,residential,30,False,114.759,"LINESTRING (9.9361738 51.5302728, 9.9360984 51.5302667, 9.9357992 51.5302049, 9.9357105 51.5301826, 9.9355723 51.5301333, 9.9353416 51.5300504, 9.9352572 51.53002, 9.9352373 51.5300157, 9.9351037 51.5299869, 9.9350335 51.5299718, 9.9347929 51.5299503, 9.9346245 51.5299418)",5.2,,
171871044,False,,,Kurze Straße,residential,30,True,60.825,"LINESTRING (9.9358884 51.5307902, 9.9361738 51.5302728)",5.8,,
"[8574497, 1030912431]",True,,,Turmstraße,residential,30,False,107.68700000000003,"LINESTRING (9.9358884 51.5307902, 9.9358296 51.5307881, 9.9357452 51.5307682, 9.9355771 51.5307102, 9.9354714 51.5306737, 9.9353563 51.5306038, 9.9353257 51.5305852, 9.935206 51.5304907, 9.9350168 51.5304025, 9.9347728 51.5303604, 9.9346658 51.5303485, 9.9345674 51.5303412)","['5.2', '4']",,
8577048,False,,,Weender Straße,residential,30,False,48.109,"LINESTRING (9.9347622 51.5361749, 9.9347299 51.5362614, 9.9346234 51.5365465, 9.9346179 51.5365575, 9.9345992 51.5365954)",10,destination,
"[21326758, 9499216, 479366417, 479366416, 305453617]",True,,,"['Mühlenstraße', 'Stumpfebiel']",residential,30,False,255.27200000000005,"LINESTRING (9.9347622 51.5361749, 9.9347071 51.5361685, 9.9346774 51.536165, 9.9346454 51.5361612, 9.9342359 51.536113, 9.9339064 51.5360742, 9.9338105 51.5360524, 9.9337771 51.5360238, 9.933768 51.5359928, 9.9338042 51.5357529, 9.9338092 51.5357194, 9.9338446 51.5354791, 9.933865 51.5352098, 9.9334162 51.5352016, 9.9330171 51.5351975, 9.9329729 51.5352014, 9.9328694 51.5352205, 9.9325399 51.5352873)","['6', '3.5']",destination,
219880180,True,2,,Wiesenstraße,secondary,50,False,32.052,"LINESTRING (9.9304604 51.529249, 9.9309179 51.5292946)",,,
"[297501600, 418768524]",False,2,,Wiesenstraße,secondary,50,True,87.136,"LINESTRING (9.9304604 51.529249, 9.9300716 51.5292059, 9.9294697 51.5291405, 9.9292198 51.5291133)",,,
"[19888564, 479344559]",False,2,,Kurze-Geismar-Straße,residential,30,True,60.285,"LINESTRING (9.9382559 51.5308235, 9.9382721 51.5307816, 9.9382933 51.530727, 9.9383053 51.530696, 9.9383244 51.5306467, 9.9384455 51.5303467, 9.9384554 51.5302961)",,,
"[19888564, 479344559]",False,2,,Kurze-Geismar-Straße,residential,30,False,60.285000000000004,"LINESTRING (9.9384554 51.5302961, 9.9384455 51.5303467, 9.9383244 51.5306467, 9.9383053 51.530696, 9.9382933 51.530727, 9.9382721 51.5307816, 9.9382559 51.5308235)",,,
"[350201826, 256039965, 108811671]",False,"['4', '3']",,Kurze-Geismar-Straße,residential,30,True,78.95400000000001,"LINESTRING (9.9384554 51.5302961, 9.9384692 51.5302262, 9.9384932 51.5301036, 9.9385514 51.5298966, 9.9385783 51.5298191, 9.9386106 51.5297234, 9.9386513 51.529597)",,,
"[8170523, 41085862, 762650998, 810847503]",True,1,,Hospitalstraße,residential,30,False,157.87199999999999,"LINESTRING (9.9384554 51.5302961, 9.9381893 51.5302902, 9.9376669 51.5302786, 9.9374751 51.5302765, 9.9373288 51.5302755, 9.9372645 51.5302751, 9.9371729 51.5302745, 9.9370998 51.530274, 9.936866 51.5302725, 9.9367928 51.530272, 9.9365262 51.5302703, 9.9363351 51.530271, 9.9361738 51.5302728)","['6', '6.2']",,
19786382,True,,,Nikolaistraße,residential,30,False,44.633,"LINESTRING (9.9345674 51.5303412, 9.9346087 51.5299864, 9.9346245 51.5299418)",3.5,,
"[22515984, 511207181]",False,,,Turmstraße,residential,30,False,42.712,"LINESTRING (9.9345674 51.5303412, 9.9344311 51.5303401, 9.93395 51.5303362)","['3.8', '3.5']",,
"[264858945, 307640870, 8576456, 1225627828, 1225627829]",False,2,K 6,"['Bühlstraße', 'Theaterplatz']",tertiary,30,False,147.862,"LINESTRING (9.9418778 51.5370451, 9.9418461 51.5369818, 9.9418271 51.5369149, 9.9418059 51.5367564, 9.9418018 51.536716, 9.941782 51.5365211, 9.9417748 51.5364815, 9.9417443 51.5364376, 9.9417223 51.5364242, 9.9417093 51.5364162, 9.9416758 51.5363956, 9.9416228 51.5363746, 9.9415704 51.5363618, 9.9412229 51.5363051, 9.9410601 51.5362799, 9.9409506 51.5362604, 9.9408777 51.5362326, 9.9408444 51.5361963, 9.9408303 51.5361113)",,,
"[28052793, 28052764, 743797305]",True,"['2', '1']",,Nikolaistraße,residential,"['50', '30']",False,80.66199999999999,"LINESTRING (9.9346245 51.5299418, 9.9346677 51.5296937, 9.934691 51.5295601, 9.9347129 51.5294328, 9.9347175 51.5293987, 9.9347217 51.5293715, 9.9347371 51.5292803, 9.9347495 51.5292206)",8.6,,
"[171876040, 479344553, 479344554, 479344552, 479344557]",False,,,Hospitalstraße,residential,30,False,113.71000000000001,"LINESTRING (9.9346245 51.5299418, 9.9340593 51.5299416, 9.9335828 51.5299528, 9.9335615 51.5299533, 9.9334042 51.5299572, 9.9333769 51.5299582, 9.9333143 51.5299606, 9.9333046 51.5299617, 9.9332489 51.5299683, 9.9331711 51.5299899, 9.9331033 51.5300145, 9.9330403 51.5300456, 9.9330228 51.5300542)","['4.5', '5.4', '4.7']",,
28681309,False,4,L 569,Bürgerstraße,secondary,50,True,21.302999999999997,"LINESTRING (9.9345127 51.5290094, 9.9344363 51.5290036, 9.9342066 51.5289884)",,,
"[28681312, 405981355]",False,4,L 569,Bürgerstraße,secondary,50,False,33.48,"LINESTRING (9.9345127 51.5290094, 9.9348716 51.5290323, 9.9349941 51.5290404)",,,
9246906,False,2,,Keplerstraße,residential,50,True,51.35,"LINESTRING (9.9406184 51.5293711, 9.940254 51.5293708, 9.9400794 51.5293671, 9.9399761 51.5293509, 9.9398835 51.5293336)",,,
19888574,True,1,,Angerstraße,residential,50,False,45.495999999999995,"LINESTRING (9.9299069 51.52992, 9.9297019 51.5300196, 9.929608 51.5300662, 9.9295622 51.5301026, 9.9295391 51.5301217, 9.9295194 51.5301388, 9.9295025 51.5301548, 9.929485 51.5301751, 9.929458 51.5302106)",5,,
219880179,True,2,L 569,Bürgerstraße,secondary,50,False,37.026,"LINESTRING (9.9299069 51.52992, 9.9296017 51.5299899, 9.9295385 51.5300029, 9.9294024 51.5300311)",,,
"[22467425, 14807409, 14965809, 353430365, 22467423]",False,"['2', '1']",,"['Angerstraße', 'Groner-Tor-Straße']",residential,30,False,165.96800000000002,"LINESTRING (9.9308539 51.5324102, 9.930424 51.5324545, 9.9304038 51.5324566, 9.9303047 51.5324622, 9.930293 51.5324627, 9.9299507 51.5324832, 9.9298724 51.5321961, 9.9298503 51.5320645, 9.9298498 51.5320407, 9.9298562 51.5319629, 9.9298798 51.5317942, 9.9298864 51.5317509, 9.9298999 51.5316585, 9.929903 51.5316381, 9.92991 51.5315639)",6,destination,yes
"[502849891, 403643460, 407032145, 19804306, 810847505]",True,1,,Papendiek,residential,30,False,256.537,"LINESTRING (9.9308539 51.5324102, 9.9309259 51.5324215, 9.9310436 51.5324621, 9.9313345 51.5326188, 9.9314183 51.5326724, 9.9314494 51.5327089, 9.9314635 51.5327454, 9.9314954 51.5328599, 9.931502 51.5328835, 9.9315143 51.5329323, 9.931535 51.5330144, 9.9315687 51.5331481, 9.9316232 51.5333952, 9.9316511 51.5335409, 9.9316702 51.5336745, 9.931693 51.5338266, 9.9317503 51.534246, 9.9317625 51.534273, 9.9317858 51.5343017, 9.9319171 51.5344027, 9.9320001 51.5344666)","['3.6', '4', '6', '3.3', '4.7']",,
24675825,False,2,K 6,Herzberger Landstraße,tertiary,30,True,52.174,"LINESTRING (9.9420515 51.5346776, 9.9416985 51.534709, 9.9413682 51.534714, 9.9413009 51.534715)",,,
"[549794113, 31896519, 19888555, 1157986700, 502849871]",False,2,,"['Albaniplatz', 'Albanikirchhof']",residential,30,False,207.41900000000004,"LINESTRING (9.9420515 51.5346776, 9.942073 51.5345254, 9.9420909 51.5343088, 9.9421044 51.5341599, 9.9421122 51.534074, 9.9421188 51.534002, 9.9421266 51.5339319, 9.9421267 51.5338893, 9.9421044 51.5338205, 9.9420636 51.5337701, 9.9419332 51.5336886, 9.9416582 51.533566, 9.9416159 51.5335471, 9.9412194 51.5334284, 9.9409922 51.5333643, 9.9407548 51.5332973)",,,
952487057,False,,,Am Leinekanal,living_street,,True,57.847,"LINESTRING (9.9325399 51.5352873, 9.9326315 51.5355542, 9.9327111 51.5356748, 9.9328464 51.535756)",7,,
"[261468698, 1056927716, 502849890]",True,,,Am Leinekanal,residential,30,False,99.51700000000001,"LINESTRING (9.9325399 51.5352873, 9.9324709 51.5351441, 9.9323622 51.5348897, 9.9323135 51.5347949, 9.9322437 51.5347012, 9.9321117 51.5345648, 9.9320842 51.5345406, 9.9320001 51.5344666)",3.4,,
19888573,True,,,Wiesenstraße,residential,30,False,95.25,"LINESTRING (9.9293807 51.5299611, 9.9293658 51.5299131, 9.9292343 51.5294886, 9.9292334 51.5294664, 9.9292219 51.5291687, 9.9292198 51.5291133)",6,,
49428459,True,2,L 569,Bürgerstraße,secondary,50,False,132.411,"LINESTRING (9.9293807 51.5299611, 9.9295143 51.5299325, 9.9303622 51.529733, 9.9307745 51.5296295, 9.9309605 51.5295809, 9.931164 51.5295289)",,,
"[297501600, 418768524]",False,2,,Wiesenstraße,secondary,50,False,87.13600000000001,"LINESTRING (9.9292198 51.5291133, 9.9294697 51.5291405, 9.9300716 51.5292059, 9.9304604 51.529249)",,,
23584695,False,2,,Goethe-Allee,residential,30,True,42.285,"LINESTRING (9.9301454 51.5347704, 9.9307455 51.5346978)",,,
"[342447114, 20171947, 114092790]",False,,,Neustadt,residential,30,"[False, True]",226.885,"LINESTRING (9.9301454 51.5347704, 9.9301223 51.5347077, 9.9299431 51.5343162, 9.9298629 51.5341409, 9.9298553 51.5341223, 9.9298278 51.5340553, 9.9298032 51.53397, 9.9297874 51.5338982, 9.9297805 51.5338197, 9.9297858 51.5337052, 9.9297995 51.5336278, 9.9298194 51.533575, 9.9298505 51.5335278, 9.9298864 51.5334775, 9.9298992 51.5334474, 9.9299072 51.5333957, 9.9298912 51.5333284, 9.9298829 51.5333002, 9.9298362 51.533199, 9.9296318 51.5332355, 9.9296088 51.5332396, 9.9294279 51.5332704, 9.9291812 51.5333124)","['6.4', '7.2', '7.4']",,
23584695,False,2,,Goethe-Allee,residential,30,False,73.51599999999999,"LINESTRING (9.9301454 51.5347704, 9.9297522 51.5348191, 9.929103 51.5348995)",,,
20171952,False,,,Geiststraße,residential,30,False,195.686,"LINESTRING (9.929103 51.5348995, 9.9290561 51.5348182, 9.9289867 51.5346892, 9.9289245 51.5345721, 9.9288576 51.534446, 9.928742 51.5342282, 9.928669 51.5340891, 9.9286316 51.5340177, 9.9283436 51.5334685, 9.9283069 51.5333984, 9.9282562 51.5333017, 9.9282406 51.5332249)",4.5,,
23584695,False,2,,Goethe-Allee,residential,30,False,61.828,"LINESTRING (9.929103 51.5348995, 9.9284057 51.5349847, 9.928225 51.5350037)",,,
23584695,False,2,,Goethe-Allee,residential,30,True,73.51599999999999,"LINESTRING (9.929103 51.5348995, 9.9297522 51.5348191, 9.9301454 51.5347704)",,,
400328383,False,,,Untere-Masch-Straße,residential,30,True,33.812,"LINESTRING (9.929103 51.5348995, 9.9292201 51.5350849, 9.9292968 51.5351783)",5.8,,
20171952,False,,,Geiststraße,residential,30,True,195.68599999999998,"LINESTRING (9.9282406 51.5332249, 9.9282562 51.5333017, 9.9283069 51.5333984, 9.9283436 51.5334685, 9.9286316 51.5340177, 9.928669 51.5340891, 9.928742 51.5342282, 9.9288576 51.534446, 9.9289245 51.5345721, 9.9289867 51.5346892, 9.9290561 51.5348182, 9.929103 51.5348995)",4.5,,
400555712,False,3,,Obere-Masch-Straße,residential,30,False,11.454,"LINESTRING (9.9313858 51.5364548, 9.9313713 51.5364958, 9.931359 51.5365119, 9.9313306 51.5365246, 9.9312963 51.5365268)",,,
23584695,False,2,,Goethe-Allee,residential,30,False,42.285,"LINESTRING (9.9307455 51.5346978, 9.9301454 51.5347704)",,,
20171954,True,1,,Obere-Masch-Straße,residential,30,False,202.027,"LINESTRING (9.9307455 51.5346978, 9.9310097 51.5351962, 9.9311295 51.5354081, 9.9312306 51.5356186, 9.9312808 51.5357547, 9.9312905 51.535781, 9.9313573 51.5359916, 9.9313839 51.5361049, 9.9313987 51.536185, 9.9314099 51.5362664, 9.9314109 51.5363142, 9.9314106 51.53636, 9.9313858 51.5364548)",8.4,,
"[502849889, 991715338, 21328206, 176133774]",False,2,,Goethe-Allee,residential,20,True,91.146,"LINESTRING (9.9307455 51.5346978, 9.9312736 51.5346272, 9.9314585 51.5346025, 9.9316332 51.5345792, 9.9316742 51.5345696, 9.9318111 51.5345229, 9.9318382 51.5345149, 9.9319462 51.5344794, 9.9320001 51.5344666)",,,yes
"[19888546, 248030854, 479366414, 479366415, 143966419, 21326751]",True,2,,"['Jüdenstraße', 'Ritterplan']",residential,30,False,288.673,"LINESTRING (9.938569 51.5361339, 9.9385173 51.5361072, 9.9384424 51.5360818, 9.937334 51.5358445, 9.9371972 51.5358157, 9.9371452 51.5358049, 9.9369393 51.5357703, 9.9367714 51.5357557, 9.9361603 51.5357442, 9.9361172 51.5358231, 9.9360386 51.5358987, 9.9359496 51.5359425, 9.9357941 51.5359966, 9.9355991 51.5360426, 9.9354319 51.5360737, 9.9351802 51.536103, 9.9349316 51.5361198, 9.9348809 51.5361232, 9.934868 51.5361288, 9.9347622 51.5361749)","['5.8', '6', '4.2']",destination,
21326756,False,,,Obere Karspüle,residential,30,False,101.846,"LINESTRING (9.938569 51.5361339, 9.9385827 51.5361134, 9.9385923 51.5360992, 9.9388529 51.5356716, 9.9391329 51.5352883)",5.4,,
8577048,False,,,Weender Straße,residential,30,True,48.109,"LINESTRING (9.9345992 51.5365954, 9.9346179 51.5365575, 9.9346234 51.5365465, 9.9347299 51.5362614, 9.9347622 51.5361749)",10,destination,
"[21326752, 143966428, 21326748, 143966429]",True,,,"['Untere Karspüle', 'Obere Karspüle']",residential,30,False,453.109,"LINESTRING (9.9345992 51.5365954, 9.9349362 51.5366857, 9.9350836 51.5367319, 9.9356328 51.536945, 9.935852 51.53703, 9.9360029 51.53709, 9.9361316 51.5371411, 9.9364516 51.5372683, 9.9365222 51.5372964, 9.9366291 51.5373389, 9.9370921 51.5375259, 9.9373536 51.5376436, 9.9373865 51.5376584, 9.9375507 51.5377293, 9.9376686 51.5377694, 9.9377367 51.5377832, 9.9377945 51.5377834, 9.9378657 51.5377727, 9.9379 51.537757, 9.937918 51.5377323, 9.9379416 51.5376658, 9.9381045 51.5372383, 9.9382306 51.5369074, 9.9383058 51.5367289, 9.9383496 51.5366248, 9.9383995 51.5365063, 9.93841 51.5364856, 9.9384199 51.5364649, 9.9385314 51.5362326, 9.9385692 51.5361559, 9.938569 51.5361339)","['5.2', '6', '6.2']",destination,
"[22873818, 388933699]",False,1,,Mauerstraße,"['living_street', 'residential']",30,False,163.19899999999998,"LINESTRING (9.9373476 51.5322959, 9.9374654 51.5323285, 9.9378961 51.5324865, 9.9381543 51.5325795, 9.9385256 51.532715, 9.9388619 51.5328305, 9.9391784 51.5329338, 9.9392097 51.5329497, 9.9392267 51.5329693, 9.9392367 51.5330163, 9.9392474 51.5330829)","['3.4', '4.4']",,
"[841968478, 8576460, 602541365, 311749326]",True,1,,"['Wendenstraße', 'Kurze-Geismar-Straße', 'Rote Straße']",residential,"['20', '30']",False,225.003,"LINESTRING (9.9373476 51.5322959, 9.9371973 51.5324907, 9.9370544 51.5326979, 9.9370333 51.5327515, 9.937028 51.5327909, 9.9370389 51.5328224, 9.9370756 51.5328623, 9.9383536 51.5331388, 9.9384766 51.5331504, 9.9385929 51.5331521, 9.9386858 51.533143, 9.9388766 51.5330982, 9.9389303 51.5330898, 9.939008 51.5330841, 9.9391373 51.5330798, 9.9392474 51.5330829)","['3.8', '3.6']",,
"[22515984, 511207181]",False,,,Turmstraße,residential,30,True,42.712,"LINESTRING (9.93395 51.5303362, 9.9344311 51.5303401, 9.9345674 51.5303412)","['3.8', '3.5']",,
"[22515985, 479344555, 479344558]",False,,,Hospitalstraße,residential,30,True,36.663,"LINESTRING (9.9324945 51.5300292, 9.9329001 51.5300519, 9.9329769 51.5300533, 9.9330228 51.5300542)","['5.2', '7.5']",,
22885724,True,2,,Wiesenstraße,secondary,50,False,34.914,"LINESTRING (9.9309179 51.5292946, 9.9310683 51.5293474, 9.9311135 51.5293651, 9.9311368 51.5293842, 9.9311603 51.5294103, 9.9311695 51.529434, 9.9311704 51.5294684, 9.9311685 51.5294983, 9.931164 51.5295289)",,,
"[22885725, 297501599]",True,1,,Wiesenstraße,secondary_link,50,False,67.8,"LINESTRING (9.9309179 51.5292946, 9.9313542 51.5293322, 9.9314749 51.5293373, 9.9315657 51.5293368, 9.9317574 51.5293306, 9.9318933 51.5293299)",,,
"[562245105, 261401588]",False,2,L 569,Geismar Landstraße,secondary,50,False,100.246,"LINESTRING (9.9412866 51.5288126, 9.9406962 51.5289467, 9.9402578 51.5290463, 9.9401655 51.5290739, 9.9401051 51.5291102, 9.9400098 51.5291959)",,,
