osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,width,access,junction
"[621249688, 101998197]",Seestraße,residential,30,False,True,86.929,"LINESTRING (7.9418292 48.4728978, 7.9417368 48.4728653, 7.941699 48.4728324, 7.9416598 48.4727913, 7.9416419 48.4727625, 7.9416219 48.4727282, 7.9415207 48.4724863, 7.9413735 48.4724961, 7.9410666 48.4725242)",,,,,,
621249689,Okenstraße,tertiary,,True,False,131.845,"LINESTRING (7.9418292 48.4728978, 7.9418984 48.4728247, 7.9420901 48.4727595, 7.9429222 48.4725663, 7.9433599 48.4724689, 7.9434542 48.4724479)",2,,,,,
22913943,Gerberstraße,residential,,True,False,71.635,"LINESTRING (7.9440802 48.4682077, 7.944664 48.4682443, 7.9449475 48.4682613, 7.9450468 48.4682719)",,,,,,
"[22913961, 22913966]","['Gymnasiumstraße', 'Schlossergasse']",residential,,False,"[False, True]",226.01799999999997,"LINESTRING (7.9440802 48.4682077, 7.9441097 48.4680165, 7.9444027 48.4673817, 7.9442616 48.4673663, 7.9440521 48.4673911, 7.9438882 48.4674436, 7.9436975 48.4677414, 7.9436088 48.4679036, 7.9435192 48.468222)",,,,,,
571068018,Lange Straße,living_street,,False,False,25.427,"LINESTRING (7.946694 48.46861, 7.9468686 48.4684128)",,,,,,
571068018,Lange Straße,living_street,,False,True,58.593,"LINESTRING (7.946694 48.46861, 7.9463512 48.4690854)",,,,,,
22920910,Goldgasse,residential,,False,True,33.725,"LINESTRING (7.9468686 48.4684128, 7.947272 48.4685558)",,,,,,
571068018,Lange Straße,living_street,,False,False,16.97,"LINESTRING (7.9468686 48.4684128, 7.9469836 48.4682806)",,,,,,
571068018,Lange Straße,living_street,,False,True,25.427,"LINESTRING (7.9468686 48.4684128, 7.946694 48.46861)",,,,,,
571068018,Lange Straße,living_street,,False,False,53.304,"LINESTRING (7.9469836 48.4682806, 7.9473668 48.4678741)",,,,,,
571068018,Lange Straße,living_street,,False,True,16.97,"LINESTRING (7.9469836 48.4682806, 7.9468686 48.4684128)",,,,,,
22913955,Kesselstraße,residential,,False,True,108.34100000000001,"LINESTRING (7.9469836 48.4682806, 7.9462086 48.4680329, 7.9457211 48.4678967, 7.9456432 48.4678842)",,,,,,
571068018,Lange Straße,living_street,,False,True,53.304,"LINESTRING (7.9473668 48.4678741, 7.9469836 48.4682806)",,,,,,
22920904,Goldgasse,living_street,,False,True,108.51700000000001,"LINESTRING (7.9473668 48.4678741, 7.9478077 48.4681239, 7.9478515 48.4681723, 7.9478734 48.4682792, 7.947871 48.4683127, 7.94768 48.4686853)",,,,,,
22922389,Bauerngasse,residential,,False,True,168.08,"LINESTRING (7.9473668 48.4678741, 7.9468766 48.4676839, 7.9463936 48.4675793, 7.9458487 48.4674826, 7.9456432 48.4678842)",,,,,,
"[1191662969, 1068886739]",Lange Straße,living_street,,False,False,49.494,"LINESTRING (7.9473668 48.4678741, 7.9476393 48.467583, 7.9477149 48.4674936)",,,,,,
"[4437771, 28991742]",Grabenallee,secondary,50,False,False,108.93,"LINESTRING (7.9477149 48.4674936, 7.9477498 48.4675038, 7.9485976 48.4677353, 7.9490812 48.4678664)","['4', '5']",L 99,yes,,,
"[1191662969, 1068886739]",Lange Straße,living_street,,False,True,49.494,"LINESTRING (7.9477149 48.4674936, 7.9476393 48.467583, 7.9473668 48.4678741)",,,,,,
22913955,Kesselstraße,residential,,False,False,108.34100000000001,"LINESTRING (7.9456432 48.4678842, 7.9457211 48.4678967, 7.9462086 48.4680329, 7.9469836 48.4682806)",,,,,,
22913955,Kesselstraße,residential,,False,True,79.486,"LINESTRING (7.9456432 48.4678842, 7.9452678 48.4678415, 7.9452469 48.4678455, 7.9452335 48.4678557, 7.9451623 48.4679971, 7.9450468 48.4682719)",,,,,,
22922389,Bauerngasse,residential,,False,False,168.08,"LINESTRING (7.9456432 48.4678842, 7.9458487 48.4674826, 7.9463936 48.4675793, 7.9468766 48.4676839, 7.9473668 48.4678741)",,,,,,
22913991,Spitalstraße,living_street,,False,False,63.71,"LINESTRING (7.9436455 48.4687888, 7.9435192 48.468222)",,,,,,
1068886740,Ritterstraße,living_street,,True,False,60.886,"LINESTRING (7.9436455 48.4687888, 7.9430448 48.4688552, 7.9430146 48.4688585, 7.9428364 48.4688226)",,,,,,
571068018,Lange Straße,living_street,,False,False,58.593,"LINESTRING (7.9463512 48.4690854, 7.946694 48.46861)",,,,,,
22913988,Ritterstraße,living_street,,True,False,204.947,"LINESTRING (7.9463512 48.4690854, 7.945787 48.4689325, 7.94555 48.4688847, 7.9451272 48.4688308, 7.9449552 48.4688082, 7.9448249 48.468794, 7.9445531 48.468771, 7.944154 48.4687557, 7.9436455 48.4687888)",,,,,,
22914012,Kittelgasse,residential,30,False,False,107.041,"LINESTRING (7.9427852 48.4685601, 7.9425995 48.4685813, 7.9423468 48.4686287, 7.9421213 48.4686984, 7.9420808 48.468711, 7.9417711 48.4688235, 7.9417388 48.4688399, 7.9416905 48.4688861, 7.9416207 48.4690305)",,,,,,
28991744,Hauptstraße,residential,30,False,False,29.435000000000002,"LINESTRING (7.9427852 48.4685601, 7.9427906 48.4685906, 7.9428154 48.4687295, 7.9428364 48.4688226)",,,,,,
28991744,Hauptstraße,residential,30,False,True,25.945999999999998,"LINESTRING (7.9427852 48.4685601, 7.9427706 48.4684867, 7.9427482 48.4683939, 7.9427326 48.4683294)",,,,,,
22914012,Kittelgasse,residential,30,False,True,107.041,"LINESTRING (7.9416207 48.4690305, 7.9416905 48.4688861, 7.9417388 48.4688399, 7.9417711 48.4688235, 7.9420808 48.468711, 7.9421213 48.4686984, 7.9423468 48.4686287, 7.9425995 48.4685813, 7.9427852 48.4685601)",,,,,,
"[199827392, 22914173, 715690350]","['Pfarrstraße', 'Prädikaturstraße']",residential,30,False,False,198.065,"LINESTRING (7.942307 48.4710363, 7.9420592 48.4710354, 7.9411391 48.4712205, 7.9409118 48.471263, 7.9408591 48.4712832, 7.9408501 48.4713182, 7.9412796 48.4720088)",,,,,,
22914183,Wolkengasse,residential,30,True,False,89.148,"LINESTRING (7.9424486 48.4718305, 7.9423626 48.4715743, 7.942307 48.4710363)",,,,5,,
95225601,Wasserstraße,living_street,,False,True,46.805,"LINESTRING (7.9424486 48.4718305, 7.9429525 48.471745, 7.9430637 48.4717262)",,,,,,
199827390,Wasserstraße,residential,30,False,True,89.15199999999999,"LINESTRING (7.9424486 48.4718305, 7.9417007 48.4719902, 7.9414915 48.4720115, 7.9412796 48.4720088)",,,,,,
"[978700504, 978700505, 139463795, 22920599]",Unionrampe,tertiary,50,False,False,46.19499999999999,"LINESTRING (7.9454351 48.4732319, 7.9454885 48.4732305, 7.9459274 48.4732187, 7.9459734 48.4732177, 7.9460613 48.473217)",3,,yes,,,
"[39370833, 310478988]",Gustav-Rée-Anlage,residential,50,False,True,167.256,"LINESTRING (7.9454351 48.4732319, 7.9454302 48.4732062, 7.9454226 48.4731662, 7.9454174 48.4730809, 7.9454418 48.472986, 7.9455438 48.4727085, 7.9457591 48.4722993, 7.9458174 48.4721885, 7.9458349 48.4721485, 7.9458416 48.4721147, 7.9458421 48.4720739, 7.9458295 48.4720321, 7.9457874 48.4719821, 7.945706 48.4719325, 7.945618 48.4718936, 7.9455345 48.4718702)",,,,,no,
139463797,Unionrampe,tertiary,50,False,True,95.619,"LINESTRING (7.9454351 48.4732319, 7.9453604 48.4732521, 7.9453179 48.4733177, 7.9452603 48.4739353, 7.9452335 48.4740502)",3,,,,,
24220465,,tertiary_link,50,True,False,62.221000000000004,"LINESTRING (7.9452335 48.4740502, 7.9451261 48.4743424, 7.9450879 48.4744968, 7.9450629 48.4745978)",1,,,,,
139463797,Unionrampe,tertiary,50,False,False,95.619,"LINESTRING (7.9452335 48.4740502, 7.9452603 48.4739353, 7.9453179 48.4733177, 7.9453604 48.4732521, 7.9454351 48.4732319)",3,,,,,
22914377,Klosterstraße,residential,30,True,False,105.901,"LINESTRING (7.944477 48.4712798, 7.9442951 48.4711918, 7.944247 48.471124, 7.9442042 48.4709603, 7.9440527 48.470692, 7.9439177 48.4704314)",,,,,,
88602028,Lange Straße,living_street,,False,False,72.26599999999999,"LINESTRING (7.944477 48.4712798, 7.9447911 48.4709253, 7.9449724 48.470719)",,,,,,
"[88602028, 39370829, 689322238]","['Hauptstraße', 'Gustav-Rée-Anlage', 'Lange Straße']","['living_street', 'tertiary']",20,False,"[False, True]",181.461,"LINESTRING (7.944477 48.4712798, 7.9443718 48.4714081, 7.9443279 48.4716542, 7.9443241 48.4716663, 7.9442811 48.4718568, 7.9442282 48.4720546, 7.9437992 48.4721392, 7.9433506 48.4722361, 7.9434542 48.4724479)",,,,,,
27159951,Lange Straße,living_street,,False,False,31.161,"LINESTRING (7.9458463 48.4696758, 7.9456636 48.4699285)",,,,,,
27159951,Lange Straße,living_street,,False,True,31.161,"LINESTRING (7.9456636 48.4699285, 7.9458463 48.4696758)",,,,,,
27159951,Lange Straße,living_street,,False,False,33.426,"LINESTRING (7.9456636 48.4699285, 7.9455936 48.4700254, 7.9454677 48.4701996)",,,,,,
56299541,Elsässer Straße,residential,,False,False,58.638,"LINESTRING (7.9385317 48.4753096, 7.9387185 48.474797)",,,,,,
"[182044012, 325386279]",Freiburger Straße,secondary,50,False,False,46.064,"LINESTRING (7.9385317 48.4753096, 7.9382532 48.4752685, 7.9379751 48.4752255, 7.9379225 48.4752174)",2,,yes,,,
325386279,Freiburger Straße,secondary,50,False,True,43.836,"LINESTRING (7.9385317 48.4753096, 7.9388701 48.4753616, 7.939111 48.4753986)",2,,,,,
"[978700504, 978700505, 139463795, 22920599]",Unionrampe,tertiary,50,False,True,46.19499999999999,"LINESTRING (7.9460613 48.473217, 7.9459734 48.4732177, 7.9459274 48.4732187, 7.9454885 48.4732305, 7.9454351 48.4732319)",3,,yes,,,
"[620647501, 33067639]",Rammersweierstraße,tertiary,50,False,True,84.062,"LINESTRING (7.9460613 48.473217, 7.9460712 48.4733296, 7.946113 48.4735218, 7.9461827 48.4737992, 7.9462111 48.4738447, 7.9462796 48.4739542)",3,K 5369,,,,
"[621470606, 30252207]",Wilhelmstraße,tertiary,50,False,True,97.727,"LINESTRING (7.9460613 48.473217, 7.9460683 48.4730925, 7.9461015 48.4729717, 7.9462143 48.4727037, 7.9464235 48.4723788)",3,,,,,
30913445,Unionrampe,tertiary,50,True,False,22.461,"LINESTRING (7.9444734 48.474352, 7.9446314 48.474352, 7.9447736 48.4743759)",2,,,,,
"[621464596, 24220535]",Hauptstraße,tertiary,20,False,True,160.953,"LINESTRING (7.9444734 48.474352, 7.944235 48.4738936, 7.9440264 48.4734924, 7.9438242 48.4731279, 7.9437484 48.4729867)","['2', '3']",,,,,
27159951,Lange Straße,living_street,,False,True,20.658,"LINESTRING (7.9453271 48.4703603, 7.9454677 48.4701996)",,,,,,
"[1035942177, 620651721, 22920733, 22920742]","['Zauberflötenbrücke', 'Lindenplatz', 'Schuttergasse']",residential,"['50', '30']",False,False,216.302,"LINESTRING (7.9453271 48.4703603, 7.94586 48.4705152, 7.9459393 48.4705269, 7.9461535 48.4705298, 7.9462462 48.4705228, 7.9463327 48.4704962, 7.9465515 48.4703751, 7.9467093 48.4702005, 7.9468473 48.4700551, 7.9468958 48.4700258, 7.9469446 48.470012, 7.9470413 48.4700071, 7.9471511 48.4700228, 7.9477099 48.470169, 7.9477946 48.4701852)",2,,yes,,,
"[660182912, 88602028]",Lange Straße,living_street,,False,True,47.705,"LINESTRING (7.9453271 48.4703603, 7.9452267 48.4704544, 7.9449724 48.470719)",,,,,,
22920904,Goldgasse,living_street,,False,True,92.699,"LINESTRING (7.94768 48.4686853, 7.9471916 48.4694535)",,,,,,
22920904,Goldgasse,living_street,,False,False,108.517,"LINESTRING (7.94768 48.4686853, 7.947871 48.4683127, 7.9478734 48.4682792, 7.9478515 48.4681723, 7.9478077 48.4681239, 7.9473668 48.4678741)",,,,,,
22920910,Goldgasse,residential,,False,False,33.349000000000004,"LINESTRING (7.94768 48.4686853, 7.9473763 48.4685889, 7.947272 48.4685558)",,,,,,
22920910,Goldgasse,residential,,False,False,33.725,"LINESTRING (7.947272 48.4685558, 7.9468686 48.4684128)",,,,,,
22920910,Goldgasse,residential,,False,True,33.349000000000004,"LINESTRING (7.947272 48.4685558, 7.9473763 48.4685889, 7.94768 48.4686853)",,,,,,
22920918,Zunftgasse,living_street,,False,True,92.937,"LINESTRING (7.947272 48.4685558, 7.9469762 48.4689073, 7.9466924 48.4692976)",,,,,,
22920904,Goldgasse,living_street,,False,False,60.689,"LINESTRING (7.9468233 48.4699393, 7.9469284 48.4698441, 7.9471916 48.4694535)",,,,,,
24220461,Friedrichstraße,living_street,,False,True,108.89,"LINESTRING (7.9475455 48.473731, 7.9481206 48.472829)",,,,,,
"[871676609, 24220462]",Zeller Straße,residential,30,True,False,96.57800000000002,"LINESTRING (7.9475455 48.473731, 7.9474986 48.4737392, 7.9471712 48.4737969, 7.9467344 48.4738739, 7.9464864 48.4739144, 7.9464267 48.4739241, 7.9462796 48.4739542)",,,,,,
"[620647501, 33067639]",Rammersweierstraße,tertiary,50,False,False,84.062,"LINESTRING (7.9462796 48.4739542, 7.9462111 48.4738447, 7.9461827 48.4737992, 7.946113 48.4735218, 7.9460712 48.4733296, 7.9460613 48.473217)",3,K 5369,,,,
154556482,Rammersweierstraße,tertiary,50,False,True,159.03300000000002,"LINESTRING (7.9462796 48.4739542, 7.946323 48.4740335, 7.9464045 48.4741826, 7.9468247 48.4749833, 7.9469927 48.47517, 7.9470563 48.4752846)",2,K 5369,,,,
24220461,Friedrichstraße,living_street,,False,False,134.397,"LINESTRING (7.9487981 48.4717069, 7.9481206 48.472829)",,,,,,
24220469,Turnhallestraße,residential,30,True,False,132.61599999999999,"LINESTRING (7.9487981 48.4717069, 7.94853 48.4716375, 7.9483974 48.4716016, 7.9476485 48.4714039, 7.947327 48.4713086, 7.94713 48.4712612)",,,,,,
35911857,Friedrichstraße,living_street,,False,False,128.975,"LINESTRING (7.9494803 48.4706223, 7.9501328 48.4695461)",,,,,,
24734010,Friedenstraße,residential,30,True,False,42.414,"LINESTRING (7.9494803 48.4706223, 7.9499593 48.4707488, 7.9499936 48.4707812)",,,,,,
"[30913446, 68314039]",Hauptstraße,tertiary,50,True,False,160.49699999999999,"LINESTRING (7.9450629 48.4745978, 7.9451318 48.4747991, 7.945189 48.4749201, 7.9455816 48.4756511, 7.9455978 48.4757076, 7.9455798 48.475749, 7.9455271 48.4757853, 7.9453416 48.4758291, 7.9452668 48.4758469)",2,,,,,
"[860400216, 4437770]",Friedrichstraße,residential,30,True,False,130.757,"LINESTRING (7.9499936 48.4707812, 7.9499943 48.4708208, 7.9497909 48.4711356, 7.9497246 48.4712521, 7.9493972 48.4717887, 7.9493575 48.4718245, 7.9492896 48.4718342)",,,,,,
814471365,Schillerplatz,residential,30,True,False,10.215,"LINESTRING (7.9496498 48.4733039, 7.9497169 48.4732925, 7.9497862 48.4732932)",,,,,,roundabout
30437741,Wilhelmstraße,tertiary,50,False,False,134.745,"LINESTRING (7.94713 48.4712612, 7.9464235 48.4723788)",2,,,,,
620651718,Wilhelmstraße,tertiary,50,False,True,129.314,"LINESTRING (7.94713 48.4712612, 7.9473672 48.4709052, 7.9477946 48.4701852)",2,,,,,
24220469,Turnhallestraße,residential,30,True,False,38.900999999999996,"LINESTRING (7.9492896 48.4718342, 7.9489812 48.4717538, 7.9487981 48.4717069)",,,,,,
30437741,Wilhelmstraße,tertiary,50,False,True,134.745,"LINESTRING (7.9464235 48.4723788, 7.94713 48.4712612)",2,,,,,
24220463,Luisenstraße,residential,30,True,False,134.755,"LINESTRING (7.9464235 48.4723788, 7.9465171 48.4724035, 7.9474702 48.4726588, 7.9481206 48.472829)",,,,,,
"[621470606, 30252207]",Wilhelmstraße,tertiary,50,False,False,97.72699999999999,"LINESTRING (7.9464235 48.4723788, 7.9462143 48.4727037, 7.9461015 48.4729717, 7.9460683 48.4730925, 7.9460613 48.473217)",3,,,,,
24220461,Friedrichstraße,living_street,,False,False,108.89,"LINESTRING (7.9481206 48.472829, 7.9475455 48.473731)",,,,,,
24220461,Friedrichstraße,living_street,,False,True,134.397,"LINESTRING (7.9481206 48.472829, 7.9487981 48.4717069)",,,,,,
24220463,Luisenstraße,residential,30,True,False,126.151,"LINESTRING (7.9481206 48.472829, 7.9483703 48.472897, 7.9484948 48.4729309, 7.9490426 48.4730779, 7.9493768 48.4731658, 7.9495751 48.4732326, 7.9496195 48.4732592, 7.9496498 48.4733039)",,,,,,
814471365,Schillerplatz,residential,30,True,False,16.404,"LINESTRING (7.9499916 48.4734042, 7.9500071 48.4734523, 7.9500014 48.4735013, 7.9499751 48.4735473)",,,,,,roundabout
24220467,Turnhallestraße,living_street,,True,False,91.887,"LINESTRING (7.9504475 48.47214, 7.9498669 48.4719834, 7.9492896 48.4718342)",,,,,,
24559777,Hildastraße,living_street,30,False,True,137.486,"LINESTRING (7.9504475 48.47214, 7.9502938 48.4723977, 7.9499286 48.4730042, 7.9497898 48.4732413, 7.9497862 48.4732932)",,,,,,
24559777,Hildastraße,living_street,30,False,False,137.486,"LINESTRING (7.9497862 48.4732932, 7.9497898 48.4732413, 7.9499286 48.4730042, 7.9502938 48.4723977, 7.9504475 48.47214)",,,,,,
814471365,Schillerplatz,residential,30,True,False,20.436,"LINESTRING (7.9497862 48.4732932, 7.9498527 48.473306, 7.9499118 48.4733301, 7.9499593 48.4733636, 7.9499916 48.4734042)",,,,,,roundabout
314682972,Okenstraße,tertiary,50,True,False,105.7,"LINESTRING (7.9431506 48.4755441, 7.9426583 48.4746513)",2,,,,,
68314008,Im Pfählerpark,residential,30,False,True,64.002,"LINESTRING (7.9439821 48.4753467, 7.9443174 48.4752678, 7.9446651 48.475178, 7.944795 48.4751447)",,,,,,
236960084,Im Pfählerpark,residential,30,True,False,65.191,"LINESTRING (7.9439821 48.4753467, 7.9437187 48.4754241, 7.9431506 48.4755441)",,,,,,
"[621464596, 24220535]",Hauptstraße,tertiary,20,False,False,160.953,"LINESTRING (7.9437484 48.4729867, 7.9438242 48.4731279, 7.9440264 48.4734924, 7.944235 48.4738936, 7.9444734 48.474352)","['2', '3']",,,,,
24220535,Hauptstraße,tertiary,20,False,True,63.717,"LINESTRING (7.9437484 48.4729867, 7.9436127 48.4727358, 7.9434542 48.4724479)",2,,,,,
24278740,Kirchplatz,residential,30,False,False,69.03,"LINESTRING (7.9437484 48.4729867, 7.943293 48.4731042, 7.9428758 48.4732119)",,,,,,
236960085,Poststraße,residential,30,True,False,99.742,"LINESTRING (7.9435512 48.4744964, 7.9439821 48.4753467)",,,,,,
24278739,Poststraße,residential,30,False,True,151.26,"LINESTRING (7.9435512 48.4744964, 7.9433838 48.4741775, 7.9429084 48.4732718, 7.9428934 48.4732442, 7.9428758 48.4732119)",,,,,,
621464592,Philipp-Reis-Straße,tertiary,,True,False,69.919,"LINESTRING (7.9435512 48.4744964, 7.9443093 48.474367, 7.9444734 48.474352)",2,,,,,
24512926,Augustastraße,living_street,30,False,True,132.888,"LINESTRING (7.9501328 48.4695461, 7.948462 48.4690977)",,,,,,
35911857,Friedrichstraße,living_street,,False,True,128.975,"LINESTRING (7.9501328 48.4695461, 7.9494803 48.4706223)",,,,,,
35911857,Friedrichstraße,living_street,,False,False,150.834,"LINESTRING (7.9501328 48.4695461, 7.9506236 48.4687828, 7.9509273 48.4682961)",,,,,,
814471365,Schillerplatz,residential,30,True,False,34.497,"LINESTRING (7.9499751 48.4735473, 7.9499275 48.4735883, 7.9498637 48.4736181, 7.9497895 48.473634, 7.9497115 48.4736346, 7.9496368 48.4736198, 7.949572 48.4735911)",,,,,,roundabout
24560576,Carl-Blos-Straße,residential,30,False,True,162.696,"LINESTRING (7.9470563 48.4752846, 7.9471927 48.4752517, 7.9479642 48.4751247, 7.9491831 48.4748955)",,,,,,
154556482,Rammersweierstraße,tertiary,50,False,False,159.03300000000002,"LINESTRING (7.9470563 48.4752846, 7.9469927 48.47517, 7.9468247 48.4749833, 7.9464045 48.4741826, 7.946323 48.4740335, 7.9462796 48.4739542)",2,K 5369,,,,
"[620647505, 348403431]",Rammersweierstraße,tertiary,30,False,True,81.414,"LINESTRING (7.9470563 48.4752846, 7.9471261 48.4754191, 7.94734 48.4758359, 7.9473896 48.4759326, 7.9474127 48.4759776)",2,K 5369,,,,
251825986,Goethestraße,residential,30,False,True,141.203,"LINESTRING (7.9490897 48.4758182, 7.9509835 48.4756275)",,,,,,
24554444,Sofienstraße,residential,30,False,True,102.925,"LINESTRING (7.9490897 48.4758182, 7.949114 48.4752854, 7.9491831 48.4748955)",,,,,,
251825986,Goethestraße,residential,30,False,False,125.05499999999999,"LINESTRING (7.9490897 48.4758182, 7.947541 48.4759494, 7.9474127 48.4759776)",,,,,,
24560576,Carl-Blos-Straße,residential,30,False,True,135.967,"LINESTRING (7.9491831 48.4748955, 7.9509746 48.4746046)",,,,,,
24554439,Sofienstraße,living_street,,False,True,148.422,"LINESTRING (7.9491831 48.4748955, 7.9494957 48.4736922, 7.9495338 48.4736277, 7.949572 48.4735911)",,,,,,
24554444,Sofienstraße,residential,30,False,False,102.925,"LINESTRING (7.9491831 48.4748955, 7.949114 48.4752854, 7.9490897 48.4758182)",,,,,,
