osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,tunnel,junction
76357610,Aachener Straße,secondary,,False,True,33.792,"LINESTRING (6.1881444 50.9068471, 6.187835 50.9066141)",2,,,,
"[1052991081, 1052991082, 37312252]",Am Streitberg,residential,,False,False,92.43700000000001,"LINESTRING (6.1881444 50.9068471, 6.188288 50.9067675, 6.1883733 50.9067202, 6.1891346 50.9062983)",,,,building_passage,
37312252,Am Streitberg,residential,,False,False,34.087,"LINESTRING (6.1891346 50.9062983, 6.1888116 50.9060692)",,,,,
37312253,Am Streitberg,residential,,False,False,22.188,"LINESTRING (6.1891346 50.9062983, 6.1893491 50.906445)",,,,,
"[1052991081, 1052991082, 37312252]",Am Streitberg,residential,,False,True,92.43700000000001,"LINESTRING (6.1891346 50.9062983, 6.1883733 50.9067202, 6.188288 50.9067675, 6.1881444 50.9068471)",,,,building_passage,
25517738,Zur Lohe,residential,,False,False,91.435,"LINESTRING (6.1888116 50.9060692, 6.187835 50.9066141)",,,,,
37312252,Am Streitberg,residential,,False,True,34.087,"LINESTRING (6.1888116 50.9060692, 6.1891346 50.9062983)",,,,,
25517738,Zur Lohe,residential,,False,True,58.344,"LINESTRING (6.1888116 50.9060692, 6.1893253 50.9057718, 6.189454 50.9057467)",,,,,
37312253,Am Streitberg,residential,,False,True,22.188,"LINESTRING (6.1893491 50.906445, 6.1891346 50.9062983)",,,,,
82461735,Carlstraße,residential,30,False,False,82.626,"LINESTRING (6.1757231 50.910587, 6.1758882 50.910598, 6.1760499 50.910618, 6.1762371 50.9106529, 6.176839 50.9108117)",2,,,,
38037376,Reyplatz,residential,,False,True,14.846,"LINESTRING (6.1769089 50.911666, 6.1770065 50.9116708, 6.1771173 50.9116543)",,,,,
"[815619041, 19103114]",Peterstraße,residential,"['30', '10']",False,False,95.292,"LINESTRING (6.1850903 50.9050175, 6.1849142 50.9049241, 6.1840248 50.9044857)",,,,,
815619042,Kirchstraße,residential,10,False,False,17.191,"LINESTRING (6.1850903 50.9050175, 6.1851791 50.9049532, 6.1852511 50.9049008)",,,,,
22331749,Kirchstraße,living_street,,True,False,70.436,"LINESTRING (6.1844449 50.9055029, 6.1850903 50.9050175)",,,,,
37694639,Antoniusstraße,residential,30,False,False,163.422,"LINESTRING (6.1844449 50.9055029, 6.1854023 50.9061248, 6.1859613 50.9064878, 6.1861043 50.9065234)",,,,,
19103107,Fringsstraße,residential,30,False,False,92.569,"LINESTRING (6.1861043 50.9065234, 6.1857219 50.9073202)",,,,,
"[19103104, 19103107]","['In der Schaf', 'Fringsstraße']",residential,30,False,True,100.979,"LINESTRING (6.1861043 50.9065234, 6.1862907 50.9061185, 6.1864883 50.9057704, 6.186596 50.9056754)",,,,,
37694639,Antoniusstraße,residential,30,False,True,163.422,"LINESTRING (6.1861043 50.9065234, 6.1859613 50.9064878, 6.1854023 50.9061248, 6.1844449 50.9055029)",,,,,
22329017,Paulskamp,residential,30,False,True,5.229,"LINESTRING (6.1755148 50.9071928, 6.1755802 50.9072154)",,,,,
30801988,An Gut Driesch,living_street,,False,True,41.99,"LINESTRING (6.1796621 50.9100692, 6.1795591 50.9104412)",,,,,
38332521,An Gut Driesch,living_street,,False,False,62.978,"LINESTRING (6.1796621 50.9100692, 6.1800151 50.9095484)",,,,,
38332523,Steingäßchen,living_street,,False,False,69.868,"LINESTRING (6.1796621 50.9100692, 6.1806114 50.9102603)",,,,,
30801988,An Gut Driesch,living_street,,False,False,41.99,"LINESTRING (6.1795591 50.9104412, 6.1796621 50.9100692)",,,,,
38332523,Steingäßchen,living_street,,False,True,69.868,"LINESTRING (6.1806114 50.9102603, 6.1796621 50.9100692)",,,,,
38332524,Steingäßchen,living_street,,False,False,69.557,"LINESTRING (6.1806114 50.9102603, 6.1807782 50.9099533, 6.1808958 50.9097231, 6.1809331 50.9096688)",,,,,
38332525,Steingäßchen,living_street,,False,False,65.144,"LINESTRING (6.1806114 50.9102603, 6.181404 50.9104453, 6.1814844 50.9104606)",,,,,
911343379,Burgstraße,residential,30,False,False,84.802,"LINESTRING (6.1814844 50.9104606, 6.1818877 50.9097416)",,,,,
38332525,Steingäßchen,living_street,,False,True,65.144,"LINESTRING (6.1814844 50.9104606, 6.181404 50.9104453, 6.1806114 50.9102603)",,,,,
"[22329010, 911343379]",Burgstraße,residential,30,False,True,31.891,"LINESTRING (6.1814844 50.9104606, 6.1813521 50.910703, 6.1813364 50.9107318)",,,,,
15107490,Geilenkirchener Straße,residential,,False,True,21.198,"LINESTRING (6.1775575 50.9115776, 6.1774912 50.9117636)",,,,,
505374961,,residential,30,True,False,7.463000000000001,"LINESTRING (6.1775575 50.9115776, 6.1775415 50.9115728, 6.1775267 50.9115666, 6.1775135 50.9115591, 6.1775022 50.9115505, 6.1774929 50.911541, 6.1774859 50.9115307)",,,,,roundabout
38037376,Reyplatz,residential,,False,False,29.377,"LINESTRING (6.1774859 50.9115307, 6.1773148 50.9115754, 6.1771173 50.9116543)",,,,,
505374960,,residential,30,True,False,18.095,"LINESTRING (6.1774859 50.9115307, 6.1774796 50.9114984, 6.1774949 50.9114673, 6.1775291 50.9114429, 6.1775761 50.9114295, 6.1776277 50.9114295)",,,,,roundabout
38037376,Reyplatz,residential,,False,False,14.846,"LINESTRING (6.1771173 50.9116543, 6.1770065 50.9116708, 6.1769089 50.911666)",,,,,
38037376,Reyplatz,residential,,False,True,29.377,"LINESTRING (6.1771173 50.9116543, 6.1773148 50.9115754, 6.1774859 50.9115307)",,,,,
22329012,Breite Straße,residential,30,True,False,188.656,"LINESTRING (6.1785732 50.9106562, 6.178624 50.9107107, 6.1786944 50.9107518, 6.1796183 50.9108753, 6.1810897 50.9111829)",,,,,
25635207,Kückstraße,residential,7,True,False,152.913,"LINESTRING (6.1785732 50.9106562, 6.1786496 50.9106389, 6.1787057 50.9106104, 6.1787512 50.9105805, 6.1788181 50.9105101, 6.1788712 50.9104085, 6.1789281 50.9102523, 6.1790114 50.9100259, 6.179385 50.9094143)",,,,,
"[37590476, 957079877, 19103119]",Aachener Straße,secondary,,False,True,91.91900000000001,"LINESTRING (6.1858382 50.9038426, 6.1857488 50.9037559, 6.185699 50.9037153, 6.1856534 50.9036849, 6.185514 50.9035978, 6.1852545 50.9034819, 6.1848604 50.9033038)","['2', '3']",,,,
"[957079876, 237462151]",Aachener Straße,secondary,,False,False,183.835,"LINESTRING (6.1858382 50.9038426, 6.185974 50.9040494, 6.1859997 50.9040956, 6.1861879 50.9045594, 6.1862965 50.9048368, 6.1864016 50.9051353, 6.1864381 50.9052895, 6.1864071 50.9053641, 6.1863403 50.9054288)","['2', '3']",,,,
"[15107506, 815619043]",Kirchstraße,residential,"['30', '10']",False,True,133.097,"LINESTRING (6.1858382 50.9038426, 6.1857507 50.9039513, 6.1856573 50.9040367, 6.185187 50.9044693, 6.1851529 50.9045877, 6.1851561 50.9047155, 6.1851766 50.9048192, 6.1852511 50.9049008)",,,,,
"[19103104, 19103107]","['In der Schaf', 'Fringsstraße']",residential,30,False,False,100.979,"LINESTRING (6.186596 50.9056754, 6.1864883 50.9057704, 6.1862907 50.9061185, 6.1861043 50.9065234)",,,,,
76357610,Aachener Straße,secondary,,False,False,135.808,"LINESTRING (6.186596 50.9056754, 6.186694 50.9057486, 6.1876 50.9064291, 6.1876885 50.9064985, 6.187835 50.9066141)",2,,,,
"[76357610, 505374907]",Aachener Straße,secondary,,False,True,32.875,"LINESTRING (6.186596 50.9056754, 6.1864759 50.9055372, 6.1863403 50.9054288)",2,,,,
38215973,Reyplatz,residential,30,False,False,42.739999999999995,"LINESTRING (6.1776277 50.9114295, 6.1777119 50.9111906, 6.1777506 50.9111058, 6.1777731 50.9110564)",,,,,
38820370,,residential,30,True,False,14.550999999999998,"LINESTRING (6.1776277 50.9114295, 6.1776497 50.9114338, 6.1776701 50.9114406, 6.177688 50.9114498, 6.1777029 50.9114608, 6.1777143 50.9114735, 6.1777218 50.9114872, 6.177725 50.9115016, 6.177724 50.9115162, 6.1777186 50.9115303)",,,,,roundabout
505374962,,residential,30,True,False,13.881,"LINESTRING (6.1777186 50.9115303, 6.1777039 50.9115489, 6.1776818 50.9115644, 6.1776541 50.9115756, 6.1776226 50.9115818, 6.1775896 50.9115825, 6.1775575 50.9115776)",,,,,roundabout
76357610,Aachener Straße,secondary,,False,True,65.731,"LINESTRING (6.1887314 50.907308, 6.1881444 50.9068471)",2,,,,
25473099,Windmühlenstraße,residential,30,False,False,217.60399999999998,"LINESTRING (6.1887314 50.907308, 6.1874083 50.9075462, 6.1866581 50.9074803, 6.1857219 50.9073202)",,,,,
76357610,Aachener Straße,secondary,,False,False,48.635999999999996,"LINESTRING (6.1887314 50.907308, 6.1888385 50.9073996, 6.1889141 50.9074744, 6.1891107 50.9076739)",2,,,,
25811445,Rote Gasse,residential,30,False,True,200.48499999999999,"LINESTRING (6.1764381 50.9063905, 6.1764722 50.906409, 6.1786064 50.9075658)",,,,,
25811447,Gasperswinkel,residential,30,False,True,108.269,"LINESTRING (6.1764381 50.9063905, 6.1768743 50.9061088, 6.1770218 50.906036, 6.1772363 50.9059836, 6.1777008 50.905976, 6.1777385 50.9059754)",,,,,
25811448,Gasperswinkel,residential,30,False,True,69.332,"LINESTRING (6.1778291 50.9065841, 6.1777433 50.9064927, 6.1777385 50.9059754)",,,,,
344871069,Gasperswinkel,residential,30,False,True,58.249,"LINESTRING (6.1759706 50.906753, 6.1755802 50.9072154)",,,,,
22329017,Paulskamp,residential,30,False,False,5.229,"LINESTRING (6.1755802 50.9072154, 6.1755148 50.9071928)",,,,,
344871069,Gasperswinkel,residential,30,False,False,58.249,"LINESTRING (6.1755802 50.9072154, 6.1759706 50.906753)",,,,,
22329017,Paulskamp,residential,30,False,True,225.219,"LINESTRING (6.1755802 50.9072154, 6.1760593 50.9073812, 6.1771791 50.9079104, 6.1777104 50.9081367, 6.1782678 50.908315)",,,,,
22331747,Löffelstraße,residential,30,False,False,80.379,"LINESTRING (6.1786064 50.9075658, 6.1787961 50.9076242, 6.1794409 50.9076864, 6.1797206 50.9077134)",,,,,
25811445,Rote Gasse,residential,30,False,False,200.48499999999999,"LINESTRING (6.1786064 50.9075658, 6.1764722 50.906409, 6.1764381 50.9063905)",,,,,
76128304,Mariastraße,residential,30,False,True,86.94200000000001,"LINESTRING (6.1786064 50.9075658, 6.1785036 50.9078695, 6.1784026 50.9081227, 6.1782678 50.908315)",,,,,
814621027,Mariastraße,residential,50,False,False,129.786,"LINESTRING (6.1786064 50.9075658, 6.1786859 50.9073104, 6.1787194 50.9072039, 6.1788453 50.9068563, 6.1789325 50.9066491, 6.1790394 50.9064319)",2,,,,
19103107,Fringsstraße,residential,30,False,True,38.596,"LINESTRING (6.1855106 50.90764, 6.1855364 50.9076115, 6.1855602 50.9075787, 6.1855763 50.907544, 6.1855974 50.9075098, 6.1856166 50.9074793, 6.185651 50.9074355, 6.1857219 50.9073202)",,,,,
19103109,Friedensstraße,residential,30,False,False,126.06000000000002,"LINESTRING (6.1855106 50.90764, 6.1854828 50.9076398, 6.1854425 50.9076402, 6.1853802 50.9076432, 6.185236 50.90765, 6.1851458 50.9076521, 6.1839408 50.9076944, 6.1838548 50.9077008, 6.1838285 50.9077049, 6.1838046 50.9077096, 6.1837647 50.9077189, 6.1837238 50.9077296)",,,,,
25473093,Grabenstraße,residential,30,False,True,287.495,"LINESTRING (6.1855106 50.90764, 6.185587 50.907647, 6.185636 50.9076559, 6.185686 50.9076709, 6.1857181 50.907684, 6.1857527 50.9077005, 6.186558 50.9080808, 6.1866532 50.9081286, 6.1867183 50.9081658, 6.1867724 50.9082022, 6.1868182 50.908233, 6.1873602 50.9086047, 6.187965 50.9090021, 6.1880744 50.9090697, 6.1881775 50.9091335, 6.188537 50.909354)",,,,,
"[25811563, 25811564]","['Fuchsengasse', 'Schugansgasse']",residential,30,False,False,293.706,"LINESTRING (6.1855106 50.90764, 6.185342 50.9078141, 6.1850694 50.9080753, 6.1849447 50.908427, 6.1847796 50.90915, 6.1847739 50.9091752, 6.1847562 50.9092529, 6.1846483 50.9092839, 6.1834643 50.908873, 6.1834602 50.9088716)",,,,,
