osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,tunnel,lanes
37160288,,Itzelfeldnerstraße,residential,,False,True,227.999,"LINESTRING (12.7637098 48.0642041, 12.763577 48.0642179, 12.7634499 48.0642211, 12.7634301 48.0642216, 12.7631941 48.0642234, 12.7631201 48.0642321, 12.7630663 48.0642515, 12.7629993 48.0642959, 12.7629617 48.064332, 12.7629376 48.0643551, 12.7629051 48.0643899, 12.762886 48.0644102, 12.7628798 48.064426, 12.7628678 48.0644565, 12.7628615 48.0645178, 12.7628678 48.0646691, 12.7628712 48.0647508, 12.7628731 48.064798, 12.7628744 48.0648281, 12.7628643 48.0648851, 12.7628487 48.0649391, 12.7628135 48.0650146, 12.762781 48.0650615, 12.7627393 48.0651084, 12.7626094 48.0652153, 12.7625432 48.0652697, 12.7624646 48.0653344, 12.762358 48.0654245, 12.7623293 48.065455, 12.7623265 48.0654723, 12.762325 48.0654815, 12.762343 48.0655041, 12.7624264 48.0655594, 12.7625666 48.0656393)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,False,62.847,"LINESTRING (12.7639608 48.0638615, 12.7639855 48.0638529, 12.7641765 48.0638385, 12.7643096 48.0638336, 12.7643541 48.063832, 12.764419 48.0638296, 12.7646795 48.0638367, 12.7647127 48.063837, 12.7647567 48.0638373, 12.7648006 48.0638311)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,True,43.323,"LINESTRING (12.7639608 48.0638615, 12.7639413 48.0638792, 12.7637206 48.0641405, 12.7636983 48.0641773, 12.7637098 48.0642041)",,,,
710315847,,Bürgermeister-Poschacher-Straße,residential,,False,True,59.99499999999999,"LINESTRING (12.7639608 48.0638615, 12.7636116 48.0637082, 12.7635362 48.0636749, 12.763502 48.0636599, 12.7633752 48.0635945, 12.7633104 48.0635453)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,False,26.295,"LINESTRING (12.7648006 48.0638311, 12.7648532 48.0638059, 12.7650545 48.0636672)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,True,62.846999999999994,"LINESTRING (12.7648006 48.0638311, 12.7647567 48.0638373, 12.7647127 48.063837, 12.7646795 48.0638367, 12.764419 48.0638296, 12.7643541 48.063832, 12.7643096 48.0638336, 12.7641765 48.0638385, 12.7639855 48.0638529, 12.7639608 48.0638615)",,,,
37159935,,Röstelstraße,residential,,False,True,82.65599999999999,"LINESTRING (12.7648006 48.0638311, 12.764827 48.0638678, 12.7648706 48.0639044, 12.7649202 48.063941, 12.7650829 48.0640484, 12.765119 48.0640675, 12.7652104 48.0641159, 12.7653813 48.0641943, 12.7656517 48.064294)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,True,26.295,"LINESTRING (12.7650545 48.0636672, 12.7648532 48.0638059, 12.7648006 48.0638311)",,,,
710315848,B 20,Burghauser Straße,primary,50,False,False,50.857,"LINESTRING (12.7650545 48.0636672, 12.7648462 48.0635441, 12.7645827 48.0633374)",,,,2
710315848,B 20,Burghauser Straße,primary,50,False,True,77.743,"LINESTRING (12.7650545 48.0636672, 12.7652033 48.0637466, 12.7654268 48.0638244, 12.7656308 48.0638646, 12.7657894 48.0638774, 12.7659296 48.0638656, 12.7660154 48.0638474)",,,,2
37159935,,Röstelstraße,residential,,False,False,82.656,"LINESTRING (12.7656517 48.064294, 12.7653813 48.0641943, 12.7652104 48.0641159, 12.765119 48.0640675, 12.7650829 48.0640484, 12.7649202 48.063941, 12.7648706 48.0639044, 12.764827 48.0638678, 12.7648006 48.0638311)",,,,
37160288,,Itzelfeldnerstraße,residential,,False,False,227.99900000000002,"LINESTRING (12.7625666 48.0656393, 12.7624264 48.0655594, 12.762343 48.0655041, 12.762325 48.0654815, 12.7623265 48.0654723, 12.7623293 48.065455, 12.762358 48.0654245, 12.7624646 48.0653344, 12.7625432 48.0652697, 12.7626094 48.0652153, 12.7627393 48.0651084, 12.762781 48.0650615, 12.7628135 48.0650146, 12.7628487 48.0649391, 12.7628643 48.0648851, 12.7628744 48.0648281, 12.7628731 48.064798, 12.7628712 48.0647508, 12.7628678 48.0646691, 12.7628615 48.0645178, 12.7628678 48.0644565, 12.7628798 48.064426, 12.762886 48.0644102, 12.7629051 48.0643899, 12.7629376 48.0643551, 12.7629617 48.064332, 12.7629993 48.0642959, 12.7630663 48.0642515, 12.7631201 48.0642321, 12.7631941 48.0642234, 12.7634301 48.0642216, 12.7634499 48.0642211, 12.763577 48.0642179, 12.7637098 48.0642041)",,,,
37160433,,Cettostraße,residential,,False,False,151.99,"LINESTRING (12.7636595 48.0660246, 12.7636924 48.0660025, 12.7639728 48.0658139, 12.7640124 48.0657873, 12.7641415 48.0657004, 12.764198 48.065655, 12.7642126 48.0656397, 12.764235 48.0656163, 12.7642895 48.0655301, 12.7643577 48.0654222, 12.7644825 48.0652362, 12.764611 48.0650448, 12.7647224 48.0648803)",,,,
37160513,,Wasservorstadt,residential,,False,False,62.837,"LINESTRING (12.7682216 48.0651771, 12.7682546 48.0650447, 12.7682181 48.0649594, 12.7681113 48.0648472, 12.767898 48.0646941)",,,,
26506171,,Wasservorstadt,residential,,False,True,10.949,"LINESTRING (12.767898 48.0646941, 12.7679035 48.0645957)",,,,
37160513,,Wasservorstadt,residential,,False,True,62.837,"LINESTRING (12.767898 48.0646941, 12.7681113 48.0648472, 12.7682181 48.0649594, 12.7682546 48.0650447, 12.7682216 48.0651771)",,,,
47445444,,Gabelsbergerstraße,residential,,False,False,9.144,"LINESTRING (12.7689594 48.0608669, 12.7688519 48.0608269)",,,,
"[32897176, 47445443]",,Wasservorstadt,residential,,False,False,556.9060000000001,"LINESTRING (12.7689594 48.0608669, 12.7690403 48.0606784, 12.7691014 48.060608, 12.7691542 48.0605914, 12.7692177 48.0605908, 12.7693292 48.0606362, 12.769577 48.0607635, 12.7696864 48.0607976, 12.7698919 48.0608509, 12.7699601 48.0608697, 12.7696606 48.0615136, 12.7695635 48.0617648, 12.7695425 48.0618883, 12.7695334 48.0620526, 12.7695138 48.0622202, 12.7694543 48.0623435, 12.7693935 48.0624695, 12.7693188 48.0626687, 12.7692533 48.062967, 12.7690535 48.0634567, 12.7690133 48.0635649, 12.7689708 48.0636509, 12.7689254 48.0637324, 12.768861 48.0638306, 12.7687982 48.0639116, 12.7687383 48.0639744, 12.7686497 48.0640422, 12.7685868 48.0640858, 12.7684914 48.0641364, 12.7683649 48.0641966, 12.7682369 48.0642635, 12.7678662 48.0644334, 12.7677377 48.0644891)",,,,
216595355,,Gabelsbergerstraße,residential,,False,True,223.19299999999998,"LINESTRING (12.7689594 48.0608669, 12.7690045 48.0608968, 12.7691977 48.0609673, 12.7692431 48.0609914, 12.76926 48.0610215, 12.7692609 48.0610623, 12.7692209 48.0611736, 12.7692022 48.0612415, 12.7692109 48.0613075, 12.7692401 48.0613697, 12.7692372 48.061424, 12.7692084 48.0614881, 12.7691689 48.0615308, 12.769014 48.0616408, 12.7689745 48.0616879, 12.7689115 48.0617821, 12.7686339 48.0622841, 12.7684942 48.0625275, 12.7684337 48.0626356)",,,,
322934377,,Schulstraße,residential,30,False,False,33.233000000000004,"LINESTRING (12.7660633 48.0616974, 12.7661313 48.0616212, 12.7663348 48.061461)",,,,
98647589,,Forstleitenweg,residential,,False,False,109.99400000000001,"LINESTRING (12.7623648 48.0624529, 12.7623249 48.0623469, 12.7622827 48.0622668, 12.7622302 48.0621761, 12.7621503 48.0621006, 12.7620636 48.0620533, 12.7619792 48.0620205, 12.7618857 48.0620091, 12.7618195 48.0620152, 12.7617465 48.0620244, 12.7616917 48.0620533, 12.7616461 48.0620991, 12.7615527 48.0622309, 12.7615191 48.0622864)",,,,
774744915,St 2106,,secondary,100,False,False,84.56500000000001,"LINESTRING (12.7623648 48.0624529, 12.7623112 48.0625062, 12.7622142 48.0625863, 12.762042 48.0627159, 12.7619507 48.0628043, 12.7618971 48.0628768, 12.7618583 48.06295, 12.76184 48.0630041, 12.76184 48.0630529, 12.7618594 48.0631009)",,,,
98647589,,Forstleitenweg,residential,,False,True,109.99400000000001,"LINESTRING (12.7615191 48.0622864, 12.7615527 48.0622309, 12.7616461 48.0620991, 12.7616917 48.0620533, 12.7617465 48.0620244, 12.7618195 48.0620152, 12.7618857 48.0620091, 12.7619792 48.0620205, 12.7620636 48.0620533, 12.7621503 48.0621006, 12.7622302 48.0621761, 12.7622827 48.0622668, 12.7623249 48.0623469, 12.7623648 48.0624529)",,,,
109698075,,Lindenweg,residential,,False,True,162.733,"LINESTRING (12.7645827 48.0633374, 12.7646329 48.0632855, 12.7644763 48.0631405, 12.764035 48.0627418, 12.7636902 48.0624265, 12.7637039 48.0623173, 12.7637129 48.0622385, 12.7636177 48.0621051)",,,,
"[710315848, 710315849, 49874883]",B 20,Burghauser Straße,primary,"['50', '100']",False,False,243.43099999999998,"LINESTRING (12.7645827 48.0633374, 12.7645417 48.0633068, 12.7643833 48.0631886, 12.7641115 48.0629683, 12.7639472 48.0628493, 12.7638103 48.0627685, 12.7637076 48.0627258, 12.7635912 48.0626946, 12.7634965 48.0626793, 12.7633859 48.0626763, 12.7632878 48.0626801, 12.7631326 48.0626946, 12.7629957 48.0627212, 12.7628371 48.0627609, 12.7624246 48.0628857, 12.7618594 48.0631009)",,,,2
710315848,B 20,Burghauser Straße,primary,50,False,True,50.857,"LINESTRING (12.7645827 48.0633374, 12.7648462 48.0635441, 12.7650545 48.0636672)",,,,2
109698075,,Lindenweg,residential,,False,False,162.733,"LINESTRING (12.7636177 48.0621051, 12.7637129 48.0622385, 12.7637039 48.0623173, 12.7636902 48.0624265, 12.764035 48.0627418, 12.7644763 48.0631405, 12.7646329 48.0632855, 12.7645827 48.0633374)",,,,
109698077,,Lindenweg,residential,,False,False,90.423,"LINESTRING (12.7649979 48.0634065, 12.7651267 48.063483, 12.7652914 48.0635634, 12.7654648 48.0636445, 12.7659427 48.0638238, 12.7660154 48.0638474)",2,,,
322941817,,Stadtplatz,residential,,False,False,9.749,"LINESTRING (12.7676198 48.0623843, 12.7676817 48.062307)",,,,
322941817,,Stadtplatz,residential,,False,True,37.184,"LINESTRING (12.7676198 48.0623843, 12.7673549 48.062668)",,,,
50944941,,Schleindltörl,residential,,False,False,66.69800000000001,"LINESTRING (12.7676198 48.0623843, 12.767773 48.062438, 12.7680832 48.0625423, 12.7684337 48.0626356)",,,,
37158020,,Burgleite,residential,,False,False,127.14199999999998,"LINESTRING (12.7640984 48.0600021, 12.7640847 48.0599295, 12.7641807 48.0599044, 12.7643659 48.0598401, 12.764492 48.0597915, 12.764537 48.0597742, 12.764597 48.0597561, 12.764665 48.0597456, 12.7647488 48.0597472, 12.7648658 48.0597611, 12.7650145 48.0597788, 12.765032 48.0597808, 12.7650964 48.0597906, 12.7653791 48.0598335, 12.7654478 48.0598359, 12.7654732 48.0598304, 12.7654962 48.0598254, 12.7655732 48.0597735)",,,,
322941817,,Stadtplatz,residential,,False,False,10.474,"LINESTRING (12.7684682 48.0614038, 12.768356 48.0613468)",,,,
322941817,,Stadtplatz,residential,,False,True,66.975,"LINESTRING (12.7684682 48.0614038, 12.7680048 48.0619204)",,,,
183171233,,Stadtplatz,residential,,False,False,40.884,"LINESTRING (12.7684682 48.0614038, 12.7686994 48.0611516, 12.7686094 48.0611122)",,,,
106144818,TS 7,Traunsteiner Straße,tertiary,30,False,True,4.172,"LINESTRING (12.7655732 48.0597735, 12.765619 48.0597952)",,,,
37158020,,Burgleite,residential,,False,True,127.14200000000001,"LINESTRING (12.7655732 48.0597735, 12.7654962 48.0598254, 12.7654732 48.0598304, 12.7654478 48.0598359, 12.7653791 48.0598335, 12.7650964 48.0597906, 12.765032 48.0597808, 12.7650145 48.0597788, 12.7648658 48.0597611, 12.7647488 48.0597472, 12.764665 48.0597456, 12.764597 48.0597561, 12.764537 48.0597742, 12.764492 48.0597915, 12.7643659 48.0598401, 12.7641807 48.0599044, 12.7640847 48.0599295, 12.7640984 48.0600021)",,,,
"[106144818, 156251357]",TS 7,Traunsteiner Straße,tertiary,"['50', '30']",False,False,241.187,"LINESTRING (12.7655732 48.0597735, 12.7648231 48.0593892, 12.7647132 48.059321, 12.7646515 48.0592807, 12.7646153 48.0592377, 12.7645938 48.0592, 12.764575 48.0591498, 12.7645697 48.0591005, 12.7645643 48.0590306, 12.764571 48.0589724, 12.7645844 48.0589204, 12.7646206 48.0587827, 12.7646581 48.0585884, 12.7646609 48.0585134, 12.7646519 48.0584383, 12.7646342 48.0583634, 12.7646014 48.058277, 12.764562 48.0581892, 12.7644908 48.0580882, 12.7643802 48.0579541)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,16.539,"LINESTRING (12.768356 48.0613468, 12.7684879 48.061227)",,,,
322941817,,Stadtplatz,residential,,False,True,10.474,"LINESTRING (12.768356 48.0613468, 12.7684682 48.0614038)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,55.982,"LINESTRING (12.768356 48.0613468, 12.7682364 48.0614563, 12.7679178 48.0617563)",,,,
114089761,,,residential,,False,True,23.458,"LINESTRING (12.7673549 48.062668, 12.7670619 48.0625895)",,,,
322941817,,Stadtplatz,residential,,False,False,37.184,"LINESTRING (12.7673549 48.062668, 12.7676198 48.0623843)",,,,
322941817,,Stadtplatz,residential,,False,True,75.707,"LINESTRING (12.7673549 48.062668, 12.766885 48.0632721)",,,,
"[36873227, 216595355]",,"['Rathausgasse', 'Gabelsbergerstraße']",residential,,False,False,116.477,"LINESTRING (12.7673549 48.062668, 12.7675311 48.062718, 12.7679583 48.0628677, 12.7680393 48.0629171, 12.7682636 48.062979, 12.7684178 48.0626677, 12.7684337 48.0626356)",,,,
180377801,,Stadtplatz,residential,,False,False,15.593,"LINESTRING (12.7680048 48.0619204, 12.7678386 48.0618348)",,,,
322941817,,Stadtplatz,residential,,False,False,66.975,"LINESTRING (12.7680048 48.0619204, 12.7684682 48.0614038)",,,,
322941817,,Stadtplatz,residential,,False,True,49.253,"LINESTRING (12.7680048 48.0619204, 12.7678638 48.0620784, 12.7676817 48.062307)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,10.528,"LINESTRING (12.7678386 48.0618348, 12.7679178 48.0617563)",,,,
180377801,,Stadtplatz,residential,,False,True,15.593,"LINESTRING (12.7678386 48.0618348, 12.7680048 48.0619204)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,53.44,"LINESTRING (12.7678386 48.0618348, 12.7676677 48.061993, 12.7675731 48.0620826, 12.7674182 48.0622247)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,11.26,"LINESTRING (12.7674182 48.0622247, 12.7673338 48.0623088)",,,,
180377800,,Stadtplatz,residential,,False,True,21.615,"LINESTRING (12.7674182 48.0622247, 12.7676817 48.062307)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,53.44,"LINESTRING (12.7674182 48.0622247, 12.7675731 48.0620826, 12.7676677 48.061993, 12.7678386 48.0618348)",,,,
180377800,,Stadtplatz,residential,,False,False,21.615,"LINESTRING (12.7676817 48.062307, 12.7674182 48.0622247)",,,,
322941817,,Stadtplatz,residential,,False,True,9.749,"LINESTRING (12.7676817 48.062307, 12.7676198 48.0623843)",,,,
322941817,,Stadtplatz,residential,,False,False,49.253,"LINESTRING (12.7676817 48.062307, 12.7678638 48.0620784, 12.7680048 48.0619204)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,15.636,"LINESTRING (12.7686094 48.0611122, 12.7684879 48.061227)",,,,
"[5098072, 183215197, 47445445]",B 20,Stadtplatz,primary,"['50', '30']",False,True,36.607,"LINESTRING (12.7686094 48.0611122, 12.7687195 48.0610035, 12.7687751 48.0609415, 12.7688286 48.0608672, 12.7688519 48.0608269)",,,building_passage,
183171233,,Stadtplatz,residential,,False,True,40.884,"LINESTRING (12.7686094 48.0611122, 12.7686994 48.0611516, 12.7684682 48.0614038)",,,,
37158208,,Mühlenstraße,residential,30,False,True,34.502,"LINESTRING (12.7659809 48.061816, 12.7659055 48.0618456, 12.7658444 48.061876, 12.7657987 48.0619109, 12.7657585 48.0619416, 12.7656974 48.0619969, 12.7656674 48.0620372)",,,,
710315847,,Bürgermeister-Poschacher-Straße,residential,,False,False,59.995000000000005,"LINESTRING (12.7633104 48.0635453, 12.7633752 48.0635945, 12.763502 48.0636599, 12.7635362 48.0636749, 12.7636116 48.0637082, 12.7639608 48.0638615)",,,,
322941817,,Stadtplatz,residential,,False,False,75.707,"LINESTRING (12.766885 48.0632721, 12.7673549 48.062668)",,,,
36873292,,Lutzengasse,residential,,False,False,22.741999999999997,"LINESTRING (12.766885 48.0632721, 12.7668203 48.0632489, 12.7666678 48.0631971, 12.7666129 48.0631785)",,,,
36873292,,Lutzengasse,residential,,False,True,121.626,"LINESTRING (12.766885 48.0632721, 12.7670363 48.0633263, 12.7672424 48.0633934, 12.7675098 48.0634629, 12.7678219 48.063564, 12.7678076 48.0636185, 12.7675988 48.0639362)",,,,
37158760,,Mühlenstraße,residential,,False,True,6.565,"LINESTRING (12.7652839 48.0616606, 12.7653046 48.061718)",,,,
37158731,,Mühlenstraße,residential,,False,False,146.582,"LINESTRING (12.7652839 48.0616606, 12.7651591 48.0614743, 12.7651138 48.0613839, 12.7651029 48.0613621, 12.7650734 48.0612903, 12.765044 48.0611855, 12.7650133 48.0611194, 12.7649329 48.0610272, 12.7648425 48.0608929, 12.7647626 48.0607858, 12.7647169 48.0607214, 12.7646678 48.0606694, 12.7645847 48.060598, 12.7645136 48.0605589, 12.7643957 48.0605218)",,,,
1132024133,,Mühlenstraße,unclassified,,False,True,60.815,"LINESTRING (12.7652839 48.0616606, 12.7655585 48.0616825, 12.7656674 48.0620372)",,,,
37158760,,Mühlenstraße,residential,,False,False,6.565,"LINESTRING (12.7653046 48.061718, 12.7652839 48.0616606)",,,,
37158760,,Mühlenstraße,residential,,False,True,54.314,"LINESTRING (12.7653046 48.061718, 12.7653316 48.0617871, 12.7654366 48.0619606, 12.7655556 48.0621047, 12.7656193 48.0621542)",,,,
"[32897249, 1132024124]",,"['Mühlenstraße', 'Stiftsgasse']",residential,,False,"[False, True]",94.12100000000001,"LINESTRING (12.7653046 48.061718, 12.7650577 48.0617997, 12.765249 48.0620697, 12.7653344 48.0622303, 12.765372 48.0622839, 12.7654322 48.0623356, 12.7655105 48.0623797)",,,,
369632584,,Adolph-Kolping-Platz,residential,30,False,True,22.725,"LINESTRING (12.7665701 48.060321, 12.7668539 48.0603971)",,,,
369632584,,Adolph-Kolping-Platz,residential,30,False,False,67.905,"LINESTRING (12.7665701 48.060321, 12.7664512 48.0602891, 12.7663065 48.0602329, 12.7662528 48.060212, 12.7661133 48.0601268, 12.7660181 48.0600462, 12.7659819 48.059978, 12.7659617 48.059909)",,,,
1147317466,,Adolph-Kolping-Platz,residential,30,False,True,38.588,"LINESTRING (12.7665701 48.060321, 12.7665444 48.0604729, 12.7665603 48.0604924, 12.7665961 48.0605084, 12.7668037 48.0605437)",,,,
322934377,,Schulstraße,residential,30,False,False,16.723,"LINESTRING (12.7668037 48.0605437, 12.7668539 48.0603971)",,,,
322934377,,Schulstraße,residential,30,False,True,37.486999999999995,"LINESTRING (12.7668037 48.0605437, 12.7667895 48.0605852, 12.7667804 48.0606119, 12.7667751 48.060637, 12.7667241 48.0608764)",,,,
1147317466,,Adolph-Kolping-Platz,residential,30,False,False,38.588,"LINESTRING (12.7668037 48.0605437, 12.7665961 48.0605084, 12.7665603 48.0604924, 12.7665444 48.0604729, 12.7665701 48.060321)",,,,
1241597438,,,residential,,False,False,49.53,"LINESTRING (12.765653 48.0591018, 12.7649949 48.0590315)",,,,
36873264,,Zwieselweg,residential,,False,False,77.144,"LINESTRING (12.765653 48.0591018, 12.7656214 48.059747, 12.765619 48.0597952)",,,,
36873264,,Zwieselweg,residential,,False,True,137.45499999999998,"LINESTRING (12.765653 48.0591018, 12.7656669 48.058818, 12.7656751 48.0586512, 12.7656783 48.058585, 12.7657149 48.0583598, 12.7657355 48.0582328, 12.7657473 48.058005, 12.7657544 48.0578682)",,,,
1241597438,,,residential,,False,True,49.53,"LINESTRING (12.7649949 48.0590315, 12.765653 48.0591018)",,,,
