osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,width
24323680,2,L 827,Höxterstraße,secondary,50,False,False,6.273,"LINESTRING (9.1014894 51.8663465, 9.1014196 51.8663829)",,,
1034203469,,L 827,Höxterstraße,secondary,50,False,False,9.037,"LINESTRING (9.0973951 51.8667204, 9.0972636 51.866717)",,,
30630358,,,Wallstraße,residential,,False,True,227.29299999999998,"LINESTRING (9.0973951 51.8667204, 9.0973686 51.8662155, 9.0973056 51.8660672, 9.0972085 51.865925, 9.0968997 51.8656245, 9.0968183 51.8655432, 9.0966365 51.8651896, 9.0965502 51.8650462, 9.0964844 51.8649705, 9.0963234 51.8648327)",,,
37197915,,L 827,Höxterstraße,secondary,50,False,True,43.379000000000005,"LINESTRING (9.0973951 51.8667204, 9.0977522 51.8667509, 9.0980211 51.866773)",,,
27532942,,L 827,Rochusstraße,secondary,50,True,False,32.893,"LINESTRING (9.0966372 51.8667034, 9.0966212 51.8668243, 9.0965783 51.8669022, 9.0964991 51.8669804)",,,
37625440,,,Höxterstraße,living_street,,False,True,69.1,"LINESTRING (9.0966372 51.8667034, 9.0963401 51.8666917, 9.0960347 51.8666589, 9.0956557 51.8665825)",,,
290406132,2,L 827,Höxterstraße,secondary,50,False,True,23.188,"LINESTRING (9.0966372 51.8667034, 9.0967363 51.8667059, 9.0969746 51.8667124)",,,
22995060,,,Rochusstraße,residential,30,True,False,64.70100000000001,"LINESTRING (9.0939911 51.8672861, 9.0936913 51.8672915, 9.0933947 51.867285, 9.0930642 51.8672226)",,,
24323683,,L 827,Raiffeisenstraße,secondary,50,True,False,96.569,"LINESTRING (9.0939911 51.8672861, 9.0937929 51.8672504, 9.09351 51.8671132, 9.0934025 51.8670568, 9.0929818 51.8667757, 9.092928 51.8667397)",,,
24323685,,L 827,Neue Straße,secondary,50,True,False,126.612,"LINESTRING (9.092928 51.8667397, 9.0927841 51.8666299, 9.0927383 51.8665929, 9.0927133 51.8665521, 9.0927002 51.8664506, 9.0927762 51.8661542, 9.0928473 51.8659047, 9.0929412 51.8656595)",,,
"[37662153, 25721938, 37665383]",,,"['Höxterstraße', 'Marktstraße']",living_street,,True,False,124.031,"LINESTRING (9.092928 51.8667397, 9.0933002 51.8664839, 9.0935553 51.866359, 9.0937842 51.866246, 9.0939198 51.8662, 9.094118 51.866242, 9.0943841 51.8662318)",,,
24323842,2,L 827,Wallstraße,secondary,50,True,False,109.912,"LINESTRING (9.0937994 51.8643153, 9.0938816 51.8642902, 9.094006 51.8642571, 9.0942532 51.8642338, 9.0945747 51.8642306, 9.0946536 51.8642321, 9.0949368 51.8642413, 9.0951165 51.8642623, 9.0953649 51.8643018)",,,
37630079,,,Detmolder Straße,residential,30,True,False,122.769,"LINESTRING (9.0937994 51.8643153, 9.0939747 51.8645489, 9.09414 51.8647948, 9.0942845 51.8649957, 9.0945126 51.8653276)",,,
31341834,,L 827,,secondary,50,True,False,44.304,"LINESTRING (9.0966802 51.8663639, 9.0967748 51.8665107, 9.0968615 51.8666395, 9.0969746 51.8667124)",,,
290406138,,L 827,Rosentalstraße,secondary,50,True,False,37.903999999999996,"LINESTRING (9.0966802 51.8663639, 9.0966706 51.8665375, 9.0966372 51.8667034)",,,
22995059,,,Marktstraße,residential,30,True,False,40.539,"LINESTRING (9.0925115 51.8669981, 9.092928 51.8667397)",,,
