osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,maxspeed,geometry,width
"[30546992, 30546989, 244345167]",2,K 7310,Meeraner Straße,tertiary,False,True,68.814,yes,50,"LINESTRING (12.5334648 50.819592, 12.5334406 50.8196458, 12.5333831 50.8196925, 12.533226 50.8198062, 12.5331622 50.8198524, 12.5328811 50.8200836)",
447286887,,,Lindenstraße,residential,False,False,86.086,,,"LINESTRING (12.5334648 50.819592, 12.5336104 50.8196118, 12.5340275 50.8197287, 12.5343378 50.8197944, 12.5346027 50.8198734)",
685124530,2,K 7310,Wehrstraße,tertiary,False,False,152.66,,50,"LINESTRING (12.5334648 50.819592, 12.5334454 50.8195524, 12.5332295 50.8193582, 12.5331424 50.8192518, 12.5330925 50.8191454, 12.5330437 50.8189642, 12.5330687 50.8187808, 12.5331307 50.8186592, 12.533369 50.8183237)",
41833872,,,Wehrstraße,residential,False,False,109.01599999999999,,,"LINESTRING (12.533369 50.8183237, 12.5339109 50.8188298, 12.5342437 50.8191335)",
685124530,2,K 7310,Wehrstraße,tertiary,False,True,152.66000000000003,,50,"LINESTRING (12.533369 50.8183237, 12.5331307 50.8186592, 12.5330687 50.8187808, 12.5330437 50.8189642, 12.5330925 50.8191454, 12.5331424 50.8192518, 12.5332295 50.8193582, 12.5334454 50.8195524, 12.5334648 50.819592)",
45985890,,,August-Bebel-Straße,tertiary,False,False,159.801,,,"LINESTRING (12.5448282 50.8223634, 12.5446546 50.8225866, 12.544604 50.822676, 12.5445681 50.8227395, 12.5444977 50.8230461, 12.5444453 50.8232677, 12.5444261 50.823359, 12.5443925 50.8234567, 12.544352 50.8235432, 12.5442773 50.8236432, 12.5441665 50.8237137)",
"[45985890, 1161812852, 1161812853]",3,,August-Bebel-Straße,tertiary,False,True,129.286,,,"LINESTRING (12.5448282 50.8223634, 12.5448991 50.8222782, 12.5451883 50.8219559, 12.5452878 50.8218243, 12.5456631 50.8213279)",
"[25487106, 790870163]",,,Talstraße,tertiary,False,False,138.608,,,"LINESTRING (12.5441665 50.8237137, 12.5440803 50.8237464, 12.5439781 50.8237748, 12.543794 50.8238102, 12.5436819 50.8238326, 12.5435774 50.8238535, 12.5433178 50.8239053, 12.5429058 50.8239931, 12.542631 50.8240533, 12.5424968 50.8241061, 12.5423661 50.8241892)",
45985890,,,August-Bebel-Straße,tertiary,False,True,159.801,,,"LINESTRING (12.5441665 50.8237137, 12.5442773 50.8236432, 12.544352 50.8235432, 12.5443925 50.8234567, 12.5444261 50.823359, 12.5444453 50.8232677, 12.5444977 50.8230461, 12.5445681 50.8227395, 12.544604 50.822676, 12.5446546 50.8225866, 12.5448282 50.8223634)",
24255661,,,Goetheweg,residential,False,True,100.82200000000002,,50,"LINESTRING (12.5439672 50.8158018, 12.5445375 50.8163854, 12.5446536 50.8164914, 12.5447056 50.8165242, 12.5447667 50.8165483)",
267300439,,,Geschwister-Scholl-Straße,residential,False,False,77.62299999999999,,,"LINESTRING (12.5439672 50.8158018, 12.544076 50.815757, 12.544893 50.8154208)",
26138503,,,Chemnitzer Straße,residential,True,False,78.298,,,"LINESTRING (12.5447667 50.8165483, 12.5436571 50.8166143)",
15731154,,,Chemnitzer Straße,residential,False,True,146.005,,50,"LINESTRING (12.5447667 50.8165483, 12.5448988 50.8165789, 12.5460093 50.8167453, 12.5464391 50.8167809, 12.5468018 50.8167765)",
24255661,,,Goetheweg,residential,False,False,100.822,,50,"LINESTRING (12.5447667 50.8165483, 12.5447056 50.8165242, 12.5446536 50.8164914, 12.5445375 50.8163854, 12.5439672 50.8158018)",
25449020,,,Zwinger,residential,False,True,4.234,,20,"LINESTRING (12.5433069 50.8175999, 12.5433627 50.8175855)",
25449020,,,Zwinger,residential,False,False,152.526,,20,"LINESTRING (12.5433069 50.8175999, 12.5432064 50.8175295, 12.5430375 50.8174221, 12.5428024 50.8172971, 12.5426777 50.8172308, 12.5423354 50.8169293, 12.5422307 50.8168394, 12.5421222 50.8167404, 12.5420307 50.8166479, 12.5419333 50.8165493)",
"[30768649, 1060110838]",,,Innerer Stadtgraben,residential,False,False,201.09500000000003,,,"LINESTRING (12.5433069 50.8175999, 12.5432554 50.8176817, 12.5432453 50.8177949, 12.5432473 50.8178973, 12.5432734 50.8179973, 12.5432997 50.8180745, 12.5433868 50.81833, 12.5434037 50.8185231, 12.5433995 50.8186206, 12.5433869 50.8187269, 12.5433432 50.8188156, 12.5432827 50.8189043, 12.5432081 50.818971, 12.5431025 50.8190306, 12.5428912 50.8190969, 12.5426631 50.8191561)",
15731590,,,Dr.-Walter-Hüttel-Straße,residential,False,False,289.664,,,"LINESTRING (12.5452487 50.8199826, 12.5449098 50.8190974, 12.5446379 50.8184181, 12.5445843 50.8178191, 12.5446688 50.8174291)",
15732022,,,Quergasse,residential,True,False,65.686,,,"LINESTRING (12.5452487 50.8199826, 12.5446095 50.8200948, 12.5443583 50.8201601)",
74336850,,,Am Ulmenhang,residential,False,False,80.78399999999999,,,"LINESTRING (12.5452487 50.8199826, 12.5456219 50.8205514, 12.5457553 50.8206233)",
15731590,,,Dr.-Walter-Hüttel-Straße,residential,False,True,289.664,,,"LINESTRING (12.5446688 50.8174291, 12.5445843 50.8178191, 12.5446379 50.8184181, 12.5449098 50.8190974, 12.5452487 50.8199826)",
"[989046761, 24256210, 791769412]",,,"['Schulplatz', 'Agricolastraße']",residential,False,True,94.71399999999998,,,"LINESTRING (12.5446688 50.8174291, 12.5443822 50.8174124, 12.5442285 50.8174197, 12.5440748 50.8174385, 12.543958 50.8174572, 12.543906 50.8174664, 12.5437739 50.8174919, 12.5433627 50.8175855)",
25449020,,,Zwinger,residential,False,False,4.234,,20,"LINESTRING (12.5433627 50.8175855, 12.5433069 50.8175999)",
"[989046761, 24256210, 791769412]",,,"['Schulplatz', 'Agricolastraße']",residential,False,False,94.71399999999998,,,"LINESTRING (12.5433627 50.8175855, 12.5437739 50.8174919, 12.543906 50.8174664, 12.543958 50.8174572, 12.5440748 50.8174385, 12.5442285 50.8174197, 12.5443822 50.8174124, 12.5446688 50.8174291)",
267655846,,,Schloßstraße,residential,True,False,10.888,,20,"LINESTRING (12.541801 50.8166003, 12.5419333 50.8165493)",4.1
"[795652185, 41684612]",,,Hoffnung,residential,True,False,133.668,,,"LINESTRING (12.5443583 50.8201601, 12.5440468 50.8193466, 12.5439109 50.8189917)",
989046784,,,Hoffnung,residential,False,False,89.57,,,"LINESTRING (12.5443583 50.8201601, 12.5445858 50.8205528, 12.5448222 50.8209102)",
"[1161812856, 256738115]","['2', '3']",,Hoffnung,residential,False,True,77.43199999999999,,,"LINESTRING (12.5456631 50.8213279, 12.5454976 50.8212732, 12.5451468 50.8211692, 12.544949 50.8210485, 12.5448222 50.8209102)",
"[45985890, 1161812852, 1161812853]",3,,August-Bebel-Straße,tertiary,False,False,129.286,,,"LINESTRING (12.5456631 50.8213279, 12.5452878 50.8218243, 12.5451883 50.8219559, 12.5448991 50.8222782, 12.5448282 50.8223634)",
"[989049803, 1161812854]",3,,August-Bebel-Straße,tertiary,False,True,100.336,,,"LINESTRING (12.5456631 50.8213279, 12.545843 50.8211551, 12.5462746 50.8208545, 12.5465931 50.8206461)",
"[16140076, 1161812855]",3,,Schlachthofstraße,tertiary,False,False,144.715,,50,"LINESTRING (12.5456631 50.8213279, 12.545751 50.8213554, 12.5458621 50.8214417, 12.5462915 50.8219337, 12.5467245 50.8224297)",
"[30546992, 30546989, 244345167]",2,K 7310,Meeraner Straße,tertiary,False,False,68.81400000000001,yes,50,"LINESTRING (12.5328811 50.8200836, 12.5331622 50.8198524, 12.533226 50.8198062, 12.5333831 50.8196925, 12.5334406 50.8196458, 12.5334648 50.819592)",
26259865,,,Wehrdigtstraße,residential,False,False,62.82299999999999,,,"LINESTRING (12.5346027 50.8198734, 12.5347128 50.81981, 12.535248 50.8194823)",
