osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,access,width
346375302,False,Hohe Kiefer,tertiary,50,False,9.25,,"LINESTRING (13.2165571 52.4071617, 13.2166225 52.4072347)",,
23987000,False,Lange Reihe,residential,30,True,89.68299999999999,2,"LINESTRING (13.2165571 52.4071617, 13.2167372 52.4071034, 13.2172885 52.4069308, 13.2177507 52.4068168)",,
149119664,False,Am Fuchsbau,residential,30,False,106.202,,"LINESTRING (13.2196247 52.4105544, 13.2198064 52.410495, 13.2204238 52.4103008, 13.2205636 52.4102723, 13.2207039 52.4102619, 13.2208259 52.410263, 13.2210799 52.410269)",,
346375302,False,Hohe Kiefer,tertiary,50,True,421.584,,"LINESTRING (13.2196247 52.4105544, 13.2195211 52.4104414, 13.2192766 52.4101747, 13.2188599 52.4097185, 13.2166225 52.4072347)",,
27953417,False,Jägerhorn,residential,30,False,81.235,2,"LINESTRING (13.2305843 52.4095867, 13.2305016 52.4095572, 13.2300199 52.409279, 13.2297015 52.4090951)",,
149119668,False,Meiereifeld,residential,30,True,97.688,2,"LINESTRING (13.2297015 52.4090951, 13.2307059 52.4084655)",yes,
797683479,False,Meiereifeld,residential,30,False,62.944,2,"LINESTRING (13.2297015 52.4090951, 13.229061 52.4095047)",yes,
27953417,False,Jägerhorn,residential,30,True,81.235,2,"LINESTRING (13.2297015 52.4090951, 13.2300199 52.409279, 13.2305016 52.4095572, 13.2305843 52.4095867)",,
"[797683480, 797683481]",False,Jägerhorn,residential,30,False,150.488,2,"LINESTRING (13.2297015 52.4090951, 13.2287542 52.4085286, 13.2286055 52.4084606, 13.2284717 52.4084205, 13.2283883 52.4083975, 13.228242 52.4083728, 13.2279355 52.4083319)",,
149119668,False,Meiereifeld,residential,30,False,97.688,2,"LINESTRING (13.2307059 52.4084655, 13.2297015 52.4090951)",yes,
23986995,False,Iltisfang,residential,30,False,218.864,2,"LINESTRING (13.2307059 52.4084655, 13.2290381 52.4074885, 13.2286887 52.407332, 13.2282642 52.4071943)",,
27839448,False,Karl-Marx-Straße,residential,50,False,64.517,2,"LINESTRING (13.2254467 52.4050145, 13.2254244 52.4050939, 13.2254148 52.4051278, 13.2252892 52.4055867)",,
105230964,False,Förster-Funke-Allee,tertiary,30,True,88.914,2,"LINESTRING (13.2254467 52.4050145, 13.2252329 52.4049967, 13.2251813 52.4049958, 13.2241443 52.404926)",,
