osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,access
4599350,2,St 2271,Adam-Fuchs-Straße,secondary,50,False,False,33.554,"LINESTRING (10.1413054 49.66785, 10.1415313 49.6678819, 10.1417609 49.6679144)",,,
4599350,2,St 2271,Adam-Fuchs-Straße,secondary,50,False,True,133.561,"LINESTRING (10.1413054 49.66785, 10.1403623 49.667721, 10.1399116 49.6676694, 10.1394858 49.6676143)",,,
24662732,,,Schützenstraße,residential,30,False,True,91.055,"LINESTRING (10.1413054 49.66785, 10.1413747 49.6674614, 10.1414525 49.6672538, 10.1414938 49.6671037, 10.1414858 49.6670423)",,,
24662740,,KT 18,,tertiary,50,True,False,24.232,"LINESTRING (10.1400803 49.663299, 10.1397611 49.6632297)",,,
433204158,2,St 2271,,secondary,70,False,True,10.598,"LINESTRING (10.1400803 49.663299, 10.1401283 49.6632089)",,,
433204160,2,St 2271,,secondary,70,False,False,30.874000000000002,"LINESTRING (10.1400803 49.663299, 10.1400018 49.6634288, 10.1399135 49.6635547)",,,
433204157,,St 2418,Enheimer Straße,secondary,50,True,False,11.883,"LINESTRING (10.1404082 49.6632782, 10.1404996 49.6633672)",,,
24663048,,,Bahnhofstraße,residential,,False,False,49.231,"LINESTRING (10.1432567 49.6649992, 10.1432907 49.6654414)",,,
1106496809,,St 2418,Neue Obernbreiter Straße,secondary,50,False,True,73.42699999999999,"LINESTRING (10.1432567 49.6649992, 10.1435929 49.6649782, 10.1441042 49.6649501, 10.1442729 49.6649408)",,,
1258724711,,St 2418,Enheimer Straße,secondary,50,False,False,165.098,"LINESTRING (10.1432567 49.6649992, 10.1432183 49.6650061, 10.1429106 49.6650624, 10.1428481 49.6650877, 10.142622 49.6651794, 10.14242 49.665284, 10.1423566 49.6653208, 10.1423296 49.6653365, 10.1422 49.6653698, 10.1420459 49.6653758, 10.1418872 49.6653501, 10.1415035 49.6650644, 10.1413945 49.6649788)",,,
"[1106496809, 24662741]",,St 2418,Neue Obernbreiter Straße,secondary,50,False,False,371.717,"LINESTRING (10.1485766 49.6632363, 10.1463736 49.6644668, 10.1452935 49.6648302, 10.1445837 49.6649297, 10.1442729 49.6649408)",,,
"[182015835, 24663421]",,,Winterseitenweg,residential,,False,False,414.89899999999994,"LINESTRING (10.1485766 49.6632363, 10.1480066 49.6638129, 10.1474248 49.6643462, 10.1473412 49.6646192, 10.1473156 49.6648679, 10.1467333 49.6654734, 10.1466027 49.6660304, 10.1464559 49.6663608, 10.1464483 49.666378, 10.1463548 49.6665171, 10.1462845 49.6665784)",,,
24662732,,,Schützenstraße,residential,30,False,False,91.055,"LINESTRING (10.1414858 49.6670423, 10.1414938 49.6671037, 10.1414525 49.6672538, 10.1413747 49.6674614, 10.1413054 49.66785)",,,
59726769,,,Ochsenfurter Straße,residential,30,False,False,46.519000000000005,"LINESTRING (10.1414858 49.6670423, 10.141799 49.6670896, 10.1421214 49.6671149)",,,
67967828,,,Ochsenfurter Straße,residential,30,False,True,49.540000000000006,"LINESTRING (10.1414858 49.6670423, 10.1408544 49.666984, 10.140807 49.6669726)",,,
697933592,,,Buheleite,residential,30,False,True,57.846000000000004,"LINESTRING (10.1414858 49.6670423, 10.1414014 49.666789, 10.1413147 49.666534)",,,
59726769,,,Ochsenfurter Straße,residential,30,False,False,37.052,"LINESTRING (10.1421214 49.6671149, 10.1426323 49.667156)",,,
