osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,bridge,access
226927001,3,L 126,secondary,50,False,True,74.392,,"LINESTRING (7.9417005 47.8280319, 7.9421337 47.8274294)",,
"[822369617, 822369618]",2,,residential,30,False,True,163.737,Meinrad-Thoma-Straße,"LINESTRING (7.9417005 47.8280319, 7.9413368 47.8278994, 7.9411893 47.8278454, 7.9410691 47.8278143, 7.9409605 47.8278056, 7.9408649 47.8278334, 7.9407905 47.8278651, 7.9407483 47.8279333, 7.9406974 47.8280792, 7.9406998 47.828248, 7.9407821 47.8283902, 7.9408905 47.8284857, 7.9410326 47.8285707)",,
"[28436548, 28436549, 8025838]",,,residential,30,False,True,188.952,Meinrad-Thoma-Straße,"LINESTRING (7.9421967 47.8289746, 7.9424737 47.8289778, 7.9429139 47.8290065, 7.9430857 47.829022, 7.9432088 47.8290675, 7.9432483 47.829082, 7.9433102 47.8291046, 7.9445033 47.8295735)",yes,
28436622,,,residential,30,False,False,100.25800000000001,Schönenstraße,"LINESTRING (7.9421967 47.8289746, 7.9421845 47.8290589, 7.9420571 47.8292504, 7.9415859 47.8297687)",,
"[33604492, 1055148677]",2,,residential,30,False,False,98.22500000000002,Meinrad-Thoma-Straße,"LINESTRING (7.9421967 47.8289746, 7.941914 47.8289116, 7.9414095 47.8287311, 7.9413418 47.8287023, 7.9411806 47.8286337, 7.9410326 47.8285707)",,
1055148654,,,residential,30,False,False,5.149,Meinrad-Thoma-Straße,"LINESTRING (7.9445548 47.8296043, 7.9445033 47.8295735)",,
28436547,,,residential,30,False,True,293.717,Schwarzwaldstraße,"LINESTRING (7.9445548 47.8296043, 7.9439323 47.8304054, 7.9437369 47.8303339, 7.9435972 47.8302814, 7.9432569 47.830153, 7.9426448 47.8308631, 7.9423764 47.8312186)",,
39085682,,,living_street,,False,False,108.79599999999999,Meinrad-Thoma-Straße,"LINESTRING (7.9445548 47.8296043, 7.944936 47.829842, 7.9454181 47.8302451, 7.9455724 47.8302882)",,
28436541,2,,residential,,False,False,49.473,Lindenstraße,"LINESTRING (7.9474207 47.8295228, 7.9477901 47.8291534)",,
28436542,2,,residential,,False,True,50.91,Friedrichstraße,"LINESTRING (7.9474207 47.8295228, 7.9472211 47.8299606)",,
"[319265075, 315103394, 8431618, 319265076]","['2', '3']",B 317,primary,50,False,True,223.51500000000001,Schönauer Straße,"LINESTRING (7.9474207 47.8295228, 7.9472495 47.8294294, 7.9470002 47.8292935, 7.9462505 47.8288378, 7.9456279 47.8284437, 7.945202 47.8281741)",,
226927001,3,L 126,secondary,50,False,False,74.392,,"LINESTRING (7.9421337 47.8274294, 7.9417005 47.8280319)",,
"[226927003, 226926999]",1,L 126,secondary,50,True,False,22.716,,"LINESTRING (7.9421337 47.8274294, 7.942138 47.8273842, 7.9421413 47.8273562, 7.9421926 47.8272299)",yes,
28436541,2,,residential,,False,True,49.473,Lindenstraße,"LINESTRING (7.9477901 47.8291534, 7.9474207 47.8295228)",,
35814255,2,,residential,,False,True,236.551,Lindenstraße,"LINESTRING (7.9477901 47.8291534, 7.9477144 47.8290496, 7.9474607 47.8288533, 7.9470981 47.8285991, 7.9453172 47.8281026, 7.945202 47.8281741)",,
319265072,,,residential,,False,False,74.908,Lindenstraße,"LINESTRING (7.9477901 47.8291534, 7.9479052 47.8290063, 7.9480831 47.8288521, 7.9481681 47.828884, 7.9483808 47.8289998, 7.948454 47.8290396)",,
319265072,,,residential,,False,True,74.908,Lindenstraße,"LINESTRING (7.948454 47.8290396, 7.9483808 47.8289998, 7.9481681 47.828884, 7.9480831 47.8288521, 7.9479052 47.8290063, 7.9477901 47.8291534)",,
28436542,2,,residential,,False,False,50.91,Friedrichstraße,"LINESTRING (7.9472211 47.8299606, 7.9474207 47.8295228)",,
122010130,,,living_street,,False,True,73.389,Friedrichstraße,"LINESTRING (7.9472211 47.8299606, 7.9468865 47.8305812)",,
"[39085701, 28436543]",,,residential,30,False,False,99.054,Fridolin-Wißler-Straße,"LINESTRING (7.9472211 47.8299606, 7.9476976 47.8300692, 7.9484822 47.8302376)",,
28436543,,,residential,30,False,True,104.589,Fridolin-Wißler-Straße,"LINESTRING (7.9472211 47.8299606, 7.9465853 47.8298173, 7.9459838 47.8296817, 7.9458929 47.8296612)",,
39085683,,,living_street,,False,True,55.671,Friedrichstraße,"LINESTRING (7.9468865 47.8305812, 7.9466395 47.8310536)",,
122010130,,,living_street,,False,False,73.389,Friedrichstraße,"LINESTRING (7.9468865 47.8305812, 7.9472211 47.8299606)",,
39085682,,,living_street,,False,True,103.43400000000001,Meinrad-Thoma-Straße,"LINESTRING (7.9468865 47.8305812, 7.9467344 47.8305564, 7.9467045 47.8305502, 7.9463037 47.8304668, 7.9460161 47.8303966, 7.9455724 47.8302882)",,
"[39085688, 884433328, 910097295]",,,residential,30,False,False,100.076,Feldbergstraße,"LINESTRING (7.9468865 47.8305812, 7.9470321 47.830618, 7.9471115 47.8306391, 7.9473758 47.8307092, 7.9476382 47.8307734, 7.9481462 47.8308886)",,
28436626,,,residential,30,False,False,283.67599999999993,Freiburgstraße,"LINESTRING (7.9411161 47.8315472, 7.9401069 47.8317991, 7.9398399 47.8318852, 7.9396954 47.8319714, 7.9395823 47.8320838, 7.9395406 47.8321622, 7.9395245 47.8322786, 7.9395045 47.8324152, 7.9394992 47.832606, 7.9394509 47.8328077, 7.9393807 47.8329707, 7.9392689 47.8330938, 7.9391529 47.8331945, 7.9390497 47.8332444, 7.938913 47.8332955)",,
"[28436626, 28436492]",,,residential,30,False,"[False, True]",101.041,"['Freiburger Straße', 'Freiburgstraße']","LINESTRING (7.9411161 47.8315472, 7.9412835 47.8315032, 7.9414699 47.8314564, 7.9419307 47.8313157, 7.9423764 47.8312186)",,
28436627,,,residential,30,False,False,279.266,Sonnhalde,"LINESTRING (7.9411161 47.8315472, 7.9410134 47.8316567, 7.9408928 47.8317262, 7.9401195 47.8320008, 7.9399826 47.8320826, 7.9397993 47.8322901, 7.9396765 47.8326115, 7.9395376 47.8329192, 7.9395075 47.8329543, 7.9394029 47.833076, 7.9390113 47.8334001, 7.9389286 47.8334463)",,destination
39085696,,,residential,30,False,True,16.809,Sonnhalde,"LINESTRING (7.9389286 47.8334463, 7.938913 47.8332955)",,
28436627,,,residential,30,False,True,279.26599999999996,Sonnhalde,"LINESTRING (7.9389286 47.8334463, 7.9390113 47.8334001, 7.9394029 47.833076, 7.9395075 47.8329543, 7.9395376 47.8329192, 7.9396765 47.8326115, 7.9397993 47.8322901, 7.9399826 47.8320826, 7.9401195 47.8320008, 7.9408928 47.8317262, 7.9410134 47.8316567, 7.9411161 47.8315472)",,destination
