osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,access,junction
26506834,3,L 697,An der Lohmühle,secondary,False,False,26.54,"LINESTRING (7.8711562 51.210134, 7.8712617 51.2100997, 7.8712991 51.2100844, 7.8713584 51.2100698, 7.8714223 51.2100537, 7.8715067 51.2100481)",,,
"[26507329, 742661383, 742661384, 742661386, 742661390, 742661393, 742661394, 292912499]","['4', '2', '3']",L 697,Am Wall,secondary,False,True,503.96,"LINESTRING (7.8711562 51.210134, 7.8712275 51.2102232, 7.8713202 51.2103578, 7.8715045 51.2106616, 7.8716202 51.2109317, 7.8716464 51.2110023, 7.8717069 51.2112082, 7.8717728 51.2115828, 7.8717861 51.2117667, 7.8717445 51.2121056, 7.8717128 51.2122345, 7.8716422 51.2124937, 7.8714263 51.2131074, 7.8713217 51.2135734, 7.8713239 51.2137969, 7.8713511 51.2140665, 7.8714011 51.2143682, 7.8714512 51.214575)",,,
292912501,,,Am Wall,residential,False,False,55.556,"LINESTRING (7.8711562 51.210134, 7.8711133 51.2101529, 7.8709965 51.2102042, 7.8709477 51.2102282, 7.8709389 51.210238, 7.8709342 51.2102478, 7.8709317 51.2102562, 7.8709313 51.2102658, 7.8709341 51.2102771, 7.8709414 51.2102914, 7.8709455 51.2103009, 7.8710405 51.2104474, 7.8710399 51.2104579, 7.8710354 51.2104684, 7.8710308 51.2104791, 7.8710222 51.2104898, 7.8710023 51.2105088, 7.8709636 51.2105372)",,,
405011189,3,L 561,Herscheider Straße,secondary,False,True,31.852,"LINESTRING (7.8711562 51.210134, 7.871065 51.2100386, 7.8710387 51.21001, 7.8709188 51.2098892)",,,
405011189,3,L 561,Herscheider Straße,secondary,False,False,10.352,"LINESTRING (7.8708394 51.2098105, 7.8709188 51.2098892)",,,
742661382,1,,,secondary_link,True,False,53.533,"LINESTRING (7.8708394 51.2098105, 7.8710724 51.209906, 7.8712052 51.2099522, 7.8715067 51.2100481)",,,
10377262,2,,Königstraße,unclassified,False,False,29.956000000000003,"LINESTRING (7.8777687 51.2106007, 7.8779495 51.210535, 7.8781258 51.2104515)",,,
727425557,3,K 5,Lehmkuhler Straße,tertiary,False,True,52.67,"LINESTRING (7.8777687 51.2106007, 7.8776593 51.2105562, 7.8775259 51.2104981, 7.8771224 51.2103556)",50,,
1160754848,3,K 5,Lehmkuhler Straße,tertiary,False,False,31.123,"LINESTRING (7.8777687 51.2106007, 7.8779465 51.210678, 7.8781315 51.210764)",,,
26507195,3,,Grünestraße,residential,False,False,23.833,"LINESTRING (7.8803893 51.2110008, 7.8804203 51.2110622, 7.8804249 51.2110713, 7.8804362 51.2111002, 7.8804401 51.211111, 7.8804423 51.2111172, 7.8804422 51.2111315, 7.8804382 51.2111488, 7.8803889 51.2112019)",30,,
97680455,2,K 5,Grünestraße,tertiary,False,True,80.247,"LINESTRING (7.8803893 51.2110008, 7.8805811 51.2109736, 7.8806224 51.2109653, 7.880652 51.2109593, 7.880716 51.2109462, 7.8807719 51.210928, 7.880888 51.2108868, 7.8810057 51.2108342, 7.8811669 51.210744, 7.8813439 51.2106278)",,,
"[1160754848, 1160754435, 189071068]","['2', '3']",K 5,Lehmkuhler Straße,tertiary,False,True,162.34399999999997,"LINESTRING (7.8803893 51.2110008, 7.880243 51.211011, 7.8801347 51.2110139, 7.8800417 51.2110132, 7.879839 51.2110079, 7.879602 51.2109961, 7.8791077 51.2109716, 7.8788785 51.2109529, 7.8785648 51.2109087, 7.8784489 51.2108807, 7.878333 51.2108427, 7.8782336 51.2108084, 7.8781315 51.210764)",,,
33138982,,,Zimmerstraße,residential,False,False,101.78899999999999,"LINESTRING (7.8721912 51.2145969, 7.8722484 51.2147009, 7.8723505 51.2147756, 7.8725653 51.2148718, 7.8727193 51.2149462, 7.8728352 51.2150025, 7.8732108 51.215231)",,,
33138987,,,Umlauf,residential,False,False,40.489,"LINESTRING (7.8721912 51.2145969, 7.8720962 51.2146343, 7.8718662 51.2148904)",,no,
"[186906864, 26507193, 26506837, 1177162001]",,,"['Kaiserstraße', 'Maiplatz', 'Umlauf']","['residential', 'living_street']",False,True,270.635,"LINESTRING (7.8721912 51.2145969, 7.8721789 51.2145254, 7.8722087 51.2144472, 7.8722911 51.2143252, 7.872359 51.2142282, 7.8724035 51.2141701, 7.872487 51.214074, 7.8730039 51.2136175, 7.8730744 51.2135639, 7.8734465 51.2132813, 7.8736836 51.2131557, 7.8736974 51.2129645, 7.8737867 51.2128631, 7.8738391 51.2127554, 7.873837 51.212645, 7.8737966 51.212498)",,,
"[823553123, 38531006]",2,,Am Wall,residential,True,False,35.616,"LINESTRING (7.8719989 51.2149949, 7.8718143 51.2149516, 7.8717235 51.2149398, 7.8716703 51.2149329, 7.8716006 51.2149262, 7.8715042 51.2149304)",,,
"[267877288, 742661395]","['2', '3']",,Am Wall,residential,False,False,64.522,"LINESTRING (7.8719989 51.2149949, 7.8723827 51.2152277, 7.8726669 51.2153969)",,,
97541655,2,K 5,Lehmkuhler Straße,tertiary,False,True,45.556,"LINESTRING (7.874445 51.2102584, 7.8737937 51.2102954)",,,
27535519,,,Ratscheller Weg,residential,False,False,65.08200000000001,"LINESTRING (7.874445 51.2102584, 7.8744442 51.2101974, 7.8745587 51.2098818, 7.8745853 51.2097657, 7.8745935 51.2096825)",30,,
"[1160755746, 97541636]",3,K 5,Lehmkuhler Straße,tertiary,False,False,102.482,"LINESTRING (7.874445 51.2102584, 7.8748204 51.2102374, 7.8751665 51.2102403, 7.8753091 51.2102446, 7.8759138 51.2102628)",,,
26507201,,,Steinbrinkstraße,residential,False,False,75.752,"LINESTRING (7.8797197 51.2114994, 7.8797519 51.2115287, 7.8803367 51.2120604)",30,,
758296431,,,Grünestraße,residential,False,False,129.602,"LINESTRING (7.8797197 51.2114994, 7.8787835 51.2118881, 7.8781814 51.2121548)",30,,
1160754591,,,Grünestraße,residential,False,True,57.212,"LINESTRING (7.8797197 51.2114994, 7.880304 51.2112489, 7.8803889 51.2112019)",30,,
33187585,,,Grünestraße,residential,True,False,23.177,"LINESTRING (7.8763268 51.2128261, 7.8759943 51.2128182)",,no,
758296425,,,Im Wieden,residential,True,False,10.961,"LINESTRING (7.8763268 51.2128261, 7.8762499 51.2127401)",30,,
"[1177620402, 33136716]",,,Brachtstraße,residential,True,False,100.257,"LINESTRING (7.8763268 51.2128261, 7.8763145 51.2129109, 7.8763754 51.2129925, 7.8763774 51.2129993, 7.8764429 51.2131129, 7.8764685 51.2131574, 7.8765161 51.2131859, 7.8765809 51.2132247, 7.8766602 51.2132611, 7.8767747 51.2133136, 7.876893 51.2133606, 7.8769716 51.2133908, 7.8771831 51.2134769)",30,,
26507204,,,Im Baumhof,residential,False,True,118.024,"LINESTRING (7.8757641 51.2140402, 7.8759473 51.2139762, 7.8765205 51.2138072, 7.876652 51.2137601, 7.8767311 51.213729, 7.8768121 51.2136949, 7.8771831 51.2134769)",,,
26507205,,,Offenbornstraße,residential,False,False,225.13300000000007,"LINESTRING (7.8757641 51.2140402, 7.8756463 51.2140996, 7.8752518 51.2143448, 7.8750876 51.2144285, 7.8747809 51.2145533, 7.8746911 51.2145899, 7.8744706 51.2147017, 7.8743295 51.2147898, 7.8741311 51.2149225, 7.8740706 51.2149625, 7.8740421 51.2149818, 7.8739488 51.2150394, 7.8738509 51.2150847, 7.8737749 51.2151118, 7.8736974 51.2151267, 7.8736279 51.2151407, 7.8735507 51.2151528, 7.8734762 51.215164, 7.8733469 51.2151884, 7.8732108 51.215231)",,,
147313679,,,Schwarzenbergstraße,residential,False,False,75.78799999999998,"LINESTRING (7.8757641 51.2140402, 7.8758255 51.2142239, 7.8758327 51.2142671, 7.8758206 51.2143288, 7.8757931 51.2143961, 7.8757078 51.2145044, 7.8755706 51.2146063, 7.8755012 51.2146543)",30,,
"[26507200, 453729988, 186906860]",,,"['Grünestraße', 'Lindengraben']",residential,False,"[False, True]",149.004,"LINESTRING (7.8757641 51.2140402, 7.8756992 51.2139281, 7.8756679 51.2138448, 7.875632 51.21374, 7.8755303 51.2134572, 7.8755155 51.2134201, 7.8755049 51.2133936, 7.8753785 51.2131082, 7.8753663 51.2130752, 7.8753211 51.2129525, 7.8752826 51.2128437, 7.8754497 51.2128338)",30,,
26507201,,,Steinbrinkstraße,residential,False,False,60.585,"LINESTRING (7.8803367 51.2120604, 7.8805983 51.212321, 7.8808028 51.2125204)",30,,
26507201,,,Steinbrinkstraße,residential,False,True,75.752,"LINESTRING (7.8803367 51.2120604, 7.8797519 51.2115287, 7.8797197 51.2114994)",30,,
26507203,,,Goethestraße,residential,False,False,54.702,"LINESTRING (7.8808028 51.2125204, 7.8815313 51.2123367)",30,,
26507201,,,Steinbrinkstraße,residential,False,True,60.585,"LINESTRING (7.8808028 51.2125204, 7.8805983 51.212321, 7.8803367 51.2120604)",30,,
