osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,junction,bridge
311242976,False,,Rue de la Fontaine,residential,True,33.752,,"LINESTRING (6.0628741 49.3279901, 6.0624616 49.3279758, 6.0624094 49.3279713)",,
176407959,False,,Place Jeanne d'Arc,tertiary,False,44.473,D 152 C,"LINESTRING (6.0647742 49.3285906, 6.0643355 49.3285628, 6.0641634 49.3285519)",,
232149340,False,,Rue de la Fontaine,tertiary,False,33.003,D 152 C,"LINESTRING (6.0647742 49.3285906, 6.0651163 49.3286122, 6.0652275 49.3286192)",,
311242976,False,,Rue de la Fontaine,residential,True,154.762,,"LINESTRING (6.0647742 49.3285906, 6.0647195 49.3285262, 6.0641736 49.3283969, 6.0638237 49.3282935, 6.0634135 49.3281652, 6.0628741 49.3279901)",,
166706063,False,,Rue de la Gendarmerie,residential,False,75.72,,"LINESTRING (6.0648031 49.3269741, 6.0648147 49.3270548, 6.064865 49.3271405, 6.064892 49.3272639, 6.0649346 49.3274479, 6.0650163 49.327638)",,
166706063,False,,Rue de la Gendarmerie,residential,True,110.69900000000001,,"LINESTRING (6.0652275 49.3286192, 6.0652246 49.3285416, 6.0651627 49.3282695, 6.0651472 49.328151, 6.0651472 49.3279671, 6.0650699 49.3277629, 6.0650163 49.327638)",,
232149340,False,,Rue de la Fontaine,tertiary,False,44.219,D 152 C,"LINESTRING (6.0652275 49.3286192, 6.0652428 49.3286202, 6.065645 49.3286049, 6.0658283 49.3285678)",,
232149340,False,,Rue de la Fontaine,tertiary,True,33.003,D 152 C,"LINESTRING (6.0652275 49.3286192, 6.0651163 49.3286122, 6.0647742 49.3285906)",,
371949393,False,,Rue Georges Clemenceau,tertiary,True,66.44,D 152C,"LINESTRING (6.059652 49.326288, 6.0598834 49.3263649, 6.0604199 49.3266121)",,
99408597,False,,Rue Georges Clemenceau,tertiary,False,78.07900000000001,D 152C,"LINESTRING (6.0610757 49.32715, 6.0607619 49.3267787, 6.0604199 49.3266121)",,
99408597,False,,Rue Georges Clemenceau,tertiary,True,93.77600000000001,D 152C,"LINESTRING (6.0610757 49.32715, 6.0611934 49.3272872, 6.061526 49.3276179, 6.0618431 49.3278224)",,
176394585,False,,Rue Albert Schweitzer,residential,False,135.11,,"LINESTRING (6.0610757 49.32715, 6.0609136 49.3271782, 6.0598334 49.3270168, 6.0596346 49.3273777)",,
232149339,False,,Rue Général Leclerc,residential,False,25.985,,"LINESTRING (6.0596346 49.3273777, 6.0593142 49.3272728)",,
176394585,False,,Rue Albert Schweitzer,residential,True,135.10999999999999,,"LINESTRING (6.0596346 49.3273777, 6.0598334 49.3270168, 6.0609136 49.3271782, 6.0610757 49.32715)",,
232149339,False,,Rue Général Leclerc,residential,True,169.59,,"LINESTRING (6.0596346 49.3273777, 6.0599899 49.327494, 6.0604661 49.3276203, 6.0617264 49.3278451, 6.0618431 49.3278224)",,
25707705,False,2,Rue de Verdun,primary,False,44.845,D 57,"LINESTRING (6.0600781 49.3289179, 6.0598813 49.3287228, 6.0596957 49.3286036)",,
25707705,False,2,Rue de Verdun,primary,True,96.937,D 57,"LINESTRING (6.0600781 49.3289179, 6.0601339 49.3290281, 6.0604169 49.3296735, 6.0604469 49.3297557)",,
176395440,False,,Rue Casimir de Ballbasard,residential,True,25.695,,"LINESTRING (6.0600781 49.3289179, 6.0601348 49.328895, 6.0603892 49.3288072)",,
99406461,False,,Rue Poincaré,residential,False,75.072,,"LINESTRING (6.060664 49.3284314, 6.0603642 49.3283452, 6.0597166 49.3281583)",,
99406461,False,,Rue Poincaré,residential,True,55.702,,"LINESTRING (6.060664 49.3284314, 6.0609177 49.3285043, 6.0614058 49.3285412)",,
176395440,False,,Rue Casimir de Ballbasard,residential,False,46.384,,"LINESTRING (6.060664 49.3284314, 6.0605223 49.3286557, 6.0603892 49.3288072)",,
99406461,False,,Rue Poincaré,residential,False,23.574,,"LINESTRING (6.0617293 49.3285635, 6.0614058 49.3285412)",,
99406461,False,,Rue Poincaré,residential,True,46.031000000000006,,"LINESTRING (6.0617293 49.3285635, 6.0619091 49.3285548, 6.0623632 49.3285373)",,
176395443,False,,,residential,True,17.621,,"LINESTRING (6.0617293 49.3285635, 6.0616627 49.3285869, 6.0615318 49.328655)",,
176395443,False,,,residential,False,17.621,,"LINESTRING (6.0615318 49.328655, 6.0616627 49.3285869, 6.0617293 49.3285635)",,
176395443,False,,,residential,True,99.64499999999998,,"LINESTRING (6.0615318 49.328655, 6.0614661 49.3287643, 6.0613863 49.328841, 6.0612507 49.3288769, 6.0606454 49.3289079, 6.0605816 49.3288828, 6.0603892 49.3288072)",,
237388085,False,,,residential,False,15.651,,"LINESTRING (6.0615318 49.328655, 6.0614568 49.3285784, 6.0614058 49.3285412)",,
176395440,False,,Rue Casimir de Ballbasard,residential,False,25.695,,"LINESTRING (6.0603892 49.3288072, 6.0601348 49.328895, 6.0600781 49.3289179)",,
176395440,False,,Rue Casimir de Ballbasard,residential,True,46.384,,"LINESTRING (6.0603892 49.3288072, 6.0605223 49.3286557, 6.060664 49.3284314)",,
176395443,False,,,residential,False,99.645,,"LINESTRING (6.0603892 49.3288072, 6.0605816 49.3288828, 6.0606454 49.3289079, 6.0612507 49.3288769, 6.0613863 49.328841, 6.0614661 49.3287643, 6.0615318 49.328655)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,False,41.165,,"LINESTRING (6.0691303 49.3295323, 6.0685858 49.3296378)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,True,88.44000000000001,,"LINESTRING (6.0691303 49.3295323, 6.0693991 49.3294739, 6.0698121 49.3299942, 6.0698297 49.3300163)",,
176401426,False,,,residential,True,83.612,,"LINESTRING (6.0691303 49.3295323, 6.0696077 49.3301516, 6.0696483 49.3302042)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,False,67.291,,"LINESTRING (6.0685858 49.3296378, 6.0677056 49.3298306)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,True,41.165,,"LINESTRING (6.0685858 49.3296378, 6.0691303 49.3295323)",,
176401418,False,,Rue Sainte-Andrée,residential,True,107.72,,"LINESTRING (6.0685858 49.3296378, 6.0692514 49.3304487, 6.069291 49.3304905)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,False,68.859,,"LINESTRING (6.0677056 49.3298306, 6.0668049 49.3300279)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,True,67.291,,"LINESTRING (6.0677056 49.3298306, 6.0685858 49.3296378)",,
176401419,False,,Rue Sainte-Odette,residential,False,119.08699999999999,,"LINESTRING (6.0677056 49.3298306, 6.0684257 49.3307328, 6.0684411 49.3307521, 6.0684649 49.3307804)",,
426137727,True,,,residential,False,50.516999999999996,,"LINESTRING (6.0700955 49.3298616, 6.0700319 49.3299391, 6.0699555 49.3300099, 6.0697959 49.3301262, 6.0696483 49.3302042)",,
176401420,False,,Rue Sainte-Sophie,residential,False,29.546,,"LINESTRING (6.0668049 49.3300279, 6.0669766 49.3302689)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,True,68.859,,"LINESTRING (6.0668049 49.3300279, 6.0677056 49.3298306)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,False,162.99400000000003,,"LINESTRING (6.0668049 49.3300279, 6.0662407 49.3301515, 6.0661148 49.3301791, 6.0657782 49.3302647, 6.0647147 49.3305664)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,False,88.44000000000001,,"LINESTRING (6.0698297 49.3300163, 6.0698121 49.3299942, 6.0693991 49.3294739, 6.0691303 49.3295323)",,
426137727,True,,,residential,False,25.857999999999997,,"LINESTRING (6.0698297 49.3300163, 6.0699742 49.3299243, 6.0700955 49.3298616)",,
176401422,False,,,residential,True,41.04,,"LINESTRING (6.0696483 49.3302042, 6.0694659 49.330355, 6.069291 49.3304905)",,
176401426,False,,,residential,False,83.612,,"LINESTRING (6.0696483 49.3302042, 6.0696077 49.3301516, 6.0691303 49.3295323)",,
426137727,True,,,residential,False,24.711,,"LINESTRING (6.0696483 49.3302042, 6.069758 49.3300813, 6.0698297 49.3300163)",,
176401420,False,,Rue Sainte-Sophie,residential,True,29.546,,"LINESTRING (6.0669766 49.3302689, 6.0668049 49.3300279)",,
176401425,False,,,residential,False,25.156,,"LINESTRING (6.0669766 49.3302689, 6.0666696 49.3303745)",,
176401420,False,,Rue Sainte-Sophie,residential,False,73.943,,"LINESTRING (6.0669766 49.3302689, 6.0672073 49.3305924, 6.0669936 49.330671, 6.066793 49.3307411)",,
176401425,False,,,residential,True,25.156,,"LINESTRING (6.0666696 49.3303745, 6.0669766 49.3302689)",,
176401418,False,,Rue Sainte-Andrée,residential,False,107.72,,"LINESTRING (6.069291 49.3304905, 6.0692514 49.3304487, 6.0685858 49.3296378)",,
176401422,False,,,residential,False,41.04,,"LINESTRING (6.069291 49.3304905, 6.0694659 49.330355, 6.0696483 49.3302042)",,
176401422,False,,,residential,True,19.553,,"LINESTRING (6.069291 49.3304905, 6.0692592 49.3305177, 6.0692219 49.3305929, 6.0692084 49.3306549)",,
176401422,False,,,residential,False,19.553,,"LINESTRING (6.0692084 49.3306549, 6.0692219 49.3305929, 6.0692592 49.3305177, 6.069291 49.3304905)",,
181754003,False,2,Rue Général de Gaulle,primary,False,55.659000000000006,D 13,"LINESTRING (6.0692084 49.3306549, 6.0689903 49.3306893, 6.0684649 49.3307804)",,
1116987874,False,,Rue du Maréchal Molitor,secondary,False,12.395,D 952,"LINESTRING (6.066793 49.3307411, 6.0668907 49.3308326)",,
"[22953449, 176401412]",False,,Rue du Maréchal Molitor,secondary,True,151.85399999999998,D 952,"LINESTRING (6.066793 49.3307411, 6.0665386 49.3304414, 6.0663201 49.3301722, 6.0658333 49.3295274)",,yes
176401420,False,,Rue Sainte-Sophie,residential,True,73.943,,"LINESTRING (6.066793 49.3307411, 6.0669936 49.330671, 6.0672073 49.3305924, 6.0669766 49.3302689)",,
176401419,False,,Rue Sainte-Odette,residential,True,119.087,,"LINESTRING (6.0684649 49.3307804, 6.0684411 49.3307521, 6.0684257 49.3307328, 6.0677056 49.3298306)",,
181754003,False,2,Rue Général de Gaulle,primary,False,87.08,D 13,"LINESTRING (6.0684649 49.3307804, 6.0681157 49.3308409, 6.0673036 49.3309817)",,
181754003,False,2,Rue Général de Gaulle,primary,True,55.659000000000006,D 13,"LINESTRING (6.0684649 49.3307804, 6.0689903 49.3306893, 6.0692084 49.3306549)",,
99408598,False,2,Rue Maréchal Foch,primary,False,133.833,D 57,"LINESTRING (6.0600382 49.329901, 6.0597905 49.3299707, 6.0593323 49.3301581, 6.0591956 49.3302183, 6.0585117 49.3305699)",,
99408598,False,2,Rue Maréchal Foch,primary,True,33.881,D 57,"LINESTRING (6.0600382 49.329901, 6.0602818 49.3298302, 6.0604469 49.3297557)",,
176407960,False,,Rue du 11 Novembre,residential,True,154.893,,"LINESTRING (6.0600382 49.329901, 6.0599601 49.3297939, 6.0598739 49.3294703, 6.0597763 49.3291504, 6.0596751 49.3289569, 6.0595367 49.3287543, 6.0595307 49.328718, 6.0595839 49.3286778, 6.0596957 49.3286036)",,
176407967,False,,,residential,True,40.405,,"LINESTRING (6.0597166 49.3281583, 6.0595388 49.3285027)",,
99406461,False,,Rue Poincaré,residential,False,60.861000000000004,,"LINESTRING (6.0597166 49.3281583, 6.0595539 49.3281114, 6.0589468 49.3279395)",,
99406461,False,,Rue Poincaré,residential,True,75.072,,"LINESTRING (6.0597166 49.3281583, 6.0603642 49.3283452, 6.060664 49.3284314)",,
25707705,False,2,Rue de Verdun,primary,True,15.974,D 57,"LINESTRING (6.0595388 49.3285027, 6.0596957 49.3286036)",,
176407967,False,,,residential,False,40.405,,"LINESTRING (6.0595388 49.3285027, 6.0597166 49.3281583)",,
25707705,False,2,Rue de Verdun,primary,False,145.917,D 57,"LINESTRING (6.0595388 49.3285027, 6.0593629 49.3283897, 6.0585016 49.3280653, 6.0578347 49.3278122)",,
25707705,False,2,Rue de Verdun,primary,False,15.974,D 57,"LINESTRING (6.0596957 49.3286036, 6.0595388 49.3285027)",,
25707705,False,2,Rue de Verdun,primary,True,44.845,D 57,"LINESTRING (6.0596957 49.3286036, 6.0598813 49.3287228, 6.0600781 49.3289179)",,
176407960,False,,Rue du 11 Novembre,residential,False,154.893,,"LINESTRING (6.0596957 49.3286036, 6.0595839 49.3286778, 6.0595307 49.328718, 6.0595367 49.3287543, 6.0596751 49.3289569, 6.0597763 49.3291504, 6.0598739 49.3294703, 6.0599601 49.3297939, 6.0600382 49.329901)",,
216215944,False,,,primary,False,82.896,D 952,"LINESTRING (6.0594871 49.3307517, 6.0592303 49.3308159, 6.0589649 49.3308168, 6.0587416 49.3307465, 6.0586 49.330633, 6.0585117 49.3305699)",,
216215944,False,,,primary,True,111.56,D 952,"LINESTRING (6.0594871 49.3307517, 6.0601295 49.3305912, 6.060562 49.3305798, 6.0609418 49.3306946)",,
"[176407968, 176407964, 176407965]",False,,,residential,False,480.45599999999996,,"LINESTRING (6.0593616 49.3322698, 6.0590508 49.3322505, 6.0577653 49.3326753, 6.0573595 49.3328163, 6.0571018 49.3328917, 6.0569189 49.3329033, 6.0567844 49.3328486, 6.0565731 49.332741, 6.0564051 49.3327386, 6.0561966 49.3327612, 6.0555492 49.332984, 6.0555116 49.3330535, 6.0557227 49.3333291, 6.0560122 49.333685, 6.0560748 49.3337394, 6.0562403 49.3337762, 6.0565222 49.3336549, 6.0567679 49.333579, 6.0568206 49.3335679, 6.0568548 49.333567, 6.0568964 49.3335709, 6.0569417 49.3335847, 6.0569961 49.3336151, 6.0570057 49.3336256, 6.0570285 49.3336529)",,yes
176395442,False,2,Rue de la Marne,tertiary_link,True,454.777,,"LINESTRING (6.0570285 49.3336529, 6.0571834 49.333605, 6.0574054 49.3335413, 6.0578821 49.3334189, 6.0582707 49.333319, 6.0583944 49.3332795, 6.058495 49.3332406, 6.0595337 49.3328228, 6.0605519 49.3324569, 6.0617888 49.3321213, 6.0620992 49.3320468, 6.0623875 49.332004, 6.0624707 49.33199, 6.0625284 49.3319745, 6.06258 49.331952, 6.0626081 49.3319227, 6.0626314 49.3318838)",,
"[176407968, 176407964, 176407965]",False,,,residential,True,480.45599999999996,,"LINESTRING (6.0570285 49.3336529, 6.0570057 49.3336256, 6.0569961 49.3336151, 6.0569417 49.3335847, 6.0568964 49.3335709, 6.0568548 49.333567, 6.0568206 49.3335679, 6.0567679 49.333579, 6.0565222 49.3336549, 6.0562403 49.3337762, 6.0560748 49.3337394, 6.0560122 49.333685, 6.0557227 49.3333291, 6.0555116 49.3330535, 6.0555492 49.332984, 6.0561966 49.3327612, 6.0564051 49.3327386, 6.0565731 49.332741, 6.0567844 49.3328486, 6.0569189 49.3329033, 6.0571018 49.3328917, 6.0573595 49.3328163, 6.0577653 49.3326753, 6.0590508 49.3322505, 6.0593616 49.3322698)",,yes
217712403,True,,Rue de Wendel,secondary,False,19.199,D 952,"LINESTRING (6.0693137 49.3271892, 6.0695262 49.3270861)",,
1180203388,True,1,,secondary,False,32.302,D 952,"LINESTRING (6.0687918 49.327525, 6.068371 49.3276208)",,
243899340,True,,,secondary,False,8.411,D 952,"LINESTRING (6.0687918 49.327525, 6.0687339 49.327501, 6.0687012 49.3274786)",,
99406461,False,,Rue Poincaré,residential,True,23.574,,"LINESTRING (6.0614058 49.3285412, 6.0617293 49.3285635)",,
99406461,False,,Rue Poincaré,residential,False,55.702,,"LINESTRING (6.0614058 49.3285412, 6.0609177 49.3285043, 6.060664 49.3284314)",,
237388085,False,,,residential,True,15.651,,"LINESTRING (6.0614058 49.3285412, 6.0614568 49.3285784, 6.0615318 49.328655)",,
166705195,False,,Rue Anthime Bosment,residential,True,102.03,,"LINESTRING (6.0665773 49.3267697, 6.0663852 49.3265997, 6.0672043 49.326223, 6.0672541 49.326181)",,
456797346,False,,Rue Anthime Bosment,residential,False,81.157,,"LINESTRING (6.0665773 49.3267697, 6.0666108 49.3267498, 6.0674838 49.3263415)",,
456797346,False,,Rue Anthime Bosment,residential,True,33.677,,"LINESTRING (6.0665773 49.3267697, 6.0665372 49.326788, 6.0665262 49.3268031, 6.0665338 49.3268334, 6.0667023 49.3270281)",,
166705197,False,,Rue de la Platinerie,residential,True,63.574,,"LINESTRING (6.0657154 49.3270363, 6.0653489 49.3271894, 6.0655686 49.3274393)",,
"[311243024, 371949659, 285102054]",False,,Rue des Brebis,residential,True,130.03500000000003,,"LINESTRING (6.063486 49.3270763, 6.0630242 49.3273125, 6.0629189 49.3273618, 6.0629133 49.3274286, 6.0625719 49.327766, 6.0624457 49.327935, 6.0624094 49.3279713)",,
166705199,False,,Rue de la Fontaine,residential,True,5.683,,"LINESTRING (6.0624094 49.3279713, 6.0623312 49.3279675)",,
"[311243024, 371949659, 285102054]",False,,Rue des Brebis,residential,False,130.03500000000003,,"LINESTRING (6.0624094 49.3279713, 6.0624457 49.327935, 6.0625719 49.327766, 6.0629133 49.3274286, 6.0629189 49.3273618, 6.0630242 49.3273125, 6.063486 49.3270763)",,
311242976,False,,Rue de la Fontaine,residential,False,33.752,,"LINESTRING (6.0624094 49.3279713, 6.0624616 49.3279758, 6.0628741 49.3279901)",,
166704456,True,,Rue de la Fensch,residential,False,60.048,,"LINESTRING (6.0643447 49.3300409, 6.0641906 49.3298236, 6.0640735 49.3296164, 6.0640311 49.3295415)",,
216215952,True,,Rue Jean Moulin,residential,False,93.196,,"LINESTRING (6.0643447 49.3300409, 6.0641212 49.330111, 6.0632957 49.3303836, 6.0632091 49.3304305)",,
181754031,False,,Rue Général de Gaulle,unclassified,True,9.633,,"LINESTRING (6.0632091 49.3304305, 6.0632992 49.3304942)",,
216215951,False,,Rue Général de Gaulle,residential,False,90.59200000000001,,"LINESTRING (6.0632091 49.3304305, 6.0630317 49.3303104, 6.062825 49.3300711, 6.0626391 49.3297179)",,
294433898,False,,Place du Capitaine Nicolas Schneider,residential,False,153.559,,"LINESTRING (6.0663749 49.3304676, 6.0661441 49.3305391, 6.0657281 49.3306679, 6.065454 49.330742, 6.0652633 49.3307936, 6.0650483 49.3308518, 6.064924 49.3308854, 6.0648943 49.3308402, 6.064805 49.330704, 6.0647645 49.3306423, 6.0647147 49.3305664)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,False,73.74799999999999,,"LINESTRING (6.0647147 49.3305664, 6.063864 49.3308076, 6.0637815 49.330831)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,True,162.99400000000003,,"LINESTRING (6.0647147 49.3305664, 6.0657782 49.3302647, 6.0661148 49.3301791, 6.0662407 49.3301515, 6.0668049 49.3300279)",,
294433898,False,,Place du Capitaine Nicolas Schneider,residential,True,153.559,,"LINESTRING (6.0647147 49.3305664, 6.0647645 49.3306423, 6.064805 49.330704, 6.0648943 49.3308402, 6.064924 49.3308854, 6.0650483 49.3308518, 6.0652633 49.3307936, 6.065454 49.330742, 6.0657281 49.3306679, 6.0661441 49.3305391, 6.0663749 49.3304676)",,
243899341,False,,,unclassified,True,222.88599999999997,,"LINESTRING (6.0661007 49.3296269, 6.0663019 49.3296138, 6.0665983 49.329536, 6.0668162 49.329503, 6.0670704 49.3294468, 6.0673721 49.3292458, 6.0675449 49.3290468, 6.0675796 49.3289993, 6.0670975 49.3288337, 6.0665733 49.3286558, 6.0665176 49.3286369)",,
