osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref
"[134991675, 134991676, 38741654]",2,Hauptstraße,tertiary,30,False,False,125.83800000000001,yes,"LINESTRING (8.9197073 49.3004519, 8.9197521 49.3002865, 8.9198061 49.3000048, 8.9198515 49.2997743, 8.9198534 49.2997672, 8.9199563 49.2993321)",
"[775726896, 52082810, 564055398, 775726895]","['2', '3']",Neidensteiner Straße,secondary,50,False,False,447.24300000000005,,"LINESTRING (8.9197073 49.3004519, 8.9194102 49.3005442, 8.919234 49.3005965, 8.919022 49.3006548, 8.9187209 49.30071, 8.9186391 49.3007244, 8.9183277 49.3007605, 8.9181746 49.3007802, 8.917489 49.3008755, 8.9174482 49.3008812, 8.9167202 49.3010288, 8.9160071 49.3012256, 8.9158765 49.3012617, 8.9158383 49.3012741, 8.9151432 49.3014989, 8.9145701 49.3016678, 8.9141995 49.3017626, 8.9141072 49.3017851, 8.9139401 49.301829)",L 549
186311041,2,Epfenbacher Straße,tertiary,50,False,True,47.602999999999994,,"LINESTRING (8.9197073 49.3004519, 8.9197275 49.3005097, 8.9198381 49.3006647, 8.9198792 49.3007175, 8.9199087 49.3007543, 8.9199805 49.3008394)",K 4179
"[200530288, 564055397]","['2', '3']",Helmstadter Straße,secondary,50,False,True,282.966,,"LINESTRING (8.9197073 49.3004519, 8.9199868 49.3003904, 8.9206633 49.3002983, 8.9209189 49.3002502, 8.9212356 49.3001834, 8.9216674 49.3000701, 8.9221431 49.2999509, 8.9225316 49.299863, 8.9229416 49.2997996, 8.9231841 49.2997744, 8.9234467 49.299755)",L 549
11551933,,Helmstadter Straße,secondary,50,False,True,35.031,,"LINESTRING (8.9262435 49.2999811, 8.9263584 49.2999535, 8.9264672 49.2999149, 8.9265124 49.299886, 8.9266363 49.2998068)",L 549
200530288,2,Helmstadter Straße,secondary,50,False,False,205.379,,"LINESTRING (8.9262435 49.2999811, 8.9260681 49.2999871, 8.9258883 49.2999656, 8.9258696 49.2999624, 8.9254289 49.2998872, 8.9249816 49.2998234, 8.9243661 49.2997698, 8.9237881 49.2997503, 8.9234467 49.299755)",L 549
11551933,,Helmstadter Straße,secondary,50,False,False,35.031,,"LINESTRING (8.9266363 49.2998068, 8.9265124 49.299886, 8.9264672 49.2999149, 8.9263584 49.2999535, 8.9262435 49.2999811)",L 549
210260877,2,Helmstadter Straße,primary,70,False,True,47.078,,"LINESTRING (8.9266363 49.2998068, 8.9267641 49.2998735, 8.9271434 49.3000712)",B 292
1005326739,2,Lange Straße,residential,30,False,True,45.064,,"LINESTRING (8.9151586 49.2983259, 8.9145464 49.2983956)",
38743268,2,Friedrich-Ebert-Straße,residential,30,False,False,157.21699999999998,,"LINESTRING (8.9151586 49.2983259, 8.9150846 49.2973657, 8.9150992 49.2970941, 8.9151089 49.2969135)",
