osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,junction,lanes,access
1040662588,Mögglinger Straße,secondary,50,False,False,29.372,L 1161,"LINESTRING (9.934291 48.7929371, 9.9342182 48.7928575, 9.9341658 48.7927998, 9.9341303 48.7927335, 9.9341164 48.7927011)",,,,
23139377,Hermannstraße,residential,30,False,False,74.24,,"LINESTRING (9.9337244 48.7935772, 9.9327111 48.79359)",,,,
640579016,Böbinger Straße,residential,50,False,True,9.338,,"LINESTRING (9.9337244 48.7935772, 9.9337735 48.7934997)",,,,
640579016,Böbinger Straße,residential,50,False,False,177.85700000000003,,"LINESTRING (9.9337244 48.7935772, 9.9336831 48.7936714, 9.9336538 48.7937768, 9.9336411 48.793863, 9.9336398 48.7940183, 9.9336707 48.79435, 9.933712 48.7946828, 9.9337539 48.7949676, 9.9338 48.7951653)",,,,
23500882,Friedrichstraße,residential,30,False,False,30.563,,"LINESTRING (9.9338 48.7951653, 9.9341935 48.7950739)",,,,
"[640579016, 22724362, 640579015]",Böbinger Straße,residential,50,False,False,67.062,,"LINESTRING (9.9338 48.7951653, 9.9338361 48.7953059, 9.9339044 48.7954948, 9.9339312 48.795589, 9.9339743 48.7956863, 9.9340096 48.7957514)",yes,,,
640579016,Böbinger Straße,residential,50,False,True,177.85699999999997,,"LINESTRING (9.9338 48.7951653, 9.9337539 48.7949676, 9.933712 48.7946828, 9.9336707 48.79435, 9.9336398 48.7940183, 9.9336411 48.793863, 9.9336538 48.7937768, 9.9336831 48.7936714, 9.9337244 48.7935772)",,,,
"[640579016, 22724362, 640579015]",Böbinger Straße,residential,50,False,True,67.062,,"LINESTRING (9.9340096 48.7957514, 9.9339743 48.7956863, 9.9339312 48.795589, 9.9339044 48.7954948, 9.9338361 48.7953059, 9.9338 48.7951653)",yes,,,
8058267,Postplatz,secondary,50,True,False,19.808,L 1161,"LINESTRING (9.9341164 48.7927011, 9.9340527 48.7926916, 9.9339974 48.7926632, 9.9339668 48.7926216, 9.9339661 48.7925789)",,roundabout,,
1040662588,Mögglinger Straße,secondary,50,False,True,29.372,L 1161,"LINESTRING (9.9341164 48.7927011, 9.9341303 48.7927335, 9.9341658 48.7927998, 9.9342182 48.7928575, 9.934291 48.7929371)",,,,
8058267,Postplatz,secondary,50,True,False,20.668,L 1161,"LINESTRING (9.9339661 48.7925789, 9.9339954 48.7925366, 9.9340502 48.7925073, 9.934119 48.7924971, 9.9341875 48.792508)",,roundabout,,
"[1108333667, 329958005]",Gmünder Straße,secondary,50,False,True,70.902,L 1161,"LINESTRING (9.9339661 48.7925789, 9.9338908 48.7925776, 9.9338126 48.7925765, 9.9337328 48.7925791, 9.9334766 48.7925978, 9.9330054 48.7926453)",,,,
8058267,Postplatz,secondary,50,True,False,10.107,L 1161,"LINESTRING (9.9341875 48.792508, 9.9342406 48.792537, 9.9342694 48.7925783)",,roundabout,,
10415254,Hauptstraße,secondary,30,False,False,78.06,L 1162,"LINESTRING (9.9341875 48.792508, 9.9342124 48.7924609, 9.9342617 48.7923153, 9.9343692 48.7918579, 9.9343813 48.7918186)",,,,
8058267,Postplatz,secondary,50,True,False,20.082,L 1161,"LINESTRING (9.9342694 48.7925783, 9.9342682 48.7926234, 9.9342375 48.7926638, 9.9341834 48.7926915, 9.9341164 48.7927011)",,roundabout,,
23066855,Poststraße,tertiary,,False,False,49.18899999999999,K 3281,"LINESTRING (9.9342694 48.7925783, 9.9343751 48.7925744, 9.9344547 48.792572, 9.9346367 48.7925634, 9.9347805 48.7925548, 9.9349387 48.7925437)",,,,
329958005,Gmünder Straße,secondary,50,False,True,20.83,L 1161,"LINESTRING (9.9330054 48.7926453, 9.932732 48.7926968)",,,,
23066856,Klotzbachstraße,residential,30,False,False,113.938,,"LINESTRING (9.9330054 48.7926453, 9.9329027 48.7924606, 9.9328193 48.7922855, 9.9327347 48.7920285, 9.9326649 48.7916498)",,,,
"[1108333667, 329958005]",Gmünder Straße,secondary,50,False,False,70.902,L 1161,"LINESTRING (9.9330054 48.7926453, 9.9334766 48.7925978, 9.9337328 48.7925791, 9.9338126 48.7925765, 9.9338908 48.7925776, 9.9339661 48.7925789)",,,,
33003517,Klotzbachstraße,residential,30,False,False,70.949,,"LINESTRING (9.9326649 48.7916498, 9.9326092 48.7910128)",,,,
23066856,Klotzbachstraße,residential,30,False,True,113.938,,"LINESTRING (9.9326649 48.7916498, 9.9327347 48.7920285, 9.9328193 48.7922855, 9.9329027 48.7924606, 9.9330054 48.7926453)",,,,
33003517,Klotzbachstraße,residential,30,False,True,70.949,,"LINESTRING (9.9326092 48.7910128, 9.9326649 48.7916498)",,,,
33003517,Klotzbachstraße,residential,30,False,False,120.328,,"LINESTRING (9.9326092 48.7910128, 9.9326059 48.7907858, 9.932642 48.7905956, 9.9327503 48.7904162, 9.9329836 48.7901919, 9.9330624 48.7900893, 9.933102 48.79001)",,,,
45506385,Adlerstraße,residential,30,False,False,158.72199999999998,,"LINESTRING (9.9326092 48.7910128, 9.9334672 48.7909836, 9.9336763 48.7909598, 9.9344113 48.7908524, 9.9346235 48.7908257, 9.9347471 48.7908432)",,,,
"[345706795, 45506387, 365889007]",Adlerstraße,residential,30,False,True,71.749,,"LINESTRING (9.9326092 48.7910128, 9.9324881 48.7910157, 9.9323546 48.7910146, 9.9321258 48.7910302, 9.9319647 48.7910646, 9.9316885 48.7911779)",yes,,,
23139468,Grabenstraße,residential,,False,True,40.165,,"LINESTRING (9.933102 48.79001, 9.9332608 48.790109, 9.933486 48.7902676)",,,,
33003517,Klotzbachstraße,residential,30,False,False,64.427,,"LINESTRING (9.933102 48.79001, 9.9331138 48.7899194, 9.9330697 48.7897533, 9.9330256 48.789615, 9.933009 48.7894368)",,,,
33003517,Klotzbachstraße,residential,30,False,True,120.32800000000002,,"LINESTRING (9.933102 48.79001, 9.9330624 48.7900893, 9.9329836 48.7901919, 9.9327503 48.7904162, 9.932642 48.7905956, 9.9326059 48.7907858, 9.9326092 48.7910128)",,,,
"[23139481, 329958003, 329958004]",Hohgartenstraße,residential,,False,False,229.97800000000004,,"LINESTRING (9.933009 48.7894368, 9.9329696 48.7894378, 9.9328414 48.7894423, 9.9327752 48.7894926, 9.9324319 48.7897641, 9.9323752 48.789837, 9.9319918 48.790295, 9.9318272 48.7904991, 9.9317652 48.7906365, 9.9316651 48.7908252, 9.931633 48.7910116, 9.9316604 48.7911242, 9.9316885 48.7911779)",yes,,,
33003517,Klotzbachstraße,residential,30,False,True,64.427,,"LINESTRING (9.933009 48.7894368, 9.9330256 48.789615, 9.9330697 48.7897533, 9.9331138 48.7899194, 9.933102 48.79001)",,,,
45395870,Klotzbachstraße,living_street,,False,False,84.555,,"LINESTRING (9.933009 48.7894368, 9.9330109 48.7892456, 9.9329689 48.7890672, 9.9328808 48.7889011, 9.9328764 48.7887866, 9.9329195 48.7887499, 9.9329784 48.7887156)",,,,
23067534,Götzenbachstraße,living_street,,False,True,106.41399999999999,,"LINESTRING (9.9329784 48.7887156, 9.9331426 48.7887668, 9.933264 48.788878, 9.9335312 48.7889884, 9.9336186 48.789004, 9.9338332 48.7889381, 9.9341942 48.7888511, 9.9342284 48.7888439)",,,,
23067538,Paradiesstraße,living_street,,False,False,65.185,,"LINESTRING (9.9329784 48.7887156, 9.93343 48.788495, 9.9336525 48.7883366)",,,,
45395870,Klotzbachstraße,living_street,,False,True,84.55499999999999,,"LINESTRING (9.9329784 48.7887156, 9.9329195 48.7887499, 9.9328764 48.7887866, 9.9328808 48.7889011, 9.9329689 48.7890672, 9.9330109 48.7892456, 9.933009 48.7894368)",,,,
"[26220964, 45395871]",Scheuelbergstraße,"['living_street', 'residential']",30,False,True,43.174,,"LINESTRING (9.9329784 48.7887156, 9.9327262 48.7885858, 9.9325369 48.7884596)",,,,
10415254,Hauptstraße,secondary,30,False,False,79.761,L 1162,"LINESTRING (9.9344678 48.7915365, 9.9347113 48.7909291, 9.9347471 48.7908432)",,,,
10415254,Hauptstraße,secondary,30,False,True,32.001999999999995,L 1162,"LINESTRING (9.9344678 48.7915365, 9.9344415 48.7916223, 9.9343917 48.7917847, 9.9343813 48.7918186)",,,,
23066861,Karlstraße,living_street,30,False,False,65.50399999999999,,"LINESTRING (9.9344678 48.7915365, 9.9348687 48.7915237, 9.9350361 48.7915106, 9.9353461 48.791448)",,,,
10415254,Hauptstraße,secondary,30,False,False,34.13,L 1162,"LINESTRING (9.9349961 48.7899487, 9.934982 48.7896419)",,,,
10415254,Hauptstraße,secondary,30,False,True,15.649,L 1162,"LINESTRING (9.9349961 48.7899487, 9.9349914 48.7900894)",,,,
23139596,Torstraße,residential,30,False,True,15.443000000000001,,"LINESTRING (9.9349961 48.7899487, 9.9351021 48.7899503, 9.9351964 48.7899804)",,,,
10415254,Hauptstraße,secondary,30,False,False,32.001999999999995,L 1162,"LINESTRING (9.9343813 48.7918186, 9.9343917 48.7917847, 9.9344415 48.7916223, 9.9344678 48.7915365)",,,,
10415254,Hauptstraße,secondary,30,False,True,78.06000000000002,L 1162,"LINESTRING (9.9343813 48.7918186, 9.9343692 48.7918579, 9.9342617 48.7923153, 9.9342124 48.7924609, 9.9341875 48.792508)",,,,
"[23066858, 566210755]",Karlstraße,residential,30,True,False,127.75200000000001,,"LINESTRING (9.9343813 48.7918186, 9.9339014 48.7917209, 9.9334803 48.7916888, 9.9331553 48.7916788, 9.9326649 48.7916498)",,,,
10415254,Hauptstraße,secondary,30,False,False,85.784,L 1162,"LINESTRING (9.9347471 48.7908432, 9.9349105 48.7904164, 9.9349518 48.7902496, 9.9349914 48.7900894)",,,,
10415254,Hauptstraße,secondary,30,False,True,79.761,L 1162,"LINESTRING (9.9347471 48.7908432, 9.9347113 48.7909291, 9.9344678 48.7915365)",,,,
45506385,Adlerstraße,residential,30,False,True,158.722,,"LINESTRING (9.9347471 48.7908432, 9.9346235 48.7908257, 9.9344113 48.7908524, 9.9336763 48.7909598, 9.9334672 48.7909836, 9.9326092 48.7910128)",,,,
23066861,Karlstraße,living_street,30,False,True,65.50399999999999,,"LINESTRING (9.9353461 48.791448, 9.9350361 48.7915106, 9.9348687 48.7915237, 9.9344678 48.7915365)",,,,
10415254,Hauptstraße,secondary,30,False,True,34.13,L 1162,"LINESTRING (9.934982 48.7896419, 9.9349961 48.7899487)",,,,
"[10415254, 564841215]",Hauptstraße,secondary,30,False,False,98.797,L 1162,"LINESTRING (9.934982 48.7896419, 9.9349447 48.7894095, 9.9348699 48.7891728, 9.9347422 48.7889269, 9.9346408 48.7887891)",,,,
23067528,Kirchplatz,living_street,,False,False,182.136,,"LINESTRING (9.934982 48.7896419, 9.9344448 48.7896537, 9.9342672 48.7896815, 9.9341112 48.7897013, 9.9339641 48.7896937, 9.9338652 48.789644, 9.9338044 48.7895882, 9.9336679 48.7894102, 9.9336915 48.789335, 9.9337275 48.7892796, 9.933758 48.7892623, 9.9339957 48.7891757, 9.9341627 48.7891294, 9.9343197 48.7890864, 9.9343332 48.7890497)",,,,
23067528,Kirchplatz,living_street,,False,True,182.136,,"LINESTRING (9.9343332 48.7890497, 9.9343197 48.7890864, 9.9341627 48.7891294, 9.9339957 48.7891757, 9.933758 48.7892623, 9.9337275 48.7892796, 9.9336915 48.789335, 9.9336679 48.7894102, 9.9338044 48.7895882, 9.9338652 48.789644, 9.9339641 48.7896937, 9.9341112 48.7897013, 9.9342672 48.7896815, 9.9344448 48.7896537, 9.934982 48.7896419)",,,,
23067534,Götzenbachstraße,living_street,,False,False,30.821,,"LINESTRING (9.9346408 48.7887891, 9.9342284 48.7888439)",,,,
73590676,Hauptstraße,secondary,30,False,False,21.809,L 1162,"LINESTRING (9.9346408 48.7887891, 9.9346378 48.7887557, 9.9346519 48.7887198, 9.9347186 48.7886363, 9.9347462 48.7886109)",,,,
"[10415254, 564841215]",Hauptstraße,secondary,30,False,True,98.79700000000001,L 1162,"LINESTRING (9.9346408 48.7887891, 9.9347422 48.7889269, 9.9348699 48.7891728, 9.9349447 48.7894095, 9.934982 48.7896419)",,,,
23067539,Postgäßle,living_street,,False,False,33.549,,"LINESTRING (9.9336525 48.7883366, 9.9339027 48.7885893)",,,,
23067538,Paradiesstraße,living_street,,False,False,49.684,,"LINESTRING (9.9336525 48.7883366, 9.9338454 48.7881599, 9.9340327 48.7879668)",,,,
23067538,Paradiesstraße,living_street,,False,True,65.185,,"LINESTRING (9.9336525 48.7883366, 9.93343 48.788495, 9.9329784 48.7887156)",,,,
23067538,Paradiesstraße,living_street,,False,True,49.684,,"LINESTRING (9.9340327 48.7879668, 9.9338454 48.7881599, 9.9336525 48.7883366)",,,,
23067542,Bühlstraße,living_street,,False,False,45.387,,"LINESTRING (9.9340327 48.7879668, 9.9340651 48.7878483, 9.9340406 48.7877229, 9.9340774 48.7875634)",,,,
23145744,Bühlstraße,living_street,,False,True,50.89,,"LINESTRING (9.9340327 48.7879668, 9.9341821 48.7879362, 9.9343637 48.7879445, 9.9345603 48.7879116, 9.9347052 48.7878786)",,,,
23067542,Bühlstraße,living_street,,False,True,45.387,,"LINESTRING (9.9340774 48.7875634, 9.9340406 48.7877229, 9.9340651 48.7878483, 9.9340327 48.7879668)",,,,
23067544,Bühlstraße,living_street,,False,True,60.13199999999999,,"LINESTRING (9.9340774 48.7875634, 9.9343769 48.7877983, 9.9344851 48.7878441, 9.9345526 48.787851, 9.9347052 48.7878786)",,,,
23139482,Bühlstraße,residential,30,False,False,45.271,,"LINESTRING (9.9340774 48.7875634, 9.934026 48.7874563, 9.9338978 48.7873744, 9.9338535 48.7873106, 9.9338106 48.7872074)",,,,
23067539,Postgäßle,living_street,,False,False,37.024,,"LINESTRING (9.9339027 48.7885893, 9.9342284 48.7888439)",,,,
23067539,Postgäßle,living_street,,False,True,33.549,,"LINESTRING (9.9339027 48.7885893, 9.9336525 48.7883366)",,,,
23067540,Postgäßle,residential,,False,False,78.434,,"LINESTRING (9.9339027 48.7885893, 9.9343363 48.7883833, 9.9347462 48.7886109)",,,,
23067534,Götzenbachstraße,living_street,,False,True,30.821,,"LINESTRING (9.9342284 48.7888439, 9.9346408 48.7887891)",,,,
23067539,Postgäßle,living_street,,False,True,37.024,,"LINESTRING (9.9342284 48.7888439, 9.9339027 48.7885893)",,,,
23067534,Götzenbachstraße,living_street,,False,False,106.41399999999999,,"LINESTRING (9.9342284 48.7888439, 9.9341942 48.7888511, 9.9338332 48.7889381, 9.9336186 48.789004, 9.9335312 48.7889884, 9.933264 48.788878, 9.9331426 48.7887668, 9.9329784 48.7887156)",,,,
23067540,Postgäßle,residential,,False,True,78.434,,"LINESTRING (9.9347462 48.7886109, 9.9343363 48.7883833, 9.9339027 48.7885893)",,,,
73590676,Hauptstraße,secondary,30,False,False,30.205,L 1162,"LINESTRING (9.9347462 48.7886109, 9.9349037 48.7884652, 9.9349855 48.7883897)",,,,
73590676,Hauptstraße,secondary,30,False,True,21.809,L 1162,"LINESTRING (9.9347462 48.7886109, 9.9347186 48.7886363, 9.9346519 48.7887198, 9.9346378 48.7887557, 9.9346408 48.7887891)",,,,
"[23139600, 148791062]",Schloßstraße,"['residential', 'living_street']",,False,False,150.617,,"LINESTRING (9.9349855 48.7883897, 9.9351783 48.7885153, 9.9355821 48.7888381, 9.9357377 48.7889634, 9.9358302 48.7890306, 9.9358694 48.7890775, 9.9358467 48.7891309, 9.9357797 48.7892485, 9.9356952 48.7895131)",,,,
43571424,Hauptstraße,secondary,30,False,False,50.956,L 1162,"LINESTRING (9.9349855 48.7883897, 9.9350403 48.7883391, 9.9351554 48.7882414, 9.9353496 48.788074, 9.9354188 48.7880324)",,,,
73590676,Hauptstraße,secondary,30,False,True,30.205,L 1162,"LINESTRING (9.9349855 48.7883897, 9.9349037 48.7884652, 9.9347462 48.7886109)",,,,
43571424,Hauptstraße,secondary,30,False,True,18.793,L 1162,"LINESTRING (9.9356129 48.7879219, 9.9354188 48.7880324)",,,,
"[23139593, 218801494]",In den Schloßgärten,residential,,False,False,162.34500000000003,,"LINESTRING (9.9356129 48.7879219, 9.935982 48.7882778, 9.9360567 48.7883435, 9.9360945 48.7883767, 9.9362303 48.7884961, 9.9362647 48.7885263, 9.9365303 48.7887206, 9.9366451 48.7887735, 9.9369938 48.7888547, 9.9370313 48.7889731)",,,,
43571424,Hauptstraße,secondary,30,False,False,28.229999999999997,L 1162,"LINESTRING (9.9356129 48.7879219, 9.9358055 48.7878248, 9.9359189 48.7877676)",,,,
43571424,Hauptstraße,secondary,30,False,False,18.793,L 1162,"LINESTRING (9.9354188 48.7880324, 9.9356129 48.7879219)",,,,
23067541,Bühlstraße,living_street,,False,False,58.196,,"LINESTRING (9.9354188 48.7880324, 9.9351226 48.7878823, 9.9350183 48.7878665, 9.9348011 48.7878735, 9.9347052 48.7878786)",,,,
43571424,Hauptstraße,secondary,30,False,True,50.955999999999996,L 1162,"LINESTRING (9.9354188 48.7880324, 9.9353496 48.788074, 9.9351554 48.7882414, 9.9350403 48.7883391, 9.9349855 48.7883897)",,,,
23067541,Bühlstraße,living_street,,False,True,58.196,,"LINESTRING (9.9347052 48.7878786, 9.9348011 48.7878735, 9.9350183 48.7878665, 9.9351226 48.7878823, 9.9354188 48.7880324)",,,,
23067544,Bühlstraße,living_street,,False,False,60.132000000000005,,"LINESTRING (9.9347052 48.7878786, 9.9345526 48.787851, 9.9344851 48.7878441, 9.9343769 48.7877983, 9.9340774 48.7875634)",,,,
23145744,Bühlstraße,living_street,,False,False,50.89,,"LINESTRING (9.9347052 48.7878786, 9.9345603 48.7879116, 9.9343637 48.7879445, 9.9341821 48.7879362, 9.9340327 48.7879668)",,,,
26220964,Scheuelbergstraße,residential,30,False,False,52.061,,"LINESTRING (9.9322665 48.788029, 9.9323952 48.7882923, 9.9325369 48.7884596)",,,,
26220964,Scheuelbergstraße,residential,30,False,True,39.943,,"LINESTRING (9.9322665 48.788029, 9.9320942 48.7878826, 9.9320269 48.7878444, 9.9319842 48.7878261, 9.9318801 48.7877814)",,,,
46838736,Scheuelbergstraße,residential,30,False,True,53.609,,"LINESTRING (9.9322665 48.788029, 9.9316375 48.788227, 9.9316086 48.7882396)",,,,
26220964,Scheuelbergstraße,residential,30,False,False,39.943,,"LINESTRING (9.9318801 48.7877814, 9.9319842 48.7878261, 9.9320269 48.7878444, 9.9320942 48.7878826, 9.9322665 48.788029)",,,,
23139377,Hermannstraße,residential,30,False,True,74.24,,"LINESTRING (9.9327111 48.79359, 9.9337244 48.7935772)",,,,
23139378,Klotzbachstraße,residential,30,False,False,99.331,,"LINESTRING (9.9327111 48.79359, 9.932732 48.7926968)",,,,
23139378,Klotzbachstraße,residential,30,False,True,40.384,,"LINESTRING (9.9327111 48.79359, 9.9327229 48.7939531)",,,,
23139378,Klotzbachstraße,residential,30,False,True,99.331,,"LINESTRING (9.932732 48.7926968, 9.9327111 48.79359)",,,,
329958005,Gmünder Straße,secondary,50,False,False,20.83,L 1161,"LINESTRING (9.932732 48.7926968, 9.9330054 48.7926453)",,,,
"[1108333668, 329958005, 1234707095]",Gmünder Straße,secondary,50,False,True,97.07000000000001,L 1161,"LINESTRING (9.932732 48.7926968, 9.9323436 48.7928068, 9.932077 48.7928984, 9.9317966 48.7930192, 9.9315754 48.7931173)",yes,,,
1108333668,Gmünder Straße,secondary,50,False,False,8.208,L 1161,"LINESTRING (9.931486 48.7931618, 9.9315754 48.7931173)",,,,
1108333668,Gmünder Straße,secondary,50,False,True,124.13900000000001,L 1161,"LINESTRING (9.931486 48.7931618, 9.9307097 48.7935314, 9.9301153 48.7938183)",,,,
23139383,Bahnhofstraße,residential,30,False,False,66.143,,"LINESTRING (9.9371202 48.7942825, 9.9376711 48.7947538)",,,,
23139383,Bahnhofstraße,residential,30,False,True,26.352,,"LINESTRING (9.9371202 48.7942825, 9.9368878 48.7941016)",,,,
116298400,Wilhelmstraße,residential,,False,True,139.64499999999998,,"LINESTRING (9.9371202 48.7942825, 9.9371825 48.794244, 9.9375381 48.7940033, 9.9375439 48.7939203, 9.9373062 48.7936602, 9.9368577 48.7932857)",,,,
23139468,Grabenstraße,residential,,False,False,40.165,,"LINESTRING (9.933486 48.7902676, 9.9332608 48.790109, 9.933102 48.79001)",,,,
23139467,Grabenstraße,residential,30,False,True,18.39,,"LINESTRING (9.9347501 48.790135, 9.9349914 48.7900894)",,,,
23139469,Grabenstraße,residential,30,True,False,99.72900000000003,,"LINESTRING (9.9347501 48.790135, 9.9346256 48.7901656, 9.9345399 48.7901866, 9.9343559 48.7902489, 9.9342258 48.7902885, 9.9340849 48.7903098, 9.9339603 48.7903284, 9.9337743 48.7903484, 9.9336559 48.7903417, 9.9336184 48.7903351, 9.933549 48.7903074, 9.933486 48.7902676)",,,,
10415254,Hauptstraße,secondary,30,False,False,15.649,L 1162,"LINESTRING (9.9349914 48.7900894, 9.9349961 48.7899487)",,,,
23139467,Grabenstraße,residential,30,False,False,18.39,,"LINESTRING (9.9349914 48.7900894, 9.9347501 48.790135)",,,,
10415254,Hauptstraße,secondary,30,False,True,85.784,L 1162,"LINESTRING (9.9349914 48.7900894, 9.9349518 48.7902496, 9.9349105 48.7904164, 9.9347471 48.7908432)",,,,
"[23139481, 329958003, 329958004]",Hohgartenstraße,residential,,False,True,229.978,,"LINESTRING (9.9316885 48.7911779, 9.9316604 48.7911242, 9.931633 48.7910116, 9.9316651 48.7908252, 9.9317652 48.7906365, 9.9318272 48.7904991, 9.9319918 48.790295, 9.9323752 48.789837, 9.9324319 48.7897641, 9.9327752 48.7894926, 9.9328414 48.7894423, 9.9329696 48.7894378, 9.933009 48.7894368)",yes,,,
"[45506387, 345706795, 365889007]",Adlerstraße,residential,30,False,False,71.749,,"LINESTRING (9.9316885 48.7911779, 9.9319647 48.7910646, 9.9321258 48.7910302, 9.9323546 48.7910146, 9.9324881 48.7910157, 9.9326092 48.7910128)",yes,,,
345706795,Adlerstraße,residential,30,False,True,56.507999999999996,,"LINESTRING (9.9316885 48.7911779, 9.9315386 48.7913989, 9.9313305 48.791627)",,,,
345706795,Adlerstraße,residential,30,False,True,44.95,,"LINESTRING (9.9313305 48.791627, 9.930891 48.7919091)",,,,
23066859,Ziegelwiesenstraße,residential,30,False,True,167.83,,"LINESTRING (9.9313305 48.791627, 9.9314112 48.7917364, 9.9314264 48.7918227, 9.93152 48.7929737, 9.9315754 48.7931173)",,,,
345706795,Adlerstraße,residential,30,False,False,56.507999999999996,,"LINESTRING (9.9313305 48.791627, 9.9315386 48.7913989, 9.9316885 48.7911779)",,,,
1108333668,Gmünder Straße,secondary,50,False,True,8.208,L 1161,"LINESTRING (9.9315754 48.7931173, 9.931486 48.7931618)",,,,
23066859,Ziegelwiesenstraße,residential,30,False,False,167.83,,"LINESTRING (9.9315754 48.7931173, 9.93152 48.7929737, 9.9314264 48.7918227, 9.9314112 48.7917364, 9.9313305 48.791627)",,,,
"[1108333668, 329958005, 1234707095]",Gmünder Straße,secondary,50,False,False,97.07,L 1161,"LINESTRING (9.9315754 48.7931173, 9.9317966 48.7930192, 9.932077 48.7928984, 9.9323436 48.7928068, 9.932732 48.7926968)",yes,,,
23139482,Bühlstraße,residential,30,False,True,45.271,,"LINESTRING (9.9338106 48.7872074, 9.9338535 48.7873106, 9.9338978 48.7873744, 9.934026 48.7874563, 9.9340774 48.7875634)",,,,
23139483,Hirschstraße,residential,30,False,True,76.021,,"LINESTRING (9.9338106 48.7872074, 9.9341504 48.7871974, 9.9342052 48.7871854, 9.9347123 48.7869284)",,,,
23139483,Hirschstraße,residential,30,False,False,76.021,,"LINESTRING (9.9347123 48.7869284, 9.9342052 48.7871854, 9.9341504 48.7871974, 9.9338106 48.7872074)",,,,
24329065,Beurener Straße,residential,30,False,True,133.58499999999998,,"LINESTRING (9.9347123 48.7869284, 9.9352241 48.7872144, 9.9355934 48.7873421, 9.9356114 48.7873503, 9.935651 48.7873913, 9.9358034 48.7875254, 9.9359189 48.7877676)",,,,
23139596,Torstraße,residential,30,False,False,65.955,,"LINESTRING (9.9356952 48.7895131, 9.9354969 48.7897999, 9.9354583 48.7898557, 9.9353624 48.789926, 9.9351964 48.7899804)",,,,
28862074,Schloßstraße,residential,30,False,False,155.921,,"LINESTRING (9.9356952 48.7895131, 9.9370074 48.7897125, 9.9377091 48.7899395)",,,,
"[23139600, 148791062]",Schloßstraße,"['living_street', 'residential']",,False,True,150.617,,"LINESTRING (9.9356952 48.7895131, 9.9357797 48.7892485, 9.9358467 48.7891309, 9.9358694 48.7890775, 9.9358302 48.7890306, 9.9357377 48.7889634, 9.9355821 48.7888381, 9.9351783 48.7885153, 9.9349855 48.7883897)",,,,
23139596,Torstraße,residential,30,False,False,15.443000000000001,,"LINESTRING (9.9351964 48.7899804, 9.9351021 48.7899503, 9.9349961 48.7899487)",,,,
23139596,Torstraße,residential,30,False,True,65.955,,"LINESTRING (9.9351964 48.7899804, 9.9353624 48.789926, 9.9354583 48.7898557, 9.9354969 48.7897999, 9.9356952 48.7895131)",,,,
23887308,Helmut-Hörmann-Straße,residential,30,False,True,43.363,,"LINESTRING (9.9351964 48.7899804, 9.935256 48.7900844, 9.9353235 48.7901625, 9.9354819 48.79032)",,,,
23139383,Bahnhofstraße,residential,30,False,False,79.564,,"LINESTRING (9.9376711 48.7947538, 9.9381939 48.795381)",,,,
23139383,Bahnhofstraße,residential,30,False,True,66.143,,"LINESTRING (9.9376711 48.7947538, 9.9371202 48.7942825)",,,,
23500877,Goethestraße,residential,30,False,True,116.854,,"LINESTRING (9.9376711 48.7947538, 9.9362911 48.795281)",,,,
