osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry
1130872872,False,2,B 168;B 320,Cottbuser Straße,primary,30,True,54.054,,"LINESTRING (14.2995797 51.9833431, 14.299547 51.9838288)"
"[241698593, 241698594, 316708231, 975711047, 1130872873]",False,2,K 6102,Münchhofer Straße,tertiary,,True,216.64100000000002,yes,"LINESTRING (14.2995797 51.9833431, 14.299989 51.9833711, 14.3001456 51.983364, 14.3005103 51.9833029, 14.3005463 51.9832981, 14.3006197 51.9832864, 14.3006587 51.9832802, 14.3007465 51.9832672, 14.3015517 51.9831478, 14.3016426 51.9831346, 14.3021466 51.9830615, 14.3026634 51.9829788)"
38235705,False,,,,residential,,True,14.665,,"LINESTRING (14.2994582 51.984952, 14.2996723 51.9849492)"
1247659478,False,2,B 168;B 320,Cottbuser Straße,primary,30,True,39.914,,"LINESTRING (14.2994582 51.984952, 14.2994136 51.9853099)"
1247659478,False,2,B 168;B 320,Cottbuser Straße,primary,30,False,84.338,,"LINESTRING (14.2994582 51.984952, 14.2995099 51.9843916, 14.2995229 51.9841946)"
382968355,False,2,B 168;B 320,Cottbuser Straße,primary,30,True,19.123,,"LINESTRING (14.2993829 51.9855557, 14.2993548 51.9857268)"
1247659478,False,2,B 168;B 320,Cottbuser Straße,primary,30,False,27.412,,"LINESTRING (14.2993829 51.9855557, 14.2994136 51.9853099)"
38235704,False,,,,residential,,True,20.240000000000002,,"LINESTRING (14.2993829 51.9855557, 14.2994721 51.9855575, 14.2996783 51.9855616)"
13216057,False,2,B 168;B 320,Cottbuser Straße,primary,30,False,20.133,,"LINESTRING (14.2996279 51.9864405, 14.29956 51.9863338, 14.2995247 51.986271)"
13216057,False,2,B 168;B 320,Cottbuser Straße,primary,30,True,85.50800000000001,,"LINESTRING (14.2996279 51.9864405, 14.2997862 51.9867032, 14.2999257 51.9869692, 14.2999954 51.987174)"
13216057,False,2,B 168;B 320,Cottbuser Straße,primary,30,False,24.865,,"LINESTRING (14.3000774 51.9874319, 14.3000115 51.987212)"
13216057,False,2,B 168;B 320,Cottbuser Straße,primary,30,True,90.863,,"LINESTRING (14.3000774 51.9874319, 14.3002019 51.9876852, 14.3004948 51.9880941, 14.300564 51.9881907)"
38235757,False,,,Badergasse,residential,,True,149.163,,"LINESTRING (14.3000774 51.9874319, 14.3000131 51.9874447, 14.2999822 51.9874509, 14.2984741 51.9877515, 14.2983178 51.9874635)"
849284535,False,2,B 168;B 320,Cottbuser Straße,primary,30,True,22.51,,"LINESTRING (14.3007035 51.988374, 14.300564 51.9881907)"
849284536,False,2,B 168,Mühlenstraße,primary,30,False,10.15,,"LINESTRING (14.3007035 51.988374, 14.3007813 51.9884517)"
35062609,False,,,Schloßhof,residential,,False,68.61800000000001,,"LINESTRING (14.3007035 51.988374, 14.3007577 51.9883616, 14.3008091 51.9883506, 14.3011544 51.9882765, 14.3011804 51.9882709, 14.3015064 51.9882004, 14.301649 51.9881696)"
38139001,False,,,Hinterm Graben,residential,,True,243.58999999999997,,"LINESTRING (14.3018644 51.9890631, 14.3018307 51.9890937, 14.3014361 51.9894515, 14.3012564 51.9894353, 14.3008495 51.9893361, 14.3006208 51.9892673, 14.3004925 51.9892517, 14.3003413 51.989251, 14.300153 51.9892648, 14.2996272 51.989343, 14.2990573 51.989353, 14.2987191 51.9893622)"
"[38139113, 38139114, 38139027]",False,2,B 168,Mühlenstraße,primary,30,False,101.34499999999998,yes,"LINESTRING (14.3018644 51.9890631, 14.302095 51.9891426, 14.3022864 51.9892182, 14.3026279 51.9893439, 14.3030335 51.9894714, 14.3031636 51.9894939)"
"[38139027, 1130878479]",False,2,B 168,Mühlenstraße,primary,30,True,101.06099999999999,,"LINESTRING (14.3018644 51.9890631, 14.3014702 51.9888814, 14.3010963 51.9886814, 14.3007813 51.9884517)"
219245969,False,,,Schloßhof,residential,,True,30.362000000000002,,"LINESTRING (14.3018644 51.9890631, 14.301899 51.9890404, 14.3021169 51.9889131, 14.3021766 51.9888696)"
38139111,False,,,Mühlenstraße,residential,,True,11.327,,"LINESTRING (14.3031636 51.9894939, 14.3031171 51.9895257, 14.3030529 51.9895696)"
"[38139114, 1096169956]",False,2,B 168,Mühlenstraße,primary,30,"[False, True]",222.21999999999994,,"LINESTRING (14.3031636 51.9894939, 14.3032991 51.9894973, 14.3034088 51.989486, 14.3035875 51.9894386, 14.3036682 51.9894141, 14.3039679 51.9893208, 14.3041533 51.9892702, 14.3043337 51.9892425, 14.3045041 51.9892313, 14.3046967 51.9892511, 14.3048336 51.9892842, 14.3049775 51.9893383, 14.3050679 51.9893876, 14.3051589 51.9894533, 14.3053077 51.9895834, 14.3053375 51.989618, 14.3055202 51.9898299, 14.3055563 51.9898717, 14.3055981 51.9899559, 14.3055977 51.9900265)"
"[38139113, 38139114, 38139027]",False,2,B 168,Mühlenstraße,primary,30,True,101.345,yes,"LINESTRING (14.3031636 51.9894939, 14.3030335 51.9894714, 14.3026279 51.9893439, 14.3022864 51.9892182, 14.302095 51.9891426, 14.3018644 51.9890631)"
"[38139114, 1096169956]",False,2,B 168,Mühlenstraße,primary,30,"[False, True]",222.22000000000003,,"LINESTRING (14.3055977 51.9900265, 14.3055981 51.9899559, 14.3055563 51.9898717, 14.3055202 51.9898299, 14.3053375 51.989618, 14.3053077 51.9895834, 14.3051589 51.9894533, 14.3050679 51.9893876, 14.3049775 51.9893383, 14.3048336 51.9892842, 14.3046967 51.9892511, 14.3045041 51.9892313, 14.3043337 51.9892425, 14.3041533 51.9892702, 14.3039679 51.9893208, 14.3036682 51.9894141, 14.3035875 51.9894386, 14.3034088 51.989486, 14.3032991 51.9894973, 14.3031636 51.9894939)"
