osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,bridge,junction,width,access
429093489,Rösslikreisel,primary,True,False,15.901,"LINESTRING (7.6288034 47.0578746, 7.6288294 47.057893, 7.6288457 47.057916, 7.6288506 47.0579414, 7.6288438 47.0579665, 7.6288258 47.0579889, 7.6288096 47.0579994)",1,,50,,,roundabout,,
"[206849444, 1191279763, 1191279764, 35104630]",Sägegasse,primary,False,"[False, True]",503.4020000000001,"LINESTRING (7.6288034 47.0578746, 7.628828 47.0578548, 7.6288792 47.0578136, 7.6290972 47.0576589, 7.629295 47.0575279, 7.6294048 47.0574535, 7.6294517 47.0574204, 7.6295388 47.0573589, 7.629864 47.0571293, 7.6300155 47.0570089, 7.6303045 47.0567838, 7.6303589 47.0567238, 7.6303915 47.0566804, 7.6304206 47.0566352, 7.6304425 47.0565849, 7.6304609 47.0565273, 7.6304727 47.0564709, 7.6304729 47.0564159, 7.6304675 47.0563434, 7.6304052 47.0560068, 7.6303829 47.0558864, 7.630365 47.0557873, 7.6303069 47.0554669, 7.6302926 47.0553867, 7.630233 47.0550525, 7.6302096 47.0549812, 7.6301598 47.0548578, 7.6300828 47.0547282, 7.6300013 47.0546216, 7.6298967 47.0545161, 7.6297881 47.0544342, 7.6296394 47.0543479, 7.6294721 47.0542678, 7.6293194 47.0542139, 7.6290652 47.0541749)",2,23,50,,,,,
35168329,Emmentalstrasse,primary,False,False,221.85299999999998,"LINESTRING (7.6277362 47.0545551, 7.6274216 47.0546374, 7.627285 47.0546706, 7.6271655 47.0546937, 7.6270399 47.0547099, 7.6268971 47.0547195, 7.6268179 47.0547225, 7.6266889 47.0547235, 7.6264698 47.0547113, 7.6257438 47.054661, 7.625365 47.0546351, 7.6252732 47.0546268, 7.6251751 47.0546148, 7.6250775 47.0545977, 7.6250271 47.0545871, 7.624965 47.0545695, 7.6249247 47.054554, 7.6248827 47.054532)",2,23,50,,,,,
272078606,Rütschelengasse,residential,False,True,93.503,"LINESTRING (7.6277362 47.0545551, 7.6277487 47.0545943, 7.6277507 47.0546006, 7.6277564 47.0546604, 7.627726 47.0547239, 7.6276197 47.0548371, 7.627607 47.0548486, 7.6274995 47.0549639, 7.627442 47.0550523, 7.6274073 47.0551202, 7.6273652 47.0552561, 7.6273444 47.0553295)",,,,,,,,
614290188,Emmentalstrasse,primary,False,True,49.105999999999995,"LINESTRING (7.6277362 47.0545551, 7.6278181 47.0545277, 7.6278625 47.0545104, 7.6278957 47.0544974, 7.6280014 47.0544473, 7.6281715 47.0543588, 7.6282774 47.0543139)",2,23,50,,,,,
34923134,Schmiedenrain,residential,False,True,87.391,"LINESTRING (7.6248827 47.054532, 7.6248389 47.0545793, 7.624797 47.0546247, 7.6246994 47.0547059, 7.6245951 47.0547836, 7.6243765 47.0549407, 7.6243362 47.054977, 7.624169 47.0551464)",,,20,,,,,
35168329,Emmentalstrasse,primary,False,True,221.85299999999998,"LINESTRING (7.6248827 47.054532, 7.6249247 47.054554, 7.624965 47.0545695, 7.6250271 47.0545871, 7.6250775 47.0545977, 7.6251751 47.0546148, 7.6252732 47.0546268, 7.625365 47.0546351, 7.6257438 47.054661, 7.6264698 47.0547113, 7.6266889 47.0547235, 7.6268179 47.0547225, 7.6268971 47.0547195, 7.6270399 47.0547099, 7.6271655 47.0546937, 7.627285 47.0546706, 7.6274216 47.0546374, 7.6277362 47.0545551)",2,23,50,,,,,
454560963,Oberburgstrasse,primary,False,False,182.958,"LINESTRING (7.6248827 47.054532, 7.6248299 47.0544997, 7.624784 47.0544641, 7.6247405 47.0544217, 7.6246987 47.0543675, 7.6246587 47.0543071, 7.6246036 47.0542011, 7.6245528 47.0541026, 7.6244584 47.0539573, 7.6242864 47.0537122, 7.6242435 47.0536512, 7.6241708 47.0534765, 7.6240781 47.0532537, 7.6240295 47.0531369, 7.6239871 47.0530196)",2,23,50,,,,,
454560963,Oberburgstrasse,primary,False,True,18.948,"LINESTRING (7.6239213 47.0528552, 7.6239871 47.0530196)",2,23,50,,,,,
4482232,Scheunenstrasse,secondary,False,False,200.24099999999999,"LINESTRING (7.6239213 47.0528552, 7.623872 47.0528652, 7.6237696 47.0528859, 7.6235042 47.052926, 7.6232471 47.0529806, 7.6230554 47.053094, 7.6224625 47.053577, 7.6223376 47.0536788, 7.6223116 47.053703, 7.6221855 47.0538202, 7.6220799 47.0539763, 7.6220408 47.0540085)",,,30,,,,,
4482232,Scheunenstrasse,secondary,False,True,200.24099999999999,"LINESTRING (7.6220408 47.0540085, 7.6220799 47.0539763, 7.6221855 47.0538202, 7.6223116 47.053703, 7.6223376 47.0536788, 7.6224625 47.053577, 7.6230554 47.053094, 7.6232471 47.0529806, 7.6235042 47.052926, 7.6237696 47.0528859, 7.623872 47.0528652, 7.6239213 47.0528552)",,,30,,,,,
34955837,Bernstrasse,secondary,False,False,111.01700000000001,"LINESTRING (7.6220408 47.0540085, 7.6218552 47.0539252, 7.6215808 47.0538167, 7.6214784 47.0537762, 7.6210253 47.053597, 7.6209608 47.0535715, 7.6207847 47.0534948)",2,245,30,,,,,
864073962,Bernstrasse,residential,False,True,158.402,"LINESTRING (7.6220408 47.0540085, 7.6223173 47.0541195, 7.6225137 47.0542498, 7.622804 47.0544495, 7.6233568 47.0548763, 7.6235196 47.0550036)",,,30,,,,6,
"[761438756, 268564383]",Bernstrasse,secondary,False,True,151.948,"LINESTRING (7.6174039 47.0531759, 7.6175321 47.05315, 7.6176237 47.0531237, 7.6178664 47.0530532, 7.6182375 47.0529455, 7.6182936 47.0529286, 7.6183496 47.0529146, 7.6184417 47.0528963, 7.61856 47.0528743, 7.6186783 47.0528624, 7.6187617 47.0528565, 7.6188489 47.0528539, 7.6191186 47.0528767, 7.6193141 47.0529147)",2,245,"['50', '30']",,,,,
39917617,Heimiswilstrasse,secondary,True,False,76.871,"LINESTRING (7.6285936 47.0533658, 7.6285678 47.0534968, 7.6285816 47.0536088, 7.6286461 47.0537009, 7.6288194 47.0539368, 7.6288814 47.0540058)",1,,,,,,,
1181719381,Heimiswilstrasse,secondary,False,True,69.07300000000001,"LINESTRING (7.6285936 47.0533658, 7.62866 47.0532889, 7.6287018 47.0532341, 7.6288837 47.0529979, 7.628968 47.0529037, 7.6290331 47.0528218)",2,245,,,,,,
"[328246755, 206849439]",Heimiswilstrasse,secondary,True,False,113.76,"LINESTRING (7.6282774 47.0543139, 7.6282113 47.0542288, 7.628192 47.0541683, 7.6281971 47.0540902, 7.6282505 47.0538295, 7.6282635 47.0537867, 7.6283306 47.0536617, 7.6284066 47.0535555, 7.6285936 47.0533658)",1,245,,,,,,
328246775,Sägegasse,primary,False,True,49.033,"LINESTRING (7.6282774 47.0543139, 7.6283671 47.0542761, 7.6284285 47.054255, 7.6285006 47.0542328, 7.6285923 47.0542087, 7.6286791 47.0541908, 7.628777 47.0541776, 7.6288813 47.0541688)",3,23,50,,,,,
614290188,Emmentalstrasse,primary,False,False,49.106,"LINESTRING (7.6282774 47.0543139, 7.6281715 47.0543588, 7.6280014 47.0544473, 7.6278957 47.0544974, 7.6278625 47.0545104, 7.6278181 47.0545277, 7.6277362 47.0545551)",2,23,50,,,,,
329050728,Bahnhofstrasse,living_street,False,False,45.861,"LINESTRING (7.6234093 47.0604207, 7.6233685 47.0600092)",,,,,,,,
22723636,Poststrasse,living_street,False,True,165.26500000000004,"LINESTRING (7.6234093 47.0604207, 7.6235019 47.0604195, 7.6235944 47.0604256, 7.624076 47.0604087, 7.6242839 47.060396, 7.6244853 47.0603686, 7.624683 47.0603221, 7.6248209 47.0602804, 7.6248632 47.0602647, 7.6249151 47.0602453, 7.6250057 47.0602068, 7.6250809 47.0601665, 7.6252924 47.0600483, 7.6253569 47.0600063, 7.6254055 47.0599747)",,,20,,,,,
"[967227552, 171992610]",Bahnhofstrasse,living_street,False,True,118.488,"LINESTRING (7.6234093 47.0604207, 7.6233177 47.0604239, 7.6232592 47.0604333, 7.6232514 47.0604344, 7.6230561 47.0604618, 7.622057 47.0605097, 7.6219549 47.0605007, 7.6218674 47.060467)",,,,,,,,
"[268608313, 171991114, 28733929, 171991111]","['Bahnhofstrasse', 'Mergelegässli', 'Friedeggstrasse']",living_street,False,True,261.389,"LINESTRING (7.6214826 47.059322, 7.6214237 47.0592087, 7.6213867 47.0590995, 7.6212405 47.0588412, 7.6214025 47.0587961, 7.621884 47.0586246, 7.6221374 47.0584999, 7.6224446 47.058355, 7.6226135 47.0583062, 7.6229196 47.0582098, 7.6230975 47.0586154, 7.623143 47.0587175)",,,,,,,,
707843923,Lyssachstrasse,living_street,False,True,143.55399999999997,"LINESTRING (7.6214826 47.059322, 7.6216102 47.0592687, 7.6219038 47.0591441, 7.6220988 47.0590612, 7.6222479 47.0589979, 7.6223018 47.058975, 7.6223881 47.0589384, 7.6225966 47.0588498, 7.622804 47.0587787, 7.6229939 47.0587409, 7.623143 47.0587175)",,,,,,,,
326428957,Bahnhofstrasse,living_street,False,False,25.488,"LINESTRING (7.6214826 47.059322, 7.6215124 47.0593884, 7.621556 47.0595454)",,,,,,,,
"[915633609, 272256034, 1191654949]",Lyssachstrasse,"['living_street', 'residential']",False,False,117.686,"LINESTRING (7.6214826 47.059322, 7.6213329 47.0593786, 7.6210484 47.0594585, 7.6209616 47.059484, 7.6206389 47.0595788, 7.6205755 47.0595975, 7.6204769 47.0596265, 7.6203226 47.0596626, 7.6202061 47.0596899, 7.6200506 47.0597293)",,,"['20', '30']",,,,,
24458376,Lyssachstrasse,living_street,False,False,205.11200000000002,"LINESTRING (7.6256736 47.0580749, 7.6255273 47.0581106, 7.625291 47.0581784, 7.6250928 47.0582429, 7.6247779 47.0583451, 7.6247331 47.0583582, 7.6247114 47.0583651, 7.6246235 47.058392, 7.624355 47.058469, 7.6242922 47.0584852, 7.624054 47.0585475, 7.6239644 47.0585667, 7.6238369 47.0585903, 7.6235635 47.0586361, 7.623143 47.0587175)",,,,,,,,
27136359,Mühlegasse,living_street,False,False,41.139,"LINESTRING (7.6256736 47.0580749, 7.6257587 47.0580205, 7.6261014 47.0578807, 7.6261219 47.0578688)",,,20,,,,,
42815449,Platanenstrasse,living_street,False,False,61.879,"LINESTRING (7.6256736 47.0580749, 7.6257377 47.0581554, 7.6261794 47.0585098)",,,20,,,,,
27136246,Rütschelengasse,residential,True,False,67.944,"LINESTRING (7.6272196 47.0558966, 7.6272637 47.0558904, 7.6273207 47.0558591, 7.6273121 47.0556532, 7.6273273 47.0554602, 7.6273444 47.0553295)",,,,,,,,
"[34929458, 27136306]","['Hohengasse', 'Schmiedengasse']",residential,False,"[False, True]",174.242,"LINESTRING (7.6272196 47.0558966, 7.6271547 47.0558864, 7.6270809 47.0558727, 7.6269415 47.0558527, 7.6268278 47.055833, 7.6266958 47.0557963, 7.6264153 47.0557192, 7.6258479 47.0555811, 7.6250592 47.0553659)",,,20,,,,,
268605427,Hohengasse,residential,False,False,65.33,"LINESTRING (7.6272196 47.0558966, 7.6272238 47.0559155, 7.6272318 47.0559493, 7.6272673 47.0561112, 7.627258 47.0561916, 7.6272257 47.0562505, 7.6271787 47.0563061, 7.6270454 47.0564412)",,,,,,,,
"[275810481, 34077323]",Wynigenstrasse,secondary,False,False,113.843,"LINESTRING (7.6302932 47.0586481, 7.6302188 47.0586151, 7.6300873 47.0585567, 7.6298896 47.0584659, 7.6290245 47.0580995)",2,240,50,,,,,
272256033,Gysnauweg,residential,True,False,244.47700000000003,"LINESTRING (7.6302932 47.0586481, 7.6301697 47.0587614, 7.6301497 47.0587755, 7.6299822 47.0588574, 7.6292943 47.0591934, 7.6289905 47.0593346, 7.6277182 47.0599625)",,,30,,,,,
"[1191279764, 1191279763, 206849444, 35104630]",Sägegasse,primary,False,"[False, True]",503.402,"LINESTRING (7.6290652 47.0541749, 7.6293194 47.0542139, 7.6294721 47.0542678, 7.6296394 47.0543479, 7.6297881 47.0544342, 7.6298967 47.0545161, 7.6300013 47.0546216, 7.6300828 47.0547282, 7.6301598 47.0548578, 7.6302096 47.0549812, 7.630233 47.0550525, 7.6302926 47.0553867, 7.6303069 47.0554669, 7.630365 47.0557873, 7.6303829 47.0558864, 7.6304052 47.0560068, 7.6304675 47.0563434, 7.6304729 47.0564159, 7.6304727 47.0564709, 7.6304609 47.0565273, 7.6304425 47.0565849, 7.6304206 47.0566352, 7.6303915 47.0566804, 7.6303589 47.0567238, 7.6303045 47.0567838, 7.6300155 47.0570089, 7.629864 47.0571293, 7.6295388 47.0573589, 7.6294517 47.0574204, 7.6294048 47.0574535, 7.629295 47.0575279, 7.6290972 47.0576589, 7.6288792 47.0578136, 7.628828 47.0578548, 7.6288034 47.0578746)",2,23,50,,,,,
328246774,Sägegasse,primary,False,False,13.972,"LINESTRING (7.6290652 47.0541749, 7.6289446 47.0541674, 7.6288813 47.0541688)",2,23,50,,,,,
33130768,Jungfraustrasse,residential,False,False,73.978,"LINESTRING (7.6197585 47.0581512, 7.619704 47.0580608, 7.6196353 47.0579467, 7.6195864 47.0578656, 7.6195593 47.0578205, 7.6194241 47.0576017, 7.6193822 47.0575373)",,,,,,,,
328246776,Technikumstrasse,living_street,False,False,447.16,"LINESTRING (7.6197585 47.0581512, 7.6198817 47.0581271, 7.6204846 47.0580123, 7.6208905 47.0579167, 7.6210477 47.0578823, 7.6214851 47.0577985, 7.6221811 47.0576468, 7.6225385 47.057569, 7.6226324 47.0575412, 7.6240802 47.0572287, 7.6242891 47.0571889, 7.6243743 47.0571694, 7.6245312 47.0571544, 7.6246891 47.0571636, 7.6247312 47.0571669, 7.6249855 47.0571895, 7.6254341 47.0572144)",,,20,,,,,
27062069,Dammstrasse,residential,False,False,20.09,"LINESTRING (7.6246859 47.0614712, 7.6246411 47.0613412, 7.6246253 47.0612953)",,,,,,,,
"[967227549, 967227551]",Dammstrasse,residential,False,True,54.617000000000004,"LINESTRING (7.6246859 47.0614712, 7.6248143 47.0614081, 7.6249577 47.0613585, 7.6249771 47.0613514, 7.6250459 47.0613261, 7.6251084 47.0612993, 7.6253012 47.0612166)",,,30,,,,,
198410545,Gotthelfstrasse,primary,False,True,14.232,"LINESTRING (7.6265635 47.0587945, 7.6264289 47.0588838)",2,23,50,,,,,
42815449,Platanenstrasse,living_street,False,True,43.019999999999996,"LINESTRING (7.6265635 47.0587945, 7.6265241 47.0587664, 7.6264384 47.0587052, 7.6261999 47.0585294, 7.6261794 47.0585098)",,,20,,,,,
1191279328,Gotthelfstrasse,primary,False,False,68.5,"LINESTRING (7.6265635 47.0587945, 7.627131 47.0584472, 7.6272347 47.0583817)",2,23,50,,,,,
27136359,Mühlegasse,living_street,False,True,90.83800000000001,"LINESTRING (7.6270448 47.0573481, 7.6267398 47.057538, 7.6265991 47.0576101, 7.6263484 47.0577461, 7.62629 47.0577794, 7.6261219 47.0578688)",,,20,,,,,
"[27136248, 328246761, 275810486]","['Staldenstrasse', 'Metzgergasse']","['living_street', 'residential']",False,True,182.257,"LINESTRING (7.6270448 47.0573481, 7.6269857 47.0573285, 7.6267272 47.0572427, 7.6265251 47.0571487, 7.6263515 47.0570476, 7.6261516 47.0569416, 7.6260676 47.0569079, 7.6259509 47.0568848, 7.625522 47.0568721, 7.6254042 47.0569064, 7.6253291 47.0569715, 7.6252884 47.0570368, 7.6252905 47.0571051, 7.6253217 47.0571591, 7.6254341 47.0572144)",,,20,,,,,
328246760,Metzgergasse,living_street,False,False,46.246,"LINESTRING (7.6270448 47.0573481, 7.6273397 47.0574254, 7.627378 47.0574362, 7.6274938 47.0574703, 7.6276134 47.0574992)",,,20,,,,,
"[27136306, 34929458]","['Hohengasse', 'Schmiedengasse']",residential,False,"[False, True]",174.242,"LINESTRING (7.6250592 47.0553659, 7.6258479 47.0555811, 7.6264153 47.0557192, 7.6266958 47.0557963, 7.6268278 47.055833, 7.6269415 47.0558527, 7.6270809 47.0558727, 7.6271547 47.0558864, 7.6272196 47.0558966)",,,20,,,,,
35171682,Grabenstrasse,living_street,False,False,189.10799999999998,"LINESTRING (7.6250592 47.0553659, 7.6251953 47.0551783, 7.625217 47.055163, 7.6252388 47.0551553, 7.6252711 47.0551518, 7.6253183 47.0551535, 7.6254015 47.0551653, 7.6260148 47.0552342, 7.6268362 47.0553425, 7.6269267 47.0553484, 7.6270228 47.0553505, 7.6273444 47.0553295)",,,20,,,,,
35282572,Bernstrasse,residential,False,False,35.812,"LINESTRING (7.6250592 47.0553659, 7.6249496 47.0553352, 7.6246197 47.0552473)",,,20,,,,,
42255441,Neuengasse,residential,False,True,73.08,"LINESTRING (7.6250592 47.0553659, 7.6248825 47.0555982, 7.6246187 47.0559506)",,,20,,,,,
27136309,Kirchbühl,residential,False,False,157.029,"LINESTRING (7.6270454 47.0564412, 7.6268926 47.0564, 7.6264402 47.0563131, 7.6259518 47.0562221, 7.6255999 47.0561636, 7.625558 47.0561591, 7.6254198 47.0561509, 7.6252643 47.0561538, 7.6250324 47.0561368)",,,,,,,,
"[268608314, 268605427, 27136284, 34929461]","['Hohengasse', 'Staldenstrasse']",residential,False,False,154.37,"LINESTRING (7.6270454 47.0564412, 7.6268453 47.0566471, 7.6267742 47.0567095, 7.6265936 47.0568111, 7.6264707 47.0568542, 7.6264254 47.0568781, 7.6261325 47.0570068, 7.6260434 47.057046, 7.6258279 47.0571546, 7.6256565 47.0571913, 7.6255232 47.0572161, 7.6254341 47.0572144)",,,,,yes,,,
268605427,Hohengasse,residential,False,True,65.33,"LINESTRING (7.6270454 47.0564412, 7.6271787 47.0563061, 7.6272257 47.0562505, 7.627258 47.0561916, 7.6272673 47.0561112, 7.6272318 47.0559493, 7.6272238 47.0559155, 7.6272196 47.0558966)",,,,,,,,
27136309,Kirchbühl,residential,False,True,157.02900000000002,"LINESTRING (7.6250324 47.0561368, 7.6252643 47.0561538, 7.6254198 47.0561509, 7.625558 47.0561591, 7.6255999 47.0561636, 7.6259518 47.0562221, 7.6264402 47.0563131, 7.6268926 47.0564, 7.6270454 47.0564412)",,,,,,,,
35282572,Bernstrasse,residential,False,True,35.94,"LINESTRING (7.624169 47.0551464, 7.6246197 47.0552473)",,,20,,,,,
33131752,Bernstrasse,residential,False,False,51.778999999999996,"LINESTRING (7.624169 47.0551464, 7.6238368 47.0550872, 7.6236843 47.0550465, 7.6235196 47.0550036)",,,20,,,,,
34923134,Schmiedenrain,residential,False,False,87.39099999999999,"LINESTRING (7.624169 47.0551464, 7.6243362 47.054977, 7.6243765 47.0549407, 7.6245951 47.0547836, 7.6246994 47.0547059, 7.624797 47.0546247, 7.6248389 47.0545793, 7.6248827 47.054532)",,,20,,,,,
35910391,Kornhausgasse,living_street,False,False,116.179,"LINESTRING (7.6276134 47.0574992, 7.6275239 47.0575935, 7.6274364 47.0576653, 7.627191 47.0578564, 7.6270314 47.0579577, 7.6268652 47.0580632, 7.6265505 47.0582463)",,,20,,,,,
"[328246760, 272078603]",Metzgergasse,"['living_street', 'residential']",False,False,60.805,"LINESTRING (7.6276134 47.0574992, 7.6277049 47.0575214, 7.6279792 47.0576569, 7.6280648 47.0577453, 7.6281032 47.057832, 7.6281258 47.0578831)",,,20,,,,,
328246760,Metzgergasse,living_street,False,True,46.246,"LINESTRING (7.6276134 47.0574992, 7.6274938 47.0574703, 7.627378 47.0574362, 7.6273397 47.0574254, 7.6270448 47.0573481)",,,20,,,,,
27136361,Hans-Jakob-Dünz-Gässli,living_street,False,False,53.077,"LINESTRING (7.6265505 47.0582463, 7.6263314 47.0580609, 7.6261219 47.0578688)",,,20,,,,,
35910391,Kornhausgasse,living_street,False,False,40.809000000000005,"LINESTRING (7.6265505 47.0582463, 7.6262667 47.0584432, 7.6262459 47.0584718, 7.6261794 47.0585098)",,,20,,,,,
35910391,Kornhausgasse,living_street,False,True,116.17899999999999,"LINESTRING (7.6265505 47.0582463, 7.6268652 47.0580632, 7.6270314 47.0579577, 7.627191 47.0578564, 7.6274364 47.0576653, 7.6275239 47.0575935, 7.6276134 47.0574992)",,,20,,,,,
27136359,Mühlegasse,living_street,False,False,90.838,"LINESTRING (7.6261219 47.0578688, 7.62629 47.0577794, 7.6263484 47.0577461, 7.6265991 47.0576101, 7.6267398 47.057538, 7.6270448 47.0573481)",,,20,,,,,
27136359,Mühlegasse,living_street,False,True,41.138999999999996,"LINESTRING (7.6261219 47.0578688, 7.6261014 47.0578807, 7.6257587 47.0580205, 7.6256736 47.0580749)",,,20,,,,,
27136361,Hans-Jakob-Dünz-Gässli,living_street,False,True,53.077,"LINESTRING (7.6261219 47.0578688, 7.6263314 47.0580609, 7.6265505 47.0582463)",,,20,,,,,
33130777,Pestalozzistrasse,residential,False,False,66.892,"LINESTRING (7.6185699 47.0577732, 7.618845 47.0576935, 7.6192859 47.0575657, 7.6193822 47.0575373)",,,,,,,,
33130777,Pestalozzistrasse,residential,False,True,78.681,"LINESTRING (7.6185699 47.0577732, 7.6182303 47.0578738, 7.6175949 47.058015)",,,,,,,,
42261904,Falkenweg,residential,False,True,115.98500000000001,"LINESTRING (7.6185699 47.0577732, 7.6179546 47.0573472, 7.6175269 47.0570103)",,,,,,,,
28733924,,living_street,False,False,20.19,"LINESTRING (7.6217639 47.0603513, 7.6218088 47.0603496, 7.6218505 47.0603611, 7.6218811 47.0603835, 7.621893 47.0604044, 7.6218946 47.0604268, 7.6218858 47.0604484, 7.6218674 47.060467)",,,,,,circular,,
28733924,,living_street,False,True,28.707,"LINESTRING (7.6217639 47.0603513, 7.6217364 47.0603597, 7.6217136 47.0603732, 7.6216975 47.0603905, 7.6216894 47.0604103, 7.6216901 47.0604309, 7.6217033 47.0604552, 7.6217285 47.0604746, 7.6217623 47.0604864, 7.6218001 47.0604892, 7.6218368 47.0604824, 7.6218674 47.060467)",,,,,,circular,,
326428953,Bahnhofstrasse,living_street,False,True,14.536999999999999,"LINESTRING (7.6217639 47.0603513, 7.6217381 47.0602941, 7.6217226 47.060224)",,,,,,,,
28733936,Húnyadigässli,living_street,True,False,133.419,"LINESTRING (7.6232411 47.0592252, 7.6230045 47.0592458, 7.6228295 47.0592451, 7.6224589 47.0593388, 7.6223857 47.0593556, 7.6222775 47.0593803, 7.6222008 47.0593979, 7.622157 47.0594079, 7.6220725 47.0594272, 7.621556 47.0595454)",,,,,,,,
329050728,Bahnhofstrasse,living_street,False,False,57.109,"LINESTRING (7.6232411 47.0592252, 7.6232225 47.0590841, 7.623189 47.0588294, 7.623143 47.0587175)",,,,,,,,
329050728,Bahnhofstrasse,living_street,False,True,27.228,"LINESTRING (7.6232411 47.0592252, 7.6232714 47.0594035, 7.6232816 47.0594685)",,,,,,,,
326428957,Bahnhofstrasse,living_street,False,False,25.689,"LINESTRING (7.621556 47.0595454, 7.621606 47.0597739)",,,,,,,,
326428957,Bahnhofstrasse,living_street,False,True,25.488,"LINESTRING (7.621556 47.0595454, 7.6215124 47.0593884, 7.6214826 47.059322)",,,,,,,,
33130777,Pestalozzistrasse,residential,False,True,58.203,"LINESTRING (7.6235196 47.0550036, 7.6233606 47.0550473, 7.6232686 47.0550685, 7.623165 47.0550924, 7.6229795 47.0551647, 7.6228422 47.0552404)",,,,,,,,
33131752,Bernstrasse,residential,False,True,51.778999999999996,"LINESTRING (7.6235196 47.0550036, 7.6236843 47.0550465, 7.6238368 47.0550872, 7.624169 47.0551464)",,,20,,,,,
864073962,Bernstrasse,residential,False,False,158.402,"LINESTRING (7.6235196 47.0550036, 7.6233568 47.0548763, 7.622804 47.0544495, 7.6225137 47.0542498, 7.6223173 47.0541195, 7.6220408 47.0540085)",,,30,,,,6,
